actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
166,PT09M57.00S,2022-11-24T01:16:29.9Z,2,REGULAR,3pt,Jump Shot,[],1628401,74.19513797634691,14.460784313725492,1610612738,40,25,2022-11-24T01:17:37Z,1620000,False,-178.0,190.0,1,right,D. White 26' 3PT pullup (6 PTS) (J. Tatum 1 AST),"[1628401, 1628369]",1610612738.0,BOS,pullup,,,White,D. White,,,,,Above the Break 3,24+ Left Center,26.02,Made,6.0,J. Tatum,1628369.0,1.0,,,,,,,,,,,,,,
168,PT09M44.00S,2022-11-24T01:16:44.4Z,2,REGULAR,3pt,Jump Shot,[],1626174,34.11629434954008,46.07843137254902,1610612742,40,28,2022-11-24T01:17:05Z,1640000,False,20.0,268.0,1,left,C. Wood 26' 3PT  (7 PTS) (S. Dinwiddie 2 AST),"[1626174, 203915]",1610612742.0,DAL,,,,Wood,C. Wood,,,,,Above the Break 3,24+ Center,26.89,Made,7.0,S. Dinwiddie,203915.0,2.0,,,,,,,,,,,,,,
170,PT09M27.00S,2022-11-24T01:17:02.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,89.56964520367937,57.59803921568627,1610612738,42,28,2022-11-24T01:18:47Z,1660000,False,38.0,46.0,1,right,D. White driving floating Jump Shot (8 PTS) (J. Tatum 2 AST),"[1628401, 1628369]",1610612738.0,BOS,driving floating,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,5.93,Made,8.0,J. Tatum,1628369.0,2.0,,,,,,,,,,,,,,
172,PT09M27.00S,2022-11-24T01:17:05.5Z,2,REGULAR,foul,personal,['1freethrow'],203915,,,1610612738,42,28,2022-11-24T01:17:18Z,1680000,False,,,0,,S. Dinwiddie shooting personal FOUL (1 PF) (White 1 FT),"[203915, 1628401]",1610612742.0,DAL,shooting,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1193.0,,,,1.0,0.0,White,1628401.0,,,,,,
174,PT09M27.00S,2022-11-24T01:17:19.7Z,2,REGULAR,substitution,out,[],1627763,,,1610612738,42,28,2022-11-24T01:17:55Z,1700000,False,,,0,,SUB out: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT09M27.00S,2022-11-24T01:17:19.7Z,2,REGULAR,substitution,in,[],201143,,,1610612738,42,28,2022-11-24T01:17:55Z,1710000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT09M27.00S,2022-11-24T01:17:36.8Z,2,REGULAR,freethrow,1 of 1,[],1628401,,,1610612738,43,28,2022-11-24T01:17:36Z,1720000,False,,,0,,D. White Free Throw 1 of 1 (9 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
177,PT09M17.00S,2022-11-24T01:17:52.5Z,2,REGULAR,3pt,Jump Shot,[],1630182,11.12023653088042,2.696078431372549,1610612742,43,28,2022-11-24T01:17:57Z,1730000,False,237.0,52.0,1,left,MISS J. Green 24' 3PT,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,24.21,Missed,,,,,,,,,,,,,,,,,,
178,PT09M14.00S,2022-11-24T01:17:55.5Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,43,28,2022-11-24T01:17:57Z,1740000,False,,,0,,A. Horford REBOUND (Off:0 Def:2),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,177.0,2.0,2.0,0.0,,
179,PT09M05.00S,2022-11-24T01:18:04.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,92.19776609724047,45.34313725490196,1610612738,43,28,2022-11-24T01:18:12Z,1750000,False,-23.0,21.0,1,right,MISS J. Tatum driving reverse Layup,[1628369],1610612738.0,BOS,driving reverse,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,3.12,Missed,,,,,,,,,,,,,,,,,,
180,PT09M05.00S,2022-11-24T01:18:06.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,43,28,2022-11-24T01:18:06Z,1760000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,179.0,,,,,
182,PT09M02.00S,2022-11-24T01:18:25.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630573,88.51839684625493,3.9215686274509802,1610612738,46,28,2022-11-24T01:18:31Z,1780000,False,-230.0,55.0,1,right,S. Hauser 3PT  (3 PTS) (G. Williams 2 AST),"[1630573, 1629684]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Left Corner 3,24+ Left,23.7,Made,3.0,G. Williams,1629684.0,2.0,,,,,,,,,,,,,,
184,PT08M42.00S,2022-11-24T01:18:45.1Z,2,REGULAR,3pt,Jump Shot,[],1626174,27.54599211563732,18.137254901960784,1610612742,46,28,2022-11-24T01:18:50Z,1800000,False,159.0,206.0,1,left,MISS C. Wood 26' 3PT,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Above the Break 3,24+ Right Center,26.07,Missed,,,,,,,,,,,,,,,,,,
185,PT08M40.00S,2022-11-24T01:18:47.1Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,46,28,2022-11-24T01:18:50Z,1810000,False,,,0,,J. Tatum REBOUND (Off:1 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,184.0,5.0,4.0,1.0,,
186,PT08M37.00S,2022-11-24T01:18:54.7Z,2,REGULAR,foul,personal,['2freethrow'],1630182,,,1610612738,46,28,2022-11-24T01:19:03Z,1820000,False,,,0,,J. Green shooting personal FOUL (1 PF) (Tatum 2 FT),"[1630182, 1628369]",1610612742.0,DAL,shooting,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,202901.0,,,,1.0,0.0,Tatum,1628369.0,,,,,,
188,PT08M37.00S,2022-11-24T01:19:22.6Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1628369,,,1610612738,46,28,2022-11-24T01:19:22Z,1840000,False,,,0,,MISS J. Tatum Free Throw 1 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
189,PT08M37.00S,2022-11-24T01:19:22.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,46,28,2022-11-24T01:19:22Z,1850000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,188.0,,,,,
190,PT08M37.00S,2022-11-24T01:19:23.3Z,2,REGULAR,substitution,out,[],202722,,,1610612738,46,28,2022-11-24T01:19:28Z,1860000,False,,,0,,SUB out: D. Bertans,[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT08M37.00S,2022-11-24T01:19:23.3Z,2,REGULAR,substitution,in,[],201580,,,1610612738,46,28,2022-11-24T01:19:28Z,1870000,False,,,0,,SUB in: J. McGee,[201580],1610612742.0,DAL,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT08M37.00S,2022-11-24T01:19:46.0Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1628369,,,1610612738,47,28,2022-11-24T01:19:46Z,1880000,False,,,0,,J. Tatum Free Throw 2 of 2 (11 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
193,PT08M35.00S,2022-11-24T01:20:01.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,47,28,2022-11-24T01:20:01Z,1890000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT08M31.00S,2022-11-24T01:23:29.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203915,19.793035479632064,52.69607843137255,1610612742,47,30,2022-11-24T01:23:51Z,1900000,False,-13.0,134.0,1,left,S. Dinwiddie 13' driving floating Jump Shot (2 PTS),[203915],1610612742.0,DAL,driving floating,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),8-16 Center,13.43,Made,2.0,,,,,,,,,,,,,,,,,
195,PT08M31.00S,2022-11-24T01:23:33.2Z,2,REGULAR,foul,personal,['1freethrow'],1630573,,,1610612742,47,30,2022-11-24T01:23:39Z,1910000,False,,,0,,S. Hauser shooting personal FOUL (1 PF) (Dinwiddie 1 FT),"[1630573, 203915]",1610612738.0,BOS,shooting,,,Hauser,S. Hauser,,,,,Mid-Range,8-16 Center,,,,,,,202901.0,,,,1.0,0.0,Dinwiddie,203915.0,,,,,,
197,PT08M31.00S,2022-11-24T01:23:51.5Z,2,REGULAR,freethrow,1 of 1,[],203915,,,1610612742,47,30,2022-11-24T01:23:51Z,1930000,False,,,0,,MISS S. Dinwiddie Free Throw 1 of 1,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
198,PT08M31.00S,2022-11-24T01:23:51.5Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,47,30,2022-11-24T01:23:56Z,1940000,False,,,0,,J. Tatum REBOUND (Off:1 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,197.0,6.0,5.0,1.0,,
199,PT08M19.00S,2022-11-24T01:24:02.9Z,2,REGULAR,3pt,Jump Shot,[],1628401,85.62746386333771,96.32352941176471,1610612738,50,30,2022-11-24T01:24:49Z,1950000,False,232.0,83.0,1,right,D. White 24' 3PT pullup (12 PTS) (G. Williams 3 AST),"[1628401, 1629684]",1610612738.0,BOS,pullup,,,White,D. White,,,,,Right Corner 3,24+ Right,24.59,Made,12.0,G. Williams,1629684.0,3.0,,,,,,,,,,,,,,
201,PT08M04.00S,2022-11-24T01:24:17.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630182,13.485545335085414,61.76470588235294,1610612742,50,30,2022-11-24T01:24:23Z,1970000,False,-59.0,74.0,1,left,MISS J. Green 9' driving Layup - blocked,"[1630182, 201143]",1610612742.0,DAL,driving,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Left,9.48,Missed,,,,,,,,,,,,,,,,,Horford,201143.0
202,PT08M04.00S,2022-11-24T01:24:17.4Z,2,REGULAR,block,,[],201143,,,1610612742,50,30,2022-11-24T01:24:19Z,1980000,False,,,0,,A. Horford BLOCK (1 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
203,PT08M03.00S,2022-11-24T01:24:18.4Z,2,REGULAR,rebound,defensive,[],1630573,,,1610612738,50,30,2022-11-24T01:24:23Z,1990000,False,,,0,,S. Hauser REBOUND (Off:0 Def:3),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,201.0,3.0,3.0,0.0,,
204,PT07M53.00S,2022-11-24T01:24:29.7Z,2,REGULAR,3pt,Jump Shot,[],1628401,69.85873850197109,76.9607843137255,1610612738,50,30,2022-11-24T01:24:35Z,2000000,False,135.0,231.0,1,right,MISS D. White 26' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,26.73,Missed,,,,,,,,,,,,,,,,,,
205,PT07M49.00S,2022-11-24T01:24:33.7Z,2,REGULAR,rebound,defensive,[],201580,,,1610612742,50,30,2022-11-24T01:24:35Z,2010000,False,,,0,,J. McGee REBOUND (Off:0 Def:1),[201580],1610612742.0,DAL,,,,McGee,J. McGee,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,204.0,1.0,1.0,0.0,,
206,PT07M35.00S,2022-11-24T01:24:47.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201580,9.674770039421814,57.107843137254896,1610612742,50,32,2022-11-24T01:42:11Z,2020000,False,-36.0,38.0,1,left,J. McGee cutting Layup (2 PTS) (C. Wood 1 AST),"[201580, 1626174]",1610612742.0,DAL,cutting,,,McGee,J. McGee,,,,,In The Paint (Non-RA),0-8 Center,5.23,Made,2.0,C. Wood,1626174.0,1.0,,,,,,,,,,,,,,
208,PT07M35.00S,2022-11-24T01:24:51.4Z,2,REGULAR,foul,personal,['1freethrow'],1629684,,,1610612742,50,32,2022-11-24T01:41:25Z,2045000,False,,,0,,G. Williams shooting personal FOUL (1 PF) (McGee 1 FT),"[1629684, 201580]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,201639.0,,,,1.0,0.0,McGee,201580.0,,,,,,
210,PT07M35.00S,2022-11-24T01:25:00.4Z,2,REGULAR,substitution,out,[],1629684,,,1610612742,50,32,2022-11-24T01:41:25Z,2060000,False,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT07M35.00S,2022-11-24T01:25:00.4Z,2,REGULAR,substitution,out,[],1630573,,,1610612742,50,32,2022-11-24T01:41:25Z,2070000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT07M35.00S,2022-11-24T01:25:00.4Z,2,REGULAR,substitution,out,[],1630182,,,1610612742,50,32,2022-11-24T01:41:25Z,2080000,False,,,0,,SUB out: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT07M35.00S,2022-11-24T01:25:00.4Z,2,REGULAR,substitution,in,[],203935,,,1610612742,50,32,2022-11-24T01:41:25Z,2090000,False,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT07M35.00S,2022-11-24T01:25:00.4Z,2,REGULAR,substitution,in,[],1627759,,,1610612742,50,32,2022-11-24T01:41:25Z,2100000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT07M35.00S,2022-11-24T01:25:00.4Z,2,REGULAR,substitution,in,[],203493,,,1610612742,50,32,2022-11-24T01:41:25Z,2110000,False,,,0,,SUB in: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT07M35.00S,2022-11-24T01:25:23.2Z,2,REGULAR,freethrow,1 of 1,[],201580,,,1610612742,50,33,2022-11-24T01:25:23Z,2140000,False,,,0,,J. McGee Free Throw 1 of 1 (3 PTS),[201580],1610612742.0,DAL,,,,McGee,J. McGee,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
217,PT07M23.00S,2022-11-24T01:25:38.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,93.51182654402102,59.55882352941176,1610612738,50,33,2022-11-24T01:25:44Z,2150000,False,48.0,8.0,1,right,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,4.85,Missed,,,,,,,,,,,,,,,,,,
218,PT07M20.00S,2022-11-24T01:25:41.5Z,2,REGULAR,rebound,defensive,[],203493,,,1610612742,50,33,2022-11-24T01:25:44Z,2160000,False,,,0,,R. Bullock REBOUND (Off:0 Def:1),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,217.0,1.0,1.0,0.0,,
219,PT07M14.00S,2022-11-24T01:25:47.0Z,2,REGULAR,3pt,Jump Shot,[],203501,26.10052562417871,87.5,1610612742,50,33,2022-11-24T01:25:51Z,2170000,False,-188.0,193.0,1,left,MISS T. Hardaway Jr. 26' 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Left Center,26.89,Missed,,,,,,,,,,,,,,,,,,
220,PT07M11.00S,2022-11-24T01:25:50.0Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,50,33,2022-11-24T01:25:51Z,2180000,False,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,219.0,2.0,2.0,0.0,,
221,PT07M04.00S,2022-11-24T01:25:56.7Z,2,REGULAR,2pt,Jump Shot,[],1627759,80.76544021024968,67.15686274509804,1610612738,50,33,2022-11-24T01:26:08Z,2190000,False,86.0,128.0,1,right,MISS J. Brown 15' pullup Shot,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Mid-Range,8-16 Right,15.43,Missed,,,,,,,,,,,,,,,,,,
222,PT07M02.00S,2022-11-24T01:25:58.7Z,2,REGULAR,rebound,defensive,[],203915,,,1610612742,50,33,2022-11-24T01:26:08Z,2200000,False,,,0,,S. Dinwiddie REBOUND (Off:0 Def:3),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,221.0,3.0,3.0,0.0,,
223,PT06M52.00S,2022-11-24T01:26:09.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203915,8.229303547963205,57.107843137254896,1610612742,50,35,2022-11-24T01:26:16Z,2210000,False,-36.0,25.0,1,left,S. Dinwiddie driving reverse Layup (4 PTS),[203915],1610612742.0,DAL,driving reverse,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),0-8 Center,4.34,Made,4.0,,,,,,,,,,,,,,,,,
224,PT06M30.00S,2022-11-24T01:26:31.3Z,2,REGULAR,3pt,Jump Shot,[],203935,68.01905387647832,71.07843137254902,1610612738,50,35,2022-11-24T01:26:36Z,2220000,False,105.0,248.0,1,right,MISS M. Smart 26' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,26.96,Missed,,,,,,,,,,,,,,,,,,
225,PT06M27.00S,2022-11-24T01:26:34.3Z,2,REGULAR,rebound,defensive,[],1626174,,,1610612742,50,35,2022-11-24T01:26:36Z,2230000,False,,,0,,C. Wood REBOUND (Off:0 Def:5),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,224.0,5.0,5.0,0.0,,
226,PT06M06.00S,2022-11-24T01:26:55.2Z,2,REGULAR,3pt,Jump Shot,[],203915,30.305519053876477,22.30392156862745,1610612742,50,38,2022-11-24T01:27:02Z,2240000,False,138.0,232.0,1,left,S. Dinwiddie 27' 3PT step back bank (7 PTS),[203915],1610612742.0,DAL,step back bank,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Right Center,27.05,Made,7.0,,,,,,,,,,,,,,,,,
227,PT05M52.00S,2022-11-24T01:27:10.2Z,2,REGULAR,3pt,Jump Shot,[],201143,70.51576872536137,21.07843137254902,1610612738,53,38,2022-11-24T01:27:32Z,2250000,False,-145.0,225.0,1,right,A. Horford 26' 3PT  (6 PTS) (M. Smart 3 AST),"[201143, 203935]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left Center,26.72,Made,6.0,M. Smart,203935.0,3.0,,,,,,,,,,,,,,
229,PT05M33.00S,2022-11-24T01:27:28.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],201580,16.376478318002626,38.72549019607843,1610612742,53,40,2022-11-24T01:27:36Z,2270000,False,56.0,101.0,1,left,J. McGee 11' turnaround Hook (5 PTS) (S. Dinwiddie 3 AST),"[201580, 203915]",1610612742.0,DAL,turnaround,,,McGee,J. McGee,,,,,In The Paint (Non-RA),8-16 Center,11.6,Made,5.0,S. Dinwiddie,203915.0,3.0,,,,,,,,,,,,,,
231,PT05M21.00S,2022-11-24T01:27:43.5Z,2,REGULAR,foul,offensive,[],203935,,,1610612738,53,40,2022-11-24T01:28:09Z,2290000,False,,,0,,M. Smart offensive FOUL (1 PF),"[203935, 1626174]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Mid-Range,16-24 Right Center,,,,,,,202901.0,,,,1.0,0.0,Wood,1626174.0,,,,,,
233,PT05M21.00S,2022-11-24T01:27:43.5Z,2,REGULAR,turnover,offensive foul,[],203935,,,1610612738,53,40,2022-11-24T01:27:43Z,2310000,False,,,0,,M. Smart offensive foul TURNOVER (1 TO),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Mid-Range,16-24 Right Center,,,,,,,202901.0,1.0,,,,,,,,,,,,
234,PT05M21.00S,2022-11-24T01:27:55.2Z,2,REGULAR,substitution,out,[],1628401,,,1610612742,53,40,2022-11-24T01:28:11Z,2320000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT05M21.00S,2022-11-24T01:27:55.2Z,2,REGULAR,substitution,out,[],203501,,,1610612742,53,40,2022-11-24T01:28:11Z,2330000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT05M21.00S,2022-11-24T01:27:55.2Z,2,REGULAR,substitution,out,[],1626174,,,1610612742,53,40,2022-11-24T01:28:11Z,2340000,False,,,0,,SUB out: C. Wood,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT05M21.00S,2022-11-24T01:27:55.2Z,2,REGULAR,substitution,in,[],1627763,,,1610612742,53,40,2022-11-24T01:28:11Z,2350000,False,,,0,,SUB in: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT05M21.00S,2022-11-24T01:27:55.2Z,2,REGULAR,substitution,in,[],1629029,,,1610612742,53,40,2022-11-24T01:28:11Z,2360000,False,,,0,,SUB in: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT05M21.00S,2022-11-24T01:27:55.2Z,2,REGULAR,substitution,in,[],1627827,,,1610612742,53,40,2022-11-24T01:28:11Z,2370000,False,,,0,,SUB in: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT05M07.00S,2022-11-24T01:28:18.9Z,2,REGULAR,foul,personal,[],1627759,,,1610612742,53,40,2022-11-24T01:28:28Z,2380000,False,,,0,,J. Brown personal FOUL (2 PF),"[1627759, 201580]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,,,,,202901.0,,,,2.0,0.0,McGee,201580.0,,,,,,
242,PT04M55.00S,2022-11-24T01:28:50.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203493,9.017739816031538,54.65686274509803,1610612742,53,40,2022-11-24T01:28:55Z,2400000,False,-23.0,32.0,1,left,MISS R. Bullock driving Layup,[203493],1610612742.0,DAL,driving,,,Bullock,R. Bullock,,,,,Restricted Area,0-8 Center,3.98,Missed,,,,,,,,,,,,,,,,,,
243,PT04M53.00S,2022-11-24T01:28:52.6Z,2,REGULAR,rebound,defensive,[],1627763,,,1610612738,53,40,2022-11-24T01:28:55Z,2410000,False,,,0,,M. Brogdon REBOUND (Off:1 Def:2),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,242.0,3.0,2.0,1.0,,
244,PT04M43.00S,2022-11-24T01:29:02.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],201143,91.67214191852825,47.05882352941176,1610612738,55,40,2022-11-24T01:29:08Z,2420000,False,-15.0,26.0,1,right,A. Horford turnaround Hook (8 PTS) (M. Smart 4 AST),"[201143, 203935]",1610612738.0,BOS,turnaround,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,2.97,Made,8.0,M. Smart,203935.0,4.0,,,,,,,,,,,,,,
246,PT04M22.00S,2022-11-24T01:29:23.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203915,7.966491458607096,52.69607843137255,1610612742,55,42,2022-11-24T01:29:27Z,2440000,False,-13.0,22.0,1,left,S. Dinwiddie driving Layup (9 PTS),[203915],1610612742.0,DAL,driving,,,Dinwiddie,S. Dinwiddie,,,,,Restricted Area,0-8 Center,2.62,Made,9.0,,,,,,,,,,,,,,,,,
247,PT04M01.00S,2022-11-24T01:29:45.5Z,2,REGULAR,foul,personal,['2freethrow'],201580,,,1610612738,55,42,2022-11-24T01:29:52Z,2450000,False,,,0,,J. McGee shooting personal FOUL (1 PF) (Tatum 2 FT),"[201580, 1628369]",1610612742.0,DAL,shooting,,,McGee,J. McGee,,,,,Restricted Area,0-8 Center,,,,,,,202901.0,,,,1.0,0.0,Tatum,1628369.0,,,,,,
249,PT04M01.00S,2022-11-24T01:30:08.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,55,42,2022-11-24T01:30:08Z,2470000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT04M01.00S,2022-11-24T01:33:39.3Z,2,REGULAR,substitution,out,[],201580,,,1610612738,55,42,2022-11-24T01:33:49Z,2490000,False,,,0,,SUB out: J. McGee,[201580],1610612742.0,DAL,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT04M01.00S,2022-11-24T01:33:39.3Z,2,REGULAR,substitution,in,[],1626174,,,1610612738,55,42,2022-11-24T01:33:49Z,2500000,False,,,0,,SUB in: C. Wood,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT04M01.00S,2022-11-24T01:33:50.9Z,2,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,56,42,2022-11-24T01:33:50Z,2510000,False,,,0,,J. Tatum Free Throw 1 of 2 (12 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
254,PT04M01.00S,2022-11-24T01:34:02.0Z,2,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,57,42,2022-11-24T01:34:02Z,2520000,False,,,0,,J. Tatum Free Throw 2 of 2 (13 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
