actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
29,PT09M10.00S,2022-11-04T23:48:53.8Z,1,REGULAR,freethrow,1 of 2,[],201942,,,1610612741,6,6,2022-11-04T23:49:12Z,290000,,,0,,D. DeRozan Free Throw 1 of 2 (1 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
30,PT09M10.00S,2022-11-04T23:48:53.8Z,1,REGULAR,freethrow,2 of 2,[],201942,,,1610612741,6,6,2022-11-04T23:49:12Z,300000,,,0,,MISS D. DeRozan Free Throw 2 of 2,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
31,PT09M10.00S,2022-11-04T23:48:53.8Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,6,6,2022-11-04T23:49:12Z,310000,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,30.0,1.0,1.0,0.0,,,,,,,,,,,,,,
32,PT08M59.00S,2022-11-04T23:49:16.7Z,1,REGULAR,turnover,bad pass,[],1627759,,,1610612738,6,6,2022-11-04T23:49:21Z,320000,,,0,,J. Brown bad pass TURNOVER (1 TO),"[1627759, 201942]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,1.0,DeRozan,201942.0,,
33,PT08M59.00S,2022-11-04T23:49:16.7Z,1,REGULAR,steal,,[],201942,,,1610612741,6,6,2022-11-04T23:49:18Z,330000,,,0,,D. DeRozan STEAL (1 STL),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
34,PT08M54.00S,2022-11-04T23:49:21.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",201942,92.72339027595268,44.36274509803921,1610612741,6,8,2022-11-04T23:50:16Z,340000,-28.0,16.0,1,right,D. DeRozan running finger roll Layup (3 PTS),[201942],1610612741.0,CHI,running finger roll,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,3.24,Made,,,,,3.0,,,,,,,,,,,,,
35,PT08M34.00S,2022-11-04T23:49:41.0Z,1,REGULAR,2pt,Jump Shot,[],1628369,10.988830486202366,21.568627450980394,1610612738,6,8,2022-11-04T23:49:49Z,350000,142.0,51.0,1,left,MISS J. Tatum 15' fadeaway Shot,[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Right,15.1,Missed,,,,,,,,,,,,,,,,,,
36,PT08M32.00S,2022-11-04T23:49:43.0Z,1,REGULAR,rebound,defensive,[],201942,,,1610612741,6,8,2022-11-04T23:49:49Z,360000,,,0,,D. DeRozan REBOUND (Off:0 Def:1),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Right,,,35.0,1.0,1.0,0.0,,,,,,,,,,,,,,
37,PT08M25.00S,2022-11-04T23:49:50.3Z,1,REGULAR,2pt,Jump Shot,[],201942,71.56701708278581,54.65686274509803,1610612741,6,10,2022-11-04T23:50:10Z,370000,23.0,215.0,1,right,D. DeRozan 21' running pullup Jump Shot (5 PTS),[201942],1610612741.0,CHI,running pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Center,21.61,Made,,,,,5.0,,,,,,,,,,,,,
38,PT08M09.00S,2022-11-04T23:50:05.9Z,1,REGULAR,2pt,Jump Shot,[],1627759,27.414586070959263,36.76470588235294,1610612738,8,10,2022-11-04T23:50:18Z,380000,66.0,205.0,1,left,J. Brown 21' pullup Jump Shot (2 PTS) (A. Horford 3 AST),"[1627759, 201143]",1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Mid-Range,16-24 Center,21.56,Made,,,,,2.0,A. Horford,201143.0,3.0,,,,,,,,,,
39,PT08M03.00S,2022-11-04T23:50:14.6Z,1,REGULAR,foul,personal,[],1628369,,,1610612741,8,10,2022-11-04T23:50:25Z,390000,,,0,,J. Tatum personal FOUL (1 PF),"[1628369, 201942]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,201638.0,1.0,0.0,DeRozan,201942.0,,,,,
41,PT07M59.00S,2022-11-04T23:50:39.2Z,1,REGULAR,2pt,Jump Shot,[],201942,79.58278580814718,68.38235294117648,1610612741,8,10,2022-11-04T23:50:47Z,410000,92.0,139.0,1,right,MISS D. DeRozan 16' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Right Center,16.7,Missed,,,,,,,,,,,,,,,,,,
42,PT07M59.00S,2022-11-04T23:50:39.2Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,8,10,2022-11-04T23:51:22Z,420000,,,0,,A. Horford REBOUND (Off:0 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Mid-Range,16-24 Right Center,,,41.0,1.0,1.0,0.0,,,,,,,,,,,,,,
43,PT07M51.00S,2022-11-04T23:50:46.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203935,8.09789750328515,56.372549019607845,1610612738,8,10,2022-11-04T23:53:14Z,430000,-32.0,24.0,1,left,MISS M. Smart running Layup,[203935],1610612738.0,BOS,running,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,3.97,Missed,,,,,,,,,,,,,,,,,,
44,PT07M49.00S,2022-11-04T23:50:48.7Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,8,10,2022-11-04T23:51:03Z,440000,,,0,,N. Vucevic REBOUND (Off:0 Def:1),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,43.0,1.0,1.0,0.0,,,,,,,,,,,,,,
45,PT07M45.00S,2022-11-04T23:50:53.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630245,94.03745072273325,56.61764705882353,1610612741,8,10,2022-11-04T23:53:47Z,450000,33.0,4.0,1,right,MISS A. Dosunmu running Layup - blocked,"[1630245, 1628401]",1610612741.0,CHI,running,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,3.33,Missed,,,,,,,,,,,,,,,,,White,1628401.0
46,PT07M45.00S,2022-11-04T23:50:53.5Z,1,REGULAR,block,,[],1628401,,,1610612741,8,10,2022-11-04T23:50:56Z,460000,,,0,,D. White BLOCK (1 BLK),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
47,PT07M45.00S,2022-11-04T23:50:53.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612738,8,10,2022-11-04T23:51:11Z,470000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Restricted Area,0-8 Center,,,45.0,,,,,,,,,,,,,,,,,
49,PT07M35.00S,2022-11-04T23:51:09.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,8.492115637319317,47.549019607843135,1610612738,10,10,2022-11-04T23:51:29Z,490000,12.0,27.0,1,left,J. Tatum driving Layup (4 PTS) (A. Horford 4 AST),"[1628369, 201143]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,2.99,Made,,,,,4.0,A. Horford,201143.0,4.0,,,,,,,,,,
51,PT07M05.00S,2022-11-04T23:51:38.7Z,1,REGULAR,2pt,Jump Shot,[],1630245,78.66294349540078,46.81372549019608,1610612741,10,10,2022-11-04T23:51:50Z,510000,-16.0,148.0,1,right,MISS A. Dosunmu 14' driving floating Shot,[1630245],1610612741.0,CHI,driving floating,,,Dosunmu,A. Dosunmu,,,,,Mid-Range,8-16 Center,14.9,Missed,,,,,,,,,,,,,,,,,,
52,PT07M01.00S,2022-11-04T23:51:42.1Z,1,REGULAR,rebound,defensive,[],203935,,,1610612738,10,10,2022-11-04T23:51:42Z,520000,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Mid-Range,8-16 Center,,,51.0,1.0,1.0,0.0,,,,,,,,,,,,,,
53,PT06M58.00S,2022-11-04T23:51:46.7Z,1,REGULAR,foul,personal,['2freethrow'],203897,,,1610612738,10,10,2022-11-04T23:51:57Z,530000,,,0,,Z. LaVine shooting personal FOUL (1 PF) (Tatum 2 FT),"[203897, 1628369]",1610612741.0,CHI,shooting,,,LaVine,Z. LaVine,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1626300.0,1.0,0.0,Tatum,1628369.0,,,,,
55,PT06M58.00S,2022-11-04T23:52:01.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,10,10,2022-11-04T23:52:01Z,550000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M58.00S,2022-11-04T23:55:30.9Z,1,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,10,10,2022-11-04T23:55:30Z,560000,,,0,,MISS J. Tatum Free Throw 1 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
58,PT06M58.00S,2022-11-04T23:55:30.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,10,10,2022-11-04T23:55:30Z,570000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,57.0,,,,,,,,,,,,,,,,,
59,PT06M58.00S,2022-11-04T23:55:48.4Z,1,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,11,10,2022-11-04T23:55:48Z,580000,,,0,,J. Tatum Free Throw 2 of 2 (5 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
60,PT06M39.00S,2022-11-04T23:56:10.6Z,1,REGULAR,3pt,Jump Shot,[],1630245,67.36202365308804,28.431372549019606,1610612741,11,13,2022-11-04T23:56:20Z,590000,-108.0,254.0,1,right,A. Dosunmu 27' 3PT  (3 PTS) (D. DeRozan 1 AST),"[1630245, 201942]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Left Center,27.62,Made,,,,,3.0,D. DeRozan,201942.0,1.0,,,,,,,,,,
62,PT06M22.00S,2022-11-04T23:56:27.5Z,1,REGULAR,3pt,Jump Shot,[],1628369,13.354139290407357,3.431372549019608,1610612738,14,13,2022-11-04T23:56:33Z,610000,233.0,73.0,1,left,J. Tatum 24' 3PT  (8 PTS) (J. Brown 1 AST),"[1628369, 1627759]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Right Corner 3,24+ Right,24.4,Made,,,,,8.0,J. Brown,1627759.0,1.0,,,,,,,,,,
64,PT06M06.00S,2022-11-04T23:56:43.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,80.23981603153744,40.931372549019606,1610612741,14,13,2022-11-04T23:56:55Z,630000,-45.0,133.0,1,right,MISS D. DeRozan 14' turnaround fadeaway Shot,[201942],1610612741.0,CHI,turnaround fadeaway,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Center,14.07,Missed,,,,,,,,,,,,,,,,,,
65,PT06M04.00S,2022-11-04T23:56:45.2Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,14,13,2022-11-04T23:56:55Z,640000,,,0,,D. White REBOUND (Off:0 Def:2),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Center,,,64.0,2.0,2.0,0.0,,,,,,,,,,,,,,
66,PT05M55.00S,2022-11-04T23:56:55.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,12.040078843626807,41.911764705882355,1610612738,14,13,2022-11-04T23:57:01Z,650000,40.0,61.0,1,left,MISS J. Brown 7' driving Layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,7.29,Missed,,,,,,,,,,,,,,,,,,
67,PT05M54.00S,2022-11-04T23:56:56.2Z,1,REGULAR,rebound,defensive,[],1630172,,,1610612741,14,13,2022-11-04T23:57:01Z,660000,,,0,,P. Williams REBOUND (Off:0 Def:2),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,66.0,2.0,2.0,0.0,,,,,,,,,,,,,,
68,PT05M50.00S,2022-11-04T23:57:01.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202696,67.7562417871222,20.098039215686274,1610612741,14,16,2022-11-04T23:58:16Z,670000,-150.0,251.0,1,right,N. Vucevic 29' 3PT running (5 PTS) (P. Williams 1 AST),"[202696, 1630172]",1610612741.0,CHI,running,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Left Center,29.18,Made,,,,,5.0,P. Williams,1630172.0,1.0,,,,,,,,,,
70,PT05M28.00S,2022-11-04T23:57:21.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,13.091327201051248,41.911764705882355,1610612738,14,16,2022-11-04T23:57:59Z,690000,40.0,71.0,1,left,MISS J. Tatum 8' Jump Shot - blocked,"[1628369, 1630172]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Center,8.13,Missed,,,,,,,,,,,,,,,,,Williams,1630172.0
71,PT05M28.00S,2022-11-04T23:57:21.9Z,1,REGULAR,block,,[],1630172,,,1610612738,14,16,2022-11-04T23:57:59Z,700000,,,0,,P. Williams BLOCK (1 BLK),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
72,PT05M24.00S,2022-11-04T23:57:25.9Z,1,REGULAR,rebound,defensive,[],1630245,,,1610612741,14,16,2022-11-05T00:07:44Z,710000,,,0,,A. Dosunmu REBOUND (Off:0 Def:1),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,In The Paint (Non-RA),8-16 Center,,,70.0,1.0,1.0,0.0,,,,,,,,,,,,,,
73,PT05M23.00S,2022-11-04T23:57:26.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203897,66.04796320630749,30.88235294117647,1610612741,14,19,2022-11-04T23:59:13Z,720000,-96.0,267.0,1,right,Z. LaVine 28' 3PT running (3 PTS) (A. Dosunmu 2 AST),"[203897, 1630245]",1610612741.0,CHI,running,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Left Center,28.32,Made,,,,,3.0,A. Dosunmu,1630245.0,2.0,,,,,,,,,,
75,PT05M14.00S,2022-11-04T23:57:38.4Z,1,REGULAR,turnover,out-of-bounds,[],203935,,,1610612738,14,19,2022-11-04T23:58:56Z,740000,,,0,,M. Smart lost ball out-of-bounds TURNOVER (1 TO),[203935],1610612738.0,BOS,lost ball,,,Smart,M. Smart,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,1830.0,,,,,1.0,,,,
76,PT05M14.00S,2022-11-04T23:57:43.1Z,1,REGULAR,substitution,out,[],1628369,,,1610612741,14,19,2022-11-04T23:57:59Z,750000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M14.00S,2022-11-04T23:57:43.1Z,1,REGULAR,substitution,out,[],203897,,,1610612741,14,19,2022-11-04T23:57:59Z,760000,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M14.00S,2022-11-04T23:57:43.1Z,1,REGULAR,substitution,out,[],1630172,,,1610612741,14,19,2022-11-04T23:57:59Z,770000,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M14.00S,2022-11-04T23:57:43.1Z,1,REGULAR,substitution,in,[],1629684,,,1610612741,14,19,2022-11-04T23:57:59Z,780000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M14.00S,2022-11-04T23:57:43.1Z,1,REGULAR,substitution,in,[],1627936,,,1610612741,14,19,2022-11-04T23:57:59Z,790000,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M14.00S,2022-11-04T23:57:43.1Z,1,REGULAR,substitution,in,[],1629750,,,1610612741,14,19,2022-11-04T23:57:59Z,800000,,,0,,SUB in: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M56.00S,2022-11-04T23:58:18.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202696,90.62089356110381,39.705882352941174,1610612741,14,21,2022-11-04T23:58:25Z,810000,-51.0,36.0,1,right,N. Vucevic 6' driving Layup (7 PTS) (A. Dosunmu 3 AST),"[202696, 1630245]",1610612741.0,CHI,driving,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,6.27,Made,,,,,7.0,A. Dosunmu,1630245.0,3.0,,,,,,,,,,
84,PT04M37.00S,2022-11-04T23:58:38.0Z,1,REGULAR,3pt,Jump Shot,[],1628401,26.888961892247043,87.25490196078431,1610612738,14,21,2022-11-04T23:58:43Z,830000,-186.0,200.0,1,left,MISS D. White 27' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,27.35,Missed,,,,,,,,,,,,,,,,,,
85,PT04M35.00S,2022-11-04T23:58:40.0Z,1,REGULAR,rebound,defensive,[],1629750,,,1610612741,14,21,2022-11-04T23:58:43Z,840000,,,0,,J. Green REBOUND (Off:0 Def:1),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,84.0,1.0,1.0,0.0,,,,,,,,,,,,,,
86,PT04M17.00S,2022-11-04T23:58:59.7Z,1,REGULAR,turnover,out-of-bounds,[],1629750,,,1610612741,14,21,2022-11-05T00:01:27Z,850000,,,0,,J. Green bad pass out-of-bounds TURNOVER (1 TO),[1629750],1610612741.0,CHI,bad pass,,,Green,J. Green,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,1626300.0,,,,,1.0,,,,
87,PT04M17.00S,2022-11-04T23:59:04.1Z,1,REGULAR,substitution,out,[],1628401,,,1610612738,14,21,2022-11-04T23:59:07Z,860000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
