actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
80,PT05M30.00S,2023-03-31T23:53:32.9Z,1,REGULAR,3pt,Jump Shot,[],1627759,28.728646517739815,77.94117647058823,1610612738,15,12,2023-03-31T23:54:26Z,800000,False,-140.0,218.0,1,left,MISS J. Brown 25' pullup 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,,,,,,,25.85,Missed,,,,,,,,,,,,
81,PT05M28.00S,2023-03-31T23:53:34.9Z,1,REGULAR,rebound,defensive,[],1631117,,,1610612762,15,12,2023-03-31T23:53:37Z,810000,False,,,0,,W. Kessler REBOUND (Off:0 Def:1),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Above the Break 3,24+ Left Center,,,,,,,,,80.0,1.0,1.0,0.0,,,,,,,,
82,PT05M21.00S,2023-03-31T23:53:43.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631117,92.46057818659659,55.63725490196079,1610612762,15,14,2023-03-31T23:53:47Z,820000,False,28.0,18.0,1,right,W. Kessler alley-oop Layup (4 PTS) (K. Olynyk 1 AST),"[1631117, 203482]",1610612762.0,UTA,alley-oop,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,,,,3.37,Made,,,,,4.0,K. Olynyk,203482.0,1.0,,,,
84,PT05M06.00S,2023-03-31T23:53:59.7Z,1,REGULAR,turnover,out-of-bounds,[],1627763,,,1610612738,15,14,2023-03-31T23:54:04Z,840000,False,,,0,,M. Brogdon bad pass out-of-bounds TURNOVER (1 TO),[1627763],1610612738.0,BOS,bad pass,,,Brogdon,M. Brogdon,,,,,Right Corner 3,24+ Right,1146.0,,,,,1.0,,,,,,,,,,,,,,
85,PT05M06.00S,2023-03-31T23:54:02.5Z,1,REGULAR,substitution,out,[],1627759,,,1610612762,15,14,2023-03-31T23:54:22Z,850000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M06.00S,2023-03-31T23:54:02.5Z,1,REGULAR,substitution,out,[],1628401,,,1610612762,15,14,2023-03-31T23:54:22Z,860000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M06.00S,2023-03-31T23:54:02.5Z,1,REGULAR,substitution,out,[],1629659,,,1610612762,15,14,2023-03-31T23:54:22Z,870000,False,,,0,,SUB out: T. Horton-Tucker,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M06.00S,2023-03-31T23:54:02.5Z,1,REGULAR,substitution,out,[],1630534,,,1610612762,15,14,2023-03-31T23:54:22Z,880000,False,,,0,,SUB out: O. Agbaji,[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M06.00S,2023-03-31T23:54:02.5Z,1,REGULAR,substitution,out,[],203482,,,1610612762,15,14,2023-03-31T23:54:22Z,890000,False,,,0,,SUB out: K. Olynyk,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M06.00S,2023-03-31T23:54:02.5Z,1,REGULAR,substitution,in,[],203935,,,1610612762,15,14,2023-03-31T23:54:22Z,900000,False,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M06.00S,2023-03-31T23:54:02.5Z,1,REGULAR,substitution,in,[],1630573,,,1610612762,15,14,2023-03-31T23:54:22Z,910000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M06.00S,2023-03-31T23:54:02.5Z,1,REGULAR,substitution,in,[],1627739,,,1610612762,15,14,2023-03-31T23:54:22Z,920000,False,,,0,,SUB in: K. Dunn,[1627739],1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT05M06.00S,2023-03-31T23:54:02.5Z,1,REGULAR,substitution,in,[],1630548,,,1610612762,15,14,2023-03-31T23:54:22Z,930000,False,,,0,,SUB in: J. Juzang,[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT05M06.00S,2023-03-31T23:54:02.5Z,1,REGULAR,substitution,in,[],1629308,,,1610612762,15,14,2023-03-31T23:54:22Z,940000,False,,,0,,SUB in: J. Toscano-Anderson,[1629308],1610612762.0,UTA,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M51.00S,2023-03-31T23:54:35.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627739,88.12417871222075,47.30392156862745,1610612762,15,14,2023-03-31T23:55:27Z,950000,False,-13.0,59.0,1,right,MISS K. Dunn 6' turnaround Shot,[1627739],1610612762.0,UTA,turnaround,,,Dunn,K. Dunn,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,6.06,Missed,,,,,,,,,,,,
96,PT04M48.00S,2023-03-31T23:54:39.2Z,1,REGULAR,rebound,offensive,[],1631117,,,1610612762,15,14,2023-03-31T23:54:39Z,960000,False,,,0,,W. Kessler REBOUND (Off:1 Def:1),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,95.0,2.0,1.0,1.0,,,,,,,,
97,PT04M45.00S,2023-03-31T23:54:41.4Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover', '2ndchance']",1631117,90.3580814717477,56.61764705882353,1610612762,15,14,2023-03-31T23:55:37Z,970000,False,33.0,38.0,1,right,MISS W. Kessler turnaround Hook,[1631117],1610612762.0,UTA,turnaround,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,5.05,Missed,,,,,,,,,,,,
98,PT04M45.00S,2023-03-31T23:54:41.4Z,1,REGULAR,rebound,defensive,[],1627763,,,1610612738,15,14,2023-03-31T23:54:45Z,980000,False,,,0,,M. Brogdon REBOUND (Off:0 Def:2),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,97.0,2.0,2.0,0.0,,,,,,,,
99,PT04M33.00S,2023-03-31T23:54:54.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203935,12.697109067017081,48.28431372549019,1610612738,15,14,2023-03-31T23:55:03Z,990000,False,9.0,67.0,1,left,MISS M. Smart 6' driving Hook,[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,6.75,Missed,,,,,,,,,,,,
100,PT04M32.00S,2023-03-31T23:54:55.4Z,1,REGULAR,rebound,defensive,[],1630548,,,1610612762,15,14,2023-03-31T23:55:03Z,1000000,False,,,0,,J. Juzang REBOUND (Off:0 Def:1),[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,99.0,1.0,1.0,0.0,,,,,,,,
101,PT04M15.00S,2023-03-31T23:55:12.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627739,90.48948751642575,56.86274509803921,1610612762,15,14,2023-03-31T23:56:44Z,1010000,False,34.0,37.0,1,right,MISS K. Dunn driving floating bank Shot,[1627739],1610612762.0,UTA,driving floating bank,,,Dunn,K. Dunn,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,5.04,Missed,,,,,,,,,,,,
102,PT04M14.00S,2023-03-31T23:55:13.5Z,1,REGULAR,rebound,offensive,[],1631117,,,1610612762,15,14,2023-03-31T23:55:23Z,1020000,False,,,0,,W. Kessler REBOUND (Off:2 Def:1),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,101.0,3.0,1.0,2.0,,,,,,,,
103,PT04M14.00S,2023-03-31T23:55:18.7Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1631117,94.40999984741211,50.0,1610612762,15,16,2023-03-31T23:55:27Z,1030000,False,0.0,0.0,1,right,W. Kessler tip DUNK (6 PTS),[1631117],1610612762.0,UTA,tip,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,,,,0.0,Made,,,,,6.0,,,,,,,
104,PT03M52.00S,2023-03-31T23:55:35.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,8.09789750328515,58.57843137254902,1610612738,17,16,2023-03-31T23:55:39Z,1040000,False,-43.0,24.0,1,left,J. Tatum driving Layup (8 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,4.9,Made,,,,,8.0,,,,,,,
105,PT03M41.00S,2023-03-31T23:55:45.9Z,1,REGULAR,turnover,bad pass,[],1631117,,,1610612762,17,16,2023-03-31T23:55:50Z,1050000,False,,,0,,W. Kessler bad pass TURNOVER (1 TO),"[1631117, 203935]",1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),8-16 Left,,,,,,1.0,,,,,,,,,,,Smart,203935.0,,
106,PT03M41.00S,2023-03-31T23:55:45.9Z,1,REGULAR,steal,,[],203935,,,1610612738,17,16,2023-03-31T23:55:48Z,1060000,False,,,0,,M. Smart STEAL (2 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
108,PT03M35.00S,2023-03-31T23:56:11.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627763,25.969119579500656,15.931372549019606,1610612738,17,16,2023-03-31T23:56:17Z,1080000,False,170.0,192.0,1,left,MISS M. Brogdon 25' 3PT,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Right Center,,,,,,,25.63,Missed,,,,,,,,,,,,
109,PT03M33.00S,2023-03-31T23:56:13.0Z,1,REGULAR,rebound,defensive,[],1627739,,,1610612762,17,16,2023-03-31T23:56:17Z,1090000,False,,,0,,K. Dunn REBOUND (Off:0 Def:1),[1627739],1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,Above the Break 3,24+ Right Center,,,,,,,,,108.0,1.0,1.0,0.0,,,,,,,,
110,PT03M26.00S,2023-03-31T23:56:19.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631323,66.70499342969777,18.627450980392158,1610612762,17,19,2023-03-31T23:57:44Z,1100000,False,-157.0,260.0,1,right,S. Fontecchio 30' 3PT running (10 PTS) (K. Dunn 1 AST),"[1631323, 1627739]",1610612762.0,UTA,running,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Left Center,,,,,,,30.41,Made,,,,,10.0,K. Dunn,1627739.0,1.0,,,,
112,PT03M09.00S,2023-03-31T23:56:36.2Z,1,REGULAR,3pt,Jump Shot,[],1628369,25.706307490144546,10.784313725490197,1610612738,20,19,2023-03-31T23:56:40Z,1120000,False,196.0,189.0,1,left,J. Tatum 27' 3PT  (11 PTS) (M. Brogdon 1 AST),"[1628369, 1627763]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,,,,27.24,Made,,,,,11.0,M. Brogdon,1627763.0,1.0,,,,
114,PT02M55.00S,2023-03-31T23:56:50.6Z,1,REGULAR,3pt,Jump Shot,[],1631323,67.49342969776609,30.88235294117647,1610612762,20,19,2023-03-31T23:59:15Z,1140000,False,-96.0,253.0,1,right,MISS S. Fontecchio 27' 3PT - blocked,"[1631323, 1627763]",1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Left Center,,,,,,,27.06,Missed,,,,,,,,,,,Brogdon,1627763.0
115,PT02M55.00S,2023-03-31T23:56:50.6Z,1,REGULAR,block,,[],1627763,,,1610612762,20,19,2023-03-31T23:57:22Z,1150000,False,,,0,,M. Brogdon BLOCK (1 BLK),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
116,PT02M54.00S,2023-03-31T23:56:51.6Z,1,REGULAR,rebound,defensive,[],203935,,,1610612738,20,19,2023-03-31T23:56:59Z,1160000,False,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,,,,,,,,,114.0,1.0,1.0,0.0,,,,,,,,
117,PT02M48.00S,2023-03-31T23:56:57.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628369,29.38567674113009,17.647058823529413,1610612738,20,19,2023-03-31T23:59:37Z,1170000,False,162.0,224.0,1,left,MISS J. Tatum 27' running pullup 3PT,[1628369],1610612738.0,BOS,running pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,,,,27.61,Missed,,,,,,,,,,,,
118,PT02M47.00S,2023-03-31T23:56:58.4Z,1,REGULAR,rebound,defensive,[],1627739,,,1610612762,20,19,2023-03-31T23:57:05Z,1180000,False,,,0,,K. Dunn REBOUND (Off:0 Def:2),[1627739],1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,Above the Break 3,24+ Right Center,,,,,,,,,117.0,2.0,2.0,0.0,,,,,,,,
119,PT02M38.00S,2023-03-31T23:57:07.1Z,1,REGULAR,turnover,bad pass,[],1629308,,,1610612762,20,19,2023-03-31T23:57:10Z,1190000,False,,,0,,J. Toscano-Anderson bad pass TURNOVER (1 TO),"[1629308, 1628369]",1610612762.0,UTA,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,Mid-Range,16-24 Center,,,,,,1.0,,,,,,,,,,,Tatum,1628369.0,,
120,PT02M38.00S,2023-03-31T23:57:07.1Z,1,REGULAR,steal,,[],1628369,,,1610612738,20,19,2023-03-31T23:57:09Z,1200000,False,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
121,PT02M34.00S,2023-03-31T23:57:12.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627763,8.09789750328515,54.41176470588235,1610612738,22,19,2023-03-31T23:57:17Z,1210000,False,-22.0,24.0,1,left,M. Brogdon running Layup (2 PTS),[1627763],1610612738.0,BOS,running,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,,,,,,,3.23,Made,,,,,2.0,,,,,,,
122,PT02M15.00S,2023-03-31T23:57:30.1Z,1,REGULAR,3pt,Jump Shot,[],1631323,74.19513797634691,85.7843137254902,1610612762,22,19,2023-03-31T23:57:36Z,1220000,False,179.0,190.0,1,right,MISS S. Fontecchio 26' 3PT,[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Right Center,,,,,,,26.1,Missed,,,,,,,,,,,,
123,PT02M14.00S,2023-03-31T23:57:31.1Z,1,REGULAR,rebound,offensive,[],1630548,,,1610612762,22,19,2023-03-31T23:57:36Z,1230000,False,,,0,,J. Juzang REBOUND (Off:1 Def:1),[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,Above the Break 3,24+ Right Center,,,,,,,,,122.0,2.0,1.0,1.0,,,,,,,,
124,PT02M10.00S,2023-03-31T23:57:35.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630548,68.9388961892247,72.79411764705883,1610612762,22,19,2023-04-01T00:00:20Z,1240000,False,114.0,239.0,1,right,MISS J. Juzang 26' pullup 3PT,[1630548],1610612762.0,UTA,pullup,,,Juzang,J. Juzang,,,,,Above the Break 3,24+ Right Center,,,,,,,26.52,Missed,,,,,,,,,,,,
125,PT02M09.00S,2023-03-31T23:57:36.2Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,22,19,2023-03-31T23:57:41Z,1250000,False,,,0,,J. Tatum REBOUND (Off:1 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,,,,,,124.0,6.0,5.0,1.0,,,,,,,,
126,PT02M00.00S,2023-03-31T23:57:45.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627763,13.403416557161629,57.329963235294116,1610612738,22,19,2023-04-01T00:01:28Z,1260000,False,-37.0,73.0,1,left,MISS M. Brogdon 8' driving floating Shot,[1627763],1610612738.0,BOS,driving floating,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,8.21,Missed,,,,,,,,,,,,
127,PT01M58.00S,2023-03-31T23:57:47.2Z,1,REGULAR,rebound,defensive,[],1630548,,,1610612762,22,19,2023-03-31T23:57:47Z,1270000,False,,,0,,J. Juzang REBOUND (Off:1 Def:2),[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,126.0,3.0,2.0,1.0,,,,,,,,
128,PT01M55.00S,2023-03-31T23:57:51.1Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1631117,92.32917214191852,48.28431372549019,1610612762,22,21,2023-04-01T00:01:19Z,1280000,False,-9.0,20.0,1,right,W. Kessler running DUNK (8 PTS) (J. Toscano-Anderson 1 AST),"[1631117, 1629308]",1610612762.0,UTA,running,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,,,,2.14,Made,,,,,8.0,J. Toscano-Anderson,1629308.0,1.0,,,,
130,PT01M55.00S,2023-03-31T23:57:57.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,22,21,2023-03-31T23:57:57Z,1300000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT01M55.00S,2023-04-01T00:00:12.2Z,1,REGULAR,substitution,out,[],1628369,,,1610612738,22,21,2023-04-01T00:00:42Z,1310000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT01M55.00S,2023-04-01T00:00:12.2Z,1,REGULAR,substitution,out,[],1631323,,,1610612738,22,21,2023-04-01T00:00:42Z,1320000,False,,,0,,SUB out: S. Fontecchio,[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT01M55.00S,2023-04-01T00:00:12.2Z,1,REGULAR,substitution,out,[],1631117,,,1610612738,22,21,2023-04-01T00:00:42Z,1330000,False,,,0,,SUB out: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT01M55.00S,2023-04-01T00:00:12.2Z,1,REGULAR,substitution,in,[],1627759,,,1610612738,22,21,2023-04-01T00:00:42Z,1340000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT01M55.00S,2023-04-01T00:00:12.2Z,1,REGULAR,substitution,in,[],1627745,,,1610612738,22,21,2023-04-01T00:00:42Z,1350000,False,,,0,,SUB in: D. Jones,[1627745],1610612762.0,UTA,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT01M55.00S,2023-04-01T00:00:12.2Z,1,REGULAR,substitution,in,[],1629677,,,1610612738,22,21,2023-04-01T00:00:42Z,1360000,False,,,0,,SUB in: L. Samanic,[1629677],1610612762.0,UTA,,,,Samanic,L. Samanic,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M55.00S,2023-04-01T00:00:12.2Z,1,REGULAR,substitution,out,[],1628436,,,1610612738,22,21,2023-04-01T00:00:50Z,1370000,False,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M55.00S,2023-04-01T00:00:12.2Z,1,REGULAR,substitution,in,[],203488,,,1610612738,22,21,2023-04-01T00:00:50Z,1380000,False,,,0,,SUB in: M. Muscala,[203488],1610612738.0,BOS,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M40.00S,2023-04-01T00:00:59.8Z,1,REGULAR,foul,personal,[],1629677,,,1610612738,22,21,2023-04-01T00:01:34Z,1390000,False,,,0,,L. Samanic personal FOUL (1 PF),"[1629677, 1627759]",1610612762.0,UTA,,,,Samanic,L. Samanic,,,,,In The Paint (Non-RA),8-16 Center,202026.0,1.0,0.0,Brown,1627759.0,,,,,,,,,,,,,,,
141,PT01M37.00S,2023-04-01T00:01:21.9Z,1,REGULAR,turnover,traveling,[],1627759,,,1610612738,22,21,2023-04-01T00:01:38Z,1410000,False,,,0,,J. Brown traveling TURNOVER (2 TO),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,203592.0,,,,,2.0,,,,,,,,,,,,,,
142,PT01M19.00S,2023-04-01T00:01:47.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627745,90.75229960578186,1.9607843137254901,1610612762,22,24,2023-04-01T00:01:52Z,1420000,False,-240.0,34.0,1,right,D. Jones 24' 3PT  (3 PTS) (K. Dunn 2 AST),"[1627745, 1627739]",1610612762.0,UTA,,,,Jones,D. Jones,,,,,Left Corner 3,24+ Left,,,,,,,24.27,Made,,,,,3.0,K. Dunn,1627739.0,2.0,,,,
144,PT00M58.00S,2023-04-01T00:02:09.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,12.697109067017081,50.73529411764706,1610612738,22,24,2023-04-01T00:03:04Z,1440000,False,-4.0,67.0,1,left,MISS M. Smart 6' floating Shot,[203935],1610612738.0,BOS,floating,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,6.7,Missed,,,,,,,,,,,,
145,PT00M55.90S,2023-04-01T00:02:11.6Z,1,REGULAR,rebound,defensive,[],1629677,,,1610612762,22,24,2023-04-01T00:02:11Z,1450000,False,,,0,,L. Samanic REBOUND (Off:0 Def:1),[1629677],1610612762.0,UTA,,,,Samanic,L. Samanic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,144.0,1.0,1.0,0.0,,,,,,,,
146,PT00M44.00S,2023-04-01T00:02:24.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627739,85.3646517739816,56.86274509803921,1610612762,22,26,2023-04-01T00:02:28Z,1460000,False,34.0,85.0,1,right,K. Dunn 9' driving floating bank Jump Shot (2 PTS),[1627739],1610612762.0,UTA,driving floating bank,,,Dunn,K. Dunn,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,9.18,Made,,,,,2.0,,,,,,,
147,PT00M33.40S,2023-04-01T00:02:36.3Z,1,REGULAR,3pt,Jump Shot,[],203935,25.18068331143233,15.441176470588236,1610612738,25,26,2023-04-01T00:02:41Z,1470000,False,173.0,184.0,1,left,M. Smart 25' 3PT  (3 PTS) (M. Brogdon 2 AST),"[203935, 1627763]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,,,,,,,25.26,Made,,,,,3.0,M. Brogdon,1627763.0,2.0,,,,
149,PT00M13.60S,2023-04-01T00:02:59.2Z,1,REGULAR,3pt,Jump Shot,[],1630548,90.22667542706965,3.9215686274509802,1610612762,25,29,2023-04-01T00:03:04Z,1490000,False,-230.0,39.0,1,right,J. Juzang 3PT  (3 PTS) (K. Dunn 3 AST),"[1630548, 1627739]",1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,Left Corner 3,24+ Left,,,,,,,23.37,Made,,,,,3.0,K. Dunn,1627739.0,3.0,,,,
151,PT00M04.00S,2023-04-01T00:03:14.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627745,,,1610612738,25,29,2023-04-01T00:03:27Z,1510000,False,,,0,,D. Jones shooting personal FOUL (1 PF) (Brogdon 2 FT),"[1627745, 1627763]",1610612762.0,UTA,shooting,,,Jones,D. Jones,,,,,In The Paint (Non-RA),8-16 Right,1146.0,1.0,0.0,Brogdon,1627763.0,,,,,,,,,,,,,,,
153,PT00M04.00S,2023-04-01T00:03:35.0Z,1,REGULAR,freethrow,1 of 2,[],1627763,,,1610612738,26,29,2023-04-01T00:03:35Z,1530000,False,,,0,,M. Brogdon Free Throw 1 of 2 (3 PTS),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,Made,,,,,3.0,,,,,,,
154,PT00M04.00S,2023-04-01T00:03:46.0Z,1,REGULAR,freethrow,2 of 2,[],1627763,,,1610612738,27,29,2023-04-01T00:03:46Z,1540000,False,,,0,,M. Brogdon Free Throw 2 of 2 (4 PTS),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,Made,,,,,4.0,,,,,,,
155,PT00M00.00S,2023-04-01T00:03:52.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630548,81.8166885676741,63.48039215686274,1610612762,27,29,2023-04-01T00:04:04Z,1550000,False,67.0,118.0,1,right,MISS J. Juzang 13' fadeaway Shot,[1630548],1610612762.0,UTA,fadeaway,,,Juzang,J. Juzang,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,13.62,Missed,,,,,,,,,,,,
156,PT00M00.00S,2023-04-01T00:03:52.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612762,27,29,2023-04-01T00:04:04Z,1560000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,155.0,,,,,,,,,,,
157,PT00M00.00S,2023-04-01T00:04:08.7Z,1,REGULAR,period,end,[],0,,,1610612762,27,29,2023-04-01T00:04:08Z,1570000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2023-04-01T00:06:00.9Z,2,REGULAR,substitution,out,['startperiod'],1627763,,,1610612762,27,29,2023-04-01T00:06:31Z,1580000,False,,,0,,SUB out: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2023-04-01T00:06:00.9Z,2,REGULAR,substitution,out,['startperiod'],203488,,,1610612762,27,29,2023-04-01T00:06:31Z,1590000,False,,,0,,SUB out: M. Muscala,[203488],1610612738.0,BOS,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,,
