actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
255,PT05M47.00S,2022-10-30T22:51:47.9Z,2,REGULAR,turnover,lost ball,[],1629060,,,1610612764,48,27,2022-10-30T23:21:33Z,2530000,,,0,,R. Hachimura lost ball TURNOVER (1 TO),"[1629060, 203935]",1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,1.0,Smart,203935.0
256,PT05M47.00S,2022-10-30T22:51:47.9Z,2,REGULAR,steal,,[],203935,,,1610612738,48,27,2022-10-30T22:51:50Z,2540000,,,0,,M. Smart STEAL (2 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
257,PT05M44.00S,2022-10-30T22:51:51.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628369,68.15045992115637,34.068627450980394,1610612738,51,27,2022-10-30T22:51:56Z,2550000,-80.0,247.0,1,right,J. Tatum 25' 3PT  (18 PTS) (M. Smart 4 AST),"[1628369, 203935]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,25.94,Made,18.0,M. Smart,203935.0,4.0,,,,,,,,,,,,,,
259,PT05M30.00S,2022-10-30T22:52:04.8Z,2,REGULAR,3pt,Jump Shot,[],1629060,29.517082785808146,79.16666666666666,1610612764,51,27,2022-10-30T22:52:11Z,2570000,-146.0,225.0,1,left,MISS R. Hachimura 26' 3PT,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Left Center,26.81,Missed,,,,,,,,,,,,,,,,,,
260,PT05M28.00S,2022-10-30T22:52:06.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,51,27,2022-10-30T22:52:11Z,2580000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,259.0,,,,,,,,,,,,,
262,PT05M28.00S,2022-10-30T22:52:11.7Z,2,REGULAR,substitution,out,[],1628420,,,1610612738,51,27,2022-10-30T22:52:20Z,2600000,,,0,,SUB out: M. Morris,[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT05M28.00S,2022-10-30T22:52:11.7Z,2,REGULAR,substitution,in,[],1630692,,,1610612738,51,27,2022-10-30T22:52:20Z,2610000,,,0,,SUB in: J. Goodwin,[1630692],1610612764.0,WAS,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT05M15.00S,2022-10-30T22:52:43.2Z,2,REGULAR,3pt,Jump Shot,[],1628369,66.96780551905388,52.69607843137255,1610612738,51,27,2022-10-30T22:52:48Z,2620000,13.0,258.0,1,right,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,25.84,Missed,,,,,,,,,,,,,,,,,,
265,PT05M13.00S,2022-10-30T22:52:45.2Z,2,REGULAR,rebound,defensive,[],1628398,,,1610612764,51,27,2022-10-30T22:52:48Z,2630000,,,0,,K. Kuzma REBOUND (Off:1 Def:4),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Center,,,,,,,264.0,5.0,4.0,1.0,,,,,,,,,,
266,PT05M10.00S,2022-10-30T22:52:49.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629060,8.754927726675426,49.50980392156863,1610612764,51,29,2022-10-30T22:52:56Z,2640000,2.0,30.0,1,left,R. Hachimura running DUNK (6 PTS) (K. Kuzma 1 AST),"[1629060, 1628398]",1610612764.0,WAS,running,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,2.99,Made,6.0,K. Kuzma,1628398.0,1.0,,,,,,,,,,,,,,
268,PT04M49.00S,2022-10-30T22:53:09.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,87.72996057818659,40.19607843137255,1610612738,51,29,2022-10-30T23:07:48Z,2660000,-49.0,63.0,1,right,MISS J. Brown 7' driving finger roll Layup,[1627759],1610612738.0,BOS,driving finger roll,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,7.97,Missed,,,,,,,,,,,,,,,,,,
269,PT04M48.00S,2022-10-30T22:53:10.0Z,2,REGULAR,rebound,defensive,[],1629060,,,1610612764,51,29,2022-10-30T22:53:13Z,2670000,,,0,,R. Hachimura REBOUND (Off:3 Def:5),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,268.0,8.0,5.0,3.0,,,,,,,,,,
270,PT04M29.00S,2022-10-30T22:53:30.4Z,2,REGULAR,2pt,Jump Shot,[],1630692,27.677398160315374,57.107843137254896,1610612764,51,31,2022-10-30T23:08:32Z,2680000,-36.0,208.0,1,left,J. Goodwin 21' step back Jump Shot (2 PTS) (R. Hachimura 3 AST),"[1630692, 1629060]",1610612764.0,WAS,step back,,,Goodwin,J. Goodwin,,,,,Mid-Range,16-24 Center,21.07,Made,2.0,R. Hachimura,1629060.0,3.0,,,,,,,,,,,,,,
272,PT04M06.00S,2022-10-30T22:53:52.5Z,2,REGULAR,turnover,lost ball,[],1628369,,,1610612738,51,31,2022-10-30T22:53:56Z,2700000,,,0,,J. Tatum lost ball TURNOVER (1 TO),"[1628369, 1630692]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,1.0,Goodwin,1630692.0
273,PT04M06.00S,2022-10-30T22:53:52.5Z,2,REGULAR,steal,,[],1630692,,,1610612764,51,31,2022-10-30T22:53:54Z,2710000,,,0,,J. Goodwin STEAL (1 STL),[1630692],1610612764.0,WAS,,,,Goodwin,J. Goodwin,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
274,PT04M00.00S,2022-10-30T22:53:59.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",204001,8.278580814717477,49.682138480392155,1610612764,51,31,2022-10-30T22:54:08Z,2720000,2.0,25.0,1,left,MISS K. Porzingis alley-oop DUNK,[204001],1610612764.0,WAS,alley-oop,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,2.54,Missed,,,,,,,,,,,,,,,,,,
275,PT03M58.00S,2022-10-30T22:54:01.5Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,51,31,2022-10-30T22:54:08Z,2730000,,,0,,A. Horford REBOUND (Off:0 Def:4),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,,,,,274.0,4.0,4.0,0.0,,,,,,,,,,
276,PT03M53.00S,2022-10-30T22:54:05.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627759,94.82588699080158,53.18627450980392,1610612738,53,31,2022-10-30T22:54:20Z,2740000,16.0,-4.0,1,right,J. Brown running alley-oop Layup (18 PTS) (J. Tatum 2 AST),"[1627759, 1628369]",1610612738.0,BOS,running alley-oop,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,1.64,Made,18.0,J. Tatum,1628369.0,2.0,,,,,,,,,,,,,,
278,PT03M37.00S,2022-10-30T22:54:22.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629060,9.280551905387648,45.09803921568628,1610612764,53,33,2022-10-30T22:54:31Z,2760000,25.0,35.0,1,left,R. Hachimura driving Layup (8 PTS) (B. Beal 2 AST),"[1629060, 203078]",1610612764.0,WAS,driving,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,4.25,Made,8.0,B. Beal,203078.0,2.0,,,,,,,,,,,,,,
279,PT03M37.00S,2022-10-30T22:54:28.1Z,2,REGULAR,foul,personal,['1freethrow'],1628401,,,1610612764,53,33,2022-10-30T22:54:33Z,2770000,,,0,,D. White shooting personal FOUL (2 PF) (Hachimura 1 FT),"[1628401, 1629060]",1610612738.0,BOS,shooting,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,204059.0,2.0,0.0,Hachimura,1629060.0,,,,,
281,PT03M37.00S,2022-10-30T22:54:34.3Z,2,REGULAR,substitution,out,[],1628401,,,1610612764,53,33,2022-10-30T22:55:21Z,2790000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT03M37.00S,2022-10-30T22:54:34.3Z,2,REGULAR,substitution,out,[],1628398,,,1610612764,53,33,2022-10-30T22:55:21Z,2800000,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT03M37.00S,2022-10-30T22:54:34.3Z,2,REGULAR,substitution,in,[],1627763,,,1610612764,53,33,2022-10-30T22:55:21Z,2810000,,,0,,SUB in: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT03M37.00S,2022-10-30T22:54:34.3Z,2,REGULAR,substitution,in,[],1630264,,,1610612764,53,33,2022-10-30T22:55:21Z,2820000,,,0,,SUB in: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT03M37.00S,2022-10-30T22:54:59.4Z,2,REGULAR,freethrow,1 of 1,[],1629060,,,1610612764,53,34,2022-10-30T22:54:59Z,2830000,,,0,,R. Hachimura Free Throw 1 of 1 (9 PTS),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
286,PT03M20.00S,2022-10-30T22:55:19.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,92.9862023653088,52.94117647058824,1610612738,53,34,2022-10-30T23:10:17Z,2840000,15.0,13.0,1,right,MISS J. Brown cutting Layup - blocked,"[1627759, 1630692]",1610612738.0,BOS,cutting,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,1.99,Missed,,,,,,,,,,,,,,Goodwin,1630692.0,,,
287,PT03M20.00S,2022-10-30T22:55:19.0Z,2,REGULAR,block,,[],1630692,,,1610612738,53,34,2022-10-30T22:55:21Z,2850000,,,0,,J. Goodwin BLOCK (1 BLK),[1630692],1610612764.0,WAS,,,,Goodwin,J. Goodwin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
288,PT03M18.00S,2022-10-30T22:55:21.0Z,2,REGULAR,rebound,defensive,[],1630692,,,1610612764,53,34,2022-10-30T22:55:24Z,2860000,,,0,,J. Goodwin REBOUND (Off:0 Def:1),[1630692],1610612764.0,WAS,,,,Goodwin,J. Goodwin,,,,,Restricted Area,0-8 Center,,,,,,,286.0,1.0,1.0,0.0,,,,,,,,,,
289,PT03M16.00S,2022-10-30T22:55:25.4Z,2,REGULAR,turnover,out-of-bounds,[],1630692,,,1610612764,53,34,2022-10-30T22:56:27Z,2870000,,,0,,J. Goodwin bad pass out-of-bounds TURNOVER (1 TO),[1630692],1610612764.0,WAS,bad pass,,,Goodwin,J. Goodwin,,,,,Mid-Range,8-16 Left,,,,,,,,,,,1627964.0,,,,,,,1.0,,
290,PT03M16.00S,2022-10-30T22:55:29.0Z,2,REGULAR,substitution,out,[],1629060,,,1610612738,53,34,2022-10-30T22:55:31Z,2880000,,,0,,SUB out: R. Hachimura,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT03M16.00S,2022-10-30T22:55:29.0Z,2,REGULAR,substitution,in,[],1630166,,,1610612738,53,34,2022-10-30T22:55:31Z,2890000,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT03M00.00S,2022-10-30T22:55:53.3Z,2,REGULAR,turnover,lost ball,[],1628369,,,1610612738,53,34,2022-10-30T22:55:58Z,2900000,,,0,,J. Tatum lost ball TURNOVER (2 TO),"[1628369, 203078]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,2.0,Beal,203078.0
293,PT03M00.00S,2022-10-30T22:55:53.3Z,2,REGULAR,steal,,[],203078,,,1610612764,53,34,2022-10-30T22:55:56Z,2910000,,,0,,B. Beal STEAL (1 STL),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
294,PT02M55.00S,2022-10-30T22:55:58.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630166,6.521024967148489,53.67647058823529,1610612764,53,36,2022-10-30T22:56:04Z,2920000,-18.0,9.0,1,left,D. Avdija running Layup (3 PTS) (B. Beal 3 AST),"[1630166, 203078]",1610612764.0,WAS,running,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,2.04,Made,3.0,B. Beal,203078.0,3.0,,,,,,,,,,,,,,
296,PT02M44.00S,2022-10-30T22:56:13.4Z,2,REGULAR,foul,personal,[],1630166,,,1610612738,53,36,2022-10-30T22:56:29Z,2940000,,,0,,D. Avdija personal FOUL (1 PF),"[1630166, 203935]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,203593.0,1.0,0.0,Smart,203935.0,,,,,
298,PT02M44.00S,2022-10-30T22:56:28.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,53,36,2022-10-30T22:56:28Z,2960000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT02M34.00S,2022-10-30T22:59:24.1Z,2,REGULAR,3pt,Jump Shot,[],1627759,75.3777923784494,84.31372549019608,1610612738,53,36,2022-10-30T22:59:32Z,2970000,172.0,179.0,1,right,MISS J. Brown 24' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,24.79,Missed,,,,,,,,,,,,,,,,,,
300,PT02M31.00S,2022-10-30T22:59:27.1Z,2,REGULAR,rebound,offensive,[],201143,,,1610612738,53,36,2022-10-30T22:59:32Z,2980000,,,0,,A. Horford REBOUND (Off:1 Def:4),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,,,,,,,299.0,5.0,4.0,1.0,,,,,,,,,,
301,PT02M27.00S,2022-10-30T22:59:33.7Z,2,REGULAR,turnover,traveling,[],1628369,,,1610612738,53,36,2022-10-30T22:59:51Z,2990000,,,0,,J. Tatum traveling TURNOVER (3 TO),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Center,,,,,,,,,,,204059.0,,,,,,,3.0,,
302,PT02M06.00S,2022-10-30T23:00:13.8Z,2,REGULAR,foul,personal,['2freethrow'],203935,,,1610612764,53,36,2022-10-30T23:00:20Z,3000000,,,0,,M. Smart shooting personal FOUL (2 PF) (Gill 2 FT),"[203935, 1630264]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,204059.0,2.0,0.0,Gill,1630264.0,,,,,
304,PT02M06.00S,2022-10-30T23:00:44.8Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1630264,,,1610612764,53,37,2022-10-30T23:00:44Z,3020000,,,0,,A. Gill Free Throw 1 of 2 (3 PTS),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
305,PT02M06.00S,2022-10-30T23:01:02.5Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1630264,,,1610612764,53,38,2022-10-30T23:01:02Z,3030000,,,0,,A. Gill Free Throw 2 of 2 (4 PTS),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
306,PT01M53.00S,2022-10-30T23:01:17.2Z,2,REGULAR,3pt,Jump Shot,[],1627763,68.28186596583443,64.2156862745098,1610612738,53,38,2022-10-30T23:12:11Z,3040000,71.0,246.0,1,right,MISS M. Brogdon 25' pullup 3PT,[1627763],1610612738.0,BOS,pullup,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Center,25.58,Missed,,,,,,,,,,,,,,,,,,
307,PT01M48.00S,2022-10-30T23:01:22.2Z,2,REGULAR,rebound,defensive,[],1630166,,,1610612764,53,38,2022-10-30T23:01:24Z,3050000,,,0,,D. Avdija REBOUND (Off:0 Def:1),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Center,,,,,,,306.0,1.0,1.0,0.0,,,,,,,,,,
308,PT01M36.00S,2022-10-30T23:01:33.6Z,2,REGULAR,3pt,Jump Shot,[],1630166,28.07161629434954,21.568627450980394,1610612764,53,41,2022-10-30T23:01:38Z,3060000,142.0,211.0,1,left,D. Avdija 25' 3PT  (6 PTS) (B. Beal 4 AST),"[1630166, 203078]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,25.48,Made,6.0,B. Beal,203078.0,4.0,,,,,,,,,,,,,,
310,PT01M28.00S,2022-10-30T23:01:41.4Z,2,REGULAR,turnover,bad pass,[],1628369,,,1610612738,53,41,2022-10-30T23:01:45Z,3080000,,,0,,J. Tatum bad pass TURNOVER (4 TO),"[1628369, 1630264]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,4.0,Gill,1630264.0
311,PT01M28.00S,2022-10-30T23:01:41.4Z,2,REGULAR,steal,,[],1630264,,,1610612764,53,41,2022-10-30T23:01:43Z,3090000,,,0,,A. Gill STEAL (1 STL),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
312,PT01M23.00S,2022-10-30T23:01:46.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203078,35.955978975032856,62.254901960784316,1610612764,53,41,2022-10-30T23:01:51Z,3100000,-61.0,285.0,1,left,MISS B. Beal 29' 3PT,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,Above the Break 3,24+ Center,29.2,Missed,,,,,,,,,,,,,,,,,,
313,PT01M21.00S,2022-10-30T23:01:48.4Z,2,REGULAR,rebound,offensive,[],204001,,,1610612764,53,41,2022-10-30T23:02:08Z,3110000,,,0,,K. Porzingis REBOUND (Off:2 Def:3),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Center,,,,,,,312.0,5.0,3.0,2.0,,,,,,,,,,
314,PT01M20.00S,2022-10-30T23:01:50.4Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",204001,5.590000152587891,50.0,1610612764,53,41,2022-10-30T23:02:20Z,3120000,0.0,0.0,1,left,MISS K. Porzingis tip Layup,[204001],1610612764.0,WAS,tip,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
315,PT01M19.00S,2022-10-30T23:01:51.4Z,2,REGULAR,rebound,offensive,[],204001,,,1610612764,53,41,2022-10-30T23:02:20Z,3130000,,,0,,K. Porzingis REBOUND (Off:3 Def:3),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,,,,,,,314.0,6.0,3.0,3.0,,,,,,,,,,
316,PT01M19.00S,2022-10-30T23:01:51.4Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",204001,5.590000152587891,50.0,1610612764,53,43,2022-10-30T23:02:11Z,3140000,0.0,0.0,1,left,K. Porzingis tip Layup (9 PTS),[204001],1610612764.0,WAS,tip,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,0.0,Made,9.0,,,,,,,,,,,,,,,,,
317,PT01M04.00S,2022-10-30T23:02:08.2Z,2,REGULAR,foul,personal,[],204001,,,1610612738,53,43,2022-10-30T23:02:13Z,3150000,,,0,,K. Porzingis personal FOUL (2 PF),"[204001, 203935]",1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Mid-Range,8-16 Right,,,,,,,,,,,204059.0,2.0,0.0,Smart,203935.0,,,,,
319,PT01M00.00S,2022-10-30T23:02:29.1Z,2,REGULAR,3pt,Jump Shot,[],1627759,88.91261498028909,3.9215686274509802,1610612738,56,43,2022-10-30T23:02:34Z,3170000,-230.0,52.0,1,right,J. Brown 3PT  (21 PTS) (M. Brogdon 2 AST),"[1627759, 1627763]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Left Corner 3,24+ Left,23.61,Made,21.0,M. Brogdon,1627763.0,2.0,,,,,,,,,,,,,,
321,PT00M38.40S,2022-10-30T23:02:54.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],204001,7.966491458607096,50.0,1610612764,56,45,2022-10-30T23:14:46Z,3190000,0.0,22.0,1,left,K. Porzingis DUNK (11 PTS) (A. Gill 1 AST),"[204001, 1630264]",1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,2.24,Made,11.0,A. Gill,1630264.0,1.0,,,,,,,,,,,,,,
323,PT00M31.40S,2022-10-30T23:03:08.9Z,2,REGULAR,3pt,Jump Shot,[],1628369,72.09264126149803,15.931372549019606,1610612738,56,45,2022-10-30T23:03:13Z,3210000,-170.0,210.0,1,right,MISS J. Tatum 27' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,27.02,Missed,,,,,,,,,,,,,,,,,,
324,PT00M28.50S,2022-10-30T23:03:11.8Z,2,REGULAR,rebound,defensive,[],204001,,,1610612764,56,45,2022-10-30T23:03:13Z,3220000,,,0,,K. Porzingis REBOUND (Off:3 Def:4),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Left Center,,,,,,,323.0,7.0,4.0,3.0,,,,,,,,,,
325,PT00M06.80S,2022-10-30T23:03:33.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203078,10.85742444152431,40.931372549019606,1610612764,56,45,2022-10-30T23:15:34Z,3230000,45.0,50.0,1,left,MISS B. Beal 6' driving Layup,[203078],1610612764.0,WAS,driving,,,Beal,B. Beal,,,,,In The Paint (Non-RA),0-8 Center,6.72,Missed,,,,,,,,,,,,,,,,,,
326,PT00M05.80S,2022-10-30T23:03:34.6Z,2,REGULAR,rebound,offensive,[],204001,,,1610612764,56,45,2022-10-30T23:04:00Z,3240000,,,0,,K. Porzingis REBOUND (Off:4 Def:4),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,325.0,8.0,4.0,4.0,,,,,,,,,,
327,PT00M04.80S,2022-10-30T23:03:36.5Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",204001,5.590000152587891,50.0,1610612764,56,45,2022-10-30T23:04:06Z,3250000,0.0,0.0,1,left,MISS K. Porzingis tip Layup,[204001],1610612764.0,WAS,tip,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
328,PT00M04.80S,2022-10-30T23:03:36.5Z,2,REGULAR,rebound,offensive,[],204001,,,1610612764,56,45,2022-10-30T23:04:06Z,3260000,,,0,,K. Porzingis REBOUND (Off:5 Def:4),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,,,,,,,327.0,9.0,4.0,5.0,,,,,,,,,,
329,PT00M04.80S,2022-10-30T23:03:37.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",204001,5.590000152587891,50.0,1610612764,56,47,2022-10-30T23:03:37Z,3270000,0.0,0.0,1,left,K. Porzingis tip Layup (13 PTS),[204001],1610612764.0,WAS,tip,,,Porzingis,K. Porzingis,,,,,Mid-Range,8-16 Left,0.0,Made,13.0,,,,,,,,,,,,,,,,,
330,PT00M00.90S,2022-10-30T23:03:43.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,93.9060446780552,52.69607843137255,1610612738,58,47,2022-10-30T23:16:28Z,3280000,13.0,5.0,1,right,M. Brogdon cutting Layup (7 PTS) (J. Tatum 3 AST),"[1627763, 1628369]",1610612738.0,BOS,cutting,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,1.43,Made,7.0,J. Tatum,1628369.0,3.0,,,,,,,,,,,,,,
332,PT00M00.00S,2022-10-30T23:03:51.0Z,2,REGULAR,period,end,[],0,,,1610612764,58,47,2022-10-30T23:03:51Z,3300000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2022-10-30T23:18:36.8Z,3,REGULAR,substitution,out,['startperiod'],1627763,,,1610612764,58,47,2022-10-30T23:19:07Z,3310000,,,0,,SUB out: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2022-10-30T23:18:36.8Z,3,REGULAR,substitution,out,['startperiod'],1630692,,,1610612764,58,47,2022-10-30T23:19:07Z,3320000,,,0,,SUB out: J. Goodwin,[1630692],1610612764.0,WAS,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2022-10-30T23:18:36.8Z,3,REGULAR,substitution,out,['startperiod'],1630166,,,1610612764,58,47,2022-10-30T23:19:07Z,3330000,,,0,,SUB out: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2022-10-30T23:18:36.8Z,3,REGULAR,substitution,in,['startperiod'],1628401,,,1610612764,58,47,2022-10-30T23:19:07Z,3340000,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT12M00.00S,2022-10-30T23:18:36.8Z,3,REGULAR,substitution,in,['startperiod'],1628398,,,1610612764,58,47,2022-10-30T23:19:07Z,3350000,,,0,,SUB in: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2022-10-30T23:18:36.8Z,3,REGULAR,substitution,in,['startperiod'],1628420,,,1610612764,58,47,2022-10-30T23:19:07Z,3360000,,,0,,SUB in: M. Morris,[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2022-10-30T23:19:09.5Z,3,REGULAR,period,start,[],0,,,1610612764,58,47,2022-10-30T23:19:09Z,3370000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
