actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2022-11-27T23:10:48.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-11-27T23:10:48Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-11-27T23:10:50.3Z,1,REGULAR,jumpball,recovered,[],1628420,,,1610612764,0,0,2022-11-27T23:10:50Z,40000,False,,,0,,Jump Ball K. Porzingis vs. A. Horford: Tip to M. Morris,"[1628420, 204001, 201143]",1610612764.0,WAS,startperiod,M. Morris,1628420.0,Morris,M. Morris,Porzingis,204001.0,Horford,201143.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2022-11-27T23:11:04.1Z,1,REGULAR,2pt,Jump Shot,[],204001,84.05059132720105,30.88235294117647,1610612764,0,0,2022-11-27T23:11:14Z,70000,False,-96.0,97.0,1,right,MISS K. Porzingis 13' turnaround fadeaway bank Shot,[204001],1610612764.0,WAS,turnaround fadeaway bank,,,Porzingis,K. Porzingis,,,,,Mid-Range,8-16 Left,13.65,Missed,,,,,,,,,,,,,,,,,,
8,PT11M41.00S,2022-11-27T23:11:06.1Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612738,0,0,2022-11-27T23:11:14Z,80000,False,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Mid-Range,8-16 Left,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M22.00S,2022-11-27T23:11:25.5Z,1,REGULAR,3pt,Jump Shot,[],201143,15.374507227332456,96.1014093137255,1610612738,3,0,2022-11-27T23:11:32Z,90000,False,-231.0,92.0,1,left,A. Horford 24' 3PT  (3 PTS) (G. Williams 1 AST),"[201143, 1629684]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left,24.82,Made,,,,,3.0,G. Williams,1629684.0,1.0,,,,,,,,,,
11,PT11M07.00S,2022-11-27T23:11:40.4Z,1,REGULAR,3pt,Jump Shot,[],1630166,66.83639947437582,50.49019607843137,1610612764,3,0,2022-11-27T23:11:47Z,110000,False,2.0,259.0,1,right,MISS D. Avdija 25' 3PT,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Center,25.92,Missed,,,,,,,,,,,,,,,,,,
12,PT11M04.00S,2022-11-27T23:11:43.4Z,1,REGULAR,rebound,defensive,[],203935,,,1610612738,3,0,2022-11-27T23:11:47Z,120000,False,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Center,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
13,PT10M59.00S,2022-11-27T23:11:48.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629684,10.200394218134035,95.58823529411765,1610612738,3,0,2022-11-27T23:11:55Z,130000,False,-228.0,43.0,1,left,MISS G. Williams 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Left Corner 3,24+ Left,23.2,Missed,,,,,,,,,,,,,,,,,,
14,PT10M57.00S,2022-11-27T23:11:50.2Z,1,REGULAR,rebound,defensive,[],203078,,,1610612764,3,0,2022-11-27T23:11:55Z,140000,False,,,0,,B. Beal REBOUND (Off:0 Def:1),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,Left Corner 3,24+ Left,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
15,PT10M50.00S,2022-11-27T23:11:57.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630557,93.9060446780552,47.05882352941176,1610612764,3,2,2022-11-27T23:12:06Z,150000,False,-15.0,5.0,1,right,C. Kispert cutting Layup (2 PTS) (B. Beal 1 AST),"[1630557, 203078]",1610612764.0,WAS,cutting,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,1.55,Made,,,,,2.0,B. Beal,203078.0,1.0,,,,,,,,,,
