actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
39,PT08M41.00S,2022-12-30T00:46:15.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",201143,15.456636005256241,50.245098039215684,1610612738,4,6,2022-12-30T00:48:11Z,390000,False,-1.0,93.0,1,left,A. Horford 9' floating Jump Shot (2 PTS) (D. White 1 AST),"[201143, 1628401]",1610612738.0,BOS,floating,,,Horford,A. Horford,,,,,In The Paint (Non-RA),8-16 Center,9.28,Made,,,,,,,2.0,,,,,,,D. White,1628401.0,1.0,,
41,PT08M26.00S,2022-12-30T00:46:32.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,81.15965834428384,47.549019607843135,1610612746,4,6,2022-12-30T00:47:01Z,410000,False,-12.0,125.0,1,right,MISS R. Jackson 12' driving floating Shot,[202704],1610612746.0,LAC,driving floating,,,Jackson,R. Jackson,,,,,In The Paint (Non-RA),8-16 Center,12.52,Missed,,,,,,,,,,,,,,,,,,
42,PT08M24.00S,2022-12-30T00:46:34.0Z,1,REGULAR,rebound,offensive,[],202704,,,1610612746,4,6,2022-12-30T00:47:01Z,420000,False,,,0,,R. Jackson REBOUND (Off:1 Def:0),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,In The Paint (Non-RA),8-16 Center,,,41.0,1.0,0.0,1.0,,,,,,,,,,,,,,
43,PT08M20.00S,2022-12-30T00:46:35.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202704,92.85479632063075,49.754901960784316,1610612746,4,8,2022-12-30T00:46:47Z,430000,False,-1.0,15.0,1,right,R. Jackson putback Layup (2 PTS),[202704],1610612746.0,LAC,putback,,,Jackson,R. Jackson,,,,,Restricted Area,0-8 Center,1.47,Made,,,,,,,2.0,,,,,,,,,,,
44,PT08M09.00S,2022-12-30T00:46:47.0Z,1,REGULAR,3pt,Jump Shot,[],1628369,29.77989487516426,26.225490196078432,1610612738,7,8,2022-12-30T00:47:04Z,440000,False,119.0,227.0,1,left,J. Tatum 25' 3PT  (3 PTS) (A. Horford 1 AST),"[1628369, 201143]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,25.66,Made,,,,,,,3.0,,,,,,,A. Horford,201143.0,1.0,,
46,PT07M51.00S,2022-12-30T00:47:06.7Z,1,REGULAR,violation,kicked ball,[],201143,,,1610612746,7,8,2022-12-30T00:47:14Z,460000,False,,,0,,A. Horford kicked ball VIOLATION,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,1162.0,,,,,,,,,,,,,
48,PT07M43.00S,2022-12-30T00:47:47.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627826,94.03745072273325,51.9607843137255,1610612746,7,10,2022-12-30T00:49:06Z,480000,False,10.0,4.0,1,right,I. Zubac driving DUNK (2 PTS) (P. George 1 AST),"[1627826, 202331]",1610612746.0,LAC,driving,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,1.04,Made,,,,,,,2.0,,,,,,,P. George,202331.0,1.0,,
49,PT07M32.00S,2022-12-30T00:47:58.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628369,7.046649145860711,49.754901960784316,1610612738,9,10,2022-12-30T00:48:02Z,490000,False,1.0,14.0,1,left,J. Tatum cutting DUNK (5 PTS) (M. Smart 2 AST),"[1628369, 203935]",1610612738.0,BOS,cutting,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,1.38,Made,,,,,,,5.0,,,,,,,M. Smart,203935.0,2.0,,
52,PT07M12.00S,2022-12-30T00:48:18.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627826,92.9862023653088,50.245098039215684,1610612746,9,10,2022-12-30T00:50:25Z,510000,False,1.0,13.0,1,right,MISS I. Zubac driving DUNK - blocked,"[1627826, 203935]",1610612746.0,LAC,driving,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,1.35,Missed,,,,,,,,,,,,Smart,203935.0,,,,,
53,PT07M12.00S,2022-12-30T00:48:18.5Z,1,REGULAR,block,,[],203935,,,1610612746,9,10,2022-12-30T00:48:21Z,520000,False,,,0,,M. Smart BLOCK (1 BLK),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
54,PT07M08.00S,2022-12-30T00:48:22.5Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612746,9,10,2022-12-30T00:48:30Z,530000,False,,,0,,I. Zubac REBOUND (Off:1 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,52.0,2.0,1.0,1.0,,,,,,,,,,,,,,
55,PT07M07.00S,2022-12-30T00:48:23.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202694,72.35545335085413,15.686274509803921,1610612746,9,10,2022-12-30T00:48:35Z,540000,False,-172.0,207.0,1,right,MISS M. Morris Sr. 26' 3PT,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Above the Break 3,24+ Left Center,26.92,Missed,,,,,,,,,,,,,,,,,,
56,PT07M05.00S,2022-12-30T00:48:25.2Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,9,10,2022-12-30T00:48:35Z,550000,False,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,,,55.0,1.0,1.0,0.0,,,,,,,,,,,,,,
57,PT07M01.00S,2022-12-30T00:48:30.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628401,12.040078843626807,51.9607843137255,1610612738,11,10,2022-12-30T00:48:39Z,560000,False,-10.0,61.0,1,left,D. White 6' running Layup (4 PTS),[1628401],1610612738.0,BOS,running,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,6.15,Made,,,,,,,4.0,,,,,,,,,,,
58,PT06M54.00S,2022-12-30T00:48:43.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,11,10,2022-12-30T00:48:43Z,570000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M54.00S,2022-12-30T00:49:47.4Z,1,REGULAR,foul,technical,['1freethrow'],202704,,,1610612746,11,10,2022-12-30T00:51:34Z,580000,False,,,0,,R. Jackson technical FOUL (1 Tech),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,1162.0,,,1.0,1.0,,,,,,,,,
60,PT06M54.00S,2022-12-30T00:51:18.0Z,1,REGULAR,substitution,out,[],202704,,,1610612746,11,10,2022-12-30T00:51:30Z,590000,False,,,0,,SUB out: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M54.00S,2022-12-30T00:51:18.0Z,1,REGULAR,substitution,in,[],202322,,,1610612746,11,10,2022-12-30T00:51:30Z,600000,False,,,0,,SUB in: J. Wall,[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M54.00S,2022-12-30T00:51:43.2Z,1,REGULAR,freethrow,1 of 1,[],1628369,,,1610612746,11,10,2022-12-30T00:51:43Z,610000,False,,,0,,MISS J. Tatum technical Free Throw 1 of 1,[1628369],1610612738.0,BOS,technical,,,Tatum,J. Tatum,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
63,PT06M54.00S,2022-12-30T00:51:43.2Z,1,REGULAR,rebound,defensive,"['deadball', 'team']",0,,,1610612746,11,10,2022-12-30T00:51:43Z,620000,False,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,62.0,,,,,,,,,,,,,,,,,
64,PT06M54.00S,2022-12-30T00:52:01.4Z,1,REGULAR,substitution,out,[],1628369,,,1610612746,11,10,2022-12-30T00:52:05Z,630000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M54.00S,2022-12-30T00:52:01.4Z,1,REGULAR,substitution,in,[],1629684,,,1610612746,11,10,2022-12-30T00:52:05Z,640000,False,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M41.00S,2022-12-30T00:52:20.5Z,1,REGULAR,2pt,Jump Shot,[],202331,72.05978975032852,38.970588235294116,1610612746,11,10,2022-12-30T00:52:49Z,650000,False,-55.0,210.0,1,right,MISS P. George 21' pullup Shot,[202331],1610612746.0,LAC,pullup,,,George,P. George,,,,,Mid-Range,16-24 Center,21.72,Missed,,,,,,,,,,,,,,,,,,
67,PT06M39.00S,2022-12-30T00:52:22.5Z,1,REGULAR,rebound,offensive,[],202694,,,1610612746,11,10,2022-12-30T00:52:31Z,660000,False,,,0,,M. Morris Sr. REBOUND (Off:1 Def:1),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Above the Break 3,24+ Center,,,66.0,2.0,1.0,1.0,,,,,,,,,,,,,,
68,PT06M33.00S,2022-12-30T00:52:28.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202695,90.75229960578186,4.411764705882353,1610612746,11,13,2022-12-30T00:52:34Z,670000,False,-228.0,34.0,1,right,K. Leonard 3PT  (6 PTS) (J. Wall 1 AST),"[202695, 202322]",1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Left Corner 3,24+ Left,23.05,Made,,,,,,,6.0,,,,,,,J. Wall,202322.0,1.0,,
70,PT06M18.00S,2022-12-30T00:52:44.1Z,1,REGULAR,3pt,Jump Shot,[],201143,28.597240473061763,83.33333333333334,1610612738,11,13,2022-12-30T00:52:56Z,690000,False,-167.0,216.0,1,left,MISS A. Horford 27' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left Center,27.31,Missed,,,,,,,,,,,,,,,,,,
71,PT06M16.00S,2022-12-30T00:52:46.1Z,1,REGULAR,rebound,defensive,[],202694,,,1610612746,11,13,2022-12-30T00:52:56Z,700000,False,,,0,,M. Morris Sr. REBOUND (Off:1 Def:2),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Above the Break 3,24+ Left Center,,,70.0,3.0,2.0,1.0,,,,,,,,,,,,,,
72,PT06M04.00S,2022-12-30T00:53:00.1Z,1,REGULAR,2pt,Jump Shot,[],202322,75.3777923784494,71.56862745098039,1610612746,11,13,2022-12-30T00:54:05Z,710000,False,108.0,179.0,1,right,MISS J. Wall 20' pullup Shot,[202322],1610612746.0,LAC,pullup,,,Wall,J. Wall,,,,,Mid-Range,16-24 Right Center,20.89,Missed,,,,,,,,,,,,,,,,,,
73,PT06M02.00S,2022-12-30T00:53:02.1Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,11,13,2022-12-30T00:53:28Z,720000,False,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Right Center,,,72.0,1.0,1.0,0.0,,,,,,,,,,,,,,
74,PT05M49.00S,2022-12-30T00:53:12.7Z,1,REGULAR,foul,personal,['2freethrow'],202694,,,1610612738,11,13,2022-12-30T00:53:23Z,730000,False,,,0,,M. Morris Sr. shooting personal FOUL (1 PF) (Brown 2 FT),"[202694, 1627759]",1610612746.0,LAC,shooting,,,Morris Sr.,M. Morris Sr.,,,,,Mid-Range,16-24 Left Center,,,,,,,202901.0,,,1.0,0.0,Brown,1627759.0,,,,,,,
76,PT05M49.00S,2022-12-30T00:53:43.5Z,1,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,12,13,2022-12-30T00:53:43Z,750000,False,,,0,,J. Brown Free Throw 1 of 2 (1 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
77,PT05M49.00S,2022-12-30T00:54:02.2Z,1,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,13,13,2022-12-30T00:54:02Z,760000,False,,,0,,J. Brown Free Throw 2 of 2 (2 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,,,,,,,2.0,,,,,,,,,,,
78,PT05M36.00S,2022-12-30T00:54:21.8Z,1,REGULAR,3pt,Jump Shot,[],202694,75.64060446780552,10.784313725490197,1610612746,13,13,2022-12-30T00:54:43Z,770000,False,-196.0,176.0,1,right,MISS M. Morris Sr. 26' 3PT,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Above the Break 3,24+ Left Center,26.38,Missed,,,,,,,,,,,,,,,,,,
79,PT05M34.00S,2022-12-30T00:54:23.8Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612738,13,13,2022-12-30T00:54:43Z,780000,False,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Left Center,,,78.0,1.0,1.0,0.0,,,,,,,,,,,,,,
80,PT05M25.00S,2022-12-30T00:54:32.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,0.21353482260183967,53.431372549019606,1610612738,13,13,2022-12-30T00:56:20Z,790000,False,-17.0,-50.0,1,left,MISS J. Brown driving Layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,5.33,Missed,,,,,,,,,,,,,,,,,,
81,PT05M23.00S,2022-12-30T00:54:34.0Z,1,REGULAR,rebound,defensive,[],202331,,,1610612746,13,13,2022-12-30T00:54:46Z,800000,False,,,0,,P. George REBOUND (Off:0 Def:2),[202331],1610612746.0,LAC,,,,George,P. George,,,,,In The Paint (Non-RA),0-8 Center,,,80.0,2.0,2.0,0.0,,,,,,,,,,,,,,
82,PT05M13.00S,2022-12-30T00:54:45.0Z,1,REGULAR,3pt,Jump Shot,[],202331,77.21747700394218,11.519607843137255,1610612746,13,13,2022-12-30T00:55:04Z,810000,False,-192.0,162.0,1,right,MISS P. George 25' 3PT,[202331],1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Left Center,25.13,Missed,,,,,,,,,,,,,,,,,,
