actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2022-12-30T00:41:07.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-12-30T00:41:07Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2022-12-30T00:41:11.3Z,1,REGULAR,jumpball,recovered,[],203935,,,1610612738,0,0,2022-12-30T00:41:11Z,40000,False,,,0,,Jump Ball A. Horford vs. I. Zubac: Tip to M. Smart,"[203935, 201143, 1627826]",1610612738.0,BOS,startperiod,M. Smart,203935.0,Smart,M. Smart,Horford,201143.0,Zubac,1627826.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M48.00S,2022-12-30T00:41:18.7Z,1,REGULAR,3pt,Jump Shot,[],1628369,26.49474375821288,86.76470588235294,1610612738,0,0,2022-12-30T00:41:24Z,70000,False,-184.0,197.0,1,left,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,26.91,Missed,,,,,,,,,,,,,,,,,,
8,PT11M46.00S,2022-12-30T00:41:20.7Z,1,REGULAR,rebound,defensive,[],202694,,,1610612746,0,0,2022-12-30T00:41:59Z,80000,False,,,0,,M. Morris Sr. REBOUND (Off:0 Def:1),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Above the Break 3,24+ Left Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M26.00S,2022-12-30T00:41:42.5Z,1,REGULAR,turnover,backcourt,[],202695,,,1610612746,0,0,2022-12-30T00:41:52Z,90000,False,,,0,,K. Leonard backcourt TURNOVER (1 TO),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Center,,,,,,,202901.0,1.0,,,,,,,,,,,,
10,PT11M13.00S,2022-12-30T00:42:07.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201143,8.623521681997373,50.73529411764706,1610612738,0,0,2022-12-30T00:42:16Z,100000,False,-4.0,29.0,1,left,MISS A. Horford cutting Layup,[201143],1610612738.0,BOS,cutting,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,2.88,Missed,,,,,,,,,,,,,,,,,,
11,PT11M10.00S,2022-12-30T00:42:10.4Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,0,0,2022-12-30T00:42:16Z,110000,False,,,0,,I. Zubac REBOUND (Off:0 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,10.0,1.0,1.0,0.0,,,,,,,,,,,,,,
12,PT11M05.00S,2022-12-30T00:42:15.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202331,74.98357424441524,81.86274509803921,1610612746,0,3,2022-12-30T00:42:52Z,120000,False,159.0,183.0,1,right,P. George 24' 3PT running pullup (3 PTS),[202331],1610612746.0,LAC,running pullup,,,George,P. George,,,,,Above the Break 3,24+ Right Center,24.24,Made,,,,,,,3.0,,,,,,,,,,,
13,PT10M49.00S,2022-12-30T00:42:31.9Z,1,REGULAR,3pt,Jump Shot,[],1627759,35.29894875164258,52.94117647058824,1610612738,0,3,2022-12-30T00:42:40Z,130000,False,-15.0,279.0,1,left,MISS J. Brown 27' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,27.97,Missed,,,,,,,,,,,,,,,,,,
14,PT10M46.00S,2022-12-30T00:42:34.9Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,0,3,2022-12-30T00:42:40Z,140000,False,,,0,,K. Leonard REBOUND (Off:0 Def:1),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Center,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
15,PT10M40.00S,2022-12-30T00:42:44.2Z,1,REGULAR,foul,offensive,[],202704,,,1610612746,0,3,2022-12-30T00:42:56Z,150000,False,,,0,,R. Jackson offensive FOUL (1 PF),"[202704, 1628401]",1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,Mid-Range,16-24 Center,,,,,,,201638.0,,,1.0,0.0,White,1628401.0,,,,,,,
17,PT10M40.00S,2022-12-30T00:42:44.2Z,1,REGULAR,turnover,offensive foul,[],202704,,,1610612746,0,3,2022-12-30T00:42:44Z,170000,False,,,0,,R. Jackson offensive foul TURNOVER (1 TO),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,Mid-Range,16-24 Center,,,,,,,201638.0,1.0,,,,,,,,,,,,
18,PT10M28.00S,2022-12-30T00:43:07.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628369,8.492115637319317,49.50980392156863,1610612738,0,3,2022-12-30T00:43:18Z,180000,False,2.0,27.0,1,left,MISS J. Tatum cutting DUNK - blocked,"[1628369, 1627826]",1610612738.0,BOS,cutting,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,2.74,Missed,,,,,,,,,,,,Zubac,1627826.0,,,,,
19,PT10M28.00S,2022-12-30T00:43:07.3Z,1,REGULAR,block,,[],1627826,,,1610612738,0,3,2022-12-30T00:43:12Z,190000,False,,,0,,I. Zubac BLOCK (1 BLK),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
20,PT10M24.00S,2022-12-30T00:43:11.3Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,0,3,2022-12-30T00:43:41Z,200000,False,,,0,,K. Leonard REBOUND (Off:0 Def:2),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,,,18.0,2.0,2.0,0.0,,,,,,,,,,,,,,
22,PT10M08.00S,2022-12-30T00:44:00.4Z,1,REGULAR,turnover,3-second-violation,[],1627826,,,1610612746,0,3,2022-12-30T00:44:51Z,220000,False,,,0,,I. Zubac 3-second-violation TURNOVER (1 TO),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1162.0,1.0,,,,,,,,,,,,
23,PT09M59.00S,2022-12-30T00:44:18.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203935,30.831143232588698,76.22549019607843,1610612738,0,3,2022-12-30T00:45:05Z,230000,False,-131.0,237.0,1,left,MISS M. Smart 27' step back 3PT,[203935],1610612738.0,BOS,step back,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,27.11,Missed,,,,,,,,,,,,,,,,,,
24,PT09M58.00S,2022-12-30T00:44:19.9Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,0,3,2022-12-30T00:44:34Z,240000,False,,,0,,K. Leonard REBOUND (Off:0 Def:3),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Left Center,,,23.0,3.0,3.0,0.0,,,,,,,,,,,,,,
25,PT09M51.00S,2022-12-30T00:44:26.8Z,1,REGULAR,2pt,Jump Shot,[],202695,78.9257555847569,67.15686274509804,1610612746,0,3,2022-12-30T00:44:37Z,250000,False,86.0,146.0,1,right,MISS K. Leonard 16' pullup Shot,[202695],1610612746.0,LAC,pullup,,,Leonard,K. Leonard,,,,,Mid-Range,16-24 Right Center,16.9,Missed,,,,,,,,,,,,,,,,,,
26,PT09M49.00S,2022-12-30T00:44:28.8Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,0,3,2022-12-30T00:44:37Z,260000,False,,,0,,A. Horford REBOUND (Off:0 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Mid-Range,16-24 Right Center,,,25.0,1.0,1.0,0.0,,,,,,,,,,,,,,
27,PT09M35.00S,2022-12-30T00:44:43.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,18.084756898817346,38.970588235294116,1610612738,0,3,2022-12-30T00:44:56Z,270000,False,55.0,117.0,1,left,MISS J. Brown 12' Jump Shot,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,12.98,Missed,,,,,,,,,,,,,,,,,,
28,PT09M31.00S,2022-12-30T00:44:47.1Z,1,REGULAR,rebound,defensive,[],202331,,,1610612746,0,3,2022-12-30T00:44:47Z,280000,False,,,0,,P. George REBOUND (Off:0 Def:1),[202331],1610612746.0,LAC,,,,George,P. George,,,,,In The Paint (Non-RA),8-16 Center,,,27.0,1.0,1.0,0.0,,,,,,,,,,,,,,
29,PT09M24.00S,2022-12-30T00:44:54.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202331,93.64323258869908,48.77450980392157,1610612746,0,3,2022-12-30T00:45:02Z,290000,False,-6.0,7.0,1,right,MISS P. George driving Layup,[202331],1610612746.0,LAC,driving,,,George,P. George,,,,,Restricted Area,0-8 Center,0.95,Missed,,,,,,,,,,,,,,,,,,
30,PT09M23.00S,2022-12-30T00:44:55.0Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,0,3,2022-12-30T00:45:02Z,300000,False,,,0,,A. Horford REBOUND (Off:0 Def:2),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,29.0,2.0,2.0,0.0,,,,,,,,,,,,,,
31,PT09M19.00S,2022-12-30T00:44:59.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628401,7.966491458607096,49.26470588235294,1610612738,2,3,2022-12-30T00:45:09Z,310000,False,4.0,22.0,1,left,D. White running Layup (2 PTS) (M. Smart 1 AST),"[1628401, 203935]",1610612738.0,BOS,running,,,White,D. White,,,,,Restricted Area,0-8 Center,2.27,Made,,,,,,,2.0,,,,,,,M. Smart,203935.0,1.0,,
33,PT09M06.00S,2022-12-30T00:45:13.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202695,88.25558475689881,64.70588235294117,1610612746,2,5,2022-12-30T00:45:20Z,330000,False,74.0,58.0,1,right,K. Leonard 9' driving Hook (2 PTS),[202695],1610612746.0,LAC,driving,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),8-16 Right,9.36,Made,,,,,,,2.0,,,,,,,,,,,
34,PT09M06.00S,2022-12-30T00:45:17.9Z,1,REGULAR,foul,personal,['1freethrow'],1628369,,,1610612746,2,5,2022-12-30T00:45:24Z,340000,False,,,0,,J. Tatum shooting personal FOUL (1 PF) (Leonard 1 FT),"[1628369, 202695]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,201638.0,,,1.0,0.0,Leonard,202695.0,,,,,,,
36,PT09M06.00S,2022-12-30T00:45:48.8Z,1,REGULAR,freethrow,1 of 1,[],202695,,,1610612746,2,6,2022-12-30T00:45:48Z,360000,False,,,0,,K. Leonard Free Throw 1 of 1 (3 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
37,PT08M50.00S,2022-12-30T00:46:07.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,20.318659658344284,42.8921568627451,1610612738,2,6,2022-12-30T00:47:35Z,370000,False,36.0,138.0,1,left,MISS M. Smart 14' turnaround fadeaway Shot,[203935],1610612738.0,BOS,turnaround fadeaway,,,Smart,M. Smart,,,,,In The Paint (Non-RA),8-16 Center,14.3,Missed,,,,,,,,,,,,,,,,,,
38,PT08M47.00S,2022-12-30T00:46:10.8Z,1,REGULAR,rebound,offensive,[],201143,,,1610612738,2,6,2022-12-30T00:46:40Z,380000,False,,,0,,A. Horford REBOUND (Off:1 Def:2),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),8-16 Center,,,37.0,3.0,2.0,1.0,,,,,,,,,,,,,,
