actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
180,PT09M29.00S,2023-03-06T01:17:57.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612752,39,35,2023-03-06T01:18:06Z,1770000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Above the Break 3,24+ Right Center,,,,179.0,,,,,,,,,,,,,,,,
181,PT09M29.00S,2023-03-06T01:18:03.0Z,2,REGULAR,foul,personal,[],1628401,,,1610612752,39,35,2023-03-06T01:18:17Z,1780000,False,,,0,,D. White loose ball personal FOUL (2 PF),"[1628401, 1630167]",1610612738.0,BOS,loose ball,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2530.0,2.0,0.0,Toppin,1630167.0
183,PT09M17.00S,2023-03-06T01:18:35.2Z,2,REGULAR,foul,personal,[],203488,,,1610612752,39,35,2023-03-06T01:18:43Z,1800000,False,,,0,,M. Muscala personal FOUL (1 PF),"[203488, 1628404]",1610612738.0,BOS,,,,Muscala,M. Muscala,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,202027.0,1.0,0.0,Hart,1628404.0
185,PT09M07.00S,2023-03-06T01:19:10.5Z,2,REGULAR,turnover,lost ball,[],1629011,,,1610612752,39,35,2023-03-06T01:20:10Z,1820000,False,,,0,,M. Robinson lost ball TURNOVER (1 TO),"[1629011, 1627759]",1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,Brown,1627759.0,,,,,,,
186,PT09M07.00S,2023-03-06T01:19:10.5Z,2,REGULAR,steal,,[],1627759,,,1610612738,39,35,2023-03-06T01:20:05Z,1830000,False,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
187,PT09M04.00S,2023-03-06T01:19:14.6Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1627759,77.34888304862024,89.70588235294117,1610612738,42,35,2023-03-06T01:20:00Z,1840000,False,199.0,160.0,1,right,J. Brown 25' 3PT running pullup (12 PTS),[1627759],1610612738.0,BOS,running pullup,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,25.52,Made,12.0,,,,,,,,,,,,,,,,,
188,PT08M53.00S,2023-03-06T01:19:28.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,42,35,2023-03-06T01:19:28Z,1850000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT08M46.00S,2023-03-06T01:22:57.2Z,2,REGULAR,foul,personal,['2freethrow'],1629684,,,1610612752,42,35,2023-03-06T01:23:06Z,1860000,False,,,0,,G. Williams shooting personal FOUL (1 PF) (Quickley 2 FT),"[1629684, 1630193]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,202027.0,1.0,0.0,Quickley,1630193.0
191,PT08M46.00S,2023-03-06T01:23:22.4Z,2,REGULAR,freethrow,1 of 2,[],1630193,,,1610612752,42,36,2023-03-06T01:23:22Z,1880000,False,,,0,,I. Quickley Free Throw 1 of 2 (4 PTS),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
192,PT08M46.00S,2023-03-06T01:23:44.5Z,2,REGULAR,freethrow,2 of 2,[],1630193,,,1610612752,42,37,2023-03-06T01:23:44Z,1890000,False,,,0,,I. Quickley Free Throw 2 of 2 (5 PTS),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
193,PT08M44.00S,2023-03-06T01:23:49.2Z,2,REGULAR,turnover,bad pass,[],1628401,,,1610612738,42,37,2023-03-06T01:23:56Z,1900000,False,,,0,,D. White bad pass TURNOVER (1 TO),"[1628401, 1630193]",1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,Quickley,1630193.0,,,,,,,
194,PT08M44.00S,2023-03-06T01:23:49.2Z,2,REGULAR,steal,,[],1630193,,,1610612752,42,37,2023-03-06T01:23:51Z,1910000,False,,,0,,I. Quickley STEAL (1 STL),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
195,PT08M41.00S,2023-03-06T01:23:52.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630193,8.360709592641262,50.49019607843137,1610612752,42,39,2023-03-06T01:24:04Z,1920000,False,-2.0,26.0,1,left,I. Quickley Layup (7 PTS),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,2.62,Made,7.0,,,,,,,,,,,,,,,,,
196,PT08M26.00S,2023-03-06T01:24:08.5Z,2,REGULAR,turnover,out-of-bounds,[],1629684,,,1610612738,42,39,2023-03-06T01:25:29Z,1930000,False,,,0,,G. Williams bad pass out-of-bounds TURNOVER (2 TO),[1629684],1610612738.0,BOS,bad pass,,,Williams,G. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,2.0,,,,,202035.0,,,,
197,PT08M26.00S,2023-03-06T01:24:16.3Z,2,REGULAR,substitution,out,[],1628401,,,1610612752,42,39,2023-03-06T01:24:26Z,1940000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT08M26.00S,2023-03-06T01:24:16.3Z,2,REGULAR,substitution,out,[],203488,,,1610612752,42,39,2023-03-06T01:24:26Z,1950000,False,,,0,,SUB out: M. Muscala,[203488],1610612738.0,BOS,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT08M26.00S,2023-03-06T01:24:16.3Z,2,REGULAR,substitution,in,[],203935,,,1610612752,42,39,2023-03-06T01:24:26Z,1960000,False,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT08M26.00S,2023-03-06T01:24:16.3Z,2,REGULAR,substitution,in,[],201143,,,1610612752,42,39,2023-03-06T01:24:26Z,1970000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT08M07.00S,2023-03-06T01:24:48.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630540,9.411957950065702,46.81372549019608,1610612752,42,39,2023-03-06T01:24:59Z,1980000,False,16.0,36.0,1,left,MISS M. McBride driving Layup,[1630540],1610612752.0,NYK,driving,,,McBride,M. McBride,,,,,Restricted Area,0-8 Center,3.94,Missed,,,,,,,,,,,,,,,,,,
202,PT08M06.00S,2023-03-06T01:24:49.6Z,2,REGULAR,rebound,offensive,[],1629011,,,1610612752,42,39,2023-03-06T01:24:59Z,1990000,False,,,0,,M. Robinson REBOUND (Off:4 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,,,,201.0,5.0,1.0,4.0,,,,,,,,,,,,,
203,PT08M06.00S,2023-03-06T01:24:56.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203935,,,1610612752,42,39,2023-03-06T01:25:02Z,2000000,False,,,0,,M. Smart shooting personal FOUL (1 PF) (Robinson 2 FT),"[203935, 1629011]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2530.0,1.0,0.0,Robinson,1629011.0
205,PT08M06.00S,2023-03-06T01:25:24.0Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1629011,,,1610612752,42,40,2023-03-06T01:25:24Z,2020000,False,,,0,,M. Robinson Free Throw 1 of 2 (5 PTS),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
206,PT08M06.00S,2023-03-06T01:25:42.4Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1629011,,,1610612752,42,41,2023-03-06T01:25:42Z,2030000,False,,,0,,M. Robinson Free Throw 2 of 2 (6 PTS),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
207,PT07M48.00S,2023-03-06T01:26:04.4Z,2,REGULAR,3pt,Jump Shot,[],1629684,73.9323258869908,83.33333333333334,1610612738,42,41,2023-03-06T01:26:15Z,2040000,False,167.0,193.0,1,right,MISS G. Williams 25' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Right Center,25.46,Missed,,,,,,,,,,,,,,,,,,
208,PT07M46.00S,2023-03-06T01:26:06.4Z,2,REGULAR,rebound,defensive,[],1630167,,,1610612752,42,41,2023-03-06T01:26:15Z,2050000,False,,,0,,O. Toppin REBOUND (Off:0 Def:1),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Right Center,,,,207.0,1.0,1.0,0.0,,,,,,,,,,,,,
209,PT07M39.00S,2023-03-06T01:26:13.2Z,2,REGULAR,foul,offensive,[],1629011,,,1610612752,42,41,2023-03-06T01:26:23Z,2060000,False,,,0,,M. Robinson offensive FOUL (2 PF),"[1629011, 203935]",1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,2530.0,2.0,0.0,Smart,203935.0
211,PT07M39.00S,2023-03-06T01:26:13.2Z,2,REGULAR,turnover,offensive foul,[],1629011,,,1610612752,42,41,2023-03-06T01:26:13Z,2080000,False,,,0,,M. Robinson offensive foul TURNOVER (2 TO),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Mid-Range,16-24 Center,,,,,,,,,,,2.0,,,,,2530.0,,,,
212,PT07M39.00S,2023-03-06T01:26:23.6Z,2,REGULAR,substitution,out,[],1630573,,,1610612738,42,41,2023-03-06T01:26:26Z,2090000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT07M39.00S,2023-03-06T01:26:23.6Z,2,REGULAR,substitution,in,[],1628369,,,1610612738,42,41,2023-03-06T01:26:26Z,2100000,False,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT07M28.00S,2023-03-06T01:26:49.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627759,93.11760840998686,51.470588235294116,1610612738,44,41,2023-03-06T01:26:55Z,2110000,False,7.0,12.0,1,right,J. Brown driving Layup (14 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,1.43,Made,14.0,,,,,,,,,,,,,,,,,
215,PT07M28.00S,2023-03-06T01:26:51.6Z,2,REGULAR,foul,personal,['1freethrow'],1630540,,,1610612738,44,41,2023-03-06T01:26:59Z,2120000,False,,,0,,M. McBride shooting personal FOUL (2 PF) (Brown 1 FT),"[1630540, 1627759]",1610612752.0,NYK,shooting,,,McBride,M. McBride,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,202035.0,2.0,0.0,Brown,1627759.0
217,PT07M28.00S,2023-03-06T01:27:21.8Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],1627759,,,1610612738,45,41,2023-03-06T01:27:21Z,2140000,False,,,0,,J. Brown Free Throw 1 of 1 (15 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
218,PT07M19.00S,2023-03-06T01:27:32.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630193,9.543363994743759,47.05882352941176,1610612752,45,41,2023-03-06T01:28:04Z,2150000,False,15.0,37.0,1,left,MISS I. Quickley driving floating Shot,[1630193],1610612752.0,NYK,driving floating,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,4.0,Missed,,,,,,,,,,,,,,,,,,
219,PT07M17.00S,2023-03-06T01:27:34.2Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,45,41,2023-03-06T01:27:41Z,2160000,False,,,0,,A. Horford REBOUND (Off:1 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,,218.0,4.0,3.0,1.0,,,,,,,,,,,,,
220,PT07M13.00S,2023-03-06T01:27:37.5Z,2,REGULAR,foul,personal,[],1630193,,,1610612738,45,41,2023-03-06T01:27:49Z,2170000,False,,,0,,I. Quickley personal FOUL (1 PF),"[1630193, 1627759]",1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,2530.0,1.0,0.0,Brown,1627759.0
222,PT07M08.00S,2023-03-06T01:28:08.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,85.62746386333771,49.26470588235294,1610612738,45,41,2023-03-06T01:28:18Z,2190000,False,-4.0,83.0,1,right,MISS M. Smart 8' turnaround Shot,[203935],1610612738.0,BOS,turnaround,,,Smart,M. Smart,,,,,In The Paint (Non-RA),8-16 Center,8.27,Missed,,,,,,,,,,,,,,,,,,
223,PT07M06.00S,2023-03-06T01:28:10.9Z,2,REGULAR,rebound,defensive,[],1629011,,,1610612752,45,41,2023-03-06T01:28:18Z,2200000,False,,,0,,M. Robinson REBOUND (Off:4 Def:2),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,In The Paint (Non-RA),8-16 Center,,,,222.0,6.0,2.0,4.0,,,,,,,,,,,,,
224,PT06M50.00S,2023-03-06T01:28:24.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629011,8.492115637319317,49.01960784313725,1610612752,45,43,2023-03-06T01:28:33Z,2210000,False,5.0,27.0,1,left,M. Robinson DUNK (8 PTS) (O. Toppin 1 AST),"[1629011, 1630167]",1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,2.77,Made,8.0,,,,,O. Toppin,1630167.0,1.0,,,,,,,,,,
226,PT06M29.00S,2023-03-06T01:28:47.5Z,2,REGULAR,3pt,Jump Shot,[],1628369,68.15045992115637,31.61764705882353,1610612738,45,43,2023-03-06T01:28:58Z,2230000,False,-92.0,247.0,1,right,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,26.34,Missed,,,,,,,,,,,,,,,,,,
227,PT06M26.00S,2023-03-06T01:28:50.5Z,2,REGULAR,rebound,defensive,[],1630193,,,1610612752,45,43,2023-03-06T01:28:58Z,2240000,False,,,0,,I. Quickley REBOUND (Off:0 Def:5),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Left Center,,,,226.0,5.0,5.0,0.0,,,,,,,,,,,,,
228,PT06M23.00S,2023-03-06T01:28:55.0Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1630167,7.30946123521682,51.71568627450981,1610612752,45,45,2023-03-06T01:29:20Z,2250000,False,-9.0,16.0,1,left,O. Toppin running alley-oop DUNK (2 PTS) (J. Hart 1 AST),"[1630167, 1628404]",1610612752.0,NYK,running alley-oop,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,1.83,Made,2.0,,,,,J. Hart,1628404.0,1.0,,,,,,,,,,
230,PT06M21.00S,2023-03-06T01:29:04.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,45,45,2023-03-06T01:29:04Z,2270000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M08.00S,2023-03-06T01:32:32.5Z,2,REGULAR,3pt,Jump Shot,[],1628369,68.01905387647832,63.48039215686274,1610612738,48,45,2023-03-06T01:32:39Z,2280000,False,67.0,248.0,1,right,J. Tatum 25' 3PT  (19 PTS) (A. Horford 3 AST),"[1628369, 201143]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,25.71,Made,19.0,,,,,A. Horford,201143.0,3.0,,,,,,,,,,
233,PT05M51.00S,2023-03-06T01:32:50.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630193,7.30946123521682,46.81372549019608,1610612752,48,45,2023-03-06T01:32:58Z,2300000,False,16.0,16.0,1,left,MISS I. Quickley driving Layup,[1630193],1610612752.0,NYK,driving,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,2.27,Missed,,,,,,,,,,,,,,,,,,
234,PT05M49.00S,2023-03-06T01:32:52.6Z,2,REGULAR,rebound,defensive,[],1629684,,,1610612738,48,45,2023-03-06T01:32:58Z,2310000,False,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,,,,233.0,1.0,1.0,0.0,,,,,,,,,,,,,
236,PT05M44.00S,2023-03-06T01:33:03.6Z,2,REGULAR,turnover,out-of-bounds,[],1627759,,,1610612738,48,45,2023-03-06T01:33:17Z,2330000,False,,,0,,J. Brown step out-of-bounds TURNOVER (2 TO),[1627759],1610612738.0,BOS,step,,,Brown,J. Brown,,,,,Mid-Range,8-16 Right,,,,,,,,,,,2.0,,,,,2530.0,,,,
237,PT05M26.00S,2023-03-06T01:33:23.3Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630193,10.5946123521682,69.6078431372549,1610612752,48,47,2023-03-06T01:33:31Z,2340000,False,-98.0,47.0,1,left,I. Quickley 10' step back Jump Shot (9 PTS),[1630193],1610612752.0,NYK,step back,,,Quickley,I. Quickley,,,,,Mid-Range,8-16 Left,10.87,Made,9.0,,,,,,,,,,,,,,,,,
238,PT05M15.00S,2023-03-06T01:33:34.2Z,2,REGULAR,3pt,Jump Shot,[],203935,68.01905387647832,68.62745098039215,1610612738,48,47,2023-03-06T01:33:42Z,2350000,False,93.0,248.0,1,right,MISS M. Smart 26' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,26.5,Missed,,,,,,,,,,,,,,,,,,
239,PT05M13.00S,2023-03-06T01:33:36.2Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612752,48,47,2023-03-06T01:33:42Z,2360000,False,,,0,,J. Hart REBOUND (Off:0 Def:3),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Right Center,,,,238.0,3.0,3.0,0.0,,,,,,,,,,,,,
240,PT05M07.00S,2023-03-06T01:33:43.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629684,,,1610612752,48,47,2023-03-06T01:33:53Z,2370000,False,,,0,,G. Williams shooting personal FOUL (2 PF) (Hart 2 FT),"[1629684, 1628404]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,202027.0,2.0,0.0,Hart,1628404.0
242,PT05M07.00S,2023-03-06T01:34:17.5Z,2,REGULAR,freethrow,1 of 2,[],1628404,,,1610612752,48,47,2023-03-06T01:34:17Z,2390000,False,,,0,,MISS J. Hart Free Throw 1 of 2,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
243,PT05M07.00S,2023-03-06T01:34:17.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,48,47,2023-03-06T01:34:17Z,2400000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,242.0,,,,,,,,,,,,,,,,
244,PT05M07.00S,2023-03-06T01:34:18.2Z,2,REGULAR,substitution,out,[],1629684,,,1610612752,48,47,2023-03-06T01:34:33Z,2410000,False,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT05M07.00S,2023-03-06T01:34:18.2Z,2,REGULAR,substitution,out,[],1630167,,,1610612752,48,47,2023-03-06T01:34:33Z,2420000,False,,,0,,SUB out: O. Toppin,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT05M07.00S,2023-03-06T01:34:18.2Z,2,REGULAR,substitution,out,[],1630540,,,1610612752,48,47,2023-03-06T01:34:33Z,2430000,False,,,0,,SUB out: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT05M07.00S,2023-03-06T01:34:18.2Z,2,REGULAR,substitution,in,[],1628401,,,1610612752,48,47,2023-03-06T01:34:33Z,2440000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT05M07.00S,2023-03-06T01:34:18.2Z,2,REGULAR,substitution,in,[],1629628,,,1610612752,48,47,2023-03-06T01:34:33Z,2450000,False,,,0,,SUB in: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT05M07.00S,2023-03-06T01:34:18.2Z,2,REGULAR,substitution,in,[],203944,,,1610612752,48,47,2023-03-06T01:34:33Z,2460000,False,,,0,,SUB in: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT05M07.00S,2023-03-06T01:34:39.9Z,2,REGULAR,freethrow,2 of 2,[],1628404,,,1610612752,48,48,2023-03-06T01:34:39Z,2470000,False,,,0,,J. Hart Free Throw 2 of 2 (3 PTS),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
251,PT04M50.00S,2023-03-06T01:34:58.4Z,2,REGULAR,turnover,lost ball,[],1627759,,,1610612738,48,48,2023-03-06T01:35:05Z,2480000,False,,,0,,J. Brown lost ball TURNOVER (3 TO),"[1627759, 1629011]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,8-16 Center,,,,,,,,,,,3.0,Robinson,1629011.0,,,,,,,
252,PT04M50.00S,2023-03-06T01:34:58.4Z,2,REGULAR,steal,,[],1629011,,,1610612752,48,48,2023-03-06T01:41:27Z,2490000,False,,,0,,M. Robinson STEAL (1 STL),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
253,PT04M45.00S,2023-03-06T01:35:05.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203944,7.178055190538765,47.30392156862745,1610612752,48,50,2023-03-06T01:35:14Z,2500000,False,13.0,15.0,1,left,J. Randle cutting Layup (12 PTS) (I. Quickley 3 AST),"[203944, 1630193]",1610612752.0,NYK,cutting,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,2.02,Made,12.0,,,,,I. Quickley,1630193.0,3.0,,,,,,,,,,
255,PT04M32.00S,2023-03-06T01:35:18.7Z,2,REGULAR,violation,kicked ball,[],1628404,,,1610612738,48,50,2023-03-06T01:35:28Z,2520000,False,,,0,,J. Hart kicked ball VIOLATION,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,202035.0,,,,
256,PT04M21.00S,2023-03-06T01:35:48.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203935,93.9060446780552,52.20588235294118,1610612738,50,50,2023-03-06T01:35:53Z,2530000,False,11.0,5.0,1,right,M. Smart driving Layup (2 PTS) (A. Horford 4 AST),"[203935, 201143]",1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,1.2,Made,2.0,,,,,A. Horford,201143.0,4.0,,,,,,,,,,
258,PT04M19.00S,2023-03-06T01:35:54.3Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612752,50,50,2023-03-06T01:36:15Z,2550000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,2530.0,,,,
259,PT04M11.00S,2023-03-06T01:36:14.3Z,2,REGULAR,foul,offensive,[],1629011,,,1610612752,50,50,2023-03-06T01:36:21Z,2560000,False,,,0,,M. Robinson offensive FOUL (3 PF),"[1629011, 203935]",1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,202027.0,3.0,0.0,Smart,203935.0
261,PT04M11.00S,2023-03-06T01:36:14.3Z,2,REGULAR,turnover,offensive foul,[],1629011,,,1610612752,50,50,2023-03-06T01:36:14Z,2580000,False,,,0,,M. Robinson offensive foul TURNOVER (3 TO),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,3.0,,,,,202027.0,,,,
262,PT04M11.00S,2023-03-06T01:36:28.8Z,2,REGULAR,substitution,out,[],1629011,,,1610612738,50,50,2023-03-06T01:36:32Z,2590000,False,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT04M11.00S,2023-03-06T01:36:28.8Z,2,REGULAR,substitution,in,[],1629656,,,1610612738,50,50,2023-03-06T01:36:32Z,2600000,False,,,0,,SUB in: Q. Grimes,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT03M57.00S,2023-03-06T01:37:01.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628369,93.9060446780552,51.470588235294116,1610612738,50,50,2023-03-06T01:37:54Z,2610000,False,7.0,5.0,1,right,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,0.88,Missed,,,,,,,,,,,,,,,,,,
265,PT03M56.00S,2023-03-06T01:37:02.1Z,2,REGULAR,rebound,offensive,[],201143,,,1610612738,50,50,2023-03-06T01:37:11Z,2620000,False,,,0,,A. Horford REBOUND (Off:2 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,,264.0,5.0,3.0,2.0,,,,,,,,,,,,,
