actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
427,PT06M41.00S,2023-03-26T23:30:32.0Z,3,REGULAR,substitution,out,[],1631103,,,1610612738,79,66,2023-03-26T23:30:40Z,4190000,False,,,0,,SUB out: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT06M41.00S,2023-03-26T23:30:32.0Z,3,REGULAR,substitution,in,[],1630572,,,1610612738,79,66,2023-03-26T23:30:40Z,4200000,False,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT06M41.00S,2023-03-26T23:30:32.0Z,3,REGULAR,substitution,in,[],1628984,,,1610612738,79,66,2023-03-26T23:30:40Z,4210000,False,,,0,,SUB in: D. Graham,[1628984],1610612759.0,SAS,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT06M22.00S,2023-03-26T23:31:03.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627759,7.966491458607096,49.754901960784316,1610612738,81,66,2023-03-26T23:31:06Z,4220000,False,1.0,22.0,1,left,J. Brown Layup (28 PTS) (A. Horford 4 AST),"[1627759, 201143]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,2.24,Made,28.0,A. Horford,201143.0,4.0,,,,,,,,,,,,,
432,PT06M02.00S,2023-03-26T23:31:23.3Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1628380,89.30683311432325,50.49019607843137,1610612759,81,66,2023-03-26T23:38:09Z,4240000,False,2.0,48.0,1,right,MISS Z. Collins Hook,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),0-8 Center,,4.81,Missed,,,,,,,,,,,,,,,,,
433,PT05M59.00S,2023-03-26T23:31:26.3Z,3,REGULAR,rebound,defensive,[],1630573,,,1610612738,81,66,2023-03-26T23:31:29Z,4250000,False,,,0,,S. Hauser REBOUND (Off:0 Def:3),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,432.0,3.0,3.0,0.0,,,,,,,,,
434,PT05M56.00S,2023-03-26T23:31:29.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630573,28.728646517739815,18.137254901960784,1610612738,81,66,2023-03-26T23:39:01Z,4260000,False,159.0,218.0,1,left,MISS S. Hauser 26' running 3PT,[1630573],1610612738.0,BOS,running,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,,26.96,Missed,,,,,,,,,,,,,,,,,
435,PT05M53.00S,2023-03-26T23:31:32.4Z,3,REGULAR,rebound,defensive,[],1630200,,,1610612759,81,66,2023-03-26T23:31:37Z,4270000,False,,,0,,T. Jones REBOUND (Off:1 Def:3),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Right Center,,,,,,,,434.0,4.0,3.0,1.0,,,,,,,,,
436,PT05M49.00S,2023-03-26T23:31:36.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630572,92.72339027595268,49.754901960784316,1610612759,81,68,2023-03-26T23:31:41Z,4280000,False,-1.0,16.0,1,right,S. Mamukelashvili running Layup (7 PTS) (T. Jones 4 AST),"[1630572, 1630200]",1610612759.0,SAS,running,,,Mamukelashvili,S. Mamukelashvili,,,,,Restricted Area,0-8 Center,,1.59,Made,7.0,T. Jones,1630200.0,4.0,,,,,,,,,,,,,
438,PT05M31.00S,2023-03-26T23:31:53.7Z,3,REGULAR,3pt,Jump Shot,[],203935,29.122864651773984,84.06862745098039,1610612738,84,68,2023-03-26T23:40:47Z,4300000,False,-170.0,221.0,1,left,M. Smart 27' 3PT pullup (13 PTS),[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,,27.92,Made,13.0,,,,,,,,,,,,,,,,
439,PT05M10.00S,2023-03-26T23:32:18.0Z,3,REGULAR,turnover,traveling,[],1630170,,,1610612759,84,68,2023-03-26T23:32:22Z,4310000,False,,,0,,D. Vassell traveling TURNOVER (1 TO),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Mid-Range,8-16 Right,1.0,,,,,,,,,,,1626301.0,,,,,,,,
440,PT05M10.00S,2023-03-26T23:32:21.2Z,3,REGULAR,substitution,out,[],1628401,,,1610612738,84,68,2023-03-26T23:32:28Z,4320000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT05M10.00S,2023-03-26T23:32:21.2Z,3,REGULAR,substitution,out,[],1630200,,,1610612738,84,68,2023-03-26T23:32:28Z,4330000,False,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT05M10.00S,2023-03-26T23:32:21.2Z,3,REGULAR,substitution,in,[],1627763,,,1610612738,84,68,2023-03-26T23:32:28Z,4340000,False,,,0,,SUB in: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT05M10.00S,2023-03-26T23:32:21.2Z,3,REGULAR,substitution,in,[],1629641,,,1610612738,84,68,2023-03-26T23:32:28Z,4350000,False,,,0,,SUB in: R. Langford,[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT04M59.00S,2023-03-26T23:32:47.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627759,5.650459921156373,46.67202818627451,1610612738,86,68,2023-03-26T23:32:56Z,4360000,False,17.0,1.0,1,left,J. Brown driving Layup (30 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,1.66,Made,30.0,,,,,,,,,,,,,,,,
445,PT04M54.00S,2023-03-26T23:32:57.2Z,3,REGULAR,foul,personal,[],1630573,,,1610612759,86,68,2023-03-26T23:33:02Z,4370000,False,,,0,,S. Hauser personal FOUL (2 PF),"[1630573, 1628984]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,101284.0,2.0,0.0,Graham,1628984.0,,,,
447,PT04M41.00S,2023-03-26T23:33:25.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630572,92.9862023653088,46.81372549019608,1610612759,86,70,2023-03-26T23:33:29Z,4390000,False,-16.0,13.0,1,right,S. Mamukelashvili driving Layup (9 PTS) (D. Vassell 4 AST),"[1630572, 1630170]",1610612759.0,SAS,driving,,,Mamukelashvili,S. Mamukelashvili,,,,,Restricted Area,0-8 Center,,2.08,Made,9.0,D. Vassell,1630170.0,4.0,,,,,,,,,,,,,
449,PT04M25.00S,2023-03-26T23:33:40.5Z,3,REGULAR,3pt,Jump Shot,[],201143,15.193823915900131,96.07843137254902,1610612738,86,70,2023-03-26T23:33:47Z,4410000,False,-230.0,90.0,1,left,MISS A. Horford 24' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left,,24.75,Missed,,,,,,,,,,,,,,,,,
450,PT04M24.00S,2023-03-26T23:33:41.5Z,3,REGULAR,rebound,defensive,[],1630572,,,1610612759,86,70,2023-03-26T23:33:47Z,4420000,False,,,0,,S. Mamukelashvili REBOUND (Off:0 Def:4),[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Left,,,,,,,,449.0,4.0,4.0,0.0,,,,,,,,,
451,PT04M19.00S,2023-03-26T23:33:49.3Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630572,93.9060446780552,45.83333333333333,1610612759,86,72,2023-03-26T23:42:48Z,4430000,False,-21.0,5.0,1,right,S. Mamukelashvili running finger roll Layup (11 PTS),[1630572],1610612759.0,SAS,running finger roll,,,Mamukelashvili,S. Mamukelashvili,,,,,Restricted Area,0-8 Center,,2.13,Made,11.0,,,,,,,,,,,,,,,,
452,PT04M19.00S,2023-03-26T23:33:52.1Z,3,REGULAR,foul,personal,['1freethrow'],1630573,,,1610612759,86,72,2023-03-26T23:34:04Z,4440000,False,,,0,,S. Hauser shooting personal FOUL (3 PF) (Mamukelashvili 1 FT),"[1630573, 1630572]",1610612738.0,BOS,shooting,,,Hauser,S. Hauser,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,203177.0,3.0,0.0,Mamukelashvili,1630572.0,,,,
454,PT04M19.00S,2023-03-26T23:33:59.4Z,3,REGULAR,substitution,out,[],1630170,,,1610612759,86,72,2023-03-26T23:34:15Z,4460000,False,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT04M19.00S,2023-03-26T23:33:59.4Z,3,REGULAR,substitution,in,[],203926,,,1610612759,86,72,2023-03-26T23:34:15Z,4470000,False,,,0,,SUB in: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT04M19.00S,2023-03-26T23:34:14.7Z,3,REGULAR,freethrow,1 of 1,['fastbreak'],1630572,,,1610612759,86,72,2023-03-26T23:34:20Z,4480000,False,,,0,,MISS S. Mamukelashvili Free Throw 1 of 1,[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
457,PT04M19.00S,2023-03-26T23:34:14.7Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,86,72,2023-03-26T23:34:20Z,4490000,False,,,0,,J. Brown REBOUND (Off:1 Def:9),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,456.0,10.0,9.0,1.0,,,,,,,,,
458,PT04M12.00S,2023-03-26T23:34:24.4Z,3,REGULAR,foul,offensive,[],201143,,,1610612738,86,72,2023-03-26T23:34:31Z,4500000,False,,,0,,A. Horford offensive FOUL (1 PF),"[201143, 1630572]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,101284.0,1.0,0.0,Mamukelashvili,1630572.0,,,,
460,PT04M12.00S,2023-03-26T23:34:24.4Z,3,REGULAR,turnover,offensive foul,[],201143,,,1610612738,86,72,2023-03-26T23:34:24Z,4520000,False,,,0,,A. Horford offensive foul TURNOVER (2 TO),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,2.0,,,,,,,,,,,101284.0,,,,,,,,
461,PT03M54.00S,2023-03-26T23:34:53.0Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629641,90.75229960578186,57.35294117647059,1610612759,86,72,2023-03-26T23:34:57Z,4530000,False,37.0,34.0,1,right,MISS R. Langford driving floating Shot,[1629641],1610612759.0,SAS,driving floating,,,Langford,R. Langford,,,,,In The Paint (Non-RA),0-8 Center,,5.04,Missed,,,,,,,,,,,,,,,,,
462,PT03M51.00S,2023-03-26T23:34:56.0Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,86,72,2023-03-26T23:34:57Z,4540000,False,,,0,,A. Horford REBOUND (Off:1 Def:8),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,461.0,9.0,8.0,1.0,,,,,,,,,
463,PT03M47.00S,2023-03-26T23:35:09.0Z,3,REGULAR,foul,personal,[],1628984,,,1610612738,86,72,2023-03-26T23:35:23Z,4550000,False,,,0,,D. Graham personal FOUL (3 PF),"[1628984, 1627759]",1610612759.0,SAS,,,,Graham,D. Graham,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,1626301.0,3.0,0.0,Brown,1627759.0,,,,
465,PT03M47.00S,2023-03-26T23:35:19.3Z,3,REGULAR,substitution,out,[],201143,,,1610612738,86,72,2023-03-26T23:35:23Z,4570000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT03M47.00S,2023-03-26T23:35:19.3Z,3,REGULAR,substitution,in,[],1629057,,,1610612738,86,72,2023-03-26T23:35:23Z,4580000,False,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT03M30.00S,2023-03-26T23:35:52.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627763,7.966491458607096,40.931372549019606,1610612738,86,72,2023-03-26T23:36:01Z,4590000,False,45.0,22.0,1,left,MISS M. Brogdon driving bank Shot,[1627763],1610612738.0,BOS,driving bank,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),0-8 Center,,5.05,Missed,,,,,,,,,,,,,,,,,
468,PT03M29.00S,2023-03-26T23:35:53.3Z,3,REGULAR,rebound,defensive,[],1628380,,,1610612759,86,72,2023-03-26T23:51:00Z,4600000,False,,,0,,Z. Collins REBOUND (Off:0 Def:6),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,467.0,6.0,6.0,0.0,,,,,,,,,
469,PT03M20.00S,2023-03-26T23:36:01.3Z,3,REGULAR,2pt,Jump Shot,[],1628984,73.242444152431,41.91176470588235,1610612759,86,72,2023-03-26T23:46:22Z,4610000,False,-40.0,199.0,1,right,MISS D. Graham 20' pullup Shot,[1628984],1610612759.0,SAS,pullup,,,Graham,D. Graham,,,,,Mid-Range,16-24 Center,,20.31,Missed,,,,,,,,,,,,,,,,,
470,PT03M18.00S,2023-03-26T23:36:03.3Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,86,72,2023-03-26T23:36:53Z,4620000,False,,,0,,J. Brown REBOUND (Off:1 Def:10),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,,,,,,,,469.0,11.0,10.0,1.0,,,,,,,,,
471,PT03M13.00S,2023-03-26T23:36:08.9Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1627759,31.750985545335087,24.509803921568626,1610612738,86,72,2023-03-26T23:36:20Z,4630000,False,127.0,246.0,1,left,MISS J. Brown 27' running pullup 3PT,[1627759],1610612738.0,BOS,running pullup,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,27.71,Missed,,,,,,,,,,,,,,,,,
472,PT03M12.00S,2023-03-26T23:36:09.9Z,3,REGULAR,rebound,defensive,[],1630572,,,1610612759,86,72,2023-03-26T23:36:25Z,4640000,False,,,0,,S. Mamukelashvili REBOUND (Off:0 Def:5),[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Right Center,,,,,,,,471.0,5.0,5.0,0.0,,,,,,,,,
473,PT03M05.00S,2023-03-26T23:36:20.5Z,3,REGULAR,foul,personal,['2freethrow'],203935,,,1610612759,86,72,2023-03-26T23:36:28Z,4650000,False,,,0,,M. Smart shooting personal FOUL (4 PF) (Collins 2 FT),"[203935, 1628380]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,203177.0,4.0,0.0,Collins,1628380.0,,,,
475,PT03M05.00S,2023-03-26T23:36:44.6Z,3,REGULAR,freethrow,1 of 2,[],1628380,,,1610612759,86,73,2023-03-26T23:37:07Z,4670000,False,,,0,,Z. Collins Free Throw 1 of 2 (19 PTS),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,Made,19.0,,,,,,,,,,,,,,,,
476,PT03M05.00S,2023-03-26T23:36:44.6Z,3,REGULAR,freethrow,2 of 2,[],1628380,,,1610612759,86,73,2023-03-26T23:37:07Z,4680000,False,,,0,,MISS Z. Collins Free Throw 2 of 2,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
477,PT03M01.00S,2023-03-26T23:36:48.6Z,3,REGULAR,rebound,defensive,[],1627763,,,1610612738,86,73,2023-03-26T23:37:07Z,4690000,False,,,0,,M. Brogdon REBOUND (Off:2 Def:2),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,476.0,4.0,2.0,2.0,,,,,,,,,
478,PT02M58.00S,2023-03-26T23:37:23.7Z,3,REGULAR,foul,technical,['1freethrow'],203935,,,1610612738,86,73,2023-03-26T23:40:15Z,4700000,False,,,0,,M. Smart technical FOUL (1 Tech),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,1626301.0,4.0,1.0,,,,,,
479,PT02M58.00S,2023-03-26T23:37:37.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,86,73,2023-03-26T23:37:37Z,4710000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT02M58.00S,2023-03-26T23:39:36.7Z,3,REGULAR,substitution,out,[],1630573,,,1610612738,86,73,2023-03-26T23:40:12Z,4720000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT02M58.00S,2023-03-26T23:39:36.7Z,3,REGULAR,substitution,out,[],1628380,,,1610612738,86,73,2023-03-26T23:40:12Z,4730000,False,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT02M58.00S,2023-03-26T23:39:36.7Z,3,REGULAR,substitution,in,[],1629684,,,1610612738,86,73,2023-03-26T23:40:12Z,4740000,False,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT02M58.00S,2023-03-26T23:39:36.7Z,3,REGULAR,substitution,in,[],1628966,,,1610612738,86,73,2023-03-26T23:40:12Z,4750000,False,,,0,,SUB in: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT02M58.00S,2023-03-26T23:40:19.7Z,3,REGULAR,freethrow,1 of 1,[],203926,,,1610612738,86,74,2023-03-26T23:40:19Z,4760000,False,,,0,,D. McDermott technical Free Throw 1 of 1 (6 PTS),[203926],1610612759.0,SAS,technical,,,McDermott,D. McDermott,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,
485,PT02M49.00S,2023-03-26T23:40:48.2Z,3,REGULAR,2pt,Jump Shot,[],1627759,13.091327201051248,76.47058823529412,1610612738,88,74,2023-03-26T23:40:52Z,4770000,False,-132.0,71.0,1,left,J. Brown 15' turnaround fadeaway Jump Shot (32 PTS),[1627759],1610612738.0,BOS,turnaround fadeaway,,,Brown,J. Brown,,,,,Mid-Range,8-16 Left,,15.0,Made,32.0,,,,,,,,,,,,,,,,
486,PT02M31.00S,2023-03-26T23:41:05.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203926,86.94152431011827,37.5,1610612759,88,74,2023-03-26T23:41:10Z,4780000,False,-62.0,70.0,1,right,MISS D. McDermott 9' driving floating Shot,[203926],1610612759.0,SAS,driving floating,,,McDermott,D. McDermott,,,,,In The Paint (Non-RA),8-16 Left,,9.4,Missed,,,,,,,,,,,,,,,,,
487,PT02M29.00S,2023-03-26T23:41:07.7Z,3,REGULAR,rebound,defensive,[],1627763,,,1610612738,88,74,2023-03-26T23:41:10Z,4790000,False,,,0,,M. Brogdon REBOUND (Off:2 Def:3),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,486.0,5.0,3.0,2.0,,,,,,,,,
488,PT02M24.00S,2023-03-26T23:41:13.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627759,9.280551905387648,49.26470588235294,1610612738,90,74,2023-03-26T23:41:18Z,4800000,False,4.0,35.0,1,left,J. Brown running Layup (34 PTS),[1627759],1610612738.0,BOS,running,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,3.49,Made,34.0,,,,,,,,,,,,,,,,
489,PT02M12.00S,2023-03-26T23:41:25.6Z,3,REGULAR,3pt,Jump Shot,[],203926,67.23061760840999,34.80392156862745,1610612759,90,74,2023-03-26T23:41:33Z,4810000,False,-76.0,256.0,1,right,MISS D. McDermott 26' 3PT,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Center,,26.66,Missed,,,,,,,,,,,,,,,,,
490,PT02M11.00S,2023-03-26T23:41:26.6Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,90,74,2023-03-26T23:41:33Z,4820000,False,,,0,,R. Williams III REBOUND (Off:1 Def:3),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Above the Break 3,24+ Center,,,,,,,,489.0,4.0,3.0,1.0,,,,,,,,,
491,PT02M10.00S,2023-03-26T23:41:30.0Z,3,REGULAR,turnover,bad pass,[],1629057,,,1610612738,90,74,2023-03-26T23:41:38Z,4830000,False,,,0,,R. Williams III bad pass TURNOVER (1 TO),"[1629057, 1629641]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,,,,,,,,,,,,,,,,Langford,1629641.0
492,PT02M10.00S,2023-03-26T23:41:30.0Z,3,REGULAR,steal,,[],1629641,,,1610612759,90,74,2023-03-26T23:41:33Z,4840000,False,,,0,,R. Langford STEAL (2 STL),[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
493,PT02M08.00S,2023-03-26T23:41:33.6Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629641,92.32917214191852,43.872549019607845,1610612759,90,76,2023-03-26T23:41:43Z,4850000,False,-31.0,20.0,1,right,R. Langford DUNK (7 PTS),[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,Restricted Area,0-8 Center,,3.63,Made,7.0,,,,,,,,,,,,,,,,
494,PT01M52.00S,2023-03-26T23:42:16.6Z,3,REGULAR,jumpball,recovered,[],1629057,,,1610612738,90,76,2023-03-26T23:42:16Z,4860000,False,,,0,,Jump Ball G. Williams vs. D. McDermott: Tip to R. Williams III,"[1629057, 1629684, 203926]",1610612738.0,BOS,heldball,R. Williams III,1629057.0,Williams III,R. Williams III,Williams,1629684.0,McDermott,203926.0,,,,,,,,,,,,,,,,,,,,,,
497,PT01M48.00S,2023-03-26T23:42:21.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,7.966491458607096,45.588235294117645,1610612738,90,76,2023-03-26T23:42:27Z,4890000,False,22.0,22.0,1,left,MISS M. Brogdon driving Layup,[1627763],1610612738.0,BOS,driving,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,,3.15,Missed,,,,,,,,,,,,,,,,,
498,PT01M47.00S,2023-03-26T23:42:22.1Z,3,REGULAR,rebound,offensive,[],1629057,,,1610612738,90,76,2023-03-26T23:42:27Z,4900000,False,,,0,,R. Williams III REBOUND (Off:2 Def:3),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,,,,,,,,497.0,5.0,3.0,2.0,,,,,,,,,
499,PT01M47.00S,2023-03-26T23:42:24.3Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629057,5.590000152587891,50.0,1610612738,92,76,2023-03-26T23:42:31Z,4910000,False,0.0,0.0,1,left,R. Williams III tip Layup (9 PTS),[1629057],1610612738.0,BOS,tip,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,,0.0,Made,9.0,,,,,,,,,,,,,,,,
500,PT01M21.00S,2023-03-26T23:42:48.1Z,3,REGULAR,3pt,Jump Shot,[],1630572,80.76544021024968,94.11764705882352,1610612759,92,76,2023-03-26T23:42:56Z,4920000,False,221.0,128.0,1,right,MISS S. Mamukelashvili 25' 3PT,[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Right Center,,25.52,Missed,,,,,,,,,,,,,,,,,
501,PT01M19.00S,2023-03-26T23:42:50.1Z,3,REGULAR,rebound,offensive,[],1629641,,,1610612759,92,76,2023-03-26T23:42:56Z,4930000,False,,,0,,R. Langford REBOUND (Off:1 Def:0),[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,Above the Break 3,24+ Right Center,,,,,,,,500.0,1.0,0.0,1.0,,,,,,,,,
502,PT01M15.00S,2023-03-26T23:42:54.1Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628984,68.41327201051249,33.82352941176471,1610612759,92,76,2023-03-26T23:43:05Z,4940000,False,-81.0,244.0,1,right,MISS D. Graham 25' 3PT,[1628984],1610612759.0,SAS,,,,Graham,D. Graham,,,,,Above the Break 3,24+ Center,,25.74,Missed,,,,,,,,,,,,,,,,,
503,PT01M14.00S,2023-03-26T23:42:55.1Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,92,76,2023-03-26T23:43:20Z,4950000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,502.0,,,,,,,,,,,,
505,PT01M14.00S,2023-03-26T23:43:24.5Z,3,REGULAR,foul,technical,['1freethrow'],203935,,,1610612738,92,76,2023-03-26T23:43:37Z,4970000,False,,,0,,M. Smart technical FOUL (2 Tech),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,1626301.0,4.0,2.0,,,,,,
506,PT01M14.00S,2023-03-26T23:43:49.9Z,3,REGULAR,freethrow,1 of 1,[],203926,,,1610612738,92,77,2023-03-26T23:43:49Z,4980000,False,,,0,,D. McDermott technical Free Throw 1 of 1 (7 PTS),[203926],1610612759.0,SAS,technical,,,McDermott,D. McDermott,,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,
507,PT01M14.00S,2023-03-26T23:43:51.1Z,3,REGULAR,ejection,other,[],203935,,,1610612738,92,77,2023-03-26T23:44:06Z,4990000,False,,,0,,Ejection M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,1626301.0,,,,,,,,
508,PT01M14.00S,2023-03-26T23:43:59.4Z,3,REGULAR,substitution,out,[],203935,,,1610612738,92,77,2023-03-26T23:44:01Z,5000000,False,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
