actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
170,PT00M00.00S,2022-12-03T01:07:45.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612748,27,27,2022-12-03T01:07:45Z,1670000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,Above the Break 3,24+ Left Center,,,169.0,,,,,,,,,,,,,,,,
171,PT00M00.00S,2022-12-03T01:07:48.3Z,1,REGULAR,period,end,[],0,,,1610612748,27,27,2022-12-03T01:07:48Z,1680000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2022-12-03T01:09:54.8Z,2,REGULAR,substitution,out,['startperiod'],1627759,,,1610612748,27,27,2022-12-03T01:10:32Z,1690000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2022-12-03T01:09:54.8Z,2,REGULAR,substitution,out,['startperiod'],1628401,,,1610612748,27,27,2022-12-03T01:10:32Z,1700000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2022-12-03T01:09:54.8Z,2,REGULAR,substitution,in,['startperiod'],1628369,,,1610612748,27,27,2022-12-03T01:10:32Z,1710000,False,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2022-12-03T01:09:54.8Z,2,REGULAR,substitution,in,['startperiod'],1630573,,,1610612748,27,27,2022-12-03T01:10:32Z,1720000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2022-12-03T01:10:26.5Z,2,REGULAR,period,start,[],0,,,1610612748,27,27,2022-12-03T01:10:32Z,1730000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT11M35.00S,2022-12-03T01:10:50.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,9.149145860709593,40.19607843137255,1610612748,27,29,2022-12-03T01:55:38Z,1740000,False,49.0,34.0,1,left,B. Adebayo floating Jump Shot (6 PTS) (H. Highsmith 1 AST),"[1628389, 1629312]",1610612748.0,MIA,,floating,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,5.94,Made,,,,,,,,,6.0,H. Highsmith,1629312.0,1.0,,,,,
179,PT11M18.00S,2022-12-03T01:11:07.9Z,2,REGULAR,3pt,Jump Shot,[],1628369,68.41327201051249,26.225490196078432,1610612738,27,29,2022-12-03T01:11:12Z,1760000,False,-119.0,244.0,1,right,MISS J. Tatum 27' 3PT,[1628369],1610612738.0,BOS,,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,27.18,Missed,,,,,,,,,,,,,,,,,
180,PT11M15.00S,2022-12-03T01:11:10.9Z,2,REGULAR,rebound,defensive,[],1629622,,,1610612748,27,29,2022-12-03T01:11:12Z,1770000,False,,,0,,M. Strus REBOUND (Off:1 Def:2),[1629622],1610612748.0,MIA,,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Left Center,,,179.0,3.0,2.0,1.0,,,,,,,,,,,,,
181,PT11M10.00S,2022-12-03T01:11:21.1Z,2,REGULAR,foul,offensive,[],1628389,,,1610612748,27,29,2022-12-03T01:11:31Z,1780000,False,,,0,,B. Adebayo offensive FOUL (2 PF),"[1628389, 1627763]",1610612748.0,MIA,101284.0,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Center,,,,,,,2.0,0.0,Brogdon,1627763.0,,,,,,,,,
183,PT11M10.00S,2022-12-03T01:11:21.1Z,2,REGULAR,turnover,offensive foul,[],1628389,,,1610612748,27,29,2022-12-03T01:11:21Z,1800000,False,,,0,,B. Adebayo offensive foul TURNOVER (1 TO),[1628389],1610612748.0,MIA,101284.0,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,1.0,,,,
184,PT10M57.00S,2022-12-03T01:11:48.7Z,2,REGULAR,turnover,traveling,[],1628369,,,1610612738,27,29,2022-12-03T01:11:53Z,1810000,False,,,0,,J. Tatum traveling TURNOVER (1 TO),[1628369],1610612738.0,BOS,202053.0,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,1.0,,,,
185,PT10M44.00S,2022-12-03T01:12:07.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629639,31.35676741130092,32.35294117647059,1610612748,27,29,2022-12-03T01:12:11Z,1820000,False,88.0,242.0,1,left,MISS T. Herro 25' pullup 3PT,[1629639],1610612748.0,MIA,,pullup,,,Herro,T. Herro,,,,,Above the Break 3,24+ Right Center,25.79,Missed,,,,,,,,,,,,,,,,,
186,PT10M42.00S,2022-12-03T01:12:09.8Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,27,29,2022-12-03T01:12:11Z,1830000,False,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,185.0,1.0,1.0,0.0,,,,,,,,,,,,,
187,PT10M38.00S,2022-12-03T01:12:17.0Z,2,REGULAR,foul,personal,[],1628389,,,1610612738,27,29,2022-12-03T01:12:26Z,1840000,False,,,0,,B. Adebayo personal FOUL (3 PF),"[1628389, 1628369]",1610612748.0,MIA,101284.0,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Left Center,,,,,,,3.0,0.0,Tatum,1628369.0,,,,,,,,,
189,PT10M38.00S,2022-12-03T01:12:27.5Z,2,REGULAR,substitution,out,[],1628389,,,1610612738,27,29,2022-12-03T01:12:30Z,1860000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT10M38.00S,2022-12-03T01:12:27.5Z,2,REGULAR,substitution,in,[],203473,,,1610612738,27,29,2022-12-03T01:12:30Z,1870000,False,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT10M28.00S,2022-12-03T01:12:53.0Z,2,REGULAR,turnover,out-of-bounds,[],1627763,,,1610612738,27,29,2022-12-03T01:12:59Z,1880000,False,,,0,,M. Brogdon lost ball out-of-bounds TURNOVER (1 TO),[1627763],1610612738.0,BOS,202053.0,lost ball,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,1.0,,,,
192,PT10M15.00S,2022-12-03T01:13:09.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629639,9.411957950065702,56.372549019607845,1610612748,27,31,2022-12-03T01:13:28Z,1890000,False,-32.0,36.0,1,left,T. Herro driving floating bank Jump Shot (9 PTS),[1629639],1610612748.0,MIA,,driving floating bank,,,Herro,T. Herro,,,,,In The Paint (Non-RA),0-8 Center,4.81,Made,,,,,,,,,9.0,,,,,,,,
193,PT09M56.00S,2022-12-03T01:13:32.2Z,2,REGULAR,turnover,bad pass,[],1628369,,,1610612738,27,31,2022-12-03T01:13:44Z,1900000,False,,,0,,J. Tatum bad pass TURNOVER (2 TO),"[1628369, 1629622]",1610612738.0,BOS,,,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,2.0,Strus,1629622.0,,
194,PT09M56.00S,2022-12-03T01:13:32.2Z,2,REGULAR,steal,,[],1629622,,,1610612748,27,31,2022-12-03T01:13:35Z,1910000,False,,,0,,M. Strus STEAL (2 STL),[1629622],1610612748.0,MIA,,,,,Strus,M. Strus,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,
195,PT09M56.00S,2022-12-03T01:13:36.8Z,2,REGULAR,turnover,out-of-bounds,[],1629639,,,1610612748,27,31,2022-12-03T01:13:51Z,1920000,False,,,0,,T. Herro step out-of-bounds TURNOVER (1 TO),[1629639],1610612748.0,MIA,202053.0,step,,,Herro,T. Herro,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,1.0,,,,
196,PT09M56.00S,2022-12-03T01:13:46.6Z,2,REGULAR,substitution,out,[],1628436,,,1610612738,27,31,2022-12-03T01:13:51Z,1930000,False,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT09M56.00S,2022-12-03T01:13:46.6Z,2,REGULAR,substitution,in,[],203935,,,1610612738,27,31,2022-12-03T01:13:51Z,1940000,False,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT09M45.00S,2022-12-03T01:14:06.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628369,92.72339027595268,3.9215686274509802,1610612738,27,31,2022-12-03T01:14:12Z,1950000,False,-230.0,16.0,1,right,MISS J. Tatum 3PT,[1628369],1610612738.0,BOS,,,,,Tatum,J. Tatum,,,,,Left Corner 3,24+ Left,23.09,Missed,,,,,,,,,,,,,,,,,
199,PT09M44.00S,2022-12-03T01:14:08.7Z,2,REGULAR,rebound,offensive,[],1629684,,,1610612738,27,31,2022-12-03T01:14:08Z,1960000,False,,,0,,G. Williams REBOUND (Off:1 Def:1),[1629684],1610612738.0,BOS,,,,,Williams,G. Williams,,,,,Left Corner 3,24+ Left,,,198.0,2.0,1.0,1.0,,,,,,,,,,,,,
200,PT09M44.00S,2022-12-03T01:14:16.2Z,2,REGULAR,foul,personal,['2freethrow'],203473,,,1610612738,27,31,2022-12-03T01:14:23Z,1970000,False,,,0,,D. Dedmon shooting personal FOUL (2 PF) (Williams 2 FT),"[203473, 1629684]",1610612748.0,MIA,202053.0,shooting,,,Dedmon,D. Dedmon,,,,,Restricted Area,0-8 Center,,,,,,,2.0,0.0,Williams,1629684.0,,,,,,,,,
202,PT09M44.00S,2022-12-03T01:14:31.7Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1629684,,,1610612738,28,31,2022-12-03T01:14:31Z,1990000,False,,,0,,G. Williams Free Throw 1 of 2 (1 PTS),[1629684],1610612738.0,BOS,,,,,Williams,G. Williams,,,,,,,,Made,,,,,,,,,1.0,,,,,,,,
203,PT09M44.00S,2022-12-03T01:14:47.5Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1629684,,,1610612738,29,31,2022-12-03T01:14:47Z,2000000,False,,,0,,G. Williams Free Throw 2 of 2 (2 PTS),[1629684],1610612738.0,BOS,,,,,Williams,G. Williams,,,,,,,,Made,,,,,,,,,2.0,,,,,,,,
204,PT09M31.00S,2022-12-03T01:15:00.7Z,2,REGULAR,3pt,Jump Shot,[],1629216,29.25427069645204,81.12745098039215,1610612748,29,34,2022-12-03T01:15:04Z,2010000,False,-156.0,222.0,1,left,G. Vincent 27' 3PT pullup (3 PTS),[1629216],1610612748.0,MIA,,pullup,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Left Center,27.15,Made,,,,,,,,,3.0,,,,,,,,
205,PT09M27.00S,2022-12-03T01:15:10.6Z,2,REGULAR,turnover,traveling,[],203935,,,1610612738,29,34,2022-12-03T01:15:50Z,2020000,False,,,0,,M. Smart traveling TURNOVER (3 TO),[203935],1610612738.0,BOS,202053.0,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,3.0,,,,
206,PT09M15.00S,2022-12-03T01:15:38.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203473,14.668199737187912,53.67647058823529,1610612748,29,36,2022-12-03T01:15:42Z,2030000,False,-18.0,85.0,1,left,D. Dedmon 8' driving Layup (2 PTS) (T. Herro 1 AST),"[203473, 1629639]",1610612748.0,MIA,,driving,,,Dedmon,D. Dedmon,,,,,In The Paint (Non-RA),8-16 Center,8.74,Made,,,,,,,,,2.0,T. Herro,1629639.0,1.0,,,,,
207,PT08M57.00S,2022-12-03T01:15:55.7Z,2,REGULAR,3pt,Jump Shot,[],1630573,90.09526938239159,3.1862745098039214,1610612738,29,36,2022-12-03T01:16:00Z,2040000,False,-234.0,41.0,1,right,MISS S. Hauser 3PT,[1630573],1610612738.0,BOS,,,,,Hauser,S. Hauser,,,,,Left Corner 3,24+ Left,23.76,Missed,,,,,,,,,,,,,,,,,
208,PT08M54.00S,2022-12-03T01:15:58.7Z,2,REGULAR,rebound,offensive,[],1628369,,,1610612738,29,36,2022-12-03T01:15:58Z,2050000,False,,,0,,J. Tatum REBOUND (Off:1 Def:1),[1628369],1610612738.0,BOS,,,,,Tatum,J. Tatum,,,,,Left Corner 3,24+ Left,,,207.0,2.0,1.0,1.0,,,,,,,,,,,,,
209,PT08M52.00S,2022-12-03T01:16:01.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627763,63.41984231274639,37.00980392156863,1610612738,29,36,2022-12-03T01:16:06Z,2060000,False,-65.0,291.0,1,right,MISS M. Brogdon 29' 3PT,[1627763],1610612738.0,BOS,,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Center,29.86,Missed,,,,,,,,,,,,,,,,,
210,PT08M49.00S,2022-12-03T01:16:04.3Z,2,REGULAR,rebound,defensive,[],203473,,,1610612748,29,36,2022-12-03T01:16:06Z,2070000,False,,,0,,D. Dedmon REBOUND (Off:0 Def:3),[203473],1610612748.0,MIA,,,,,Dedmon,D. Dedmon,,,,,Above the Break 3,24+ Center,,,209.0,3.0,3.0,0.0,,,,,,,,,,,,,
211,PT08M37.00S,2022-12-03T01:16:16.2Z,2,REGULAR,3pt,Jump Shot,[],1629216,34.510512483574246,33.33333333333333,1610612748,29,36,2022-12-03T01:18:24Z,2080000,False,83.0,272.0,1,left,MISS G. Vincent 28' pullup 3PT,[1629216],1610612748.0,MIA,,pullup,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Center,28.44,Missed,,,,,,,,,,,,,,,,,
213,PT08M37.00S,2022-12-03T01:16:16.2Z,2,REGULAR,rebound,defensive,[],1630573,,,1610612738,29,36,2022-12-03T01:16:21Z,2090000,False,,,0,,S. Hauser REBOUND (Off:0 Def:1),[1630573],1610612738.0,BOS,,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Center,,,211.0,1.0,1.0,0.0,,,,,,,,,,,,,
214,PT08M28.00S,2022-12-03T01:16:25.0Z,2,REGULAR,turnover,lost ball,[],203935,,,1610612738,29,36,2022-12-03T01:16:29Z,2100000,False,,,0,,M. Smart lost ball TURNOVER (4 TO),"[203935, 1629639]",1610612738.0,BOS,,,,,Smart,M. Smart,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,4.0,Herro,1629639.0,,
215,PT08M28.00S,2022-12-03T01:16:25.0Z,2,REGULAR,steal,,[],1629639,,,1610612748,29,36,2022-12-03T01:16:26Z,2110000,False,,,0,,T. Herro STEAL (1 STL),[1629639],1610612748.0,MIA,,,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,
216,PT08M23.00S,2022-12-03T01:16:29.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629639,7.440867279894875,45.83333333333333,1610612748,29,36,2022-12-03T01:16:35Z,2120000,False,21.0,17.0,1,left,MISS T. Herro running Layup,[1629639],1610612748.0,MIA,,running,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,2.71,Missed,,,,,,,,,,,,,,,,,
217,PT08M21.00S,2022-12-03T01:16:31.6Z,2,REGULAR,rebound,defensive,[],1629684,,,1610612738,29,36,2022-12-03T01:16:35Z,2130000,False,,,0,,G. Williams REBOUND (Off:1 Def:2),[1629684],1610612738.0,BOS,,,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,,,216.0,3.0,2.0,1.0,,,,,,,,,,,,,
218,PT08M17.00S,2022-12-03T01:16:35.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629684,93.64323258869908,46.81372549019608,1610612738,31,36,2022-12-03T01:16:42Z,2140000,False,-16.0,7.0,1,right,G. Williams running Layup (4 PTS) (M. Smart 2 AST),"[1629684, 203935]",1610612738.0,BOS,,running,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,1.75,Made,,,,,,,,,4.0,M. Smart,203935.0,2.0,,,,,
220,PT07M58.00S,2022-12-03T01:16:55.3Z,2,REGULAR,3pt,Jump Shot,[],1629622,33.065045992115635,47.30392156862745,1610612748,31,36,2022-12-03T01:16:59Z,2160000,False,13.0,258.0,1,left,MISS M. Strus 25' 3PT,[1629622],1610612748.0,MIA,,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Center,25.87,Missed,,,,,,,,,,,,,,,,,
221,PT07M58.00S,2022-12-03T01:16:55.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612748,31,36,2022-12-03T01:41:37Z,2170000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,Above the Break 3,24+ Center,,,220.0,,,,,,,,,,,,,,,,
222,PT07M58.00S,2022-12-03T01:17:00.2Z,2,REGULAR,foul,personal,[],1629684,,,1610612748,31,36,2022-12-03T01:41:25Z,2180000,False,,,0,,G. Williams loose ball personal FOUL (1 PF),"[1629684, 203473]",1610612738.0,BOS,101284.0,loose ball,,,Williams,G. Williams,,,,,Mid-Range,16-24 Center,,,,,,,1.0,0.0,Dedmon,203473.0,,,,,,,,,
224,PT07M58.00S,2022-12-03T01:17:09.8Z,2,REGULAR,substitution,out,[],1629684,,,1610612748,31,36,2022-12-03T01:17:30Z,2200000,False,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M58.00S,2022-12-03T01:17:09.8Z,2,REGULAR,substitution,out,[],1627763,,,1610612748,31,36,2022-12-03T01:17:30Z,2210000,False,,,0,,SUB out: M. Brogdon,[1627763],1610612738.0,BOS,,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M58.00S,2022-12-03T01:17:09.8Z,2,REGULAR,substitution,out,[],1630573,,,1610612748,31,36,2022-12-03T01:17:30Z,2220000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M58.00S,2022-12-03T01:17:09.8Z,2,REGULAR,substitution,in,[],201143,,,1610612748,31,36,2022-12-03T01:17:30Z,2230000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M58.00S,2022-12-03T01:17:09.8Z,2,REGULAR,substitution,in,[],1628401,,,1610612748,31,36,2022-12-03T01:17:30Z,2240000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M58.00S,2022-12-03T01:17:09.8Z,2,REGULAR,substitution,in,[],1627759,,,1610612748,31,36,2022-12-03T01:17:30Z,2250000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M53.00S,2022-12-03T01:17:37.3Z,2,REGULAR,turnover,traveling,[],1629639,,,1610612748,31,36,2022-12-03T01:17:45Z,2260000,False,,,0,,T. Herro traveling TURNOVER (2 TO),[1629639],1610612748.0,MIA,202053.0,,,,Herro,T. Herro,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,2.0,,,,
231,PT07M40.00S,2022-12-03T01:18:03.3Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1628369,90.62089356110381,52.94117647058824,1610612738,31,36,2022-12-03T01:18:07Z,2270000,False,15.0,36.0,1,right,MISS J. Tatum turnaround Hook,[1628369],1610612738.0,BOS,,turnaround,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,3.86,Missed,,,,,,,,,,,,,,,,,
232,PT07M38.00S,2022-12-03T01:18:05.3Z,2,REGULAR,rebound,defensive,[],203473,,,1610612748,31,36,2022-12-03T01:18:07Z,2280000,False,,,0,,D. Dedmon REBOUND (Off:0 Def:4),[203473],1610612748.0,MIA,,,,,Dedmon,D. Dedmon,,,,,Restricted Area,0-8 Center,,,231.0,4.0,4.0,0.0,,,,,,,,,,,,,
233,PT07M26.00S,2022-12-03T01:18:17.3Z,2,REGULAR,3pt,Jump Shot,[],203473,33.196452036793694,67.8921568627451,1610612748,31,36,2022-12-03T01:18:21Z,2290000,False,-89.0,260.0,1,left,MISS D. Dedmon 27' 3PT,[203473],1610612748.0,MIA,,,,,Dedmon,D. Dedmon,,,,,Above the Break 3,24+ Left Center,27.45,Missed,,,,,,,,,,,,,,,,,
234,PT07M23.00S,2022-12-03T01:18:20.3Z,2,REGULAR,rebound,defensive,[],1628401,,,1610612738,31,36,2022-12-03T01:18:21Z,2300000,False,,,0,,D. White REBOUND (Off:1 Def:2),[1628401],1610612738.0,BOS,,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,,,233.0,3.0,2.0,1.0,,,,,,,,,,,,,
235,PT07M15.00S,2022-12-03T01:18:27.1Z,2,REGULAR,3pt,Jump Shot,[],201143,93.9060446780552,97.54901960784314,1610612738,34,36,2022-12-03T01:18:31Z,2310000,False,238.0,5.0,1,right,A. Horford 3PT  (3 PTS) (J. Tatum 1 AST),"[201143, 1628369]",1610612738.0,BOS,,,,,Horford,A. Horford,,,,,Right Corner 3,24+ Right,23.77,Made,,,,,,,,,3.0,J. Tatum,1628369.0,1.0,,,,,
237,PT07M04.00S,2022-12-03T01:18:38.6Z,2,REGULAR,3pt,Jump Shot,[],1629639,32.670827858081466,35.53921568627451,1610612748,34,39,2022-12-03T01:18:43Z,2330000,False,72.0,255.0,1,left,T. Herro 26' 3PT  (12 PTS) (G. Vincent 2 AST),"[1629639, 1629216]",1610612748.0,MIA,,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Center,26.47,Made,,,,,,,,,12.0,G. Vincent,1629216.0,2.0,,,,,
239,PT06M56.00S,2022-12-03T01:18:48.7Z,2,REGULAR,3pt,Jump Shot,[],203935,70.25295663600527,20.34313725490196,1610612738,37,39,2022-12-03T01:19:02Z,2350000,False,-148.0,227.0,1,right,M. Smart 27' 3PT  (11 PTS) (D. White 1 AST),"[203935, 1628401]",1610612738.0,BOS,,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,27.12,Made,,,,,,,,,11.0,D. White,1628401.0,1.0,,,,,
241,PT06M27.00S,2022-12-03T01:19:15.4Z,2,REGULAR,2pt,Jump Shot,[],1629216,9.280551905387648,88.72549019607843,1610612748,37,39,2022-12-03T01:21:38Z,2370000,False,-194.0,35.0,1,left,MISS G. Vincent 19' step back Shot,[1629216],1610612748.0,MIA,,step back,,,Vincent,G. Vincent,,,,,Mid-Range,16-24 Left,19.67,Missed,,,,,,,,,,,,,,,,,
242,PT06M26.00S,2022-12-03T01:19:16.4Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,37,39,2022-12-03T01:19:19Z,2380000,False,,,0,,J. Tatum REBOUND (Off:1 Def:2),[1628369],1610612738.0,BOS,,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Left,,,241.0,3.0,2.0,1.0,,,,,,,,,,,,,
243,PT06M24.00S,2022-12-03T01:19:18.6Z,2,REGULAR,turnover,bad pass,[],1628369,,,1610612738,37,39,2022-12-03T01:19:22Z,2390000,False,,,0,,J. Tatum bad pass TURNOVER (3 TO),"[1628369, 1629622]",1610612738.0,BOS,,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,3.0,Strus,1629622.0,,
244,PT06M24.00S,2022-12-03T01:19:18.6Z,2,REGULAR,steal,,[],1629622,,,1610612748,37,39,2022-12-03T01:19:20Z,2400000,False,,,0,,M. Strus STEAL (3 STL),[1629622],1610612748.0,MIA,,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,
245,PT06M21.00S,2022-12-03T01:19:22.3Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629622,28.07161629434954,86.02941176470588,1610612748,37,39,2022-12-03T01:22:03Z,2410000,False,-180.0,211.0,1,left,MISS M. Strus 27' running pullup 3PT,[1629622],1610612748.0,MIA,,running pullup,,,Strus,M. Strus,,,,,Above the Break 3,24+ Left Center,27.77,Missed,,,,,,,,,,,,,,,,,
246,PT06M19.00S,2022-12-03T01:19:24.2Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,37,39,2022-12-03T01:19:24Z,2420000,False,,,0,,J. Tatum REBOUND (Off:1 Def:3),[1628369],1610612738.0,BOS,,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,245.0,4.0,3.0,1.0,,,,,,,,,,,,,
247,PT06M14.00S,2022-12-03T01:19:29.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628401,72.35545335085413,18.38235294117647,1610612738,40,39,2022-12-03T01:22:32Z,2430000,False,-158.0,207.0,1,right,D. White 26' 3PT running (8 PTS) (A. Horford 2 AST),"[1628401, 201143]",1610612738.0,BOS,,running,,,White,D. White,,,,,Above the Break 3,24+ Left Center,26.08,Made,,,,,,,,,8.0,A. Horford,201143.0,2.0,,,,,
249,PT06M12.00S,2022-12-03T01:19:39.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,40,39,2022-12-03T01:19:39Z,2450000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT06M12.00S,2022-12-03T01:21:12.7Z,2,REGULAR,substitution,out,[],1629639,,,1610612748,40,39,2022-12-03T01:22:06Z,2460000,False,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT06M12.00S,2022-12-03T01:21:12.7Z,2,REGULAR,substitution,out,[],1629312,,,1610612748,40,39,2022-12-03T01:22:06Z,2470000,False,,,0,,SUB out: H. Highsmith,[1629312],1610612748.0,MIA,,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT06M12.00S,2022-12-03T01:21:12.7Z,2,REGULAR,substitution,out,[],1629622,,,1610612748,40,39,2022-12-03T01:22:06Z,2480000,False,,,0,,SUB out: M. Strus,[1629622],1610612748.0,MIA,,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,
