actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-02-02T00:45:37.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-02-02T00:45:37Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-02-02T00:45:39.1Z,1,REGULAR,jumpball,recovered,[],1628401,,,1610612738,0,0,2023-02-02T00:45:39Z,40000,False,,,0,,Jump Ball R. Williams III vs. N. Claxton: Tip to D. White,"[1628401, 1629057, 1629651]",1610612738.0,BOS,startperiod,D. White,1628401.0,White,D. White,Williams III,1629057.0,Claxton,1629651.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M38.00S,2023-02-02T00:45:57.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,92.06636005256242,63.725490196078425,1610612738,0,0,2023-02-02T00:46:41Z,70000,False,69.0,22.0,1,right,MISS D. White 7' driving floating Shot,[1628401],1610612738.0,BOS,driving floating,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,7.21,Missed,,,,,,,,,,,,,,,,,,
8,PT11M36.00S,2023-02-02T00:45:59.9Z,1,REGULAR,rebound,defensive,[],1626220,,,1610612751,0,0,2023-02-02T00:46:07Z,80000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:1),[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),0-8 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M28.00S,2023-02-02T00:46:08.6Z,1,REGULAR,2pt,Jump Shot,[],202681,20.844283837056505,40.19607843137255,1610612751,0,0,2023-02-02T00:46:32Z,90000,False,49.0,143.0,1,left,MISS K. Irving 15' pullup Shot,[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,Mid-Range,8-16 Center,15.15,Missed,,,,,,,,,,,,,,,,,,
10,PT11M26.00S,2023-02-02T00:46:10.6Z,1,REGULAR,rebound,offensive,[],1629651,,,1610612751,0,0,2023-02-02T00:46:32Z,100000,False,,,0,,N. Claxton REBOUND (Off:1 Def:0),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Mid-Range,8-16 Center,,,9.0,1.0,0.0,1.0,,,,,,,,,,,,,,
11,PT11M23.00S,2023-02-02T00:46:13.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203925,31.09395532194481,74.01960784313727,1610612751,0,0,2023-02-02T00:46:23Z,110000,False,-120.0,240.0,1,left,MISS J. Harris 26' 3PT,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,Above the Break 3,24+ Left Center,26.82,Missed,,,,,,,,,,,,,,,,,,
12,PT11M19.00S,2023-02-02T00:46:17.9Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,0,0,2023-02-02T00:46:23Z,120000,False,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
13,PT11M10.00S,2023-02-02T00:46:26.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,94.03745072273325,50.0,1610612738,2,0,2023-02-02T00:46:36Z,130000,False,0.0,4.0,1,right,R. Williams III cutting DUNK (2 PTS) (J. Brown 1 AST),"[1629057, 1627759]",1610612738.0,BOS,cutting,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,0.35,Made,,,,,2.0,J. Brown,1627759.0,1.0,,,,,,,,,,
15,PT10M44.00S,2023-02-02T00:46:52.5Z,1,REGULAR,3pt,Jump Shot,[],1626220,23.078186596583443,92.64705882352942,1610612751,2,0,2023-02-02T00:46:57Z,150000,False,-213.0,164.0,1,left,MISS R. O'Neale 26' 3PT,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Left Center,26.92,Missed,,,,,,,,,,,,,,,,,,
