actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-04-05T23:41:17.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-04-05T23:41:17Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2023-04-05T23:41:19.8Z,1,REGULAR,jumpball,recovered,[],203488,,,1610612738,0,0,2023-04-05T23:41:19Z,40000,False,,,0,,Jump Ball R. Williams III vs. J. Poeltl: Tip to M. Muscala,"[203488, 1629057, 1627751]",1610612738.0,BOS,startperiod,M. Muscala,203488.0,Muscala,M. Muscala,Williams III,1629057.0,Poeltl,1627751.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2023-04-05T23:41:38.5Z,1,REGULAR,3pt,Jump Shot,[],1627759,67.62483574244416,55.14705882352941,1610612738,0,0,2023-04-05T23:41:54Z,70000,False,26.0,252.0,1,right,MISS J. Brown 25' pullup 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,25.31,Missed,,,,,,,,,,,,,,,,,,
8,PT11M37.00S,2023-04-05T23:41:40.5Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612761,0,0,2023-04-05T23:41:45Z,80000,False,,,0,,J. Poeltl REBOUND (Off:0 Def:1),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M26.00S,2023-04-05T23:41:51.3Z,1,REGULAR,turnover,bad pass,[],1630567,,,1610612761,0,0,2023-04-05T23:41:55Z,90000,False,,,0,,S. Barnes bad pass TURNOVER (1 TO),"[1630567, 1628401]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,8-16 Right,,,,,,,1.0,White,1628401.0,,,,,,,,,,,
10,PT11M26.00S,2023-04-05T23:41:51.3Z,1,REGULAR,steal,,[],1628401,,,1610612738,0,0,2023-04-05T23:41:53Z,100000,False,,,0,,D. White STEAL (1 STL),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
11,PT11M21.00S,2023-04-05T23:41:56.8Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1630573,72.09264126149803,20.34313725490196,1610612738,0,0,2023-04-05T23:42:21Z,110000,False,-148.0,210.0,1,right,MISS S. Hauser 25' running 3PT,[1630573],1610612738.0,BOS,running,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,25.69,Missed,,,,,,,,,,,,,,,,,,
12,PT11M19.00S,2023-04-05T23:41:58.8Z,1,REGULAR,rebound,defensive,[],1627832,,,1610612761,0,0,2023-04-05T23:42:18Z,120000,False,,,0,,F. VanVleet REBOUND (Off:0 Def:1),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Left Center,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
13,PT11M08.00S,2023-04-05T23:42:08.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,8.886333771353483,61.51960784313726,1610612761,0,0,2023-04-05T23:42:13Z,130000,False,-58.0,31.0,1,left,MISS J. Poeltl 6' Jump Shot,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,6.54,Missed,,,,,,,,,,,,,,,,,,
14,PT11M06.00S,2023-04-05T23:42:10.2Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,0,0,2023-04-05T23:42:13Z,140000,False,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
15,PT10M50.00S,2023-04-05T23:42:26.9Z,1,REGULAR,3pt,Jump Shot,[],1628401,76.95466491458606,88.23529411764706,1610612738,0,0,2023-04-05T23:42:33Z,150000,False,191.0,164.0,1,right,MISS D. White 25' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,25.2,Missed,,,,,,,,,,,,,,,,,,
16,PT10M49.00S,2023-04-05T23:42:27.9Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612761,0,0,2023-04-05T23:42:33Z,160000,False,,,0,,J. Poeltl REBOUND (Off:0 Def:2),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Right Center,,,15.0,2.0,2.0,0.0,,,,,,,,,,,,,,
17,PT10M40.00S,2023-04-05T23:42:36.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,18.873193166885677,63.970588235294116,1610612761,0,0,2023-04-05T23:42:43Z,170000,False,-70.0,125.0,1,left,MISS P. Siakam 14' step back Shot,[1627783],1610612761.0,TOR,step back,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,14.31,Missed,,,,,,,,,,,,,,,,,,
18,PT10M39.00S,2023-04-05T23:42:37.9Z,1,REGULAR,rebound,defensive,[],1629057,,,1610612738,0,0,2023-04-05T23:42:43Z,180000,False,,,0,,R. Williams III REBOUND (Off:0 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,In The Paint (Non-RA),8-16 Center,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,
19,PT10M30.00S,2023-04-05T23:42:48.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628401,93.29829172141918,56.395526960784316,1610612738,0,0,2023-04-05T23:43:03Z,190000,False,32.0,10.0,1,right,MISS D. White driving Layup,[1628401],1610612738.0,BOS,driving,,,White,D. White,,,,,Restricted Area,0-8 Center,3.37,Missed,,,,,,,,,,,,,,,,,,
20,PT10M29.00S,2023-04-05T23:42:49.3Z,1,REGULAR,rebound,offensive,[],1629057,,,1610612738,0,0,2023-04-05T23:43:03Z,200000,False,,,0,,R. Williams III REBOUND (Off:1 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,,,19.0,2.0,1.0,1.0,,,,,,,,,,,,,,
21,PT10M28.00S,2023-04-05T23:42:55.8Z,1,REGULAR,foul,personal,['2freethrow'],1627751,,,1610612738,0,0,2023-04-05T23:43:05Z,210000,False,,,0,,J. Poeltl shooting personal FOUL (1 PF) (Williams III 2 FT),"[1627751, 1629057]",1610612761.0,TOR,shooting,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,,,,1193.0,1.0,0.0,Williams III,1629057.0,,,,,,
