actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-03-04T00:45:46.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-03-04T00:45:46Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-03-04T00:45:49.1Z,1,REGULAR,jumpball,recovered,[],203935,,,1610612738,0,0,2023-03-04T00:45:49Z,40000,False,,,0,,Jump Ball R. Williams III vs. N. Claxton: Tip to M. Smart,"[203935, 1629057, 1629651]",1610612738.0,BOS,startperiod,M. Smart,203935.0,Smart,M. Smart,Williams III,1629057.0,Claxton,1629651.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M47.00S,2023-03-04T00:45:58.8Z,1,REGULAR,3pt,Jump Shot,[],1627759,70.90998685939553,76.22549019607843,1610612738,0,0,2023-03-04T00:46:27Z,70000,False,131.0,221.0,1,right,MISS J. Brown 25' pullup 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,25.69,Missed,,,,,,,,,,,,,,,,,,
8,PT11M45.00S,2023-03-04T00:46:00.8Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,0,0,2023-03-04T00:46:04Z,80000,False,,,0,,N. Claxton REBOUND (Off:0 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Right Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M29.00S,2023-03-04T00:46:16.6Z,1,REGULAR,2pt,Jump Shot,[],1628969,22.552562417871222,49.01960784313725,1610612751,0,0,2023-03-04T00:48:28Z,90000,False,5.0,159.0,1,left,MISS M. Bridges 15' turnaround Shot - blocked,"[1628969, 1628369]",1610612751.0,BKN,turnaround,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Center,15.96,Missed,,,,,Tatum,1628369.0,,,,,,,,,,,,
10,PT11M29.00S,2023-03-04T00:46:16.6Z,1,REGULAR,block,,[],1628369,,,1610612751,0,0,2023-03-04T00:46:27Z,100000,False,,,0,,J. Tatum BLOCK (1 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
11,PT11M28.00S,2023-03-04T00:46:17.6Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,0,0,2023-03-04T00:46:34Z,110000,False,,,0,,A. Horford REBOUND (Off:0 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Mid-Range,8-16 Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
12,PT11M25.00S,2023-03-04T00:46:27.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203935,92.19776609724047,49.754901960784316,1610612738,2,0,2023-03-04T00:46:43Z,120000,False,-1.0,21.0,1,right,M. Smart running Layup (2 PTS) (J. Brown 1 AST),"[203935, 1627759]",1610612738.0,BOS,running,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,2.08,Made,,,,,,,2.0,J. Brown,1627759.0,1.0,,,,,,,,
14,PT11M25.00S,2023-03-04T00:46:34.0Z,1,REGULAR,foul,personal,['1freethrow'],1628969,,,1610612738,2,0,2023-03-04T00:46:47Z,140000,False,,,0,,M. Bridges shooting personal FOUL (1 PF) (Smart 1 FT),"[1628969, 203935]",1610612751.0,BKN,shooting,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1627964.0,1.0,0.0,Smart,203935.0,,,
16,PT11M25.00S,2023-03-04T00:46:49.7Z,1,REGULAR,freethrow,1 of 1,[],203935,,,1610612738,3,0,2023-03-04T00:46:49Z,160000,False,,,0,,M. Smart Free Throw 1 of 1 (3 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
