actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
165,PT00M00.00S,2022-11-15T01:06:26.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612760,32,35,2022-11-15T01:07:01Z,1580000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,Above the Break 3,24+ Right Center,,,,,164.0,,,,,,,,,,,,,,,,,
166,PT00M00.00S,2022-11-15T01:06:31.0Z,1,REGULAR,period,end,[],0,,,1610612760,32,35,2022-11-15T01:06:31Z,1590000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2022-11-15T01:08:36.9Z,2,REGULAR,substitution,out,['startperiod'],1628983,,,1610612760,32,35,2022-11-15T01:08:53Z,1600000,False,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,,,,,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2022-11-15T01:08:36.9Z,2,REGULAR,substitution,in,['startperiod'],1629026,,,1610612760,32,35,2022-11-15T01:08:53Z,1610000,False,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,,,,,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2022-11-15T01:09:06.9Z,2,REGULAR,period,start,[],0,,,1610612738,32,35,2022-11-15T01:09:06Z,1620000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT11M48.00S,2022-11-15T01:09:18.2Z,2,REGULAR,3pt,Jump Shot,[],1630573,35.43035479632063,49.754901960784316,1610612738,35,35,2022-11-15T01:09:23Z,1630000,False,1.0,281.0,1,left,S. Hauser 28' 3PT  (3 PTS) (D. White 1 AST),"[1630573, 1628401]",1610612738.0,BOS,,,,,,,Above the Break 3,24+ Center,28.05,Made,Hauser,S. Hauser,,,,,3.0,D. White,1628401.0,1.0,,,,,,,,,,
172,PT11M31.00S,2022-11-15T01:09:34.7Z,2,REGULAR,3pt,Jump Shot,[],1630197,80.6340341655716,4.6568627450980395,1610612760,35,35,2022-11-15T01:09:41Z,1650000,False,-227.0,130.0,1,right,MISS A. Pokusevski 26' 3PT,[1630197],1610612760.0,OKC,,,,,,,Above the Break 3,24+ Left Center,26.11,Missed,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,
173,PT11M28.00S,2022-11-15T01:09:37.7Z,2,REGULAR,rebound,offensive,[],1631119,,,1610612760,35,35,2022-11-15T01:09:41Z,1660000,False,,,0,,J. Williams REBOUND (Off:1 Def:0),[1631119],1610612760.0,OKC,,,,,,,Above the Break 3,24+ Left Center,,,Williams,J. Williams,172.0,1.0,0.0,1.0,,,,,,,,,,,,,,
174,PT11M25.00S,2022-11-15T01:09:40.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629652,67.62483574244416,47.30392156862745,1610612760,35,35,2022-11-15T01:09:49Z,1670000,False,-13.0,252.0,1,right,MISS L. Dort 25' step back 3PT,[1629652],1610612760.0,OKC,step back,,,,,,Above the Break 3,24+ Center,25.22,Missed,Dort,L. Dort,,,,,,,,,,,,,,,,,,
175,PT11M22.00S,2022-11-15T01:09:43.6Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,35,35,2022-11-15T01:09:49Z,1680000,False,,,0,,J. Tatum REBOUND (Off:1 Def:4),[1628369],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Center,,,Tatum,J. Tatum,174.0,5.0,4.0,1.0,,,,,,,,,,,,,,
176,PT11M03.00S,2022-11-15T01:10:02.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,8.541392904073588,43.65425857843137,1610612738,35,35,2022-11-15T01:10:25Z,1690000,False,32.0,28.0,1,left,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,,,,Restricted Area,0-8 Center,4.22,Missed,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,
177,PT11M00.00S,2022-11-15T01:10:05.8Z,2,REGULAR,rebound,defensive,[],1631119,,,1610612760,35,35,2022-11-15T01:10:10Z,1700000,False,,,0,,J. Williams REBOUND (Off:1 Def:1),[1631119],1610612760.0,OKC,,,,,,,Restricted Area,0-8 Center,,,Williams,J. Williams,176.0,2.0,1.0,1.0,,,,,,,,,,,,,,
178,PT10M56.00S,2022-11-15T01:10:12.1Z,2,REGULAR,foul,personal,[],1628369,,,1610612760,35,35,2022-11-15T01:10:21Z,1710000,False,,,0,,J. Tatum personal FOUL (2 PF),"[1628369, 1630197]",1610612738.0,BOS,,,,,,,Mid-Range,8-16 Left,,,Tatum,J. Tatum,,,,,,,,,101284.0,2.0,0.0,Pokusevski,1630197.0,,,,,
180,PT10M56.00S,2022-11-15T01:10:25.0Z,2,REGULAR,foul,technical,['1freethrow'],1628369,,,1610612760,35,35,2022-11-15T01:10:31Z,1730000,False,,,0,,J. Tatum technical FOUL (1 Tech),[1628369],1610612738.0,BOS,,,,,,,,,,,Tatum,J. Tatum,,,,,,,,,101284.0,2.0,1.0,,,,,,,
181,PT10M56.00S,2022-11-15T01:10:43.3Z,2,REGULAR,freethrow,1 of 1,[],1629652,,,1610612760,35,36,2022-11-15T01:10:43Z,1740000,False,,,0,,L. Dort technical Free Throw 1 of 1 (7 PTS),[1629652],1610612760.0,OKC,technical,,,,,,,,,Made,Dort,L. Dort,,,,,7.0,,,,,,,,,,,,,
182,PT10M46.00S,2022-11-15T01:11:04.2Z,2,REGULAR,2pt,Jump Shot,[],1631119,92.59198423127464,28.431372549019606,1610612760,35,38,2022-11-15T01:17:28Z,1750000,False,-108.0,17.0,1,right,J. Williams 10' floating Jump Shot (2 PTS) (K. Williams 1 AST),"[1631119, 1629026]",1610612760.0,OKC,floating,,,,,,Mid-Range,8-16 Left,10.91,Made,Williams,J. Williams,,,,,2.0,K. Williams,1629026.0,1.0,,,,,,,,,,
184,PT10M33.00S,2022-11-15T01:11:18.7Z,2,REGULAR,foul,personal,['2freethrow'],1629652,,,1610612738,35,38,2022-11-15T01:11:35Z,1770000,False,,,0,,L. Dort shooting personal FOUL (2 PF) (White 2 FT),"[1629652, 1628401]",1610612760.0,OKC,shooting,,,,,,Mid-Range,16-24 Left Center,,,Dort,L. Dort,,,,,,,,,203177.0,2.0,0.0,White,1628401.0,,,,,
186,PT10M33.00S,2022-11-15T01:11:44.4Z,2,REGULAR,freethrow,1 of 2,[],1628401,,,1610612738,36,38,2022-11-15T01:11:44Z,1790000,False,,,0,,D. White Free Throw 1 of 2 (4 PTS),[1628401],1610612738.0,BOS,,,,,,,,,,Made,White,D. White,,,,,4.0,,,,,,,,,,,,,
187,PT10M33.00S,2022-11-15T01:12:02.8Z,2,REGULAR,freethrow,2 of 2,[],1628401,,,1610612738,37,38,2022-11-15T01:12:02Z,1800000,False,,,0,,D. White Free Throw 2 of 2 (5 PTS),[1628401],1610612738.0,BOS,,,,,,,,,,Made,White,D. White,,,,,5.0,,,,,,,,,,,,,
188,PT10M29.00S,2022-11-15T01:12:10.3Z,2,REGULAR,foul,personal,['2freethrow'],1628436,,,1610612760,37,38,2022-11-15T01:12:27Z,1810000,False,,,0,,L. Kornet shooting personal FOUL (1 PF) (Giddey 2 FT),"[1628436, 1630581]",1610612738.0,BOS,shooting,,,,,,Restricted Area,0-8 Center,,,Kornet,L. Kornet,,,,,,,,,203177.0,1.0,0.0,Giddey,1630581.0,,,,,
190,PT10M29.00S,2022-11-15T01:12:29.4Z,2,REGULAR,freethrow,1 of 2,[],1630581,,,1610612760,37,39,2022-11-15T01:12:29Z,1830000,False,,,0,,J. Giddey Free Throw 1 of 2 (5 PTS),[1630581],1610612760.0,OKC,,,,,,,,,,Made,Giddey,J. Giddey,,,,,5.0,,,,,,,,,,,,,
191,PT10M29.00S,2022-11-15T01:12:41.5Z,2,REGULAR,freethrow,2 of 2,[],1630581,,,1610612760,37,40,2022-11-15T01:12:41Z,1840000,False,,,0,,J. Giddey Free Throw 2 of 2 (6 PTS),[1630581],1610612760.0,OKC,,,,,,,,,,Made,Giddey,J. Giddey,,,,,6.0,,,,,,,,,,,,,
192,PT10M18.00S,2022-11-15T01:12:53.3Z,2,REGULAR,3pt,Jump Shot,[],1628369,19.267411300919843,4.901960784313726,1610612738,40,40,2022-11-15T01:12:57Z,1850000,False,225.0,129.0,1,left,J. Tatum 25' 3PT  (9 PTS) (D. White 2 AST),"[1628369, 1628401]",1610612738.0,BOS,,,,,,,Above the Break 3,24+ Right Center,25.96,Made,Tatum,J. Tatum,,,,,9.0,D. White,1628401.0,2.0,,,,,,,,,,
194,PT09M55.00S,2022-11-15T01:13:15.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629026,93.9060446780552,53.431372549019606,1610612760,40,42,2022-11-15T01:13:22Z,1870000,False,17.0,5.0,1,right,K. Williams driving Layup (2 PTS) (A. Pokusevski 1 AST),"[1629026, 1630197]",1610612760.0,OKC,driving,,,,,,Restricted Area,0-8 Center,1.79,Made,Williams,K. Williams,,,,,2.0,A. Pokusevski,1630197.0,1.0,,,,,,,,,,
196,PT09M43.00S,2022-11-15T01:13:30.0Z,2,REGULAR,foul,personal,['2freethrow'],1631119,,,1610612738,40,42,2022-11-15T01:13:48Z,1890000,False,,,0,,J. Williams shooting personal FOUL (1 PF) (Tatum 2 FT),"[1631119, 1628369]",1610612760.0,OKC,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Williams,J. Williams,,,,,,,,,203177.0,1.0,0.0,Tatum,1628369.0,,,,,
198,PT09M43.00S,2022-11-15T01:13:59.8Z,2,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,41,42,2022-11-15T01:13:59Z,1910000,False,,,0,,J. Tatum Free Throw 1 of 2 (10 PTS),[1628369],1610612738.0,BOS,,,,,,,,,,Made,Tatum,J. Tatum,,,,,10.0,,,,,,,,,,,,,
199,PT09M43.00S,2022-11-15T01:14:05.6Z,2,REGULAR,substitution,out,[],1630202,,,1610612738,41,42,2022-11-15T01:14:14Z,1920000,False,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,,,,,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,
200,PT09M43.00S,2022-11-15T01:14:05.6Z,2,REGULAR,substitution,out,[],1628436,,,1610612738,41,42,2022-11-15T01:14:14Z,1930000,False,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,,,,,,,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,
201,PT09M43.00S,2022-11-15T01:14:05.6Z,2,REGULAR,substitution,in,[],203943,,,1610612738,41,42,2022-11-15T01:14:14Z,1940000,False,,,0,,SUB in: N. Vonleh,[203943],1610612738.0,BOS,,,,,,,,,,,Vonleh,N. Vonleh,,,,,,,,,,,,,,,,,,
202,PT09M43.00S,2022-11-15T01:14:05.6Z,2,REGULAR,substitution,in,[],203935,,,1610612738,41,42,2022-11-15T01:14:14Z,1950000,False,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,,,,,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,
203,PT09M43.00S,2022-11-15T01:14:24.6Z,2,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,42,42,2022-11-15T01:14:24Z,1960000,False,,,0,,J. Tatum Free Throw 2 of 2 (11 PTS),[1628369],1610612738.0,BOS,,,,,,,,,,Made,Tatum,J. Tatum,,,,,11.0,,,,,,,,,,,,,
204,PT09M35.00S,2022-11-15T01:14:33.4Z,2,REGULAR,2pt,Jump Shot,[],1629026,76.2976346911958,55.63725490196079,1610612760,42,44,2022-11-15T01:14:41Z,1970000,False,28.0,170.0,1,right,K. Williams 17' pullup Jump Shot (4 PTS) (J. Giddey 1 AST),"[1629026, 1630581]",1610612760.0,OKC,pullup,,,,,,Mid-Range,16-24 Center,17.26,Made,Williams,K. Williams,,,,,4.0,J. Giddey,1630581.0,1.0,,,,,,,,,,
206,PT09M21.00S,2022-11-15T01:14:46.7Z,2,REGULAR,turnover,lost ball,[],1630573,,,1610612738,42,44,2022-11-15T01:14:52Z,1990000,False,,,0,,S. Hauser lost ball TURNOVER (1 TO),"[1630573, 1630197]",1610612738.0,BOS,,,,,,,Mid-Range,16-24 Center,,,Hauser,S. Hauser,,,,,,,,,,,,,,1.0,Pokusevski,1630197.0,,
207,PT09M21.00S,2022-11-15T01:14:46.7Z,2,REGULAR,steal,,[],1630197,,,1610612760,42,44,2022-11-15T01:14:50Z,2000000,False,,,0,,A. Pokusevski STEAL (1 STL),[1630197],1610612760.0,OKC,,,,,,,Mid-Range,16-24 Center,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,
208,PT09M18.00S,2022-11-15T01:14:53.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629652,92.72339027595268,50.245098039215684,1610612760,42,46,2022-11-15T01:15:15Z,2010000,False,1.0,16.0,1,right,L. Dort running Layup (9 PTS) (A. Pokusevski 2 AST),"[1629652, 1630197]",1610612760.0,OKC,running,,,,,,Restricted Area,0-8 Center,1.59,Made,Dort,L. Dort,,,,,9.0,A. Pokusevski,1630197.0,2.0,,,,,,,,,,
209,PT09M18.00S,2022-11-15T01:15:07.8Z,2,REGULAR,foul,personal,['1freethrow'],203935,,,1610612760,42,46,2022-11-15T01:15:16Z,2020000,False,,,0,,M. Smart shooting personal FOUL (2 PF) (Dort 1 FT),"[203935, 1629652]",1610612738.0,BOS,shooting,,,,,,Restricted Area,0-8 Center,,,Smart,M. Smart,,,,,,,,,203177.0,2.0,0.0,Dort,1629652.0,,,,,
211,PT09M18.00S,2022-11-15T01:15:23.1Z,2,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1629652,,,1610612760,42,47,2022-11-15T01:15:23Z,2040000,False,,,0,,L. Dort Free Throw 1 of 1 (10 PTS),[1629652],1610612760.0,OKC,,,,,,,,,,Made,Dort,L. Dort,,,,,10.0,,,,,,,,,,,,,
212,PT09M03.00S,2022-11-15T01:15:43.8Z,2,REGULAR,foul,offensive,[],203943,,,1610612738,42,47,2022-11-15T01:16:06Z,2050000,False,,,0,,N. Vonleh offensive FOUL (1 PF),"[203943, 1629652]",1610612738.0,BOS,,,,,,,Above the Break 3,24+ Right Center,,,Vonleh,N. Vonleh,,,,,,,,,1627534.0,1.0,0.0,Dort,1629652.0,,,,,
214,PT09M03.00S,2022-11-15T01:15:43.8Z,2,REGULAR,turnover,offensive foul,[],203943,,,1610612738,42,47,2022-11-15T01:15:43Z,2070000,False,,,0,,N. Vonleh offensive foul TURNOVER (1 TO),[203943],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Right Center,,,Vonleh,N. Vonleh,,,,,,,,,1627534.0,,,,,1.0,,,,
215,PT08M54.00S,2022-11-15T01:16:14.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630581,92.19776609724047,54.166666666666664,1610612760,42,47,2022-11-15T01:16:25Z,2080000,False,21.0,21.0,1,right,MISS J. Giddey driving Layup,[1630581],1610612760.0,OKC,driving,,,,,,Restricted Area,0-8 Center,2.94,Missed,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,
216,PT08M52.00S,2022-11-15T01:16:15.8Z,2,REGULAR,rebound,offensive,[],1629652,,,1610612760,42,47,2022-11-15T01:16:15Z,2090000,False,,,0,,L. Dort REBOUND (Off:1 Def:1),[1629652],1610612760.0,OKC,,,,,,,Restricted Area,0-8 Center,,,Dort,L. Dort,215.0,2.0,1.0,1.0,,,,,,,,,,,,,,
218,PT08M51.00S,2022-11-15T01:16:31.9Z,2,REGULAR,substitution,out,[],1628401,,,1610612760,42,47,2022-11-15T01:16:37Z,2110000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,,,,,,,,White,D. White,,,,,,,,,,,,,,,,,,
219,PT08M51.00S,2022-11-15T01:16:31.9Z,2,REGULAR,substitution,in,[],1627759,,,1610612760,42,47,2022-11-15T01:16:37Z,2120000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,,,,,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,
220,PT08M48.00S,2022-11-15T01:16:46.5Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629026,96.7969776609724,98.2843137254902,1610612760,42,50,2022-11-15T01:16:51Z,2130000,False,241.0,-22.0,1,right,K. Williams 24' 3PT  (7 PTS) (J. Giddey 2 AST),"[1629026, 1630581]",1610612760.0,OKC,,,,,,,Right Corner 3,24+ Right,24.24,Made,Williams,K. Williams,,,,,7.0,J. Giddey,1630581.0,2.0,,,,,,,,,,
222,PT08M32.00S,2022-11-15T01:17:01.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,14.799605781865965,43.872549019607845,1610612738,44,50,2022-11-15T01:17:07Z,2150000,False,31.0,87.0,1,left,J. Brown 9' driving floating Jump Shot (14 PTS),[1627759],1610612738.0,BOS,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,9.18,Made,Brown,J. Brown,,,,,14.0,,,,,,,,,,,,,
223,PT08M14.00S,2022-11-15T01:17:22.9Z,2,REGULAR,3pt,Jump Shot,[],1631119,95.3515111695138,98.2843137254902,1610612760,44,50,2022-11-15T01:17:40Z,2160000,False,241.0,-9.0,1,right,MISS J. Williams 24' 3PT,[1631119],1610612760.0,OKC,,,,,,,Right Corner 3,24+ Right,24.16,Missed,Williams,J. Williams,,,,,,,,,,,,,,,,,,
224,PT08M13.00S,2022-11-15T01:17:23.9Z,2,REGULAR,rebound,offensive,[],1629652,,,1610612760,44,50,2022-11-15T01:17:40Z,2170000,False,,,0,,L. Dort REBOUND (Off:2 Def:1),[1629652],1610612760.0,OKC,,,,,,,Right Corner 3,24+ Right,,,Dort,L. Dort,223.0,3.0,1.0,2.0,,,,,,,,,,,,,,
225,PT08M12.00S,2022-11-15T01:17:33.7Z,2,REGULAR,foul,personal,['2freethrow'],203943,,,1610612760,44,50,2022-11-15T01:17:41Z,2180000,False,,,0,,N. Vonleh shooting personal FOUL (2 PF) (Dort 2 FT),"[203943, 1629652]",1610612738.0,BOS,shooting,,,,,,Mid-Range,16-24 Left,,,Vonleh,N. Vonleh,,,,,,,,,1627534.0,2.0,0.0,Dort,1629652.0,,,,,
227,PT08M12.00S,2022-11-15T01:18:00.8Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1629652,,,1610612760,44,50,2022-11-15T01:18:00Z,2200000,False,,,0,,MISS L. Dort Free Throw 1 of 2,[1629652],1610612760.0,OKC,,,,,,,,,,Missed,Dort,L. Dort,,,,,,,,,,,,,,,,,,
228,PT08M12.00S,2022-11-15T01:18:00.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,44,50,2022-11-15T01:18:00Z,2210000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,227.0,,,,,,,,,,,,,,,,,
229,PT08M12.00S,2022-11-15T01:18:02.8Z,2,REGULAR,substitution,out,[],1628369,,,1610612760,44,50,2022-11-15T01:18:10Z,2220000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,,,,,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,
230,PT08M12.00S,2022-11-15T01:18:02.8Z,2,REGULAR,substitution,out,[],203943,,,1610612760,44,50,2022-11-15T01:18:10Z,2230000,False,,,0,,SUB out: N. Vonleh,[203943],1610612738.0,BOS,,,,,,,,,,,Vonleh,N. Vonleh,,,,,,,,,,,,,,,,,,
231,PT08M12.00S,2022-11-15T01:18:02.8Z,2,REGULAR,substitution,in,[],201143,,,1610612760,44,50,2022-11-15T01:18:10Z,2240000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,,,,,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,
232,PT08M12.00S,2022-11-15T01:18:02.8Z,2,REGULAR,substitution,in,[],1629684,,,1610612760,44,50,2022-11-15T01:18:10Z,2250000,False,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,,,,,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,
233,PT08M12.00S,2022-11-15T01:18:25.8Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1629652,,,1610612760,44,51,2022-11-15T01:18:25Z,2260000,False,,,0,,L. Dort Free Throw 2 of 2 (11 PTS),[1629652],1610612760.0,OKC,,,,,,,,,,Made,Dort,L. Dort,,,,,11.0,,,,,,,,,,,,,
234,PT08M01.00S,2022-11-15T01:18:41.5Z,2,REGULAR,foul,offensive,[],1627759,,,1610612738,44,51,2022-11-15T01:19:02Z,2270000,False,,,0,,J. Brown offensive FOUL (1 PF),"[1627759, 1629652]",1610612738.0,BOS,,,,,,,Mid-Range,16-24 Left Center,,,Brown,J. Brown,,,,,,,,,1627534.0,1.0,0.0,Dort,1629652.0,,,,,
236,PT08M01.00S,2022-11-15T01:18:41.5Z,2,REGULAR,turnover,offensive foul,[],1627759,,,1610612738,44,51,2022-11-15T01:18:41Z,2290000,False,,,0,,J. Brown offensive foul TURNOVER (3 TO),[1627759],1610612738.0,BOS,,,,,,,Mid-Range,16-24 Left Center,,,Brown,J. Brown,,,,,,,,,1627534.0,,,,,3.0,,,,
237,PT08M01.00S,2022-11-15T01:18:54.8Z,2,REGULAR,substitution,out,[],1629652,,,1610612760,44,51,2022-11-15T01:18:57Z,2300000,False,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,,,,,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,
238,PT08M01.00S,2022-11-15T01:18:54.8Z,2,REGULAR,substitution,in,[],1631114,,,1610612760,44,51,2022-11-15T01:18:57Z,2310000,False,,,0,,SUB in: J. Williams,[1631114],1610612760.0,OKC,,,,,,,,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,
239,PT07M52.00S,2022-11-15T01:19:10.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630581,92.72339027595268,54.41176470588235,1610612760,44,51,2022-11-15T01:19:15Z,2320000,False,22.0,16.0,1,right,MISS J. Giddey driving Layup,[1630581],1610612760.0,OKC,driving,,,,,,Restricted Area,0-8 Center,2.72,Missed,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,
240,PT07M50.00S,2022-11-15T01:19:12.6Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,44,51,2022-11-15T01:19:15Z,2330000,False,,,0,,A. Horford REBOUND (Off:0 Def:1),[201143],1610612738.0,BOS,,,,,,,Restricted Area,0-8 Center,,,Horford,A. Horford,239.0,1.0,1.0,0.0,,,,,,,,,,,,,,
241,PT07M48.00S,2022-11-15T01:19:16.0Z,2,REGULAR,foul,personal,['2freethrow'],1631114,,,1610612738,44,51,2022-11-15T01:19:36Z,2340000,False,,,0,,J. Williams shooting personal FOUL (2 PF) (Smart 2 FT),"[1631114, 203935]",1610612760.0,OKC,shooting,,,,,,Restricted Area,0-8 Center,,,Williams,J. Williams,,,,,,,,,1627534.0,2.0,0.0,Smart,203935.0,,,,,
243,PT07M48.00S,2022-11-15T01:19:43.4Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],203935,,,1610612738,45,51,2022-11-15T01:19:43Z,2360000,False,,,0,,M. Smart Free Throw 1 of 2 (1 PTS),[203935],1610612738.0,BOS,,,,,,,,,,Made,Smart,M. Smart,,,,,1.0,,,,,,,,,,,,,
244,PT07M48.00S,2022-11-15T01:19:57.5Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],203935,,,1610612738,46,51,2022-11-15T01:19:57Z,2370000,False,,,0,,M. Smart Free Throw 2 of 2 (2 PTS),[203935],1610612738.0,BOS,,,,,,,,,,Made,Smart,M. Smart,,,,,2.0,,,,,,,,,,,,,
245,PT07M41.00S,2022-11-15T01:20:05.6Z,2,REGULAR,3pt,Jump Shot,[],1630197,67.23061760840999,49.754901960784316,1610612760,46,54,2022-11-15T01:20:09Z,2380000,False,-1.0,256.0,1,right,A. Pokusevski 25' 3PT  (7 PTS) (J. Giddey 3 AST),"[1630197, 1630581]",1610612760.0,OKC,,,,,,,Above the Break 3,24+ Center,25.55,Made,Pokusevski,A. Pokusevski,,,,,7.0,J. Giddey,1630581.0,3.0,,,,,,,,,,
247,PT07M25.00S,2022-11-15T01:20:27.0Z,2,REGULAR,violation,kicked ball,[],1631119,,,1610612738,46,54,2022-11-15T01:20:37Z,2400000,False,,,0,,J. Williams kicked ball VIOLATION,[1631119],1610612760.0,OKC,,,,,,,,,,,Williams,J. Williams,,,,,,,,,101284.0,,,,,,,,,
248,PT07M20.00S,2022-11-15T01:20:43.5Z,2,REGULAR,2pt,Jump Shot,[],1627759,23.866622864651774,76.47058823529412,1610612738,46,54,2022-11-15T01:20:48Z,2410000,False,-132.0,172.0,1,left,MISS J. Brown 21' Jump Shot,[1627759],1610612738.0,BOS,,,,,,,Mid-Range,16-24 Left Center,21.69,Missed,Brown,J. Brown,,,,,,,,,,,,,,,,,,
249,PT07M17.00S,2022-11-15T01:20:46.5Z,2,REGULAR,rebound,defensive,[],1631119,,,1610612760,46,54,2022-11-15T01:20:48Z,2420000,False,,,0,,J. Williams REBOUND (Off:1 Def:2),[1631119],1610612760.0,OKC,,,,,,,Mid-Range,16-24 Left Center,,,Williams,J. Williams,248.0,3.0,2.0,1.0,,,,,,,,,,,,,,
252,PT06M59.00S,2022-11-15T01:21:16.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,87.20433639947439,57.35294117647059,1610612760,46,54,2022-11-15T01:21:33Z,2440000,False,37.0,68.0,1,right,MISS J. Giddey 7' driving floating Shot,[1630581],1610612760.0,OKC,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,7.71,Missed,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,
253,PT06M58.00S,2022-11-15T01:21:17.9Z,2,REGULAR,rebound,offensive,[],1630197,,,1610612760,46,54,2022-11-15T01:21:33Z,2450000,False,,,0,,A. Pokusevski REBOUND (Off:2 Def:4),[1630197],1610612760.0,OKC,,,,,,,In The Paint (Non-RA),0-8 Center,,,Pokusevski,A. Pokusevski,252.0,6.0,4.0,2.0,,,,,,,,,,,,,,
254,PT06M58.00S,2022-11-15T01:21:22.5Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1630197,94.40999984741211,50.0,1610612760,46,56,2022-11-15T01:21:46Z,2460000,False,0.0,0.0,1,right,A. Pokusevski tip DUNK (9 PTS),[1630197],1610612760.0,OKC,tip,,,,,,Restricted Area,0-8 Center,0.0,Made,Pokusevski,A. Pokusevski,,,,,9.0,,,,,,,,,,,,,
255,PT06M40.00S,2022-11-15T01:21:39.0Z,2,REGULAR,foul,offensive,[],203935,,,1610612738,46,56,2022-11-15T01:21:51Z,2470000,False,,,0,,M. Smart charge offensive FOUL (3 PF),"[203935, 1629026]",1610612738.0,BOS,charge,,,,,,Above the Break 3,24+ Center,,,Smart,M. Smart,,,,,,,,,101284.0,3.0,0.0,Williams,1629026.0,,,,,
