actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2022-12-28T00:41:02.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-12-28T00:41:02Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2022-12-28T00:41:04.3Z,1,REGULAR,jumpball,recovered,[],1627759,,,1610612738,0,0,2022-12-28T00:41:04Z,40000,False,,,0,,Jump Ball A. Horford vs. J. Smith Jr.: Tip to J. Brown,"[1627759, 201143, 1631095]",1610612738.0,BOS,startperiod,J. Brown,1627759.0,Brown,J. Brown,Horford,201143.0,Smith Jr.,1631095.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2022-12-28T00:41:15.9Z,1,REGULAR,3pt,Jump Shot,[],1628369,92.46057818659659,96.81372549019608,1610612738,0,0,2022-12-28T00:41:23Z,70000,False,234.0,18.0,1,right,MISS J. Tatum 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Right Corner 3,24+ Right,23.48,Missed,,,,,,,,,,,,,,,,,,
8,PT11M43.00S,2022-12-28T00:41:17.9Z,1,REGULAR,rebound,defensive,[],1630231,,,1610612745,0,0,2022-12-28T00:41:23Z,80000,False,,,0,,K. Martin Jr. REBOUND (Off:0 Def:1),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Right Corner 3,24+ Right,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M21.00S,2022-12-28T00:41:40.0Z,1,REGULAR,3pt,Jump Shot,[],1629645,28.597240473061763,17.892156862745097,1610612745,0,0,2022-12-28T00:41:55Z,90000,False,161.0,216.0,1,left,MISS K. Porter Jr. 26' 3PT,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Right Center,26.93,Missed,,,,,,,,,,,,,,,,,,
10,PT11M20.00S,2022-12-28T00:41:41.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,0,0,2022-12-28T00:41:55Z,100000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Above the Break 3,24+ Right Center,,,9.0,,,,,,,,,,,,,,,,,
15,PT11M20.00S,2022-12-28T00:41:43.4Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612745,0,0,2022-12-28T00:42:25Z,105000,False,,,0,,HOU shot clock Team TURNOVER,[],1610612745.0,HOU,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202037.0,,,,,,,,,,,,,
12,PT11M13.00S,2022-12-28T00:42:06.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627759,67.09921156373193,31.127450980392158,1610612738,0,0,2022-12-28T00:42:34Z,120000,False,-94.0,257.0,1,right,MISS J. Brown 27' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,27.36,Missed,,,,,,,,,,,,,,,,,,
13,PT11M12.00S,2022-12-28T00:42:11.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612745,0,0,2022-12-28T00:42:11Z,130000,False,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Above the Break 3,24+ Left Center,,,12.0,,,,,,,,,,,,,,,,,
16,PT10M59.00S,2022-12-28T00:42:26.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,8.229303547963205,65.19607843137256,1610612745,0,0,2022-12-28T00:45:57Z,150000,False,-76.0,25.0,1,left,MISS J. Green 8' driving finger roll Layup,[1630224],1610612745.0,HOU,driving finger roll,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,8.0,Missed,,,,,,,,,,,,,,,,,,
