actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
270,PT06M37.00S,2022-10-29T00:30:24.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,51,46,2022-10-29T00:30:24Z,2690000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,269.0,,,,,,,,,,,,,
271,PT06M37.00S,2022-10-29T00:30:41.0Z,2,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,52,46,2022-10-29T00:30:41Z,2700000,,,0,,J. Brown Free Throw 2 of 2 (8 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,Made,,8.0,,,,,,,,,,,,
272,PT06M16.00S,2022-10-29T00:31:04.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629731,20.18725361366623,37.254901960784316,1610612739,52,46,2022-10-29T00:31:10Z,2710000,64.0,137.0,1,left,MISS D. Wade 15' turnaround fadeaway Shot,[1629731],1610612739.0,CLE,turnaround fadeaway,,,Wade,D. Wade,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,15.14,,,,,,,,,,,
273,PT06M14.00S,2022-10-29T00:31:06.5Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,52,46,2022-10-29T00:31:10Z,2720000,,,0,,J. Tatum REBOUND (Off:1 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,272.0,,,3.0,2.0,1.0,,,,,,,,
274,PT06M08.00S,2022-10-29T00:31:18.4Z,2,REGULAR,foul,offensive,[],201143,,,1610612738,52,46,2022-10-29T00:31:37Z,2730000,,,0,,A. Horford offensive FOUL (1 PF),"[201143, 1629731]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left Center,1627519.0,1.0,0.0,Wade,1629731.0,,,,,,,,,,,,,,,
276,PT06M08.00S,2022-10-29T00:31:18.4Z,2,REGULAR,turnover,offensive foul,[],201143,,,1610612738,52,46,2022-10-29T00:31:18Z,2750000,,,0,,A. Horford offensive foul TURNOVER (1 TO),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left Center,1627519.0,,,,,,,,,,,,1.0,,,,,,,
277,PT05M50.00S,2022-10-29T00:31:54.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630171,8.492115637319317,47.549019607843135,1610612739,52,48,2022-10-29T00:32:08Z,2760000,12.0,27.0,1,left,I. Okoro driving reverse Layup (2 PTS) (J. Allen 1 AST),"[1630171, 1628386]",1610612739.0,CLE,driving reverse,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,2.99,,,,,J. Allen,1628386.0,1.0,,,,
279,PT05M27.00S,2022-10-29T00:32:15.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,93.24901445466492,55.14705882352941,1610612738,54,48,2022-10-29T00:32:20Z,2780000,26.0,11.0,1,right,J. Brown driving Layup (10 PTS) (L. Kornet 1 AST),"[1627759, 1628436]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,Made,,10.0,2.8,,,,,L. Kornet,1628436.0,1.0,,,,
281,PT05M15.00S,2022-10-29T00:32:27.8Z,2,REGULAR,2pt,Jump Shot,[],1628378,19.66162943495401,26.715686274509803,1610612739,54,50,2022-10-29T00:32:33Z,2800000,116.0,132.0,1,left,D. Mitchell 17' pullup Jump Shot (13 PTS),[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Right Center,,,,,,Made,,13.0,17.62,,,,,,,,,,,
282,PT05M06.00S,2022-10-29T00:32:37.7Z,2,REGULAR,3pt,Jump Shot,[],201143,75.77201051248358,86.51960784313727,1610612738,57,50,2022-10-29T00:32:53Z,2810000,183.0,175.0,1,right,A. Horford 25' 3PT  (10 PTS) (J. Brown 2 AST),"[201143, 1627759]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,,,,,,Made,,10.0,25.31,,,,,J. Brown,1627759.0,2.0,,,,
284,PT04M47.00S,2022-10-29T00:32:55.6Z,2,REGULAR,2pt,Jump Shot,[],1628378,22.815374507227332,46.81372549019608,1610612739,57,50,2022-10-29T00:33:03Z,2830000,16.0,162.0,1,left,MISS D. Mitchell 16' step back Shot,[1628378],1610612739.0,CLE,step back,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Center,,,,,,Missed,,,16.28,,,,,,,,,,,
285,PT04M44.00S,2022-10-29T00:32:58.6Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,57,50,2022-10-29T00:33:03Z,2840000,,,0,,J. Brown REBOUND (Off:0 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Center,,,,,,,284.0,,,3.0,3.0,0.0,,,,,,,,
286,PT04M41.00S,2022-10-29T00:33:09.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629731,,,1610612738,57,50,2022-10-29T00:33:20Z,2850000,,,0,,D. Wade personal FOUL (2 PF) (Tatum 2 FT),"[1629731, 1628369]",1610612739.0,CLE,,,,Wade,D. Wade,,,,,Mid-Range,16-24 Left,1151.0,2.0,0.0,Tatum,1628369.0,,,,,,,,,,,,,,,
288,PT04M41.00S,2022-10-29T00:33:36.6Z,2,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,58,50,2022-10-29T00:33:36Z,2870000,,,0,,J. Tatum Free Throw 1 of 2 (17 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,Made,,17.0,,,,,,,,,,,,
289,PT04M41.00S,2022-10-29T00:33:37.9Z,2,REGULAR,substitution,out,[],1628436,,,1610612738,58,50,2022-10-29T00:33:51Z,2880000,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT04M41.00S,2022-10-29T00:33:37.9Z,2,REGULAR,substitution,out,[],1630171,,,1610612738,58,50,2022-10-29T00:33:51Z,2900000,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT04M41.00S,2022-10-29T00:33:37.9Z,2,REGULAR,substitution,out,[],201567,,,1610612738,58,50,2022-10-29T00:33:51Z,2910000,,,0,,SUB out: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT04M41.00S,2022-10-29T00:33:37.9Z,2,REGULAR,substitution,in,[],203935,,,1610612738,58,50,2022-10-29T00:33:51Z,2920000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT04M41.00S,2022-10-29T00:33:37.9Z,2,REGULAR,substitution,in,[],1630596,,,1610612738,58,50,2022-10-29T00:33:51Z,2930000,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT04M41.00S,2022-10-29T00:33:37.9Z,2,REGULAR,substitution,in,[],203526,,,1610612738,58,50,2022-10-29T00:33:51Z,2940000,,,0,,SUB in: R. Neto,[203526],1610612739.0,CLE,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT04M41.00S,2022-10-29T00:33:37.9Z,2,REGULAR,substitution,in,[],1627747,,,1610612738,58,50,2022-10-29T00:33:51Z,2950000,,,0,,SUB in: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT04M41.00S,2022-10-29T00:33:37.9Z,2,REGULAR,substitution,out,[],1628378,,,1610612738,58,50,2022-10-29T00:35:05Z,2955000,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT04M41.00S,2022-10-29T00:34:04.4Z,2,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,59,50,2022-10-29T00:34:04Z,2960000,,,0,,J. Tatum Free Throw 2 of 2 (18 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,Made,,18.0,,,,,,,,,,,,
298,PT04M22.00S,2022-10-29T00:34:25.9Z,2,REGULAR,3pt,Jump Shot,[],203526,25.57490144546649,90.44117647058823,1610612739,59,50,2022-10-29T00:34:51Z,2970000,-202.0,188.0,1,left,MISS R. Neto 27' 3PT,[203526],1610612739.0,CLE,,,,Neto,R. Neto,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,27.6,,,,,,,,,,,
299,PT04M18.00S,2022-10-29T00:34:29.9Z,2,REGULAR,rebound,offensive,[],1628386,,,1610612739,59,50,2022-10-29T00:34:51Z,2980000,,,0,,J. Allen REBOUND (Off:3 Def:2),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Left Center,,,,,,,298.0,,,5.0,2.0,3.0,,,,,,,,
300,PT04M18.00S,2022-10-29T00:34:35.3Z,2,REGULAR,foul,personal,['2freethrow'],201143,,,1610612739,59,50,2022-10-29T00:34:47Z,2990000,,,0,,A. Horford shooting personal FOUL (2 PF) (Allen 2 FT),"[201143, 1628386]",1610612738.0,BOS,shooting,,,Horford,A. Horford,,,,,In The Paint (Non-RA),8-16 Center,202049.0,2.0,0.0,Allen,1628386.0,,,,,,,,,,,,,,,
303,PT04M18.00S,2022-10-29T00:35:08.0Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1628386,,,1610612739,59,50,2022-10-29T00:35:08Z,3010000,,,0,,MISS J. Allen Free Throw 1 of 2,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
304,PT04M18.00S,2022-10-29T00:35:08.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,59,50,2022-10-29T00:35:08Z,3020000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,303.0,,,,,,,,,,,,,
305,PT04M18.00S,2022-10-29T00:35:08.9Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1628386,,,1610612739,59,51,2022-10-29T00:35:08Z,3030000,,,0,,J. Allen Free Throw 2 of 2 (7 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,Made,,7.0,,,,,,,,,,,,
306,PT04M10.00S,2022-10-29T00:35:25.7Z,2,REGULAR,turnover,traveling,[],1627759,,,1610612738,59,51,2022-10-29T00:35:37Z,3040000,,,0,,J. Brown traveling TURNOVER (2 TO),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,1627519.0,,,,,,,,,,,,2.0,,,,,,,
307,PT03M52.00S,2022-10-29T00:35:53.6Z,2,REGULAR,turnover,bad pass,[],1627747,,,1610612739,59,51,2022-10-29T00:35:57Z,3050000,,,0,,C. LeVert bad pass TURNOVER (1 TO),"[1627747, 1628369]",1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1.0,,,,Tatum,1628369.0,,
308,PT03M52.00S,2022-10-29T00:35:53.6Z,2,REGULAR,steal,,[],1628369,,,1610612738,59,51,2022-10-29T00:35:55Z,3060000,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
309,PT03M36.00S,2022-10-29T00:36:09.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628369,91.27792378449409,96.56862745098039,1610612738,62,51,2022-10-29T00:36:14Z,3070000,233.0,29.0,1,right,J. Tatum 3PT  (21 PTS) (J. Brown 3 AST),"[1628369, 1627759]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Right Corner 3,24+ Right,,,,,,Made,,21.0,23.47,,,,,J. Brown,1627759.0,3.0,,,,
311,PT03M18.00S,2022-10-29T00:36:29.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628386,9.543363994743759,56.86274509803921,1610612739,62,51,2022-10-29T00:36:49Z,3090000,-34.0,37.0,1,left,MISS J. Allen turnaround Hook,[1628386],1610612739.0,CLE,turnaround,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,5.06,,,,,,,,,,,
312,PT03M16.00S,2022-10-29T00:36:31.5Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,62,51,2022-10-29T00:36:49Z,3100000,,,0,,J. Tatum REBOUND (Off:1 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,311.0,,,4.0,3.0,1.0,,,,,,,,
313,PT03M08.00S,2022-10-29T00:36:37.9Z,2,REGULAR,3pt,Jump Shot,[],1628401,93.9060446780552,3.6764705882352944,1610612738,65,51,2022-10-29T00:36:57Z,3110000,-232.0,5.0,1,right,D. White 3PT  (3 PTS) (J. Brown 4 AST),"[1628401, 1627759]",1610612738.0,BOS,,,,White,D. White,,,,,Left Corner 3,24+ Left,,,,,,Made,,3.0,23.16,,,,,J. Brown,1627759.0,4.0,,,,
315,PT03M07.00S,2022-10-29T00:36:45.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,65,51,2022-10-29T00:36:45Z,3130000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT03M07.00S,2022-10-29T00:39:12.8Z,2,REGULAR,substitution,out,[],203526,,,1610612739,65,51,2022-10-29T00:39:34Z,3140000,,,0,,SUB out: R. Neto,[203526],1610612739.0,CLE,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT03M07.00S,2022-10-29T00:39:12.8Z,2,REGULAR,substitution,in,[],1628378,,,1610612739,65,51,2022-10-29T00:39:34Z,3150000,,,0,,SUB in: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT02M45.00S,2022-10-29T00:40:01.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630596,11.251642575558476,51.225490196078425,1610612739,65,51,2022-10-29T00:40:27Z,3160000,-6.0,53.0,1,left,MISS E. Mobley driving floating Shot,[1630596],1610612739.0,CLE,driving floating,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,5.36,,,,,,,,,,,
319,PT02M43.00S,2022-10-29T00:40:03.0Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,65,51,2022-10-29T00:40:27Z,3170000,,,0,,M. Smart REBOUND (Off:0 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,318.0,,,2.0,2.0,0.0,,,,,,,,
320,PT02M38.00S,2022-10-29T00:40:06.6Z,2,REGULAR,turnover,lost ball,[],1628369,,,1610612738,65,51,2022-10-29T00:40:11Z,3180000,,,0,,J. Tatum lost ball TURNOVER (2 TO),"[1628369, 1630596]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,2.0,,,,Mobley,1630596.0,,
321,PT02M38.00S,2022-10-29T00:40:06.6Z,2,REGULAR,steal,,[],1630596,,,1610612739,65,51,2022-10-29T00:40:08Z,3190000,,,0,,E. Mobley STEAL (1 STL),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
322,PT02M29.00S,2022-10-29T00:40:19.4Z,2,REGULAR,foul,personal,['2freethrow'],1628401,,,1610612739,65,51,2022-10-29T00:40:35Z,3200000,,,0,,D. White shooting personal FOUL (2 PF) (LeVert 2 FT),"[1628401, 1627747]",1610612738.0,BOS,shooting,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,1151.0,2.0,0.0,LeVert,1627747.0,,,,,,,,,,,,,,,
324,PT02M29.00S,2022-10-29T00:40:46.3Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1627747,,,1610612739,65,52,2022-10-29T00:40:46Z,3220000,,,0,,C. LeVert Free Throw 1 of 2 (14 PTS),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,Made,,14.0,,,,,,,,,,,,
325,PT02M29.00S,2022-10-29T00:41:00.9Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1627747,,,1610612739,65,53,2022-10-29T00:41:00Z,3230000,,,0,,C. LeVert Free Throw 2 of 2 (15 PTS),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,Made,,15.0,,,,,,,,,,,,
326,PT02M09.00S,2022-10-29T00:41:22.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,93.38042049934296,44.36274509803921,1610612738,67,53,2022-10-29T00:41:26Z,3240000,-28.0,10.0,1,right,J. Brown driving Layup (12 PTS) (M. Smart 4 AST),"[1627759, 203935]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,Made,,12.0,2.98,,,,,M. Smart,203935.0,4.0,,,,
327,PT02M00.00S,2022-10-29T00:41:32.0Z,2,REGULAR,3pt,Jump Shot,[],1628378,32.53942181340342,24.509803921568626,1610612739,67,53,2022-10-29T00:41:44Z,3250000,127.0,253.0,1,left,MISS D. Mitchell 28' 3PT,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,28.37,,,,,,,,,,,
328,PT01M55.00S,2022-10-29T00:41:40.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612739,67,53,2022-10-29T00:41:40Z,3260000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,327.0,,,,,,,,,,,,,
330,PT01M55.00S,2022-10-29T00:41:43.7Z,2,REGULAR,substitution,out,[],1627747,,,1610612739,67,53,2022-10-29T00:41:50Z,3280000,,,0,,SUB out: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT01M55.00S,2022-10-29T00:41:43.7Z,2,REGULAR,substitution,in,[],1626224,,,1610612739,67,53,2022-10-29T00:41:50Z,3290000,,,0,,SUB in: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT01M51.00S,2022-10-29T00:42:08.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628378,8.623521681997373,50.49019607843137,1610612739,67,53,2022-10-29T00:44:05Z,3300000,-2.0,29.0,1,left,MISS D. Mitchell driving DUNK,[1628378],1610612739.0,CLE,driving,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,2.87,,,,,,,,,,,
333,PT01M49.00S,2022-10-29T00:42:10.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612739,67,53,2022-10-29T00:42:37Z,3310000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,332.0,,,,,,,,,,,,,
334,PT01M47.00S,2022-10-29T00:42:21.0Z,2,REGULAR,turnover,offensive goaltending,[],1628378,,,1610612739,67,53,2022-10-29T01:29:03Z,3320000,,,0,,D. Mitchell offensive goaltending TURNOVER (2 TO),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,1151.0,,,,,,,,,,,,2.0,,,,,,,
335,PT01M42.00S,2022-10-29T00:42:26.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203935,91.40932982917214,46.07843137254902,1610612738,67,53,2022-10-29T00:45:01Z,3330000,-20.0,28.0,1,right,MISS M. Smart running Layup,[203935],1610612738.0,BOS,running,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,3.44,,,,,,,,,,,
336,PT01M40.00S,2022-10-29T00:42:28.2Z,2,REGULAR,rebound,defensive,[],1629731,,,1610612739,67,53,2022-10-29T00:45:01Z,3340000,,,0,,D. Wade REBOUND (Off:0 Def:1),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Restricted Area,0-8 Center,,,,,,,335.0,,,1.0,1.0,0.0,,,,,,,,
337,PT01M37.00S,2022-10-29T00:42:31.5Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628386,8.886333771353483,49.01960784313725,1610612739,67,55,2022-10-29T00:45:49Z,3350000,5.0,31.0,1,left,J. Allen running Layup (9 PTS) (E. Mobley 1 AST),"[1628386, 1630596]",1610612739.0,CLE,running,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,Made,,9.0,3.14,,,,,E. Mobley,1630596.0,1.0,,,,
339,PT01M18.00S,2022-10-29T00:42:50.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,93.24901445466492,48.03921568627451,1610612738,69,55,2022-10-29T00:43:59Z,3370000,-10.0,11.0,1,right,J. Brown driving reverse Layup (14 PTS),[1627759],1610612738.0,BOS,driving reverse,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,Made,,14.0,1.47,,,,,,,,,,,
340,PT01M02.00S,2022-10-29T00:43:05.7Z,2,REGULAR,3pt,Jump Shot,[],1629731,21.50131406044678,8.333333333333332,1610612739,69,58,2022-10-29T00:44:02Z,3380000,208.0,150.0,1,left,D. Wade 25' 3PT  (4 PTS) (E. Mobley 2 AST),"[1629731, 1630596]",1610612739.0,CLE,,,,Wade,D. Wade,,,,,Above the Break 3,24+ Right Center,,,,,,Made,,4.0,25.65,,,,,E. Mobley,1630596.0,2.0,,,,
342,PT00M47.30S,2022-10-29T00:43:21.0Z,2,REGULAR,3pt,Jump Shot,[],1628369,69.59592641261499,30.392156862745097,1610612738,72,58,2022-10-29T00:47:01Z,3400000,-98.0,233.0,1,right,J. Tatum 25' 3PT pullup (24 PTS) (A. Horford 2 AST),"[1628369, 201143]",1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,,,,Made,,24.0,25.3,,,,,A. Horford,201143.0,2.0,,,,
344,PT00M32.40S,2022-10-29T00:43:43.7Z,2,REGULAR,foul,personal,['2freethrow'],1628401,,,1610612739,72,58,2022-10-29T00:43:52Z,3420000,,,0,,D. White shooting personal FOUL (3 PF) (Mitchell 2 FT),"[1628401, 1628378]",1610612738.0,BOS,shooting,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,202049.0,3.0,0.0,Mitchell,1628378.0,,,,,,,,,,,,,,,
346,PT00M32.40S,2022-10-29T00:44:14.0Z,2,REGULAR,freethrow,1 of 2,[],1628378,,,1610612739,72,59,2022-10-29T00:44:14Z,3440000,,,0,,D. Mitchell Free Throw 1 of 2 (14 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,Made,,14.0,,,,,,,,,,,,
347,PT00M32.40S,2022-10-29T00:44:16.2Z,2,REGULAR,substitution,out,[],1628401,,,1610612739,72,59,2022-10-29T00:44:21Z,3450000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT00M32.40S,2022-10-29T00:44:16.2Z,2,REGULAR,substitution,in,[],1627763,,,1610612739,72,59,2022-10-29T00:44:21Z,3460000,,,0,,SUB in: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT00M32.40S,2022-10-29T00:44:34.3Z,2,REGULAR,freethrow,2 of 2,[],1628378,,,1610612739,72,60,2022-10-29T00:44:34Z,3470000,,,0,,D. Mitchell Free Throw 2 of 2 (15 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,Made,,15.0,,,,,,,,,,,,
350,PT00M15.50S,2022-10-29T00:44:56.9Z,2,REGULAR,3pt,Jump Shot,[],1627763,89.04402102496715,3.6764705882352944,1610612738,75,60,2022-10-29T00:45:31Z,3480000,-232.0,50.0,1,right,M. Brogdon 3PT  (7 PTS) (A. Horford 3 AST),"[1627763, 201143]",1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Left Corner 3,24+ Left,,,,,,Made,,7.0,23.7,,,,,A. Horford,201143.0,3.0,,,,
352,PT00M05.00S,2022-10-29T00:45:19.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203935,,,1610612739,75,60,2022-10-29T00:45:40Z,3500000,,,0,,M. Smart shooting personal FOUL (1 PF) (Mitchell 2 FT),"[203935, 1628378]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,1627519.0,1.0,0.0,Mitchell,1628378.0,,,,,,,,,,,,,,,
354,PT00M05.00S,2022-10-29T00:45:51.9Z,2,REGULAR,freethrow,1 of 2,[],1628378,,,1610612739,75,61,2022-10-29T00:51:41Z,3520000,,,0,,D. Mitchell Free Throw 1 of 2 (16 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,Made,,16.0,,,,,,,,,,,,
357,PT00M05.00S,2022-10-29T00:45:51.9Z,2,REGULAR,freethrow,2 of 2,[],1628378,,,1610612739,75,62,2022-10-29T00:51:41Z,3525000,,,0,,D. Mitchell Free Throw 2 of 2 (17 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,Made,,17.0,,,,,,,,,,,,
355,PT00M05.00S,2022-10-29T00:45:54.7Z,2,REGULAR,substitution,out,[],1626224,,,1610612738,75,62,2022-10-29T00:51:41Z,3530000,,,0,,SUB out: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT00M05.00S,2022-10-29T00:45:54.7Z,2,REGULAR,substitution,in,[],1630171,,,1610612738,75,62,2022-10-29T00:51:41Z,3540000,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT00M01.00S,2022-10-29T00:46:25.1Z,2,REGULAR,3pt,Jump Shot,[],203935,74.58935611038108,83.57843137254902,1610612738,75,62,2022-10-29T00:46:32Z,3545000,168.0,186.0,1,right,MISS M. Smart 25' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,25.09,,,,,,,,,,,
