actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-11-09T00:40:59.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-11-09T00:40:59Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-11-09T00:41:02.0Z,1,REGULAR,jumpball,recovered,[],201566,,,1610612746,0,0,2023-11-09T00:41:02Z,40000,False,,,0,,Jump Ball I. Zubac vs. D. Finney-Smith: Tip to R. Westbrook,"[201566, 1627826, 1627827]",1610612746.0,LAC,startperiod,R. Westbrook,201566.0,Westbrook,R. Westbrook,Zubac,1627826.0,Finney-Smith,1627827.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2023-11-09T00:41:15.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,91.40932982917214,38.72549019607843,1610612746,0,2,2023-11-09T00:41:20Z,70000,False,-56.0,28.0,1,right,I. Zubac 6' turnaround Hook (2 PTS) (R. Westbrook 1 AST),"[1627826, 201566]",1610612746.0,LAC,turnaround,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,6.31,Made,2.0,R. Westbrook,201566.0,1.0,,,,,,,,,,,,,,
9,PT11M22.00S,2023-11-09T00:41:35.7Z,1,REGULAR,3pt,Jump Shot,[],203915,19.136005256241788,90.68627450980392,1610612751,0,2,2023-11-09T00:41:39Z,90000,False,-203.0,127.0,1,left,MISS S. Dinwiddie 24' 3PT,[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Left Center,24.0,Missed,,,,,,,,,,,,,,,,,,
10,PT11M20.00S,2023-11-09T00:41:37.7Z,1,REGULAR,rebound,defensive,[],201566,,,1610612746,0,2,2023-11-09T00:41:39Z,100000,False,,,0,,R. Westbrook REBOUND (Off:0 Def:1),[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Left Center,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M10.00S,2023-11-09T00:41:48.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627826,92.9862023653088,50.49019607843137,1610612746,0,4,2023-11-09T00:41:53Z,110000,False,2.0,13.0,1,right,I. Zubac cutting DUNK (4 PTS) (R. Westbrook 2 AST),"[1627826, 201566]",1610612746.0,LAC,cutting,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,1.36,Made,4.0,R. Westbrook,201566.0,2.0,,,,,,,,,,,,,,
13,PT10M59.00S,2023-11-09T00:41:59.1Z,1,REGULAR,3pt,Jump Shot,[],1626220,33.98488830486202,37.745098039215684,1610612751,0,4,2023-11-09T00:42:05Z,130000,False,61.0,267.0,1,left,MISS R. O'Neale 27' 3PT,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Center,27.39,Missed,,,,,,,,,,,,,,,,,,
14,PT10M57.00S,2023-11-09T00:42:01.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612746,0,4,2023-11-09T00:42:05Z,140000,False,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,13.0,,,,,,,,,,,,,
16,PT10M47.00S,2023-11-09T00:42:23.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202331,92.72339027595268,52.20588235294118,1610612746,0,6,2023-11-09T00:42:26Z,160000,False,11.0,16.0,1,right,P. George cutting Layup (2 PTS) (R. Westbrook 3 AST),"[202331, 201566]",1610612746.0,LAC,cutting,,,George,P. George,,,,,Restricted Area,0-8 Center,1.93,Made,2.0,R. Westbrook,201566.0,3.0,,,,,,,,,,,,,,
18,PT10M33.00S,2023-11-09T00:42:37.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630560,12.302890932982917,38.72549019607843,1610612751,0,6,2023-11-09T00:42:42Z,180000,False,56.0,63.0,1,left,MISS C. Thomas 8' driving bank Shot,[1630560],1610612751.0,BKN,driving bank,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),8-16 Right,8.46,Missed,,,,,,,,,,,,,,,,,,
19,PT10M29.00S,2023-11-09T00:42:41.6Z,1,REGULAR,rebound,defensive,[],201935,,,1610612746,0,6,2023-11-09T00:45:21Z,190000,False,,,0,,J. Harden REBOUND (Off:0 Def:1),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,18.0,1.0,1.0,0.0,,,,,,,,,,
