actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
340,PT11M04.00S,2024-03-20T00:52:33.0Z,3,REGULAR,rebound,defensive,[],1627827,,,1610612751,47,64,2024-03-20T00:52:33Z,3370000,False,,,0,,D. Finney-Smith REBOUND (Off:0 Def:3),[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Mid-Range,16-24 Right Center,,,339.0,3.0,3.0,0.0,,,,,,,,,,,,,,
341,PT10M54.00S,2024-03-20T00:52:42.5Z,3,REGULAR,3pt,Jump Shot,[],203471,69.46452036793693,72.54901960784314,1610612751,50,64,2024-03-20T00:52:47Z,3380000,False,113.0,235.0,1,right,D. Schroder 26' 3PT  (10 PTS) (M. Bridges 1 AST),"[203471, 1628969]",1610612751.0,BKN,,,,Schroder,D. Schroder,,,,,Above the Break 3,24+ Right Center,26.02,Made,,,,,,,,10.0,M. Bridges,1628969.0,1.0,,,,,,,
343,PT10M41.00S,2024-03-20T00:52:59.5Z,3,REGULAR,foul,offensive,[],1630529,,,1610612740,50,64,2024-03-20T00:53:06Z,3400000,False,,,0,,H. Jones offensive FOUL (2 PF),"[1630529, 1630560]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,Mid-Range,16-24 Right Center,,,,,,,,,201638.0,,,,,2.0,0.0,Thomas,1630560.0,,,
345,PT10M41.00S,2024-03-20T00:52:59.5Z,3,REGULAR,turnover,offensive foul,[],1630529,,,1610612740,50,64,2024-03-20T00:52:59Z,3420000,False,,,0,,H. Jones offensive foul TURNOVER (2 TO),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Mid-Range,16-24 Right Center,,,,,,,,,201638.0,,,,,,,,,2.0,,
346,PT10M27.00S,2024-03-20T00:53:23.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628969,69.99014454664915,24.754901960784316,1610612751,50,64,2024-03-20T00:53:27Z,3430000,False,-126.0,230.0,1,right,MISS M. Bridges 26' 3PT,[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,26.2,Missed,,,,,,,,,,,,,,,,,,
347,PT10M24.00S,2024-03-20T00:53:26.4Z,3,REGULAR,rebound,defensive,[],1626204,,,1610612740,50,64,2024-03-20T00:53:27Z,3440000,False,,,0,,L. Nance Jr. REBOUND (Off:1 Def:2),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Above the Break 3,24+ Left Center,,,346.0,3.0,2.0,1.0,,,,,,,,,,,,,,
348,PT10M16.00S,2024-03-20T00:53:34.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629627,11.908672798948752,39.705882352941174,1610612740,50,64,2024-03-20T00:53:42Z,3450000,False,51.0,59.0,1,left,MISS Z. Williamson 7' driving floating Shot - blocked,"[1629627, 1627827]",1610612740.0,NOP,driving floating,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,7.86,Missed,,,,,Finney-Smith,1627827.0,,,,,,,,,,,,
349,PT10M16.00S,2024-03-20T00:53:34.2Z,3,REGULAR,block,,[],1627827,,,1610612740,50,64,2024-03-20T00:53:37Z,3460000,False,,,0,,D. Finney-Smith BLOCK (1 BLK),[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
350,PT10M10.00S,2024-03-20T00:53:40.2Z,3,REGULAR,rebound,offensive,[],1629627,,,1610612740,50,64,2024-03-20T00:53:42Z,3470000,False,,,0,,Z. Williamson REBOUND (Off:1 Def:3),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,,,348.0,4.0,3.0,1.0,,,,,,,,,,,,,,
351,PT10M10.00S,2024-03-20T00:53:41.0Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629627,5.590000152587891,50.0,1610612740,50,66,2024-03-20T00:54:01Z,3480000,False,0.0,0.0,1,left,Z. Williamson putback Layup (10 PTS),[1629627],1610612740.0,NOP,putback,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,10.0,,,,,,,,,,
352,PT10M00.00S,2024-03-20T00:53:53.4Z,3,REGULAR,foul,personal,[],1626204,,,1610612751,50,66,2024-03-20T00:54:02Z,3490000,False,,,0,,L. Nance Jr. personal FOUL (1 PF),"[1626204, 1629651]",1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1628159.0,,,,,1.0,0.0,Claxton,1629651.0,,,
354,PT09M45.00S,2024-03-20T00:54:33.5Z,3,REGULAR,2pt,Jump Shot,[],1630560,90.3580814717477,27.941176470588236,1610612751,52,66,2024-03-20T00:54:36Z,3510000,False,-110.0,38.0,1,right,C. Thomas 11' pullup Jump Shot (17 PTS),[1630560],1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,Mid-Range,8-16 Left,11.67,Made,,,,,,,,17.0,,,,,,,,,,
355,PT09M35.00S,2024-03-20T00:54:43.9Z,3,REGULAR,2pt,Jump Shot,[],1629627,14.799605781865965,30.637254901960787,1610612740,52,68,2024-03-20T00:54:48Z,3520000,False,97.0,87.0,1,left,Z. Williamson 12' turnaround Jump Shot (12 PTS) (C. McCollum 4 AST),"[1629627, 203468]",1610612740.0,NOP,turnaround,,,Williamson,Z. Williamson,,,,,Mid-Range,8-16 Right,12.99,Made,,,,,,,,12.0,C. McCollum,203468.0,4.0,,,,,,,
357,PT09M22.00S,2024-03-20T00:55:00.9Z,3,REGULAR,foul,personal,['2freethrow'],1626204,,,1610612751,52,68,2024-03-20T00:55:23Z,3540000,False,,,0,,L. Nance Jr. shooting personal FOUL (2 PF) (Claxton 2 FT),"[1626204, 1629651]",1610612740.0,NOP,shooting,,,Nance Jr.,L. Nance Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,2004.0,,,,,2.0,0.0,Claxton,1629651.0,,,
359,PT09M22.00S,2024-03-20T00:55:32.2Z,3,REGULAR,freethrow,1 of 2,[],1629651,,,1610612751,53,68,2024-03-20T00:55:32Z,3560000,False,,,0,,N. Claxton Free Throw 1 of 2 (3 PTS),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,Made,,,,,,,,3.0,,,,,,,,,,
360,PT09M22.00S,2024-03-20T00:55:52.7Z,3,REGULAR,freethrow,2 of 2,[],1629651,,,1610612751,54,68,2024-03-20T00:55:52Z,3570000,False,,,0,,N. Claxton Free Throw 2 of 2 (4 PTS),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,Made,,,,,,,,4.0,,,,,,,,,,
361,PT09M05.00S,2024-03-20T00:56:11.5Z,3,REGULAR,3pt,Jump Shot,[],1626204,4.02431011826544,96.56862745098039,1610612740,54,68,2024-03-20T00:56:15Z,3580000,False,-233.0,-15.0,1,left,MISS L. Nance Jr. 3PT,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Left Corner 3,24+ Left,23.33,Missed,,,,,,,,,,,,,,,,,,
362,PT09M01.00S,2024-03-20T00:56:15.5Z,3,REGULAR,rebound,defensive,[],1629651,,,1610612751,54,68,2024-03-20T00:56:15Z,3590000,False,,,0,,N. Claxton REBOUND (Off:2 Def:3),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Left Corner 3,24+ Left,,,361.0,5.0,3.0,2.0,,,,,,,,,,,,,,
363,PT08M56.00S,2024-03-20T00:56:19.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630560,69.20170827858082,69.36274509803921,1610612751,57,68,2024-03-20T00:56:24Z,3600000,False,97.0,237.0,1,right,C. Thomas 25' 3PT running pullup (20 PTS) (D. Schroder 3 AST),"[1630560, 203471]",1610612751.0,BKN,running pullup,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Right Center,25.6,Made,,,,,,,,20.0,D. Schroder,203471.0,3.0,,,,,,,
365,PT08M55.00S,2024-03-20T00:56:25.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,57,68,2024-03-20T00:56:25Z,3620000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT08M40.00S,2024-03-20T00:59:41.9Z,3,REGULAR,foul,technical,['1freethrow'],1629651,,,1610612740,57,68,2024-03-20T00:59:52Z,3630000,False,,,0,,N. Claxton defensive-3-second technical FOUL (1 Tech),[1629651],1610612751.0,BKN,defensive-3-second,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,2004.0,,,,,3.0,1.0,,,,,
367,PT08M40.00S,2024-03-20T01:00:00.0Z,3,REGULAR,freethrow,1 of 1,[],1627742,,,1610612740,57,69,2024-03-20T01:00:00Z,3640000,False,,,0,,B. Ingram technical Free Throw 1 of 1 (6 PTS),[1627742],1610612740.0,NOP,technical,,,Ingram,B. Ingram,,,,,,,,Made,,,,,,,,6.0,,,,,,,,,,
368,PT08M30.00S,2024-03-20T01:00:24.9Z,3,REGULAR,3pt,Jump Shot,[],1630529,6.258212877792378,3.6764705882352944,1610612740,57,69,2024-03-20T01:00:35Z,3650000,False,232.0,6.0,1,left,MISS H. Jones 3PT,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Right Corner 3,24+ Right,23.17,Missed,,,,,,,,,,,,,,,,,,
369,PT08M25.00S,2024-03-20T01:00:28.7Z,3,REGULAR,rebound,offensive,[],1630529,,,1610612740,57,69,2024-03-20T01:00:28Z,3660000,False,,,0,,H. Jones REBOUND (Off:2 Def:0),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Right Corner 3,24+ Right,,,368.0,2.0,0.0,2.0,,,,,,,,,,,,,,
370,PT08M23.00S,2024-03-20T01:00:30.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203468,4.418528252299605,95.09803921568627,1610612740,57,72,2024-03-20T01:00:37Z,3670000,False,-225.0,-11.0,1,left,C. McCollum 3PT  (16 PTS) (H. Jones 3 AST),"[203468, 1630529]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Left Corner 3,24+ Left,22.58,Made,,,,,,,,16.0,H. Jones,1630529.0,3.0,,,,,,,
372,PT08M10.00S,2024-03-20T01:00:44.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630560,92.72339027595268,61.029411764705884,1610612751,59,72,2024-03-20T01:00:47Z,3690000,False,55.0,16.0,1,right,C. Thomas driving floating bank Jump Shot (22 PTS),[1630560],1610612751.0,BKN,driving floating bank,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),0-8 Center,5.73,Made,,,,,,,,22.0,,,,,,,,,,
373,PT08M01.00S,2024-03-20T01:00:53.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,5.469776609724048,51.470588235294116,1610612740,59,72,2024-03-20T01:00:59Z,3700000,False,-7.0,-1.0,1,left,MISS Z. Williamson driving Layup,[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,0.75,Missed,,,,,,,,,,,,,,,,,,
374,PT07M57.00S,2024-03-20T01:00:56.7Z,3,REGULAR,rebound,offensive,[],1626204,,,1610612740,59,72,2024-03-20T01:00:56Z,3710000,False,,,0,,L. Nance Jr. REBOUND (Off:2 Def:2),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Restricted Area,0-8 Center,,,373.0,4.0,2.0,2.0,,,,,,,,,,,,,,
375,PT07M55.00S,2024-03-20T01:00:58.6Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1630529,6.389618922470433,13.725490196078432,1610612740,59,74,2024-03-20T01:01:10Z,3720000,False,181.0,8.0,1,left,H. Jones 18' Jump Shot (8 PTS) (L. Nance Jr. 2 AST),"[1630529, 1626204]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,Mid-Range,16-24 Right,18.16,Made,,,,,,,,8.0,L. Nance Jr.,1626204.0,2.0,,,,,,,
377,PT07M40.00S,2024-03-20T01:01:14.0Z,3,REGULAR,2pt,Jump Shot,[],1630560,77.92378449408673,37.53446691176471,1610612751,59,74,2024-03-20T01:02:32Z,3740000,False,-62.0,155.0,1,right,MISS C. Thomas 16' step back Shot,[1630560],1610612751.0,BKN,step back,,,Thomas,C. Thomas,,,,,Mid-Range,16-24 Left Center,16.71,Missed,,,,,,,,,,,,,,,,,,
378,PT07M36.00S,2024-03-20T01:01:18.0Z,3,REGULAR,rebound,defensive,[],1626204,,,1610612740,59,74,2024-03-20T01:01:25Z,3750000,False,,,0,,L. Nance Jr. REBOUND (Off:2 Def:3),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,377.0,5.0,3.0,2.0,,,,,,,,,,,,,,
379,PT07M32.00S,2024-03-20T01:01:21.8Z,3,REGULAR,2pt,Jump Shot,[],1627742,18.74178712220762,30.88235294117647,1610612740,59,76,2024-03-20T01:03:07Z,3760000,False,96.0,124.0,1,left,B. Ingram 15' pullup Jump Shot (8 PTS),[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Right,15.63,Made,,,,,,,,8.0,,,,,,,,,,
380,PT07M31.00S,2024-03-20T01:01:28.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,59,76,2024-03-20T01:01:28Z,3770000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,PT07M31.00S,2024-03-20T01:01:48.8Z,3,REGULAR,substitution,out,[],1629651,,,1610612751,59,76,2024-03-20T01:04:14Z,3780000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
382,PT07M31.00S,2024-03-20T01:01:48.8Z,3,REGULAR,substitution,in,[],1630549,,,1610612751,59,76,2024-03-20T01:04:14Z,3790000,False,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
383,PT07M06.00S,2024-03-20T01:04:50.5Z,3,REGULAR,3pt,Jump Shot,[],1628969,65.91655716162943,56.372549019607845,1610612751,62,76,2024-03-20T01:04:54Z,3800000,False,32.0,268.0,1,right,M. Bridges 26' 3PT  (15 PTS) (D. Schroder 4 AST),"[1628969, 203471]",1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Center,26.98,Made,,,,,,,,15.0,D. Schroder,203471.0,4.0,,,,,,,
386,PT06M41.00S,2024-03-20T01:05:33.6Z,3,REGULAR,3pt,Jump Shot,[],1627742,30.699737187910642,34.068627450980394,1610612740,62,76,2024-03-20T01:05:37Z,3830000,False,80.0,236.0,1,left,MISS B. Ingram 24' 3PT,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Right Center,24.92,Missed,,,,,,,,,,,,,,,,,,
387,PT06M38.00S,2024-03-20T01:05:36.6Z,3,REGULAR,rebound,offensive,[],1629627,,,1610612740,62,76,2024-03-20T01:05:37Z,3840000,False,,,0,,Z. Williamson REBOUND (Off:2 Def:3),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Above the Break 3,24+ Right Center,,,386.0,5.0,3.0,2.0,,,,,,,,,,,,,,
388,PT06M33.00S,2024-03-20T01:05:41.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629627,6.783837056504599,57.59803921568627,1610612740,62,78,2024-03-20T01:06:21Z,3850000,False,-38.0,11.0,1,left,Z. Williamson driving finger roll Layup (14 PTS),[1629627],1610612740.0,NOP,driving finger roll,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,3.96,Made,,,,,,,,14.0,,,,,,,,,,
389,PT06M07.00S,2024-03-20T01:06:07.5Z,3,REGULAR,3pt,Jump Shot,[],1627827,91.67214191852825,3.9215686274509802,1610612751,62,78,2024-03-20T01:06:10Z,3860000,False,-230.0,26.0,1,right,MISS D. Finney-Smith 3PT,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Left Corner 3,24+ Left,23.18,Missed,,,,,,,,,,,,,,,,,,
390,PT06M05.00S,2024-03-20T01:06:09.5Z,3,REGULAR,rebound,defensive,[],1626204,,,1610612740,62,78,2024-03-20T01:06:10Z,3870000,False,,,0,,L. Nance Jr. REBOUND (Off:2 Def:4),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Left Corner 3,24+ Left,,,389.0,6.0,4.0,2.0,,,,,,,,,,,,,,
391,PT05M52.00S,2024-03-20T01:06:22.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,7.440867279894875,49.01960784313725,1610612740,62,80,2024-03-20T01:06:25Z,3880000,False,5.0,17.0,1,left,Z. Williamson Layup (16 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,1.81,Made,,,,,,,,16.0,,,,,,,,,,
392,PT05M38.00S,2024-03-20T01:06:36.1Z,3,REGULAR,3pt,Jump Shot,[],1627827,93.9060446780552,97.54901960784314,1610612751,62,80,2024-03-20T01:06:40Z,3890000,False,238.0,5.0,1,right,MISS D. Finney-Smith 3PT,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Right Corner 3,24+ Right,23.77,Missed,,,,,,,,,,,,,,,,,,
393,PT05M36.00S,2024-03-20T01:06:38.1Z,3,REGULAR,rebound,defensive,[],1627742,,,1610612740,62,80,2024-03-20T01:06:40Z,3900000,False,,,0,,B. Ingram REBOUND (Off:0 Def:2),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Right Corner 3,24+ Right,,,392.0,2.0,2.0,0.0,,,,,,,,,,,,,,
394,PT05M26.00S,2024-03-20T01:06:50.7Z,3,REGULAR,foul,personal,['2freethrow'],1628969,,,1610612740,62,80,2024-03-20T01:06:58Z,3910000,False,,,0,,M. Bridges shooting personal FOUL (1 PF) (Ingram 2 FT),"[1628969, 1627742]",1610612751.0,BKN,shooting,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Right,,,,,,,,,2004.0,,,,,1.0,0.0,Ingram,1627742.0,,,
396,PT05M26.00S,2024-03-20T01:07:18.9Z,3,REGULAR,freethrow,1 of 2,[],1627742,,,1610612740,62,80,2024-03-20T01:07:18Z,3930000,False,,,0,,MISS B. Ingram Free Throw 1 of 2,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
397,PT05M26.00S,2024-03-20T01:07:18.9Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,62,80,2024-03-20T01:07:18Z,3940000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,396.0,,,,,,,,,,,,,,,,,
398,PT05M26.00S,2024-03-20T01:07:19.6Z,3,REGULAR,substitution,out,[],1630560,,,1610612740,62,80,2024-03-20T01:07:37Z,3950000,False,,,0,,SUB out: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT05M26.00S,2024-03-20T01:07:19.6Z,3,REGULAR,substitution,out,[],1627827,,,1610612740,62,80,2024-03-20T01:07:37Z,3960000,False,,,0,,SUB out: D. Finney-Smith,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT05M26.00S,2024-03-20T01:07:19.6Z,3,REGULAR,substitution,out,[],1629627,,,1610612740,62,80,2024-03-20T01:07:37Z,3970000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT05M26.00S,2024-03-20T01:07:19.6Z,3,REGULAR,substitution,in,[],1629661,,,1610612740,62,80,2024-03-20T01:07:37Z,3980000,False,,,0,,SUB in: C. Johnson,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT05M26.00S,2024-03-20T01:07:19.6Z,3,REGULAR,substitution,in,[],1630592,,,1610612740,62,80,2024-03-20T01:07:37Z,3990000,False,,,0,,SUB in: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT05M26.00S,2024-03-20T01:07:19.6Z,3,REGULAR,substitution,in,[],1630530,,,1610612740,62,80,2024-03-20T01:07:37Z,4000000,False,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT05M26.00S,2024-03-20T01:07:40.4Z,3,REGULAR,freethrow,2 of 2,[],1627742,,,1610612740,62,81,2024-03-20T01:07:40Z,4010000,False,,,0,,B. Ingram Free Throw 2 of 2 (9 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,Made,,,,,,,,9.0,,,,,,,,,,
405,PT05M14.00S,2024-03-20T01:07:56.9Z,3,REGULAR,foul,personal,['2freethrow'],1627742,,,1610612751,62,81,2024-03-20T01:08:06Z,4020000,False,,,0,,B. Ingram shooting personal FOUL (3 PF) (Bridges 2 FT),"[1627742, 1628969]",1610612740.0,NOP,shooting,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,,,,,,,,,2004.0,,,,,3.0,0.0,Bridges,1628969.0,,,
407,PT05M14.00S,2024-03-20T01:08:24.5Z,3,REGULAR,freethrow,1 of 2,[],1628969,,,1610612751,62,81,2024-03-20T01:08:48Z,4040000,False,,,0,,MISS M. Bridges Free Throw 1 of 2,[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
408,PT05M14.00S,2024-03-20T01:08:24.5Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612751,62,81,2024-03-20T01:08:48Z,4050000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,407.0,,,,,,,,,,,,,,,,,
409,PT05M14.00S,2024-03-20T01:08:25.2Z,3,REGULAR,substitution,out,[],1626204,,,1610612751,62,81,2024-03-20T01:08:29Z,4060000,False,,,0,,SUB out: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT05M14.00S,2024-03-20T01:08:25.2Z,3,REGULAR,substitution,in,[],202685,,,1610612751,62,81,2024-03-20T01:08:29Z,4070000,False,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT05M14.00S,2024-03-20T01:08:24.5Z,3,REGULAR,freethrow,2 of 2,[],1628969,,,1610612751,62,81,2024-03-20T01:08:48Z,4080000,False,,,0,,MISS M. Bridges Free Throw 2 of 2,[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
412,PT05M12.00S,2024-03-20T01:08:26.5Z,3,REGULAR,rebound,defensive,[],1627742,,,1610612740,62,81,2024-03-20T01:08:48Z,4090000,False,,,0,,B. Ingram REBOUND (Off:0 Def:3),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,411.0,3.0,3.0,0.0,,,,,,,,,,,,,,
413,PT05M04.00S,2024-03-20T01:08:55.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202685,13.61695137976347,56.372549019607845,1610612740,62,83,2024-03-20T01:09:01Z,4100000,False,-32.0,75.0,1,left,J. Valanciunas 8' Jump Shot (6 PTS) (B. Ingram 5 AST),"[202685, 1627742]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),8-16 Center,8.2,Made,,,,,,,,6.0,B. Ingram,1627742.0,5.0,,,,,,,
415,PT04M38.00S,2024-03-20T01:09:21.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,82.21090670170827,52.20588235294118,1610612751,62,83,2024-03-20T01:09:25Z,4120000,False,11.0,115.0,1,right,MISS M. Bridges 11' driving floating Shot,[1628969],1610612751.0,BKN,driving floating,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Center,11.52,Missed,,,,,,,,,,,,,,,,,,
416,PT04M34.00S,2024-03-20T01:09:25.0Z,3,REGULAR,rebound,offensive,[],1630549,,,1610612751,62,83,2024-03-20T01:09:25Z,4130000,False,,,0,,D. Sharpe REBOUND (Off:3 Def:5),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),8-16 Center,,,415.0,8.0,5.0,3.0,,,,,,,,,,,,,,
417,PT04M34.00S,2024-03-20T01:09:24.8Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630549,94.40999984741211,50.0,1610612751,62,83,2024-03-20T01:09:27Z,4140000,False,0.0,0.0,1,right,MISS D. Sharpe tip Layup,[1630549],1610612751.0,BKN,tip,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
418,PT04M34.00S,2024-03-20T01:09:24.8Z,3,REGULAR,rebound,defensive,[],202685,,,1610612740,62,83,2024-03-20T01:09:27Z,4150000,False,,,0,,J. Valanciunas REBOUND (Off:0 Def:5),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,417.0,5.0,5.0,0.0,,,,,,,,,,,,,,
419,PT04M30.00S,2024-03-20T01:09:32.3Z,3,REGULAR,foul,personal,[],1630592,,,1610612740,62,83,2024-03-20T01:09:51Z,4160000,False,,,0,,J. Wilson personal FOUL (1 PF),"[1630592, 1627742]",1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Mid-Range,8-16 Left,,,,,,,,,2004.0,,,,,1.0,0.0,Ingram,1627742.0,,,
421,PT04M30.00S,2024-03-20T01:09:38.9Z,3,REGULAR,substitution,out,[],203468,,,1610612740,62,83,2024-03-20T01:09:48Z,4180000,False,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT04M30.00S,2024-03-20T01:09:38.9Z,3,REGULAR,substitution,in,[],1630631,,,1610612740,62,83,2024-03-20T01:09:48Z,4190000,False,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
