actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
163,PT00M31.20S,2023-11-12T20:34:22.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630166,92.46057818659659,47.549019607843135,1610612764,30,15,2023-11-12T20:34:27Z,1620000,False,-12.0,18.0,1,right,D. Avdija driving finger roll Layup (3 PTS) (D. Gallinari 1 AST),"[1630166, 201568]",1610612764.0,WAS,driving finger roll,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,2.21,Made,,,,,,,,,,,,,,,3.0,D. Gallinari,201568.0,1.0
166,PT00M13.40S,2023-11-12T20:35:01.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629022,7.703679369250986,54.166666666666664,1610612751,30,15,2023-11-12T20:35:08Z,1650000,False,-21.0,20.0,1,left,MISS L. Walker IV driving Layup,[1629022],1610612751.0,BKN,driving,,,Walker IV,L. Walker IV,,,,,Restricted Area,0-8 Center,2.88,Missed,,,,,,,,,,,,,,,,,,
167,PT00M11.20S,2023-11-12T20:35:04.2Z,1,REGULAR,rebound,defensive,[],201568,,,1610612764,30,15,2023-11-12T20:35:04Z,1660000,False,,,0,,D. Gallinari REBOUND (Off:0 Def:1),[201568],1610612764.0,WAS,,,,Gallinari,D. Gallinari,,,,,Restricted Area,0-8 Center,,,166.0,1.0,1.0,0.0,,,,,,,,,,,,,,
168,PT00M04.50S,2023-11-12T20:35:10.8Z,1,REGULAR,3pt,Jump Shot,[],1630557,92.9862023653088,96.81372549019608,1610612764,30,15,2023-11-12T20:35:17Z,1670000,False,234.0,13.0,1,right,MISS C. Kispert 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Right Corner 3,24+ Right,23.45,Missed,,,,,,,,,,,,,,,,,,
169,PT00M00.90S,2023-11-12T20:35:14.4Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,30,15,2023-11-12T20:35:14Z,1680000,False,,,0,,N. Claxton REBOUND (Off:3 Def:3),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Right Corner 3,24+ Right,,,168.0,6.0,3.0,3.0,,,,,,,,,,,,,,
170,PT00M00.00S,2023-11-12T20:35:16.7Z,1,REGULAR,period,end,[],0,,,1610612751,30,15,2023-11-12T20:35:16Z,1690000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2023-11-12T20:35:21.9Z,2,REGULAR,substitution,out,['startperiod'],1629022,,,1610612751,30,15,2023-11-12T20:37:49Z,1700000,False,,,0,,SUB out: L. Walker IV,[1629022],1610612751.0,BKN,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2023-11-12T20:35:21.9Z,2,REGULAR,substitution,in,['startperiod'],203915,,,1610612751,30,15,2023-11-12T20:37:49Z,1710000,False,,,0,,SUB in: S. Dinwiddie,[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2023-11-12T20:37:59.6Z,2,REGULAR,period,start,[],0,,,1610612764,30,15,2023-11-12T20:37:59Z,1720000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT11M48.00S,2023-11-12T20:38:11.4Z,2,REGULAR,3pt,Jump Shot,[],1629013,71.82982917214193,20.833333333333336,1610612764,30,15,2023-11-12T20:38:15Z,1730000,False,-146.0,212.0,1,right,MISS L. Shamet 25' 3PT,[1629013],1610612764.0,WAS,,,,Shamet,L. Shamet,,,,,Above the Break 3,24+ Left Center,25.75,Missed,,,,,,,,,,,,,,,,,,
175,PT11M44.00S,2023-11-12T20:38:15.4Z,2,REGULAR,rebound,defensive,[],1630570,,,1610612751,30,15,2023-11-12T20:38:15Z,1740000,False,,,0,,T. Watford REBOUND (Off:0 Def:2),[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,Above the Break 3,24+ Left Center,,,174.0,2.0,2.0,0.0,,,,,,,,,,,,,,
176,PT11M37.00S,2023-11-12T20:38:21.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629651,9.017739816031538,54.90196078431373,1610612751,30,15,2023-11-12T20:38:27Z,1750000,False,-25.0,32.0,1,left,MISS N. Claxton driving Hook,[1629651],1610612751.0,BKN,driving,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,4.05,Missed,,,,,,,,,,,,,,,,,,
177,PT11M34.00S,2023-11-12T20:38:24.2Z,2,REGULAR,rebound,defensive,[],1630166,,,1610612764,30,15,2023-11-12T20:38:27Z,1760000,False,,,0,,D. Avdija REBOUND (Off:0 Def:2),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,176.0,2.0,2.0,0.0,,,,,,,,,,,,,,
178,PT11M25.00S,2023-11-12T20:38:33.4Z,2,REGULAR,3pt,Jump Shot,[],1630166,66.44218134034165,58.08823529411765,1610612764,30,18,2023-11-12T20:38:38Z,1770000,False,40.0,263.0,1,right,D. Avdija 26' 3PT step back (6 PTS) (D. Gallinari 2 AST),"[1630166, 201568]",1610612764.0,WAS,step back,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Center,26.6,Made,,,,,,,,,,,,,,,6.0,D. Gallinari,201568.0,2.0
179,PT11M05.00S,2023-11-12T20:38:53.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629651,9.937582128777924,56.127450980392155,1610612751,30,18,2023-11-12T20:38:59Z,1780000,False,-31.0,41.0,1,left,MISS N. Claxton Hook,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,5.11,Missed,,,,,,,,,,,,,,,,,,
180,PT11M02.00S,2023-11-12T20:38:56.7Z,2,REGULAR,rebound,defensive,[],1629013,,,1610612764,30,18,2023-11-12T20:38:59Z,1790000,False,,,0,,L. Shamet REBOUND (Off:0 Def:1),[1629013],1610612764.0,WAS,,,,Shamet,L. Shamet,,,,,In The Paint (Non-RA),0-8 Center,,,179.0,1.0,1.0,0.0,,,,,,,,,,,,,,
182,PT10M55.00S,2023-11-12T20:39:04.2Z,2,REGULAR,3pt,Jump Shot,[],1641731,69.72733245729303,25.735294117647058,1610612764,30,21,2023-11-12T20:39:09Z,1800000,False,-121.0,232.0,1,right,B. Coulibaly 26' 3PT  (3 PTS) (D. Gallinari 3 AST),"[1641731, 201568]",1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Left Center,26.19,Made,,,,,,,,,,,,,,,3.0,D. Gallinari,201568.0,3.0
183,PT10M32.00S,2023-11-12T20:39:29.0Z,2,REGULAR,turnover,traveling,[],1630570,,,1610612751,30,21,2023-11-12T20:39:33Z,1810000,False,,,0,,T. Watford traveling TURNOVER (1 TO),[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,Above the Break 3,24+ Right Center,,,,,,,,,1.0,,,202058.0,,,,,,,,
185,PT10M18.00S,2023-11-12T20:39:51.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630166,92.32917214191852,55.14705882352941,1610612764,30,21,2023-11-12T20:39:56Z,1820000,False,26.0,20.0,1,right,MISS D. Avdija driving Layup,[1630166],1610612764.0,WAS,driving,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,3.23,Missed,,,,,,,,,,,,,,,,,,
186,PT10M15.00S,2023-11-12T20:39:54.0Z,2,REGULAR,rebound,defensive,[],1630570,,,1610612751,30,21,2023-11-12T20:39:54Z,1830000,False,,,0,,T. Watford REBOUND (Off:0 Def:3),[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,Restricted Area,0-8 Center,,,185.0,3.0,3.0,0.0,,,,,,,,,,,,,,
187,PT10M06.00S,2023-11-12T20:40:03.6Z,2,REGULAR,3pt,Jump Shot,[],1628372,32.013797634691194,52.20588235294118,1610612751,33,21,2023-11-12T20:40:08Z,1840000,False,-11.0,248.0,1,left,D. Smith Jr. 24' 3PT pullup (5 PTS) (T. Watford 1 AST),"[1628372, 1630570]",1610612751.0,BKN,pullup,,,Smith Jr.,D. Smith Jr.,,,,,Above the Break 3,24+ Center,24.86,Made,,,,,,,,,,,,,,,5.0,T. Watford,1630570.0,1.0
188,PT09M51.00S,2023-11-12T20:40:19.8Z,2,REGULAR,foul,personal,['2freethrow'],1630570,,,1610612764,33,21,2023-11-12T20:40:39Z,1850000,False,,,0,,T. Watford shooting personal FOUL (1 PF) (Kispert 2 FT),"[1630570, 1630557]",1610612751.0,BKN,shooting,,,Watford,T. Watford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,202058.0,1.0,0.0,Kispert,1630557.0,,,,
190,PT09M51.00S,2023-11-12T20:40:46.4Z,2,REGULAR,freethrow,1 of 2,[],1630557,,,1610612764,33,22,2023-11-12T20:40:46Z,1870000,False,,,0,,C. Kispert Free Throw 1 of 2 (1 PTS),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,Made,,,,,,,,,,,,,,,1.0,,,
191,PT09M51.00S,2023-11-12T20:40:47.0Z,2,REGULAR,substitution,out,[],1628372,,,1610612764,33,22,2023-11-12T20:41:05Z,1880000,False,,,0,,SUB out: D. Smith Jr.,[1628372],1610612751.0,BKN,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT09M51.00S,2023-11-12T20:40:47.0Z,2,REGULAR,substitution,out,[],1630570,,,1610612764,33,22,2023-11-12T20:41:05Z,1890000,False,,,0,,SUB out: T. Watford,[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT09M51.00S,2023-11-12T20:40:47.0Z,2,REGULAR,substitution,out,[],1629651,,,1610612764,33,22,2023-11-12T20:41:05Z,1900000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT09M51.00S,2023-11-12T20:40:47.0Z,2,REGULAR,substitution,in,[],1628969,,,1610612764,33,22,2023-11-12T20:41:05Z,1910000,False,,,0,,SUB in: M. Bridges,[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT09M51.00S,2023-11-12T20:40:47.0Z,2,REGULAR,substitution,in,[],1629661,,,1610612764,33,22,2023-11-12T20:41:05Z,1920000,False,,,0,,SUB in: C. Johnson,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT09M51.00S,2023-11-12T20:40:47.0Z,2,REGULAR,substitution,in,[],1630549,,,1610612764,33,22,2023-11-12T20:41:05Z,1930000,False,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT09M51.00S,2023-11-12T20:41:14.9Z,2,REGULAR,freethrow,2 of 2,[],1630557,,,1610612764,33,23,2023-11-12T20:41:14Z,1940000,False,,,0,,C. Kispert Free Throw 2 of 2 (2 PTS),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,Made,,,,,,,,,,,,,,,2.0,,,
199,PT09M29.00S,2023-11-12T20:41:37.9Z,2,REGULAR,2pt,Jump Shot,[],203915,12.040078843626807,24.754901960784316,1610612751,33,23,2023-11-12T20:41:48Z,1950000,False,126.0,61.0,1,left,MISS S. Dinwiddie 14' driving floating bank Shot,[203915],1610612751.0,BKN,driving floating bank,,,Dinwiddie,S. Dinwiddie,,,,,Mid-Range,8-16 Right,14.0,Missed,,,,,,,,,,,,,,,,,,
200,PT09M26.00S,2023-11-12T20:41:40.9Z,2,REGULAR,rebound,offensive,[],1630549,,,1610612751,33,23,2023-11-12T20:41:48Z,1960000,False,,,0,,D. Sharpe REBOUND (Off:3 Def:1),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Mid-Range,8-16 Right,,,199.0,4.0,1.0,3.0,,,,,,,,,,,,,,
201,PT09M23.00S,2023-11-12T20:41:43.7Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630549,5.590000152587891,50.0,1610612751,35,23,2023-11-12T20:41:59Z,1970000,False,0.0,0.0,1,left,D. Sharpe tip Layup (2 PTS),[1630549],1610612751.0,BKN,tip,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,,,,,,,2.0,,,
202,PT09M18.00S,2023-11-12T20:41:48.2Z,2,REGULAR,3pt,Jump Shot,[],1630557,69.33311432325887,25.49019607843137,1610612764,35,23,2023-11-12T20:41:56Z,1980000,False,-123.0,236.0,1,right,MISS C. Kispert 26' 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Left Center,26.57,Missed,,,,,,,,,,,,,,,,,,
203,PT09M16.00S,2023-11-12T20:41:50.2Z,2,REGULAR,rebound,defensive,[],1630549,,,1610612751,35,23,2023-11-12T20:41:56Z,1990000,False,,,0,,D. Sharpe REBOUND (Off:3 Def:2),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Above the Break 3,24+ Left Center,,,202.0,5.0,2.0,3.0,,,,,,,,,,,,,,
204,PT09M10.00S,2023-11-12T20:41:56.9Z,2,REGULAR,3pt,Jump Shot,[],1629661,32.14520367936925,49.50980392156863,1610612751,35,23,2023-11-12T20:42:02Z,2000000,False,2.0,250.0,1,left,MISS C. Johnson 24' 3PT,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Center,24.97,Missed,,,,,,,,,,,,,,,,,,
205,PT09M10.00S,2023-11-12T20:41:56.9Z,2,REGULAR,rebound,defensive,[],1630166,,,1610612764,35,23,2023-11-12T20:42:02Z,2010000,False,,,0,,D. Avdija REBOUND (Off:0 Def:3),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Center,,,204.0,3.0,3.0,0.0,,,,,,,,,,,,,,
206,PT08M56.00S,2023-11-12T20:42:11.6Z,2,REGULAR,2pt,Jump Shot,[],201568,82.86793692509855,77.45098039215686,1610612764,35,23,2023-11-12T20:42:18Z,2020000,False,137.0,109.0,1,right,MISS D. Gallinari 17' turnaround Shot,[201568],1610612764.0,WAS,turnaround,,,Gallinari,D. Gallinari,,,,,Mid-Range,16-24 Right Center,17.5,Missed,,,,,,,,,,,,,,,,,,
207,PT08M51.00S,2023-11-12T20:42:16.6Z,2,REGULAR,rebound,offensive,[],1629013,,,1610612764,35,23,2023-11-12T20:42:18Z,2030000,False,,,0,,L. Shamet REBOUND (Off:1 Def:1),[1629013],1610612764.0,WAS,,,,Shamet,L. Shamet,,,,,Mid-Range,16-24 Right Center,,,206.0,2.0,1.0,1.0,,,,,,,,,,,,,,
208,PT08M51.00S,2023-11-12T20:42:15.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629013,94.40999984741211,50.0,1610612764,35,23,2023-11-12T20:42:15Z,2040000,False,0.0,0.0,1,right,MISS L. Shamet tip Layup,[1629013],1610612764.0,WAS,tip,,,Shamet,L. Shamet,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
209,PT08M50.00S,2023-11-12T20:42:16.8Z,2,REGULAR,rebound,defensive,[],1628969,,,1610612751,35,23,2023-11-12T20:42:16Z,2050000,False,,,0,,M. Bridges REBOUND (Off:2 Def:4),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Left,,,208.0,6.0,4.0,2.0,,,,,,,,,,,,,,
210,PT08M43.00S,2023-11-12T20:42:23.5Z,2,REGULAR,turnover,bad pass,[],1628969,,,1610612751,35,23,2023-11-12T20:42:27Z,2060000,False,,,0,,M. Bridges bad pass TURNOVER (2 TO),"[1628969, 1641731]",1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,,,,2.0,Coulibaly,1641731.0,,,,,,,,,
211,PT08M43.00S,2023-11-12T20:42:23.5Z,2,REGULAR,steal,,[],1641731,,,1610612764,35,23,2023-11-12T20:46:06Z,2070000,False,,,0,,B. Coulibaly STEAL (1 STL),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
212,PT08M40.00S,2023-11-12T20:42:27.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630557,93.77463863337714,46.568627450980394,1610612764,35,25,2023-11-12T20:42:32Z,2080000,False,-17.0,6.0,1,right,C. Kispert running finger roll Layup (4 PTS),[1630557],1610612764.0,WAS,running finger roll,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,1.82,Made,,,,,,,,,,,,,,,4.0,,,
213,PT08M33.00S,2023-11-12T20:42:33.6Z,2,REGULAR,3pt,Jump Shot,[],1628969,14.4053876478318,2.941176470588235,1610612751,35,25,2023-11-12T20:45:57Z,2090000,False,235.0,83.0,1,left,MISS M. Bridges 24' pullup 3PT,[1628969],1610612751.0,BKN,pullup,,,Bridges,M. Bridges,,,,,Right Corner 3,24+ Right,24.95,Missed,,,,,,,,,,,,,,,,,,
214,PT08M29.00S,2023-11-12T20:42:37.6Z,2,REGULAR,rebound,defensive,[],1630166,,,1610612764,35,25,2023-11-12T20:50:19Z,2100000,False,,,0,,D. Avdija REBOUND (Off:0 Def:4),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Right Corner 3,24+ Right,,,213.0,4.0,4.0,0.0,,,,,,,,,,,,,,
215,PT08M27.00S,2023-11-12T20:42:40.9Z,2,REGULAR,foul,personal,[],1626220,,,1610612764,35,25,2023-11-12T20:43:14Z,2110000,False,,,0,,R. O'Neale personal FOUL (1 PF),"[1626220, 201568]",1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,202026.0,1.0,0.0,Gallinari,201568.0,,,,
217,PT08M27.00S,2023-11-12T20:43:00.0Z,2,REGULAR,substitution,out,[],1626220,,,1610612764,35,25,2023-11-12T20:43:05Z,2130000,False,,,0,,SUB out: R. O'Neale,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT08M27.00S,2023-11-12T20:43:00.0Z,2,REGULAR,substitution,in,[],1627827,,,1610612764,35,25,2023-11-12T20:43:05Z,2140000,False,,,0,,SUB in: D. Finney-Smith,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT08M12.00S,2023-11-12T20:43:28.1Z,2,REGULAR,3pt,Jump Shot,[],1641731,94.1688567674113,97.30392156862744,1610612764,35,28,2023-11-12T20:43:37Z,2150000,False,237.0,2.0,1,right,B. Coulibaly 3PT  (6 PTS) (L. Shamet 1 AST),"[1641731, 1629013]",1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Right Corner 3,24+ Right,23.65,Made,,,,,,,,,,,,,,,6.0,L. Shamet,1629013.0,1.0
221,PT07M49.00S,2023-11-12T20:43:50.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,12.040078843626807,48.529411764705884,1610612751,35,28,2023-11-12T20:43:58Z,2170000,False,7.0,61.0,1,left,MISS M. Bridges 6' turnaround fadeaway Shot,[1628969],1610612751.0,BKN,turnaround fadeaway,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,6.11,Missed,,,,,,,,,,,,,,,,,,
222,PT07M45.00S,2023-11-12T20:43:54.6Z,2,REGULAR,rebound,defensive,[],201568,,,1610612764,35,28,2023-11-12T20:43:58Z,2180000,False,,,0,,D. Gallinari REBOUND (Off:0 Def:2),[201568],1610612764.0,WAS,,,,Gallinari,D. Gallinari,,,,,In The Paint (Non-RA),0-8 Center,,,221.0,2.0,2.0,0.0,,,,,,,,,,,,,,
223,PT07M39.00S,2023-11-12T20:44:00.8Z,2,REGULAR,3pt,Jump Shot,[],201568,66.96780551905388,44.36274509803921,1610612764,35,28,2023-11-12T20:44:05Z,2190000,False,-28.0,258.0,1,right,MISS D. Gallinari 25' 3PT,[201568],1610612764.0,WAS,,,,Gallinari,D. Gallinari,,,,,Above the Break 3,24+ Center,25.95,Missed,,,,,,,,,,,,,,,,,,
224,PT07M36.00S,2023-11-12T20:44:03.8Z,2,REGULAR,rebound,defensive,[],203915,,,1610612751,35,28,2023-11-12T20:44:05Z,2200000,False,,,0,,S. Dinwiddie REBOUND (Off:0 Def:2),[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Center,,,223.0,2.0,2.0,0.0,,,,,,,,,,,,,,
225,PT07M30.00S,2023-11-12T20:44:13.6Z,2,REGULAR,turnover,traveling,[],1627827,,,1610612751,35,28,2023-11-12T20:44:17Z,2210000,False,,,0,,D. Finney-Smith traveling TURNOVER (2 TO),[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Mid-Range,8-16 Left,,,,,,,,,2.0,,,1627524.0,,,,,,,,
226,PT07M20.00S,2023-11-12T20:44:36.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630166,83.78777923784494,49.26470588235294,1610612764,35,30,2023-11-12T20:44:42Z,2220000,False,-4.0,100.0,1,right,D. Avdija 10' driving floating Jump Shot (8 PTS) (C. Kispert 2 AST),"[1630166, 1630557]",1610612764.0,WAS,driving floating,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),8-16 Center,10.0,Made,,,,,,,,,,,,,,,8.0,C. Kispert,1630557.0,2.0
227,PT07M08.00S,2023-11-12T20:44:49.2Z,2,REGULAR,3pt,Jump Shot,[],1628969,27.414586070959263,19.607843137254903,1610612751,35,30,2023-11-12T20:44:55Z,2230000,False,152.0,205.0,1,left,MISS M. Bridges 25' 3PT,[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,25.54,Missed,,,,,,,,,,,,,,,,,,
228,PT07M04.00S,2023-11-12T20:44:53.2Z,2,REGULAR,rebound,offensive,[],1630549,,,1610612751,35,30,2023-11-12T20:44:55Z,2240000,False,,,0,,D. Sharpe REBOUND (Off:4 Def:2),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Above the Break 3,24+ Right Center,,,227.0,6.0,2.0,4.0,,,,,,,,,,,,,,
229,PT07M02.00S,2023-11-12T20:44:55.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630549,6.389618922470433,48.529411764705884,1610612751,37,30,2023-11-12T20:44:58Z,2250000,False,7.0,8.0,1,left,D. Sharpe putback Layup (4 PTS),[1630549],1610612751.0,BKN,putback,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,1.06,Made,,,,,,,,,,,,,,,4.0,,,
230,PT06M46.00S,2023-11-12T20:45:18.1Z,2,REGULAR,2pt,Jump Shot,[],1629013,84.1819973718791,31.127450980392158,1610612764,37,32,2023-11-12T20:45:26Z,2260000,False,-94.0,96.0,1,right,L. Shamet 13' turnaround fadeaway Jump Shot (2 PTS),[1629013],1610612764.0,WAS,turnaround fadeaway,,,Shamet,L. Shamet,,,,,Mid-Range,8-16 Left,13.48,Made,,,,,,,,,,,,,,,2.0,,,
231,PT06M33.00S,2023-11-12T20:45:31.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203915,17.95335085413929,52.450980392156865,1610612751,39,32,2023-11-12T20:45:35Z,2270000,False,-12.0,116.0,1,left,S. Dinwiddie 11' pullup Jump Shot (5 PTS),[203915],1610612751.0,BKN,pullup,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),8-16 Center,11.69,Made,,,,,,,,,,,,,,,5.0,,,
232,PT06M21.00S,2023-11-12T20:45:46.9Z,2,REGULAR,foul,technical,['1freethrow'],1630549,,,1610612764,39,32,2023-11-12T20:48:28Z,2280000,False,,,0,,D. Sharpe defensive-3-second technical FOUL (1 Tech),[1630549],1610612751.0,BKN,defensive-3-second,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,1627524.0,0.0,1.0,,,,,,
233,PT06M21.00S,2023-11-12T20:45:58.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,39,32,2023-11-12T20:45:58Z,2290000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT06M21.00S,2023-11-12T20:48:57.3Z,2,REGULAR,freethrow,1 of 1,[],201568,,,1610612764,39,33,2023-11-12T20:48:57Z,2300000,False,,,0,,D. Gallinari technical Free Throw 1 of 1 (6 PTS),[201568],1610612764.0,WAS,technical,,,Gallinari,D. Gallinari,,,,,,,,Made,,,,,,,,,,,,,,,6.0,,,
235,PT06M10.00S,2023-11-12T20:49:16.3Z,2,REGULAR,3pt,Jump Shot,[],1629013,67.7562417871222,68.38235294117648,1610612764,39,33,2023-11-12T20:49:21Z,2310000,False,92.0,251.0,1,right,MISS L. Shamet 26' pullup 3PT,[1629013],1610612764.0,WAS,pullup,,,Shamet,L. Shamet,,,,,Above the Break 3,24+ Right Center,26.69,Missed,,,,,,,,,,,,,,,,,,
236,PT06M06.00S,2023-11-12T20:49:20.3Z,2,REGULAR,rebound,defensive,[],1630549,,,1610612751,39,33,2023-11-12T20:49:21Z,2320000,False,,,0,,D. Sharpe REBOUND (Off:4 Def:3),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Above the Break 3,24+ Right Center,,,235.0,7.0,3.0,4.0,,,,,,,,,,,,,,
237,PT05M59.00S,2023-11-12T20:49:27.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203915,14.931011826544022,50.73529411764706,1610612751,39,33,2023-11-12T20:49:35Z,2330000,False,-4.0,88.0,1,left,MISS S. Dinwiddie 8' pullup Shot,[203915],1610612751.0,BKN,pullup,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),8-16 Center,8.8,Missed,,,,,,,,,,,,,,,,,,
238,PT05M56.00S,2023-11-12T20:49:30.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612764,39,33,2023-11-12T20:49:35Z,2340000,False,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,237.0,,,,,,,,,,,,,,,,,
240,PT05M56.00S,2023-11-12T20:49:37.1Z,2,REGULAR,substitution,out,[],201568,,,1610612764,39,33,2023-11-12T20:49:39Z,2360000,False,,,0,,SUB out: D. Gallinari,[201568],1610612764.0,WAS,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,,,
