actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2024-03-01T00:44:02.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-03-01T00:44:02Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-03-01T00:44:04.5Z,1,REGULAR,jumpball,recovered,[],203471,,,1610612751,0,0,2024-03-01T00:44:04Z,40000,False,,,0,,Jump Ball N. Claxton vs. C. Capela: Tip to D. Schroder,"[203471, 1629651, 203991]",1610612751.0,BKN,startperiod,D. Schroder,203471.0,Schroder,D. Schroder,Claxton,1629651.0,Capela,203991.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2024-03-01T00:44:16.9Z,1,REGULAR,3pt,Jump Shot,[],1627827,78.79434954007884,89.4607843137255,1610612751,3,0,2024-03-01T00:44:21Z,70000,False,197.0,147.0,1,right,D. Finney-Smith 24' 3PT  (3 PTS) (D. Schroder 1 AST),"[1627827, 203471]",1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Right Center,24.59,Made,3.0,D. Schroder,203471.0,1.0,,,,,,,,,,,,,,
9,PT11M21.00S,2024-03-01T00:44:40.6Z,1,REGULAR,2pt,Jump Shot,[],203992,24.392247043363994,65.68627450980392,1610612737,3,0,2024-03-01T00:44:47Z,90000,False,-78.0,177.0,1,left,MISS B. Bogdanovic 19' step back Shot,[203992],1610612737.0,ATL,step back,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,16-24 Left Center,19.34,Missed,,,,,,,,,,,,,,,,,,
10,PT11M18.00S,2024-03-01T00:44:43.6Z,1,REGULAR,rebound,defensive,[],1627827,,,1610612751,3,0,2024-03-01T00:44:47Z,100000,False,,,0,,D. Finney-Smith REBOUND (Off:0 Def:1),[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Mid-Range,16-24 Left Center,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M01.00S,2024-03-01T00:45:00.9Z,1,REGULAR,3pt,Jump Shot,[],1629661,73.40670170827858,85.7843137254902,1610612751,6,0,2024-03-01T00:45:05Z,110000,False,179.0,197.0,1,right,C. Johnson 26' 3PT  (3 PTS) (M. Bridges 1 AST),"[1629661, 1628969]",1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Right Center,26.65,Made,3.0,M. Bridges,1628969.0,1.0,,,,,,,,,,,,,,
13,PT10M40.00S,2024-03-01T00:45:22.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,5.469776609724048,46.32352941176471,1610612737,6,2,2024-03-01T00:45:25Z,130000,False,18.0,-1.0,1,left,D. Murray driving Layup (2 PTS),[1627749],1610612737.0,ATL,driving,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,1.84,Made,2.0,,,,,,,,,,,,,,,,,
15,PT10M23.00S,2024-03-01T00:45:38.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629651,90.48948751642575,56.86274509803921,1610612751,6,2,2024-03-01T00:45:43Z,150000,False,34.0,37.0,1,right,MISS N. Claxton driving Layup - blocked,"[1629651, 203991]",1610612751.0,BKN,driving,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,5.04,Missed,,,,,,,,,Capela,203991.0,,,,,,,,
16,PT10M23.00S,2024-03-01T00:45:38.4Z,1,REGULAR,block,,[],203991,,,1610612751,6,2,2024-03-01T00:45:40Z,160000,False,,,0,,C. Capela BLOCK (1 BLK),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
17,PT10M20.00S,2024-03-01T00:45:41.4Z,1,REGULAR,rebound,defensive,[],203992,,,1610612737,6,2,2024-03-01T00:45:43Z,170000,False,,,0,,B. Bogdanovic REBOUND (Off:0 Def:1),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,
18,PT10M15.00S,2024-03-01T00:45:46.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627749,3.892904073587385,57.107843137254896,1610612737,6,2,2024-03-01T00:45:54Z,180000,False,-36.0,-16.0,1,left,MISS D. Murray running Layup,[1627749],1610612737.0,ATL,running,,,Murray,D. Murray,,,,,In The Paint (Non-RA),0-8 Center,3.89,Missed,,,,,,,,,,,,,,,,,,
19,PT10M13.00S,2024-03-01T00:45:48.3Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,6,2,2024-03-01T00:52:36Z,190000,False,,,0,,C. Capela REBOUND (Off:1 Def:0),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,18.0,1.0,0.0,1.0,,,,,,,,,,
57,PT10M13.00S,2024-03-01T00:45:52.6Z,1,REGULAR,turnover,lost ball,[],203991,,,1610612737,6,2,2024-03-01T00:52:59Z,195000,False,,,0,,C. Capela lost ball TURNOVER (1 TO),"[203991, 1628969]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,Bridges,1628969.0,,,,,
58,PT10M13.00S,2024-03-01T00:45:52.6Z,1,REGULAR,steal,,[],1628969,,,1610612751,6,2,2024-03-01T00:52:53Z,197500,False,,,0,,M. Bridges STEAL (1 STL),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
20,PT10M03.00S,2024-03-01T00:45:58.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629661,92.32917214191852,3.1862745098039214,1610612751,9,2,2024-03-01T00:52:53Z,200000,False,-234.0,20.0,1,right,C. Johnson 3PT  (6 PTS) (N. Claxton 1 AST),"[1629661, 1629651]",1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Left Corner 3,24+ Left,23.49,Made,6.0,N. Claxton,1629651.0,1.0,,,,,,,,,,,,,,
22,PT09M44.00S,2024-03-01T00:46:18.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203991,5.995400788436268,49.01960784313725,1610612737,9,4,2024-03-01T00:46:21Z,220000,False,5.0,4.0,1,left,C. Capela DUNK (2 PTS) (B. Bogdanovic 1 AST),"[203991, 203992]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,0.63,Made,2.0,B. Bogdanovic,203992.0,1.0,,,,,,,,,,,,,,
24,PT09M27.00S,2024-03-01T00:46:34.2Z,1,REGULAR,3pt,Jump Shot,[],1629661,93.64323258869908,2.941176470588235,1610612751,12,4,2024-03-01T00:46:37Z,240000,False,-235.0,7.0,1,right,C. Johnson 3PT  (9 PTS) (D. Schroder 2 AST),"[1629661, 203471]",1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Left Corner 3,24+ Left,23.54,Made,9.0,D. Schroder,203471.0,2.0,,,,,,,,,,,,,,
26,PT09M13.00S,2024-03-01T00:46:48.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630552,5.863994743758213,57.84313725490197,1610612737,12,4,2024-03-01T00:49:17Z,260000,False,-39.0,3.0,1,left,MISS J. Johnson driving floating Shot,[1630552],1610612737.0,ATL,driving floating,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,3.93,Missed,,,,,,,,,,,,,,,,,,
27,PT09M13.00S,2024-03-01T00:46:48.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612751,12,4,2024-03-01T00:46:53Z,270000,False,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,26.0,,,,,,,,,,,,,
29,PT08M53.00S,2024-03-01T00:47:19.4Z,1,REGULAR,3pt,Jump Shot,[],203471,70.77858081471747,18.38235294117647,1610612751,12,4,2024-03-01T00:47:23Z,290000,False,-158.0,222.0,1,right,MISS D. Schroder 27' 3PT,[203471],1610612751.0,BKN,,,,Schroder,D. Schroder,,,,,Above the Break 3,24+ Left Center,27.27,Missed,,,,,,,,,,,,,,,,,,
30,PT08M50.00S,2024-03-01T00:47:22.4Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612737,12,4,2024-03-01T00:47:23Z,300000,False,,,0,,S. Bey REBOUND (Off:0 Def:1),[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,,,,,,,29.0,1.0,1.0,0.0,,,,,,,,,,
31,PT08M40.00S,2024-03-01T00:47:31.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630180,10.5946123521682,50.73529411764706,1610612737,12,4,2024-03-01T00:47:46Z,310000,False,-4.0,47.0,1,left,MISS S. Bey pullup Shot,[1630180],1610612737.0,ATL,pullup,,,Bey,S. Bey,,,,,In The Paint (Non-RA),0-8 Center,4.72,Missed,,,,,,,,,,,,,,,,,,
32,PT08M37.00S,2024-03-01T00:47:34.7Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,12,4,2024-03-01T00:48:10Z,320000,False,,,0,,C. Capela REBOUND (Off:2 Def:0),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,31.0,2.0,0.0,2.0,,,,,,,,,,
33,PT08M36.00S,2024-03-01T00:47:36.0Z,1,REGULAR,turnover,lost ball,[],203991,,,1610612737,12,4,2024-03-01T00:48:12Z,330000,False,,,0,,C. Capela lost ball TURNOVER (2 TO),"[203991, 1629661]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,2.0,Johnson,1629661.0,,,,,
