actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
17,PT10M45.00S,2024-01-06T00:42:40.8Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,2,0,2024-01-06T00:42:43Z,170000,False,,,0,,N. Claxton REBOUND (Off:0 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Mid-Range,16-24 Right,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,
18,PT10M42.00S,2024-01-06T00:42:45.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203915,69.46452036793693,70.09803921568627,1610612751,2,0,2024-01-06T00:42:52Z,180000,False,100.0,235.0,1,right,MISS S. Dinwiddie 25' running pullup 3PT,[203915],1610612751.0,BKN,running pullup,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Right Center,25.51,Missed,,,,,,,,,,,,,,,,,,
19,PT10M36.00S,2024-01-06T00:42:51.1Z,1,REGULAR,rebound,defensive,[],1631114,,,1610612760,2,0,2024-01-06T00:42:52Z,190000,False,,,0,,J. Williams REBOUND (Off:0 Def:1),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,,,18.0,1.0,1.0,0.0,,,,,,,,,,,,,,
20,PT10M31.00S,2024-01-06T00:42:55.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630581,8.754927726675426,48.28431372549019,1610612760,2,2,2024-01-06T00:43:07Z,200000,False,9.0,30.0,1,left,J. Giddey running Layup (2 PTS) (J. Williams 1 AST),"[1630581, 1631114]",1610612760.0,OKC,running,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,3.1,Made,,,,,,,,,,2.0,J. Williams,1631114.0,1.0,,,,,
22,PT10M20.00S,2024-01-06T00:43:06.2Z,1,REGULAR,2pt,Jump Shot,[],1628969,79.58278580814718,53.92156862745098,1610612751,2,2,2024-01-06T00:43:10Z,220000,False,20.0,139.0,1,right,MISS M. Bridges 14' pullup Shot,[1628969],1610612751.0,BKN,pullup,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Center,14.08,Missed,,,,,,,,,,,,,,,,,,
23,PT10M18.00S,2024-01-06T00:43:08.2Z,1,REGULAR,rebound,defensive,[],1631114,,,1610612760,2,2,2024-01-06T00:43:10Z,230000,False,,,0,,J. Williams REBOUND (Off:0 Def:2),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Mid-Range,8-16 Center,,,22.0,2.0,2.0,0.0,,,,,,,,,,,,,,
24,PT09M58.00S,2024-01-06T00:43:28.8Z,1,REGULAR,2pt,Jump Shot,[],1630581,12.565703022339028,68.13725490196079,1610612760,2,2,2024-01-06T00:43:34Z,240000,False,-91.0,66.0,1,left,MISS J. Giddey 11' step back Shot,[1630581],1610612760.0,OKC,step back,,,Giddey,J. Giddey,,,,,Mid-Range,8-16 Left,11.19,Missed,,,,,,,,,,,,,,,,,,
25,PT09M53.00S,2024-01-06T00:43:33.8Z,1,REGULAR,rebound,offensive,[],1631096,,,1610612760,2,2,2024-01-06T00:43:34Z,250000,False,,,0,,C. Holmgren REBOUND (Off:1 Def:0),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Mid-Range,8-16 Left,,,24.0,1.0,0.0,1.0,,,,,,,,,,,,,,
28,PT09M42.00S,2024-01-06T00:44:06.9Z,1,REGULAR,foul,personal,[],1627827,,,1610612760,2,2,2024-01-06T00:44:16Z,280000,False,,,0,,D. Finney-Smith personal FOUL (1 PF),"[1627827, 1629652]",1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Mid-Range,16-24 Left,,,,,,,1662.0,1.0,0.0,Dort,1629652.0,,,,,,,,,
30,PT09M36.00S,2024-01-06T00:44:28.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631096,31.225361366622867,62.254901960784316,1610612760,2,2,2024-01-06T00:44:34Z,300000,False,-61.0,241.0,1,left,MISS C. Holmgren 24' 3PT,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Center,24.87,Missed,,,,,,,,,,,,,,,,,,
31,PT09M30.00S,2024-01-06T00:44:34.5Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612751,2,2,2024-01-06T00:44:34Z,310000,False,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Center,,,30.0,1.0,1.0,0.0,,,,,,,,,,,,,,
32,PT09M25.00S,2024-01-06T00:44:38.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,81.15965834428384,48.03921568627451,1610612751,4,2,2024-01-06T00:44:50Z,320000,False,-10.0,125.0,1,right,M. Bridges 12' pullup Jump Shot (2 PTS),[1628969],1610612751.0,BKN,pullup,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Center,12.5,Made,,,,,,,,,,2.0,,,,,,,,
33,PT09M08.00S,2024-01-06T00:44:56.7Z,1,REGULAR,turnover,lost ball,[],1629652,,,1610612760,4,2,2024-01-06T00:45:01Z,330000,False,,,0,,L. Dort lost ball TURNOVER (1 TO),"[1629652, 1629661]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,1.0,Johnson,1629661.0
34,PT09M08.00S,2024-01-06T00:44:56.7Z,1,REGULAR,steal,,[],1629661,,,1610612751,4,2,2024-01-06T00:45:21Z,340000,False,,,0,,C. Johnson STEAL (1 STL),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
35,PT09M01.00S,2024-01-06T00:45:05.0Z,1,REGULAR,foul,personal,['2freethrow'],1631114,,,1610612751,4,2,2024-01-06T00:45:14Z,350000,False,,,0,,J. Williams shooting personal FOUL (1 PF) (Claxton 2 FT),"[1631114, 1629651]",1610612760.0,OKC,shooting,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628172.0,1.0,0.0,Claxton,1629651.0,,,,,,,,,
37,PT09M01.00S,2024-01-06T00:45:31.9Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1629651,,,1610612751,5,2,2024-01-06T00:45:31Z,370000,False,,,0,,N. Claxton Free Throw 1 of 2 (3 PTS),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,Made,,,,,,,,,,3.0,,,,,,,,
38,PT09M01.00S,2024-01-06T00:45:58.5Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1629651,,,1610612751,6,2,2024-01-06T00:45:58Z,380000,False,,,0,,N. Claxton Free Throw 2 of 2 (4 PTS),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,Made,,,,,,,,,,4.0,,,,,,,,
39,PT08M51.00S,2024-01-06T00:46:10.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629652,5.469776609724048,47.794117647058826,1610612760,6,4,2024-01-06T00:46:14Z,390000,False,11.0,-1.0,1,left,L. Dort cutting DUNK (2 PTS) (S. Gilgeous-Alexander 1 AST),"[1629652, 1628983]",1610612760.0,OKC,cutting,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,1.11,Made,,,,,,,,,,2.0,S. Gilgeous-Alexander,1628983.0,1.0,,,,,
41,PT08M32.00S,2024-01-06T00:46:27.8Z,1,REGULAR,3pt,Jump Shot,[],1628969,76.82325886990802,10.294117647058822,1610612751,6,4,2024-01-06T00:46:33Z,410000,False,-199.0,165.0,1,right,MISS M. Bridges 25' 3PT,[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,25.84,Missed,,,,,,,,,,,,,,,,,,
42,PT08M31.00S,2024-01-06T00:46:28.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612760,6,4,2024-01-06T00:46:33Z,420000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Above the Break 3,24+ Left Center,,,41.0,,,,,,,,,,,,,,,,,
44,PT08M20.00S,2024-01-06T00:46:44.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,6.521024967148489,45.83333333333333,1610612760,6,6,2024-01-06T00:46:49Z,440000,False,21.0,9.0,1,left,J. Giddey cutting Layup (4 PTS) (S. Gilgeous-Alexander 2 AST),"[1630581, 1628983]",1610612760.0,OKC,cutting,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,2.26,Made,,,,,,,,,,4.0,S. Gilgeous-Alexander,1628983.0,2.0,,,,,
46,PT08M10.00S,2024-01-06T00:46:53.9Z,1,REGULAR,3pt,Jump Shot,[],203915,73.80091984231275,85.04901960784314,1610612751,6,6,2024-01-06T00:46:58Z,460000,False,175.0,194.0,1,right,MISS S. Dinwiddie 26' 3PT,[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Right Center,26.13,Missed,,,,,,,,,,,,,,,,,,
47,PT08M07.00S,2024-01-06T00:46:56.9Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,6,6,2024-01-06T00:46:58Z,470000,False,,,0,,J. Giddey REBOUND (Off:0 Def:2),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Right Center,,,46.0,2.0,2.0,0.0,,,,,,,,,,,,,,
48,PT08M03.00S,2024-01-06T00:47:01.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631096,6.521024967148489,46.81372549019608,1610612760,6,8,2024-01-06T00:47:09Z,480000,False,16.0,9.0,1,left,C. Holmgren running DUNK (2 PTS) (J. Giddey 1 AST),"[1631096, 1630581]",1610612760.0,OKC,running,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,1.82,Made,,,,,,,,,,2.0,J. Giddey,1630581.0,1.0,,,,,
50,PT08M03.00S,2024-01-06T00:47:05.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,6,8,2024-01-06T00:47:05Z,500000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M49.00S,2024-01-06T00:50:21.3Z,1,REGULAR,3pt,Jump Shot,[],203915,92.46057818659659,98.0392156862745,1610612751,9,8,2024-01-06T00:50:26Z,530000,False,240.0,18.0,1,right,S. Dinwiddie 24' 3PT  (3 PTS) (C. Johnson 1 AST),"[203915, 1629661]",1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,Right Corner 3,24+ Right,24.09,Made,,,,,,,,,,3.0,C. Johnson,1629661.0,1.0,,,,,
55,PT07M36.00S,2024-01-06T00:50:34.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631096,16.63929040735874,45.83333333333333,1610612760,9,10,2024-01-06T00:50:40Z,550000,False,21.0,104.0,1,left,C. Holmgren 10' turnaround fadeaway Jump Shot (4 PTS) (J. Giddey 2 AST),"[1631096, 1630581]",1610612760.0,OKC,turnaround fadeaway,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),8-16 Center,10.6,Made,,,,,,,,,,4.0,J. Giddey,1630581.0,2.0,,,,,
57,PT07M24.00S,2024-01-06T00:50:46.2Z,1,REGULAR,foul,personal,['2freethrow'],1630581,,,1610612751,9,10,2024-01-06T00:51:00Z,570000,False,,,0,,J. Giddey shooting personal FOUL (2 PF) (Dinwiddie 2 FT),"[1630581, 203915]",1610612760.0,OKC,shooting,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628172.0,2.0,0.0,Dinwiddie,203915.0,,,,,,,,,
59,PT07M24.00S,2024-01-06T00:51:14.1Z,1,REGULAR,freethrow,1 of 2,[],203915,,,1610612751,10,10,2024-01-06T00:51:14Z,590000,False,,,0,,S. Dinwiddie Free Throw 1 of 2 (4 PTS),[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,,,,Made,,,,,,,,,,4.0,,,,,,,,
60,PT07M24.00S,2024-01-06T00:51:35.5Z,1,REGULAR,freethrow,2 of 2,[],203915,,,1610612751,11,10,2024-01-06T00:51:35Z,600000,False,,,0,,S. Dinwiddie Free Throw 2 of 2 (5 PTS),[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,,,,Made,,,,,,,,,,5.0,,,,,,,,
61,PT07M18.00S,2024-01-06T00:51:46.7Z,1,REGULAR,foul,personal,[],1628969,,,1610612760,11,10,2024-01-06T00:51:55Z,610000,False,,,0,,M. Bridges personal FOUL (1 PF),"[1628969, 1628983]",1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1199.0,1.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,,,
63,PT07M12.00S,2024-01-06T00:52:05.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631114,5.206964520367937,46.32352941176471,1610612760,11,12,2024-01-06T00:52:12Z,630000,False,18.0,-4.0,1,left,J. Williams driving Layup (2 PTS) (J. Giddey 3 AST),"[1631114, 1630581]",1610612760.0,OKC,driving,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,1.87,Made,,,,,,,,,,2.0,J. Giddey,1630581.0,3.0,,,,,
65,PT06M58.00S,2024-01-06T00:52:19.2Z,1,REGULAR,3pt,Jump Shot,[],1629661,67.09921156373193,58.08823529411765,1610612751,11,12,2024-01-06T00:52:25Z,650000,False,40.0,257.0,1,right,MISS C. Johnson 26' pullup 3PT,[1629661],1610612751.0,BKN,pullup,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Center,26.0,Missed,,,,,,,,,,,,,,,,,,
66,PT06M54.00S,2024-01-06T00:52:23.2Z,1,REGULAR,rebound,offensive,[],1627827,,,1610612751,11,12,2024-01-06T00:57:24Z,660000,False,,,0,,D. Finney-Smith REBOUND (Off:1 Def:0),[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Center,,,65.0,1.0,0.0,1.0,,,,,,,,,,,,,,
67,PT06M49.00S,2024-01-06T00:52:27.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627827,75.24638633377135,13.725490196078432,1610612751,14,12,2024-01-06T00:52:33Z,670000,False,-181.0,180.0,1,right,D. Finney-Smith 25' 3PT  (3 PTS) (S. Dinwiddie 1 AST),"[1627827, 203915]",1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Left Center,25.57,Made,,,,,,,,,,3.0,S. Dinwiddie,203915.0,1.0,,,,,
69,PT06M35.00S,2024-01-06T00:52:42.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,5.075558475689881,52.69607843137255,1610612760,14,14,2024-01-06T00:52:47Z,690000,False,-13.0,-5.0,1,left,S. Gilgeous-Alexander driving reverse Layup (2 PTS) (J. Giddey 4 AST),"[1628983, 1630581]",1610612760.0,OKC,driving reverse,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,1.43,Made,,,,,,,,,,2.0,J. Giddey,1630581.0,4.0,,,,,
71,PT06M29.00S,2024-01-06T00:52:50.4Z,1,REGULAR,foul,personal,[],1631114,,,1610612751,14,14,2024-01-06T00:52:55Z,710000,False,,,0,,J. Williams personal FOUL (2 PF),"[1631114, 1628969]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Mid-Range,8-16 Right,,,,,,,1199.0,2.0,0.0,Bridges,1628969.0,,,,,,,,,
73,PT06M22.00S,2024-01-06T00:53:15.3Z,1,REGULAR,turnover,lost ball,[],1629651,,,1610612751,14,14,2024-01-06T00:54:12Z,730000,False,,,0,,N. Claxton lost ball TURNOVER (1 TO),"[1629651, 1629652]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,1.0,Dort,1629652.0
74,PT06M22.00S,2024-01-06T00:53:15.3Z,1,REGULAR,steal,,[],1629652,,,1610612760,14,14,2024-01-06T00:53:18Z,740000,False,,,0,,L. Dort STEAL (1 STL),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
75,PT06M07.00S,2024-01-06T00:53:32.8Z,1,REGULAR,turnover,out-of-bounds,[],1630581,,,1610612760,14,14,2024-01-06T00:53:42Z,750000,False,,,0,,J. Giddey bad pass out-of-bounds TURNOVER (1 TO),[1630581],1610612760.0,OKC,bad pass,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1199.0,,,,,,,,,,,1.0,,
76,PT05M58.00S,2024-01-06T00:53:52.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629661,83.65637319316689,47.794117647058826,1610612751,14,14,2024-01-06T00:53:58Z,760000,False,-11.0,101.0,1,right,MISS C. Johnson 10' pullup Shot,[1629661],1610612751.0,BKN,pullup,,,Johnson,C. Johnson,,,,,In The Paint (Non-RA),8-16 Center,10.17,Missed,,,,,,,,,,,,,,,,,,
77,PT05M55.00S,2024-01-06T00:53:55.2Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,14,14,2024-01-06T00:53:58Z,770000,False,,,0,,J. Giddey REBOUND (Off:0 Def:3),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),8-16 Center,,,76.0,3.0,3.0,0.0,,,,,,,,,,,,,,
78,PT05M49.00S,2024-01-06T00:54:01.4Z,1,REGULAR,3pt,Jump Shot,[],1631096,28.728646517739815,73.77450980392157,1610612760,14,14,2024-01-06T00:54:05Z,780000,False,-119.0,218.0,1,left,MISS C. Holmgren 24' 3PT,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Left Center,24.79,Missed,,,,,,,,,,,,,,,,,,
79,PT05M46.00S,2024-01-06T00:54:04.4Z,1,REGULAR,rebound,defensive,[],203915,,,1610612751,14,14,2024-01-06T00:54:05Z,790000,False,,,0,,S. Dinwiddie REBOUND (Off:0 Def:2),[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Left Center,,,78.0,2.0,2.0,0.0,,,,,,,,,,,,,,
80,PT05M41.00S,2024-01-06T00:54:09.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627827,67.7562417871222,55.88235294117647,1610612751,17,14,2024-01-06T00:54:21Z,800000,False,29.0,251.0,1,right,D. Finney-Smith 25' 3PT running (6 PTS) (C. Johnson 2 AST),"[1627827, 1629661]",1610612751.0,BKN,running,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Center,25.23,Made,,,,,,,,,,6.0,C. Johnson,1629661.0,2.0,,,,,
83,PT05M23.00S,2024-01-06T00:54:31.5Z,1,REGULAR,substitution,out,[],1629661,,,1610612760,17,14,2024-01-06T00:54:44Z,830000,False,,,0,,SUB out: C. Johnson,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M23.00S,2024-01-06T00:54:31.5Z,1,REGULAR,substitution,out,[],1631114,,,1610612760,17,14,2024-01-06T00:54:44Z,840000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M23.00S,2024-01-06T00:54:31.5Z,1,REGULAR,substitution,out,[],1631096,,,1610612760,17,14,2024-01-06T00:54:44Z,850000,False,,,0,,SUB out: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M23.00S,2024-01-06T00:54:31.5Z,1,REGULAR,substitution,in,[],1630560,,,1610612760,17,14,2024-01-06T00:54:44Z,860000,False,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M23.00S,2024-01-06T00:54:31.5Z,1,REGULAR,substitution,in,[],1629026,,,1610612760,17,14,2024-01-06T00:54:44Z,870000,False,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M23.00S,2024-01-06T00:54:31.5Z,1,REGULAR,substitution,in,[],1641717,,,1610612760,17,14,2024-01-06T00:54:44Z,880000,False,,,0,,SUB in: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M19.00S,2024-01-06T00:54:56.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,17.296320630749015,51.9607843137255,1610612760,17,14,2024-01-06T00:55:01Z,890000,False,-10.0,110.0,1,left,MISS S. Gilgeous-Alexander 11' turnaround Shot,[1628983],1610612760.0,OKC,turnaround,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,11.05,Missed,,,,,,,,,,,,,,,,,,
90,PT05M16.00S,2024-01-06T00:54:59.6Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,17,14,2024-01-06T00:55:01Z,900000,False,,,0,,N. Claxton REBOUND (Off:0 Def:2),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),8-16 Center,,,89.0,2.0,2.0,0.0,,,,,,,,,,,,,,
91,PT05M00.00S,2024-01-06T00:55:15.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203915,87.07293035479631,42.8921568627451,1610612751,19,14,2024-01-06T00:55:23Z,910000,False,-36.0,69.0,1,right,S. Dinwiddie 7' turnaround Hook (7 PTS),[203915],1610612751.0,BKN,turnaround,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),0-8 Center,7.76,Made,,,,,,,,,,7.0,,,,,,,,
