actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
16,PT10M42.00S,2024-01-07T20:12:19.2Z,1,REGULAR,rebound,defensive,[],203924,,,1610612757,2,0,2024-01-07T20:12:20Z,160000,False,,,0,,J. Grant REBOUND (Off:0 Def:1),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Center,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,,
17,PT10M34.00S,2024-01-07T20:12:27.6Z,1,REGULAR,3pt,Jump Shot,[],1641871,30.962549277266753,32.35294117647059,1610612757,2,0,2024-01-07T20:12:31Z,170000,False,88.0,239.0,1,left,MISS D. Reath 25' 3PT,[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,Above the Break 3,24+ Right Center,,,,25.43,Missed,,,,,,,,,,,,,,,
18,PT10M31.00S,2024-01-07T20:12:30.6Z,1,REGULAR,rebound,defensive,[],203915,,,1610612751,2,0,2024-01-07T20:12:31Z,180000,False,,,0,,S. Dinwiddie REBOUND (Off:0 Def:1),[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Right Center,,,,,,17.0,1.0,1.0,0.0,,,,,,,,,,,
19,PT10M24.00S,2024-01-07T20:12:37.5Z,1,REGULAR,3pt,Jump Shot,[],1628969,91.67214191852825,3.1862745098039214,1610612751,5,0,2024-01-07T20:12:42Z,190000,False,-234.0,26.0,1,right,M. Bridges 3PT  (3 PTS) (S. Dinwiddie 2 AST),"[1628969, 203915]",1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,,,,23.55,Made,,,,,3.0,S. Dinwiddie,203915.0,2.0,,,,,,,
21,PT10M07.00S,2024-01-07T20:12:53.8Z,1,REGULAR,3pt,Jump Shot,[],1630703,32.14520367936925,45.09803921568628,1610612757,5,3,2024-01-07T20:12:57Z,210000,False,25.0,250.0,1,left,S. Henderson 25' 3PT  (3 PTS) (A. Simons 1 AST),"[1630703, 1629014]",1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Above the Break 3,24+ Center,,,,25.09,Made,,,,,3.0,A. Simons,1629014.0,1.0,,,,,,,
23,PT09M40.00S,2024-01-07T20:13:21.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629661,80.3712220762155,40.931372549019606,1610612751,7,3,2024-01-07T20:13:24Z,230000,False,-45.0,132.0,1,right,C. Johnson 13' pullup Jump Shot (2 PTS) (S. Dinwiddie 3 AST),"[1629661, 203915]",1610612751.0,BKN,pullup,,,Johnson,C. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,13.96,Made,,,,,2.0,S. Dinwiddie,203915.0,3.0,,,,,,,
25,PT09M18.00S,2024-01-07T20:13:42.7Z,1,REGULAR,2pt,Jump Shot,[],203924,18.873193166885677,24.754901960784316,1610612757,7,5,2024-01-07T20:13:46Z,250000,False,126.0,125.0,1,left,J. Grant 17' pullup Jump Shot (2 PTS) (A. Simons 2 AST),"[203924, 1629014]",1610612757.0,POR,pullup,,,Grant,J. Grant,,,,,Mid-Range,16-24 Right Center,,,,17.76,Made,,,,,2.0,A. Simons,1629014.0,2.0,,,,,,,
27,PT08M55.00S,2024-01-07T20:14:05.7Z,1,REGULAR,3pt,Jump Shot,[],1628969,68.54467805519053,31.862745098039213,1610612751,10,5,2024-01-07T20:14:10Z,270000,False,-91.0,243.0,1,right,M. Bridges 25' 3PT  (6 PTS) (D. Finney-Smith 1 AST),"[1628969, 1627827]",1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,,,,25.96,Made,,,,,6.0,D. Finney-Smith,1627827.0,1.0,,,,,,,
29,PT08M36.00S,2024-01-07T20:14:25.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641871,8.09789750328515,49.50980392156863,1610612757,10,5,2024-01-07T20:14:51Z,290000,False,2.0,24.0,1,left,MISS D. Reath driving Layup - blocked,"[1641871, 1629651]",1610612757.0,POR,driving,,,Reath,D. Reath,,,,,Restricted Area,0-8 Center,,,,2.37,Missed,,,,,,,,,Claxton,1629651.0,,,,,
30,PT08M36.00S,2024-01-07T20:14:25.1Z,1,REGULAR,block,,[],1629651,,,1610612757,10,5,2024-01-07T20:14:27Z,300000,False,,,0,,N. Claxton BLOCK (1 BLK),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
31,PT08M33.00S,2024-01-07T20:14:28.1Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612751,10,5,2024-01-07T20:14:29Z,310000,False,,,0,,M. Bridges REBOUND (Off:0 Def:2),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,29.0,2.0,2.0,0.0,,,,,,,,,,,
33,PT08M27.00S,2024-01-07T20:14:54.8Z,1,REGULAR,foul,personal,[],1641871,,,1610612751,10,5,2024-01-07T20:15:04Z,330000,False,,,0,,D. Reath personal FOUL (1 PF),"[1641871, 1629651]",1610612757.0,POR,,,,Reath,D. Reath,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,1627534.0,1.0,0.0,Claxton,1629651.0
35,PT08M18.00S,2024-01-07T20:15:23.6Z,1,REGULAR,3pt,Jump Shot,[],1628969,73.53810775295663,81.37254901960785,1610612751,10,5,2024-01-07T21:22:33Z,350000,False,157.0,196.0,1,right,MISS M. Bridges 25' step back 3PT,[1628969],1610612751.0,BKN,step back,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,,,,25.12,Missed,,,,,,,,,,,,,,,
36,PT08M15.00S,2024-01-07T20:15:26.6Z,1,REGULAR,rebound,defensive,[],1630703,,,1610612757,10,5,2024-01-07T20:15:27Z,360000,False,,,0,,S. Henderson REBOUND (Off:0 Def:1),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Above the Break 3,24+ Right Center,,,,,,35.0,1.0,1.0,0.0,,,,,,,,,,,
37,PT08M04.00S,2024-01-07T20:15:36.9Z,1,REGULAR,3pt,Jump Shot,[],1629014,32.013797634691194,49.754901960784316,1610612757,10,5,2024-01-07T20:15:40Z,370000,False,1.0,248.0,1,left,MISS A. Simons 24' pullup 3PT,[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,Above the Break 3,24+ Center,,,,24.84,Missed,,,,,,,,,,,,,,,
38,PT08M01.00S,2024-01-07T20:15:39.9Z,1,REGULAR,rebound,defensive,[],1629661,,,1610612751,10,5,2024-01-07T20:15:40Z,380000,False,,,0,,C. Johnson REBOUND (Off:0 Def:1),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Center,,,,,,37.0,1.0,1.0,0.0,,,,,,,,,,,
39,PT07M54.00S,2024-01-07T20:15:47.3Z,1,REGULAR,3pt,Jump Shot,[],203915,82.60512483574244,93.62745098039215,1610612751,10,5,2024-01-07T20:15:52Z,390000,False,218.0,111.0,1,right,MISS S. Dinwiddie 24' 3PT,[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Right Center,,,,24.47,Missed,,,,,,,,,,,,,,,
40,PT07M49.00S,2024-01-07T20:15:52.3Z,1,REGULAR,rebound,defensive,[],203924,,,1610612757,10,5,2024-01-07T20:15:52Z,400000,False,,,0,,J. Grant REBOUND (Off:0 Def:2),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Right Center,,,,,,39.0,2.0,2.0,0.0,,,,,,,,,,,
41,PT07M35.00S,2024-01-07T20:16:09.2Z,1,REGULAR,foul,personal,[],1629661,,,1610612757,10,5,2024-01-07T20:16:16Z,410000,False,,,0,,C. Johnson personal FOUL (1 PF),"[1629661, 1641871]",1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1627534.0,1.0,0.0,Reath,1641871.0
43,PT07M25.00S,2024-01-07T20:16:42.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630703,14.931011826544022,44.85294117647059,1610612757,10,5,2024-01-07T20:16:46Z,430000,False,26.0,88.0,1,left,MISS S. Henderson 9' driving floating Shot,[1630703],1610612757.0,POR,driving floating,,,Henderson,S. Henderson,,,,,In The Paint (Non-RA),8-16 Center,,,,9.16,Missed,,,,,,,,,,,,,,,
44,PT07M22.00S,2024-01-07T20:16:45.0Z,1,REGULAR,rebound,offensive,[],1641871,,,1610612757,10,5,2024-01-07T20:16:46Z,440000,False,,,0,,D. Reath REBOUND (Off:1 Def:0),[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,In The Paint (Non-RA),8-16 Center,,,,,,43.0,1.0,0.0,1.0,,,,,,,,,,,
45,PT07M21.00S,2024-01-07T20:16:46.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641871,8.09789750328515,50.0,1610612757,10,5,2024-01-07T20:16:49Z,450000,False,0.0,24.0,1,left,MISS D. Reath putback Layup,[1641871],1610612757.0,POR,putback,,,Reath,D. Reath,,,,,Restricted Area,0-8 Center,,,,2.36,Missed,,,,,,,,,,,,,,,
47,PT07M18.00S,2024-01-07T20:16:49.0Z,1,REGULAR,rebound,defensive,[],203915,,,1610612751,10,5,2024-01-07T20:16:49Z,470000,False,,,0,,S. Dinwiddie REBOUND (Off:0 Def:2),[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,Restricted Area,0-8 Center,,,,,,45.0,2.0,2.0,0.0,,,,,,,,,,,
48,PT07M03.00S,2024-01-07T20:17:06.5Z,1,REGULAR,foul,personal,['2freethrow'],1641739,,,1610612751,10,5,2024-01-07T20:17:14Z,480000,False,,,0,,T. Camara shooting personal FOUL (1 PF) (Bridges 2 FT),"[1641739, 1628969]",1610612757.0,POR,shooting,,,Camara,T. Camara,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1627519.0,1.0,0.0,Bridges,1628969.0
50,PT07M03.00S,2024-01-07T20:17:31.1Z,1,REGULAR,freethrow,1 of 2,[],1628969,,,1610612751,11,5,2024-01-07T20:17:31Z,500000,False,,,0,,M. Bridges Free Throw 1 of 2 (7 PTS),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,,,,,,,Made,,,,,7.0,,,,,,,,,,
51,PT07M03.00S,2024-01-07T20:17:47.9Z,1,REGULAR,freethrow,2 of 2,[],1628969,,,1610612751,12,5,2024-01-07T20:17:47Z,510000,False,,,0,,M. Bridges Free Throw 2 of 2 (8 PTS),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,,,,,,,Made,,,,,8.0,,,,,,,,,,
52,PT06M46.00S,2024-01-07T20:18:06.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1641871,14.931011826544022,56.127450980392155,1610612757,12,5,2024-01-07T20:18:13Z,520000,False,-31.0,88.0,1,left,MISS D. Reath 9' Hook,[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,In The Paint (Non-RA),8-16 Center,,,,9.31,Missed,,,,,,,,,,,,,,,
53,PT06M44.00S,2024-01-07T20:18:08.1Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,12,5,2024-01-07T20:18:13Z,530000,False,,,0,,N. Claxton REBOUND (Off:0 Def:2),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,52.0,2.0,2.0,0.0,,,,,,,,,,,
54,PT06M44.00S,2024-01-07T20:18:12.2Z,1,REGULAR,turnover,out-of-bounds,[],1629651,,,1610612751,12,5,2024-01-07T20:18:19Z,540000,False,,,0,,N. Claxton bad pass out-of-bounds TURNOVER (1 TO),[1629651],1610612751.0,BKN,bad pass,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,,,,,,,,,,,,,1627519.0,,,,
55,PT06M44.00S,2024-01-07T20:18:21.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,12,5,2024-01-07T20:18:21Z,550000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT06M44.00S,2024-01-07T20:18:23.8Z,1,REGULAR,substitution,out,[],1641739,,,1610612757,12,5,2024-01-07T20:20:59Z,560000,False,,,0,,SUB out: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M44.00S,2024-01-07T20:18:23.8Z,1,REGULAR,substitution,in,[],1631101,,,1610612757,12,5,2024-01-07T20:20:59Z,570000,False,,,0,,SUB in: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M28.00S,2024-01-07T20:21:26.7Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629014,20.45006570302234,69.6078431372549,1610612757,12,7,2024-01-07T21:22:42Z,580000,False,-98.0,140.0,1,left,A. Simons 17' fadeaway Jump Shot (2 PTS),[1629014],1610612757.0,POR,fadeaway,,,Simons,A. Simons,,,,,Mid-Range,16-24 Left Center,,,,17.06,Made,,,,,2.0,,,,,,,,,,
59,PT06M13.00S,2024-01-07T20:21:42.9Z,1,REGULAR,turnover,lost ball,[],1628969,,,1610612751,12,7,2024-01-07T20:26:08Z,590000,False,,,0,,M. Bridges lost ball TURNOVER (1 TO),"[1628969, 1631101]",1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Mid-Range,16-24 Center,1.0,Sharpe,1631101.0,,,,,,,,,,,,,,,,,
60,PT06M13.00S,2024-01-07T20:21:42.9Z,1,REGULAR,steal,,[],1631101,,,1610612757,12,7,2024-01-07T20:21:45Z,600000,False,,,0,,S. Sharpe STEAL (1 STL),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
62,PT06M02.00S,2024-01-07T20:22:00.9Z,1,REGULAR,substitution,out,[],1629661,,,1610612757,12,7,2024-01-07T20:22:07Z,620000,False,,,0,,SUB out: C. Johnson,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M02.00S,2024-01-07T20:22:00.9Z,1,REGULAR,substitution,in,[],1630560,,,1610612757,12,7,2024-01-07T20:22:07Z,630000,False,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT05M58.00S,2024-01-07T20:22:20.3Z,1,REGULAR,foul,offensive,[],1641871,,,1610612757,12,7,2024-01-07T20:22:35Z,640000,False,,,0,,D. Reath offensive FOUL (2 PF),"[1641871, 1628969]",1610612757.0,POR,,,,Reath,D. Reath,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,204059.0,2.0,0.0,Bridges,1628969.0
66,PT05M58.00S,2024-01-07T20:22:20.3Z,1,REGULAR,turnover,offensive foul,[],1641871,,,1610612757,12,7,2024-01-07T20:22:20Z,660000,False,,,0,,D. Reath offensive foul TURNOVER (1 TO),[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,Mid-Range,16-24 Center,1.0,,,,,,,,,,,,,,,204059.0,,,,
67,PT05M58.00S,2024-01-07T20:22:27.5Z,1,REGULAR,substitution,out,[],1641871,,,1610612751,12,7,2024-01-07T20:22:34Z,670000,False,,,0,,SUB out: D. Reath,[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT05M58.00S,2024-01-07T20:22:27.5Z,1,REGULAR,substitution,in,[],1630641,,,1610612751,12,7,2024-01-07T20:22:34Z,680000,False,,,0,,SUB in: I. Badji,[1630641],1610612757.0,POR,,,,Badji,I. Badji,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT05M48.00S,2024-01-07T20:22:57.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628969,92.9862023653088,47.30392156862745,1610612751,14,7,2024-01-07T21:22:54Z,690000,False,-13.0,13.0,1,right,M. Bridges driving finger roll Layup (10 PTS) (N. Claxton 1 AST),"[1628969, 1629651]",1610612751.0,BKN,driving finger roll,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,1.9,Made,,,,,10.0,N. Claxton,1629651.0,1.0,,,,,,,
71,PT05M48.00S,2024-01-07T20:23:00.5Z,1,REGULAR,foul,personal,['1freethrow'],1630641,,,1610612751,14,7,2024-01-07T20:23:12Z,710000,False,,,0,,I. Badji shooting personal FOUL (1 PF) (Bridges 1 FT),"[1630641, 1628969]",1610612757.0,POR,shooting,,,Badji,I. Badji,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,204059.0,1.0,0.0,Bridges,1628969.0
73,PT05M48.00S,2024-01-07T20:23:28.7Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1628969,,,1610612751,15,7,2024-01-07T20:23:28Z,730000,False,,,0,,M. Bridges Free Throw 1 of 1 (11 PTS),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,,,,,,,Made,,,,,11.0,,,,,,,,,,
74,PT05M35.00S,2024-01-07T20:23:43.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203924,19.793035479632064,56.86274509803921,1610612757,15,9,2024-01-07T20:23:49Z,740000,False,-34.0,134.0,1,left,J. Grant 13' pullup Jump Shot (4 PTS),[203924],1610612757.0,POR,pullup,,,Grant,J. Grant,,,,,In The Paint (Non-RA),8-16 Center,,,,13.79,Made,,,,,4.0,,,,,,,,,,
76,PT05M20.00S,2024-01-07T20:23:58.4Z,1,REGULAR,3pt,Jump Shot,[],1627827,66.04796320630749,45.588235294117645,1610612751,15,9,2024-01-07T20:24:05Z,760000,False,-22.0,267.0,1,right,MISS D. Finney-Smith 26' 3PT,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Center,,,,26.75,Missed,,,,,,,,,,,,,,,
77,PT05M18.00S,2024-01-07T20:24:00.4Z,1,REGULAR,rebound,defensive,[],1629014,,,1610612757,15,9,2024-01-07T20:24:25Z,770000,False,,,0,,A. Simons REBOUND (Off:0 Def:1),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Center,,,,,,76.0,1.0,1.0,0.0,,,,,,,,,,,
79,PT05M11.00S,2024-01-07T20:24:09.4Z,1,REGULAR,substitution,out,[],203915,,,1610612757,15,9,2024-01-07T20:24:16Z,790000,False,,,0,,SUB out: S. Dinwiddie,[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M11.00S,2024-01-07T20:24:09.4Z,1,REGULAR,substitution,out,[],1627827,,,1610612757,15,9,2024-01-07T20:24:16Z,800000,False,,,0,,SUB out: D. Finney-Smith,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M11.00S,2024-01-07T20:24:09.4Z,1,REGULAR,substitution,in,[],1626220,,,1610612757,15,9,2024-01-07T20:24:16Z,810000,False,,,0,,SUB in: R. O'Neale,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M11.00S,2024-01-07T20:24:09.4Z,1,REGULAR,substitution,in,[],1628372,,,1610612757,15,9,2024-01-07T20:24:16Z,820000,False,,,0,,SUB in: D. Smith Jr.,[1628372],1610612751.0,BKN,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M06.00S,2024-01-07T20:24:33.2Z,1,REGULAR,3pt,Jump Shot,[],1631101,27.94021024967148,24.509803921568626,1610612757,15,12,2024-01-07T20:24:36Z,830000,False,127.0,210.0,1,left,S. Sharpe 24' 3PT  (3 PTS) (S. Henderson 1 AST),"[1631101, 1630703]",1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Right Center,,,,24.58,Made,,,,,3.0,S. Henderson,1630703.0,1.0,,,,,,,
85,PT04M48.00S,2024-01-07T20:24:51.4Z,1,REGULAR,3pt,Jump Shot,[],1628969,66.83639947437582,43.627450980392155,1610612751,15,12,2024-01-07T20:24:57Z,850000,False,-32.0,259.0,1,right,MISS M. Bridges 26' pullup 3PT,[1628969],1610612751.0,BKN,pullup,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Center,,,,26.12,Missed,,,,,,,,,,,,,,,
86,PT04M47.00S,2024-01-07T20:24:52.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612757,15,12,2024-01-07T20:24:57Z,860000,False,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Above the Break 3,24+ Center,,,,,,85.0,,,,,,,,,,,,,,
88,PT04M32.00S,2024-01-07T20:25:18.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631101,7.5722733245729295,49.26470588235294,1610612757,15,12,2024-01-07T20:25:26Z,880000,False,4.0,19.0,1,left,MISS S. Sharpe cutting DUNK - blocked,"[1631101, 1629651]",1610612757.0,POR,cutting,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,,,,1.91,Missed,,,,,,,,,Claxton,1629651.0,,,,,
89,PT04M32.00S,2024-01-07T20:25:18.7Z,1,REGULAR,block,,[],1629651,,,1610612757,15,12,2024-01-07T20:25:21Z,890000,False,,,0,,N. Claxton BLOCK (2 BLK),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
90,PT04M28.00S,2024-01-07T20:25:22.7Z,1,REGULAR,rebound,defensive,[],1630560,,,1610612751,15,12,2024-01-07T20:25:22Z,900000,False,,,0,,C. Thomas REBOUND (Off:0 Def:1),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Restricted Area,0-8 Center,,,,,,88.0,1.0,1.0,0.0,,,,,,,,,,,
