actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-11-19T20:11:26.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-11-19T20:11:26Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-11-19T20:11:28.6Z,1,REGULAR,jumpball,recovered,[],203915,,,1610612751,0,0,2023-11-19T20:11:28Z,40000,False,,,0,,Jump Ball N. Claxton vs. J. Embiid: Tip to S. Dinwiddie,"[203915, 1629651, 203954]",1610612751.0,BKN,startperiod,S. Dinwiddie,203915.0,Dinwiddie,S. Dinwiddie,Claxton,1629651.0,Embiid,203954.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2023-11-19T20:11:41.2Z,1,REGULAR,3pt,Jump Shot,[],1629661,66.96780551905388,33.82352941176471,1610612751,0,0,2023-11-19T20:11:46Z,70000,False,-81.0,258.0,1,right,MISS C. Johnson 27' 3PT,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Center,27.04,Missed,,,,,,,,,,,,,,,,,,
8,PT11M41.00S,2023-11-19T20:11:44.2Z,1,REGULAR,rebound,defensive,[],1629001,,,1610612755,0,0,2023-11-19T20:11:46Z,80000,False,,,0,,D. Melton REBOUND (Off:0 Def:1),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M31.00S,2023-11-19T20:11:55.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203954,10.85742444152431,47.30392156862745,1610612755,0,2,2023-11-19T20:12:15Z,90000,False,13.0,50.0,1,left,J. Embiid Layup (2 PTS) (N. Batum 1 AST),"[203954, 201587]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,5.14,Made,,,,,2.0,N. Batum,201587.0,1.0,,,,,,,,,,
11,PT11M31.00S,2023-11-19T20:11:59.6Z,1,REGULAR,foul,personal,['1freethrow'],1629651,,,1610612755,0,2,2023-11-19T20:12:23Z,110000,False,,,0,,N. Claxton shooting personal FOUL (1 PF) (Embiid 1 FT),"[1629651, 203954]",1610612751.0,BKN,shooting,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202041.0,1.0,0.0,Embiid,203954.0,,,,,
13,PT11M31.00S,2023-11-19T20:12:24.3Z,1,REGULAR,freethrow,1 of 1,[],203954,,,1610612755,0,2,2023-11-19T20:12:26Z,130000,False,,,0,,MISS J. Embiid Free Throw 1 of 1,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
14,PT11M27.00S,2023-11-19T20:12:28.3Z,1,REGULAR,rebound,defensive,[],1627827,,,1610612751,0,2,2023-11-19T20:12:26Z,140000,False,,,0,,D. Finney-Smith REBOUND (Off:0 Def:1),[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
15,PT11M18.00S,2023-11-19T20:12:34.7Z,1,REGULAR,2pt,Jump Shot,[],203915,83.65637319316689,70.58823529411765,1610612751,0,2,2023-11-19T21:14:13Z,150000,False,103.0,101.0,1,right,MISS S. Dinwiddie 14' fadeaway Shot,[203915],1610612751.0,BKN,fadeaway,,,Dinwiddie,S. Dinwiddie,,,,,Mid-Range,8-16 Right,14.43,Missed,,,,,,,,,,,,,,,,,,
16,PT11M14.00S,2023-11-19T20:12:38.7Z,1,REGULAR,rebound,defensive,[],1629001,,,1610612755,0,2,2023-11-19T20:12:47Z,160000,False,,,0,,D. Melton REBOUND (Off:0 Def:2),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Mid-Range,8-16 Right,,,15.0,2.0,2.0,0.0,,,,,,,,,,,,,,
17,PT11M06.00S,2023-11-19T20:12:46.1Z,1,REGULAR,3pt,Jump Shot,[],1629001,23.73521681997372,85.04901960784314,1610612755,0,5,2023-11-19T20:12:50Z,170000,False,-175.0,171.0,1,left,D. Melton 24' 3PT  (3 PTS) (T. Maxey 1 AST),"[1629001, 1630178]",1610612755.0,PHI,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Left Center,24.45,Made,,,,,3.0,T. Maxey,1630178.0,1.0,,,,,,,,,,
19,PT10M50.00S,2023-11-19T20:13:04.8Z,1,REGULAR,foul,personal,['2freethrow'],203954,,,1610612751,0,5,2023-11-19T20:13:12Z,190000,False,,,0,,J. Embiid shooting personal FOUL (1 PF) (Claxton 2 FT),"[203954, 1629651]",1610612755.0,PHI,shooting,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,202037.0,1.0,0.0,Claxton,1629651.0,,,,,
21,PT10M50.00S,2023-11-19T20:13:33.7Z,1,REGULAR,freethrow,1 of 2,[],1629651,,,1610612751,0,5,2023-11-19T20:13:53Z,210000,False,,,0,,MISS N. Claxton Free Throw 1 of 2,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
22,PT10M50.00S,2023-11-19T20:13:33.7Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612751,0,5,2023-11-19T20:13:53Z,220000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,
23,PT10M50.00S,2023-11-19T20:13:33.7Z,1,REGULAR,freethrow,2 of 2,[],1629651,,,1610612751,0,5,2023-11-19T20:13:53Z,230000,False,,,0,,MISS N. Claxton Free Throw 2 of 2,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
