actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
22,PT10M48.00S,2024-03-31T22:13:25.2Z,1,REGULAR,3pt,Jump Shot,[],1629060,23.47240473061761,9.558823529411764,1610612747,0,2,2024-03-31T22:13:30Z,210000,False,202.0,168.0,1,left,MISS R. Hachimura 26' 3PT,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Right Center,,,26.29,Missed,,,,,,,,,,,,,,,,
23,PT10M45.00S,2024-03-31T22:13:28.2Z,1,REGULAR,rebound,offensive,[],1629060,,,1610612747,0,2,2024-03-31T22:13:30Z,220000,False,,,0,,R. Hachimura REBOUND (Off:1 Def:0),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Right Center,,,,,22.0,1.0,0.0,1.0,,,,,,,,,,,,
24,PT10M43.00S,2024-03-31T22:13:31.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203076,4.812746386333772,49.754901960784316,1610612747,0,4,2024-03-31T22:13:35Z,230000,False,1.0,-7.0,1,left,A. Davis alley-oop DUNK (4 PTS) (R. Hachimura 1 AST),"[203076, 1629060]",1610612747.0,LAL,alley-oop,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,0.74,Made,,,,,,,,,4.0,R. Hachimura,1629060.0,1.0,,,,
26,PT10M19.00S,2024-03-31T22:13:54.5Z,1,REGULAR,3pt,Jump Shot,[],1630560,67.49342969776609,27.696078431372552,1610612751,0,4,2024-03-31T22:13:59Z,250000,False,-112.0,253.0,1,right,MISS C. Thomas 27' pullup 3PT,[1630560],1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Left Center,,,27.66,Missed,,,,,,,,,,,,,,,,
27,PT10M16.00S,2024-03-31T22:13:57.5Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,0,4,2024-03-31T22:13:59Z,260000,False,,,0,,L. James REBOUND (Off:0 Def:1),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Left Center,,,,,26.0,1.0,1.0,0.0,,,,,,,,,,,,
28,PT10M06.00S,2024-03-31T22:14:08.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629060,3.892904073587385,49.26470588235294,1610612747,0,6,2024-03-31T22:14:12Z,270000,False,4.0,-16.0,1,left,R. Hachimura DUNK (2 PTS) (A. Reaves 1 AST),"[1629060, 1630559]",1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),0-8 Center,,,1.63,Made,,,,,,,,,2.0,A. Reaves,1630559.0,1.0,,,,
30,PT10M05.00S,2024-03-31T22:14:11.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,0,6,2024-03-31T22:14:11Z,290000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,PT09M42.00S,2024-03-31T22:17:33.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627827,85.10183968462549,43.38235294117647,1610612751,0,6,2024-03-31T22:17:42Z,300000,False,-33.0,88.0,1,right,MISS D. Finney-Smith 9' driving floating bank Shot,[1627827],1610612751.0,BKN,driving floating bank,,,Finney-Smith,D. Finney-Smith,,,,,In The Paint (Non-RA),8-16 Center,,,9.36,Missed,,,,,,,,,,,,,,,,
32,PT09M41.00S,2024-03-31T22:17:34.9Z,1,REGULAR,rebound,offensive,[],1627827,,,1610612751,0,6,2024-03-31T22:21:25Z,310000,False,,,0,,D. Finney-Smith REBOUND (Off:1 Def:0),[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,In The Paint (Non-RA),8-16 Center,,,,,31.0,1.0,0.0,1.0,,,,,,,,,,,,
34,PT09M35.00S,2024-03-31T22:18:01.8Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630560,77.4802890932983,40.931372549019606,1610612751,0,6,2024-03-31T22:18:06Z,330000,False,-45.0,159.0,1,right,MISS C. Thomas 16' turnaround fadeaway Shot,[1630560],1610612751.0,BKN,turnaround fadeaway,,,Thomas,C. Thomas,,,,,Mid-Range,16-24 Center,,,16.55,Missed,,,,,,,,,,,,,,,,
35,PT09M32.00S,2024-03-31T22:18:04.8Z,1,REGULAR,rebound,offensive,[],1629651,,,1610612751,0,6,2024-03-31T22:18:06Z,340000,False,,,0,,N. Claxton REBOUND (Off:1 Def:0),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Mid-Range,16-24 Center,,,,,34.0,1.0,0.0,1.0,,,,,,,,,,,,
36,PT09M30.00S,2024-03-31T22:18:07.1Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1629651,90.22667542706965,38.72549019607843,1610612751,0,6,2024-03-31T22:18:12Z,350000,False,-56.0,39.0,1,right,MISS N. Claxton 6' Hook,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,6.88,Missed,,,,,,,,,,,,,,,,
37,PT09M26.00S,2024-03-31T22:18:11.1Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,0,6,2024-03-31T22:18:12Z,360000,False,,,0,,L. James REBOUND (Off:0 Def:2),[2544],1610612747.0,LAL,,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,,,,,36.0,2.0,2.0,0.0,,,,,,,,,,,,
38,PT09M15.00S,2024-03-31T22:18:23.4Z,1,REGULAR,foul,personal,['2freethrow'],1630560,,,1610612747,0,6,2024-03-31T22:18:38Z,370000,False,,,0,,C. Thomas shooting personal FOUL (1 PF) (Reaves 2 FT),"[1630560, 1630559]",1610612751.0,BKN,shooting,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),0-8 Center,202041.0,,,,,,,,1.0,0.0,Reaves,1630559.0,,,,,,,,
40,PT09M15.00S,2024-03-31T22:18:52.7Z,1,REGULAR,freethrow,1 of 2,[],1630559,,,1610612747,0,7,2024-03-31T22:18:52Z,390000,False,,,0,,A. Reaves Free Throw 1 of 2 (1 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,Made,,,,,,,,,1.0,,,,,,,
41,PT09M15.00S,2024-03-31T22:19:08.5Z,1,REGULAR,freethrow,2 of 2,[],1630559,,,1610612747,0,8,2024-03-31T22:19:08Z,400000,False,,,0,,A. Reaves Free Throw 2 of 2 (2 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,Made,,,,,,,,,2.0,,,,,,,
42,PT09M03.00S,2024-03-31T22:19:21.8Z,1,REGULAR,2pt,Jump Shot,[],1630560,81.94809461235218,82.84313725490196,1610612751,0,8,2024-03-31T22:19:26Z,410000,False,164.0,117.0,1,right,MISS C. Thomas 20' Jump Shot,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Mid-Range,16-24 Right,,,20.17,Missed,,,,,,,,,,,,,,,,
43,PT09M00.00S,2024-03-31T22:19:24.8Z,1,REGULAR,rebound,defensive,[],1630559,,,1610612747,0,8,2024-03-31T22:19:26Z,420000,False,,,0,,A. Reaves REBOUND (Off:0 Def:2),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Mid-Range,16-24 Right,,,,,42.0,2.0,2.0,0.0,,,,,,,,,,,,
45,PT08M55.00S,2024-03-31T22:19:46.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],2544,5.206964520367937,45.83333333333333,1610612747,0,10,2024-03-31T22:19:50Z,440000,False,21.0,-4.0,1,left,L. James cutting Layup (2 PTS) (D. Russell 1 AST),"[2544, 1626156]",1610612747.0,LAL,cutting,,,James,L. James,,,,,Restricted Area,0-8 Center,,,2.11,Made,,,,,,,,,2.0,D. Russell,1626156.0,1.0,,,,
47,PT08M42.00S,2024-03-31T22:19:59.1Z,1,REGULAR,3pt,Jump Shot,[],1627827,91.14651773981603,2.941176470588235,1610612751,0,10,2024-03-31T22:20:02Z,460000,False,-235.0,31.0,1,right,MISS D. Finney-Smith 3PT,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Left Corner 3,24+ Left,,,23.73,Missed,,,,,,,,,,,,,,,,
48,PT08M39.00S,2024-03-31T22:20:02.1Z,1,REGULAR,rebound,defensive,[],1630559,,,1610612747,0,10,2024-03-31T22:20:02Z,470000,False,,,0,,A. Reaves REBOUND (Off:0 Def:3),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Left Corner 3,24+ Left,,,,,47.0,3.0,3.0,0.0,,,,,,,,,,,,
49,PT08M35.00S,2024-03-31T22:20:06.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629060,4.28712220762155,96.07843137254902,1610612747,0,13,2024-03-31T22:20:14Z,480000,False,-230.0,-12.0,1,left,R. Hachimura 3PT running (5 PTS) (D. Russell 2 AST),"[1629060, 1626156]",1610612747.0,LAL,running,,,Hachimura,R. Hachimura,,,,,Left Corner 3,24+ Left,,,23.07,Made,,,,,,,,,5.0,D. Russell,1626156.0,2.0,,,,
51,PT08M21.00S,2024-03-31T22:20:19.7Z,1,REGULAR,3pt,Jump Shot,[],1628969,65.25952693823915,46.568627450980394,1610612751,0,13,2024-03-31T22:21:23Z,500000,False,-17.0,274.0,1,right,MISS M. Bridges 27' pullup 3PT,[1628969],1610612751.0,BKN,pullup,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Center,,,27.46,Missed,,,,,,,,,,,,,,,,
52,PT08M18.00S,2024-03-31T22:20:22.7Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,0,13,2024-03-31T22:20:27Z,510000,False,,,0,,L. James REBOUND (Off:0 Def:3),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Center,,,,,51.0,3.0,3.0,0.0,,,,,,,,,,,,
53,PT08M17.00S,2024-03-31T22:20:24.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",203076,6.1268068331143235,49.754901960784316,1610612747,0,15,2024-03-31T22:20:35Z,520000,False,1.0,5.0,1,left,A. Davis running DUNK (6 PTS) (L. James 1 AST),"[203076, 2544]",1610612747.0,LAL,running,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,0.52,Made,,,,,,,,,6.0,L. James,2544.0,1.0,,,,
55,PT08M17.00S,2024-03-31T22:20:29.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,0,15,2024-03-31T22:20:29Z,540000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT08M17.00S,2024-03-31T22:20:37.8Z,1,REGULAR,substitution,out,[],1627827,,,1610612751,0,15,2024-03-31T22:23:07Z,550000,False,,,0,,SUB out: D. Finney-Smith,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT08M17.00S,2024-03-31T22:20:37.8Z,1,REGULAR,substitution,out,[],1630560,,,1610612751,0,15,2024-03-31T22:23:07Z,560000,False,,,0,,SUB out: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT08M17.00S,2024-03-31T22:20:37.8Z,1,REGULAR,substitution,in,[],1629661,,,1610612751,0,15,2024-03-31T22:23:07Z,570000,False,,,0,,SUB in: C. Johnson,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT08M17.00S,2024-03-31T22:20:37.8Z,1,REGULAR,substitution,in,[],1630570,,,1610612751,0,15,2024-03-31T22:23:07Z,580000,False,,,0,,SUB in: T. Watford,[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M56.00S,2024-03-31T22:23:47.5Z,1,REGULAR,3pt,Jump Shot,[],1629661,90.88370565045992,95.34313725490196,1610612751,0,15,2024-03-31T22:23:54Z,590000,False,227.0,33.0,1,right,MISS C. Johnson 3PT,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Right Corner 3,24+ Right,,,22.91,Missed,,,,,,,,,,,,,,,,
61,PT07M50.00S,2024-03-31T22:23:53.5Z,1,REGULAR,rebound,defensive,[],1629060,,,1610612747,0,15,2024-03-31T22:23:54Z,600000,False,,,0,,R. Hachimura REBOUND (Off:1 Def:1),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Right Corner 3,24+ Right,,,,,60.0,2.0,1.0,1.0,,,,,,,,,,,,
63,PT07M38.00S,2024-03-31T22:24:20.3Z,1,REGULAR,2pt,Jump Shot,[],203076,12.434296977660972,74.50980392156863,1610612747,0,15,2024-03-31T22:24:28Z,620000,False,-123.0,64.0,1,left,MISS A. Davis 13' turnaround fadeaway Shot,[203076],1610612747.0,LAL,turnaround fadeaway,,,Davis,A. Davis,,,,,Mid-Range,8-16 Left,,,13.84,Missed,,,,,,,,,,,,,,,,
64,PT07M34.00S,2024-03-31T22:24:24.3Z,1,REGULAR,rebound,offensive,[],1629060,,,1610612747,0,15,2024-03-31T22:24:28Z,630000,False,,,0,,R. Hachimura REBOUND (Off:2 Def:1),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Mid-Range,8-16 Left,,,,,63.0,3.0,1.0,2.0,,,,,,,,,,,,
65,PT07M34.00S,2024-03-31T22:24:23.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629060,6.783837056504599,48.03921568627451,1610612747,0,15,2024-03-31T22:24:31Z,640000,False,10.0,11.0,1,left,MISS R. Hachimura putback Layup,[1629060],1610612747.0,LAL,putback,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,,,1.5,Missed,,,,,,,,,,,,,,,,
66,PT07M30.00S,2024-03-31T22:24:27.9Z,1,REGULAR,rebound,defensive,[],203471,,,1610612751,0,15,2024-03-31T22:25:30Z,650000,False,,,0,,D. Schroder REBOUND (Off:0 Def:1),[203471],1610612751.0,BKN,,,,Schroder,D. Schroder,,,,,Restricted Area,0-8 Center,,,,,65.0,1.0,1.0,0.0,,,,,,,,,,,,
68,PT07M09.00S,2024-03-31T22:25:14.4Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612751,0,15,2024-03-31T22:25:23Z,670000,False,,,0,,BKN shot clock Team TURNOVER,[],1610612751.0,BKN,,,,,,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
69,PT06M48.00S,2024-03-31T22:25:43.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626156,23.340998685939553,86.27450980392157,1610612747,0,15,2024-03-31T22:26:02Z,680000,False,-181.0,167.0,1,left,MISS D. Russell 24' step back 3PT,[1626156],1610612747.0,LAL,step back,,,Russell,D. Russell,,,,,Above the Break 3,24+ Left Center,,,24.65,Missed,,,,,,,,,,,,,,,,
70,PT06M44.00S,2024-03-31T22:25:47.3Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,0,15,2024-03-31T22:25:47Z,690000,False,,,0,,N. Claxton REBOUND (Off:1 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Left Center,,,,,69.0,2.0,1.0,1.0,,,,,,,,,,,,
71,PT06M36.00S,2024-03-31T22:25:53.7Z,1,REGULAR,3pt,Jump Shot,[],203471,65.65374507227332,48.529411764705884,1610612751,0,15,2024-03-31T22:25:57Z,700000,False,-7.0,270.0,1,right,MISS D. Schroder 27' 3PT,[203471],1610612751.0,BKN,,,,Schroder,D. Schroder,,,,,Above the Break 3,24+ Center,,,27.05,Missed,,,,,,,,,,,,,,,,
72,PT06M34.00S,2024-03-31T22:25:55.7Z,1,REGULAR,rebound,defensive,[],1629060,,,1610612747,0,15,2024-03-31T22:25:57Z,710000,False,,,0,,R. Hachimura REBOUND (Off:2 Def:2),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Center,,,,,71.0,4.0,2.0,2.0,,,,,,,,,,,,
73,PT06M27.00S,2024-03-31T22:26:06.2Z,1,REGULAR,foul,personal,[],1630570,,,1610612747,0,15,2024-03-31T22:26:16Z,720000,False,,,0,,T. Watford personal FOUL (1 PF),"[1630570, 203076]",1610612751.0,BKN,,,,Watford,T. Watford,,,,,Mid-Range,16-24 Right,202041.0,,,,,,,,1.0,0.0,Davis,203076.0,,,,,,,,
75,PT06M27.00S,2024-03-31T22:26:11.4Z,1,REGULAR,substitution,out,[],203471,,,1610612747,0,15,2024-03-31T22:26:28Z,740000,False,,,0,,SUB out: D. Schroder,[203471],1610612751.0,BKN,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M27.00S,2024-03-31T22:26:11.4Z,1,REGULAR,substitution,out,[],1626156,,,1610612747,0,15,2024-03-31T22:26:28Z,750000,False,,,0,,SUB out: D. Russell,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M27.00S,2024-03-31T22:26:11.4Z,1,REGULAR,substitution,in,[],1628372,,,1610612747,0,15,2024-03-31T22:26:28Z,760000,False,,,0,,SUB in: D. Smith Jr.,[1628372],1610612751.0,BKN,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M27.00S,2024-03-31T22:26:11.4Z,1,REGULAR,substitution,in,[],203915,,,1610612747,0,15,2024-03-31T22:26:28Z,770000,False,,,0,,SUB in: S. Dinwiddie,[203915],1610612747.0,LAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M19.00S,2024-03-31T22:26:39.7Z,1,REGULAR,3pt,Jump Shot,[],1630559,34.510512483574246,58.57843137254902,1610612747,0,15,2024-03-31T22:26:42Z,780000,False,-43.0,272.0,1,left,MISS A. Reaves 27' pullup 3PT,[1630559],1610612747.0,LAL,pullup,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Center,,,27.53,Missed,,,,,,,,,,,,,,,,
80,PT06M18.00S,2024-03-31T22:26:40.7Z,1,REGULAR,rebound,defensive,[],1630570,,,1610612751,0,15,2024-03-31T22:27:36Z,790000,False,,,0,,T. Watford REBOUND (Off:0 Def:1),[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,Above the Break 3,24+ Center,,,,,79.0,1.0,1.0,0.0,,,,,,,,,,,,
81,PT06M10.00S,2024-03-31T22:26:49.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630570,87.33574244415243,47.794117647058826,1610612751,0,15,2024-03-31T22:26:55Z,800000,False,-11.0,67.0,1,right,MISS T. Watford 6' driving floating Shot,[1630570],1610612751.0,BKN,driving floating,,,Watford,T. Watford,,,,,In The Paint (Non-RA),0-8 Center,,,6.74,Missed,,,,,,,,,,,,,,,,
82,PT06M07.00S,2024-03-31T22:26:52.6Z,1,REGULAR,rebound,defensive,[],1630559,,,1610612747,0,15,2024-03-31T22:26:55Z,810000,False,,,0,,A. Reaves REBOUND (Off:0 Def:4),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),0-8 Center,,,,,81.0,4.0,4.0,0.0,,,,,,,,,,,,
83,PT06M04.00S,2024-03-31T22:26:55.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630559,4.944152431011826,51.71568627450981,1610612747,0,17,2024-03-31T22:26:59Z,820000,False,-9.0,-6.0,1,left,A. Reaves running Layup (4 PTS),[1630559],1610612747.0,LAL,running,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,,,1.05,Made,,,,,,,,,4.0,,,,,,,
84,PT05M39.00S,2024-03-31T22:27:21.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629651,89.04402102496715,44.36274509803921,1610612751,2,17,2024-03-31T22:28:47Z,830000,False,-28.0,50.0,1,right,N. Claxton driving Layup (2 PTS),[1629651],1610612751.0,BKN,driving,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,5.78,Made,,,,,,,,,2.0,,,,,,,
85,PT05M23.00S,2024-03-31T22:27:35.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203076,9.017739816031538,45.588235294117645,1610612747,2,19,2024-03-31T22:28:02Z,840000,False,22.0,32.0,1,left,A. Davis driving floating Jump Shot (8 PTS) (A. Reaves 2 AST),"[203076, 1630559]",1610612747.0,LAL,driving floating,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,3.91,Made,,,,,,,,,8.0,A. Reaves,1630559.0,2.0,,,,
87,PT05M12.00S,2024-03-31T22:27:46.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628372,92.9862023653088,53.67647058823529,1610612751,4,19,2024-03-31T22:27:49Z,860000,False,18.0,13.0,1,right,D. Smith Jr. driving Layup (2 PTS),[1628372],1610612751.0,BKN,driving,,,Smith Jr.,D. Smith Jr.,,,,,Restricted Area,0-8 Center,,,2.28,Made,,,,,,,,,2.0,,,,,,,
88,PT05M01.00S,2024-03-31T22:27:57.7Z,1,REGULAR,3pt,Jump Shot,[],203076,32.670827858081466,49.754901960784316,1610612747,4,22,2024-03-31T22:28:05Z,870000,False,1.0,255.0,1,left,A. Davis 25' 3PT  (11 PTS) (R. Hachimura 2 AST),"[203076, 1629060]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Center,,,25.46,Made,,,,,,,,,11.0,R. Hachimura,1629060.0,2.0,,,,
90,PT04M47.00S,2024-03-31T22:28:11.3Z,1,REGULAR,3pt,Jump Shot,[],1629661,76.16622864651774,87.5,1610612751,4,22,2024-03-31T22:28:18Z,890000,False,188.0,172.0,1,right,MISS C. Johnson 25' 3PT,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Right Center,,,25.41,Missed,,,,,,,,,,,,,,,,
