actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
18,PT10M08.00S,2024-02-01T01:43:09.3Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203994,5.590000152587891,50.0,1610612756,4,0,2024-02-01T01:43:23Z,180000,False,0.0,0.0,1,left,MISS J. Nurkic tip Layup,[203994],1610612756.0,PHX,tip,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,,,,,0.0,Missed,,,,,,,,,,,,
19,PT10M08.00S,2024-02-01T01:43:09.3Z,1,REGULAR,rebound,offensive,[],203994,,,1610612756,4,0,2024-02-01T01:43:23Z,190000,False,,,0,,J. Nurkic REBOUND (Off:2 Def:0),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,18.0,2.0,0.0,2.0,,,,
20,PT10M08.00S,2024-02-01T01:43:10.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203994,8.886333771353483,48.529411764705884,1610612756,4,0,2024-02-01T01:43:20Z,200000,False,7.0,31.0,1,left,MISS J. Nurkic putback Layup - blocked,"[203994, 1629661]",1610612756.0,PHX,putback,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,,,,,3.19,Missed,,,,,,,,,Johnson,1629661.0,,
21,PT10M08.00S,2024-02-01T01:43:10.5Z,1,REGULAR,block,,[],1629661,,,1610612756,4,0,2024-02-01T01:43:12Z,210000,False,,,0,,C. Johnson BLOCK (1 BLK),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
22,PT10M08.00S,2024-02-01T01:43:10.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612756,4,0,2024-02-01T01:43:15Z,220000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,20.0,,,,,,,
24,PT10M04.00S,2024-02-01T01:43:31.9Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1626164,12.171484888304862,10.784313725490197,1610612756,4,0,2024-02-01T01:43:34Z,240000,False,196.0,62.0,1,left,MISS D. Booker 20' Jump Shot,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Mid-Range,16-24 Right,,,,,,,20.56,Missed,,,,,,,,,,,,
25,PT10M02.00S,2024-02-01T01:43:33.9Z,1,REGULAR,rebound,defensive,[],1629661,,,1610612751,4,0,2024-02-01T01:43:34Z,250000,False,,,0,,C. Johnson REBOUND (Off:0 Def:1),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,24.0,1.0,1.0,0.0,,,,
26,PT09M56.00S,2024-02-01T01:43:40.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629651,91.80354796320631,54.65686274509803,1610612751,4,0,2024-02-01T01:43:44Z,260000,False,23.0,25.0,1,right,MISS N. Claxton driving Hook,[1629651],1610612751.0,BKN,driving,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,,3.38,Missed,,,,,,,,,,,,
27,PT09M53.00S,2024-02-01T01:43:43.3Z,1,REGULAR,rebound,defensive,[],203078,,,1610612756,4,0,2024-02-01T01:43:44Z,270000,False,,,0,,B. Beal REBOUND (Off:0 Def:1),[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,26.0,1.0,1.0,0.0,,,,
28,PT09M48.00S,2024-02-01T01:43:47.5Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],203078,20.71287779237845,69.85294117647058,1610612756,4,2,2024-02-01T01:44:48Z,280000,False,-99.0,142.0,1,left,B. Beal 17' running pullup Jump Shot (2 PTS),[203078],1610612756.0,PHX,running pullup,,,Beal,B. Beal,,,,,Mid-Range,16-24 Left Center,,,,,,,17.34,Made,2.0,,,,,,,,,,,
29,PT09M29.00S,2024-02-01T01:44:07.5Z,1,REGULAR,2pt,Jump Shot,[],1629661,90.22667542706965,88.97058823529412,1610612751,4,2,2024-02-01T01:44:13Z,290000,False,195.0,39.0,1,right,MISS C. Johnson 19' Jump Shot,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Mid-Range,16-24 Right,,,,,,,19.88,Missed,,,,,,,,,,,,
30,PT09M29.00S,2024-02-01T01:44:07.5Z,1,REGULAR,rebound,defensive,[],201142,,,1610612756,4,2,2024-02-01T01:44:13Z,300000,False,,,0,,K. Durant REBOUND (Off:0 Def:1),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,29.0,1.0,1.0,0.0,,,,
32,PT09M19.00S,2024-02-01T01:44:35.9Z,1,REGULAR,2pt,Jump Shot,[],201142,11.12023653088042,18.627450980392158,1610612756,4,2,2024-02-01T01:44:39Z,320000,False,157.0,52.0,1,left,MISS K. Durant 16' Jump Shot,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Mid-Range,16-24 Right,,,,,,,16.53,Missed,,,,,,,,,,,,
33,PT09M17.00S,2024-02-01T01:44:38.9Z,1,REGULAR,rebound,offensive,[],203078,,,1610612756,4,2,2024-02-01T01:44:38Z,330000,False,,,0,,B. Beal REBOUND (Off:1 Def:1),[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,32.0,2.0,1.0,1.0,,,,
34,PT09M12.00S,2024-02-01T01:44:43.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203994,7.046649145860711,49.26470588235294,1610612756,4,4,2024-02-01T01:45:03Z,340000,False,4.0,14.0,1,left,J. Nurkic cutting DUNK (2 PTS) (K. Durant 1 AST),"[203994, 201142]",1610612756.0,PHX,cutting,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,,,,,1.42,Made,2.0,K. Durant,201142.0,1.0,,,,,,,,
36,PT08M55.00S,2024-02-01T01:45:00.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630560,88.25558475689881,50.98039215686274,1610612751,6,4,2024-02-01T01:45:06Z,360000,False,5.0,58.0,1,right,C. Thomas driving floating Jump Shot (2 PTS),[1630560],1610612751.0,BKN,driving floating,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,5.81,Made,2.0,,,,,,,,,,,
37,PT08M41.00S,2024-02-01T01:45:15.3Z,1,REGULAR,3pt,Jump Shot,[],201569,2.1846254927726676,96.32352941176471,1610612756,6,4,2024-02-01T01:45:19Z,370000,False,-232.0,-32.0,1,left,MISS E. Gordon 3PT,[201569],1610612756.0,PHX,,,,Gordon,E. Gordon,,,,,Left Corner 3,24+ Left,,,,,,,23.38,Missed,,,,,,,,,,,,
38,PT08M37.00S,2024-02-01T01:45:19.3Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,6,4,2024-02-01T01:45:19Z,380000,False,,,0,,N. Claxton REBOUND (Off:0 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,37.0,1.0,1.0,0.0,,,,
39,PT08M32.00S,2024-02-01T01:45:23.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629651,94.30026281208936,53.18627450980392,1610612751,8,4,2024-02-01T01:45:28Z,390000,False,16.0,1.0,1,right,N. Claxton running Layup (4 PTS),[1629651],1610612751.0,BKN,running,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,,1.59,Made,4.0,,,,,,,,,,,
40,PT08M19.00S,2024-02-01T01:45:36.5Z,1,REGULAR,turnover,lost ball,[],203994,,,1610612756,8,4,2024-02-01T01:45:43Z,400000,False,,,0,,J. Nurkic lost ball TURNOVER (2 TO),"[203994, 1629651]",1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Mid-Range,16-24 Right Center,,,,,,2.0,,,,,,,,,,,,,Claxton,1629651.0
41,PT08M19.00S,2024-02-01T01:45:36.5Z,1,REGULAR,steal,,[],1629651,,,1610612751,8,4,2024-02-01T01:46:21Z,410000,False,,,0,,N. Claxton STEAL (1 STL),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
42,PT08M15.00S,2024-02-01T01:45:40.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629651,94.82588699080158,50.73529411764706,1610612751,8,4,2024-02-01T01:45:47Z,420000,False,4.0,-4.0,1,right,MISS N. Claxton running Layup - blocked,"[1629651, 1626164]",1610612751.0,BKN,running,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,,0.54,Missed,,,,,,,,,Booker,1626164.0,,
43,PT08M15.00S,2024-02-01T01:45:40.9Z,1,REGULAR,block,,[],1626164,,,1610612751,8,4,2024-02-01T01:45:43Z,430000,False,,,0,,D. Booker BLOCK (1 BLK),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
44,PT08M15.00S,2024-02-01T01:45:40.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,8,4,2024-02-01T01:45:47Z,440000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,42.0,,,,,,,
46,PT08M09.00S,2024-02-01T01:46:06.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629651,94.1688567674113,54.166666666666664,1610612751,10,4,2024-02-01T01:46:35Z,460000,False,21.0,2.0,1,right,N. Claxton DUNK (6 PTS) (C. Thomas 1 AST),"[1629651, 1630560]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,,2.09,Made,6.0,C. Thomas,1630560.0,1.0,,,,,,,,
48,PT08M09.00S,2024-02-01T01:46:11.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,10,4,2024-02-01T01:46:11Z,480000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT07M55.00S,2024-02-01T01:50:05.2Z,1,REGULAR,foul,technical,['1freethrow'],1629651,,,1610612756,10,4,2024-02-01T01:50:12Z,490000,False,,,0,,N. Claxton defensive-3-second technical FOUL (1 Tech),[1629651],1610612751.0,BKN,defensive-3-second,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),8-16 Center,1162.0,0.0,1.0,,,,,,,,,,,,,,,,,
50,PT07M55.00S,2024-02-01T01:50:21.8Z,1,REGULAR,freethrow,1 of 1,[],201142,,,1610612756,10,5,2024-02-01T01:50:21Z,500000,False,,,0,,K. Durant technical Free Throw 1 of 1 (1 PTS),[201142],1610612756.0,PHX,technical,,,Durant,K. Durant,,,,,,,,,,,,,,Made,1.0,,,,,,,,,,,
51,PT07M45.00S,2024-02-01T01:50:49.0Z,1,REGULAR,foul,personal,['2freethrow'],1630560,,,1610612756,10,5,2024-02-01T01:50:55Z,510000,False,,,0,,C. Thomas shooting personal FOUL (1 PF) (Beal 2 FT),"[1630560, 203078]",1610612751.0,BKN,shooting,,,Thomas,C. Thomas,,,,,Mid-Range,8-16 Left,1162.0,1.0,0.0,Beal,203078.0,,,,,,,,,,,,,,,
53,PT07M45.00S,2024-02-01T01:51:11.7Z,1,REGULAR,freethrow,1 of 2,[],203078,,,1610612756,10,6,2024-02-01T01:51:11Z,530000,False,,,0,,B. Beal Free Throw 1 of 2 (3 PTS),[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,,,,,,,Made,3.0,,,,,,,,,,,
54,PT07M45.00S,2024-02-01T01:51:28.8Z,1,REGULAR,freethrow,2 of 2,[],203078,,,1610612756,10,7,2024-02-01T01:51:28Z,540000,False,,,0,,B. Beal Free Throw 2 of 2 (4 PTS),[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,,,,,,,Made,4.0,,,,,,,,,,,
56,PT07M28.00S,2024-02-01T01:51:57.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629651,94.95729303547962,51.9607843137255,1610612751,12,7,2024-02-01T01:52:00Z,560000,False,10.0,-5.0,1,right,N. Claxton alley-oop DUNK (8 PTS) (C. Thomas 2 AST),"[1629651, 1630560]",1610612751.0,BKN,alley-oop,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,,1.1,Made,8.0,C. Thomas,1630560.0,2.0,,,,,,,,
58,PT07M11.00S,2024-02-01T01:52:13.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203078,11.251642575558476,48.77450980392157,1610612756,12,7,2024-02-01T01:52:38Z,580000,False,6.0,53.0,1,left,MISS B. Beal turnaround Shot,[203078],1610612756.0,PHX,turnaround,,,Beal,B. Beal,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,5.36,Missed,,,,,,,,,,,,
59,PT07M09.00S,2024-02-01T01:52:15.7Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,12,7,2024-02-01T01:52:18Z,590000,False,,,0,,N. Claxton REBOUND (Off:0 Def:2),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,58.0,2.0,2.0,0.0,,,,
60,PT07M00.00S,2024-02-01T01:52:25.1Z,1,REGULAR,turnover,bad pass,[],1629661,,,1610612751,12,7,2024-02-01T01:52:28Z,600000,False,,,0,,C. Johnson bad pass TURNOVER (1 TO),"[1629661, 203994]",1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,1.0,,,,,,,,,,,,,Nurkic,203994.0
61,PT07M00.00S,2024-02-01T01:52:25.1Z,1,REGULAR,steal,,[],203994,,,1610612756,12,7,2024-02-01T01:52:26Z,610000,False,,,0,,J. Nurkic STEAL (1 STL),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
62,PT06M57.00S,2024-02-01T01:52:28.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201569,5.732588699080158,47.794117647058826,1610612756,12,9,2024-02-01T01:52:34Z,620000,False,11.0,1.0,1,left,E. Gordon running Layup (2 PTS) (D. Booker 1 AST),"[201569, 1626164]",1610612756.0,PHX,running,,,Gordon,E. Gordon,,,,,Restricted Area,0-8 Center,,,,,,,1.11,Made,2.0,D. Booker,1626164.0,1.0,,,,,,,,
64,PT06M51.00S,2024-02-01T01:52:37.5Z,1,REGULAR,foul,personal,[],1626164,,,1610612751,12,9,2024-02-01T01:52:49Z,640000,False,,,0,,D. Booker personal FOUL (1 PF),"[1626164, 1630560]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,1162.0,1.0,0.0,Thomas,1630560.0,,,,,,,,,,,,,,,
66,PT06M51.00S,2024-02-01T01:52:49.7Z,1,REGULAR,substitution,out,[],1628969,,,1610612751,12,9,2024-02-01T01:53:03Z,660000,False,,,0,,SUB out: M. Bridges,[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M51.00S,2024-02-01T01:52:49.7Z,1,REGULAR,substitution,out,[],1629651,,,1610612751,12,9,2024-02-01T01:53:03Z,670000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M51.00S,2024-02-01T01:52:49.7Z,1,REGULAR,substitution,out,[],203915,,,1610612751,12,9,2024-02-01T01:53:03Z,680000,False,,,0,,SUB out: S. Dinwiddie,[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M51.00S,2024-02-01T01:52:49.7Z,1,REGULAR,substitution,in,[],1630570,,,1610612751,12,9,2024-02-01T01:53:03Z,690000,False,,,0,,SUB in: T. Watford,[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M51.00S,2024-02-01T01:52:49.7Z,1,REGULAR,substitution,in,[],1626220,,,1610612751,12,9,2024-02-01T01:53:03Z,700000,False,,,0,,SUB in: R. O'Neale,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M51.00S,2024-02-01T01:52:49.7Z,1,REGULAR,substitution,in,[],1629022,,,1610612751,12,9,2024-02-01T01:53:03Z,710000,False,,,0,,SUB in: L. Walker IV,[1629022],1610612751.0,BKN,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M37.00S,2024-02-01T01:53:21.5Z,1,REGULAR,3pt,Jump Shot,[],1630560,91.67214191852825,96.56862745098039,1610612751,12,9,2024-02-01T01:53:26Z,720000,False,233.0,26.0,1,right,MISS C. Thomas step back 3PT,[1630560],1610612751.0,BKN,step back,,,Thomas,C. Thomas,,,,,Right Corner 3,24+ Right,,,,,,,23.42,Missed,,,,,,,,,,,,
73,PT06M33.00S,2024-02-01T01:53:25.5Z,1,REGULAR,rebound,defensive,[],201142,,,1610612756,12,9,2024-02-01T01:53:26Z,730000,False,,,0,,K. Durant REBOUND (Off:0 Def:2),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,72.0,2.0,2.0,0.0,,,,
74,PT06M32.00S,2024-02-01T01:53:28.0Z,1,REGULAR,foul,personal,['2freethrow'],1626220,,,1610612756,12,9,2024-02-01T01:53:39Z,740000,False,,,0,,R. O'Neale shooting personal FOUL (1 PF) (Durant 2 FT),"[1626220, 201142]",1610612751.0,BKN,shooting,,,O'Neale,R. O'Neale,,,,,Restricted Area,0-8 Center,202026.0,1.0,0.0,Durant,201142.0,,,,,,,,,,,,,,,
76,PT06M32.00S,2024-02-01T01:53:52.4Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],201142,,,1610612756,12,10,2024-02-01T01:55:02Z,760000,False,,,0,,K. Durant Free Throw 1 of 2 (2 PTS),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,,,Made,2.0,,,,,,,,,,,
77,PT06M32.00S,2024-02-01T01:53:52.4Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],201142,,,1610612756,12,11,2024-02-01T01:55:02Z,770000,False,,,0,,K. Durant Free Throw 2 of 2 (3 PTS),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,,,Made,3.0,,,,,,,,,,,
78,PT06M14.00S,2024-02-01T01:54:32.9Z,1,REGULAR,3pt,Jump Shot,[],1629661,95.0886990801577,96.81372549019608,1610612751,15,11,2024-02-01T01:54:36Z,780000,False,234.0,-6.0,1,right,C. Johnson 3PT  (5 PTS) (C. Thomas 3 AST),"[1629661, 1630560]",1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Right Corner 3,24+ Right,,,,,,,23.42,Made,5.0,C. Thomas,1630560.0,3.0,,,,,,,,
80,PT06M04.00S,2024-02-01T01:54:42.7Z,1,REGULAR,3pt,Jump Shot,[],1626164,24.78646517739816,83.57843137254902,1610612756,15,14,2024-02-01T01:56:41Z,800000,False,-168.0,180.0,1,left,D. Booker 24' 3PT pullup (3 PTS) (B. Beal 1 AST),"[1626164, 203078]",1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Above the Break 3,24+ Left Center,,,,,,,24.65,Made,3.0,B. Beal,203078.0,1.0,,,,,,,,
82,PT06M03.00S,2024-02-01T01:54:51.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,15,14,2024-02-01T01:54:51Z,820000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M48.00S,2024-02-01T01:58:28.5Z,1,REGULAR,2pt,Jump Shot,[],1629022,92.19776609724047,75.24509803921569,1610612751,17,14,2024-02-01T01:58:32Z,830000,False,126.0,21.0,1,right,L. Walker IV 12' pullup Jump Shot (2 PTS) (T. Watford 1 AST),"[1629022, 1630570]",1610612751.0,BKN,pullup,,,Walker IV,L. Walker IV,,,,,Mid-Range,8-16 Right,,,,,,,12.79,Made,2.0,T. Watford,1630570.0,1.0,,,,,,,,
85,PT05M28.00S,2024-02-01T01:58:49.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203994,6.521024967148489,49.26470588235294,1610612756,17,16,2024-02-01T01:58:55Z,850000,False,4.0,9.0,1,left,J. Nurkic DUNK (4 PTS) (D. Booker 2 AST),"[203994, 1626164]",1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,,,,,0.95,Made,4.0,D. Booker,1626164.0,2.0,,,,,,,,
87,PT05M10.00S,2024-02-01T01:59:05.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630570,93.64323258869908,53.431372549019606,1610612751,19,16,2024-02-01T01:59:08Z,870000,False,17.0,7.0,1,right,T. Watford driving finger roll Layup (2 PTS),[1630570],1610612751.0,BKN,driving finger roll,,,Watford,T. Watford,,,,,Restricted Area,0-8 Center,,,,,,,1.87,Made,2.0,,,,,,,,,,,
88,PT05M06.00S,2024-02-01T01:59:12.6Z,1,REGULAR,foul,offensive,[],1626164,,,1610612756,19,16,2024-02-01T01:59:35Z,880000,False,,,0,,D. Booker offensive FOUL (2 PF),"[1626164, 1629661]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,Mid-Range,8-16 Left,202026.0,2.0,0.0,Johnson,1629661.0,,,,,,,,,,,,,,,
