actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-04-07T23:40:59.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-04-07T23:40:59Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2024-04-07T23:41:01.6Z,1,REGULAR,jumpball,recovered,[],1630592,,,1610612751,0,0,2024-04-07T23:41:01Z,40000,False,,,0,,Jump Ball N. Clowney vs. D. Sabonis: Tip to J. Wilson,"[1630592, 1641730, 1627734]",1610612751.0,BKN,startperiod,J. Wilson,1630592.0,Wilson,J. Wilson,Clowney,1641730.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M37.00S,2024-04-07T23:41:21.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1641730,87.33574244415243,45.83333333333333,1610612751,0,0,2024-04-07T23:41:27Z,70000,False,-21.0,67.0,1,right,MISS N. Clowney 6' Hook,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,In The Paint (Non-RA),0-8 Center,6.97,Missed,,,,,,,,,,,,,,,,,,
8,PT11M34.00S,2024-04-07T23:41:24.9Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,0,0,2024-04-07T23:41:27Z,80000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:1),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M20.00S,2024-04-07T23:41:38.3Z,1,REGULAR,3pt,Jump Shot,[],1628368,27.54599211563732,77.20588235294117,1610612758,0,0,2024-04-07T23:41:43Z,90000,False,-136.0,206.0,1,left,MISS D. Fox 24' 3PT,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Left Center,24.72,Missed,,,,,,,,,,,,,,,,,,
10,PT11M16.00S,2024-04-07T23:41:42.3Z,1,REGULAR,rebound,defensive,[],203471,,,1610612751,0,0,2024-04-07T23:41:43Z,100000,False,,,0,,D. Schroder REBOUND (Off:0 Def:1),[203471],1610612751.0,BKN,,,,Schroder,D. Schroder,,,,,Above the Break 3,24+ Left Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M12.00S,2024-04-07T23:41:49.4Z,1,REGULAR,foul,personal,[],1628368,,,1610612751,0,0,2024-04-07T23:41:56Z,110000,False,,,0,,D. Fox personal FOUL (1 PF),"[1628368, 1641730]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,Mid-Range,8-16 Right,,,,,,,2882.0,1.0,0.0,Clowney,1641730.0,,,,,,,,,
13,PT11M00.00S,2024-04-07T23:42:17.3Z,1,REGULAR,2pt,Jump Shot,[],1630560,73.27529566360053,32.35294117647059,1610612751,0,0,2024-04-07T23:42:44Z,130000,False,-88.0,199.0,1,right,MISS C. Thomas 21' step back Shot,[1630560],1610612751.0,BKN,step back,,,Thomas,C. Thomas,,,,,Mid-Range,16-24 Left Center,21.74,Missed,,,,,,,,,,,,,,,,,,
14,PT10M56.00S,2024-04-07T23:42:21.3Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,0,0,2024-04-07T23:42:25Z,140000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:2),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,16-24 Left Center,,,13.0,2.0,2.0,0.0,,,,,,,,,,,,,,
15,PT10M47.00S,2024-04-07T23:42:30.1Z,1,REGULAR,2pt,Jump Shot,[],203084,13.61695137976347,70.83333333333334,1610612758,0,0,2024-04-07T23:42:34Z,150000,False,-104.0,75.0,1,left,MISS H. Barnes 12' pullup Shot,[203084],1610612758.0,SAC,pullup,,,Barnes,H. Barnes,,,,,Mid-Range,8-16 Left,12.87,Missed,,,,,,,,,,,,,,,,,,
16,PT10M44.00S,2024-04-07T23:42:33.1Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612751,0,0,2024-04-07T23:42:34Z,160000,False,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Left,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,
17,PT10M25.00S,2024-04-07T23:42:52.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203471,92.06636005256242,56.372549019607845,1610612751,2,0,2024-04-07T23:43:15Z,170000,False,32.0,22.0,1,right,D. Schroder driving floating bank Jump Shot (2 PTS),[203471],1610612751.0,BKN,driving floating bank,,,Schroder,D. Schroder,,,,,Restricted Area,0-8 Center,3.88,Made,,,,,,,,,,2.0,,,,,,,,
18,PT10M17.00S,2024-04-07T23:42:59.4Z,1,REGULAR,3pt,Jump Shot,[],1631099,5.995400788436268,96.07843137254902,1610612758,2,3,2024-04-07T23:43:04Z,180000,False,-230.0,4.0,1,left,K. Murray 3PT  (3 PTS) (D. Fox 1 AST),"[1631099, 1628368]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,Left Corner 3,24+ Left,23.04,Made,,,,,,,,,,3.0,D. Fox,1628368.0,1.0,,,,,
20,PT10M02.00S,2024-04-07T23:43:15.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,84.83902759526939,47.794117647058826,1610612751,2,3,2024-04-07T23:43:21Z,200000,False,-11.0,90.0,1,right,MISS M. Bridges 9' floating Shot - blocked,"[1628969, 1631165]",1610612751.0,BKN,floating,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Center,9.07,Missed,,,,,,,,,,,,,,Ellis,1631165.0,,,
21,PT10M02.00S,2024-04-07T23:43:15.1Z,1,REGULAR,block,,[],1631165,,,1610612751,2,3,2024-04-07T23:43:16Z,210000,False,,,0,,K. Ellis BLOCK (1 BLK),[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
22,PT10M00.00S,2024-04-07T23:43:17.1Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,2,3,2024-04-07T23:43:21Z,220000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:3),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Center,,,20.0,3.0,3.0,0.0,,,,,,,,,,,,,,
23,PT09M56.00S,2024-04-07T23:43:23.0Z,1,REGULAR,foul,personal,['2freethrow'],1641730,,,1610612758,2,3,2024-04-07T23:43:29Z,230000,False,,,0,,N. Clowney shooting personal FOUL (1 PF) (Sabonis 2 FT),"[1641730, 1627734]",1610612751.0,BKN,shooting,,,Clowney,N. Clowney,,,,,Restricted Area,0-8 Center,,,,,,,2882.0,1.0,0.0,Sabonis,1627734.0,,,,,,,,,
25,PT09M56.00S,2024-04-07T23:43:51.9Z,1,REGULAR,freethrow,1 of 2,[],1627734,,,1610612758,2,3,2024-04-07T23:43:52Z,250000,False,,,0,,MISS D. Sabonis Free Throw 1 of 2,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
26,PT09M56.00S,2024-04-07T23:43:51.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,2,3,2024-04-07T23:43:52Z,260000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,
