actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2024-03-29T23:42:22.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-03-29T23:42:22Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-03-29T23:42:24.4Z,1,REGULAR,jumpball,recovered,[],1627827,,,1610612751,0,0,2024-03-29T23:42:24Z,40000,False,,,0,,Jump Ball N. Claxton vs. N. Vucevic: Tip to D. Finney-Smith,"[1627827, 1629651, 202696]",1610612751.0,BKN,startperiod,D. Finney-Smith,1627827.0,Finney-Smith,D. Finney-Smith,Claxton,1629651.0,Vucevic,202696.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2024-03-29T23:42:41.1Z,1,REGULAR,2pt,Jump Shot,[],203471,23.603810775295663,40.44117647058824,1610612751,0,0,2024-03-29T23:42:47Z,70000,False,48.0,169.0,1,left,MISS D. Schroder 17' pullup Shot,[203471],1610612751.0,BKN,pullup,,,Schroder,D. Schroder,,,,,Mid-Range,16-24 Center,17.6,Missed,,,,,,,,,,,,,,,,,,
8,PT11M35.00S,2024-03-29T23:42:46.1Z,1,REGULAR,rebound,offensive,[],1629651,,,1610612751,0,0,2024-03-29T23:42:47Z,80000,False,,,0,,N. Claxton REBOUND (Off:1 Def:0),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Mid-Range,16-24 Center,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M35.00S,2024-03-29T23:42:46.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629651,5.590000152587891,50.0,1610612751,0,0,2024-03-29T23:42:46Z,90000,False,0.0,0.0,1,left,MISS N. Claxton tip Layup,[1629651],1610612751.0,BKN,tip,,,Claxton,N. Claxton,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
10,PT11M34.00S,2024-03-29T23:42:46.9Z,1,REGULAR,rebound,defensive,[],1630245,,,1610612741,0,0,2024-03-29T23:42:46Z,100000,False,,,0,,A. Dosunmu REBOUND (Off:0 Def:1),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Mid-Range,8-16 Left,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M24.00S,2024-03-29T23:42:56.3Z,1,REGULAR,2pt,Jump Shot,[],201942,71.29804533508542,30.905330882352942,1610612741,0,0,2024-03-29T23:44:08Z,110000,False,-95.0,217.0,1,right,MISS D. DeRozan 23' Jump Shot,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Left Center,23.74,Missed,,,,,,,,,,,,,,,,,,
12,PT11M20.00S,2024-03-29T23:43:00.3Z,1,REGULAR,rebound,defensive,[],203471,,,1610612751,0,0,2024-03-29T23:43:05Z,120000,False,,,0,,D. Schroder REBOUND (Off:0 Def:1),[203471],1610612751.0,BKN,,,,Schroder,D. Schroder,,,,,Mid-Range,16-24 Left Center,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
13,PT11M05.00S,2024-03-29T23:43:16.0Z,1,REGULAR,3pt,Jump Shot,[],1628969,3.3672798948751645,96.07843137254902,1610612751,0,0,2024-03-29T23:43:21Z,130000,False,-230.0,-21.0,1,left,MISS M. Bridges 3PT,[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,23.13,Missed,,,,,,,,,,,,,,,,,,
14,PT11M02.00S,2024-03-29T23:43:19.0Z,1,REGULAR,rebound,defensive,[],201942,,,1610612741,0,0,2024-03-29T23:43:21Z,140000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:1),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Left Corner 3,24+ Left,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
15,PT10M54.00S,2024-03-29T23:43:26.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202696,83.26215505913272,39.950980392156865,1610612741,0,2,2024-03-29T23:43:31Z,150000,False,-50.0,105.0,1,right,N. Vucevic 11' turnaround Hook (2 PTS) (A. Caruso 1 AST),"[202696, 1627936]",1610612741.0,CHI,turnaround,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),8-16 Center,11.62,Made,,,,,2.0,A. Caruso,1627936.0,1.0,,,,,,,,,,
