actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-02-06T00:41:11.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-02-06T00:41:11Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2024-02-06T00:41:13.0Z,1,REGULAR,jumpball,recovered,[],203915,,,1610612751,0,0,2024-02-06T00:41:13Z,40000,False,,,0,,Jump Ball N. Claxton vs. D. Green: Tip to S. Dinwiddie,"[203915, 1629651, 203110]",1610612751.0,BKN,startperiod,S. Dinwiddie,203915.0,Dinwiddie,S. Dinwiddie,Claxton,1629651.0,Green,203110.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M35.00S,2024-02-06T00:41:35.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629651,7.440867279894875,51.71568627450981,1610612751,0,0,2024-02-06T00:43:40Z,70000,False,-9.0,17.0,1,left,MISS N. Claxton driving Layup - blocked,"[1629651, 1630228]",1610612751.0,BKN,driving,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,1.94,Missed,Kuminga,1630228.0,,,,,,,,,,,,,,,,
52,PT11M35.00S,2024-02-06T00:41:35.9Z,1,REGULAR,block,,[],1630228,,,1610612751,0,0,2024-02-06T00:46:34Z,75000,False,,,0,,J. Kuminga BLOCK (1 BLK),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
8,PT11M33.00S,2024-02-06T00:41:37.9Z,1,REGULAR,rebound,defensive,[],1641764,,,1610612744,0,0,2024-02-06T00:41:42Z,80000,False,,,0,,B. Podziemski REBOUND (Off:0 Def:1),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Restricted Area,0-8 Center,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,
9,PT11M28.00S,2024-02-06T00:41:42.7Z,1,REGULAR,2pt,Jump Shot,[],201939,79.97700394218134,75.49019607843137,1610612744,0,2,2024-02-06T00:50:36Z,90000,False,127.0,136.0,1,right,S. Curry 18' pullup Jump Shot (2 PTS) (B. Podziemski 1 AST),"[201939, 1641764]",1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,Mid-Range,16-24 Right Center,18.62,Made,,,,,,,2.0,B. Podziemski,1641764.0,1.0,,,,,,,,
10,PT11M11.00S,2024-02-06T00:42:00.9Z,1,REGULAR,foul,personal,['2freethrow'],1641764,,,1610612751,0,2,2024-02-06T00:42:07Z,100000,False,,,0,,B. Podziemski shooting personal FOUL (1 PF) (Thomas 2 FT),"[1641764, 1630560]",1610612744.0,GSW,shooting,,,Podziemski,B. Podziemski,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,1627524.0,1.0,0.0,Thomas,1630560.0,,,
13,PT11M11.00S,2024-02-06T00:42:28.9Z,1,REGULAR,freethrow,1 of 2,[],1630560,,,1610612751,1,2,2024-02-06T00:42:28Z,120000,False,,,0,,C. Thomas Free Throw 1 of 2 (1 PTS),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
14,PT11M11.00S,2024-02-06T00:42:44.5Z,1,REGULAR,freethrow,2 of 2,[],1630560,,,1610612751,2,2,2024-02-06T00:42:44Z,130000,False,,,0,,C. Thomas Free Throw 2 of 2 (2 PTS),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,Made,,,,,,,2.0,,,,,,,,,,,
15,PT11M03.00S,2024-02-06T00:42:56.4Z,1,REGULAR,foul,personal,[],1630560,,,1610612744,2,2,2024-02-06T00:43:05Z,140000,False,,,0,,C. Thomas personal FOUL (1 PF),"[1630560, 1630228]",1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,1627524.0,1.0,0.0,Kuminga,1630228.0,,,
