actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
89,PT04M29.00S,2024-01-27T23:30:29.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628969,18.2161629434954,58.57843137254902,1610612751,28,14,2024-01-27T23:36:48Z,890000,False,-43.0,119.0,1,left,M. Bridges 12' pullup Jump Shot (9 PTS) (N. Claxton 3 AST),"[1628969, 1629651]",1610612751.0,BKN,pullup,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Center,12.62,Made,9.0,,,,,,,,,,N. Claxton,1629651.0,3.0,,,,,
91,PT04M02.00S,2024-01-27T23:30:57.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630256,88.91261498028909,42.64705882352941,1610612745,28,14,2024-01-27T23:31:02Z,910000,False,-37.0,52.0,1,right,MISS J. Tate 6' driving Hook,[1630256],1610612745.0,HOU,driving,,,Tate,J. Tate,,,,,In The Paint (Non-RA),0-8 Center,6.35,Missed,,,,,,,,,,,,,,,,,,
92,PT03M59.00S,2024-01-27T23:31:00.0Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,28,14,2024-01-27T23:31:02Z,920000,False,,,0,,N. Claxton REBOUND (Off:0 Def:4),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,,91.0,4.0,4.0,0.0,,,,,,,,,,,,,
93,PT03M50.00S,2024-01-27T23:31:08.5Z,1,REGULAR,3pt,Jump Shot,[],1630560,33.590670170827856,47.30392156862745,1610612751,28,14,2024-01-27T23:31:13Z,930000,False,13.0,263.0,1,left,MISS C. Thomas 26' pullup 3PT,[1630560],1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Center,26.36,Missed,,,,,,,,,,,,,,,,,,
94,PT03M48.00S,2024-01-27T23:31:10.5Z,1,REGULAR,rebound,defensive,[],1641715,,,1610612745,28,14,2024-01-27T23:31:13Z,940000,False,,,0,,C. Whitmore REBOUND (Off:2 Def:2),[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,Above the Break 3,24+ Center,,,,93.0,4.0,2.0,2.0,,,,,,,,,,,,,
95,PT03M33.00S,2024-01-27T23:31:26.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630578,86.5473061760841,61.029411764705884,1610612745,28,14,2024-01-27T23:31:32Z,950000,False,55.0,74.0,1,right,MISS A. Sengun 9' fadeaway Shot,[1630578],1610612745.0,HOU,fadeaway,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Right,9.23,Missed,,,,,,,,,,,,,,,,,,
96,PT03M30.00S,2024-01-27T23:31:29.4Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,28,14,2024-01-27T23:31:32Z,960000,False,,,0,,N. Claxton REBOUND (Off:0 Def:5),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),8-16 Right,,,,95.0,5.0,5.0,0.0,,,,,,,,,,,,,
97,PT03M24.00S,2024-01-27T23:31:35.3Z,1,REGULAR,3pt,Jump Shot,[],1628969,31.35676741130092,26.96078431372549,1610612751,31,14,2024-01-27T23:31:40Z,970000,False,115.0,242.0,1,left,M. Bridges 26' 3PT pullup (12 PTS),[1628969],1610612751.0,BKN,pullup,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,26.83,Made,12.0,,,,,,,,,,,,,,,,,
98,PT03M00.00S,2024-01-27T23:31:59.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628415,89.96386333771353,42.40196078431372,1610612745,31,14,2024-01-27T23:32:04Z,980000,False,-38.0,42.0,1,right,MISS D. Brooks driving Layup,[1628415],1610612745.0,HOU,driving,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),0-8 Center,5.65,Missed,,,,,,,,,,,,,,,,,,
99,PT02M58.00S,2024-01-27T23:32:01.4Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,31,14,2024-01-27T23:32:04Z,990000,False,,,0,,N. Claxton REBOUND (Off:0 Def:6),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,,98.0,6.0,6.0,0.0,,,,,,,,,,,,,
100,PT02M45.00S,2024-01-27T23:32:14.5Z,1,REGULAR,3pt,Jump Shot,[],1627827,31.882391590013142,66.17647058823529,1610612751,31,14,2024-01-27T23:32:20Z,1000000,False,-81.0,247.0,1,left,MISS D. Finney-Smith 26' 3PT,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Center,26.01,Missed,,,,,,,,,,,,,,,,,,
101,PT02M40.00S,2024-01-27T23:32:19.5Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,31,14,2024-01-27T23:32:20Z,1010000,False,,,0,,A. Sengun REBOUND (Off:0 Def:2),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Center,,,,100.0,2.0,2.0,0.0,,,,,,,,,,,,,
102,PT02M29.00S,2024-01-27T23:32:29.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,87.46714848883047,53.92156862745098,1610612745,31,14,2024-01-27T23:32:37Z,1020000,False,20.0,65.0,1,right,MISS D. Brooks 6' turnaround fadeaway Shot,[1628415],1610612745.0,HOU,turnaround fadeaway,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),0-8 Center,6.82,Missed,,,,,,,,,,,,,,,,,,
103,PT02M26.00S,2024-01-27T23:32:32.9Z,1,REGULAR,rebound,defensive,[],203915,,,1610612751,31,14,2024-01-27T23:32:37Z,1030000,False,,,0,,S. Dinwiddie REBOUND (Off:0 Def:1),[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),0-8 Center,,,,102.0,1.0,1.0,0.0,,,,,,,,,,,,,
104,PT02M22.00S,2024-01-27T23:32:38.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1627827,5.863994743758213,49.26470588235294,1610612751,33,14,2024-01-27T23:32:46Z,1040000,False,4.0,3.0,1,left,D. Finney-Smith running DUNK (4 PTS) (S. Dinwiddie 4 AST),"[1627827, 203915]",1610612751.0,BKN,running,,,Finney-Smith,D. Finney-Smith,,,,,Restricted Area,0-8 Center,0.45,Made,4.0,,,,,,,,,,S. Dinwiddie,203915.0,4.0,,,,,
106,PT02M22.00S,2024-01-27T23:32:49.5Z,1,REGULAR,timeout,full,['team'],0,,,1610612745,33,14,2024-01-27T23:32:49Z,1060000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT02M22.00S,2024-01-27T23:32:53.4Z,1,REGULAR,substitution,out,[],1630560,,,1610612745,33,14,2024-01-27T23:34:17Z,1070000,False,,,0,,SUB out: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M22.00S,2024-01-27T23:32:53.4Z,1,REGULAR,substitution,out,[],203915,,,1610612745,33,14,2024-01-27T23:34:17Z,1080000,False,,,0,,SUB out: S. Dinwiddie,[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M22.00S,2024-01-27T23:32:53.4Z,1,REGULAR,substitution,out,[],1629651,,,1610612745,33,14,2024-01-27T23:34:17Z,1090000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M22.00S,2024-01-27T23:32:53.4Z,1,REGULAR,substitution,out,[],1641708,,,1610612745,33,14,2024-01-27T23:34:17Z,1100000,False,,,0,,SUB out: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M22.00S,2024-01-27T23:32:53.4Z,1,REGULAR,substitution,out,[],1641715,,,1610612745,33,14,2024-01-27T23:34:17Z,1110000,False,,,0,,SUB out: C. Whitmore,[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M22.00S,2024-01-27T23:32:53.4Z,1,REGULAR,substitution,out,[],1628415,,,1610612745,33,14,2024-01-27T23:34:17Z,1120000,False,,,0,,SUB out: D. Brooks,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M22.00S,2024-01-27T23:32:53.4Z,1,REGULAR,substitution,out,[],1630578,,,1610612745,33,14,2024-01-27T23:34:17Z,1130000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M22.00S,2024-01-27T23:32:53.4Z,1,REGULAR,substitution,out,[],1630256,,,1610612745,33,14,2024-01-27T23:34:17Z,1140000,False,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M22.00S,2024-01-27T23:32:53.4Z,1,REGULAR,substitution,in,[],1628372,,,1610612745,33,14,2024-01-27T23:34:17Z,1150000,False,,,0,,SUB in: D. Smith Jr.,[1628372],1610612751.0,BKN,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M22.00S,2024-01-27T23:32:53.4Z,1,REGULAR,substitution,in,[],1629022,,,1610612745,33,14,2024-01-27T23:34:17Z,1160000,False,,,0,,SUB in: L. Walker IV,[1629022],1610612751.0,BKN,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M22.00S,2024-01-27T23:32:53.4Z,1,REGULAR,substitution,in,[],1626220,,,1610612745,33,14,2024-01-27T23:34:17Z,1170000,False,,,0,,SUB in: R. O'Neale,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M22.00S,2024-01-27T23:32:53.4Z,1,REGULAR,substitution,in,[],1627832,,,1610612745,33,14,2024-01-27T23:34:17Z,1180000,False,,,0,,SUB in: F. VanVleet,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M22.00S,2024-01-27T23:32:53.4Z,1,REGULAR,substitution,in,[],1628988,,,1610612745,33,14,2024-01-27T23:34:17Z,1190000,False,,,0,,SUB in: A. Holiday,[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M22.00S,2024-01-27T23:32:53.4Z,1,REGULAR,substitution,in,[],201145,,,1610612745,33,14,2024-01-27T23:34:17Z,1200000,False,,,0,,SUB in: J. Green,[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M22.00S,2024-01-27T23:32:53.4Z,1,REGULAR,substitution,in,[],1629111,,,1610612745,33,14,2024-01-27T23:34:17Z,1210000,False,,,0,,SUB in: J. Landale,[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M22.00S,2024-01-27T23:32:53.4Z,1,REGULAR,substitution,in,[],1630224,,,1610612745,33,14,2024-01-27T23:34:17Z,1220000,False,,,0,,SUB in: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT01M59.00S,2024-01-27T23:34:42.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629111,88.78120893561103,43.627450980392155,1610612745,33,14,2024-01-27T23:34:47Z,1230000,False,-32.0,53.0,1,right,MISS J. Landale 6' turnaround Hook,[1629111],1610612745.0,HOU,turnaround,,,Landale,J. Landale,,,,,In The Paint (Non-RA),0-8 Center,6.19,Missed,,,,,,,,,,,,,,,,,,
124,PT01M56.00S,2024-01-27T23:34:45.7Z,1,REGULAR,rebound,defensive,[],1626220,,,1610612751,33,14,2024-01-27T23:34:47Z,1240000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:1),[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),0-8 Center,,,,123.0,1.0,1.0,0.0,,,,,,,,,,,,,
125,PT01M50.00S,2024-01-27T23:34:52.2Z,1,REGULAR,3pt,Jump Shot,[],1628969,5.995400788436268,3.1862745098039214,1610612751,33,14,2024-01-27T23:34:57Z,1250000,False,234.0,4.0,1,left,MISS M. Bridges 3PT,[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Right Corner 3,24+ Right,23.41,Missed,,,,,,,,,,,,,,,,,,
126,PT01M46.00S,2024-01-27T23:34:56.2Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,33,14,2024-01-27T23:34:57Z,1260000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,,,,125.0,1.0,1.0,0.0,,,,,,,,,,,,,
127,PT01M32.00S,2024-01-27T23:35:09.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628988,86.5473061760841,52.20588235294118,1610612745,33,14,2024-01-27T23:35:16Z,1270000,False,11.0,74.0,1,right,MISS A. Holiday 7' fadeaway Shot,[1628988],1610612745.0,HOU,fadeaway,,,Holiday,A. Holiday,,,,,In The Paint (Non-RA),0-8 Center,7.48,Missed,,,,,,,,,,,,,,,,,,
128,PT01M29.00S,2024-01-27T23:35:12.6Z,1,REGULAR,rebound,offensive,[],1629111,,,1610612745,33,14,2024-01-27T23:35:16Z,1280000,False,,,0,,J. Landale REBOUND (Off:1 Def:0),[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,In The Paint (Non-RA),0-8 Center,,,,127.0,1.0,0.0,1.0,,,,,,,,,,,,,
129,PT01M28.00S,2024-01-27T23:35:14.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629111,92.46057818659659,53.431372549019606,1610612745,33,14,2024-01-27T23:35:23Z,1290000,False,17.0,18.0,1,right,MISS J. Landale putback Layup,[1629111],1610612745.0,HOU,putback,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,2.52,Missed,,,,,,,,,,,,,,,,,,
130,PT01M25.00S,2024-01-27T23:35:16.0Z,1,REGULAR,rebound,defensive,[],1627827,,,1610612751,33,14,2024-01-27T23:35:16Z,1300000,False,,,0,,D. Finney-Smith REBOUND (Off:0 Def:2),[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Restricted Area,0-8 Center,,,,129.0,2.0,2.0,0.0,,,,,,,,,,,,,
131,PT01M11.00S,2024-01-27T23:35:30.1Z,1,REGULAR,3pt,Jump Shot,[],1629022,23.209592641261498,10.049019607843137,1610612751,33,14,2024-01-27T23:35:36Z,1310000,False,200.0,166.0,1,left,MISS L. Walker IV 25' 3PT,[1629022],1610612751.0,BKN,,,,Walker IV,L. Walker IV,,,,,Above the Break 3,24+ Right Center,25.96,Missed,,,,,,,,,,,,,,,,,,
132,PT01M09.00S,2024-01-27T23:35:32.1Z,1,REGULAR,rebound,defensive,[],1628988,,,1610612745,33,14,2024-01-27T23:35:36Z,1320000,False,,,0,,A. Holiday REBOUND (Off:0 Def:1),[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Right Center,,,,131.0,1.0,1.0,0.0,,,,,,,,,,,,,
133,PT01M07.00S,2024-01-27T23:35:37.8Z,1,REGULAR,turnover,out-of-bounds,[],1628988,,,1610612745,33,14,2024-01-27T23:35:47Z,1330000,False,,,0,,A. Holiday lost ball out-of-bounds TURNOVER (1 TO),[1628988],1610612745.0,HOU,lost ball,,,Holiday,A. Holiday,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,202049.0,,,,,,,,1.0,,,,
135,PT00M42.70S,2024-01-27T23:36:12.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628372,5.338370565045992,52.69607843137255,1610612751,35,14,2024-01-27T23:36:17Z,1340000,False,-13.0,-2.0,1,left,D. Smith Jr. driving Layup (2 PTS),[1628372],1610612751.0,BKN,driving,,,Smith Jr.,D. Smith Jr.,,,,,Restricted Area,0-8 Center,1.37,Made,2.0,,,,,,,,,,,,,,,,,
136,PT00M35.50S,2024-01-27T23:36:22.5Z,1,REGULAR,3pt,Jump Shot,[],1627832,65.39093298291722,63.970588235294116,1610612745,35,14,2024-01-27T23:36:27Z,1350000,False,70.0,273.0,1,right,MISS F. VanVleet 28' pullup 3PT,[1627832],1610612745.0,HOU,pullup,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Center,28.16,Missed,,,,,,,,,,,,,,,,,,
137,PT00M32.40S,2024-01-27T23:36:25.6Z,1,REGULAR,rebound,defensive,[],1629022,,,1610612751,35,14,2024-01-27T23:36:27Z,1360000,False,,,0,,L. Walker IV REBOUND (Off:0 Def:1),[1629022],1610612751.0,BKN,,,,Walker IV,L. Walker IV,,,,,Above the Break 3,24+ Center,,,,136.0,1.0,1.0,0.0,,,,,,,,,,,,,
138,PT00M15.20S,2024-01-27T23:36:42.8Z,1,REGULAR,2pt,Jump Shot,[],1628969,14.14257555847569,32.59803921568628,1610612751,35,14,2024-01-27T23:36:48Z,1370000,False,87.0,80.0,1,left,MISS M. Bridges 11' driving floating Shot,[1628969],1610612751.0,BKN,driving floating,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Right,11.85,Missed,,,,,,,,,,,,,,,,,,
139,PT00M12.60S,2024-01-27T23:36:45.4Z,1,REGULAR,rebound,defensive,[],1627832,,,1610612745,35,14,2024-01-27T23:36:45Z,1380000,False,,,0,,F. VanVleet REBOUND (Off:0 Def:1),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Mid-Range,8-16 Right,,,,138.0,1.0,1.0,0.0,,,,,,,,,,,,,
140,PT00M08.70S,2024-01-27T23:36:50.6Z,1,REGULAR,foul,personal,['2freethrow'],1629022,,,1610612745,35,14,2024-01-27T23:36:59Z,1390000,False,,,0,,L. Walker IV shooting personal FOUL (1 PF) (VanVleet 2 FT),"[1629022, 1627832]",1610612751.0,BKN,shooting,,,Walker IV,L. Walker IV,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202049.0,1.0,0.0,VanVleet,1627832.0,,,,,,,,
142,PT00M08.70S,2024-01-27T23:37:21.2Z,1,REGULAR,freethrow,1 of 2,[],1627832,,,1610612745,35,15,2024-01-27T23:37:21Z,1410000,False,,,0,,F. VanVleet Free Throw 1 of 2 (3 PTS),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
143,PT00M08.70S,2024-01-27T23:37:21.8Z,1,REGULAR,substitution,out,[],1629111,,,1610612745,35,15,2024-01-27T23:37:25Z,1420000,False,,,0,,SUB out: J. Landale,[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT00M08.70S,2024-01-27T23:37:21.8Z,1,REGULAR,substitution,out,[],1630224,,,1610612745,35,15,2024-01-27T23:37:25Z,1430000,False,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT00M08.70S,2024-01-27T23:37:21.8Z,1,REGULAR,substitution,in,[],1641708,,,1610612745,35,15,2024-01-27T23:37:25Z,1440000,False,,,0,,SUB in: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT00M08.70S,2024-01-27T23:37:21.8Z,1,REGULAR,substitution,in,[],1630256,,,1610612745,35,15,2024-01-27T23:37:25Z,1450000,False,,,0,,SUB in: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT00M08.70S,2024-01-27T23:37:27.8Z,1,REGULAR,substitution,out,[],1627827,,,1610612745,35,15,2024-01-27T23:37:36Z,1460000,False,,,0,,SUB out: D. Finney-Smith,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT00M08.70S,2024-01-27T23:37:27.8Z,1,REGULAR,substitution,in,[],1630560,,,1610612745,35,15,2024-01-27T23:37:36Z,1470000,False,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT00M08.70S,2024-01-27T23:37:21.2Z,1,REGULAR,freethrow,2 of 2,[],1627832,,,1610612745,35,15,2024-01-27T23:37:57Z,1480000,False,,,0,,MISS F. VanVleet Free Throw 2 of 2,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
150,PT00M05.10S,2024-01-27T23:37:24.8Z,1,REGULAR,rebound,defensive,[],1630560,,,1610612751,35,15,2024-01-27T23:37:57Z,1490000,False,,,0,,C. Thomas REBOUND (Off:0 Def:1),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,149.0,1.0,1.0,0.0,,,,,,,,,,,,,
151,PT00M02.00S,2024-01-27T23:37:55.1Z,1,REGULAR,3pt,Jump Shot,[],1630560,34.90473061760841,43.38235294117647,1610612751,35,15,2024-01-27T23:48:07Z,1500000,False,33.0,276.0,1,left,MISS C. Thomas 27' pullup 3PT,[1630560],1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Center,27.76,Missed,,,,,,,,,,,,,,,,,,
152,PT00M02.00S,2024-01-27T23:37:55.1Z,1,REGULAR,rebound,defensive,[],1630256,,,1610612745,35,15,2024-01-27T23:38:09Z,1510000,False,,,0,,J. Tate REBOUND (Off:0 Def:1),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,Above the Break 3,24+ Center,,,,151.0,1.0,1.0,0.0,,,,,,,,,,,,,
153,PT00M00.00S,2024-01-27T23:38:09.5Z,1,REGULAR,period,end,[],0,,,1610612745,35,15,2024-01-27T23:38:09Z,1520000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2024-01-27T23:38:18.8Z,2,REGULAR,substitution,out,['startperiod'],1628969,,,1610612745,35,15,2024-01-27T23:40:36Z,1530000,False,,,0,,SUB out: M. Bridges,[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2024-01-27T23:38:18.8Z,2,REGULAR,substitution,out,['startperiod'],1641708,,,1610612745,35,15,2024-01-27T23:40:36Z,1540000,False,,,0,,SUB out: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2024-01-27T23:38:18.8Z,2,REGULAR,substitution,out,['startperiod'],1630256,,,1610612745,35,15,2024-01-27T23:40:36Z,1550000,False,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2024-01-27T23:38:18.8Z,2,REGULAR,substitution,in,['startperiod'],1629651,,,1610612745,35,15,2024-01-27T23:40:36Z,1560000,False,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2024-01-27T23:38:18.8Z,2,REGULAR,substitution,in,['startperiod'],1629111,,,1610612745,35,15,2024-01-27T23:40:36Z,1570000,False,,,0,,SUB in: J. Landale,[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2024-01-27T23:38:18.8Z,2,REGULAR,substitution,in,['startperiod'],1630224,,,1610612745,35,15,2024-01-27T23:40:36Z,1580000,False,,,0,,SUB in: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2024-01-27T23:40:42.4Z,2,REGULAR,period,start,[],0,,,1610612745,35,15,2024-01-27T23:40:42Z,1590000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT11M38.00S,2024-01-27T23:41:03.4Z,2,REGULAR,3pt,Jump Shot,[],1630224,74.85216819973719,9.068627450980392,1610612745,35,15,2024-01-27T23:41:09Z,1600000,False,-205.0,184.0,1,right,MISS J. Green 27' step back 3PT,[1630224],1610612745.0,HOU,step back,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,27.52,Missed,,,,,,,,,,,,,,,,,,
162,PT11M34.00S,2024-01-27T23:41:07.4Z,2,REGULAR,rebound,defensive,[],1628372,,,1610612751,35,15,2024-01-27T23:41:09Z,1610000,False,,,0,,D. Smith Jr. REBOUND (Off:0 Def:1),[1628372],1610612751.0,BKN,,,,Smith Jr.,D. Smith Jr.,,,,,Above the Break 3,24+ Left Center,,,,161.0,1.0,1.0,0.0,,,,,,,,,,,,,
163,PT11M24.00S,2024-01-27T23:41:16.8Z,2,REGULAR,3pt,Jump Shot,[],1626220,4.28712220762155,94.85294117647058,1610612751,35,15,2024-01-27T23:41:27Z,1620000,False,-224.0,-12.0,1,left,MISS R. O'Neale 3PT,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Left Corner 3,24+ Left,22.46,Missed,,,,,,,,,,,,,,,,,,
164,PT11M20.00S,2024-01-27T23:41:20.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612751,35,15,2024-01-27T23:41:27Z,1630000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Left Corner 3,24+ Left,,,,163.0,,,,,,,,,,,,,,,,
166,PT11M13.00S,2024-01-27T23:41:55.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628372,5.338370565045992,5.637254901960785,1610612751,35,15,2024-01-27T23:42:01Z,1650000,False,222.0,-2.0,1,left,MISS D. Smith Jr. 3PT,[1628372],1610612751.0,BKN,,,,Smith Jr.,D. Smith Jr.,,,,,Right Corner 3,24+ Right,22.18,Missed,,,,,,,,,,,,,,,,,,
167,PT11M09.00S,2024-01-27T23:41:59.6Z,2,REGULAR,rebound,offensive,[],1629651,,,1610612751,35,15,2024-01-27T23:42:01Z,1660000,False,,,0,,N. Claxton REBOUND (Off:1 Def:6),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Right Corner 3,24+ Right,,,,166.0,7.0,6.0,1.0,,,,,,,,,,,,,
