actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2023-11-05T00:10:37.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-11-05T00:10:37Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-11-05T00:10:39.4Z,1,REGULAR,jumpball,recovered,[],201143,,,1610612738,0,0,2023-11-05T00:10:39Z,40000,False,,,0,,Jump Ball K. Porzingis vs. D. Finney-Smith: Tip to A. Horford,"[201143, 204001, 1627827]",1610612738.0,BOS,startperiod,A. Horford,201143.0,Horford,A. Horford,Porzingis,204001.0,Finney-Smith,1627827.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2023-11-05T00:10:54.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204001,15.325229960578188,37.254901960784316,1610612738,0,2,2023-11-05T00:10:59Z,70000,False,64.0,92.0,1,left,K. Porzingis 11' turnaround Jump Shot (2 PTS),[204001],1610612738.0,BOS,turnaround,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),8-16 Right,11.16,Made,2.0,,,,,,,,,,,,,,,,,
9,PT11M31.00S,2023-11-05T00:11:04.6Z,1,REGULAR,3pt,Jump Shot,[],1628969,70.77858081471747,75.0,1610612751,0,2,2023-11-05T00:11:14Z,90000,False,125.0,222.0,1,right,MISS M. Bridges 25' 3PT,[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,25.49,Missed,,,,,,,,,,,,,,,,,,
10,PT11M30.00S,2023-11-05T00:11:05.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612738,0,2,2023-11-05T00:11:14Z,100000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Right Center,,,,9.0,,,,,,,,,,,,,,,,
12,PT11M11.00S,2023-11-05T00:11:31.7Z,1,REGULAR,2pt,Jump Shot,[],204001,13.61695137976347,32.84313725490196,1610612738,0,2,2023-11-05T00:11:36Z,120000,False,86.0,75.0,1,left,MISS K. Porzingis 11' turnaround Shot,[204001],1610612738.0,BOS,turnaround,,,Porzingis,K. Porzingis,,,,,Mid-Range,8-16 Right,11.43,Missed,,,,,,,,,,,,,,,,,,
13,PT11M09.00S,2023-11-05T00:11:34.2Z,1,REGULAR,rebound,offensive,[],201143,,,1610612738,0,2,2023-11-05T00:11:34Z,130000,False,,,0,,A. Horford REBOUND (Off:1 Def:0),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Mid-Range,8-16 Right,,,,12.0,1.0,0.0,1.0,,,,,,,,,,,,,
14,PT11M09.00S,2023-11-05T00:11:35.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201143,4.5499342969776615,50.49019607843137,1610612738,0,4,2023-11-05T00:11:39Z,140000,False,-2.0,-10.0,1,left,A. Horford putback Layup (2 PTS),[201143],1610612738.0,BOS,putback,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,1.0,Made,2.0,,,,,,,,,,,,,,,,,
15,PT10M56.00S,2023-11-05T00:11:46.4Z,1,REGULAR,3pt,Jump Shot,[],1626220,69.85873850197109,77.20588235294117,1610612751,3,4,2023-11-05T00:11:50Z,150000,False,136.0,231.0,1,right,R. O'Neale 26' 3PT  (3 PTS) (S. Dinwiddie 1 AST),"[1626220, 203915]",1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Right Center,26.79,Made,3.0,,,,,S. Dinwiddie,203915.0,1.0,,,,,,,,,,
17,PT10M45.00S,2023-11-05T00:11:58.5Z,1,REGULAR,turnover,lost ball,[],201950,,,1610612738,3,4,2023-11-05T00:12:01Z,170000,False,,,0,,J. Holiday lost ball TURNOVER (1 TO),"[201950, 1626220]",1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Mid-Range,8-16 Left,,,,,,,,,,,1.0,O'Neale,1626220.0,,,,,,,
18,PT10M45.00S,2023-11-05T00:11:58.5Z,1,REGULAR,steal,,[],1626220,,,1610612751,3,4,2023-11-05T00:12:00Z,180000,False,,,0,,R. O'Neale STEAL (1 STL),[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
19,PT10M40.00S,2023-11-05T00:12:03.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1626220,67.36202365308804,46.568627450980394,1610612751,3,4,2023-11-05T00:12:18Z,190000,False,-17.0,254.0,1,right,MISS R. O'Neale 25' running pullup 3PT - blocked,"[1626220, 204001]",1610612751.0,BKN,running pullup,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Center,25.49,Missed,,,,,,,,,,,,Porzingis,204001.0,,,,,
20,PT10M40.00S,2023-11-05T00:12:03.2Z,1,REGULAR,block,,[],204001,,,1610612751,3,4,2023-11-05T00:12:06Z,200000,False,,,0,,K. Porzingis BLOCK (1 BLK),[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
21,PT10M36.00S,2023-11-05T00:12:07.2Z,1,REGULAR,rebound,offensive,[],1627827,,,1610612751,3,4,2023-11-05T00:12:09Z,210000,False,,,0,,D. Finney-Smith REBOUND (Off:1 Def:0),[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Center,,,,19.0,1.0,0.0,1.0,,,,,,,,,,,,,
22,PT10M34.00S,2023-11-05T00:12:08.8Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1626220,70.25295663600527,24.754901960784316,1610612751,3,4,2023-11-05T00:12:12Z,220000,False,-126.0,227.0,1,right,MISS R. O'Neale 25' 3PT,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Left Center,25.98,Missed,,,,,,,,,,,,,,,,,,
23,PT10M30.00S,2023-11-05T00:12:12.2Z,1,REGULAR,rebound,defensive,[],204001,,,1610612738,3,4,2023-11-05T00:12:12Z,230000,False,,,0,,K. Porzingis REBOUND (Off:0 Def:1),[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Left Center,,,,22.0,1.0,1.0,0.0,,,,,,,,,,,,,
24,PT10M18.00S,2023-11-05T00:12:24.1Z,1,REGULAR,3pt,Jump Shot,[],1628369,30.699737187910642,34.55882352941176,1610612738,3,7,2023-11-05T00:12:28Z,240000,False,77.0,236.0,1,left,J. Tatum 24' 3PT step back (3 PTS),[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,24.84,Made,3.0,,,,,,,,,,,,,,,,,
25,PT10M04.00S,2023-11-05T00:12:38.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628969,92.19776609724047,55.63725490196079,1610612751,5,7,2023-11-05T00:12:41Z,250000,False,28.0,21.0,1,right,M. Bridges driving Layup (2 PTS),[1628969],1610612751.0,BKN,driving,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,3.5,Made,2.0,,,,,,,,,,,,,,,,,
26,PT09M55.00S,2023-11-05T00:12:47.8Z,1,REGULAR,turnover,lost ball,[],1628369,,,1610612738,5,7,2023-11-05T00:12:50Z,260000,False,,,0,,J. Tatum lost ball TURNOVER (1 TO),"[1628369, 1630560]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,1.0,Thomas,1630560.0,,,,,,,
