actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,turnoverTotal,stealPlayerName,stealPersonId,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
523,PT12M00.00S,2024-02-11T00:52:19.3Z,4,REGULAR,substitution,in,['startperiod'],1627732,,,1610612759,93,75,2024-02-11T00:54:32Z,5020000,False,,,0,,SUB in: B. Simmons,[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT12M00.00S,2024-02-11T00:52:19.3Z,4,REGULAR,substitution,in,['startperiod'],1627827,,,1610612759,93,75,2024-02-11T00:54:32Z,5030000,False,,,0,,SUB in: D. Finney-Smith,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT12M00.00S,2024-02-11T00:52:19.3Z,4,REGULAR,substitution,in,['startperiod'],1630200,,,1610612759,93,75,2024-02-11T00:54:32Z,5040000,False,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT12M00.00S,2024-02-11T00:52:19.3Z,4,REGULAR,substitution,in,['startperiod'],1631104,,,1610612759,93,75,2024-02-11T00:54:32Z,5050000,False,,,0,,SUB in: B. Wesley,[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT12M00.00S,2024-02-11T00:52:19.3Z,4,REGULAR,substitution,in,['startperiod'],1641705,,,1610612759,93,75,2024-02-11T00:54:32Z,5060000,False,,,0,,SUB in: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT12M00.00S,2024-02-11T00:52:19.3Z,4,REGULAR,substitution,in,['startperiod'],1630577,,,1610612759,93,75,2024-02-11T00:54:32Z,5070000,False,,,0,,SUB in: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT12M00.00S,2024-02-11T00:54:47.6Z,4,REGULAR,period,start,[],0,,,1610612751,93,75,2024-02-11T00:54:47Z,5080000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT11M43.00S,2024-02-11T00:55:04.2Z,4,REGULAR,3pt,Jump Shot,[],1630560,66.70499342969777,45.588235294117645,1610612751,93,75,2024-02-11T00:57:31Z,5090000,False,-22.0,260.0,1,right,MISS C. Thomas 26' pullup 3PT,[1630560],1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Center,26.14,Missed,,,,,,,,,,,,,,,,,,
531,PT11M38.00S,2024-02-11T00:55:09.2Z,4,REGULAR,rebound,offensive,[],1627827,,,1610612751,93,75,2024-02-11T00:55:10Z,5100000,False,,,0,,D. Finney-Smith REBOUND (Off:1 Def:1),[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Center,,,,530.0,2.0,1.0,1.0,,,,,,,,,,,,,
532,PT11M37.00S,2024-02-11T00:55:10.3Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628372,73.01248357424441,17.892156862745097,1610612751,96,75,2024-02-11T00:55:15Z,5110000,False,-161.0,201.0,1,right,D. Smith Jr. 25' 3PT  (12 PTS) (D. Finney-Smith 2 AST),"[1628372, 1627827]",1610612751.0,BKN,,,,Smith Jr.,D. Smith Jr.,,,,,Above the Break 3,24+ Left Center,25.74,Made,12.0,,,,,,,,,,,,,D. Finney-Smith,1627827.0,2.0,,
534,PT11M17.00S,2024-02-11T00:55:29.4Z,4,REGULAR,turnover,bad pass,[],1641705,,,1610612759,96,75,2024-02-11T00:55:37Z,5130000,False,,,0,,V. Wembanyama bad pass TURNOVER (2 TO),"[1641705, 1627827]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,8-16 Left,,,,,,,,,,,2.0,Finney-Smith,1627827.0,,,,,,,
535,PT11M17.00S,2024-02-11T00:55:29.4Z,4,REGULAR,steal,,[],1627827,,,1610612751,96,75,2024-02-11T00:55:33Z,5140000,False,,,0,,D. Finney-Smith STEAL (1 STL),[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
536,PT11M11.00S,2024-02-11T00:55:36.0Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630560,75.1149802890933,14.215686274509803,1610612751,96,75,2024-02-11T00:55:41Z,5150000,False,-179.0,181.0,1,right,MISS C. Thomas 25' running 3PT,[1630560],1610612751.0,BKN,running,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Left Center,25.48,Missed,,,,,,,,,,,,,,,,,,
537,PT11M07.00S,2024-02-11T00:55:40.0Z,4,REGULAR,rebound,defensive,[],1641705,,,1610612759,96,75,2024-02-11T00:55:41Z,5160000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:2),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Left Center,,,,536.0,2.0,2.0,0.0,,,,,,,,,,,,,
538,PT10M58.00S,2024-02-11T00:55:48.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,7.178055190538765,53.67647058823529,1610612759,96,77,2024-02-11T00:55:52Z,5170000,False,-18.0,15.0,1,left,T. Jones driving Layup (6 PTS),[1630200],1610612759.0,SAS,driving,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,2.37,Made,6.0,,,,,,,,,,,,,,,,,
539,PT10M56.00S,2024-02-11T00:55:56.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,96,77,2024-02-11T00:55:59Z,5180000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,PT10M37.00S,2024-02-11T00:59:29.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627732,92.9862023653088,54.166666666666664,1610612751,98,77,2024-02-11T00:59:33Z,5200000,False,21.0,13.0,1,right,B. Simmons cutting Layup (11 PTS) (C. Thomas 3 AST),"[1627732, 1630560]",1610612751.0,BKN,cutting,,,Simmons,B. Simmons,,,,,Restricted Area,0-8 Center,2.47,Made,11.0,,,,,,,,,,,,,C. Thomas,1630560.0,3.0,,
543,PT10M22.00S,2024-02-11T00:59:43.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,7.835085413929041,43.872549019607845,1610612759,98,77,2024-02-11T00:59:48Z,5220000,False,31.0,21.0,1,left,MISS K. Johnson driving Layup - blocked,"[1629640, 1627732]",1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,3.72,Missed,,,,,,,,,,,,,,,,,Simmons,1627732.0
544,PT10M22.00S,2024-02-11T00:59:43.8Z,4,REGULAR,block,,[],1627732,,,1610612759,98,77,2024-02-11T00:59:46Z,5230000,False,,,0,,B. Simmons BLOCK (1 BLK),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
545,PT10M19.00S,2024-02-11T00:59:46.8Z,4,REGULAR,rebound,defensive,[],1627732,,,1610612751,98,77,2024-02-11T00:59:48Z,5240000,False,,,0,,B. Simmons REBOUND (Off:0 Def:3),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Restricted Area,0-8 Center,,,,543.0,3.0,3.0,0.0,,,,,,,,,,,,,
546,PT10M17.00S,2024-02-11T00:59:49.2Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1628969,87.72996057818659,96.07843137254902,1610612751,98,77,2024-02-11T00:59:54Z,5250000,False,230.0,63.0,1,right,MISS M. Bridges running 3PT,[1628969],1610612751.0,BKN,running,,,Bridges,M. Bridges,,,,,Right Corner 3,24+ Right,23.88,Missed,,,,,,,,,,,,,,,,,,
547,PT10M14.00S,2024-02-11T00:59:52.2Z,4,REGULAR,rebound,defensive,[],1641705,,,1610612759,98,77,2024-02-11T00:59:54Z,5260000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:3),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Right Corner 3,24+ Right,,,,546.0,3.0,3.0,0.0,,,,,,,,,,,,,
548,PT10M00.00S,2024-02-11T01:00:08.6Z,4,REGULAR,foul,personal,[],1627827,,,1610612759,98,77,2024-02-11T01:00:41Z,5270000,False,,,0,,D. Finney-Smith personal FOUL (5 PF),"[1627827, 1641705]",1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Restricted Area,0-8 Center,,,,,,,,1628159.0,5.0,0.0,,,,Wembanyama,1641705.0,,,,,
550,PT09M50.00S,2024-02-11T01:00:40.0Z,4,REGULAR,turnover,out-of-bounds,[],1629640,,,1610612759,98,77,2024-02-11T01:00:46Z,5290000,False,,,0,,K. Johnson bad pass out-of-bounds TURNOVER (2 TO),[1629640],1610612759.0,SAS,bad pass,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,,,,1662.0,,,2.0,,,,,,,,,
551,PT09M26.00S,2024-02-11T01:01:09.1Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627732,88.25558475689881,64.95098039215686,1610612751,100,77,2024-02-11T01:02:10Z,5300000,False,75.0,58.0,1,right,B. Simmons 9' turnaround fadeaway Jump Shot (13 PTS) (D. Finney-Smith 3 AST),"[1627732, 1627827]",1610612751.0,BKN,turnaround fadeaway,,,Simmons,B. Simmons,,,,,In The Paint (Non-RA),8-16 Right,9.46,Made,13.0,,,,,,,,,,,,,D. Finney-Smith,1627827.0,3.0,,
552,PT09M13.00S,2024-02-11T01:01:21.1Z,4,REGULAR,3pt,Jump Shot,[],1631104,29.122864651773984,28.676470588235293,1610612759,100,77,2024-02-11T01:01:26Z,5310000,False,107.0,221.0,1,left,MISS B. Wesley 24' 3PT,[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,Above the Break 3,24+ Right Center,24.56,Missed,,,,,,,,,,,,,,,,,,
553,PT09M09.00S,2024-02-11T01:01:25.1Z,4,REGULAR,rebound,defensive,[],1627827,,,1610612751,100,77,2024-02-11T01:01:26Z,5320000,False,,,0,,D. Finney-Smith REBOUND (Off:1 Def:2),[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Right Center,,,,552.0,3.0,2.0,1.0,,,,,,,,,,,,,
554,PT09M03.00S,2024-02-11T01:01:31.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628372,95.0886990801577,47.30392156862745,1610612751,102,77,2024-02-11T01:01:56Z,5330000,False,-13.0,-6.0,1,right,D. Smith Jr. driving Layup (14 PTS) (B. Simmons 5 AST),"[1628372, 1627732]",1610612751.0,BKN,driving,,,Smith Jr.,D. Smith Jr.,,,,,Restricted Area,0-8 Center,1.49,Made,14.0,,,,,,,,,,,,,B. Simmons,1627732.0,5.0,,
556,PT08M46.00S,2024-02-11T01:01:51.6Z,4,REGULAR,foul,personal,[],1627827,,,1610612759,102,77,2024-02-11T01:01:58Z,5350000,False,,,0,,D. Finney-Smith personal FOUL (6 PF),"[1627827, 1641705]",1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,1662.0,6.0,0.0,,,,Wembanyama,1641705.0,,,,,
559,PT08M46.00S,2024-02-11T01:01:58.0Z,4,REGULAR,substitution,out,[],1627827,,,1610612759,102,77,2024-02-11T01:02:28Z,5370000,False,,,0,,SUB out: D. Finney-Smith,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
560,PT08M46.00S,2024-02-11T01:01:58.0Z,4,REGULAR,substitution,out,[],1629640,,,1610612759,102,77,2024-02-11T01:02:28Z,5380000,False,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
561,PT08M46.00S,2024-02-11T01:01:58.0Z,4,REGULAR,substitution,in,[],1629651,,,1610612759,102,77,2024-02-11T01:02:28Z,5390000,False,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT08M46.00S,2024-02-11T01:01:58.0Z,4,REGULAR,substitution,in,[],1630170,,,1610612759,102,77,2024-02-11T01:02:28Z,5400000,False,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
563,PT08M41.00S,2024-02-11T01:02:37.4Z,4,REGULAR,foul,personal,[],1628372,,,1610612759,102,77,2024-02-11T01:02:50Z,5410000,False,,,0,,D. Smith Jr. personal FOUL (1 PF),"[1628372, 1630200]",1610612751.0,BKN,,,,Smith Jr.,D. Smith Jr.,,,,,Mid-Range,16-24 Right Center,,,,,,,,1628159.0,1.0,0.0,,,,Jones,1630200.0,,,,,
565,PT08M34.00S,2024-02-11T01:03:01.5Z,4,REGULAR,3pt,Jump Shot,[],1630577,27.54599211563732,24.264705882352942,1610612759,102,77,2024-02-11T01:03:06Z,5430000,False,129.0,206.0,1,left,MISS J. Champagnie 24' 3PT,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Right Center,24.32,Missed,,,,,,,,,,,,,,,,,,
566,PT08M30.00S,2024-02-11T01:03:05.5Z,4,REGULAR,rebound,defensive,[],1628969,,,1610612751,102,77,2024-02-11T01:03:06Z,5440000,False,,,0,,M. Bridges REBOUND (Off:0 Def:6),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,,,,565.0,6.0,6.0,0.0,,,,,,,,,,,,,
567,PT08M23.00S,2024-02-11T01:03:12.8Z,4,REGULAR,turnover,bad pass,[],1627732,,,1610612751,102,77,2024-02-11T01:03:17Z,5450000,False,,,0,,B. Simmons bad pass TURNOVER (4 TO),"[1627732, 1631104]",1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Mid-Range,16-24 Center,,,,,,,,,,,4.0,Wesley,1631104.0,,,,,,,
568,PT08M23.00S,2024-02-11T01:03:12.8Z,4,REGULAR,steal,,[],1631104,,,1610612759,102,77,2024-02-11T01:03:16Z,5460000,False,,,0,,B. Wesley STEAL (2 STL),[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
569,PT08M18.00S,2024-02-11T01:03:17.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631104,5.732588699080158,48.28431372549019,1610612759,102,79,2024-02-11T01:03:22Z,5470000,False,9.0,1.0,1,left,B. Wesley running reverse Layup (6 PTS),[1631104],1610612759.0,SAS,running reverse,,,Wesley,B. Wesley,,,,,Restricted Area,0-8 Center,0.87,Made,6.0,,,,,,,,,,,,,,,,,
570,PT08M00.00S,2024-02-11T01:03:35.1Z,4,REGULAR,foul,personal,['3freethrow'],1630577,,,1610612751,102,79,2024-02-11T01:04:00Z,5480000,False,,,0,,J. Champagnie shooting personal FOUL (2 PF) (Bridges 3 FT),"[1630577, 1628969]",1610612759.0,SAS,shooting,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,,,,,,,,1662.0,2.0,0.0,,,,Bridges,1628969.0,,,,,
572,PT08M00.00S,2024-02-11T01:04:09.5Z,4,REGULAR,freethrow,1 of 3,[],1628969,,,1610612751,103,79,2024-02-11T01:04:09Z,5500000,False,,,0,,M. Bridges Free Throw 1 of 3 (12 PTS),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
573,PT08M00.00S,2024-02-11T01:04:23.1Z,4,REGULAR,freethrow,2 of 3,[],1628969,,,1610612751,104,79,2024-02-11T01:04:23Z,5510000,False,,,0,,M. Bridges Free Throw 2 of 3 (13 PTS),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
574,PT08M00.00S,2024-02-11T01:04:40.0Z,4,REGULAR,freethrow,3 of 3,[],1628969,,,1610612751,105,79,2024-02-11T01:04:40Z,5520000,False,,,0,,M. Bridges Free Throw 3 of 3 (14 PTS),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
575,PT07M46.00S,2024-02-11T01:04:56.3Z,4,REGULAR,turnover,bad pass,[],1630170,,,1610612759,105,79,2024-02-11T01:05:00Z,5530000,False,,,0,,D. Vassell bad pass TURNOVER (2 TO),"[1630170, 1628969]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Mid-Range,16-24 Center,,,,,,,,,,,2.0,Bridges,1628969.0,,,,,,,
576,PT07M46.00S,2024-02-11T01:04:56.3Z,4,REGULAR,steal,,[],1628969,,,1610612751,105,79,2024-02-11T01:04:58Z,5540000,False,,,0,,M. Bridges STEAL (1 STL),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
577,PT07M39.00S,2024-02-11T01:05:02.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629651,91.01511169513797,46.07843137254902,1610612751,107,79,2024-02-11T01:05:08Z,5550000,False,-20.0,32.0,1,right,N. Claxton running finger roll Layup (16 PTS) (D. Smith Jr. 2 AST),"[1629651, 1628372]",1610612751.0,BKN,running finger roll,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,3.75,Made,16.0,,,,,,,,,,,,,D. Smith Jr.,1628372.0,2.0,,
579,PT07M23.00S,2024-02-11T01:05:21.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641705,11.645860709592641,58.57843137254902,1610612759,107,79,2024-02-11T01:05:44Z,5570000,False,-43.0,57.0,1,left,MISS V. Wembanyama 7' turnaround Shot - blocked,"[1641705, 1627732]",1610612759.0,SAS,turnaround,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,7.13,Missed,,,,,,,,,,,,,,,,,Simmons,1627732.0
580,PT07M23.00S,2024-02-11T01:05:21.8Z,4,REGULAR,block,,[],1627732,,,1610612759,107,79,2024-02-11T01:05:24Z,5580000,False,,,0,,B. Simmons BLOCK (2 BLK),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
581,PT07M23.00S,2024-02-11T01:05:21.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612759,107,79,2024-02-11T01:05:44Z,5590000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,579.0,,,,,,,,,,,,,,,,
583,PT07M23.00S,2024-02-11T01:05:28.9Z,4,REGULAR,substitution,out,[],1631104,,,1610612759,107,79,2024-02-11T01:05:34Z,5610000,False,,,0,,SUB out: B. Wesley,[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,,,,,,,,,,,,,,,,,,,,,,
584,PT07M23.00S,2024-02-11T01:05:28.9Z,4,REGULAR,substitution,out,[],1630577,,,1610612759,107,79,2024-02-11T01:05:34Z,5620000,False,,,0,,SUB out: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
585,PT07M23.00S,2024-02-11T01:05:28.9Z,4,REGULAR,substitution,in,[],1629640,,,1610612759,107,79,2024-02-11T01:05:34Z,5630000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
586,PT07M23.00S,2024-02-11T01:05:28.9Z,4,REGULAR,substitution,in,[],1631110,,,1610612759,107,79,2024-02-11T01:05:34Z,5640000,False,,,0,,SUB in: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
587,PT07M17.00S,2024-02-11T01:05:45.8Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630170,32.013797634691194,49.01960784313725,1610612759,107,82,2024-02-11T01:06:04Z,5650000,False,5.0,248.0,1,left,D. Vassell 24' 3PT  (15 PTS) (V. Wembanyama 2 AST),"[1630170, 1641705]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Center,24.84,Made,15.0,,,,,,,,,,,,,V. Wembanyama,1641705.0,2.0,,
589,PT06M54.00S,2024-02-11T01:06:08.1Z,4,REGULAR,2pt,Jump Shot,[],1630560,83.78777923784494,29.901960784313726,1610612751,107,82,2024-02-11T01:06:32Z,5670000,False,-100.0,100.0,1,right,MISS C. Thomas 14' step back Shot,[1630560],1610612751.0,BKN,step back,,,Thomas,C. Thomas,,,,,Mid-Range,8-16 Left,14.17,Missed,,,,,,,,,,,,,,,,,,
590,PT06M49.00S,2024-02-11T01:06:13.1Z,4,REGULAR,rebound,offensive,[],1629651,,,1610612751,107,82,2024-02-11T01:06:14Z,5680000,False,,,0,,N. Claxton REBOUND (Off:3 Def:7),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Mid-Range,8-16 Left,,,,589.0,10.0,7.0,3.0,,,,,,,,,,,,,
591,PT06M49.00S,2024-02-11T01:06:12.9Z,4,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1629651,94.40999984741211,50.0,1610612751,109,82,2024-02-11T01:06:17Z,5690000,False,0.0,0.0,1,right,N. Claxton putback DUNK (18 PTS),[1629651],1610612751.0,BKN,putback,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,0.0,Made,18.0,,,,,,,,,,,,,,,,,
592,PT06M38.00S,2024-02-11T01:06:24.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630170,7.30946123521682,44.85294117647059,1610612759,109,84,2024-02-11T01:06:28Z,5700000,False,26.0,16.0,1,left,D. Vassell driving Layup (17 PTS),[1630170],1610612759.0,SAS,driving,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,3.04,Made,17.0,,,,,,,,,,,,,,,,,
593,PT06M24.00S,2024-02-11T01:06:38.2Z,4,REGULAR,3pt,Jump Shot,[],1628969,70.77858081471747,23.284313725490197,1610612751,109,84,2024-02-11T01:06:45Z,5710000,False,-134.0,222.0,1,right,MISS M. Bridges 25' pullup 3PT,[1628969],1610612751.0,BKN,pullup,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,25.93,Missed,,,,,,,,,,,,,,,,,,
594,PT06M20.00S,2024-02-11T01:06:42.2Z,4,REGULAR,rebound,defensive,[],1630170,,,1610612759,109,84,2024-02-11T01:06:45Z,5720000,False,,,0,,D. Vassell REBOUND (Off:1 Def:4),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Left Center,,,,593.0,5.0,4.0,1.0,,,,,,,,,,,,,
655,PT06M18.00S,2024-02-11T01:06:47.5Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630170,7.046649145860711,48.28431372549019,1610612759,109,84,2024-02-11T01:17:20Z,5735000,False,9.0,14.0,1,left,MISS D. Vassell running Layup,[1630170],1610612759.0,SAS,running,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,1.62,Missed,,,,,,,,,,,,,,,,,,
656,PT06M18.00S,2024-02-11T01:06:47.5Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612759,109,84,2024-02-11T01:17:04Z,5742500,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Restricted Area,0-8 Center,,,,655.0,,,,,,,,,,,,,,,,
597,PT06M18.00S,2024-02-11T01:06:56.9Z,4,REGULAR,turnover,basket-from-below,[],1641705,,,1610612759,109,84,2024-02-11T01:16:48Z,5750000,False,,,0,,V. Wembanyama basket-from-below TURNOVER (3 TO),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,,,1662.0,,,3.0,,,,,,,,,
598,PT06M18.00S,2024-02-11T01:07:07.4Z,4,REGULAR,substitution,out,[],1627732,,,1610612751,109,84,2024-02-11T01:07:13Z,5760000,False,,,0,,SUB out: B. Simmons,[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT06M18.00S,2024-02-11T01:07:07.4Z,4,REGULAR,substitution,in,[],203471,,,1610612751,109,84,2024-02-11T01:07:13Z,5770000,False,,,0,,SUB in: D. Schroder,[203471],1610612751.0,BKN,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,,
600,PT06M18.00S,2024-02-11T01:07:07.4Z,4,REGULAR,substitution,out,[],1628969,,,1610612751,109,84,2024-02-11T01:07:25Z,5780000,False,,,0,,SUB out: M. Bridges,[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
601,PT06M18.00S,2024-02-11T01:07:07.4Z,4,REGULAR,substitution,in,[],1630592,,,1610612751,109,84,2024-02-11T01:07:25Z,5790000,False,,,0,,SUB in: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
602,PT06M00.00S,2024-02-11T01:07:35.9Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628372,72.7496714848883,81.37254901960785,1610612751,109,84,2024-02-11T01:07:40Z,5800000,False,157.0,204.0,1,right,MISS D. Smith Jr. 25' 3PT,[1628372],1610612751.0,BKN,,,,Smith Jr.,D. Smith Jr.,,,,,Above the Break 3,24+ Right Center,25.71,Missed,,,,,,,,,,,,,,,,,,
603,PT05M56.00S,2024-02-11T01:07:39.9Z,4,REGULAR,rebound,defensive,[],1631110,,,1610612759,109,84,2024-02-11T01:07:40Z,5810000,False,,,0,,J. Sochan REBOUND (Off:1 Def:4),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Right Center,,,,602.0,5.0,4.0,1.0,,,,,,,,,,,,,
604,PT05M47.00S,2024-02-11T01:07:49.7Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1641705,10.85742444152431,42.40196078431372,1610612759,109,86,2024-02-11T01:10:30Z,5820000,False,38.0,50.0,1,left,V. Wembanyama 6' Hook (21 PTS),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,6.25,Made,21.0,,,,,,,,,,,,,,,,,
