actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-11-25T23:11:01.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-11-25T23:11:01Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-11-25T23:11:03.8Z,1,REGULAR,jumpball,recovered,[],1629661,,,1610612751,0,0,2023-11-25T23:11:03Z,40000,False,,,0,,Jump Ball N. Claxton vs. T. Bryant: Tip to C. Johnson,"[1629661, 1629651, 1628418]",1610612751.0,BKN,startperiod,C. Johnson,1629661.0,Johnson,C. Johnson,Claxton,1629651.0,Bryant,1628418.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2023-11-25T23:11:17.4Z,1,REGULAR,3pt,Jump Shot,[],203915,66.83639947437582,43.38235294117647,1610612751,0,0,2023-11-25T23:11:22Z,70000,False,-33.0,259.0,1,right,MISS S. Dinwiddie 26' 3PT,[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Center,26.13,Missed,,,,,,,,,,,,,,,,,,
8,PT11M39.00S,2023-11-25T23:11:21.4Z,1,REGULAR,rebound,defensive,[],1631170,,,1610612748,0,0,2023-11-25T23:11:22Z,80000,False,,,0,,J. Jaquez Jr. REBOUND (Off:0 Def:1),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Above the Break 3,24+ Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M28.00S,2023-11-25T23:11:35.2Z,1,REGULAR,turnover,traveling,[],1631170,,,1610612748,0,0,2023-11-25T23:11:40Z,90000,False,,,0,,J. Jaquez Jr. traveling TURNOVER (1 TO),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,1626302.0,1.0,,,,,,,,,,,,
10,PT11M16.00S,2023-11-25T23:11:58.1Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628969,78.79434954007884,33.57843137254902,1610612751,0,0,2023-11-25T23:12:04Z,100000,False,-82.0,147.0,1,right,MISS M. Bridges 16' fadeaway Shot,[1628969],1610612751.0,BKN,fadeaway,,,Bridges,M. Bridges,,,,,Mid-Range,16-24 Left Center,16.82,Missed,,,,,,,,,,,,,,,,,,
11,PT11M13.00S,2023-11-25T23:12:01.1Z,1,REGULAR,rebound,offensive,[],1629651,,,1610612751,0,0,2023-11-25T23:12:04Z,110000,False,,,0,,N. Claxton REBOUND (Off:1 Def:0),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Mid-Range,16-24 Left Center,,,10.0,1.0,0.0,1.0,,,,,,,,,,,,,,
12,PT11M13.00S,2023-11-25T23:12:05.6Z,1,REGULAR,foul,personal,['2freethrow'],1629312,,,1610612751,0,0,2023-11-25T23:12:10Z,120000,False,,,0,,H. Highsmith shooting personal FOUL (1 PF) (Claxton 2 FT),"[1629312, 1629651]",1610612748.0,MIA,shooting,,,Highsmith,H. Highsmith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1626302.0,,1.0,0.0,Claxton,1629651.0,,,,,,,,
14,PT11M13.00S,2023-11-25T23:12:30.5Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1629651,,,1610612751,1,0,2023-11-25T23:12:30Z,140000,False,,,0,,N. Claxton Free Throw 1 of 2 (1 PTS),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,Made,,,,,,,,,,,1.0,,,,,,,
15,PT11M13.00S,2023-11-25T23:12:49.1Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1629651,,,1610612751,2,0,2023-11-25T23:12:49Z,150000,False,,,0,,N. Claxton Free Throw 2 of 2 (2 PTS),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,Made,,,,,,,,,,,2.0,,,,,,,
16,PT10M56.00S,2023-11-25T23:13:07.6Z,1,REGULAR,3pt,Jump Shot,[],200768,6.652431011826544,94.85294117647058,1610612748,2,3,2023-11-25T23:13:11Z,160000,False,-224.0,10.0,1,left,K. Lowry 3PT  (3 PTS) (J. Richardson 1 AST),"[200768, 1626196]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Left Corner 3,24+ Left,22.45,Made,,,,,,,,,,,3.0,J. Richardson,1626196.0,1.0,,,,
18,PT10M30.00S,2023-11-25T23:13:34.9Z,1,REGULAR,3pt,Jump Shot,[],1629661,93.38042049934296,2.941176470588235,1610612751,5,3,2023-11-25T23:13:40Z,180000,False,-235.0,10.0,1,right,C. Johnson 3PT  (3 PTS) (D. Finney-Smith 1 AST),"[1629661, 1627827]",1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Left Corner 3,24+ Left,23.55,Made,,,,,,,,,,,3.0,D. Finney-Smith,1627827.0,1.0,,,,
20,PT10M16.00S,2023-11-25T23:13:48.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628418,2.8416557161629434,59.80392156862745,1610612748,5,3,2023-11-25T23:13:51Z,200000,False,-49.0,-26.0,1,left,MISS T. Bryant Hook,[1628418],1610612748.0,MIA,,,,Bryant,T. Bryant,,,,,In The Paint (Non-RA),0-8 Center,5.54,Missed,,,,,,,,,,,,,,,,,,
21,PT10M13.00S,2023-11-25T23:13:51.4Z,1,REGULAR,rebound,defensive,[],1629661,,,1610612751,5,3,2023-11-25T23:13:51Z,210000,False,,,0,,C. Johnson REBOUND (Off:0 Def:1),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,,,
22,PT10M10.00S,2023-11-25T23:13:54.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627827,70.90998685939553,79.90196078431373,1610612751,5,3,2023-11-25T23:14:00Z,220000,False,150.0,221.0,1,right,MISS D. Finney-Smith 26' running pullup 3PT,[1627827],1610612751.0,BKN,running pullup,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Right Center,26.67,Missed,,,,,,,,,,,,,,,,,,
23,PT10M06.00S,2023-11-25T23:13:58.1Z,1,REGULAR,rebound,defensive,[],1629312,,,1610612748,5,3,2023-11-25T23:14:00Z,230000,False,,,0,,H. Highsmith REBOUND (Off:0 Def:1),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Above the Break 3,24+ Right Center,,,22.0,1.0,1.0,0.0,,,,,,,,,,,,,,
25,PT09M48.00S,2023-11-25T23:14:31.1Z,1,REGULAR,3pt,Jump Shot,[],1626196,7.703679369250986,95.83333333333334,1610612748,5,3,2023-11-25T23:14:35Z,250000,False,-229.0,20.0,1,left,MISS J. Richardson 3PT,[1626196],1610612748.0,MIA,,,,Richardson,J. Richardson,,,,,Left Corner 3,24+ Left,23.01,Missed,,,,,,,,,,,,,,,,,,
26,PT09M44.00S,2023-11-25T23:14:35.1Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,5,3,2023-11-25T23:14:35Z,260000,False,,,0,,N. Claxton REBOUND (Off:1 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Left Corner 3,24+ Left,,,25.0,2.0,1.0,1.0,,,,,,,,,,,,,,
27,PT09M35.00S,2023-11-25T23:14:44.3Z,1,REGULAR,turnover,bad pass,[],203915,,,1610612751,5,3,2023-11-25T23:14:48Z,270000,False,,,0,,S. Dinwiddie bad pass TURNOVER (1 TO),"[203915, 1628418]",1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,,,,,,,,,Bryant,1628418.0,,
28,PT09M35.00S,2023-11-25T23:14:44.3Z,1,REGULAR,steal,,[],1628418,,,1610612748,5,3,2023-11-25T23:14:47Z,280000,False,,,0,,T. Bryant STEAL (1 STL),[1628418],1610612748.0,MIA,,,,Bryant,T. Bryant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
29,PT09M30.00S,2023-11-25T23:14:49.5Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",200768,33.327858081471746,39.705882352941174,1610612748,5,3,2023-11-25T23:14:54Z,290000,False,51.0,261.0,1,left,MISS K. Lowry 26' running pullup 3PT,[200768],1610612748.0,MIA,running pullup,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Center,26.58,Missed,,,,,,,,,,,,,,,,,,
30,PT09M26.00S,2023-11-25T23:14:53.5Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,5,3,2023-11-25T23:14:54Z,300000,False,,,0,,N. Claxton REBOUND (Off:1 Def:2),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Center,,,29.0,3.0,2.0,1.0,,,,,,,,,,,,,,
