actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
20,PT10M06.00S,2024-04-03T23:43:00.1Z,1,REGULAR,3pt,Jump Shot,[],1628969,74.85216819973719,9.068627450980392,1610612751,7,2,2024-04-03T23:43:03Z,200000,False,-205.0,184.0,1,right,M. Bridges 27' 3PT  (5 PTS) (D. Schroder 1 AST),"[1628969, 203471]",1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,,,,27.52,Made,,,,,,,5.0,D. Schroder,203471.0,1.0,,,,,
22,PT09M50.00S,2024-04-03T23:43:16.7Z,1,REGULAR,2pt,Jump Shot,[],1630188,27.414586070959263,45.34313725490196,1610612754,7,4,2024-04-03T23:43:21Z,220000,False,23.0,205.0,1,left,J. Smith 20' Jump Shot (2 PTS) (A. Nembhard 1 AST),"[1630188, 1629614]",1610612754.0,IND,,,,Smith,J. Smith,,,,,Mid-Range,16-24 Center,,,,20.65,Made,,,,,,,2.0,A. Nembhard,1629614.0,1.0,,,,,
24,PT09M31.00S,2024-04-03T23:43:36.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627827,93.38042049934296,53.92156862745098,1610612751,9,4,2024-04-04T00:10:16Z,240000,False,20.0,10.0,1,right,D. Finney-Smith driving finger roll Layup (2 PTS) (M. Bridges 1 AST),"[1627827, 1628969]",1610612751.0,BKN,driving finger roll,,,Finney-Smith,D. Finney-Smith,,,,,Restricted Area,0-8 Center,,,,2.19,Made,,,,,,,2.0,M. Bridges,1628969.0,1.0,,,,,
26,PT09M09.00S,2024-04-03T23:43:57.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,10.33180026281209,49.754901960784316,1610612754,9,4,2024-04-03T23:47:23Z,260000,False,1.0,45.0,1,left,MISS P. Siakam floating Shot,[1627783],1610612754.0,IND,floating,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,,4.46,Missed,,,,,,,,,,,,,,,
27,PT09M07.00S,2024-04-03T23:43:59.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612751,9,4,2024-04-03T23:44:06Z,270000,False,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,26.0,,,,,,,,,,,,,,
29,PT08M48.00S,2024-04-03T23:44:35.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630560,93.64323258869908,54.166666666666664,1610612751,11,4,2024-04-03T23:44:40Z,290000,False,21.0,7.0,1,right,C. Thomas driving finger roll Layup (4 PTS) (N. Claxton 1 AST),"[1630560, 1629651]",1610612751.0,BKN,driving finger roll,,,Thomas,C. Thomas,,,,,Restricted Area,0-8 Center,,,,2.2,Made,,,,,,,4.0,N. Claxton,1629651.0,1.0,,,,,
31,PT08M46.00S,2024-04-03T23:44:42.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,11,4,2024-04-03T23:44:42Z,310000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,PT08M27.00S,2024-04-03T23:47:56.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629614,19.92444152431012,51.9607843137255,1610612754,11,6,2024-04-03T23:48:42Z,320000,False,-10.0,135.0,1,left,A. Nembhard 13' fadeaway Jump Shot (2 PTS),[1629614],1610612754.0,IND,fadeaway,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),8-16 Center,,,,13.52,Made,,,,,,,2.0,,,,,,,,
35,PT08M01.00S,2024-04-03T23:48:21.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203471,94.03745072273325,41.42156862745098,1610612751,11,6,2024-04-03T23:48:28Z,330000,False,-43.0,4.0,1,right,MISS D. Schroder driving Layup - blocked,"[203471, 1630188]",1610612751.0,BKN,driving,,,Schroder,D. Schroder,,,,,Restricted Area,0-8 Center,,,,4.3,Missed,,,,,Smith,1630188.0,,,,,,,,,
36,PT08M01.00S,2024-04-03T23:48:21.7Z,1,REGULAR,block,,[],1630188,,,1610612751,11,6,2024-04-03T23:48:23Z,340000,False,,,0,,J. Smith BLOCK (1 BLK),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
37,PT07M59.00S,2024-04-03T23:48:23.7Z,1,REGULAR,rebound,defensive,[],1630188,,,1610612754,11,6,2024-04-03T23:48:28Z,350000,False,,,0,,J. Smith REBOUND (Off:1 Def:1),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,35.0,2.0,1.0,1.0,,,,,,,,,,,
38,PT07M45.00S,2024-04-03T23:48:37.1Z,1,REGULAR,3pt,Jump Shot,[],1627783,4.812746386333772,94.11764705882352,1610612754,11,6,2024-04-03T23:48:42Z,360000,False,-221.0,-7.0,1,left,MISS P. Siakam 3PT,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Left Corner 3,24+ Left,,,,22.07,Missed,,,,,,,,,,,,,,,
39,PT07M42.00S,2024-04-03T23:48:40.1Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,11,6,2024-04-03T23:48:42Z,370000,False,,,0,,N. Claxton REBOUND (Off:0 Def:3),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Left Corner 3,24+ Left,,,,,,38.0,3.0,3.0,0.0,,,,,,,,,,,
40,PT07M37.00S,2024-04-03T23:48:48.0Z,1,REGULAR,foul,offensive,[],1629651,,,1610612751,11,6,2024-04-03T23:49:00Z,380000,False,,,0,,N. Claxton offensive FOUL (1 PF),"[1629651, 1627783]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,1628480.0,1.0,0.0,Siakam,1627783.0
42,PT07M37.00S,2024-04-03T23:48:48.0Z,1,REGULAR,turnover,offensive foul,[],1629651,,,1610612751,11,6,2024-04-03T23:48:48Z,400000,False,,,0,,N. Claxton offensive foul TURNOVER (1 TO),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Mid-Range,16-24 Right Center,1.0,,,,,,,,,,,,,,,1628480.0,,,,
43,PT07M26.00S,2024-04-03T23:49:20.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627783,5.075558475689881,63.23529411764706,1610612754,11,6,2024-04-03T23:49:42Z,410000,False,-66.0,-5.0,1,left,MISS P. Siakam 6' driving floating Shot,[1627783],1610612754.0,IND,driving floating,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,,6.64,Missed,,,,,,,,,,,,,,,
44,PT07M23.00S,2024-04-03T23:49:23.1Z,1,REGULAR,rebound,offensive,[],1630188,,,1610612754,11,6,2024-04-03T23:49:23Z,420000,False,,,0,,J. Smith REBOUND (Off:2 Def:1),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,43.0,3.0,1.0,2.0,,,,,,,,,,,
45,PT07M23.00S,2024-04-03T23:49:22.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630188,5.590000152587891,50.0,1610612754,11,8,2024-04-03T23:49:22Z,430000,False,0.0,0.0,1,left,J. Smith tip Layup (4 PTS),[1630188],1610612754.0,IND,tip,,,Smith,J. Smith,,,,,Mid-Range,8-16 Left,,,,0.0,Made,,,,,,,4.0,,,,,,,,
46,PT07M07.00S,2024-04-03T23:49:38.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629651,91.67214191852825,50.49019607843137,1610612751,11,8,2024-04-03T23:49:43Z,440000,False,2.0,26.0,1,right,MISS N. Claxton alley-oop Layup,[1629651],1610612751.0,BKN,alley-oop,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,2.59,Missed,,,,,,,,,,,,,,,
47,PT07M07.00S,2024-04-03T23:49:39.8Z,1,REGULAR,rebound,offensive,[],1629651,,,1610612751,11,8,2024-04-03T23:49:39Z,450000,False,,,0,,N. Claxton REBOUND (Off:1 Def:3),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,46.0,4.0,3.0,1.0,,,,,,,,,,,
49,PT06M58.00S,2024-04-03T23:50:07.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630560,81.94809461235218,38.970588235294116,1610612751,11,8,2024-04-03T23:50:12Z,470000,False,-55.0,117.0,1,right,MISS C. Thomas 12' step back Shot,[1630560],1610612751.0,BKN,step back,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),8-16 Center,,,,12.95,Missed,,,,,,,,,,,,,,,
50,PT06M54.00S,2024-04-03T23:50:11.4Z,1,REGULAR,rebound,defensive,[],1630188,,,1610612754,11,8,2024-04-03T23:50:12Z,480000,False,,,0,,J. Smith REBOUND (Off:2 Def:2),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,In The Paint (Non-RA),8-16 Center,,,,,,49.0,4.0,2.0,2.0,,,,,,,,,,,
51,PT06M47.00S,2024-04-03T23:50:17.4Z,1,REGULAR,3pt,Jump Shot,[],1630169,31.488173455978973,60.29411764705882,1610612754,11,8,2024-04-03T23:50:21Z,490000,False,-51.0,243.0,1,left,MISS T. Haliburton 24' pullup 3PT,[1630169],1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Center,,,,24.89,Missed,,,,,,,,,,,,,,,
52,PT06M44.00S,2024-04-03T23:50:20.4Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,11,8,2024-04-03T23:50:21Z,500000,False,,,0,,N. Claxton REBOUND (Off:1 Def:4),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Center,,,,,,51.0,5.0,4.0,1.0,,,,,,,,,,,
53,PT06M36.00S,2024-04-03T23:50:28.5Z,1,REGULAR,turnover,bad pass,[],1630560,,,1610612751,11,8,2024-04-03T23:50:36Z,510000,False,,,0,,C. Thomas bad pass TURNOVER (2 TO),"[1630560, 1630169]",1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Right Center,2.0,Haliburton,1630169.0,,,,,,,,,,,,,,,,,
54,PT06M36.00S,2024-04-03T23:50:28.5Z,1,REGULAR,steal,,[],1630169,,,1610612754,11,8,2024-04-03T23:50:31Z,520000,False,,,0,,T. Haliburton STEAL (1 STL),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
55,PT06M32.00S,2024-04-03T23:50:33.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630174,5.075558475689881,48.77450980392157,1610612754,11,10,2024-04-03T23:50:38Z,530000,False,6.0,-5.0,1,left,A. Nesmith running DUNK (4 PTS) (T. Haliburton 1 AST),"[1630174, 1630169]",1610612754.0,IND,running,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,,,,0.78,Made,,,,,,,4.0,T. Haliburton,1630169.0,1.0,,,,,
57,PT06M24.00S,2024-04-03T23:50:43.3Z,1,REGULAR,foul,personal,[],1630188,,,1610612751,11,10,2024-04-03T23:50:51Z,550000,False,,,0,,J. Smith personal FOUL (1 PF),"[1630188, 1629651]",1610612754.0,IND,,,,Smith,J. Smith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1628953.0,1.0,0.0,Claxton,1629651.0
59,PT06M24.00S,2024-04-03T23:50:51.3Z,1,REGULAR,substitution,out,[],1629651,,,1610612751,11,10,2024-04-03T23:51:06Z,570000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M24.00S,2024-04-03T23:50:51.3Z,1,REGULAR,substitution,out,[],1630560,,,1610612751,11,10,2024-04-03T23:51:06Z,580000,False,,,0,,SUB out: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M24.00S,2024-04-03T23:50:51.3Z,1,REGULAR,substitution,out,[],1630188,,,1610612751,11,10,2024-04-03T23:51:06Z,590000,False,,,0,,SUB out: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M24.00S,2024-04-03T23:50:51.3Z,1,REGULAR,substitution,in,[],1629661,,,1610612751,11,10,2024-04-03T23:51:06Z,600000,False,,,0,,SUB in: C. Johnson,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M24.00S,2024-04-03T23:50:51.3Z,1,REGULAR,substitution,in,[],1641730,,,1610612751,11,10,2024-04-03T23:51:06Z,610000,False,,,0,,SUB in: N. Clowney,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M24.00S,2024-04-03T23:50:51.3Z,1,REGULAR,substitution,in,[],1630543,,,1610612751,11,10,2024-04-03T23:51:06Z,620000,False,,,0,,SUB in: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M18.00S,2024-04-03T23:51:19.1Z,1,REGULAR,3pt,Jump Shot,[],1627827,75.77201051248358,11.519607843137255,1610612751,11,10,2024-04-03T23:51:23Z,630000,False,-192.0,175.0,1,right,MISS D. Finney-Smith 26' 3PT,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Left Center,,,,26.02,Missed,,,,,,,,,,,,,,,
66,PT06M15.00S,2024-04-03T23:51:22.1Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612754,11,10,2024-04-03T23:51:23Z,640000,False,,,0,,P. Siakam REBOUND (Off:0 Def:1),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,,,,,,65.0,1.0,1.0,0.0,,,,,,,,,,,
67,PT06M00.00S,2024-04-03T23:51:36.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629614,11.777266754270697,53.431372549019606,1610612754,11,12,2024-04-03T23:51:41Z,650000,False,-17.0,58.0,1,left,A. Nembhard 6' pullup Jump Shot (4 PTS),[1629614],1610612754.0,IND,pullup,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),0-8 Center,,,,6.07,Made,,,,,,,4.0,,,,,,,,
68,PT05M42.00S,2024-04-03T23:51:54.7Z,1,REGULAR,turnover,lost ball,[],1627827,,,1610612751,11,12,2024-04-03T23:51:59Z,660000,False,,,0,,D. Finney-Smith lost ball TURNOVER (1 TO),"[1627827, 1629614]",1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,In The Paint (Non-RA),8-16 Center,1.0,Nembhard,1629614.0,,,,,,,,,,,,,,,,,
69,PT05M42.00S,2024-04-03T23:51:54.7Z,1,REGULAR,steal,,[],1629614,,,1610612754,11,12,2024-04-03T23:53:56Z,670000,False,,,0,,A. Nembhard STEAL (1 STL),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
70,PT05M38.00S,2024-04-03T23:51:59.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627783,4.5499342969776615,49.26470588235294,1610612754,11,14,2024-04-03T23:52:04Z,680000,False,4.0,-10.0,1,left,P. Siakam running Layup (2 PTS) (T. Haliburton 2 AST),"[1627783, 1630169]",1610612754.0,IND,running,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,1.04,Made,,,,,,,2.0,T. Haliburton,1630169.0,2.0,,,,,
72,PT05M37.00S,2024-04-03T23:52:04.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,11,14,2024-04-03T23:52:06Z,700000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M37.00S,2024-04-03T23:52:14.6Z,1,REGULAR,substitution,out,[],1630174,,,1610612751,11,14,2024-04-03T23:54:46Z,710000,False,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M37.00S,2024-04-03T23:52:14.6Z,1,REGULAR,substitution,in,[],1641767,,,1610612751,11,14,2024-04-03T23:54:46Z,720000,False,,,0,,SUB in: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M17.00S,2024-04-03T23:55:17.7Z,1,REGULAR,2pt,Jump Shot,[],203471,77.08607095926413,75.24509803921569,1610612751,11,14,2024-04-03T23:55:21Z,730000,False,126.0,163.0,1,right,MISS D. Schroder 20' pullup Shot,[203471],1610612751.0,BKN,pullup,,,Schroder,D. Schroder,,,,,Mid-Range,16-24 Right Center,,,,20.61,Missed,,,,,,,,,,,,,,,
76,PT05M14.00S,2024-04-03T23:55:20.7Z,1,REGULAR,rebound,defensive,[],1630169,,,1610612754,11,14,2024-04-03T23:55:21Z,740000,False,,,0,,T. Haliburton REBOUND (Off:0 Def:1),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Mid-Range,16-24 Right Center,,,,,,75.0,1.0,1.0,0.0,,,,,,,,,,,
77,PT05M12.00S,2024-04-03T23:55:25.8Z,1,REGULAR,foul,personal,['2freethrow'],1641730,,,1610612754,11,14,2024-04-03T23:55:43Z,750000,False,,,0,,N. Clowney shooting personal FOUL (1 PF) (Siakam 2 FT),"[1641730, 1627783]",1610612751.0,BKN,shooting,,,Clowney,N. Clowney,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,200832.0,1.0,0.0,Siakam,1627783.0
79,PT05M12.00S,2024-04-03T23:55:59.7Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1627783,,,1610612754,11,14,2024-04-03T23:55:59Z,770000,False,,,0,,MISS P. Siakam Free Throw 1 of 2,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
80,PT05M12.00S,2024-04-03T23:55:59.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,11,14,2024-04-03T23:55:59Z,780000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,,79.0,,,,,,,,,,,,,,
81,PT05M12.00S,2024-04-03T23:56:18.4Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1627783,,,1610612754,11,15,2024-04-03T23:56:18Z,790000,False,,,0,,P. Siakam Free Throw 2 of 2 (3 PTS),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,Made,,,,,,,3.0,,,,,,,,
82,PT05M00.00S,2024-04-03T23:56:33.1Z,1,REGULAR,2pt,Jump Shot,[],1628969,76.95466491458606,47.05882352941176,1610612751,13,15,2024-04-03T23:56:38Z,800000,False,-15.0,164.0,1,right,M. Bridges 16' fadeaway Jump Shot (7 PTS) (N. Clowney 1 AST),"[1628969, 1641730]",1610612751.0,BKN,fadeaway,,,Bridges,M. Bridges,,,,,Mid-Range,16-24 Center,,,,16.48,Made,,,,,,,7.0,N. Clowney,1641730.0,1.0,,,,,
84,PT04M41.00S,2024-04-03T23:56:51.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630543,6.1268068331143235,50.245098039215684,1610612754,13,15,2024-04-03T23:56:56Z,820000,False,-1.0,5.0,1,left,MISS I. Jackson DUNK,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,,,,0.52,Missed,,,,,,,,,,,,,,,
85,PT04M36.00S,2024-04-03T23:56:56.8Z,1,REGULAR,rebound,offensive,[],1630543,,,1610612754,13,15,2024-04-03T23:56:56Z,830000,False,,,0,,I. Jackson REBOUND (Off:1 Def:0),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,,,,,,84.0,1.0,0.0,1.0,,,,,,,,,,,
