actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-12-09T00:40:35.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-12-09T00:40:35Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M54.00S,2023-12-09T00:40:39.2Z,1,REGULAR,jumpball,recovered,[],1630166,,,1610612764,0,0,2023-12-09T00:40:39Z,40000,False,,,0,,Jump Ball D. Gafford vs. N. Claxton: Tip to D. Avdija,"[1630166, 1629655, 1629651]",1610612764.0,WAS,startperiod,D. Avdija,1630166.0,Avdija,D. Avdija,Gafford,1629655.0,Claxton,1629651.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2023-12-09T00:40:49.8Z,1,REGULAR,turnover,out-of-bounds,[],1628398,,,1610612764,0,0,2023-12-09T00:40:57Z,70000,False,,,0,,K. Kuzma bad pass out-of-bounds TURNOVER (1 TO),[1628398],1610612764.0,WAS,bad pass,,,Kuzma,K. Kuzma,,,,,Mid-Range,8-16 Left,1627962.0,1.0,,,,,,,,,,,,,,,,,,
8,PT11M33.00S,2023-12-09T00:41:11.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203915,25.443495400788436,15.931372549019606,1610612751,0,0,2023-12-09T00:41:15Z,80000,False,170.0,187.0,1,left,MISS S. Dinwiddie 25' 3PT,[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Right Center,,,25.27,Missed,,,,,,,,,,,,,,,,
9,PT11M31.00S,2023-12-09T00:41:13.6Z,1,REGULAR,rebound,offensive,[],1628969,,,1610612751,0,0,2023-12-09T00:41:15Z,90000,False,,,0,,M. Bridges REBOUND (Off:1 Def:0),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,,,,,8.0,1.0,0.0,1.0,,,,,,,,,,,,
10,PT11M30.00S,2023-12-09T00:41:15.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628969,5.732588699080158,4.166666666666666,1610612751,3,0,2023-12-09T00:41:18Z,100000,False,229.0,1.0,1,left,M. Bridges 3PT  (3 PTS),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Right Corner 3,24+ Right,,,22.92,Made,,,,,3.0,,,,,,,,,,,
11,PT11M11.00S,2023-12-09T00:41:34.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629655,92.32917214191852,53.92156862745098,1610612764,3,2,2023-12-09T00:41:38Z,110000,False,20.0,20.0,1,right,D. Gafford Layup (2 PTS) (D. Avdija 1 AST),"[1629655, 1630166]",1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,2.77,Made,,,,,2.0,D. Avdija,1630166.0,1.0,,,,,,,,
13,PT10M58.00S,2023-12-09T00:41:46.8Z,1,REGULAR,2pt,Jump Shot,[],1630560,22.552562417871222,48.529411764705884,1610612751,3,2,2023-12-09T00:41:51Z,130000,False,7.0,159.0,1,left,MISS C. Thomas 15' step back Shot,[1630560],1610612751.0,BKN,step back,,,Thomas,C. Thomas,,,,,Mid-Range,8-16 Center,,,15.97,Missed,,,,,,,,,,,,,,,,
14,PT10M55.00S,2023-12-09T00:41:49.8Z,1,REGULAR,rebound,defensive,[],1626145,,,1610612764,3,2,2023-12-09T00:41:51Z,140000,False,,,0,,T. Jones REBOUND (Off:0 Def:1),[1626145],1610612764.0,WAS,,,,Jones,T. Jones,,,,,Mid-Range,8-16 Center,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,
15,PT10M54.00S,2023-12-09T00:41:53.2Z,1,REGULAR,turnover,out-of-bounds,[],1629673,,,1610612764,3,2,2023-12-09T00:42:00Z,150000,False,,,0,,J. Poole lost ball out-of-bounds TURNOVER (1 TO),[1629673],1610612764.0,WAS,lost ball,,,Poole,J. Poole,,,,,Mid-Range,16-24 Left,1627962.0,1.0,,,,,,,,,,,,,,,,,,
