actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-02-14T00:42:14.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-02-14T00:42:14Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-02-14T00:42:16.7Z,1,REGULAR,jumpball,recovered,[],1627732,,,1610612751,0,0,2024-02-14T00:42:16Z,40000,False,,,0,,Jump Ball N. Claxton vs. A. Horford: Tip to B. Simmons,"[1627732, 1629651, 201143]",1610612751.0,BKN,startperiod,B. Simmons,1627732.0,Simmons,B. Simmons,Claxton,1629651.0,Horford,201143.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M54.00S,2024-02-14T00:42:19.9Z,1,REGULAR,3pt,Jump Shot,[],1628969,76.03482260183968,13.970588235294118,1610612751,3,0,2024-02-14T00:43:40Z,70000,False,-180.0,173.0,1,right,M. Bridges 24' 3PT  (3 PTS) (B. Simmons 1 AST),"[1628969, 1627732]",1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,24.96,Made,3.0,B. Simmons,1627732.0,1.0,,,,,,,,,,,,,,
9,PT11M33.00S,2024-02-14T00:42:39.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,18.084756898817346,40.44117647058824,1610612738,3,2,2024-02-14T00:43:45Z,90000,False,48.0,117.0,1,left,J. Brown 12' fadeaway Jump Shot (2 PTS),[1627759],1610612738.0,BOS,fadeaway,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,12.69,Made,2.0,,,,,,,,,,,,,,,,,
10,PT11M20.00S,2024-02-14T00:42:52.6Z,1,REGULAR,3pt,Jump Shot,[],1630560,69.07030223390277,68.62745098039215,1610612751,3,2,2024-02-14T00:43:47Z,100000,False,93.0,238.0,1,right,MISS C. Thomas 25' 3PT,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Right Center,25.57,Missed,,,,,,,,,,,,,,,,,,
11,PT11M20.00S,2024-02-14T00:42:52.6Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,3,2,2024-02-14T00:43:47Z,110000,False,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,,,,,,,10.0,1.0,1.0,0.0,,,,,,,,,,
12,PT11M11.00S,2024-02-14T00:43:02.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,5.469776609724048,46.32352941176471,1610612738,3,4,2024-02-14T00:44:24Z,120000,False,18.0,-1.0,1,left,J. Tatum driving reverse Layup (2 PTS) (J. Holiday 1 AST),"[1628369, 201950]",1610612738.0,BOS,driving reverse,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,1.84,Made,2.0,J. Holiday,201950.0,1.0,,,,,,,,,,,,,,
14,PT10M54.00S,2024-02-14T00:43:18.3Z,1,REGULAR,2pt,Jump Shot,[],1628969,75.77201051248358,49.26470588235294,1610612751,3,4,2024-02-14T00:44:49Z,140000,False,-4.0,175.0,1,right,MISS M. Bridges 17' step back Shot,[1628969],1610612751.0,BKN,step back,,,Bridges,M. Bridges,,,,,Mid-Range,16-24 Center,17.52,Missed,,,,,,,,,,,,,,,,,,
15,PT10M54.00S,2024-02-14T00:43:18.3Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,3,4,2024-02-14T00:44:49Z,150000,False,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Center,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,
16,PT10M45.00S,2024-02-14T00:43:28.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],201143,6.389618922470433,46.07843137254902,1610612738,3,6,2024-02-14T00:45:04Z,160000,False,20.0,8.0,1,left,A. Horford turnaround Hook (2 PTS) (J. Brown 1 AST),"[201143, 1627759]",1610612738.0,BOS,turnaround,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,2.1,Made,2.0,J. Brown,1627759.0,1.0,,,,,,,,,,,,,,
