actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
90,PT04M25.00S,2023-12-24T00:55:30.8Z,1,REGULAR,foul,personal,['2freethrow'],1630191,,,1610612751,18,17,2023-12-24T00:55:43Z,900000,False,,,0,,I. Stewart shooting personal FOUL (1 PF) (Bridges 2 FT),"[1630191, 1628969]",1610612765.0,DET,shooting,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,,,,,,,1179.0,1.0,0.0,Bridges,1628969.0,,,,,,,,,
92,PT04M25.00S,2023-12-24T00:55:58.0Z,1,REGULAR,freethrow,1 of 2,[],1628969,,,1610612751,19,17,2023-12-24T00:55:58Z,920000,False,,,0,,M. Bridges Free Throw 1 of 2 (13 PTS),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
93,PT04M25.00S,2023-12-24T00:55:58.5Z,1,REGULAR,substitution,out,[],1629661,,,1610612751,19,17,2023-12-24T00:56:07Z,930000,False,,,0,,SUB out: C. Johnson,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M25.00S,2023-12-24T00:55:58.5Z,1,REGULAR,substitution,out,[],1630191,,,1610612751,19,17,2023-12-24T00:56:07Z,940000,False,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M25.00S,2023-12-24T00:55:58.5Z,1,REGULAR,substitution,out,[],202711,,,1610612751,19,17,2023-12-24T00:56:07Z,950000,False,,,0,,SUB out: B. Bogdanovic,[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M25.00S,2023-12-24T00:55:58.5Z,1,REGULAR,substitution,in,[],1626220,,,1610612751,19,17,2023-12-24T00:56:07Z,960000,False,,,0,,SUB in: R. O'Neale,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M25.00S,2023-12-24T00:55:58.5Z,1,REGULAR,substitution,in,[],1628995,,,1610612751,19,17,2023-12-24T00:56:07Z,970000,False,,,0,,SUB in: K. Knox II,[1628995],1610612765.0,DET,,,,Knox II,K. Knox II,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M25.00S,2023-12-24T00:55:58.5Z,1,REGULAR,substitution,in,[],1628963,,,1610612751,19,17,2023-12-24T00:56:07Z,980000,False,,,0,,SUB in: M. Bagley III,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M25.00S,2023-12-24T00:56:21.1Z,1,REGULAR,freethrow,2 of 2,[],1628969,,,1610612751,20,17,2023-12-24T00:56:21Z,990000,False,,,0,,M. Bridges Free Throw 2 of 2 (14 PTS),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
100,PT04M03.00S,2023-12-24T00:56:44.0Z,1,REGULAR,turnover,lost ball,[],202692,,,1610612765,20,17,2023-12-24T00:56:47Z,1000000,False,,,0,,A. Burks lost ball TURNOVER (1 TO),"[202692, 1627827]",1610612765.0,DET,,,,Burks,A. Burks,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,1.0,Finney-Smith,1627827.0
101,PT04M03.00S,2023-12-24T00:56:44.0Z,1,REGULAR,steal,,[],1627827,,,1610612751,20,17,2023-12-24T00:56:45Z,1010000,False,,,0,,D. Finney-Smith STEAL (1 STL),[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
102,PT03M50.00S,2023-12-24T00:56:56.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630549,3.7614980289093296,49.01960784313725,1610612751,22,17,2023-12-24T00:57:00Z,1020000,False,5.0,-17.0,1,left,D. Sharpe alley-oop DUNK (4 PTS) (S. Dinwiddie 3 AST),"[1630549, 203915]",1610612751.0,BKN,alley-oop,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,1.78,Made,4.0,S. Dinwiddie,203915.0,3.0,,,,,,,,,,,,,,
104,PT03M31.00S,2023-12-24T00:57:15.0Z,1,REGULAR,3pt,Jump Shot,[],1628995,73.53810775295663,83.33333333333334,1610612765,22,20,2023-12-24T00:57:19Z,1040000,False,167.0,196.0,1,right,K. Knox II 25' 3PT  (3 PTS) (A. Burks 1 AST),"[1628995, 202692]",1610612765.0,DET,,,,Knox II,K. Knox II,,,,,Above the Break 3,24+ Right Center,25.75,Made,3.0,A. Burks,202692.0,1.0,,,,,,,,,,,,,,
106,PT03M19.00S,2023-12-24T00:57:27.5Z,1,REGULAR,3pt,Jump Shot,[],203915,29.6484888304862,29.411764705882355,1610612751,25,20,2023-12-24T00:57:32Z,1060000,False,103.0,226.0,1,left,S. Dinwiddie 24' 3PT pullup (3 PTS),[203915],1610612751.0,BKN,pullup,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Right Center,24.85,Made,3.0,,,,,,,,,,,,,,,,,
107,PT02M51.00S,2023-12-24T00:57:55.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628995,83.13074901445466,55.63725490196079,1610612765,25,20,2023-12-24T00:58:01Z,1070000,False,28.0,106.0,1,right,MISS K. Knox II 10' driving floating Shot,[1628995],1610612765.0,DET,driving floating,,,Knox II,K. Knox II,,,,,In The Paint (Non-RA),8-16 Center,10.98,Missed,,,,,,,,,,,,,,,,,,
108,PT02M50.00S,2023-12-24T00:57:56.2Z,1,REGULAR,rebound,offensive,[],1628963,,,1610612765,25,20,2023-12-24T01:19:46Z,1080000,False,,,0,,M. Bagley III REBOUND (Off:1 Def:0),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,107.0,1.0,0.0,1.0,,,
201,PT02M50.00S,2023-12-24T00:58:03.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628963,93.42969776609723,47.77113970588235,1610612765,25,20,2023-12-24T01:19:27Z,1085000,False,-11.0,9.0,1,right,MISS M. Bagley III tip Layup,[1628963],1610612765.0,DET,tip,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,1.45,Missed,,,,,,,,,,,,,,,,,,
202,PT02M46.00S,2023-12-24T00:58:07.2Z,1,REGULAR,rebound,defensive,[],1630549,,,1610612751,25,20,2023-12-24T01:19:08Z,1087500,False,,,0,,D. Sharpe REBOUND (Off:0 Def:1),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,201.0,1.0,1.0,0.0,,,
109,PT02M35.00S,2023-12-24T00:58:11.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630549,6.521024967148489,48.28431372549019,1610612751,25,20,2023-12-24T00:58:16Z,1090000,False,9.0,9.0,1,left,MISS D. Sharpe reverse Layup,[1630549],1610612751.0,BKN,reverse,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,1.23,Missed,,,,,,,,,,,,,,,,,,
110,PT02M34.00S,2023-12-24T00:58:14.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,25,20,2023-12-24T00:58:14Z,1100000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,109.0,,,,,,
112,PT02M34.00S,2023-12-24T00:58:19.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,25,20,2023-12-24T00:58:20Z,1120000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M34.00S,2023-12-24T00:58:21.5Z,1,REGULAR,substitution,out,[],1628969,,,1610612751,25,20,2023-12-24T01:00:55Z,1130000,False,,,0,,SUB out: M. Bridges,[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M34.00S,2023-12-24T00:58:21.5Z,1,REGULAR,substitution,out,[],1630549,,,1610612751,25,20,2023-12-24T01:00:55Z,1140000,False,,,0,,SUB out: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M34.00S,2023-12-24T00:58:21.5Z,1,REGULAR,substitution,out,[],203925,,,1610612751,25,20,2023-12-24T01:00:55Z,1150000,False,,,0,,SUB out: J. Harris,[203925],1610612765.0,DET,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M34.00S,2023-12-24T00:58:21.5Z,1,REGULAR,substitution,in,[],1629651,,,1610612751,25,20,2023-12-24T01:00:55Z,1160000,False,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M34.00S,2023-12-24T00:58:21.5Z,1,REGULAR,substitution,in,[],1630560,,,1610612751,25,20,2023-12-24T01:00:55Z,1170000,False,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M34.00S,2023-12-24T00:58:21.5Z,1,REGULAR,substitution,in,[],1641709,,,1610612751,25,20,2023-12-24T01:00:55Z,1180000,False,,,0,,SUB in: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M34.00S,2023-12-24T01:01:22.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631204,,,1610612751,25,20,2023-12-24T01:08:46Z,1190000,False,,,0,,M. Sasser personal FOUL (1 PF) (Dinwiddie 2 FT),"[1631204, 203915]",1610612765.0,DET,,,,Sasser,M. Sasser,,,,,Mid-Range,16-24 Left Center,,,,,,,1179.0,1.0,0.0,Dinwiddie,203915.0,,,,,,,,,
121,PT02M34.00S,2023-12-24T01:01:55.5Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203915,,,1610612751,26,20,2023-12-24T01:13:50Z,1210000,False,,,0,,S. Dinwiddie Free Throw 1 of 2 (4 PTS),[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
122,PT02M34.00S,2023-12-24T01:01:55.5Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203915,,,1610612751,27,20,2023-12-24T01:13:50Z,1220000,False,,,0,,S. Dinwiddie Free Throw 2 of 2 (5 PTS),[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
123,PT02M21.00S,2023-12-24T01:02:20.6Z,1,REGULAR,3pt,Jump Shot,[],1631204,69.20170827858082,70.34313725490196,1610612765,27,20,2023-12-24T01:02:25Z,1230000,False,102.0,237.0,1,right,MISS M. Sasser 25' 3PT,[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,Above the Break 3,24+ Right Center,25.79,Missed,,,,,,,,,,,,,,,,,,
124,PT02M17.00S,2023-12-24T01:02:24.6Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,27,20,2023-12-24T01:02:25Z,1240000,False,,,0,,N. Claxton REBOUND (Off:0 Def:2),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,123.0,2.0,2.0,0.0,,,
125,PT02M12.00S,2023-12-24T01:02:29.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203915,33.590670170827856,35.049019607843135,1610612751,27,20,2023-12-24T01:02:35Z,1250000,False,75.0,263.0,1,left,MISS S. Dinwiddie 27' running 3PT,[203915],1610612751.0,BKN,running,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Center,27.37,Missed,,,,,,,,,,,,,,,,,,
126,PT02M08.00S,2023-12-24T01:02:33.3Z,1,REGULAR,rebound,defensive,[],1628963,,,1610612765,27,20,2023-12-24T01:02:35Z,1260000,False,,,0,,M. Bagley III REBOUND (Off:1 Def:1),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,125.0,2.0,1.0,1.0,,,
127,PT01M57.00S,2023-12-24T01:02:44.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202692,91.80354796320631,45.83333333333333,1610612765,27,20,2023-12-24T01:02:50Z,1270000,False,-21.0,25.0,1,right,MISS A. Burks driving finger roll Layup,[202692],1610612765.0,DET,driving finger roll,,,Burks,A. Burks,,,,,Restricted Area,0-8 Center,3.21,Missed,,,,,,,,,,,,,,,,,,
128,PT01M54.00S,2023-12-24T01:02:47.6Z,1,REGULAR,rebound,defensive,[],1626220,,,1610612751,27,20,2023-12-24T01:02:50Z,1280000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:1),[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,127.0,1.0,1.0,0.0,,,
129,PT01M39.00S,2023-12-24T01:03:02.8Z,1,REGULAR,2pt,Jump Shot,[],1630560,4.944152431011826,74.01960784313727,1610612751,29,20,2023-12-24T01:03:10Z,1290000,False,-120.0,-6.0,1,left,C. Thomas 12' step back Jump Shot (2 PTS) (S. Dinwiddie 4 AST),"[1630560, 203915]",1610612751.0,BKN,step back,,,Thomas,C. Thomas,,,,,Mid-Range,8-16 Left,12.02,Made,2.0,S. Dinwiddie,203915.0,4.0,,,,,,,,,,,,,,
131,PT01M39.00S,2023-12-24T01:03:09.9Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1631204,,,1610612751,29,20,2023-12-24T01:03:22Z,1310000,False,,,0,,M. Sasser shooting personal FOUL (2 PF) (Thomas 1 FT),"[1631204, 1630560]",1610612765.0,DET,shooting,,,Sasser,M. Sasser,,,,,Mid-Range,8-16 Left,,,,,,,202035.0,2.0,0.0,Thomas,1630560.0,,,,,,,,,
133,PT01M39.00S,2023-12-24T01:03:18.0Z,1,REGULAR,substitution,out,[],203915,,,1610612751,29,20,2023-12-24T01:03:20Z,1330000,False,,,0,,SUB out: S. Dinwiddie,[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT01M39.00S,2023-12-24T01:03:18.0Z,1,REGULAR,substitution,in,[],1628372,,,1610612751,29,20,2023-12-24T01:03:20Z,1340000,False,,,0,,SUB in: D. Smith Jr.,[1628372],1610612751.0,BKN,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT01M39.00S,2023-12-24T01:03:34.9Z,1,REGULAR,freethrow,1 of 1,[],1630560,,,1610612751,30,20,2023-12-24T01:03:34Z,1350000,False,,,0,,C. Thomas Free Throw 1 of 1 (3 PTS),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
136,PT01M28.00S,2023-12-24T01:03:48.3Z,1,REGULAR,foul,personal,[],1628372,,,1610612765,30,20,2023-12-24T01:04:03Z,1360000,False,,,0,,D. Smith Jr. personal FOUL (1 PF),"[1628372, 1631204]",1610612751.0,BKN,,,,Smith Jr.,D. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1179.0,1.0,0.0,Sasser,1631204.0,,,,,,,,,
138,PT01M22.00S,2023-12-24T01:04:11.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630560,,,1610612765,30,20,2023-12-24T01:04:24Z,1380000,False,,,0,,C. Thomas shooting personal FOUL (1 PF) (Thompson 2 FT),"[1630560, 1641709]",1610612751.0,BKN,shooting,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202901.0,1.0,0.0,Thompson,1641709.0,,,,,,,,,
140,PT01M22.00S,2023-12-24T01:04:34.1Z,1,REGULAR,freethrow,1 of 2,[],1641709,,,1610612765,30,20,2023-12-24T01:04:34Z,1400000,False,,,0,,MISS A. Thompson Free Throw 1 of 2,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
141,PT01M22.00S,2023-12-24T01:04:34.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,30,20,2023-12-24T01:04:34Z,1410000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,140.0,,,,,,
142,PT01M22.00S,2023-12-24T01:04:47.9Z,1,REGULAR,freethrow,2 of 2,[],1641709,,,1610612765,30,21,2023-12-24T01:04:47Z,1420000,False,,,0,,A. Thompson Free Throw 2 of 2 (7 PTS),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
144,PT00M59.40S,2023-12-24T01:05:18.4Z,1,REGULAR,substitution,out,[],202692,,,1610612751,30,21,2023-12-24T01:05:31Z,1440000,False,,,0,,SUB out: A. Burks,[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT00M59.40S,2023-12-24T01:05:18.4Z,1,REGULAR,substitution,in,[],202711,,,1610612751,30,21,2023-12-24T01:05:31Z,1450000,False,,,0,,SUB in: B. Bogdanovic,[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT00M57.90S,2023-12-24T01:05:40.8Z,1,REGULAR,2pt,Jump Shot,[],1629651,16.507884362680684,70.58823529411765,1610612751,30,21,2023-12-24T01:05:49Z,1460000,False,-103.0,103.0,1,left,MISS N. Claxton 14' Jump Shot,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Mid-Range,8-16 Left,14.54,Missed,,,,,,,,,,,,,,,,,,
147,PT00M56.90S,2023-12-24T01:05:41.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,30,21,2023-12-24T01:05:49Z,1470000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,146.0,,,,,,
148,PT00M56.90S,2023-12-24T01:05:45.3Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612751,30,21,2023-12-24T01:07:39Z,1480000,False,,,0,,BKN shot clock Team TURNOVER,[],1610612751.0,BKN,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,202035.0,,,,,,,,,,,,,
149,PT00M48.40S,2023-12-24T01:06:10.9Z,1,REGULAR,turnover,out-of-bounds,[],1631204,,,1610612765,30,21,2023-12-24T01:06:17Z,1490000,False,,,0,,M. Sasser bad pass out-of-bounds TURNOVER (1 TO),[1631204],1610612765.0,DET,bad pass,,,Sasser,M. Sasser,,,,,Mid-Range,16-24 Center,,,,,,,202901.0,,,,,,,,,,,1.0,,
150,PT00M36.40S,2023-12-24T01:06:27.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629651,18.2161629434954,49.26470588235294,1610612751,30,21,2023-12-24T01:06:35Z,1500000,False,4.0,119.0,1,left,MISS N. Claxton 11' driving floating Shot,[1629651],1610612751.0,BKN,driving floating,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),8-16 Center,11.88,Missed,,,,,,,,,,,,,,,,,,
151,PT00M31.20S,2023-12-24T01:06:33.0Z,1,REGULAR,rebound,defensive,[],1631204,,,1610612765,30,21,2023-12-24T01:06:35Z,1510000,False,,,0,,M. Sasser REBOUND (Off:0 Def:1),[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,150.0,1.0,1.0,0.0,,,
153,PT00M31.20S,2023-12-24T01:06:36.5Z,1,REGULAR,turnover,bad pass,[],1631204,,,1610612765,30,21,2023-12-24T01:06:42Z,1530000,False,,,0,,M. Sasser bad pass TURNOVER (2 TO),"[1631204, 1629651]",1610612765.0,DET,,,,Sasser,M. Sasser,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,2.0,Claxton,1629651.0
154,PT00M31.20S,2023-12-24T01:06:36.5Z,1,REGULAR,steal,,[],1629651,,,1610612751,30,21,2023-12-24T01:06:39Z,1540000,False,,,0,,N. Claxton STEAL (1 STL),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
156,PT00M31.20S,2023-12-24T01:06:44.9Z,1,REGULAR,substitution,out,[],1629651,,,1610612751,30,21,2023-12-24T01:06:53Z,1560000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT00M31.20S,2023-12-24T01:06:44.9Z,1,REGULAR,substitution,in,[],1629661,,,1610612751,30,21,2023-12-24T01:06:53Z,1570000,False,,,0,,SUB in: C. Johnson,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT00M24.30S,2023-12-24T01:07:18.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630560,9.017739816031538,41.17647058823529,1610612751,32,21,2023-12-24T01:07:24Z,1580000,False,44.0,32.0,1,left,C. Thomas driving floating bank Jump Shot (5 PTS),[1630560],1610612751.0,BKN,driving floating bank,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),0-8 Center,5.47,Made,5.0,,,,,,,,,,,,,,,,,
159,PT00M03.10S,2023-12-24T01:07:41.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202711,84.1819973718791,47.30392156862745,1610612765,32,21,2023-12-24T01:07:47Z,1590000,False,-13.0,96.0,1,right,MISS B. Bogdanovic 9' fadeaway Shot,[202711],1610612765.0,DET,fadeaway,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),8-16 Center,9.71,Missed,,,,,,,,,,,,,,,,,,
160,PT00M03.10S,2023-12-24T01:07:41.4Z,1,REGULAR,rebound,defensive,[],1626220,,,1610612751,32,21,2023-12-24T01:07:47Z,1600000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:2),[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,159.0,2.0,2.0,0.0,,,
161,PT00M00.00S,2023-12-24T01:07:50.7Z,1,REGULAR,period,end,[],0,,,1610612751,32,21,2023-12-24T01:07:50Z,1610000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2023-12-24T01:09:39.1Z,2,REGULAR,substitution,out,['startperiod'],1629661,,,1610612751,32,21,2023-12-24T01:10:19Z,1620000,False,,,0,,SUB out: C. Johnson,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2023-12-24T01:09:39.1Z,2,REGULAR,substitution,out,['startperiod'],1631204,,,1610612751,32,21,2023-12-24T01:10:19Z,1630000,False,,,0,,SUB out: M. Sasser,[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2023-12-24T01:09:39.1Z,2,REGULAR,substitution,in,['startperiod'],1630549,,,1610612751,32,21,2023-12-24T01:10:19Z,1640000,False,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2023-12-24T01:09:39.1Z,2,REGULAR,substitution,in,['startperiod'],1630595,,,1610612751,32,21,2023-12-24T01:10:19Z,1650000,False,,,0,,SUB in: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2023-12-24T01:10:30.4Z,2,REGULAR,period,start,[],0,,,1610612751,32,21,2023-12-24T01:10:30Z,1660000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT11M47.00S,2023-12-24T01:10:42.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630560,17.95335085413929,41.17647058823529,1610612751,34,21,2023-12-24T01:10:50Z,1670000,False,44.0,116.0,1,left,C. Thomas 12' pullup Jump Shot (7 PTS) (D. Smith Jr. 1 AST),"[1630560, 1628372]",1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),8-16 Center,12.44,Made,7.0,D. Smith Jr.,1628372.0,1.0,,,,,,,,,,,,,,
169,PT11M23.00S,2023-12-24T01:11:06.2Z,2,REGULAR,3pt,Jump Shot,[],1628995,95.22010512483574,4.166666666666666,1610612765,34,24,2023-12-24T01:11:13Z,1690000,False,-229.0,-8.0,1,right,K. Knox II 3PT  (6 PTS) (C. Cunningham 2 AST),"[1628995, 1630595]",1610612765.0,DET,,,,Knox II,K. Knox II,,,,,Left Corner 3,24+ Left,22.93,Made,6.0,C. Cunningham,1630595.0,2.0,,,,,,,,,,,,,,
171,PT10M55.00S,2023-12-24T01:11:34.4Z,2,REGULAR,2pt,Jump Shot,[],1628372,27.94021024967148,39.705882352941174,1610612751,34,24,2023-12-24T01:11:42Z,1710000,False,51.0,210.0,1,left,MISS D. Smith Jr. 21' step back Shot,[1628372],1610612751.0,BKN,step back,,,Smith Jr.,D. Smith Jr.,,,,,Mid-Range,16-24 Center,21.63,Missed,,,,,,,,,,,,,,,,,,
172,PT10M52.00S,2023-12-24T01:11:37.4Z,2,REGULAR,rebound,defensive,[],1630595,,,1610612765,34,24,2023-12-24T01:11:42Z,1720000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:1),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,171.0,1.0,1.0,0.0,,,
173,PT10M49.00S,2023-12-24T01:11:41.1Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628995,93.24901445466492,51.225490196078425,1610612765,34,26,2023-12-24T01:11:53Z,1730000,False,6.0,11.0,1,right,K. Knox II running DUNK (8 PTS) (C. Cunningham 3 AST),"[1628995, 1630595]",1610612765.0,DET,running,,,Knox II,K. Knox II,,,,,Restricted Area,0-8 Center,1.26,Made,8.0,C. Cunningham,1630595.0,3.0,,,,,,,,,,,,,,
