actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
83,PT04M56.00S,2024-04-10T23:53:30.9Z,1,REGULAR,substitution,out,[],1629651,,,1610612751,13,15,2024-04-10T23:53:44Z,820000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M56.00S,2024-04-10T23:53:30.9Z,1,REGULAR,substitution,out,[],1630560,,,1610612751,13,15,2024-04-10T23:53:44Z,830000,False,,,0,,SUB out: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M56.00S,2024-04-10T23:53:30.9Z,1,REGULAR,substitution,out,[],202066,,,1610612751,13,15,2024-04-10T23:53:44Z,840000,False,,,0,,SUB out: G. Temple,[202066],1610612761.0,TOR,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M56.00S,2024-04-10T23:53:30.9Z,1,REGULAR,substitution,out,[],1642013,,,1610612751,13,15,2024-04-10T23:53:44Z,850000,False,,,0,,SUB out: M. Williams,[1642013],1610612761.0,TOR,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M56.00S,2024-04-10T23:53:30.9Z,1,REGULAR,substitution,in,[],1629661,,,1610612751,13,15,2024-04-10T23:53:44Z,860000,False,,,0,,SUB in: C. Johnson,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M56.00S,2024-04-10T23:53:30.9Z,1,REGULAR,substitution,in,[],1630549,,,1610612751,13,15,2024-04-10T23:53:44Z,870000,False,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M56.00S,2024-04-10T23:53:30.9Z,1,REGULAR,substitution,in,[],1631338,,,1610612751,13,15,2024-04-10T23:53:44Z,880000,False,,,0,,SUB in: M. Gueye,[1631338],1610612761.0,TOR,,,,Gueye,M. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M56.00S,2024-04-10T23:53:30.9Z,1,REGULAR,substitution,in,[],1631241,,,1610612751,13,15,2024-04-10T23:53:44Z,890000,False,,,0,,SUB in: J. Freeman-Liberty,[1631241],1610612761.0,TOR,,,,Freeman-Liberty,J. Freeman-Liberty,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M44.00S,2024-04-10T23:54:05.6Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629661,7.703679369250986,17.647058823529413,1610612751,15,15,2024-04-10T23:54:09Z,900000,False,162.0,20.0,1,left,C. Johnson 16' pullup Jump Shot (2 PTS) (M. Bridges 2 AST),"[1629661, 1628969]",1610612751.0,BKN,pullup,,,Johnson,C. Johnson,,,,,Mid-Range,16-24 Right,16.3,Made,,,,,,,,,,2.0,,,,,,M. Bridges,1628969.0,2.0
93,PT04M20.00S,2024-04-10T23:54:32.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631338,87.33574244415243,44.6078431372549,1610612761,15,17,2024-04-10T23:54:39Z,920000,False,-27.0,67.0,1,right,M. Gueye 7' driving floating Jump Shot (2 PTS) (I. Quickley 4 AST),"[1631338, 1630193]",1610612761.0,TOR,driving floating,,,Gueye,M. Gueye,,,,,In The Paint (Non-RA),0-8 Center,7.18,Made,,,,,,,,,,2.0,,,,,,I. Quickley,1630193.0,4.0
94,PT04M20.00S,2024-04-10T23:54:34.8Z,1,REGULAR,foul,personal,['1freethrow'],203471,,,1610612761,15,17,2024-04-10T23:54:42Z,930000,False,,,0,,D. Schroder shooting personal FOUL (1 PF) (Gueye 1 FT),"[203471, 1631338]",1610612751.0,BKN,shooting,,,Schroder,D. Schroder,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,200833.0,1.0,0.0,Gueye,1631338.0,,,
96,PT04M20.00S,2024-04-10T23:54:43.1Z,1,REGULAR,substitution,out,[],1641730,,,1610612761,15,17,2024-04-10T23:55:27Z,950000,False,,,0,,SUB out: N. Clowney,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M20.00S,2024-04-10T23:54:43.1Z,1,REGULAR,substitution,in,[],1630592,,,1610612761,15,17,2024-04-10T23:55:27Z,960000,False,,,0,,SUB in: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M20.00S,2024-04-10T23:55:06.1Z,1,REGULAR,freethrow,1 of 1,[],1631338,,,1610612761,15,18,2024-04-10T23:55:06Z,970000,False,,,0,,M. Gueye Free Throw 1 of 1 (3 PTS),[1631338],1610612761.0,TOR,,,,Gueye,M. Gueye,,,,,,,,Made,,,,,,,,,,3.0,,,,,,,,
100,PT04M03.00S,2024-04-10T23:55:24.4Z,1,REGULAR,3pt,Jump Shot,[],1628969,28.07161629434954,20.098039215686274,1610612751,15,18,2024-04-10T23:55:27Z,980000,False,150.0,211.0,1,left,MISS M. Bridges 25' 3PT,[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,25.89,Missed,,,,,,,,,,,,,,,,,,
101,PT04M00.00S,2024-04-10T23:55:27.4Z,1,REGULAR,rebound,defensive,[],1631338,,,1610612761,15,18,2024-04-10T23:55:27Z,990000,False,,,0,,M. Gueye REBOUND (Off:0 Def:1),[1631338],1610612761.0,TOR,,,,Gueye,M. Gueye,,,,,Above the Break 3,24+ Right Center,,,100.0,1.0,1.0,0.0,,,,,,,,,,,,,,
102,PT03M50.00S,2024-04-10T23:55:36.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631338,87.46714848883047,51.71568627450981,1610612761,15,18,2024-04-10T23:55:39Z,1000000,False,9.0,65.0,1,right,MISS M. Gueye 6' floating Shot,[1631338],1610612761.0,TOR,floating,,,Gueye,M. Gueye,,,,,In The Paint (Non-RA),0-8 Center,6.59,Missed,,,,,,,,,,,,,,,,,,
103,PT03M49.00S,2024-04-10T23:55:37.9Z,1,REGULAR,rebound,defensive,[],1630549,,,1610612751,15,18,2024-04-10T23:55:37Z,1010000,False,,,0,,D. Sharpe REBOUND (Off:0 Def:1),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,,,102.0,1.0,1.0,0.0,,,,,,,,,,,,,,
104,PT03M42.00S,2024-04-10T23:55:45.2Z,1,REGULAR,3pt,Jump Shot,[],1629661,25.969119579500656,10.53921568627451,1610612751,15,18,2024-04-10T23:55:51Z,1020000,False,197.0,192.0,1,left,MISS C. Johnson 27' 3PT,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Right Center,27.5,Missed,,,,,,,,,,,,,,,,,,
105,PT03M37.00S,2024-04-10T23:55:50.2Z,1,REGULAR,rebound,defensive,[],1631241,,,1610612761,15,18,2024-04-10T23:55:51Z,1030000,False,,,0,,J. Freeman-Liberty REBOUND (Off:0 Def:1),[1631241],1610612761.0,TOR,,,,Freeman-Liberty,J. Freeman-Liberty,,,,,Above the Break 3,24+ Right Center,,,104.0,1.0,1.0,0.0,,,,,,,,,,,,,,
106,PT03M33.00S,2024-04-10T23:55:53.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630534,73.14388961892247,10.294117647058822,1610612761,15,18,2024-04-10T23:59:32Z,1040000,False,-199.0,200.0,1,right,MISS O. Agbaji 28' running 3PT,[1630534],1610612761.0,TOR,running,,,Agbaji,O. Agbaji,,,,,Above the Break 3,24+ Left Center,28.17,Missed,,,,,,,,,,,,,,,,,,
107,PT03M29.00S,2024-04-10T23:55:57.7Z,1,REGULAR,rebound,offensive,[],1631241,,,1610612761,15,18,2024-04-10T23:59:32Z,1050000,False,,,0,,J. Freeman-Liberty REBOUND (Off:1 Def:1),[1631241],1610612761.0,TOR,,,,Freeman-Liberty,J. Freeman-Liberty,,,,,Above the Break 3,24+ Left Center,,,106.0,2.0,1.0,1.0,,,,,,,,,,,,,,
108,PT03M28.00S,2024-04-10T23:55:59.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1631241,92.19776609724047,51.71568627450981,1610612761,15,18,2024-04-10T23:56:13Z,1060000,False,9.0,21.0,1,right,MISS J. Freeman-Liberty driving DUNK - blocked,"[1631241, 1630549]",1610612761.0,TOR,driving,,,Freeman-Liberty,J. Freeman-Liberty,,,,,Restricted Area,0-8 Center,2.25,Missed,,,,,,,,Sharpe,1630549.0,,,,,,,,,
109,PT03M28.00S,2024-04-10T23:55:59.4Z,1,REGULAR,block,,[],1630549,,,1610612761,15,18,2024-04-10T23:56:01Z,1070000,False,,,0,,D. Sharpe BLOCK (1 BLK),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
110,PT03M25.00S,2024-04-10T23:56:02.4Z,1,REGULAR,rebound,defensive,[],1630549,,,1610612751,15,18,2024-04-10T23:56:13Z,1080000,False,,,0,,D. Sharpe REBOUND (Off:0 Def:2),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,108.0,2.0,2.0,0.0,,,,,,,,,,,,,,
111,PT03M20.00S,2024-04-10T23:56:07.2Z,1,REGULAR,3pt,Jump Shot,[],1630592,5.601182654402102,2.696078431372549,1610612751,15,18,2024-04-11T00:02:51Z,1090000,False,237.0,0.0,1,left,MISS J. Wilson 3PT - blocked,"[1630592, 1631338]",1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Right Corner 3,24+ Right,23.65,Missed,,,,,,,,Gueye,1631338.0,,,,,,,,,
692,PT03M20.00S,2024-04-10T23:56:07.2Z,1,REGULAR,block,,[],1631338,,,1610612751,15,18,2024-04-11T02:23:49Z,1095000,False,,,0,,M. Gueye BLOCK (1 BLK),[1631338],1610612761.0,TOR,,,,Gueye,M. Gueye,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,,,,,
112,PT03M17.00S,2024-04-10T23:56:10.2Z,1,REGULAR,rebound,offensive,[],1630549,,,1610612751,15,18,2024-04-10T23:56:19Z,1100000,False,,,0,,D. Sharpe REBOUND (Off:1 Def:2),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Right Corner 3,24+ Right,,,111.0,3.0,2.0,1.0,,,,,,,,,,,,,,
113,PT03M16.00S,2024-04-10T23:56:11.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630549,4.155716162943495,44.11764705882353,1610612751,17,18,2024-04-11T00:03:26Z,1110000,False,29.0,-13.0,1,left,D. Sharpe putback Layup (2 PTS),[1630549],1610612751.0,BKN,putback,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,3.23,Made,,,,,,,,,,2.0,,,,,,,,
114,PT03M01.00S,2024-04-10T23:56:25.9Z,1,REGULAR,3pt,Jump Shot,[],1630193,75.1149802890933,8.088235294117647,1610612761,17,21,2024-04-10T23:56:32Z,1120000,False,-210.0,181.0,1,right,I. Quickley 27' 3PT step back (5 PTS),[1630193],1610612761.0,TOR,step back,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Left Center,27.72,Made,,,,,,,,,,5.0,,,,,,,,
115,PT02M45.00S,2024-04-10T23:56:42.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203471,5.469776609724048,42.64705882352941,1610612751,19,21,2024-04-10T23:56:47Z,1130000,False,37.0,-1.0,1,left,D. Schroder driving finger roll Layup (2 PTS),[203471],1610612751.0,BKN,driving finger roll,,,Schroder,D. Schroder,,,,,Restricted Area,0-8 Center,3.68,Made,,,,,,,,,,2.0,,,,,,,,
116,PT02M38.00S,2024-04-10T23:56:49.4Z,1,REGULAR,3pt,Jump Shot,[],1630193,64.99671484888306,32.59803921568628,1610612761,19,21,2024-04-10T23:56:53Z,1140000,False,-87.0,277.0,1,right,MISS I. Quickley 28' step back 3PT,[1630193],1610612761.0,TOR,step back,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Center,28.99,Missed,,,,,,,,,,,,,,,,,,
117,PT02M35.00S,2024-04-10T23:56:52.4Z,1,REGULAR,rebound,defensive,[],1630592,,,1610612751,19,21,2024-04-10T23:56:53Z,1150000,False,,,0,,J. Wilson REBOUND (Off:0 Def:1),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Above the Break 3,24+ Center,,,116.0,1.0,1.0,0.0,,,,,,,,,,,,,,
118,PT02M29.00S,2024-04-10T23:56:57.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629661,19.66162943495401,5.88235294117647,1610612751,22,21,2024-04-11T03:16:59Z,1160000,False,221.0,132.0,1,left,C. Johnson 25' 3PT running (5 PTS) (J. Wilson 1 AST),"[1629661, 1630592]",1610612751.0,BKN,running,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Right Center,25.72,Made,,,,,,,,,,5.0,,,,,,J. Wilson,1630592.0,1.0
120,PT02M28.00S,2024-04-10T23:57:03.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,22,21,2024-04-10T23:57:03Z,1180000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M28.00S,2024-04-10T23:59:28.1Z,1,REGULAR,substitution,out,[],1628969,,,1610612761,22,21,2024-04-10T23:59:51Z,1190000,False,,,0,,SUB out: M. Bridges,[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M28.00S,2024-04-10T23:59:28.1Z,1,REGULAR,substitution,out,[],203471,,,1610612761,22,21,2024-04-10T23:59:51Z,1200000,False,,,0,,SUB out: D. Schroder,[203471],1610612751.0,BKN,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M28.00S,2024-04-10T23:59:28.1Z,1,REGULAR,substitution,out,[],1630549,,,1610612761,22,21,2024-04-10T23:59:51Z,1210000,False,,,0,,SUB out: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M28.00S,2024-04-10T23:59:28.1Z,1,REGULAR,substitution,out,[],1641711,,,1610612761,22,21,2024-04-10T23:59:51Z,1220000,False,,,0,,SUB out: G. Dick,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M28.00S,2024-04-10T23:59:28.1Z,1,REGULAR,substitution,out,[],1630534,,,1610612761,22,21,2024-04-10T23:59:51Z,1230000,False,,,0,,SUB out: O. Agbaji,[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M28.00S,2024-04-10T23:59:28.1Z,1,REGULAR,substitution,in,[],1630570,,,1610612761,22,21,2024-04-10T23:59:51Z,1240000,False,,,0,,SUB in: T. Watford,[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M28.00S,2024-04-10T23:59:28.1Z,1,REGULAR,substitution,in,[],1630560,,,1610612761,22,21,2024-04-10T23:59:51Z,1250000,False,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M28.00S,2024-04-10T23:59:28.1Z,1,REGULAR,substitution,in,[],1629651,,,1610612761,22,21,2024-04-10T23:59:51Z,1260000,False,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M28.00S,2024-04-10T23:59:28.1Z,1,REGULAR,substitution,in,[],1629667,,,1610612761,22,21,2024-04-10T23:59:51Z,1270000,False,,,0,,SUB in: J. McDaniels,[1629667],1610612761.0,TOR,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M28.00S,2024-04-10T23:59:28.1Z,1,REGULAR,substitution,in,[],1629670,,,1610612761,22,21,2024-04-10T23:59:51Z,1280000,False,,,0,,SUB in: J. Nwora,[1629670],1610612761.0,TOR,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M08.00S,2024-04-11T00:00:26.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629667,86.67871222076215,54.90196078431373,1610612761,22,21,2024-04-11T00:00:30Z,1290000,False,25.0,73.0,1,right,MISS J. McDaniels 7' driving Hook,[1629667],1610612761.0,TOR,driving,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,7.67,Missed,,,,,,,,,,,,,,,,,,
132,PT02M05.00S,2024-04-11T00:00:28.5Z,1,REGULAR,rebound,offensive,[],1631338,,,1610612761,22,21,2024-04-11T00:00:28Z,1300000,False,,,0,,M. Gueye REBOUND (Off:1 Def:1),[1631338],1610612761.0,TOR,,,,Gueye,M. Gueye,,,,,In The Paint (Non-RA),0-8 Center,,,131.0,2.0,1.0,1.0,,,,,,,,,,,,,,
133,PT02M04.00S,2024-04-11T00:00:29.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631241,69.72733245729303,80.3921568627451,1610612761,22,24,2024-04-11T00:00:34Z,1310000,False,152.0,232.0,1,right,J. Freeman-Liberty 27' 3PT  (3 PTS) (M. Gueye 1 AST),"[1631241, 1631338]",1610612761.0,TOR,,,,Freeman-Liberty,J. Freeman-Liberty,,,,,Above the Break 3,24+ Right Center,27.74,Made,,,,,,,,,,3.0,,,,,,M. Gueye,1631338.0,1.0
135,PT01M43.00S,2024-04-11T00:00:50.0Z,1,REGULAR,2pt,Jump Shot,[],1629661,25.18068331143233,48.77450980392157,1610612751,22,24,2024-04-11T00:00:53Z,1330000,False,6.0,184.0,1,left,MISS C. Johnson 18' pullup Shot,[1629661],1610612751.0,BKN,pullup,,,Johnson,C. Johnson,,,,,Mid-Range,16-24 Center,18.43,Missed,,,,,,,,,,,,,,,,,,
136,PT01M41.00S,2024-04-11T00:00:52.0Z,1,REGULAR,rebound,defensive,[],1630193,,,1610612761,22,24,2024-04-11T00:00:53Z,1340000,False,,,0,,I. Quickley REBOUND (Off:0 Def:3),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Mid-Range,16-24 Center,,,135.0,3.0,3.0,0.0,,,,,,,,,,,,,,
137,PT01M29.00S,2024-04-11T00:01:05.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631338,87.20433639947439,45.09803921568628,1610612761,22,24,2024-04-11T00:01:12Z,1350000,False,-25.0,68.0,1,right,MISS M. Gueye 7' turnaround Shot,[1631338],1610612761.0,TOR,turnaround,,,Gueye,M. Gueye,,,,,In The Paint (Non-RA),0-8 Center,7.21,Missed,,,,,,,,,,,,,,,,,,
138,PT01M28.00S,2024-04-11T00:01:06.6Z,1,REGULAR,rebound,defensive,[],1630592,,,1610612751,22,24,2024-04-11T00:01:12Z,1360000,False,,,0,,J. Wilson REBOUND (Off:0 Def:2),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,In The Paint (Non-RA),0-8 Center,,,137.0,2.0,2.0,0.0,,,,,,,,,,,,,,
139,PT01M19.00S,2024-04-11T00:01:14.4Z,1,REGULAR,3pt,Jump Shot,[],1630560,32.14520367936925,25.98039215686275,1610612751,25,24,2024-04-11T00:01:18Z,1370000,False,120.0,250.0,1,left,C. Thomas 27' 3PT pullup (5 PTS),[1630560],1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Right Center,27.71,Made,,,,,,,,,,5.0,,,,,,,,
140,PT01M02.00S,2024-04-11T00:01:32.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630193,92.72339027595268,55.88235294117647,1610612761,25,26,2024-04-11T00:06:08Z,1380000,False,29.0,16.0,1,right,I. Quickley driving finger roll Layup (7 PTS),[1630193],1610612761.0,TOR,driving finger roll,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,3.34,Made,,,,,,,,,,7.0,,,,,,,,
141,PT00M51.90S,2024-04-11T00:01:43.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630560,5.601182654402102,44.6078431372549,1610612751,25,26,2024-04-11T00:01:45Z,1390000,False,27.0,0.0,1,left,MISS C. Thomas driving Layup,[1630560],1610612751.0,BKN,driving,,,Thomas,C. Thomas,,,,,Restricted Area,0-8 Center,2.7,Missed,,,,,,,,,,,,,,,,,,
143,PT00M49.90S,2024-04-11T00:01:45.0Z,1,REGULAR,rebound,defensive,[],1631338,,,1610612761,25,26,2024-04-11T00:01:45Z,1410000,False,,,0,,M. Gueye REBOUND (Off:1 Def:2),[1631338],1610612761.0,TOR,,,,Gueye,M. Gueye,,,,,Restricted Area,0-8 Center,,,141.0,3.0,2.0,1.0,,,,,,,,,,,,,,
144,PT00M46.80S,2024-04-11T00:01:48.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630193,65.39093298291722,13.23529411764706,1610612761,25,26,2024-04-11T00:01:53Z,1420000,False,-184.0,273.0,1,right,MISS I. Quickley 32' running 3PT,[1630193],1610612761.0,TOR,running,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Left Center,32.89,Missed,,,,,,,,,,,,,,,,,,
145,PT00M43.30S,2024-04-11T00:01:51.6Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,25,26,2024-04-11T00:01:53Z,1430000,False,,,0,,N. Claxton REBOUND (Off:1 Def:3),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Left Center,,,144.0,4.0,3.0,1.0,,,,,,,,,,,,,,
146,PT00M34.20S,2024-04-11T00:02:00.7Z,1,REGULAR,turnover,lost ball,[],1630560,,,1610612751,25,26,2024-04-11T00:02:07Z,1440000,False,,,0,,C. Thomas lost ball TURNOVER (2 TO),"[1630560, 1629667]",1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Mid-Range,16-24 Right Center,,,,,,,2.0,McDaniels,1629667.0,,,,,,,,,,,
147,PT00M34.20S,2024-04-11T00:02:00.7Z,1,REGULAR,steal,,[],1629667,,,1610612761,25,26,2024-04-11T00:02:02Z,1450000,False,,,0,,J. McDaniels STEAL (1 STL),[1629667],1610612761.0,TOR,,,,McDaniels,J. McDaniels,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
148,PT00M31.00S,2024-04-11T00:02:04.8Z,1,REGULAR,foul,personal,['2freethrow'],1630570,,,1610612761,25,26,2024-04-11T00:02:15Z,1460000,False,,,0,,T. Watford shooting personal FOUL (1 PF) (McDaniels 2 FT),"[1630570, 1629667]",1610612751.0,BKN,shooting,,,Watford,T. Watford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1628171.0,1.0,0.0,McDaniels,1629667.0,,,
150,PT00M31.00S,2024-04-11T00:02:31.0Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629667,,,1610612761,25,27,2024-04-11T00:02:56Z,1480000,False,,,0,,J. McDaniels Free Throw 1 of 2 (1 PTS),[1629667],1610612761.0,TOR,,,,McDaniels,J. McDaniels,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
151,PT00M31.00S,2024-04-11T00:02:32.9Z,1,REGULAR,substitution,out,[],1630193,,,1610612761,25,27,2024-04-11T00:02:43Z,1490000,False,,,0,,SUB out: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT00M31.00S,2024-04-11T00:02:32.9Z,1,REGULAR,substitution,in,[],202066,,,1610612761,25,27,2024-04-11T00:02:43Z,1500000,False,,,0,,SUB in: G. Temple,[202066],1610612761.0,TOR,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT00M31.00S,2024-04-11T00:02:31.0Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1629667,,,1610612761,25,27,2024-04-11T00:02:56Z,1510000,False,,,0,,MISS J. McDaniels Free Throw 2 of 2,[1629667],1610612761.0,TOR,,,,McDaniels,J. McDaniels,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
154,PT00M29.10S,2024-04-11T00:02:32.9Z,1,REGULAR,rebound,defensive,[],1630570,,,1610612751,25,27,2024-04-11T00:02:56Z,1520000,False,,,0,,T. Watford REBOUND (Off:0 Def:1),[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,,,,,153.0,1.0,1.0,0.0,,,,,,,,,,,,,,
155,PT00M14.80S,2024-04-11T00:03:10.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629651,7.046649145860711,58.57843137254902,1610612751,27,27,2024-04-11T00:03:14Z,1530000,False,-43.0,14.0,1,left,N. Claxton driving Hook (6 PTS) (T. Watford 1 AST),"[1629651, 1630570]",1610612751.0,BKN,driving,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,4.5,Made,,,,,,,,,,6.0,,,,,,T. Watford,1630570.0,1.0
156,PT00M05.80S,2024-04-11T00:03:21.4Z,1,REGULAR,3pt,Jump Shot,[],1631241,61.58015768725361,55.88235294117647,1610612761,27,27,2024-04-11T00:03:25Z,1540000,False,29.0,309.0,1,right,MISS J. Freeman-Liberty 31' pullup 3PT,[1631241],1610612761.0,TOR,pullup,,,Freeman-Liberty,J. Freeman-Liberty,,,,,Above the Break 3,24+ Center,31.0,Missed,,,,,,,,,,,,,,,,,,
157,PT00M04.10S,2024-04-11T00:03:22.9Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,27,27,2024-04-11T00:03:22Z,1550000,False,,,0,,N. Claxton REBOUND (Off:1 Def:4),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Center,,,156.0,5.0,4.0,1.0,,,,,,,,,,,,,,
158,PT00M00.50S,2024-04-11T00:03:28.7Z,1,REGULAR,foul,personal,[],1631338,,,1610612751,27,27,2024-04-11T00:03:46Z,1560000,False,,,0,,M. Gueye personal FOUL (1 PF),"[1631338, 1629651]",1610612761.0,TOR,,,,Gueye,M. Gueye,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,200833.0,1.0,0.0,Claxton,1629651.0,,,
161,PT00M00.00S,2024-04-11T00:03:51.0Z,1,REGULAR,period,end,[],0,,,1610612751,27,27,2024-04-11T00:03:51Z,1580000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
