actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-11-15T00:40:50.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-11-15T00:40:50Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M54.00S,2023-11-15T00:40:55.5Z,1,REGULAR,jumpball,recovered,[],1627827,,,1610612751,0,0,2023-11-15T00:40:55Z,40000,False,,,0,,Jump Ball N. Claxton vs. G. Bitadze: Tip to D. Finney-Smith,"[1627827, 1629651, 1629048]",1610612751.0,BKN,startperiod,D. Finney-Smith,1627827.0,Finney-Smith,D. Finney-Smith,Claxton,1629651.0,Bitadze,1629048.0,,,,,,,,,,,,,,,,,,,,,,
8,PT11M34.00S,2023-11-15T00:41:33.2Z,1,REGULAR,turnover,lost ball,[],1628969,,,1610612751,0,0,2023-11-15T00:41:48Z,80000,False,,,0,,M. Bridges lost ball TURNOVER (1 TO),"[1628969, 1629048]",1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Mid-Range,16-24 Left Center,1.0,Bitadze,1629048.0,,,,,,,,,,,,,,,,,
9,PT11M34.00S,2023-11-15T00:41:33.2Z,1,REGULAR,steal,,[],1629048,,,1610612753,0,0,2023-11-15T00:41:35Z,90000,False,,,0,,G. Bitadze STEAL (1 STL),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
10,PT11M16.00S,2023-11-15T00:41:50.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630591,30.305519053876477,30.14705882352941,1610612753,0,0,2023-11-15T00:42:16Z,100000,False,99.0,232.0,1,left,MISS J. Suggs 25' pullup 3PT,[1630591],1610612753.0,ORL,pullup,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Right Center,,,,25.27,Missed,,,,,,,,,,,,,,,
11,PT11M13.00S,2023-11-15T00:41:53.4Z,1,REGULAR,rebound,defensive,[],1629661,,,1610612751,0,0,2023-11-15T00:41:54Z,110000,False,,,0,,C. Johnson REBOUND (Off:0 Def:1),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,,10.0,1.0,1.0,0.0,,,,,,,,,,,
12,PT11M07.00S,2023-11-15T00:41:59.2Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1628969,92.59198423127464,73.2843137254902,1610612751,2,0,2023-11-15T00:42:55Z,120000,False,116.0,17.0,1,right,M. Bridges 11' turnaround fadeaway Jump Shot (2 PTS),[1628969],1610612751.0,BKN,turnaround fadeaway,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Right,,,,11.76,Made,,,,,2.0,,,,,,,,,,
13,PT10M45.00S,2023-11-15T00:42:21.7Z,1,REGULAR,3pt,Jump Shot,[],1631094,28.465834428383708,25.0,1610612753,2,0,2023-11-15T00:42:25Z,130000,False,125.0,215.0,1,left,MISS P. Banchero 24' 3PT,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Right Center,,,,24.88,Missed,,,,,,,,,,,,,,,
14,PT10M42.00S,2023-11-15T00:42:24.7Z,1,REGULAR,rebound,defensive,[],203915,,,1610612751,2,0,2023-11-15T00:42:25Z,140000,False,,,0,,S. Dinwiddie REBOUND (Off:0 Def:1),[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Right Center,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,,
15,PT10M36.00S,2023-11-15T00:42:31.2Z,1,REGULAR,3pt,Jump Shot,[],1627827,75.3777923784494,13.480392156862745,1610612751,5,0,2023-11-15T00:42:36Z,150000,False,-183.0,179.0,1,right,D. Finney-Smith 25' 3PT  (3 PTS) (S. Dinwiddie 1 AST),"[1627827, 203915]",1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Left Center,,,,25.56,Made,,,,,3.0,S. Dinwiddie,203915.0,1.0,,,,,,,
