actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,value
176,PT10M11.00S,2022-02-17T01:18:03.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612751,45,21,2022-02-17T01:18:07Z,1710000,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,175.0,,,,,,,,,,,,,,,
177,PT10M11.00S,2022-02-17T01:18:06.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,45,21,2022-02-17T01:18:06Z,1720000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT09M55.00S,2022-02-17T01:18:32.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630556,6.652431011826544,48.28431372549019,1610612751,45,21,2022-02-17T01:18:39Z,1730000,9.0,10.0,1,left,MISS K. Edwards driving DUNK,[1630556],1610612751.0,BKN,driving,,,Edwards,K. Edwards,,,,,,1.32,Missed,,,,,,,,,,,,,,,,,,
179,PT09M53.00S,2022-02-17T01:18:34.6Z,2,REGULAR,rebound,defensive,[],201959,,,1610612752,45,21,2022-02-17T01:18:39Z,1740000,,,0,,T. Gibson REBOUND (Off:0 Def:3),[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,178.0,3.0,3.0,0.0,,,,,,,,,,,,
180,PT09M50.00S,2022-02-17T01:18:37.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629629,77.21747700394218,86.51960784313727,1610612752,48,21,2022-02-17T01:18:44Z,1750000,183.0,162.0,1,right,C. Reddish 24' 3PT  (3 PTS) (I. Quickley 2 AST),"[1629629, 1630193]",1610612752.0,NYK,,,,Reddish,C. Reddish,,,,,,24.39,Made,,,,,,,,,,,3.0,I. Quickley,1630193.0,2.0,,,,
182,PT09M24.00S,2022-02-17T01:19:53.4Z,2,REGULAR,jumpball,recovered,[],1628975,,,1610612751,48,21,2022-02-17T01:19:53Z,1770000,,,0,,Jump Ball B. Griffin vs. T. Gibson: Tip to J. Carter,"[1628975, 201933, 201959]",1610612751.0,BKN,heldball,J. Carter,1628975.0,Carter,J. Carter,Griffin,201933.0,Gibson,201959.0,,,,,,,,,,,,,,,,,,,,,
185,PT09M22.00S,2022-02-17T01:19:55.0Z,2,REGULAR,2pt,Jump Shot,[],1628975,20.97568988173456,43.38235294117647,1610612751,48,23,2022-02-17T01:21:42Z,1800000,33.0,145.0,1,left,J. Carter 14' pullup Jump Shot (2 PTS),[1628975],1610612751.0,BKN,pullup,,,Carter,J. Carter,,,,,,14.84,Made,,,,,,,,,,,2.0,,,,,,,
186,PT09M06.00S,2022-02-17T01:20:10.4Z,2,REGULAR,3pt,Jump Shot,[],1630167,67.7562417871222,25.98039215686275,1610612752,48,23,2022-02-17T01:20:16Z,1810000,-120.0,251.0,1,right,MISS O. Toppin 27' 3PT,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,27.79,Missed,,,,,,,,,,,,,,,,,,
187,PT09M04.00S,2022-02-17T01:20:12.4Z,2,REGULAR,rebound,defensive,[],1628975,,,1610612751,48,23,2022-02-17T01:20:16Z,1820000,,,0,,J. Carter REBOUND (Off:0 Def:2),[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,186.0,2.0,2.0,0.0,,,,,,,,,,,,
188,PT08M59.00S,2022-02-17T01:20:18.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],201933,26.62614980289093,17.15686274509804,1610612751,48,23,2022-02-17T01:23:27Z,1830000,164.0,198.0,1,left,MISS B. Griffin 25' pullup 3PT,[201933],1610612751.0,BKN,pullup,,,Griffin,B. Griffin,,,,,,25.71,Missed,,,,,,,,,,,,,,,,,,
189,PT08M57.00S,2022-02-17T01:20:20.3Z,2,REGULAR,rebound,defensive,[],1630167,,,1610612752,48,23,2022-02-17T01:20:24Z,1840000,,,0,,O. Toppin REBOUND (Off:0 Def:2),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,188.0,2.0,2.0,0.0,,,,,,,,,,,,
190,PT08M42.00S,2022-02-17T01:20:35.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630167,94.69448094612353,51.225490196078425,1610612752,50,23,2022-02-17T01:20:39Z,1850000,6.0,-3.0,1,right,O. Toppin Layup (2 PTS) (A. Burks 2 AST),"[1630167, 202692]",1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,0.66,Made,,,,,,,,,,,2.0,A. Burks,202692.0,2.0,,,,
192,PT08M41.00S,2022-02-17T01:20:41.0Z,2,REGULAR,timeout,full,['team'],0,,,1610612751,50,23,2022-02-17T01:20:41Z,1870000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT08M41.00S,2022-02-17T01:20:41.1Z,2,REGULAR,substitution,out,[],1628975,,,1610612751,50,23,2022-02-17T01:24:01Z,1880000,,,0,,SUB out: J. Carter,[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT08M41.00S,2022-02-17T01:20:41.1Z,2,REGULAR,substitution,in,[],203552,,,1610612751,50,23,2022-02-17T01:24:01Z,1890000,,,0,,SUB in: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT08M20.00S,2022-02-17T01:24:44.1Z,2,REGULAR,2pt,Jump Shot,[],1630560,20.581471747700395,46.81372549019608,1610612751,50,25,2022-02-17T01:24:48Z,1900000,16.0,141.0,1,left,C. Thomas 14' pullup Jump Shot (2 PTS),[1630560],1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,,14.19,Made,,,,,,,,,,,2.0,,,,,,,
196,PT08M20.00S,2022-02-17T01:24:53.9Z,2,REGULAR,foul,personal,['1freethrow'],1630193,,,1610612751,50,25,2022-02-17T01:25:03Z,1910000,,,0,,I. Quickley shooting personal FOUL (2 PF) (Thomas 1 FT),"[1630193, 1630560]",1610612752.0,NYK,shooting,,,Quickley,I. Quickley,,,,,1162.0,,,,,,,,,2.0,0.0,Thomas,1630560.0,,,,,,,,
199,PT08M20.00S,2022-02-17T01:24:53.9Z,2,REGULAR,substitution,in,[],203083,,,1610612751,50,25,2022-02-17T01:25:10Z,1940000,,,0,,SUB in: A. Drummond,[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT08M20.00S,2022-02-17T01:24:53.9Z,2,REGULAR,substitution,out,[],201959,,,1610612751,50,25,2022-02-17T01:25:15Z,1950000,,,0,,SUB out: T. Gibson,[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT08M20.00S,2022-02-17T01:24:53.9Z,2,REGULAR,substitution,in,[],1629011,,,1610612751,50,25,2022-02-17T01:25:15Z,1960000,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT08M20.00S,2022-02-17T01:24:53.9Z,2,REGULAR,substitution,out,[],1630556,,,1610612751,50,25,2022-02-17T01:34:02Z,1965000,,,0,,SUB out: K. Edwards,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT08M20.00S,2022-02-17T01:25:37.0Z,2,REGULAR,freethrow,1 of 1,[],1630560,,,1610612751,50,26,2022-02-17T01:25:37Z,1970000,,,0,,C. Thomas Free Throw 1 of 1 (3 PTS),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,Made,,,,,,,,,,,3.0,,,,,,,
203,PT08M06.00S,2022-02-17T01:25:53.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630167,93.77463863337714,44.85294117647059,1610612752,52,26,2022-02-17T01:25:57Z,1980000,-26.0,6.0,1,right,O. Toppin driving Layup (4 PTS) (C. Reddish 1 AST),"[1630167, 1629629]",1610612752.0,NYK,driving,,,Toppin,O. Toppin,,,,,,2.64,Made,,,,,,,,,,,4.0,C. Reddish,1629629.0,1.0,,,,
205,PT07M43.00S,2022-02-17T01:26:15.8Z,2,REGULAR,2pt,Jump Shot,[],1630560,23.209592641261498,70.83333333333334,1610612751,52,26,2022-02-17T01:26:23Z,2000000,-104.0,166.0,1,left,MISS C. Thomas 19' pullup Shot,[1630560],1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,,19.57,Missed,,,,,,,,,,,,,,,,,,
206,PT07M41.00S,2022-02-17T01:26:17.8Z,2,REGULAR,rebound,offensive,[],203083,,,1610612751,52,26,2022-02-17T01:26:23Z,2010000,,,0,,A. Drummond REBOUND (Off:4 Def:1),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,205.0,5.0,1.0,4.0,,,,,,,,,,,,
207,PT07M39.00S,2022-02-17T01:26:22.9Z,2,REGULAR,foul,personal,['2freethrow'],1629011,,,1610612751,52,26,2022-02-17T01:26:27Z,2020000,,,0,,M. Robinson shooting personal FOUL (2 PF) (Drummond 2 FT),"[1629011, 203083]",1610612752.0,NYK,shooting,,,Robinson,M. Robinson,,,,,1627541.0,,,,,,,,,2.0,0.0,Drummond,203083.0,,,,,,,,
209,PT07M39.00S,2022-02-17T01:26:54.6Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],203083,,,1610612751,52,26,2022-02-17T01:26:54Z,2040000,,,0,,MISS A. Drummond Free Throw 1 of 2,[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,Missed,,,,,,,,,,,,,,,,,,
210,PT07M39.00S,2022-02-17T01:26:54.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,52,26,2022-02-17T01:26:54Z,2050000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,209.0,,,,,,,,,,,,,,,
301,PT07M39.00S,2022-02-17T01:27:12.2Z,2,REGULAR,substitution,out,[],201988,,,1610612751,52,26,2022-02-17T01:40:27Z,2055000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT07M39.00S,2022-02-17T01:27:12.2Z,2,REGULAR,substitution,in,[],1628971,,,1610612751,52,26,2022-02-17T01:40:27Z,2057500,,,0,,SUB in: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT07M39.00S,2022-02-17T01:26:54.6Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],203083,,,1610612751,52,26,2022-02-17T01:27:45Z,2060000,,,0,,MISS A. Drummond Free Throw 2 of 2,[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,Missed,,,,,,,,,,,,,,,,,,
219,PT07M39.00S,2022-02-17T01:26:54.6Z,2,REGULAR,rebound,defensive,[],202692,,,1610612752,52,26,2022-02-17T01:35:51Z,2065000,,,0,,A. Burks REBOUND (Off:0 Def:2),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,213.0,2.0,2.0,0.0,,,,,,,,,,,,
214,PT07M25.00S,2022-02-17T01:27:29.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629629,93.77463863337714,49.26470588235294,1610612752,52,26,2022-02-17T01:27:52Z,2070000,-4.0,6.0,1,right,MISS C. Reddish driving Layup - blocked,"[1629629, 203083]",1610612752.0,NYK,driving,,,Reddish,C. Reddish,,,,,,0.7,Missed,Drummond,203083.0,,,,,,,,,,,,,,,,
215,PT07M25.00S,2022-02-17T01:27:29.8Z,2,REGULAR,block,,[],203083,,,1610612752,52,26,2022-02-17T01:27:32Z,2080000,,,0,,A. Drummond BLOCK (1 BLK),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT07M23.00S,2022-02-17T01:27:31.8Z,2,REGULAR,rebound,defensive,[],203083,,,1610612751,52,26,2022-02-17T01:27:52Z,2090000,,,0,,A. Drummond REBOUND (Off:4 Def:2),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,214.0,6.0,2.0,4.0,,,,,,,,,,,,
217,PT07M14.00S,2022-02-17T01:27:40.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203083,10.200394218134035,47.05882352941176,1610612751,52,26,2022-02-17T01:30:17Z,2100000,15.0,43.0,1,left,MISS A. Drummond driving Hook,[203083],1610612751.0,BKN,driving,,,Drummond,A. Drummond,,,,,,4.58,Missed,,,,,,,,,,,,,,,,,,
218,PT07M12.00S,2022-02-17T01:27:42.2Z,2,REGULAR,rebound,defensive,[],1630167,,,1610612752,52,26,2022-02-17T01:27:56Z,2110000,,,0,,O. Toppin REBOUND (Off:0 Def:3),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,217.0,3.0,3.0,0.0,,,,,,,,,,,,
220,PT07M03.00S,2022-02-17T01:27:51.1Z,2,REGULAR,3pt,Jump Shot,[],202692,71.69842312746385,20.833333333333336,1610612752,52,26,2022-02-17T01:28:03Z,2120000,-146.0,214.0,1,right,MISS A. Burks 25' 3PT,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,25.85,Missed,,,,,,,,,,,,,,,,,,
221,PT07M01.00S,2022-02-17T01:27:53.1Z,2,REGULAR,rebound,defensive,[],203083,,,1610612751,52,26,2022-02-17T01:28:03Z,2130000,,,0,,A. Drummond REBOUND (Off:4 Def:3),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,220.0,7.0,3.0,4.0,,,,,,,,,,,,
222,PT06M51.00S,2022-02-17T01:28:03.9Z,2,REGULAR,3pt,Jump Shot,[],1630560,13.61695137976347,4.166666666666666,1610612751,52,26,2022-02-17T01:28:09Z,2140000,229.0,75.0,1,left,MISS C. Thomas 24' 3PT,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,24.13,Missed,,,,,,,,,,,,,,,,,,
223,PT06M49.00S,2022-02-17T01:28:05.9Z,2,REGULAR,rebound,defensive,[],1629011,,,1610612752,52,26,2022-02-17T01:28:09Z,2150000,,,0,,M. Robinson REBOUND (Off:0 Def:3),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,222.0,3.0,3.0,0.0,,,,,,,,,,,,
224,PT06M44.00S,2022-02-17T01:28:10.9Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1630167,94.03745072273325,48.28431372549019,1610612752,54,26,2022-02-17T01:56:53Z,2160000,-9.0,4.0,1,right,O. Toppin running DUNK (6 PTS) (I. Quickley 3 AST),"[1630167, 1630193]",1610612752.0,NYK,running,,,Toppin,O. Toppin,,,,,,0.93,Made,,,,,,,,,,,6.0,I. Quickley,1630193.0,3.0,,,,
226,PT06M30.00S,2022-02-17T01:28:24.7Z,2,REGULAR,3pt,Jump Shot,[],201933,30.436925098554536,30.88235294117647,1610612751,54,29,2022-02-17T01:28:32Z,2180000,96.0,234.0,1,left,B. Griffin 25' 3PT  (6 PTS) (S. Curry 3 AST),"[201933, 203552]",1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,25.24,Made,,,,,,,,,,,6.0,S. Curry,203552.0,3.0,,,,
228,PT06M16.00S,2022-02-17T01:28:42.1Z,2,REGULAR,foul,personal,['2freethrow'],203552,,,1610612752,54,29,2022-02-17T01:28:53Z,2200000,,,0,,S. Curry shooting personal FOUL (1 PF) (Toppin 2 FT),"[203552, 1630167]",1610612751.0,BKN,shooting,,,Curry,S. Curry,,,,,1162.0,,,,,,,,,1.0,0.0,Toppin,1630167.0,,,,,,,,
233,PT06M16.00S,2022-02-17T01:28:55.0Z,2,REGULAR,substitution,out,[],1630193,,,1610612752,54,29,2022-02-17T01:29:14Z,2215000,,,0,,SUB out: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT06M16.00S,2022-02-17T01:28:55.0Z,2,REGULAR,substitution,out,[],202692,,,1610612752,54,29,2022-02-17T01:29:14Z,2217500,,,0,,SUB out: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M16.00S,2022-02-17T01:28:55.0Z,2,REGULAR,substitution,in,[],202689,,,1610612752,54,29,2022-02-17T01:29:14Z,2218750,,,0,,SUB in: K. Walker,[202689],1610612752.0,NYK,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT06M16.00S,2022-02-17T01:28:55.0Z,2,REGULAR,substitution,in,[],1629656,,,1610612752,54,29,2022-02-17T01:29:14Z,2219375,,,0,,SUB in: Q. Grimes,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M16.00S,2022-02-17T01:29:08.0Z,2,REGULAR,freethrow,1 of 2,[],1630167,,,1610612752,55,29,2022-02-17T01:29:08Z,2220000,,,0,,O. Toppin Free Throw 1 of 2 (7 PTS),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,Made,,,,,,,,,,,7.0,,,,,,,
237,PT06M16.00S,2022-02-17T01:29:26.4Z,2,REGULAR,freethrow,2 of 2,[],1630167,,,1610612752,56,29,2022-02-17T01:29:26Z,2230000,,,0,,O. Toppin Free Throw 2 of 2 (8 PTS),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,Made,,,,,,,,,,,8.0,,,,,,,
238,PT06M01.00S,2022-02-17T01:29:43.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630560,16.376478318002626,45.588235294117645,1610612751,56,29,2022-02-17T01:56:59Z,2240000,22.0,101.0,1,left,MISS C. Thomas 10' pullup Shot,[1630560],1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,,10.38,Missed,,,,,,,,,,,,,,,,,,
239,PT05M59.00S,2022-02-17T01:29:45.2Z,2,REGULAR,rebound,defensive,[],1629011,,,1610612752,56,29,2022-02-17T01:29:49Z,2250000,,,0,,M. Robinson REBOUND (Off:0 Def:4),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,238.0,4.0,4.0,0.0,,,,,,,,,,,,
240,PT05M50.00S,2022-02-17T01:29:54.4Z,2,REGULAR,3pt,Jump Shot,[],1630167,69.59592641261499,30.88235294117647,1610612752,56,29,2022-02-17T01:30:00Z,2260000,-96.0,233.0,1,right,MISS O. Toppin 25' 3PT,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,25.21,Missed,,,,,,,,,,,,,,,,,,
241,PT05M48.00S,2022-02-17T01:29:56.4Z,2,REGULAR,rebound,defensive,[],203083,,,1610612751,56,29,2022-02-17T01:30:00Z,2270000,,,0,,A. Drummond REBOUND (Off:4 Def:4),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,240.0,8.0,4.0,4.0,,,,,,,,,,,,
242,PT05M40.00S,2022-02-17T01:30:05.9Z,2,REGULAR,foul,personal,['2freethrow'],1629011,,,1610612751,56,29,2022-02-17T01:30:10Z,2280000,,,0,,M. Robinson shooting personal FOUL (3 PF) (Drummond 2 FT),"[1629011, 203083]",1610612752.0,NYK,shooting,,,Robinson,M. Robinson,,,,,1162.0,,,,,,,,,3.0,0.0,Drummond,203083.0,,,,,,,,
246,PT05M40.00S,2022-02-17T01:30:18.9Z,2,REGULAR,substitution,out,[],1629629,,,1610612751,56,29,2022-02-17T01:30:40Z,2295000,,,0,,SUB out: C. Reddish,[1629629],1610612752.0,NYK,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT05M40.00S,2022-02-17T01:30:18.9Z,2,REGULAR,substitution,out,[],1629011,,,1610612751,56,29,2022-02-17T01:30:40Z,2297500,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT05M40.00S,2022-02-17T01:30:18.9Z,2,REGULAR,substitution,in,[],201959,,,1610612751,56,29,2022-02-17T01:30:40Z,2298750,,,0,,SUB in: T. Gibson,[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT05M40.00S,2022-02-17T01:30:18.9Z,2,REGULAR,substitution,in,[],203095,,,1610612751,56,29,2022-02-17T01:30:40Z,2299375,,,0,,SUB in: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT05M40.00S,2022-02-17T01:30:32.0Z,2,REGULAR,freethrow,1 of 2,[],203083,,,1610612751,56,29,2022-02-17T01:30:32Z,2300000,,,0,,MISS A. Drummond Free Throw 1 of 2,[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,Missed,,,,,,,,,,,,,,,,,,
245,PT05M40.00S,2022-02-17T01:30:32.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,56,29,2022-02-17T01:30:32Z,2310000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,244.0,,,,,,,,,,,,,,,
250,PT05M40.00S,2022-02-17T01:30:51.8Z,2,REGULAR,freethrow,2 of 2,[],203083,,,1610612751,56,30,2022-02-17T01:30:51Z,2320000,,,0,,A. Drummond Free Throw 2 of 2 (1 PTS),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,Made,,,,,,,,,,,1.0,,,,,,,
251,PT05M29.00S,2022-02-17T01:31:05.0Z,2,REGULAR,turnover,bad pass,[],202689,,,1610612752,56,30,2022-02-17T01:31:08Z,2330000,,,0,,K. Walker bad pass TURNOVER (1 TO),"[202689, 1628971]",1610612752.0,NYK,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,1.0,Brown,1628971.0,
252,PT05M29.00S,2022-02-17T01:31:05.0Z,2,REGULAR,steal,,[],1628971,,,1610612751,56,30,2022-02-17T01:31:06Z,2340000,,,0,,B. Brown STEAL (1 STL),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT05M27.00S,2022-02-17T01:31:10.4Z,2,REGULAR,foul,personal,['2freethrow'],1630167,,,1610612751,56,30,2022-02-17T01:31:21Z,2350000,,,0,,O. Toppin shooting personal FOUL (1 PF) (Brown 2 FT),"[1630167, 1628971]",1610612752.0,NYK,shooting,,,Toppin,O. Toppin,,,,,1627962.0,,,,,,,,,1.0,0.0,Brown,1628971.0,,,,,,,,
256,PT05M27.00S,2022-02-17T01:31:29.7Z,2,REGULAR,substitution,out,[],1630167,,,1610612751,56,30,2022-02-17T01:31:54Z,2365000,,,0,,SUB out: O. Toppin,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT05M27.00S,2022-02-17T01:31:29.7Z,2,REGULAR,substitution,in,[],203944,,,1610612751,56,30,2022-02-17T01:31:54Z,2367500,,,0,,SUB in: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT05M27.00S,2022-02-17T01:31:49.1Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1628971,,,1610612751,56,31,2022-02-17T01:32:12Z,2370000,,,0,,B. Brown Free Throw 1 of 2 (5 PTS),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,Made,,,,,,,,,,,5.0,,,,,,,
258,PT05M27.00S,2022-02-17T01:31:49.1Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1628971,,,1610612751,56,31,2022-02-17T01:32:12Z,2380000,,,0,,MISS B. Brown Free Throw 2 of 2,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,Missed,,,,,,,,,,,,,,,,,,
259,PT05M26.00S,2022-02-17T01:31:50.1Z,2,REGULAR,rebound,defensive,[],1629656,,,1610612752,56,31,2022-02-17T01:32:12Z,2390000,,,0,,Q. Grimes REBOUND (Off:0 Def:1),[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,258.0,1.0,1.0,0.0,,,,,,,,,,,,
260,PT05M05.00S,2022-02-17T01:32:30.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201959,92.32917214191852,41.911764705882355,1610612752,56,31,2022-02-17T01:32:37Z,2400000,-40.0,20.0,1,right,MISS T. Gibson turnaround bank Shot,[201959],1610612752.0,NYK,turnaround bank,,,Gibson,T. Gibson,,,,,,4.49,Missed,,,,,,,,,,,,,,,,,,
261,PT05M03.00S,2022-02-17T01:32:32.9Z,2,REGULAR,rebound,defensive,[],203083,,,1610612751,56,31,2022-02-17T01:32:37Z,2410000,,,0,,A. Drummond REBOUND (Off:4 Def:5),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,260.0,9.0,5.0,4.0,,,,,,,,,,,,
262,PT04M50.00S,2022-02-17T01:32:46.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203083,5.601182654402102,50.98039215686274,1610612751,56,33,2022-02-17T01:32:52Z,2420000,-5.0,0.0,1,left,A. Drummond DUNK (3 PTS),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,0.49,Made,,,,,,,,,,,3.0,,,,,,,
263,PT04M40.00S,2022-02-17T01:32:58.4Z,2,REGULAR,timeout,full,['team'],0,,,1610612752,56,33,2022-02-17T01:32:58Z,2430000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT04M40.00S,2022-02-17T01:32:58.5Z,2,REGULAR,substitution,out,[],1630560,,,1610612752,56,33,2022-02-17T01:36:16Z,2440000,,,0,,SUB out: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT04M40.00S,2022-02-17T01:32:58.5Z,2,REGULAR,substitution,in,[],201949,,,1610612752,56,33,2022-02-17T01:36:16Z,2460000,,,0,,SUB in: J. Johnson,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT04M40.00S,2022-02-17T01:32:58.5Z,2,REGULAR,substitution,out,[],1628971,,,1610612752,56,33,2022-02-17T01:42:44Z,2470000,,,0,,SUB out: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT04M40.00S,2022-02-17T01:32:58.5Z,2,REGULAR,substitution,in,[],201988,,,1610612752,56,33,2022-02-17T01:42:44Z,2475000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
