actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
16,PT10M48.00S,2022-01-19T00:42:58.0Z,1,REGULAR,steal,,[],203095,,,1610612752,3,3,2022-01-19T00:42:59Z,160000,,,0,,E. Fournier STEAL (1 STL),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,
17,PT10M44.00S,2022-01-19T00:43:02.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203095,93.51182654402102,52.69607843137255,1610612752,5,3,2022-01-19T00:43:14Z,170000,13.0,8.0,1,right,E. Fournier Layup (5 PTS) (R. Barrett 1 AST),"[203095, 1629628]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,1.6,Made,5.0,,,,,R. Barrett,1629628.0,1.0,,,,,,,,,,
19,PT10M28.00S,2022-01-19T00:43:19.4Z,1,REGULAR,foul,personal,['2freethrow'],203095,,,1610612750,5,3,2022-01-19T00:43:32Z,190000,,,0,,E. Fournier shooting personal FOUL (1 PF) (Towns 2 FT),"[203095, 1626157]",1610612752.0,NYK,shooting,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,1363.0,1.0,0.0,Towns,1626157.0,,
21,PT10M28.00S,2022-01-19T00:43:48.8Z,1,REGULAR,freethrow,1 of 2,[],1626157,,,1610612750,5,4,2022-01-19T00:44:16Z,210000,,,0,,K. Towns Free Throw 1 of 2 (1 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
22,PT10M28.00S,2022-01-19T00:43:48.8Z,1,REGULAR,freethrow,2 of 2,[],1626157,,,1610612750,5,4,2022-01-19T00:44:16Z,220000,,,0,,MISS K. Towns Free Throw 2 of 2,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,Missed,,,,,,,,,,,,,,,,,,
23,PT10M26.00S,2022-01-19T00:43:50.8Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,5,4,2022-01-19T00:44:16Z,230000,,,0,,M. Robinson REBOUND (Off:0 Def:2),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,22.0,2.0,2.0,0.0,,,,,,,,,,,,,
24,PT10M13.00S,2022-01-19T00:44:25.0Z,1,REGULAR,turnover,bad pass,[],1629628,,,1610612752,5,4,2022-01-19T00:44:28Z,240000,,,0,,R. Barrett bad pass TURNOVER (1 TO),"[1629628, 1626156]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,1.0,Russell,1626156.0,,,,,,,
25,PT10M13.00S,2022-01-19T00:44:25.0Z,1,REGULAR,steal,,[],1626156,,,1610612750,5,4,2022-01-19T00:44:26Z,250000,,,0,,D. Russell STEAL (1 STL),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,
26,PT10M08.00S,2022-01-19T00:44:30.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626157,6.783837056504599,47.549019607843135,1610612750,5,6,2022-01-19T00:44:38Z,260000,12.0,11.0,1,left,K. Towns running DUNK (3 PTS) (D. Russell 1 AST),"[1626157, 1626156]",1610612750.0,MIN,running,,,Towns,K. Towns,,,,,1.67,Made,3.0,,,,,D. Russell,1626156.0,1.0,,,,,,,,,,
28,PT09M53.00S,2022-01-19T00:44:44.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629011,93.9060446780552,52.450980392156865,1610612752,7,6,2022-01-19T00:44:49Z,280000,12.0,5.0,1,right,M. Robinson Layup (2 PTS) (E. Fournier 1 AST),"[1629011, 203095]",1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,1.32,Made,2.0,,,,,E. Fournier,203095.0,1.0,,,,,,,,,,
30,PT09M46.00S,2022-01-19T00:44:55.6Z,1,REGULAR,violation,kicked ball,[],203095,,,1610612750,7,6,2022-01-19T00:44:59Z,300000,,,0,,E. Fournier kicked ball VIOLATION,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,2530.0,,,,,,
31,PT09M41.00S,2022-01-19T00:45:15.8Z,1,REGULAR,3pt,Jump Shot,[],1630162,28.597240473061763,75.98039215686273,1610612750,7,6,2022-01-19T00:45:20Z,310000,-130.0,216.0,1,left,MISS A. Edwards 25' 3PT,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,25.23,Missed,,,,,,,,,,,,,,,,,,
32,PT09M39.00S,2022-01-19T00:45:18.0Z,1,REGULAR,rebound,offensive,[],201976,,,1610612750,7,6,2022-01-19T00:45:18Z,320000,,,0,,P. Beverley REBOUND (Off:1 Def:0),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,31.0,1.0,0.0,1.0,,,,,,,,,,,,,
33,PT09M35.00S,2022-01-19T00:45:22.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626157,31.750985545335087,31.61764705882353,1610612750,7,9,2022-01-19T00:45:27Z,330000,92.0,246.0,1,left,K. Towns 26' 3PT  (6 PTS) (P. Beverley 1 AST),"[1626157, 201976]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,26.26,Made,6.0,,,,,P. Beverley,201976.0,1.0,,,,,,,,,,
35,PT09M18.00S,2022-01-19T00:45:38.4Z,1,REGULAR,2pt,Jump Shot,[],202689,76.82325886990802,32.1078431372549,1610612752,9,9,2022-01-19T00:45:59Z,350000,-89.0,165.0,1,right,K. Walker 18' pullup Jump Shot (2 PTS),[202689],1610612752.0,NYK,pullup,,,Walker,K. Walker,,,,,18.81,Made,2.0,,,,,,,,,,,,,,,,,
36,PT09M08.00S,2022-01-19T00:45:48.7Z,1,REGULAR,2pt,Jump Shot,[],1626157,8.229303547963205,80.14705882352942,1610612750,9,9,2022-01-19T00:45:55Z,360000,-151.0,25.0,1,left,MISS K. Towns 15' step back Shot,[1626157],1610612750.0,MIN,step back,,,Towns,K. Towns,,,,,15.27,Missed,,,,,,,,,,,,,,,,,,
37,PT09M06.00S,2022-01-19T00:45:50.7Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612752,9,9,2022-01-19T00:45:55Z,370000,,,0,,R. Barrett REBOUND (Off:0 Def:1),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,36.0,1.0,1.0,0.0,,,,,,,,,,,,,
38,PT08M53.00S,2022-01-19T00:46:03.8Z,1,REGULAR,3pt,Jump Shot,[],203095,94.03745072273325,3.9215686274509802,1610612752,9,9,2022-01-19T00:46:11Z,380000,-230.0,4.0,1,right,MISS E. Fournier 3PT,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,23.04,Missed,,,,,,,,,,,,,,,,,,
39,PT08M51.00S,2022-01-19T00:46:05.8Z,1,REGULAR,rebound,offensive,[],1629011,,,1610612752,9,9,2022-01-19T00:46:11Z,390000,,,0,,M. Robinson REBOUND (Off:1 Def:2),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,38.0,3.0,2.0,1.0,,,,,,,,,,,,,
40,PT08M49.00S,2022-01-19T00:46:08.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629011,91.93495400788436,50.98039215686274,1610612752,11,9,2022-01-19T00:46:25Z,400000,5.0,23.0,1,right,M. Robinson finger roll Layup (4 PTS),[1629011],1610612752.0,NYK,finger roll,,,Robinson,M. Robinson,,,,,2.38,Made,4.0,,,,,,,,,,,,,,,,,
41,PT08M39.00S,2022-01-19T00:46:18.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,6.521024967148489,50.49019607843137,1610612750,11,11,2022-01-19T00:46:22Z,410000,-2.0,9.0,1,left,A. Edwards driving Layup (2 PTS),[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,0.91,Made,2.0,,,,,,,,,,,,,,,,,
42,PT08M29.00S,2022-01-19T00:46:28.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203944,94.03745072273325,48.28431372549019,1610612752,11,11,2022-01-19T00:46:35Z,420000,-9.0,4.0,1,right,MISS J. Randle driving Layup,[203944],1610612752.0,NYK,driving,,,Randle,J. Randle,,,,,0.93,Missed,,,,,,,,,,,,,,,,,,
44,PT08M27.00S,2022-01-19T00:46:30.2Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,11,11,2022-01-19T00:46:35Z,440000,,,0,,K. Towns REBOUND (Off:0 Def:1),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,42.0,1.0,1.0,0.0,,,,,,,,,,,,,
45,PT08M25.00S,2022-01-19T00:46:32.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626156,31.488173455978973,67.15686274509804,1610612750,11,11,2022-01-19T00:46:45Z,450000,-86.0,243.0,1,left,MISS D. Russell 25' pullup 3PT,[1626156],1610612750.0,MIN,pullup,,,Russell,D. Russell,,,,,25.82,Missed,,,,,,,,,,,,,,,,,,
46,PT08M24.00S,2022-01-19T00:46:33.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612752,11,11,2022-01-19T00:46:45Z,460000,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,45.0,,,,,,,,,,,,,,,,
47,PT08M24.00S,2022-01-19T00:46:37.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,11,11,2022-01-19T00:46:37Z,470000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT08M13.00S,2022-01-19T00:47:14.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629011,93.9060446780552,50.0,1610612752,13,11,2022-01-19T00:47:32Z,480000,0.0,5.0,1,right,M. Robinson running alley-oop DUNK (6 PTS) (K. Walker 1 AST),"[1629011, 202689]",1610612752.0,NYK,running alley-oop,,,Robinson,M. Robinson,,,,,0.48,Made,6.0,,,,,K. Walker,202689.0,1.0,,,,,,,,,,
50,PT07M47.00S,2022-01-19T00:47:40.9Z,1,REGULAR,3pt,Jump Shot,[],1630162,31.750985545335087,35.78431372549019,1610612750,13,14,2022-01-19T00:51:37Z,500000,71.0,246.0,1,left,A. Edwards 25' 3PT pullup (5 PTS),[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,25.61,Made,5.0,,,,,,,,,,,,,,,,,
51,PT07M31.00S,2022-01-19T00:47:55.5Z,1,REGULAR,3pt,Jump Shot,[],1629628,94.03745072273325,94.6078431372549,1610612752,13,14,2022-01-19T00:48:03Z,510000,223.0,4.0,1,right,MISS R. Barrett 3PT,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,22.3,Missed,,,,,,,,,,,,,,,,,,
52,PT07M29.00S,2022-01-19T00:47:57.5Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,13,14,2022-01-19T00:48:03Z,520000,,,0,,K. Towns REBOUND (Off:0 Def:2),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,51.0,2.0,2.0,0.0,,,,,,,,,,,,,
53,PT07M13.00S,2022-01-19T00:48:14.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626157,5.338370565045992,51.470588235294116,1610612750,13,16,2022-01-19T00:48:18Z,530000,-7.0,-2.0,1,left,K. Towns DUNK (8 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,0.77,Made,8.0,,,,,,,,,,,,,,,,,
54,PT06M58.00S,2022-01-19T00:48:32.3Z,1,REGULAR,foul,personal,[],1629020,,,1610612752,13,16,2022-01-19T00:48:49Z,540000,,,0,,J. Vanderbilt personal FOUL (1 PF),"[1629020, 1629011]",1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,1363.0,1.0,0.0,Robinson,1629011.0,,
56,PT06M58.00S,2022-01-19T00:48:53.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,13,16,2022-01-19T00:48:53Z,560000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M58.00S,2022-01-19T00:48:57.5Z,1,REGULAR,foul,technical,['1freethrow'],1301,,,1610612752,13,16,2022-01-19T00:51:48Z,570000,,,0,,TEAM foul technical,[1301],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,1363.0,,,,,,
58,PT06M58.00S,2022-01-19T00:51:58.3Z,1,REGULAR,freethrow,1 of 1,[],1626156,,,1610612752,13,17,2022-01-19T00:51:58Z,580000,,,0,,D. Russell technical Free Throw 1 of 1 (4 PTS),[1626156],1610612750.0,MIN,technical,,,Russell,D. Russell,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
59,PT06M50.00S,2022-01-19T00:52:21.8Z,1,REGULAR,turnover,lost ball,[],1629628,,,1610612752,13,17,2022-01-19T00:52:26Z,590000,,,0,,R. Barrett lost ball TURNOVER (2 TO),"[1629628, 1626157]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,2.0,Towns,1626157.0,,,,,,,
60,PT06M50.00S,2022-01-19T00:52:21.8Z,1,REGULAR,steal,,[],1626157,,,1610612750,13,17,2022-01-19T00:52:24Z,600000,,,0,,K. Towns STEAL (1 STL),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M47.00S,2022-01-19T00:52:28.2Z,1,REGULAR,foul,personal,[],1629628,,,1610612750,13,17,2022-01-19T00:55:17Z,610000,,,0,,R. Barrett take personal FOUL (1 PF),"[1629628, 1630162]",1610612752.0,NYK,take,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,1363.0,1.0,0.0,Edwards,1630162.0,,
63,PT06M45.00S,2022-01-19T00:52:50.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,13,17,2022-01-19T00:52:50Z,630000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M39.00S,2022-01-19T00:53:08.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626156,30.042706964520367,72.79411764705883,1610612750,13,17,2022-01-19T00:53:14Z,640000,-114.0,230.0,1,left,MISS D. Russell 25' 3PT,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,25.66,Missed,,,,,,,,,,,,,,,,,,
65,PT06M37.00S,2022-01-19T00:53:10.8Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,13,17,2022-01-19T00:53:14Z,650000,,,0,,J. Randle REBOUND (Off:0 Def:1),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,64.0,1.0,1.0,0.0,,,,,,,,,,,,,
66,PT06M34.00S,2022-01-19T00:53:16.4Z,1,REGULAR,foul,personal,[],1626156,,,1610612752,13,17,2022-01-19T00:53:21Z,660000,,,0,,D. Russell personal FOUL (1 PF),"[1626156, 202689]",1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,2530.0,1.0,0.0,Walker,202689.0,,
68,PT06M30.00S,2022-01-19T00:53:34.0Z,1,REGULAR,2pt,Jump Shot,[],203944,74.19513797634691,38.23529411764706,1610612752,15,17,2022-01-19T00:53:39Z,680000,-59.0,190.0,1,right,J. Randle 19' Jump Shot (2 PTS) (K. Walker 2 AST),"[203944, 202689]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,19.9,Made,2.0,,,,,K. Walker,202689.0,2.0,,,,,,,,,,
70,PT06M12.00S,2022-01-19T00:53:51.8Z,1,REGULAR,3pt,Jump Shot,[],1630162,32.670827858081466,50.0,1610612750,15,17,2022-01-19T00:56:44Z,700000,0.0,255.0,1,left,MISS A. Edwards 25' step back 3PT,[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,25.46,Missed,,,,,,,,,,,,,,,,,,
71,PT06M10.00S,2022-01-19T00:53:53.8Z,1,REGULAR,rebound,defensive,[],203095,,,1610612752,15,17,2022-01-19T00:53:58Z,710000,,,0,,E. Fournier REBOUND (Off:0 Def:1),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,70.0,1.0,1.0,0.0,,,,,,,,,,,,,
72,PT06M01.00S,2022-01-19T00:54:04.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203095,84.57621550591328,49.26470588235294,1610612752,17,17,2022-01-19T00:54:09Z,720000,-4.0,92.0,1,right,E. Fournier 9' floating Jump Shot (7 PTS),[203095],1610612752.0,NYK,floating,,,Fournier,E. Fournier,,,,,9.26,Made,7.0,,,,,,,,,,,,,,,,,
73,PT06M01.00S,2022-01-19T00:54:08.4Z,1,REGULAR,foul,personal,['1freethrow'],1630162,,,1610612752,17,17,2022-01-19T00:54:21Z,730000,,,0,,A. Edwards shooting personal FOUL (1 PF) (Fournier 1 FT),"[1630162, 203095]",1610612750.0,MIN,shooting,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,101283.0,1.0,0.0,Fournier,203095.0,,
75,PT06M01.00S,2022-01-19T00:54:08.4Z,1,REGULAR,substitution,out,[],202689,,,1610612752,17,17,2022-01-19T00:54:23Z,750000,,,0,,SUB out: K. Walker,[202689],1610612752.0,NYK,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M01.00S,2022-01-19T00:54:08.4Z,1,REGULAR,substitution,out,[],1626156,,,1610612752,17,17,2022-01-19T00:54:23Z,760000,,,0,,SUB out: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M01.00S,2022-01-19T00:54:08.4Z,1,REGULAR,substitution,in,[],202692,,,1610612752,17,17,2022-01-19T00:54:23Z,770000,,,0,,SUB in: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M01.00S,2022-01-19T00:54:08.4Z,1,REGULAR,substitution,in,[],1627736,,,1610612752,17,17,2022-01-19T00:54:23Z,780000,,,0,,SUB in: M. Beasley,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M01.00S,2022-01-19T00:54:32.1Z,1,REGULAR,freethrow,1 of 1,[],203095,,,1610612752,18,17,2022-01-19T00:54:32Z,790000,,,0,,E. Fournier Free Throw 1 of 1 (8 PTS),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
80,PT05M54.00S,2022-01-19T00:54:44.3Z,1,REGULAR,3pt,Jump Shot,[],1626157,31.09395532194481,64.95098039215686,1610612750,18,20,2022-01-19T00:54:49Z,800000,-75.0,240.0,1,left,K. Towns 25' 3PT  (11 PTS) (P. Beverley 2 AST),"[1626157, 201976]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,25.12,Made,11.0,,,,,P. Beverley,201976.0,2.0,,,,,,,,,,
82,PT05M40.00S,2022-01-19T00:54:59.3Z,1,REGULAR,3pt,Jump Shot,[],1629628,89.43823915900131,95.58823529411765,1610612752,18,20,2022-01-19T00:55:06Z,820000,228.0,47.0,1,right,MISS R. Barrett 3PT,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,23.27,Missed,,,,,,,,,,,,,,,,,,
83,PT05M38.00S,2022-01-19T00:55:01.3Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,18,20,2022-01-19T00:55:06Z,830000,,,0,,K. Towns REBOUND (Off:0 Def:3),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,82.0,3.0,3.0,0.0,,,,,,,,,,,,,
84,PT05M27.00S,2022-01-19T00:55:24.5Z,1,REGULAR,foul,personal,[],1629011,,,1610612750,18,20,2022-01-19T00:55:30Z,840000,,,0,,M. Robinson personal FOUL (1 PF),"[1629011, 1626157]",1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,101283.0,1.0,0.0,Towns,1626157.0,,
86,PT05M27.00S,2022-01-19T00:55:24.6Z,1,REGULAR,substitution,out,[],1629011,,,1610612750,18,20,2022-01-19T00:55:35Z,860000,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M27.00S,2022-01-19T00:55:24.6Z,1,REGULAR,substitution,in,[],201959,,,1610612750,18,20,2022-01-19T00:55:35Z,870000,,,0,,SUB in: T. Gibson,[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M22.00S,2022-01-19T00:55:54.4Z,1,REGULAR,3pt,Jump Shot,[],1627736,29.25427069645204,75.0,1610612750,18,20,2022-01-19T00:56:06Z,880000,-125.0,222.0,1,left,MISS M. Beasley 25' 3PT,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,25.52,Missed,,,,,,,,,,,,,,,,,,
89,PT05M18.00S,2022-01-19T00:55:58.4Z,1,REGULAR,rebound,defensive,[],202692,,,1610612752,18,20,2022-01-19T00:56:06Z,890000,,,0,,A. Burks REBOUND (Off:0 Def:1),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,88.0,1.0,1.0,0.0,,,,,,,,,,,,,
90,PT05M12.00S,2022-01-19T00:56:06.9Z,1,REGULAR,foul,offensive,[],1629628,,,1610612752,18,20,2022-01-19T00:56:18Z,900000,,,0,,R. Barrett charge offensive FOUL (2 PF),"[1629628, 201976]",1610612752.0,NYK,charge,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,1363.0,2.0,0.0,Beverley,201976.0,,
92,PT05M12.00S,2022-01-19T00:56:06.9Z,1,REGULAR,turnover,offensive foul,[],1629628,,,1610612752,18,20,2022-01-19T00:56:06Z,920000,,,0,,R. Barrett offensive foul TURNOVER (3 TO),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,3.0,,,1363.0,,,,,,
93,PT05M02.00S,2022-01-19T00:56:34.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630162,5.995400788436268,52.69607843137255,1610612750,18,22,2022-01-19T00:56:40Z,930000,-13.0,4.0,1,left,A. Edwards driving Layup (7 PTS),[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,1.41,Made,7.0,,,,,,,,,,,,,,,,,
94,PT05M02.00S,2022-01-19T00:56:37.8Z,1,REGULAR,foul,personal,['1freethrow'],201959,,,1610612750,18,22,2022-01-19T00:56:50Z,940000,,,0,,T. Gibson shooting personal FOUL (1 PF) (Edwards 1 FT),"[201959, 1630162]",1610612752.0,NYK,shooting,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,2530.0,1.0,0.0,Edwards,1630162.0,,
