actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
91,PT03M49.00S,2022-04-10T23:26:02.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630579,93.24901445466492,51.71568627450981,1610612752,26,12,2022-04-10T23:26:11Z,910000,9.0,11.0,1,right,J. Sims cutting Layup (2 PTS) (E. Fournier 2 AST),"[1630579, 203095]",1610612752.0,NYK,cutting,,,Sims,J. Sims,,,,,1.4,Made,,,,,,,2.0,E. Fournier,203095.0,2.0,,,,,,,,
93,PT03M33.00S,2022-04-10T23:26:17.6Z,1,REGULAR,3pt,Jump Shot,[],1628449,28.597240473061763,22.30392156862745,1610612761,26,15,2022-04-10T23:26:22Z,930000,138.0,216.0,1,left,C. Boucher 25' 3PT  (6 PTS) (G. Trent Jr. 1 AST),"[1628449, 1629018]",1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,25.68,Made,,,,,,,6.0,G. Trent Jr.,1629018.0,1.0,,,,,,,,
95,PT03M07.00S,2022-04-10T23:26:44.5Z,1,REGULAR,2pt,Jump Shot,[],203095,78.84362680683311,47.08180147058824,1610612752,26,15,2022-04-10T23:29:46Z,950000,-15.0,146.0,1,right,MISS E. Fournier 14' pullup bank Shot,[203095],1610612752.0,NYK,pullup bank,,,Fournier,E. Fournier,,,,,14.71,Missed,,,,,,,,,,,,,,,,,,
96,PT03M04.00S,2022-04-10T23:26:47.5Z,1,REGULAR,rebound,defensive,[],1628449,,,1610612761,26,15,2022-04-10T23:26:52Z,960000,,,0,,C. Boucher REBOUND (Off:0 Def:1),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,95.0,1.0,1.0,0.0,,,,,,,,,,,,,,
97,PT02M59.00S,2022-04-10T23:26:51.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628449,14.668199737187912,51.225490196078425,1610612761,26,15,2022-04-10T23:30:47Z,970000,-6.0,85.0,1,left,MISS C. Boucher 8' running Layup,[1628449],1610612761.0,TOR,running,,,Boucher,C. Boucher,,,,,8.56,Missed,,,,,,,,,,,,,,,,,,
98,PT02M56.00S,2022-04-10T23:26:54.9Z,1,REGULAR,rebound,defensive,[],1630579,,,1610612752,26,15,2022-04-10T23:27:04Z,980000,,,0,,J. Sims REBOUND (Off:2 Def:4),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,97.0,6.0,4.0,2.0,,,,,,,,,,,,,,
99,PT02M54.00S,2022-04-10T23:26:57.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630167,94.43166885676742,48.28431372549019,1610612752,28,15,2022-04-10T23:27:10Z,990000,-9.0,0.0,1,right,O. Toppin running reverse DUNK (12 PTS) (I. Quickley 4 AST),"[1630167, 1630193]",1610612752.0,NYK,running reverse,,,Toppin,O. Toppin,,,,,0.86,Made,,,,,,,12.0,I. Quickley,1630193.0,4.0,,,,,,,,
101,PT02M41.00S,2022-04-10T23:27:09.8Z,1,REGULAR,2pt,Jump Shot,[],1629018,27.677398160315374,42.64705882352941,1610612761,28,15,2022-04-10T23:27:18Z,1010000,37.0,208.0,1,left,MISS G. Trent Jr. 21' step back Shot,[1629018],1610612761.0,TOR,step back,,,Trent Jr.,G. Trent Jr.,,,,,21.09,Missed,,,,,,,,,,,,,,,,,,
102,PT02M41.00S,2022-04-10T23:27:09.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612761,28,15,2022-04-10T23:27:18Z,1020000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,101.0,,,,,,,,,,,,,,,,,
103,PT02M41.00S,2022-04-10T23:27:17.9Z,1,REGULAR,foul,personal,[],202692,,,1610612761,28,15,2022-04-10T23:28:26Z,1030000,,,0,,A. Burks loose ball personal FOUL (2 PF),"[202692, 1628449]",1610612752.0,NYK,loose ball,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,201638.0,2.0,0.0,Boucher,1628449.0
105,PT02M41.00S,2022-04-10T23:27:28.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,28,15,2022-04-10T23:27:28Z,1050000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT02M41.00S,2022-04-10T23:27:28.9Z,1,REGULAR,substitution,out,[],202692,,,1610612761,28,15,2022-04-10T23:30:08Z,1060000,,,0,,SUB out: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,
107,PT02M41.00S,2022-04-10T23:27:28.9Z,1,REGULAR,substitution,out,[],1630579,,,1610612761,28,15,2022-04-10T23:30:08Z,1070000,,,0,,SUB out: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M41.00S,2022-04-10T23:27:28.9Z,1,REGULAR,substitution,out,[],1628384,,,1610612761,28,15,2022-04-10T23:30:08Z,1080000,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M41.00S,2022-04-10T23:27:28.9Z,1,REGULAR,substitution,in,[],1630624,,,1610612761,28,15,2022-04-10T23:30:08Z,1090000,,,0,,SUB in: F. Hunt,[1630624],1610612752.0,NYK,,,,Hunt,F. Hunt,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M41.00S,2022-04-10T23:27:28.9Z,1,REGULAR,substitution,in,[],201959,,,1610612761,28,15,2022-04-10T23:30:08Z,1100000,,,0,,SUB in: T. Gibson,[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M41.00S,2022-04-10T23:27:28.9Z,1,REGULAR,substitution,in,[],201152,,,1610612761,28,15,2022-04-10T23:30:08Z,1110000,,,0,,SUB in: T. Young,[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M31.00S,2022-04-10T23:30:24.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630201,24.392247043363994,86.02941176470588,1610612761,28,18,2022-04-10T23:30:29Z,1120000,-180.0,177.0,1,left,M. Flynn 25' 3PT  (3 PTS) (G. Trent Jr. 2 AST),"[1630201, 1629018]",1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,25.24,Made,,,,,,,3.0,G. Trent Jr.,1629018.0,2.0,,,,,,,,
114,PT02M03.00S,2022-04-10T23:30:52.0Z,1,REGULAR,2pt,Jump Shot,[],1630193,78.0059132720105,49.50980392156863,1610612752,28,18,2022-04-10T23:33:23Z,1140000,-2.0,154.0,1,right,MISS I. Quickley 15' pullup bank Shot,[1630193],1610612752.0,NYK,pullup bank,,,Quickley,I. Quickley,,,,,15.42,Missed,,,,,,,,,,,,,,,,,,
115,PT02M01.00S,2022-04-10T23:30:54.0Z,1,REGULAR,rebound,defensive,[],1628449,,,1610612761,28,18,2022-04-10T23:33:23Z,1150000,,,0,,C. Boucher REBOUND (Off:0 Def:2),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,114.0,2.0,2.0,0.0,,,,,,,,,,,,,,
116,PT01M57.00S,2022-04-10T23:30:57.7Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1629018,5.601182654402102,49.26470588235294,1610612761,28,20,2022-04-10T23:34:10Z,1160000,4.0,0.0,1,left,G. Trent Jr. running DUNK (6 PTS) (C. Boucher 1 AST),"[1629018, 1628449]",1610612761.0,TOR,running,,,Trent Jr.,G. Trent Jr.,,,,,0.37,Made,,,,,,,6.0,C. Boucher,1628449.0,1.0,,,,,,,,
118,PT01M36.00S,2022-04-10T23:31:19.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630624,93.24901445466492,51.225490196078425,1610612752,28,20,2022-04-10T23:31:27Z,1180000,6.0,11.0,1,right,MISS F. Hunt driving Layup,[1630624],1610612752.0,NYK,driving,,,Hunt,F. Hunt,,,,,1.26,Missed,,,,,,,,,,,,,,,,,,
119,PT01M34.00S,2022-04-10T23:31:21.0Z,1,REGULAR,rebound,offensive,[],1630624,,,1610612752,28,20,2022-04-10T23:31:21Z,1190000,,,0,,F. Hunt REBOUND (Off:1 Def:0),[1630624],1610612752.0,NYK,,,,Hunt,F. Hunt,,,,,,,118.0,1.0,0.0,1.0,,,,,,,,,,,,,,
120,PT01M34.00S,2022-04-10T23:31:22.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201959,93.24901445466492,46.568627450980394,1610612752,28,20,2022-04-10T23:31:33Z,1200000,-17.0,11.0,1,right,MISS T. Gibson Layup - blocked,"[201959, 201152]",1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,2.04,Missed,,,,,Young,201152.0,,,,,,,,,,,,
121,PT01M34.00S,2022-04-10T23:31:22.7Z,1,REGULAR,block,,[],201152,,,1610612752,28,20,2022-04-10T23:31:25Z,1210000,,,0,,T. Young BLOCK (1 BLK),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,
122,PT01M34.00S,2022-04-10T23:31:22.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612752,28,20,2022-04-10T23:31:33Z,1220000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,120.0,,,,,,,,,,,,,,,,,
123,PT01M34.00S,2022-04-10T23:31:27.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,28,20,2022-04-10T23:31:27Z,1230000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT01M34.00S,2022-04-10T23:31:27.6Z,1,REGULAR,substitution,out,[],203095,,,1610612752,28,20,2022-04-10T23:31:37Z,1240000,,,0,,SUB out: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,
125,PT01M34.00S,2022-04-10T23:31:27.6Z,1,REGULAR,substitution,in,[],1627853,,,1610612752,28,20,2022-04-10T23:31:37Z,1250000,,,0,,SUB in: R. Arcidiacono,[1627853],1610612752.0,NYK,,,,Arcidiacono,R. Arcidiacono,,,,,,,,,,,,,,,,,,,,,,,,
126,PT01M31.00S,2022-04-10T23:31:54.7Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612752,28,20,2022-04-10T23:32:04Z,1260000,,,0,,NYK shot clock Team TURNOVER,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,101284.0,,,,
127,PT01M17.00S,2022-04-10T23:32:25.3Z,1,REGULAR,foul,personal,[],201959,,,1610612761,28,20,2022-04-10T23:32:31Z,1270000,,,0,,T. Gibson personal FOUL (1 PF),"[201959, 1630173]",1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,201638.0,1.0,0.0,Achiuwa,1630173.0
129,PT01M04.00S,2022-04-10T23:32:50.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628449,21.632720105124836,91.17647058823529,1610612761,28,20,2022-04-10T23:32:58Z,1290000,-206.0,151.0,1,left,MISS C. Boucher 25' 3PT,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,25.52,Missed,,,,,,,,,,,,,,,,,,
130,PT01M00.00S,2022-04-10T23:32:54.9Z,1,REGULAR,rebound,offensive,[],1630201,,,1610612761,28,20,2022-04-10T23:32:58Z,1300000,,,0,,M. Flynn REBOUND (Off:1 Def:0),[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,129.0,1.0,0.0,1.0,,,,,,,,,,,,,,
131,PT01M00.00S,2022-04-10T23:32:56.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630201,5.590000152587891,50.0,1610612761,28,22,2022-04-10T23:32:56Z,1310000,0.0,0.0,1,left,M. Flynn tip Layup (5 PTS),[1630201],1610612761.0,TOR,tip,,,Flynn,M. Flynn,,,,,0.0,Made,,,,,,,5.0,,,,,,,,,,,
132,PT00M46.40S,2022-04-10T23:33:10.2Z,1,REGULAR,3pt,Jump Shot,[],1630167,77.7431011826544,10.53921568627451,1610612752,28,22,2022-04-10T23:33:17Z,1320000,-197.0,157.0,1,right,MISS O. Toppin 25' 3PT,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,25.2,Missed,,,,,,,,,,,,,,,,,,
133,PT00M43.80S,2022-04-10T23:33:12.8Z,1,REGULAR,rebound,defensive,[],201152,,,1610612761,28,22,2022-04-10T23:33:17Z,1330000,,,0,,T. Young REBOUND (Off:0 Def:1),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,132.0,1.0,1.0,0.0,,,,,,,,,,,,,,
134,PT00M38.60S,2022-04-10T23:33:19.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629018,28.597240473061763,79.41176470588235,1610612761,28,22,2022-04-10T23:36:35Z,1340000,-147.0,216.0,1,left,MISS G. Trent Jr. 26' running 3PT,[1629018],1610612761.0,TOR,running,,,Trent Jr.,G. Trent Jr.,,,,,26.16,Missed,,,,,,,,,,,,,,,,,,
135,PT00M35.80S,2022-04-10T23:33:21.8Z,1,REGULAR,rebound,defensive,[],1630193,,,1610612752,28,22,2022-04-10T23:33:31Z,1350000,,,0,,I. Quickley REBOUND (Off:0 Def:3),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,134.0,3.0,3.0,0.0,,,,,,,,,,,,,,
136,PT00M31.30S,2022-04-10T23:33:26.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630193,64.47109067017082,52.94117647058824,1610612752,31,22,2022-04-10T23:38:48Z,1360000,15.0,281.0,1,right,I. Quickley 28' 3PT running pullup (8 PTS),[1630193],1610612752.0,NYK,running pullup,,,Quickley,I. Quickley,,,,,28.19,Made,,,,,,,8.0,,,,,,,,,,,
137,PT00M10.80S,2022-04-10T23:33:51.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630173,8.754927726675426,52.69607843137255,1610612761,31,22,2022-04-10T23:34:26Z,1370000,-13.0,30.0,1,left,MISS P. Achiuwa driving floating Shot,[1630173],1610612761.0,TOR,driving floating,,,Achiuwa,P. Achiuwa,,,,,3.27,Missed,,,,,,,,,,,,,,,,,,
138,PT00M08.60S,2022-04-10T23:33:53.3Z,1,REGULAR,rebound,offensive,[],1628449,,,1610612761,31,22,2022-04-10T23:33:53Z,1380000,,,0,,C. Boucher REBOUND (Off:1 Def:2),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,137.0,3.0,2.0,1.0,,,,,,,,,,,,,,
139,PT00M07.70S,2022-04-10T23:33:54.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628449,4.681340341655716,51.71568627450981,1610612761,31,22,2022-04-10T23:34:36Z,1390000,-9.0,-8.0,1,left,MISS C. Boucher Layup - blocked,"[1628449, 1630167]",1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,1.21,Missed,,,,,Toppin,1630167.0,,,,,,,,,,,,
140,PT00M07.70S,2022-04-10T23:33:54.2Z,1,REGULAR,block,,[],1630167,,,1610612761,31,22,2022-04-10T23:33:56Z,1400000,,,0,,O. Toppin BLOCK (1 BLK),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,
141,PT00M04.70S,2022-04-10T23:33:57.2Z,1,REGULAR,rebound,offensive,[],1630173,,,1610612761,31,22,2022-04-10T23:34:36Z,1410000,,,0,,P. Achiuwa REBOUND (Off:1 Def:0),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,139.0,1.0,0.0,1.0,,,,,,,,,,,,,,
142,PT00M03.40S,2022-04-10T23:33:58.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630173,7.966491458607096,53.18627450980392,1610612761,31,22,2022-04-10T23:40:03Z,1420000,-16.0,22.0,1,left,MISS P. Achiuwa fadeaway Shot,[1630173],1610612761.0,TOR,fadeaway,,,Achiuwa,P. Achiuwa,,,,,2.75,Missed,,,,,,,,,,,,,,,,,,
143,PT00M00.80S,2022-04-10T23:34:01.2Z,1,REGULAR,rebound,defensive,[],1630193,,,1610612752,31,22,2022-04-10T23:34:46Z,1430000,,,0,,I. Quickley REBOUND (Off:0 Def:4),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,142.0,4.0,4.0,0.0,,,,,,,,,,,,,,
144,PT00M00.00S,2022-04-10T23:34:03.7Z,1,REGULAR,turnover,bad pass,[],1630193,,,1610612752,31,22,2022-04-10T23:34:12Z,1440000,,,0,,I. Quickley bad pass TURNOVER (2 TO),"[1630193, 1630173]",1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,2.0,Achiuwa,1630173.0,,,,,
145,PT00M00.00S,2022-04-10T23:34:03.7Z,1,REGULAR,steal,,[],1630173,,,1610612761,31,22,2022-04-10T23:34:06Z,1450000,,,0,,P. Achiuwa STEAL (1 STL),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,
146,PT00M00.00S,2022-04-10T23:35:11.6Z,1,REGULAR,period,end,[],0,,,1610612761,31,22,2022-04-10T23:35:11Z,1460000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2022-04-10T23:36:23.0Z,2,REGULAR,substitution,out,['startperiod'],1629018,,,1610612761,31,22,2022-04-10T23:36:39Z,1470000,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2022-04-10T23:36:23.0Z,2,REGULAR,substitution,in,['startperiod'],1630567,,,1610612761,31,22,2022-04-10T23:36:39Z,1480000,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2022-04-10T23:36:53.1Z,2,REGULAR,period,start,[],0,,,1610612761,31,22,2022-04-10T23:36:53Z,1490000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT11M45.00S,2022-04-10T23:37:07.3Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],201152,8.623521681997373,55.88235294117647,1610612761,31,24,2022-04-10T23:41:18Z,1500000,-29.0,29.0,1,left,T. Young driving Hook (2 PTS) (M. Flynn 1 AST),"[201152, 1630201]",1610612761.0,TOR,driving,,,Young,T. Young,,,,,4.1,Made,,,,,,,2.0,M. Flynn,1630201.0,1.0,,,,,,,,
152,PT11M30.00S,2022-04-10T23:37:22.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630167,92.19776609724047,48.77450980392157,1610612752,31,24,2022-04-10T23:37:27Z,1520000,-6.0,21.0,1,right,MISS O. Toppin driving Hook,[1630167],1610612752.0,NYK,driving,,,Toppin,O. Toppin,,,,,2.17,Missed,,,,,,,,,,,,,,,,,,
153,PT11M26.00S,2022-04-10T23:37:25.7Z,2,REGULAR,rebound,offensive,[],1630167,,,1610612752,31,24,2022-04-10T23:37:25Z,1530000,,,0,,O. Toppin REBOUND (Off:1 Def:1),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,152.0,2.0,1.0,1.0,,,,,,,,,,,,,,
154,PT11M26.00S,2022-04-10T23:37:25.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630167,94.40999984741211,50.0,1610612752,31,24,2022-04-10T23:37:25Z,1540000,0.0,0.0,1,right,MISS O. Toppin tip Layup,[1630167],1610612752.0,NYK,tip,,,Toppin,O. Toppin,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
155,PT11M25.00S,2022-04-10T23:37:26.2Z,2,REGULAR,rebound,defensive,[],1630201,,,1610612761,31,24,2022-04-10T23:37:26Z,1550000,,,0,,M. Flynn REBOUND (Off:1 Def:1),[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,154.0,2.0,1.0,1.0,,,,,,,,,,,,,,
156,PT11M24.00S,2022-04-10T23:37:28.2Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1630173,5.469776609724048,50.0,1610612761,31,26,2022-04-10T23:42:16Z,1560000,0.0,-1.0,1,left,P. Achiuwa running alley-oop DUNK (2 PTS) (M. Flynn 2 AST),"[1630173, 1630201]",1610612761.0,TOR,running alley-oop,,,Achiuwa,P. Achiuwa,,,,,0.11,Made,,,,,,,2.0,M. Flynn,1630201.0,2.0,,,,,,,,
158,PT11M08.00S,2022-04-10T23:37:47.7Z,2,REGULAR,turnover,traveling,[],1630624,,,1610612752,31,26,2022-04-10T23:37:52Z,1580000,,,0,,F. Hunt traveling TURNOVER (1 TO),[1630624],1610612752.0,NYK,,,,Hunt,F. Hunt,,,,,,,,,,,,,,,,,1.0,,,101284.0,,,,
159,PT11M08.00S,2022-04-10T23:37:47.8Z,2,REGULAR,substitution,out,[],1630167,,,1610612761,31,26,2022-04-10T23:37:58Z,1590000,,,0,,SUB out: O. Toppin,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,
160,PT11M08.00S,2022-04-10T23:37:47.8Z,2,REGULAR,substitution,in,[],1630579,,,1610612761,31,26,2022-04-10T23:37:58Z,1600000,,,0,,SUB in: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,
161,PT10M58.00S,2022-04-10T23:38:13.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630173,20.97568988173456,90.19607843137256,1610612761,31,26,2022-04-10T23:38:21Z,1610000,-201.0,145.0,1,left,MISS P. Achiuwa 24' 3PT,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,24.77,Missed,,,,,,,,,,,,,,,,,,
162,PT10M58.00S,2022-04-10T23:38:18.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612761,31,26,2022-04-10T23:38:18Z,1620000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,161.0,,,,,,,,,,,,,,,,,
163,PT10M58.00S,2022-04-10T23:38:19.7Z,2,REGULAR,foul,personal,[],1630193,,,1610612761,31,26,2022-04-10T23:38:32Z,1630000,,,0,,I. Quickley loose ball personal FOUL (1 PF),"[1630193, 1628449]",1610612752.0,NYK,loose ball,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,2005.0,1.0,0.0,Boucher,1628449.0
165,PT10M43.00S,2022-04-10T23:38:46.4Z,2,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1630173,5.995400788436268,78.18627450980392,1610612761,31,26,2022-04-10T23:38:50Z,1650000,-141.0,4.0,1,left,MISS P. Achiuwa 14' fadeaway Shot,[1630173],1610612761.0,TOR,fadeaway,,,Achiuwa,P. Achiuwa,,,,,14.1,Missed,,,,,,,,,,,,,,,,,,
166,PT10M41.00S,2022-04-10T23:38:48.8Z,2,REGULAR,rebound,defensive,[],1630579,,,1610612752,31,26,2022-04-10T23:38:48Z,1660000,,,0,,J. Sims REBOUND (Off:2 Def:5),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,165.0,7.0,5.0,2.0,,,,,,,,,,,,,,
167,PT10M36.00S,2022-04-10T23:38:53.8Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630193,94.30026281208936,48.28431372549019,1610612752,33,26,2022-04-10T23:44:40Z,1670000,-9.0,1.0,1,right,I. Quickley running Layup (10 PTS),[1630193],1610612752.0,NYK,running,,,Quickley,I. Quickley,,,,,0.87,Made,,,,,,,10.0,,,,,,,,,,,
168,PT10M19.00S,2022-04-10T23:39:10.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],201152,11.383048620236531,37.745098039215684,1610612761,33,26,2022-04-10T23:45:10Z,1680000,61.0,55.0,1,left,MISS T. Young 8' driving Hook,[201152],1610612761.0,TOR,driving,,,Young,T. Young,,,,,8.2,Missed,,,,,,,,,,,,,,,,,,
169,PT10M17.00S,2022-04-10T23:39:12.6Z,2,REGULAR,rebound,defensive,[],1630193,,,1610612752,33,26,2022-04-10T23:39:15Z,1690000,,,0,,I. Quickley REBOUND (Off:0 Def:5),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,168.0,5.0,5.0,0.0,,,,,,,,,,,,,,
170,PT10M12.00S,2022-04-10T23:39:17.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630193,65.01314060446781,69.38572303921569,1610612752,33,26,2022-04-10T23:45:48Z,1700000,97.0,276.0,1,right,MISS I. Quickley 29' running pullup 3PT,[1630193],1610612752.0,NYK,running pullup,,,Quickley,I. Quickley,,,,,29.29,Missed,,,,,,,,,,,,,,,,,,
171,PT10M10.00S,2022-04-10T23:39:19.4Z,2,REGULAR,rebound,defensive,[],1630173,,,1610612761,33,26,2022-04-10T23:39:23Z,1710000,,,0,,P. Achiuwa REBOUND (Off:1 Def:1),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,170.0,2.0,1.0,1.0,,,,,,,,,,,,,,
172,PT10M04.00S,2022-04-10T23:39:26.5Z,2,REGULAR,3pt,Jump Shot,[],1630201,21.369908015768726,90.44117647058823,1610612761,33,26,2022-04-10T23:39:31Z,1720000,-202.0,148.0,1,left,MISS M. Flynn 25' 3PT,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,25.08,Missed,,,,,,,,,,,,,,,,,,
173,PT09M59.00S,2022-04-10T23:39:31.5Z,2,REGULAR,rebound,defensive,[],201959,,,1610612752,33,26,2022-04-10T23:39:31Z,1730000,,,0,,T. Gibson REBOUND (Off:0 Def:1),[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,172.0,1.0,1.0,0.0,,,,,,,,,,,,,,
174,PT09M38.00S,2022-04-10T23:39:52.4Z,2,REGULAR,foul,personal,['2freethrow'],201152,,,1610612752,33,26,2022-04-10T23:39:57Z,1740000,,,0,,T. Young shooting personal FOUL (1 PF) (Quickley 2 FT),"[201152, 1630193]",1610612761.0,TOR,shooting,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,101284.0,1.0,0.0,Quickley,1630193.0
176,PT09M38.00S,2022-04-10T23:40:21.1Z,2,REGULAR,freethrow,1 of 2,[],1630193,,,1610612752,33,26,2022-04-10T23:40:21Z,1760000,,,0,,MISS I. Quickley Free Throw 1 of 2,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,Missed,,,,,,,,,,,,,,,,,,
