actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
87,PT03M52.00S,2022-02-01T00:57:04.4Z,1,REGULAR,2pt,Jump Shot,[],1630558,22.026938239159,51.470588235294116,1610612758,23,15,2022-02-01T00:57:10Z,840000,-7.0,155.0,1,left,D. Mitchell 15' pullup Jump Shot (7 PTS),[1630558],1610612758.0,SAC,pullup,,,Mitchell,D. Mitchell,,,,,15.48,Made,7.0,,,,,,,,,,,,,,,,,
88,PT03M36.00S,2022-02-01T00:57:20.6Z,1,REGULAR,3pt,Jump Shot,[],202692,80.50262812089356,93.87254901960785,1610612752,26,15,2022-02-01T00:57:24Z,850000,219.0,131.0,1,right,A. Burks 25' 3PT  (3 PTS) (E. Fournier 2 AST),"[202692, 203095]",1610612752.0,NYK,,,,Burks,A. Burks,,,,,25.54,Made,3.0,E. Fournier,203095.0,2.0,,,,,,,,,,,,,,
90,PT03M21.00S,2022-02-01T00:57:35.6Z,1,REGULAR,3pt,Jump Shot,[],203090,5.863994743758213,2.696078431372549,1610612758,26,18,2022-02-01T00:57:38Z,870000,237.0,3.0,1,left,M. Harkless 3PT  (5 PTS) (D. Mitchell 1 AST),"[203090, 1630558]",1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,23.65,Made,5.0,D. Mitchell,1630558.0,1.0,,,,,,,,,,,,,,
92,PT03M06.00S,2022-02-01T00:57:50.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203944,93.9060446780552,52.20588235294118,1610612752,28,18,2022-02-01T00:58:18Z,890000,11.0,5.0,1,right,J. Randle cutting DUNK (5 PTS) (A. Burks 1 AST),"[203944, 202692]",1610612752.0,NYK,cutting,,,Randle,J. Randle,,,,,1.2,Made,5.0,A. Burks,202692.0,1.0,,,,,,,,,,,,,,
94,PT02M48.00S,2022-02-01T00:58:08.5Z,1,REGULAR,3pt,Jump Shot,[],1627741,26.363337713534822,9.803921568627452,1610612758,28,18,2022-02-01T00:58:13Z,910000,201.0,195.0,1,left,MISS B. Hield 28' 3PT,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,28.03,Missed,,,,,,,,,,,,,,,,,,
95,PT02M46.00S,2022-02-01T00:58:10.5Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,28,18,2022-02-01T00:58:13Z,920000,,,0,,J. Randle REBOUND (Off:0 Def:3),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,94.0,3.0,3.0,0.0,,,,,,,,
96,PT02M41.00S,2022-02-01T00:58:16.6Z,1,REGULAR,turnover,out-of-bounds,[],203944,,,1610612752,28,18,2022-02-01T00:58:22Z,930000,,,0,,J. Randle bad pass out-of-bounds TURNOVER (2 TO),[203944],1610612752.0,NYK,bad pass,,,Randle,J. Randle,,,,,,,,,,,,,,,,,2.0,,,204058.0,,,,
97,PT02M27.00S,2022-02-01T00:58:41.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,28,18,2022-02-01T00:58:41Z,940000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT02M27.00S,2022-02-01T00:58:41.3Z,1,REGULAR,substitution,out,[],1629628,,,1610612758,28,18,2022-02-01T00:58:49Z,950000,,,0,,SUB out: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,
99,PT02M27.00S,2022-02-01T00:58:41.3Z,1,REGULAR,substitution,in,[],1629656,,,1610612758,28,18,2022-02-01T00:58:49Z,960000,,,0,,SUB in: Q. Grimes,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,
100,PT02M17.00S,2022-02-01T00:59:07.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629002,28.07161629434954,77.45098039215686,1610612758,28,18,2022-02-01T00:59:12Z,970000,-137.0,211.0,1,left,MISS C. Metu 25' 3PT,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,25.21,Missed,,,,,,,,,,,,,,,,,,
101,PT02M15.00S,2022-02-01T00:59:09.5Z,1,REGULAR,rebound,defensive,[],1629656,,,1610612752,28,18,2022-02-01T00:59:12Z,980000,,,0,,Q. Grimes REBOUND (Off:0 Def:1),[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,100.0,1.0,1.0,0.0,,,,,,,,
102,PT02M05.00S,2022-02-01T00:59:19.0Z,1,REGULAR,3pt,Jump Shot,[],203944,77.87450722733246,88.72549019607843,1610612752,28,18,2022-02-01T00:59:24Z,990000,194.0,155.0,1,right,MISS J. Randle 24' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,24.83,Missed,,,,,,,,,,,,,,,,,,
103,PT02M03.00S,2022-02-01T00:59:21.0Z,1,REGULAR,rebound,defensive,[],1629002,,,1610612758,28,18,2022-02-01T00:59:24Z,1000000,,,0,,C. Metu REBOUND (Off:0 Def:1),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,102.0,1.0,1.0,0.0,,,,,,,,
104,PT01M59.00S,2022-02-01T00:59:25.5Z,1,REGULAR,turnover,lost ball,[],203090,,,1610612758,28,18,2022-02-01T00:59:28Z,1010000,,,0,,M. Harkless lost ball TURNOVER (1 TO),"[203090, 203457]",1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,1.0,Noel,203457.0,,,,,
105,PT01M59.00S,2022-02-01T00:59:25.5Z,1,REGULAR,steal,,[],203457,,,1610612752,28,18,2022-02-01T00:59:27Z,1020000,,,0,,N. Noel STEAL (1 STL),[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,,,,,,,,,,,,,,,,
106,PT01M48.00S,2022-02-01T00:59:37.3Z,1,REGULAR,turnover,bad pass,[],202692,,,1610612752,28,18,2022-02-01T00:59:41Z,1030000,,,0,,A. Burks bad pass TURNOVER (1 TO),"[202692, 1629002]",1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,1.0,Metu,1629002.0,,,,,
107,PT01M48.00S,2022-02-01T00:59:37.3Z,1,REGULAR,steal,,[],1629002,,,1610612758,28,18,2022-02-01T00:59:39Z,1040000,,,0,,C. Metu STEAL (1 STL),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,
108,PT01M37.00S,2022-02-01T00:59:48.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627741,4.418528252299605,95.83333333333334,1610612758,28,21,2022-02-01T00:59:53Z,1050000,-229.0,-11.0,1,left,B. Hield 3PT  (3 PTS) (D. Jones 1 AST),"[1627741, 1627745]",1610612758.0,SAC,,,,Hield,B. Hield,,,,,22.95,Made,3.0,D. Jones,1627745.0,1.0,,,,,,,,,,,,,,
110,PT01M23.00S,2022-02-01T01:00:05.1Z,1,REGULAR,foul,personal,[],203090,,,1610612752,28,21,2022-02-01T01:00:08Z,1070000,,,0,,M. Harkless personal FOUL (1 PF),"[203090, 202692]",1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,1146.0,1.0,0.0,Burks,202692.0
112,PT01M16.00S,2022-02-01T01:00:31.0Z,1,REGULAR,3pt,Jump Shot,[],203095,69.33311432325887,25.245098039215684,1610612752,31,21,2022-02-01T01:00:35Z,1090000,-124.0,236.0,1,right,E. Fournier 26' 3PT  (16 PTS) (N. Noel 1 AST),"[203095, 203457]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,26.63,Made,16.0,N. Noel,203457.0,1.0,,,,,,,,,,,,,,
114,PT01M03.00S,2022-02-01T01:00:45.5Z,1,REGULAR,foul,personal,[],203944,,,1610612758,31,21,2022-02-01T01:00:50Z,1110000,,,0,,J. Randle personal FOUL (1 PF),"[203944, 1629002]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,1146.0,1.0,0.0,Metu,1629002.0
116,PT00M54.10S,2022-02-01T01:01:47.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630558,7.178055190538765,48.529411764705884,1610612758,31,23,2022-02-01T01:01:50Z,1130000,7.0,15.0,1,left,D. Mitchell driving Layup (9 PTS),[1630558],1610612758.0,SAC,driving,,,Mitchell,D. Mitchell,,,,,1.67,Made,9.0,,,,,,,,,,,,,,,,,
117,PT00M47.30S,2022-02-01T01:01:57.0Z,1,REGULAR,3pt,Jump Shot,[],203095,93.24901445466492,3.431372549019608,1610612752,31,23,2022-02-01T01:02:04Z,1140000,-233.0,11.0,1,right,MISS E. Fournier 3PT,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,23.31,Missed,,,,,,,,,,,,,,,,,,
118,PT00M44.60S,2022-02-01T01:01:59.7Z,1,REGULAR,rebound,defensive,[],1627741,,,1610612758,31,23,2022-02-01T01:02:04Z,1150000,,,0,,B. Hield REBOUND (Off:0 Def:1),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,117.0,1.0,1.0,0.0,,,,,,,,
119,PT00M33.30S,2022-02-01T01:02:10.7Z,1,REGULAR,3pt,Jump Shot,[],1627741,25.312089356110377,16.42156862745098,1610612758,31,23,2022-02-01T01:02:16Z,1160000,168.0,185.0,1,left,MISS B. Hield 25' 3PT,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,25.01,Missed,,,,,,,,,,,,,,,,,,
120,PT00M31.50S,2022-02-01T01:02:12.5Z,1,REGULAR,rebound,defensive,[],203457,,,1610612752,31,23,2022-02-01T01:02:16Z,1170000,,,0,,N. Noel REBOUND (Off:0 Def:1),[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,,,,,119.0,1.0,1.0,0.0,,,,,,,,
121,PT00M18.90S,2022-02-01T01:02:26.8Z,1,REGULAR,turnover,out-of-bounds,[],203457,,,1610612752,31,23,2022-02-01T01:02:30Z,1180000,,,0,,N. Noel lost ball out-of-bounds TURNOVER (1 TO),[203457],1610612752.0,NYK,lost ball,,,Noel,N. Noel,,,,,,,,,,,,,,,,,1.0,,,1146.0,,,,
122,PT00M00.00S,2022-02-01T01:02:55.2Z,1,REGULAR,period,end,[],0,,,1610612758,31,23,2022-02-01T01:02:55Z,1190000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT12M00.00S,2022-02-01T01:04:44.9Z,2,REGULAR,substitution,out,['startperiod'],203095,,,1610612758,31,23,2022-02-01T01:05:36Z,1200000,,,0,,SUB out: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,
124,PT12M00.00S,2022-02-01T01:04:44.9Z,2,REGULAR,substitution,out,['startperiod'],203944,,,1610612758,31,23,2022-02-01T01:05:36Z,1210000,,,0,,SUB out: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,
125,PT12M00.00S,2022-02-01T01:04:44.9Z,2,REGULAR,substitution,in,['startperiod'],1630167,,,1610612758,31,23,2022-02-01T01:05:36Z,1220000,,,0,,SUB in: O. Toppin,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,
126,PT12M00.00S,2022-02-01T01:04:44.9Z,2,REGULAR,substitution,in,['startperiod'],1630193,,,1610612758,31,23,2022-02-01T01:05:36Z,1230000,,,0,,SUB in: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,
127,PT12M00.00S,2022-02-01T01:05:37.7Z,2,REGULAR,period,start,[],0,,,1610612752,31,23,2022-02-01T01:05:37Z,1240000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT11M36.00S,2022-02-01T01:06:03.3Z,2,REGULAR,foul,personal,['2freethrow'],203090,,,1610612752,31,23,2022-02-01T01:06:09Z,1250000,,,0,,M. Harkless shooting personal FOUL (2 PF) (Quickley 2 FT),"[203090, 1630193]",1610612758.0,SAC,shooting,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,202027.0,2.0,0.0,Quickley,1630193.0
130,PT11M36.00S,2022-02-01T01:06:25.1Z,2,REGULAR,freethrow,1 of 2,[],1630193,,,1610612752,32,23,2022-02-01T01:06:25Z,1270000,,,0,,I. Quickley Free Throw 1 of 2 (1 PTS),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
131,PT11M36.00S,2022-02-01T01:06:41.1Z,2,REGULAR,freethrow,2 of 2,[],1630193,,,1610612752,33,23,2022-02-01T01:06:41Z,1280000,,,0,,I. Quickley Free Throw 2 of 2 (2 PTS),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
132,PT11M24.00S,2022-02-01T01:07:01.9Z,2,REGULAR,foul,offensive,[],203090,,,1610612758,33,23,2022-02-01T01:07:10Z,1290000,,,0,,M. Harkless offensive FOUL (3 PF),"[203090, 1630193]",1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,1146.0,3.0,0.0,Quickley,1630193.0
134,PT11M24.00S,2022-02-01T01:07:01.9Z,2,REGULAR,turnover,offensive foul,[],203090,,,1610612758,33,23,2022-02-01T01:07:01Z,1310000,,,0,,M. Harkless offensive foul TURNOVER (2 TO),[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,2.0,,,1146.0,,,,
135,PT11M24.00S,2022-02-01T01:07:02.0Z,2,REGULAR,substitution,out,[],203090,,,1610612752,33,23,2022-02-01T01:07:14Z,1320000,,,0,,SUB out: M. Harkless,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,
136,PT11M24.00S,2022-02-01T01:07:02.0Z,2,REGULAR,substitution,in,[],1630169,,,1610612752,33,23,2022-02-01T01:07:14Z,1330000,,,0,,SUB in: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,
137,PT11M08.00S,2022-02-01T01:07:33.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202692,84.05059132720105,35.53921568627451,1610612752,33,23,2022-02-01T01:07:40Z,1340000,-72.0,97.0,1,right,MISS A. Burks 12' turnaround Shot,[202692],1610612752.0,NYK,turnaround,,,Burks,A. Burks,,,,,12.13,Missed,,,,,,,,,,,,,,,,,,
138,PT11M06.00S,2022-02-01T01:07:35.5Z,2,REGULAR,rebound,defensive,[],1627741,,,1610612758,33,23,2022-02-01T01:07:40Z,1350000,,,0,,B. Hield REBOUND (Off:0 Def:2),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,137.0,2.0,2.0,0.0,,,,,,,,
139,PT10M49.00S,2022-02-01T01:07:52.0Z,2,REGULAR,3pt,Jump Shot,[],1630558,27.414586070959263,79.41176470588235,1610612758,33,23,2022-02-01T01:07:56Z,1360000,-147.0,205.0,1,left,MISS D. Mitchell 25' 3PT,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,25.25,Missed,,,,,,,,,,,,,,,,,,
140,PT10M47.00S,2022-02-01T01:07:54.0Z,2,REGULAR,rebound,defensive,[],1630167,,,1610612752,33,23,2022-02-01T01:07:56Z,1370000,,,0,,O. Toppin REBOUND (Off:0 Def:1),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,139.0,1.0,1.0,0.0,,,,,,,,
141,PT10M39.00S,2022-02-01T01:08:03.3Z,2,REGULAR,3pt,Jump Shot,[],1630193,77.7431011826544,89.2156862745098,1610612752,33,23,2022-02-01T01:08:09Z,1380000,196.0,157.0,1,right,MISS I. Quickley 25' 3PT - blocked,"[1630193, 1630558]",1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,25.1,Missed,,,,,Mitchell,1630558.0,,,,,,,,,,,,
142,PT10M39.00S,2022-02-01T01:08:03.3Z,2,REGULAR,block,,[],1630558,,,1610612752,33,23,2022-02-01T01:08:06Z,1390000,,,0,,D. Mitchell BLOCK (2 BLK),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,
143,PT10M37.00S,2022-02-01T01:08:05.3Z,2,REGULAR,rebound,defensive,[],1627741,,,1610612758,33,23,2022-02-01T01:08:09Z,1400000,,,0,,B. Hield REBOUND (Off:0 Def:3),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,141.0,3.0,3.0,0.0,,,,,,,,
144,PT10M28.00S,2022-02-01T01:08:15.9Z,2,REGULAR,turnover,out-of-bounds,[],1627745,,,1610612758,33,23,2022-02-01T01:08:21Z,1410000,,,0,,D. Jones bad pass out-of-bounds TURNOVER (1 TO),[1627745],1610612758.0,SAC,bad pass,,,Jones,D. Jones,,,,,,,,,,,,,,,,,1.0,,,204058.0,,,,
145,PT10M28.00S,2022-02-01T01:08:16.0Z,2,REGULAR,substitution,out,[],1627745,,,1610612752,33,23,2022-02-01T01:08:32Z,1420000,,,0,,SUB out: D. Jones,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,
146,PT10M28.00S,2022-02-01T01:08:16.0Z,2,REGULAR,substitution,in,[],1626158,,,1610612752,33,23,2022-02-01T01:08:32Z,1430000,,,0,,SUB in: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,
147,PT10M18.00S,2022-02-01T01:08:45.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629656,87.20433639947439,4.6568627450980395,1610612752,33,23,2022-02-01T01:08:51Z,1440000,-227.0,68.0,1,right,MISS Q. Grimes 3PT,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,23.66,Missed,,,,,,,,,,,,,,,,,,
148,PT10M17.00S,2022-02-01T01:08:46.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612758,33,23,2022-02-01T01:08:51Z,1450000,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,147.0,,,,,,,,,,,
149,PT10M17.00S,2022-02-01T01:08:50.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,33,23,2022-02-01T01:08:50Z,1460000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT10M04.00S,2022-02-01T01:09:09.9Z,2,REGULAR,3pt,Jump Shot,[],1627741,29.911300919842315,25.0,1610612758,33,26,2022-02-01T01:09:16Z,1470000,125.0,229.0,1,left,B. Hield 26' 3PT  (6 PTS) (C. Metu 1 AST),"[1627741, 1629002]",1610612758.0,SAC,,,,Hield,B. Hield,,,,,26.06,Made,6.0,C. Metu,1629002.0,1.0,,,,,,,,,,,,,,
152,PT09M41.00S,2022-02-01T01:09:35.2Z,2,REGULAR,turnover,out-of-bounds,[],1630167,,,1610612752,33,26,2022-02-01T01:09:41Z,1490000,,,0,,O. Toppin lost ball out-of-bounds TURNOVER (1 TO),[1630167],1610612752.0,NYK,lost ball,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,1.0,,,204058.0,,,,
153,PT09M35.00S,2022-02-01T01:09:45.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629002,6.258212877792378,47.794117647058826,1610612758,33,26,2022-02-01T01:09:49Z,1500000,11.0,6.0,1,left,MISS C. Metu driving Layup,[1629002],1610612758.0,SAC,driving,,,Metu,C. Metu,,,,,1.27,Missed,,,,,,,,,,,,,,,,,,
154,PT09M33.00S,2022-02-01T01:09:47.0Z,2,REGULAR,rebound,defensive,[],1630167,,,1610612752,33,26,2022-02-01T01:09:49Z,1510000,,,0,,O. Toppin REBOUND (Off:0 Def:2),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,153.0,2.0,2.0,0.0,,,,,,,,
155,PT09M25.00S,2022-02-01T01:09:55.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630193,80.1084099868594,59.068627450980394,1610612752,33,26,2022-02-01T01:10:00Z,1520000,45.0,134.0,1,right,MISS I. Quickley 14' floating Shot,[1630193],1610612752.0,NYK,floating,,,Quickley,I. Quickley,,,,,14.19,Missed,,,,,,,,,,,,,,,,,,
156,PT09M23.00S,2022-02-01T01:09:57.1Z,2,REGULAR,rebound,defensive,[],1626158,,,1610612758,33,26,2022-02-01T01:10:00Z,1530000,,,0,,R. Holmes REBOUND (Off:0 Def:3),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,155.0,3.0,3.0,0.0,,,,,,,,
157,PT09M20.00S,2022-02-01T01:10:00.4Z,2,REGULAR,turnover,bad pass,[],1627741,,,1610612758,33,26,2022-02-01T01:12:13Z,1540000,,,0,,B. Hield bad pass TURNOVER (1 TO),"[1627741, 203457]",1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,1.0,Noel,203457.0,,,,,
158,PT09M20.00S,2022-02-01T01:10:00.4Z,2,REGULAR,steal,,[],203457,,,1610612752,33,26,2022-02-01T01:10:02Z,1550000,,,0,,N. Noel STEAL (2 STL),[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,,,,,,,,,,,,,,,,
159,PT09M10.00S,2022-02-01T01:10:12.9Z,2,REGULAR,foul,personal,['2freethrow'],1626158,,,1610612752,33,26,2022-02-01T01:10:22Z,1560000,,,0,,R. Holmes shooting personal FOUL (1 PF) (Burks 2 FT),"[1626158, 202692]",1610612758.0,SAC,shooting,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,1146.0,1.0,1.0,Burks,202692.0
162,PT09M10.00S,2022-02-01T01:10:27.6Z,2,REGULAR,substitution,out,[],1627741,,,1610612752,33,26,2022-02-01T01:10:51Z,1575000,,,0,,SUB out: B. Hield,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,
163,PT09M10.00S,2022-02-01T01:10:27.6Z,2,REGULAR,substitution,in,[],203084,,,1610612752,33,26,2022-02-01T01:10:51Z,1577500,,,0,,SUB in: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,
161,PT09M10.00S,2022-02-01T01:10:42.4Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],202692,,,1610612752,34,26,2022-02-01T01:10:42Z,1580000,,,0,,A. Burks Free Throw 1 of 2 (4 PTS),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
164,PT09M10.00S,2022-02-01T01:11:05.9Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],202692,,,1610612752,35,26,2022-02-01T01:11:06Z,1590000,,,0,,A. Burks Free Throw 2 of 2 (5 PTS),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
165,PT09M01.00S,2022-02-01T01:11:18.6Z,2,REGULAR,foul,personal,['2freethrow'],1629656,,,1610612758,35,26,2022-02-01T01:11:26Z,1600000,,,0,,Q. Grimes shooting personal FOUL (1 PF) (Holmes 2 FT),"[1629656, 1626158]",1610612752.0,NYK,shooting,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,1146.0,1.0,0.0,Holmes,1626158.0
167,PT09M01.00S,2022-02-01T01:11:41.6Z,2,REGULAR,freethrow,1 of 2,[],1626158,,,1610612758,35,27,2022-02-01T01:12:02Z,1620000,,,0,,R. Holmes Free Throw 1 of 2 (3 PTS),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
168,PT09M01.00S,2022-02-01T01:11:41.6Z,2,REGULAR,freethrow,2 of 2,[],1626158,,,1610612758,35,27,2022-02-01T01:12:02Z,1630000,,,0,,MISS R. Holmes Free Throw 2 of 2,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,Missed,,,,,,,,,,,,,,,,,,
169,PT08M59.00S,2022-02-01T01:11:43.6Z,2,REGULAR,rebound,defensive,[],202692,,,1610612752,35,27,2022-02-01T01:12:02Z,1640000,,,0,,A. Burks REBOUND (Off:0 Def:1),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,168.0,1.0,1.0,0.0,,,,,,,,
170,PT08M43.00S,2022-02-01T01:12:14.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630167,92.9862023653088,51.71568627450981,1610612752,37,27,2022-02-01T01:12:18Z,1650000,9.0,13.0,1,right,O. Toppin driving Layup (2 PTS) (N. Noel 2 AST),"[1630167, 203457]",1610612752.0,NYK,driving,,,Toppin,O. Toppin,,,,,1.59,Made,2.0,N. Noel,203457.0,2.0,,,,,,,,,,,,,,
171,PT08M34.00S,2022-02-01T01:12:26.5Z,2,REGULAR,foul,personal,['2freethrow'],1630167,,,1610612758,37,27,2022-02-01T01:12:36Z,1660000,,,0,,O. Toppin shooting personal FOUL (1 PF) (Barnes 2 FT),"[1630167, 203084]",1610612752.0,NYK,shooting,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,204058.0,1.0,0.0,Barnes,203084.0
176,PT08M34.00S,2022-02-01T01:12:38.6Z,2,REGULAR,substitution,out,[],203457,,,1610612758,37,27,2022-02-01T01:12:56Z,1675000,,,0,,SUB out: N. Noel,[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,,,,,,,,,,,,,,,,
177,PT08M34.00S,2022-02-01T01:12:38.6Z,2,REGULAR,substitution,in,[],1629011,,,1610612758,37,27,2022-02-01T01:12:56Z,1677500,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
173,PT08M34.00S,2022-02-01T01:12:50.8Z,2,REGULAR,freethrow,1 of 2,[],203084,,,1610612758,37,27,2022-02-01T01:13:19Z,1680000,,,0,,MISS H. Barnes Free Throw 1 of 2,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,Missed,,,,,,,,,,,,,,,,,,
174,PT08M34.00S,2022-02-01T01:12:50.8Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612758,37,27,2022-02-01T01:13:19Z,1690000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,173.0,,,,,,,,,,,
178,PT08M34.00S,2022-02-01T01:12:50.8Z,2,REGULAR,freethrow,2 of 2,[],203084,,,1610612758,37,27,2022-02-01T01:13:19Z,1700000,,,0,,MISS H. Barnes Free Throw 2 of 2,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,Missed,,,,,,,,,,,,,,,,,,
