actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,jumpBallRecoverdPersonId,playerName,playerNameI,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,value
90,PT05M08.00S,2022-02-03T00:59:06.1Z,1,REGULAR,foul,personal,['1freethrow'],1629628,,,1610612763,11,15,2022-02-03T00:59:16Z,840000,,,0,,R. Barrett shooting personal FOUL (1 PF) (Anderson 1 FT),"[1629628, 203937]",1610612752.0,NYK,shooting,,,,,,,Barrett,R. Barrett,,,,,,,,,204059.0,1.0,0.0,Anderson,203937.0,,,,,,,,
92,PT05M08.00S,2022-02-03T00:59:33.2Z,1,REGULAR,freethrow,1 of 1,[],203937,,,1610612763,11,15,2022-02-03T00:59:33Z,860000,,,0,,MISS K. Anderson Free Throw 1 of 1,[203937],1610612763.0,MEM,,,,,,,,Anderson,K. Anderson,,Missed,,,,,,,,,,,,,,,,,,,
93,PT05M06.00S,2022-02-03T00:59:35.2Z,1,REGULAR,rebound,offensive,[],1629630,,,1610612763,11,15,2022-02-03T00:59:39Z,870000,,,0,,J. Morant REBOUND (Off:1 Def:0),[1629630],1610612763.0,MEM,,,,,,,,Morant,J. Morant,,,,,92.0,1.0,0.0,1.0,,,,,,,,,,,,,
94,PT05M03.00S,2022-02-03T00:59:37.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629001,78.40013140604468,87.99019607843137,1610612763,11,18,2022-02-03T00:59:41Z,880000,190.0,151.0,1,right,D. Melton 24' 3PT  (3 PTS) (J. Morant 2 AST),"[1629001, 1629630]",1610612763.0,MEM,,,,,,,,Melton,D. Melton,24.24,Made,,,,,,,,,,,,3.0,,,,J. Morant,1629630.0,2.0,
96,PT04M43.00S,2022-02-03T00:59:57.3Z,1,REGULAR,3pt,Jump Shot,[],203095,9.674770039421814,95.58823529411765,1610612752,14,18,2022-02-03T01:00:01Z,900000,-228.0,38.0,1,left,E. Fournier 3PT step back (6 PTS) (J. Randle 3 AST),"[203095, 203944]",1610612752.0,NYK,step back,,,,,,,Fournier,E. Fournier,23.11,Made,,,,,,,,,,,,6.0,,,,J. Randle,203944.0,3.0,
98,PT04M25.00S,2022-02-03T01:00:15.7Z,1,REGULAR,3pt,Jump Shot,[],1629001,77.08607095926413,10.784313725490197,1610612763,14,21,2022-02-03T01:00:19Z,920000,-196.0,163.0,1,right,D. Melton 25' 3PT  (6 PTS) (J. Morant 3 AST),"[1629001, 1629630]",1610612763.0,MEM,,,,,,,,Melton,D. Melton,25.49,Made,,,,,,,,,,,,6.0,,,,J. Morant,1629630.0,3.0,
100,PT04M13.00S,2022-02-03T01:00:27.3Z,1,REGULAR,3pt,Jump Shot,[],203944,27.414586070959263,79.41176470588235,1610612752,17,21,2022-02-03T01:00:31Z,940000,-147.0,205.0,1,left,J. Randle 25' 3PT  (3 PTS) (R. Barrett 1 AST),"[203944, 1629628]",1610612752.0,NYK,,,,,,,,Randle,J. Randle,25.25,Made,,,,,,,,,,,,3.0,,,,R. Barrett,1629628.0,1.0,
102,PT04M01.00S,2022-02-03T01:00:39.3Z,1,REGULAR,2pt,Jump Shot,[],1629630,93.24901445466492,17.647058823529413,1610612763,17,23,2022-02-03T01:02:03Z,960000,-162.0,11.0,1,right,J. Morant 16' fadeaway Jump Shot (6 PTS),[1629630],1610612763.0,MEM,fadeaway,,,,,,,Morant,J. Morant,16.22,Made,,,,,,,,,,,,6.0,,,,,,,
103,PT03M45.00S,2022-02-03T01:00:55.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203944,7.5722733245729295,51.225490196078425,1610612752,17,23,2022-02-03T01:01:00Z,970000,-6.0,19.0,1,left,MISS J. Randle driving Layup,[203944],1610612752.0,NYK,driving,,,,,,,Randle,J. Randle,1.97,Missed,,,,,,,,,,,,,,,,,,,
104,PT03M43.00S,2022-02-03T01:00:57.3Z,1,REGULAR,rebound,offensive,[],203944,,,1610612752,17,23,2022-02-03T01:01:00Z,980000,,,0,,J. Randle REBOUND (Off:1 Def:1),[203944],1610612752.0,NYK,,,,,,,,Randle,J. Randle,,,,,103.0,2.0,1.0,1.0,,,,,,,,,,,,,
105,PT03M43.00S,2022-02-03T01:00:57.8Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203944,5.590000152587891,50.0,1610612752,19,23,2022-02-03T01:04:33Z,990000,0.0,0.0,1,left,J. Randle tip Layup (5 PTS),[203944],1610612752.0,NYK,tip,,,,,,,Randle,J. Randle,0.0,Made,,,,,,,,,,,,5.0,,,,,,,
106,PT03M35.00S,2022-02-03T01:01:05.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203937,91.5407358738502,50.0,1610612763,19,25,2022-02-03T01:01:08Z,1000000,0.0,27.0,1,right,K. Anderson driving Layup (4 PTS),[203937],1610612763.0,MEM,driving,,,,,,,Anderson,K. Anderson,2.7,Made,,,,,,,,,,,,4.0,,,,,,,
107,PT03M22.00S,2022-02-03T01:01:18.1Z,1,REGULAR,3pt,Jump Shot,[],203944,28.597240473061763,76.22549019607843,1610612752,19,25,2022-02-03T01:01:26Z,1010000,-131.0,216.0,1,left,MISS J. Randle 25' 3PT,[203944],1610612752.0,NYK,,,,,,,,Randle,J. Randle,25.29,Missed,,,,,,,,,,,,,,,,,,,
108,PT03M20.00S,2022-02-03T01:01:20.1Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,19,25,2022-02-03T01:01:26Z,1020000,,,0,,S. Adams REBOUND (Off:1 Def:3),[203500],1610612763.0,MEM,,,,,,,,Adams,S. Adams,,,,,107.0,4.0,3.0,1.0,,,,,,,,,,,,,
109,PT03M14.00S,2022-02-03T01:01:26.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629001,75.1149802890933,84.31372549019608,1610612763,19,28,2022-02-03T01:01:31Z,1030000,172.0,181.0,1,right,D. Melton 24' 3PT  (9 PTS) (J. Morant 4 AST),"[1629001, 1629630]",1610612763.0,MEM,,,,,,,,Melton,D. Melton,24.97,Made,,,,,,,,,,,,9.0,,,,J. Morant,1629630.0,4.0,
111,PT03M13.00S,2022-02-03T01:01:30.9Z,1,REGULAR,timeout,full,['team'],0,,,1610612752,19,28,2022-02-03T01:01:30Z,1050000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M13.00S,2022-02-03T01:01:31.0Z,1,REGULAR,substitution,out,[],203095,,,1610612752,19,28,2022-02-03T01:04:45Z,1060000,,,0,,SUB out: E. Fournier,[203095],1610612752.0,NYK,,,,,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,
113,PT03M13.00S,2022-02-03T01:01:31.0Z,1,REGULAR,substitution,out,[],203500,,,1610612752,19,28,2022-02-03T01:04:45Z,1070000,,,0,,SUB out: S. Adams,[203500],1610612763.0,MEM,,,,,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,
114,PT03M13.00S,2022-02-03T01:01:31.0Z,1,REGULAR,substitution,out,[],1630533,,,1610612752,19,28,2022-02-03T01:04:45Z,1080000,,,0,,SUB out: Z. Williams,[1630533],1610612763.0,MEM,,,,,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,
115,PT03M13.00S,2022-02-03T01:01:31.0Z,1,REGULAR,substitution,in,[],1629656,,,1610612752,19,28,2022-02-03T01:04:45Z,1090000,,,0,,SUB in: Q. Grimes,[1629656],1610612752.0,NYK,,,,,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,
116,PT03M13.00S,2022-02-03T01:01:31.0Z,1,REGULAR,substitution,in,[],1629723,,,1610612752,19,28,2022-02-03T01:04:45Z,1100000,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,
117,PT03M13.00S,2022-02-03T01:01:31.0Z,1,REGULAR,substitution,in,[],1629634,,,1610612752,19,28,2022-02-03T01:04:45Z,1110000,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,
118,PT02M53.00S,2022-02-03T01:05:29.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202692,8.886333771353483,47.05882352941176,1610612752,19,28,2022-02-03T01:05:35Z,1120000,15.0,31.0,1,left,MISS A. Burks driving finger roll Layup,[202692],1610612752.0,NYK,driving finger roll,,,,,,,Burks,A. Burks,3.43,Missed,,,,,,,,,,,,,,,,,,,
119,PT02M51.00S,2022-02-03T01:05:31.3Z,1,REGULAR,rebound,defensive,[],1629001,,,1610612763,19,28,2022-02-03T01:05:35Z,1130000,,,0,,D. Melton REBOUND (Off:0 Def:1),[1629001],1610612763.0,MEM,,,,,,,,Melton,D. Melton,,,,,118.0,1.0,1.0,0.0,,,,,,,,,,,,,
120,PT02M37.00S,2022-02-03T01:05:43.9Z,1,REGULAR,3pt,Jump Shot,[],1629001,79.05716162943496,90.19607843137256,1610612763,19,28,2022-02-03T01:05:50Z,1140000,201.0,144.0,1,right,MISS D. Melton 24' 3PT,[1629001],1610612763.0,MEM,,,,,,,,Melton,D. Melton,24.75,Missed,,,,,,,,,,,,,,,,,,,
121,PT02M35.00S,2022-02-03T01:05:45.9Z,1,REGULAR,rebound,defensive,[],1629656,,,1610612752,19,28,2022-02-03T01:06:24Z,1150000,,,0,,Q. Grimes REBOUND (Off:0 Def:1),[1629656],1610612752.0,NYK,,,,,,,,Grimes,Q. Grimes,,,,,120.0,1.0,1.0,0.0,,,,,,,,,,,,,
122,PT02M28.00S,2022-02-03T01:05:54.2Z,1,REGULAR,turnover,lost ball,[],1629628,,,1610612752,19,28,2022-02-03T01:05:59Z,1160000,,,0,,R. Barrett lost ball TURNOVER (1 TO),"[1629628, 203937]",1610612752.0,NYK,,,,,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,1.0,Anderson,203937.0,,,,
123,PT02M28.00S,2022-02-03T01:05:54.2Z,1,REGULAR,steal,,[],203937,,,1610612763,19,28,2022-02-03T01:05:55Z,1170000,,,0,,K. Anderson STEAL (1 STL),[203937],1610612763.0,MEM,,,,,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,
124,PT02M26.00S,2022-02-03T01:05:58.5Z,1,REGULAR,foul,personal,['2freethrow'],202692,,,1610612763,19,28,2022-02-03T01:06:08Z,1180000,,,0,,A. Burks shooting personal FOUL (1 PF) (Clarke 2 FT),"[202692, 1629634]",1610612752.0,NYK,shooting,,,,,,,Burks,A. Burks,,,,,,,,,202037.0,1.0,0.0,Clarke,1629634.0,,,,,,,,
126,PT02M26.00S,2022-02-03T01:06:35.8Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1629634,,,1610612763,19,28,2022-02-03T01:06:35Z,1200000,,,0,,MISS B. Clarke Free Throw 1 of 2,[1629634],1610612763.0,MEM,,,,,,,,Clarke,B. Clarke,,Missed,,,,,,,,,,,,,,,,,,,
127,PT02M26.00S,2022-02-03T01:06:35.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,19,28,2022-02-03T01:06:35Z,1210000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,126.0,,,,,,,,,,,,,,,,
128,PT02M26.00S,2022-02-03T01:06:51.9Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1629634,,,1610612763,19,29,2022-02-03T01:06:51Z,1220000,,,0,,B. Clarke Free Throw 2 of 2 (1 PTS),[1629634],1610612763.0,MEM,,,,,,,,Clarke,B. Clarke,,Made,,,,,,,,,,,,1.0,,,,,,,
129,PT02M08.00S,2022-02-03T01:07:16.0Z,1,REGULAR,foul,personal,['2freethrow'],203937,,,1610612752,19,29,2022-02-03T01:07:46Z,1230000,,,0,,K. Anderson shooting personal FOUL (1 PF) (Burks 2 FT),"[203937, 202692]",1610612763.0,MEM,shooting,,,,,,,Anderson,K. Anderson,,,,,,,,,2882.0,1.0,0.0,Burks,202692.0,,,,,,,,
132,PT02M08.00S,2022-02-03T01:07:32.8Z,1,REGULAR,substitution,out,[],1629628,,,1610612752,19,29,2022-02-03T01:08:00Z,1245000,,,0,,SUB out: R. Barrett,[1629628],1610612752.0,NYK,,,,,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,
133,PT02M08.00S,2022-02-03T01:07:32.8Z,1,REGULAR,substitution,out,[],1629630,,,1610612752,19,29,2022-02-03T01:08:00Z,1247500,,,0,,SUB out: J. Morant,[1629630],1610612763.0,MEM,,,,,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,
134,PT02M08.00S,2022-02-03T01:07:32.8Z,1,REGULAR,substitution,in,[],1630193,,,1610612752,19,29,2022-02-03T01:08:00Z,1248750,,,0,,SUB in: I. Quickley,[1630193],1610612752.0,NYK,,,,,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,
135,PT02M08.00S,2022-02-03T01:07:32.8Z,1,REGULAR,substitution,in,[],1626145,,,1610612752,19,29,2022-02-03T01:08:00Z,1249375,,,0,,SUB in: T. Jones,[1626145],1610612763.0,MEM,,,,,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,
131,PT02M08.00S,2022-02-03T01:07:49.7Z,1,REGULAR,freethrow,1 of 2,[],202692,,,1610612752,20,29,2022-02-03T01:07:49Z,1250000,,,0,,A. Burks Free Throw 1 of 2 (1 PTS),[202692],1610612752.0,NYK,,,,,,,,Burks,A. Burks,,Made,,,,,,,,,,,,1.0,,,,,,,
136,PT02M08.00S,2022-02-03T01:08:13.3Z,1,REGULAR,freethrow,2 of 2,[],202692,,,1610612752,21,29,2022-02-03T01:08:13Z,1260000,,,0,,A. Burks Free Throw 2 of 2 (2 PTS),[202692],1610612752.0,NYK,,,,,,,,Burks,A. Burks,,Made,,,,,,,,,,,,2.0,,,,,,,
137,PT01M53.00S,2022-02-03T01:08:29.3Z,1,REGULAR,2pt,Jump Shot,[],1629001,74.85216819973719,31.862745098039213,1610612763,21,31,2022-02-03T01:08:34Z,1270000,-91.0,184.0,1,right,D. Melton 20' step back Jump Shot (11 PTS) (K. Anderson 1 AST),"[1629001, 203937]",1610612763.0,MEM,step back,,,,,,,Melton,D. Melton,20.51,Made,,,,,,,,,,,,11.0,,,,K. Anderson,203937.0,1.0,
139,PT01M38.00S,2022-02-03T01:08:44.2Z,1,REGULAR,2pt,Jump Shot,[],1629656,23.73521681997372,29.901960784313726,1610612752,23,31,2022-02-03T01:09:05Z,1290000,100.0,171.0,1,left,Q. Grimes 19' pullup Jump Shot (2 PTS) (J. Randle 4 AST),"[1629656, 203944]",1610612752.0,NYK,pullup,,,,,,,Grimes,Q. Grimes,19.8,Made,,,,,,,,,,,,2.0,,,,J. Randle,203944.0,4.0,
141,PT01M26.00S,2022-02-03T01:08:56.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,88.51839684625493,37.00980392156863,1610612763,23,33,2022-02-03T01:08:59Z,1310000,-65.0,55.0,1,right,T. Jones 8' driving floating Jump Shot (2 PTS) (K. Anderson 2 AST),"[1626145, 203937]",1610612763.0,MEM,driving floating,,,,,,,Jones,T. Jones,8.54,Made,,,,,,,,,,,,2.0,,,,K. Anderson,203937.0,2.0,
143,PT01M07.00S,2022-02-03T01:09:14.9Z,1,REGULAR,foul,personal,['2freethrow'],1629634,,,1610612752,23,33,2022-02-03T01:09:29Z,1330000,,,0,,B. Clarke shooting personal FOUL (1 PF) (Burks 2 FT),"[1629634, 202692]",1610612763.0,MEM,shooting,,,,,,,Clarke,B. Clarke,,,,,,,,,202037.0,1.0,0.0,Burks,202692.0,,,,,,,,
145,PT01M07.00S,2022-02-03T01:09:47.9Z,1,REGULAR,freethrow,1 of 2,[],202692,,,1610612752,24,33,2022-02-03T01:09:47Z,1350000,,,0,,A. Burks Free Throw 1 of 2 (3 PTS),[202692],1610612752.0,NYK,,,,,,,,Burks,A. Burks,,Made,,,,,,,,,,,,3.0,,,,,,,
146,PT01M07.00S,2022-02-03T01:10:05.3Z,1,REGULAR,freethrow,2 of 2,[],202692,,,1610612752,25,33,2022-02-03T01:10:05Z,1360000,,,0,,A. Burks Free Throw 2 of 2 (4 PTS),[202692],1610612752.0,NYK,,,,,,,,Burks,A. Burks,,Made,,,,,,,,,,,,4.0,,,,,,,
147,PT00M47.70S,2022-02-03T01:10:28.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629634,94.30026281208936,49.754901960784316,1610612763,25,35,2022-02-03T01:10:32Z,1370000,-1.0,1.0,1,right,B. Clarke alley-oop DUNK (3 PTS) (K. Anderson 3 AST),"[1629634, 203937]",1610612763.0,MEM,alley-oop,,,,,,,Clarke,B. Clarke,0.16,Made,,,,,,,,,,,,3.0,,,,K. Anderson,203937.0,3.0,
149,PT00M28.50S,2022-02-03T01:10:49.3Z,1,REGULAR,turnover,bad pass,[],203944,,,1610612752,25,35,2022-02-03T01:10:56Z,1390000,,,0,,J. Randle bad pass TURNOVER (1 TO),[203944],1610612752.0,NYK,,,,,,,,Randle,J. Randle,,,,,,,,,,,,,,,1.0,,,,,,
150,PT00M26.20S,2022-02-03T01:11:12.4Z,1,REGULAR,turnover,bad pass,[],1629001,,,1610612763,25,35,2022-02-03T01:11:16Z,1400000,,,0,,D. Melton bad pass TURNOVER (1 TO),"[1629001, 203944]",1610612763.0,MEM,,,,,,,,Melton,D. Melton,,,,,,,,,,,,,,,1.0,Randle,203944.0,,,,
151,PT00M26.20S,2022-02-03T01:11:12.4Z,1,REGULAR,steal,,[],203944,,,1610612752,25,35,2022-02-03T01:11:14Z,1410000,,,0,,J. Randle STEAL (1 STL),[203944],1610612752.0,NYK,,,,,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,
152,PT00M24.50S,2022-02-03T01:11:15.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203944,5.863994743758213,49.01960784313725,1610612752,27,35,2022-02-03T01:11:21Z,1420000,5.0,3.0,1,left,J. Randle running DUNK (7 PTS),[203944],1610612752.0,NYK,running,,,,,,,Randle,J. Randle,0.55,Made,,,,,,,,,,,,7.0,,,,,,,
153,PT00M04.50S,2022-02-03T01:11:44.2Z,1,REGULAR,foul,personal,[],1630193,,,1610612763,27,35,2022-02-03T01:12:05Z,1430000,,,0,,I. Quickley personal FOUL (1 PF),"[1630193, 203937]",1610612752.0,NYK,,,,,,,,Quickley,I. Quickley,,,,,,,,,204059.0,1.0,0.0,Anderson,203937.0,,,,,,,,
155,PT00M04.50S,2022-02-03T01:11:44.3Z,1,REGULAR,substitution,out,[],1629723,,,1610612763,27,35,2022-02-03T01:12:15Z,1450000,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,,,,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,
156,PT00M04.50S,2022-02-03T01:11:44.3Z,1,REGULAR,substitution,in,[],1630217,,,1610612763,27,35,2022-02-03T01:12:15Z,1460000,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,
157,PT00M01.00S,2022-02-03T01:12:29.0Z,1,REGULAR,3pt,Jump Shot,[],203937,95.22010512483574,96.07843137254902,1610612763,27,35,2022-02-03T01:12:51Z,1470000,230.0,-8.0,1,right,MISS K. Anderson 3PT,[203937],1610612763.0,MEM,,,,,,,,Anderson,K. Anderson,23.05,Missed,,,,,,,,,,,,,,,,,,,
158,PT00M01.00S,2022-02-03T01:12:29.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612763,27,35,2022-02-03T01:12:42Z,1480000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,157.0,,,,,,,,,,,,,,,,
159,PT00M00.00S,2022-02-03T01:12:32.9Z,1,REGULAR,period,end,[],0,,,1610612763,27,35,2022-02-03T01:12:32Z,1490000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2022-02-03T01:15:15.8Z,2,REGULAR,substitution,out,['startperiod'],203944,,,1610612763,27,35,2022-02-03T01:16:08Z,1500000,,,0,,SUB out: J. Randle,[203944],1610612752.0,NYK,,,,,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2022-02-03T01:15:15.8Z,2,REGULAR,substitution,out,['startperiod'],1629001,,,1610612763,27,35,2022-02-03T01:16:08Z,1510000,,,0,,SUB out: D. Melton,[1629001],1610612763.0,MEM,,,,,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2022-02-03T01:15:15.8Z,2,REGULAR,substitution,out,['startperiod'],203937,,,1610612763,27,35,2022-02-03T01:16:08Z,1520000,,,0,,SUB out: K. Anderson,[203937],1610612763.0,MEM,,,,,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2022-02-03T01:15:15.8Z,2,REGULAR,substitution,in,['startperiod'],1630167,,,1610612763,27,35,2022-02-03T01:16:08Z,1530000,,,0,,SUB in: O. Toppin,[1630167],1610612752.0,NYK,,,,,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2022-02-03T01:15:15.8Z,2,REGULAR,substitution,in,['startperiod'],1628991,,,1610612763,27,35,2022-02-03T01:16:08Z,1540000,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2022-02-03T01:15:15.8Z,2,REGULAR,substitution,in,['startperiod'],1629723,,,1610612763,27,35,2022-02-03T01:16:08Z,1550000,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2022-02-03T01:16:11.9Z,2,REGULAR,period,start,[],0,,,1610612752,27,35,2022-02-03T01:16:11Z,1560000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT11M44.00S,2022-02-03T01:16:26.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202692,15.719448094612352,35.049019607843135,1610612752,27,35,2022-02-03T01:16:31Z,1570000,75.0,95.0,1,left,MISS A. Burks 12' Jump Shot,[202692],1610612752.0,NYK,,,,,,,,Burks,A. Burks,12.11,Missed,,,,,,,,,,,,,,,,,,,
168,PT11M42.00S,2022-02-03T01:16:28.6Z,2,REGULAR,rebound,defensive,[],1628991,,,1610612763,27,35,2022-02-03T01:16:31Z,1580000,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:2),[1628991],1610612763.0,MEM,,,,,,,,Jackson Jr.,J. Jackson Jr.,,,,,167.0,2.0,2.0,0.0,,,,,,,,,,,,,
169,PT11M37.00S,2022-02-03T01:16:34.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629634,94.43166885676742,48.77450980392157,1610612763,27,37,2022-02-03T01:16:39Z,1590000,-6.0,0.0,1,right,B. Clarke driving DUNK (5 PTS) (D. Bane 1 AST),"[1629634, 1630217]",1610612763.0,MEM,driving,,,,,,,Clarke,B. Clarke,0.61,Made,,,,,,,,,,,,5.0,,,,D. Bane,1630217.0,1.0,
171,PT11M23.00S,2022-02-03T01:16:47.2Z,2,REGULAR,3pt,Jump Shot,[],1630193,31.225361366622867,62.99019607843137,1610612752,27,37,2022-02-03T01:17:25Z,1610000,-65.0,241.0,1,left,MISS I. Quickley 24' pullup 3PT,[1630193],1610612752.0,NYK,pullup,,,,,,,Quickley,I. Quickley,24.96,Missed,,,,,,,,,,,,,,,,,,,
172,PT11M21.00S,2022-02-03T01:16:49.2Z,2,REGULAR,rebound,defensive,[],1628991,,,1610612763,27,37,2022-02-03T01:16:53Z,1620000,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:3),[1628991],1610612763.0,MEM,,,,,,,,Jackson Jr.,J. Jackson Jr.,,,,,171.0,3.0,3.0,0.0,,,,,,,,,,,,,
173,PT11M11.00S,2022-02-03T01:16:59.7Z,2,REGULAR,3pt,Jump Shot,[],1626145,74.19513797634691,80.3921568627451,1610612763,27,37,2022-02-03T01:17:06Z,1630000,152.0,190.0,1,right,MISS T. Jones 24' 3PT,[1626145],1610612763.0,MEM,,,,,,,,Jones,T. Jones,24.34,Missed,,,,,,,,,,,,,,,,,,,
174,PT11M09.00S,2022-02-03T01:17:01.7Z,2,REGULAR,rebound,defensive,[],202692,,,1610612752,27,37,2022-02-03T01:17:06Z,1640000,,,0,,A. Burks REBOUND (Off:0 Def:1),[202692],1610612752.0,NYK,,,,,,,,Burks,A. Burks,,,,,173.0,1.0,1.0,0.0,,,,,,,,,,,,,
175,PT11M00.00S,2022-02-03T01:17:11.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202692,8.278580814717477,47.958792892156865,1610612752,27,37,2022-02-03T01:17:21Z,1650000,10.0,25.0,1,left,MISS A. Burks driving Layup,[202692],1610612752.0,NYK,driving,,,,,,,Burks,A. Burks,2.73,Missed,,,,,,,,,,,,,,,,,,,
176,PT10M58.00S,2022-02-03T01:17:13.1Z,2,REGULAR,rebound,defensive,[],1629723,,,1610612763,27,37,2022-02-03T01:17:21Z,1660000,,,0,,J. Konchar REBOUND (Off:0 Def:1),[1629723],1610612763.0,MEM,,,,,,,,Konchar,J. Konchar,,,,,175.0,1.0,1.0,0.0,,,,,,,,,,,,,
177,PT10M53.00S,2022-02-03T01:17:17.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629723,72.7496714848883,82.1078431372549,1610612763,27,40,2022-02-03T01:17:26Z,1670000,161.0,204.0,1,right,J. Konchar 25' 3PT  (3 PTS) (T. Jones 1 AST),"[1629723, 1626145]",1610612763.0,MEM,,,,,,,,Konchar,J. Konchar,25.93,Made,,,,,,,,,,,,3.0,,,,T. Jones,1626145.0,1.0,
179,PT10M34.00S,2022-02-03T01:17:36.6Z,2,REGULAR,3pt,Jump Shot,[],1630193,32.670827858081466,47.30392156862745,1610612752,27,40,2022-02-03T01:17:44Z,1690000,13.0,255.0,1,left,MISS I. Quickley 25' step back 3PT,[1630193],1610612752.0,NYK,step back,,,,,,,Quickley,I. Quickley,25.5,Missed,,,,,,,,,,,,,,,,,,,
180,PT10M32.00S,2022-02-03T01:17:38.6Z,2,REGULAR,rebound,offensive,[],203457,,,1610612752,27,40,2022-02-03T01:17:44Z,1700000,,,0,,N. Noel REBOUND (Off:1 Def:0),[203457],1610612752.0,NYK,,,,,,,,Noel,N. Noel,,,,,179.0,1.0,0.0,1.0,,,,,,,,,,,,,
181,PT10M28.00S,2022-02-03T01:17:43.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630167,28.203022339027594,76.9607843137255,1610612752,27,40,2022-02-03T01:17:48Z,1710000,-135.0,213.0,1,left,MISS O. Toppin 25' 3PT,[1630167],1610612752.0,NYK,,,,,,,,Toppin,O. Toppin,25.17,Missed,,,,,,,,,,,,,,,,,,,
