actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
2,PT12M00.00S,2021-12-04T18:11:39.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2021-12-04T18:11:39Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2021-12-04T18:11:42.3Z,1,REGULAR,jumpball,recovered,[],201145,,,1610612743,0,0,2021-12-04T18:11:42Z,40000,,,0,,Jump Ball N. Jokic vs. M. Robinson: Tip to J. Green,"[201145, 203999, 1629011]",1610612743.0,DEN,startperiod,J. Green,201145.0,Green,J. Green,Jokic,203999.0,Robinson,1629011.0,,,,,,,,,,,,,,,,,,,,,
12,PT11M35.00S,2021-12-04T18:12:03.6Z,1,REGULAR,2pt,Jump Shot,[],203999,16.951379763469117,72.96262254901961,1610612743,0,2,2021-12-04T18:16:03Z,70000,-115.0,107.0,1,left,N. Jokic 15' turnaround Jump Shot (2 PTS) (W. Barton 1 AST),"[203999, 203115]",1610612743.0,DEN,turnaround,,,Jokic,N. Jokic,,,,,15.68,Made,2.0,W. Barton,203115.0,1.0,,,,,,,,,,,,,,,
9,PT11M20.00S,2021-12-04T18:12:34.5Z,1,REGULAR,3pt,Jump Shot,[],1629628,69.33311432325887,68.13725490196079,1610612752,0,2,2021-12-04T18:15:02Z,90000,91.0,236.0,1,right,MISS R. Barrett 25' 3PT,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,25.26,Missed,,,,,,,,,,,,,,,,,,,
10,PT11M15.00S,2021-12-04T18:12:39.5Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,0,2,2021-12-04T18:15:02Z,100000,,,0,,N. Jokic REBOUND (Off:0 Def:1),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,
11,PT10M58.00S,2021-12-04T18:12:40.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203932,5.732588699080158,51.470588235294116,1610612743,0,4,2021-12-04T18:13:23Z,110000,-7.0,1.0,1,left,A. Gordon Layup (2 PTS) (N. Jokic 1 AST),"[203932, 203999]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,0.75,Made,2.0,N. Jokic,203999.0,1.0,,,,,,,,,,,,,,,
14,PT10M32.00S,2021-12-04T18:13:06.3Z,1,REGULAR,3pt,Jump Shot,[],1629628,74.32654402102497,81.61764705882352,1610612752,0,4,2021-12-04T18:16:10Z,130000,158.0,189.0,1,right,MISS R. Barrett 24' pullup 3PT,[1629628],1610612752.0,NYK,pullup,,,Barrett,R. Barrett,,,,,24.63,Missed,,,,,,,,,,,,,,,,,,,
15,PT10M32.00S,2021-12-04T18:13:06.3Z,1,REGULAR,rebound,defensive,[],203115,,,1610612743,0,4,2021-12-04T18:13:27Z,140000,,,0,,W. Barton REBOUND (Off:0 Def:1),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,,
17,PT10M22.00S,2021-12-04T18:13:16.6Z,1,REGULAR,3pt,Jump Shot,[],203999,31.882391590013142,64.95098039215686,1610612743,0,4,2021-12-04T18:13:29Z,150000,-75.0,247.0,1,left,MISS N. Jokic 25' 3PT,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,25.83,Missed,,,,,,,,,,,,,,,,,,,
18,PT10M19.00S,2021-12-04T18:13:19.6Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612752,0,4,2021-12-04T18:13:29Z,160000,,,0,,R. Barrett REBOUND (Off:0 Def:1),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,,,,
