actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
22,PT09M28.00S,2021-11-01T23:43:34.7Z,1,REGULAR,3pt,Jump Shot,[],1627832,34.11629434954008,55.88235294117647,1610612761,6,2,2021-11-01T23:43:41Z,220000,-29.0,268.0,1,left,MISS F. VanVleet 26' 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,26.98,Missed,,,,,,,,,,,,,,,,,,,
23,PT09M26.00S,2021-11-01T23:43:36.7Z,1,REGULAR,rebound,defensive,[],203095,,,1610612752,6,2,2021-11-01T23:43:41Z,230000,,,0,,E. Fournier REBOUND (Off:0 Def:1),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,22.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
24,PT09M21.00S,2021-11-01T23:43:44.7Z,1,REGULAR,foul,personal,['2freethrow'],1629004,,,1610612752,6,2,2021-11-01T23:44:01Z,240000,,,0,,S. Mykhailiuk shooting personal FOUL (1 PF) (Fournier 2 FT),"[1629004, 203095]",1610612761.0,TOR,shooting,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,201246.0,1.0,0.0,Fournier,203095.0,,,,
26,PT09M21.00S,2021-11-01T23:44:14.3Z,1,REGULAR,freethrow,1 of 2,[],203095,,,1610612752,6,2,2021-11-01T23:44:31Z,260000,,,0,,MISS E. Fournier Free Throw 1 of 2,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,Missed,,,,,,,,,,,,,,,,,,,
27,PT09M21.00S,2021-11-01T23:44:14.3Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612752,6,2,2021-11-01T23:44:31Z,270000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,
28,PT09M21.00S,2021-11-01T23:44:14.3Z,1,REGULAR,freethrow,2 of 2,[],203095,,,1610612752,6,2,2021-11-01T23:44:31Z,280000,,,0,,MISS E. Fournier Free Throw 2 of 2,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,Missed,,,,,,,,,,,,,,,,,,,
29,PT09M19.00S,2021-11-01T23:44:16.3Z,1,REGULAR,rebound,offensive,[],1629011,,,1610612752,6,2,2021-11-01T23:44:31Z,290000,,,0,,M. Robinson REBOUND (Off:1 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,28.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
30,PT09M13.00S,2021-11-01T23:44:32.3Z,1,REGULAR,turnover,lost ball,[],203095,,,1610612752,6,2,2021-11-01T23:44:36Z,300000,,,0,,E. Fournier lost ball TURNOVER (1 TO),"[203095, 1629018]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,1.0,Trent Jr.,1629018.0,
31,PT09M13.00S,2021-11-01T23:44:32.3Z,1,REGULAR,steal,,[],1629018,,,1610612761,6,2,2021-11-01T23:44:34Z,310000,,,0,,G. Trent Jr. STEAL (1 STL),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
32,PT09M09.00S,2021-11-01T23:44:35.5Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629018,5.338370565045992,50.245098039215684,1610612761,6,4,2021-11-01T23:45:40Z,320000,-1.0,-2.0,1,left,G. Trent Jr. running DUNK (2 PTS),[1629018],1610612761.0,TOR,running,,,Trent Jr.,G. Trent Jr.,,,,,0.26,Made,,,,,,,2.0,,,,,,,,,,,,
33,PT08M57.00S,2021-11-01T23:44:49.4Z,1,REGULAR,3pt,Jump Shot,[],202689,69.85873850197109,69.11764705882352,1610612752,6,4,2021-11-01T23:46:37Z,330000,96.0,231.0,1,right,MISS K. Walker 24' pullup 3PT,[202689],1610612752.0,NYK,pullup,,,Walker,K. Walker,,,,,24.98,Missed,,,,,,,,,,,,,,,,,,,
34,PT08M55.00S,2021-11-01T23:44:51.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612761,6,4,2021-11-01T23:45:04Z,340000,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,33.0,,,,,,,,,,,,,,,,,,
35,PT08M55.00S,2021-11-01T23:44:58.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,6,4,2021-11-01T23:44:58Z,350000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,PT08M38.00S,2021-11-01T23:45:18.3Z,1,REGULAR,2pt,Jump Shot,[],1630173,6.1268068331143235,83.82352941176471,1610612761,6,4,2021-11-01T23:47:09Z,360000,-169.0,5.0,1,left,MISS P. Achiuwa 16' pullup Shot,[1630173],1610612761.0,TOR,pullup,,,Achiuwa,P. Achiuwa,,,,,16.92,Missed,,,,,,,,,,,,,,,,,,,
37,PT08M38.00S,2021-11-01T23:45:18.3Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612752,6,4,2021-11-01T23:47:09Z,370000,,,0,,R. Barrett REBOUND (Off:0 Def:1),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,36.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
38,PT08M24.00S,2021-11-01T23:45:33.6Z,1,REGULAR,3pt,Jump Shot,[],203944,71.17279894875165,78.18627450980392,1610612752,9,4,2021-11-01T23:45:37Z,380000,141.0,218.0,1,right,J. Randle 26' 3PT  (6 PTS) (E. Fournier 1 AST),"[203944, 203095]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,26.0,Made,,,,,,,6.0,E. Fournier,203095.0,1.0,,,,,,,,,
40,PT08M03.00S,2021-11-01T23:45:53.9Z,1,REGULAR,3pt,Jump Shot,[],1629018,30.042706964520367,22.794117647058822,1610612761,9,4,2021-11-01T23:48:17Z,400000,136.0,230.0,1,left,MISS G. Trent Jr. 26' step back 3PT,[1629018],1610612761.0,TOR,step back,,,Trent Jr.,G. Trent Jr.,,,,,26.71,Missed,,,,,,,,,,,,,,,,,,,
41,PT08M01.00S,2021-11-01T23:45:55.9Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,9,4,2021-11-01T23:46:02Z,410000,,,0,,J. Randle REBOUND (Off:0 Def:2),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,40.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
42,PT07M46.00S,2021-11-01T23:46:10.6Z,1,REGULAR,3pt,Jump Shot,[],202689,68.54467805519053,65.44117647058823,1610612752,9,4,2021-11-01T23:46:18Z,420000,77.0,243.0,1,right,MISS K. Walker 25' 3PT,[202689],1610612752.0,NYK,,,,Walker,K. Walker,,,,,25.52,Missed,,,,,,,,,,,,,,,,,,,
43,PT07M44.00S,2021-11-01T23:46:12.6Z,1,REGULAR,rebound,offensive,[],1629011,,,1610612752,9,4,2021-11-01T23:46:18Z,430000,,,0,,M. Robinson REBOUND (Off:2 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,42.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
44,PT07M41.00S,2021-11-01T23:46:15.3Z,1,REGULAR,turnover,lost ball,[],1629011,,,1610612752,9,4,2021-11-01T23:46:20Z,440000,,,0,,M. Robinson lost ball TURNOVER (1 TO),"[1629011, 1627832]",1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,1.0,VanVleet,1627832.0,
45,PT07M41.00S,2021-11-01T23:46:15.3Z,1,REGULAR,steal,,[],1627832,,,1610612761,9,4,2021-11-01T23:46:17Z,450000,,,0,,F. VanVleet STEAL (1 STL),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
46,PT07M38.00S,2021-11-01T23:46:21.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628384,6.652431011826544,50.49019607843137,1610612761,9,6,2021-11-01T23:46:27Z,460000,-2.0,10.0,1,left,O. Anunoby driving Layup (2 PTS) (S. Mykhailiuk 1 AST),"[1628384, 1629004]",1610612761.0,TOR,driving,,,Anunoby,O. Anunoby,,,,,1.03,Made,,,,,,,2.0,S. Mykhailiuk,1629004.0,1.0,,,,,,,,,
48,PT07M38.00S,2021-11-01T23:46:25.7Z,1,REGULAR,foul,personal,['1freethrow'],203095,,,1610612761,9,6,2021-11-01T23:46:30Z,480000,,,0,,E. Fournier shooting personal FOUL (1 PF) (Anunoby 1 FT),"[203095, 1628384]",1610612752.0,NYK,shooting,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,201245.0,1.0,0.0,Anunoby,1628384.0,,,,
50,PT07M38.00S,2021-11-01T23:46:45.8Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1628384,,,1610612761,9,7,2021-11-01T23:46:45Z,500000,,,0,,O. Anunoby Free Throw 1 of 1 (3 PTS),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,Made,,,,,,,3.0,,,,,,,,,,,,
51,PT07M24.00S,2021-11-01T23:47:02.6Z,1,REGULAR,3pt,Jump Shot,[],203095,67.88764783180025,37.5,1610612752,12,7,2021-11-01T23:50:52Z,510000,-62.0,249.0,1,right,E. Fournier 25' 3PT pullup (3 PTS),[203095],1610612752.0,NYK,pullup,,,Fournier,E. Fournier,,,,,25.71,Made,,,,,,,3.0,,,,,,,,,,,,
52,PT07M00.00S,2021-11-01T23:47:26.1Z,1,REGULAR,3pt,Jump Shot,[],1628384,15.193823915900131,3.1862745098039214,1610612761,12,10,2021-11-01T23:47:29Z,520000,234.0,90.0,1,left,O. Anunoby 25' 3PT  (6 PTS) (P. Achiuwa 1 AST),"[1628384, 1630173]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,25.09,Made,,,,,,,6.0,P. Achiuwa,1630173.0,1.0,,,,,,,,,
54,PT06M39.00S,2021-11-01T23:47:46.8Z,1,REGULAR,3pt,Jump Shot,[],203944,92.06636005256242,2.450980392156863,1610612752,12,10,2021-11-01T23:52:55Z,540000,-238.0,22.0,1,right,MISS J. Randle step back 3PT,[203944],1610612752.0,NYK,step back,,,Randle,J. Randle,,,,,23.87,Missed,,,,,,,,,,,,,,,,,,,
55,PT06M37.00S,2021-11-01T23:47:48.7Z,1,REGULAR,rebound,offensive,[],1629011,,,1610612752,12,10,2021-11-01T23:47:48Z,550000,,,0,,M. Robinson REBOUND (Off:3 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,54.0,4.0,1.0,3.0,,,,,,,,,,,,,,,
56,PT06M36.00S,2021-11-01T23:47:52.4Z,1,REGULAR,foul,personal,['2freethrow'],1630173,,,1610612752,12,10,2021-11-01T23:47:59Z,560000,,,0,,P. Achiuwa shooting personal FOUL (1 PF) (Barrett 2 FT),"[1630173, 1629628]",1610612761.0,TOR,shooting,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,201245.0,1.0,0.0,Barrett,1629628.0,,,,
58,PT06M36.00S,2021-11-01T23:48:05.2Z,1,REGULAR,timeout,full,['team'],0,,,1610612752,12,10,2021-11-01T23:48:11Z,580000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M36.00S,2021-11-01T23:51:05.4Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612752,12,10,2021-11-01T23:51:26Z,590000,,,0,,TEAM delay-of-game VIOLATION,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,201246.0,,,,,,,,
60,PT06M36.00S,2021-11-01T23:51:12.9Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629628,,,1610612752,13,10,2021-11-01T23:51:12Z,600000,,,0,,R. Barrett Free Throw 1 of 2 (4 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,Made,,,,,,,4.0,,,,,,,,,,,,
61,PT06M36.00S,2021-11-01T23:51:22.5Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629628,,,1610612752,14,10,2021-11-01T23:51:22Z,610000,,,0,,R. Barrett Free Throw 2 of 2 (5 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,Made,,,,,,,5.0,,,,,,,,,,,,
62,PT06M20.00S,2021-11-01T23:51:40.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628384,5.995400788436268,50.245098039215684,1610612761,14,12,2021-11-01T23:51:46Z,620000,-1.0,4.0,1,left,O. Anunoby driving DUNK (8 PTS) (F. VanVleet 1 AST),"[1628384, 1627832]",1610612761.0,TOR,driving,,,Anunoby,O. Anunoby,,,,,0.41,Made,,,,,,,8.0,F. VanVleet,1627832.0,1.0,,,,,,,,,
64,PT05M57.00S,2021-11-01T23:52:03.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629011,93.24901445466492,49.50980392156863,1610612752,16,12,2021-11-01T23:52:08Z,640000,-2.0,11.0,1,right,M. Robinson alley-oop Layup (2 PTS) (E. Fournier 2 AST),"[1629011, 203095]",1610612752.0,NYK,alley-oop,,,Robinson,M. Robinson,,,,,1.13,Made,,,,,,,2.0,E. Fournier,203095.0,2.0,,,,,,,,,
66,PT05M43.00S,2021-11-01T23:52:18.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630173,5.469776609724048,50.73529411764706,1610612761,16,14,2021-11-01T23:52:22Z,660000,-4.0,-1.0,1,left,P. Achiuwa alley-oop DUNK (2 PTS) (F. VanVleet 2 AST),"[1630173, 1627832]",1610612761.0,TOR,alley-oop,,,Achiuwa,P. Achiuwa,,,,,0.39,Made,,,,,,,2.0,F. VanVleet,1627832.0,2.0,,,,,,,,,
68,PT05M25.00S,2021-11-01T23:52:39.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,16,14,2021-11-01T23:52:39Z,680000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT05M19.00S,2021-11-01T23:52:58.8Z,1,REGULAR,foul,personal,[],1629004,,,1610612752,16,14,2021-11-01T23:53:05Z,690000,,,0,,S. Mykhailiuk personal FOUL (2 PF),"[1629004, 203095]",1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,201246.0,2.0,0.0,Fournier,203095.0,,,,
71,PT05M08.00S,2021-11-01T23:53:24.2Z,1,REGULAR,3pt,Jump Shot,[],1629628,69.72733245729303,23.52941176470588,1610612752,16,14,2021-11-01T23:53:34Z,710000,-132.0,232.0,1,right,MISS R. Barrett 26' step back 3PT,[1629628],1610612752.0,NYK,step back,,,Barrett,R. Barrett,,,,,26.72,Missed,,,,,,,,,,,,,,,,,,,
72,PT05M06.00S,2021-11-01T23:53:26.2Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612761,16,14,2021-11-01T23:53:34Z,720000,,,0,,P. Achiuwa REBOUND (Off:0 Def:3),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,71.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
73,PT04M58.00S,2021-11-01T23:53:33.5Z,1,REGULAR,3pt,Jump Shot,[],1630173,29.517082785808146,67.64705882352942,1610612761,16,14,2021-11-01T23:53:42Z,730000,-88.0,225.0,1,left,MISS P. Achiuwa 24' 3PT,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,24.17,Missed,,,,,,,,,,,,,,,,,,,
74,PT04M56.00S,2021-11-01T23:53:35.5Z,1,REGULAR,rebound,defensive,[],202689,,,1610612752,16,14,2021-11-02T00:55:42Z,740000,,,0,,K. Walker REBOUND (Off:0 Def:1),[202689],1610612752.0,NYK,,,,Walker,K. Walker,,,,,,,73.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
75,PT04M46.00S,2021-11-01T23:53:46.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629011,94.1688567674113,52.69607843137255,1610612752,16,14,2021-11-01T23:53:58Z,750000,13.0,2.0,1,right,MISS M. Robinson alley-oop DUNK,[1629011],1610612752.0,NYK,alley-oop,,,Robinson,M. Robinson,,,,,1.37,Missed,,,,,,,,,,,,,,,,,,,
76,PT04M44.00S,2021-11-01T23:53:48.3Z,1,REGULAR,rebound,defensive,[],1629018,,,1610612761,16,14,2021-11-01T23:53:58Z,760000,,,0,,G. Trent Jr. REBOUND (Off:0 Def:1),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,75.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
77,PT04M41.00S,2021-11-01T23:53:51.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629018,32.933639947437584,56.372549019607845,1610612761,16,14,2021-11-02T00:00:49Z,770000,-32.0,257.0,1,left,MISS G. Trent Jr. 25' pullup 3PT,[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,25.91,Missed,,,,,,,,,,,,,,,,,,,
78,PT04M39.00S,2021-11-01T23:53:53.4Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,16,14,2021-11-01T23:54:05Z,780000,,,0,,J. Randle REBOUND (Off:0 Def:3),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,77.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
79,PT04M29.00S,2021-11-01T23:54:04.1Z,1,REGULAR,foul,personal,['2freethrow'],1628384,,,1610612752,16,14,2021-11-01T23:54:14Z,790000,,,0,,O. Anunoby shooting personal FOUL (1 PF) (Randle 2 FT),"[1628384, 203944]",1610612761.0,TOR,shooting,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,201246.0,1.0,0.0,Randle,203944.0,,,,
82,PT04M29.00S,2021-11-01T23:54:21.5Z,1,REGULAR,substitution,out,[],202689,,,1610612752,16,14,2021-11-01T23:54:53Z,805000,,,0,,SUB out: K. Walker,[202689],1610612752.0,NYK,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M29.00S,2021-11-01T23:54:21.5Z,1,REGULAR,substitution,out,[],1629011,,,1610612752,16,14,2021-11-01T23:54:53Z,807500,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M29.00S,2021-11-01T23:54:21.5Z,1,REGULAR,substitution,out,[],1630173,,,1610612752,16,14,2021-11-01T23:54:53Z,808750,,,0,,SUB out: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M29.00S,2021-11-01T23:54:21.5Z,1,REGULAR,substitution,out,[],1629004,,,1610612752,16,14,2021-11-01T23:54:53Z,809375,,,0,,SUB out: S. Mykhailiuk,[1629004],1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M29.00S,2021-11-01T23:54:21.5Z,1,REGULAR,substitution,in,[],201565,,,1610612752,16,14,2021-11-01T23:54:53Z,809687,,,0,,SUB in: D. Rose,[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M29.00S,2021-11-01T23:54:21.5Z,1,REGULAR,substitution,in,[],201959,,,1610612752,16,14,2021-11-01T23:54:53Z,809843,,,0,,SUB in: T. Gibson,[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M29.00S,2021-11-01T23:54:21.5Z,1,REGULAR,substitution,in,[],203920,,,1610612752,16,14,2021-11-01T23:54:53Z,809921,,,0,,SUB in: K. Birch,[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M29.00S,2021-11-01T23:54:21.5Z,1,REGULAR,substitution,in,[],1630625,,,1610612752,16,14,2021-11-01T23:54:53Z,809960,,,0,,SUB in: D. Banton,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M29.00S,2021-11-01T23:54:38.9Z,1,REGULAR,freethrow,1 of 2,[],203944,,,1610612752,17,14,2021-11-01T23:54:38Z,810000,,,0,,J. Randle Free Throw 1 of 2 (7 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,Made,,,,,,,7.0,,,,,,,,,,,,
90,PT04M29.00S,2021-11-01T23:55:06.4Z,1,REGULAR,freethrow,2 of 2,[],203944,,,1610612752,18,14,2021-11-01T23:55:06Z,820000,,,0,,J. Randle Free Throw 2 of 2 (8 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,Made,,,,,,,8.0,,,,,,,,,,,,
