actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId,value
542,PT08M37.00S,2022-04-07T01:42:20.3Z,4,REGULAR,rebound,offensive,[],1630167,,,1610612752,87,87,2022-04-07T01:42:24Z,5100000,,,0,,O. Toppin REBOUND (Off:2 Def:2),[1630167],1610612752.0,NYK,,,,,,,,,,Toppin,O. Toppin,,,,541.0,4.0,2.0,2.0,,,,,,,,,,,,
543,PT08M37.00S,2022-04-07T01:42:22.7Z,4,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1630167,5.590000152587891,50.0,1610612752,89,87,2022-04-07T01:43:15Z,5110000,0.0,0.0,1,left,O. Toppin tip DUNK (16 PTS),[1630167],1610612752.0,NYK,tip,,,,,,0.0,Made,16.0,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,
544,PT08M23.00S,2022-04-07T01:42:41.8Z,4,REGULAR,3pt,Jump Shot,[],201988,87.33574244415243,94.6078431372549,1610612751,89,90,2022-04-07T01:42:48Z,5120000,223.0,67.0,1,right,P. Mills 3PT step back (12 PTS) (K. Durant 8 AST),"[201988, 201142]",1610612751.0,BKN,step back,,,,,,23.27,Made,12.0,Mills,P. Mills,K. Durant,201142.0,8.0,,,,,,,,,,,,,,,,
546,PT08M04.00S,2022-04-07T01:43:01.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630167,5.863994743758213,49.26470588235294,1610612752,91,90,2022-04-07T01:43:05Z,5140000,4.0,3.0,1,left,O. Toppin driving Layup (18 PTS) (I. Quickley 5 AST),"[1630167, 1630193]",1610612752.0,NYK,driving,,,,,,0.45,Made,18.0,Toppin,O. Toppin,I. Quickley,1630193.0,5.0,,,,,,,,,,,,,,,,
548,PT07M51.00S,2022-04-07T01:43:18.1Z,4,REGULAR,foul,offensive,[],1629651,,,1610612751,91,90,2022-04-07T01:43:25Z,5160000,,,0,,N. Claxton offensive FOUL (4 PF),"[1629651, 1629628]",1610612751.0,BKN,,,,,,,,,,Claxton,N. Claxton,,,,,,,,200832.0,4.0,0.0,Barrett,1629628.0,,,,,,,
550,PT07M51.00S,2022-04-07T01:43:18.1Z,4,REGULAR,turnover,offensive foul,[],1629651,,,1610612751,91,90,2022-04-07T01:43:18Z,5180000,,,0,,N. Claxton offensive foul TURNOVER (2 TO),[1629651],1610612751.0,BKN,,,,,,,,,,Claxton,N. Claxton,,,,,,,,200832.0,,,,,2.0,,,,,,
551,PT07M51.00S,2022-04-07T01:43:18.2Z,4,REGULAR,substitution,out,[],201959,,,1610612752,91,90,2022-04-07T01:43:31Z,5190000,,,0,,SUB out: T. Gibson,[201959],1610612752.0,NYK,,,,,,,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,
552,PT07M51.00S,2022-04-07T01:43:18.2Z,4,REGULAR,substitution,in,[],1630579,,,1610612752,91,90,2022-04-07T01:43:31Z,5200000,,,0,,SUB in: J. Sims,[1630579],1610612752.0,NYK,,,,,,,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,
553,PT07M36.00S,2022-04-07T01:43:48.2Z,4,REGULAR,foul,personal,['2freethrow'],1629651,,,1610612752,91,90,2022-04-07T01:44:06Z,5210000,,,0,,N. Claxton shooting personal FOUL (5 PF) (Burks 2 FT),"[1629651, 202692]",1610612751.0,BKN,shooting,,,,,,,,,Claxton,N. Claxton,,,,,,,,200832.0,5.0,0.0,Burks,202692.0,,,,,,,
555,PT07M36.00S,2022-04-07T01:44:10.9Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],202692,,,1610612752,92,90,2022-04-07T01:44:11Z,5230000,,,0,,A. Burks Free Throw 1 of 2 (23 PTS),[202692],1610612752.0,NYK,,,,,,,,Made,23.0,Burks,A. Burks,,,,,,,,,,,,,,,,,,,
556,PT07M36.00S,2022-04-07T01:44:28.0Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],202692,,,1610612752,93,90,2022-04-07T01:44:28Z,5240000,,,0,,A. Burks Free Throw 2 of 2 (24 PTS),[202692],1610612752.0,NYK,,,,,,,,Made,24.0,Burks,A. Burks,,,,,,,,,,,,,,,,,,,
557,PT07M29.00S,2022-04-07T01:44:41.7Z,4,REGULAR,foul,personal,['2freethrow'],1630579,,,1610612751,93,90,2022-04-07T01:44:49Z,5250000,,,0,,J. Sims shooting personal FOUL (4 PF) (Durant 2 FT),"[1630579, 201142]",1610612752.0,NYK,shooting,,,,,,,,,Sims,J. Sims,,,,,,,,1626301.0,4.0,0.0,Durant,201142.0,,,,,,,
560,PT07M29.00S,2022-04-07T01:44:54.8Z,4,REGULAR,substitution,out,[],1629651,,,1610612751,93,90,2022-04-07T01:45:16Z,5265000,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,,,,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,
561,PT07M29.00S,2022-04-07T01:44:54.8Z,4,REGULAR,substitution,in,[],1628971,,,1610612751,93,90,2022-04-07T01:45:16Z,5267500,,,0,,SUB in: B. Brown,[1628971],1610612751.0,BKN,,,,,,,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,
559,PT07M29.00S,2022-04-07T01:45:08.0Z,4,REGULAR,freethrow,1 of 2,[],201142,,,1610612751,93,91,2022-04-07T01:45:08Z,5270000,,,0,,K. Durant Free Throw 1 of 2 (24 PTS),[201142],1610612751.0,BKN,,,,,,,,Made,24.0,Durant,K. Durant,,,,,,,,,,,,,,,,,,,
562,PT07M29.00S,2022-04-07T01:45:33.5Z,4,REGULAR,freethrow,2 of 2,[],201142,,,1610612751,93,92,2022-04-07T01:45:33Z,5280000,,,0,,K. Durant Free Throw 2 of 2 (25 PTS),[201142],1610612751.0,BKN,,,,,,,,Made,25.0,Durant,K. Durant,,,,,,,,,,,,,,,,,,,
563,PT07M24.00S,2022-04-07T01:45:44.3Z,4,REGULAR,foul,personal,[],201142,,,1610612752,93,92,2022-04-07T01:45:54Z,5290000,,,0,,K. Durant personal FOUL (2 PF),"[201142, 1630579]",1610612751.0,BKN,,,,,,,,,,Durant,K. Durant,,,,,,,,200832.0,2.0,0.0,Sims,1630579.0,,,,,,,
565,PT07M10.00S,2022-04-07T01:46:18.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,6.389618922470433,50.73529411764706,1610612752,95,92,2022-04-07T01:46:22Z,5310000,-4.0,8.0,1,left,R. Barrett driving Layup (21 PTS),[1629628],1610612752.0,NYK,driving,,,,,,0.85,Made,21.0,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,
566,PT07M10.00S,2022-04-07T01:46:25.4Z,4,REGULAR,foul,personal,['1freethrow'],201142,,,1610612752,95,92,2022-04-07T01:46:35Z,5320000,,,0,,K. Durant shooting personal FOUL (3 PF) (Barrett 1 FT),"[201142, 1629628]",1610612751.0,BKN,shooting,,,,,,,,,Durant,K. Durant,,,,,,,,2882.0,3.0,0.0,Barrett,1629628.0,,,,,,,
568,PT07M10.00S,2022-04-07T01:46:47.2Z,4,REGULAR,freethrow,1 of 1,[],1629628,,,1610612752,95,92,2022-04-07T01:46:50Z,5340000,,,0,,MISS R. Barrett Free Throw 1 of 1,[1629628],1610612752.0,NYK,,,,,,,,Missed,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,
569,PT07M08.00S,2022-04-07T01:46:49.2Z,4,REGULAR,rebound,defensive,[],201142,,,1610612751,95,92,2022-04-07T01:46:50Z,5350000,,,0,,K. Durant REBOUND (Off:0 Def:4),[201142],1610612751.0,BKN,,,,,,,,,,Durant,K. Durant,,,,568.0,4.0,4.0,0.0,,,,,,,,,,,,
570,PT06M46.00S,2022-04-07T01:47:10.2Z,4,REGULAR,2pt,Jump Shot,[],1630556,82.34231274638634,67.64705882352942,1610612751,95,92,2022-04-07T01:48:17Z,5360000,88.0,113.0,1,right,MISS K. Edwards 14' pullup Shot,[1630556],1610612751.0,BKN,pullup,,,,,,14.37,Missed,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,
571,PT06M44.00S,2022-04-07T01:47:12.2Z,4,REGULAR,rebound,offensive,[],1628971,,,1610612751,95,92,2022-04-07T01:47:16Z,5370000,,,0,,B. Brown REBOUND (Off:2 Def:5),[1628971],1610612751.0,BKN,,,,,,,,,,Brown,B. Brown,,,,570.0,7.0,5.0,2.0,,,,,,,,,,,,
572,PT06M41.00S,2022-04-07T01:47:14.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628971,94.82588699080158,50.98039215686274,1610612751,95,92,2022-04-07T01:47:22Z,5380000,5.0,-4.0,1,right,MISS B. Brown driving Layup - blocked,"[1628971, 1630167]",1610612751.0,BKN,driving,,,,,,0.63,Missed,,Brown,B. Brown,,,,,,,,,,,,,,,,Toppin,1630167.0,,
573,PT06M41.00S,2022-04-07T01:47:14.8Z,4,REGULAR,block,,[],1630167,,,1610612751,95,92,2022-04-07T01:47:17Z,5390000,,,0,,O. Toppin BLOCK (3 BLK),[1630167],1610612752.0,NYK,,,,,,,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,
574,PT06M39.00S,2022-04-07T01:47:16.8Z,4,REGULAR,rebound,defensive,[],202692,,,1610612752,95,92,2022-04-07T01:47:22Z,5400000,,,0,,A. Burks REBOUND (Off:0 Def:3),[202692],1610612752.0,NYK,,,,,,,,,,Burks,A. Burks,,,,572.0,3.0,3.0,0.0,,,,,,,,,,,,
575,PT06M36.00S,2022-04-07T01:47:20.5Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630193,24.917871222076215,17.401960784313726,1610612752,95,92,2022-04-07T01:47:25Z,5410000,163.0,182.0,1,left,MISS I. Quickley 24' 3PT,[1630193],1610612752.0,NYK,,,,,,,24.41,Missed,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,
576,PT06M35.00S,2022-04-07T01:47:21.5Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612751,95,92,2022-04-07T01:47:34Z,5420000,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,575.0,,,,,,,,,,,,,,,
577,PT06M35.00S,2022-04-07T01:47:24.3Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,95,92,2022-04-07T01:47:24Z,5430000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT06M35.00S,2022-04-07T01:47:28.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612751,95,92,2022-04-07T01:47:28Z,5440000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT06M35.00S,2022-04-07T01:47:28.5Z,4,REGULAR,substitution,out,[],1630556,,,1610612751,95,92,2022-04-07T01:50:36Z,5450000,,,0,,SUB out: K. Edwards,[1630556],1610612751.0,BKN,,,,,,,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,
580,PT06M35.00S,2022-04-07T01:47:28.5Z,4,REGULAR,substitution,in,[],203552,,,1610612751,95,92,2022-04-07T01:50:36Z,5460000,,,0,,SUB in: S. Curry,[203552],1610612751.0,BKN,,,,,,,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,
581,PT06M10.00S,2022-04-07T01:51:16.7Z,4,REGULAR,3pt,Jump Shot,[],201142,67.09921156373193,43.38235294117647,1610612751,95,92,2022-04-07T01:51:21Z,5470000,-33.0,257.0,1,right,MISS K. Durant 25' 3PT,[201142],1610612751.0,BKN,,,,,,,25.89,Missed,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,
582,PT06M08.00S,2022-04-07T01:51:18.7Z,4,REGULAR,rebound,defensive,[],202692,,,1610612752,95,92,2022-04-07T01:51:21Z,5480000,,,0,,A. Burks REBOUND (Off:0 Def:4),[202692],1610612752.0,NYK,,,,,,,,,,Burks,A. Burks,,,,581.0,4.0,4.0,0.0,,,,,,,,,,,,
583,PT05M54.00S,2022-04-07T01:51:32.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630167,10.85742444152431,49.26470588235294,1610612752,95,92,2022-04-07T01:52:08Z,5490000,4.0,50.0,1,left,MISS O. Toppin turnaround Shot,[1630167],1610612752.0,NYK,turnaround,,,,,,4.97,Missed,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,
584,PT05M52.00S,2022-04-07T01:51:34.4Z,4,REGULAR,rebound,defensive,[],201142,,,1610612751,95,92,2022-04-07T01:51:36Z,5500000,,,0,,K. Durant REBOUND (Off:0 Def:5),[201142],1610612751.0,BKN,,,,,,,,,,Durant,K. Durant,,,,583.0,5.0,5.0,0.0,,,,,,,,,,,,
585,PT05M45.00S,2022-04-07T01:51:41.2Z,4,REGULAR,3pt,Jump Shot,[],202681,67.49342969776609,25.735294117647058,1610612751,95,92,2022-04-07T01:51:48Z,5510000,-121.0,253.0,1,right,MISS K. Irving 28' 3PT,[202681],1610612751.0,BKN,,,,,,,28.07,Missed,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,
586,PT05M43.00S,2022-04-07T01:51:43.2Z,4,REGULAR,rebound,offensive,[],201142,,,1610612751,95,92,2022-04-07T01:51:48Z,5520000,,,0,,K. Durant REBOUND (Off:1 Def:5),[201142],1610612751.0,BKN,,,,,,,,,,Durant,K. Durant,,,,585.0,6.0,5.0,1.0,,,,,,,,,,,,
587,PT05M39.00S,2022-04-07T01:51:47.1Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],203552,91.67214191852825,95.09803921568627,1610612751,95,92,2022-04-07T01:53:21Z,5530000,225.0,26.0,1,right,MISS S. Curry step back 3PT,[203552],1610612751.0,BKN,step back,,,,,,22.7,Missed,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,
588,PT05M37.00S,2022-04-07T01:51:49.1Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612751,95,92,2022-04-07T01:51:58Z,5540000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,587.0,,,,,,,,,,,,,,,
589,PT05M37.00S,2022-04-07T01:51:55.3Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,95,92,2022-04-07T01:51:55Z,5550000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,PT05M34.00S,2022-04-07T01:52:15.1Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],201142,91.40932982917214,18.627450980392158,1610612751,95,94,2022-04-07T01:52:19Z,5560000,-157.0,28.0,1,right,K. Durant 15' Jump Shot (27 PTS) (K. Irving 5 AST),"[201142, 202681]",1610612751.0,BKN,,,,,,,15.94,Made,27.0,Durant,K. Durant,K. Irving,202681.0,5.0,,,,,,,,,,,,,,,,
592,PT05M14.00S,2022-04-07T01:52:39.7Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,95,94,2022-04-07T01:52:39Z,5580000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,PT05M11.00S,2022-04-07T01:52:56.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628971,,,1610612752,95,94,2022-04-07T01:53:11Z,5590000,,,0,,B. Brown shooting personal FOUL (4 PF) (Barrett 2 FT),"[1628971, 1629628]",1610612751.0,BKN,shooting,,,,,,,,,Brown,B. Brown,,,,,,,,2882.0,4.0,0.0,Barrett,1629628.0,,,,,,,
595,PT05M11.00S,2022-04-07T01:53:37.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612752,95,94,2022-04-07T01:53:37Z,5610000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,PT05M11.00S,2022-04-07T01:53:43.3Z,4,REGULAR,instantreplay,challenge,[],0,,,1610612752,95,94,2022-04-07T01:54:38Z,5620000,,,0,,,[],1610612751.0,BKN,support,,,,,,,,,,,,,,,,,,2882.0,,,,,,,,,,,On player B. Brown
597,PT05M11.00S,2022-04-07T01:55:11.5Z,4,REGULAR,freethrow,1 of 2,[],1629628,,,1610612752,95,94,2022-04-07T01:55:11Z,5630000,,,0,,MISS R. Barrett Free Throw 1 of 2,[1629628],1610612752.0,NYK,,,,,,,,Missed,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,
598,PT05M11.00S,2022-04-07T01:55:11.5Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,95,94,2022-04-07T01:55:11Z,5640000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,597.0,,,,,,,,,,,,,,,
599,PT05M11.00S,2022-04-07T01:55:24.9Z,4,REGULAR,freethrow,2 of 2,[],1629628,,,1610612752,96,94,2022-04-07T01:55:24Z,5650000,,,0,,R. Barrett Free Throw 2 of 2 (22 PTS),[1629628],1610612752.0,NYK,,,,,,,,Made,22.0,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,
600,PT04M57.00S,2022-04-07T01:55:41.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,81.8166885676741,39.46078431372549,1610612751,96,96,2022-04-07T01:56:11Z,5660000,-53.0,118.0,1,right,K. Durant 12' pullup Jump Shot (29 PTS) (K. Irving 6 AST),"[201142, 202681]",1610612751.0,BKN,pullup,,,,,,12.96,Made,29.0,Durant,K. Durant,K. Irving,202681.0,6.0,,,,,,,,,,,,,,,,
602,PT04M35.00S,2022-04-07T01:56:04.6Z,4,REGULAR,3pt,Jump Shot,[],1629628,27.414586070959263,20.34313725490196,1610612752,96,96,2022-04-07T01:56:11Z,5680000,148.0,205.0,1,left,MISS R. Barrett 25' 3PT,[1629628],1610612752.0,NYK,,,,,,,25.32,Missed,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,
603,PT04M33.00S,2022-04-07T01:56:06.6Z,4,REGULAR,rebound,offensive,[],1630579,,,1610612752,96,96,2022-04-07T01:56:11Z,5690000,,,0,,J. Sims REBOUND (Off:4 Def:9),[1630579],1610612752.0,NYK,,,,,,,,,,Sims,J. Sims,,,,602.0,13.0,9.0,4.0,,,,,,,,,,,,
610,PT04M32.00S,2022-04-07T01:56:14.2Z,4,REGULAR,turnover,lost ball,[],1630579,,,1610612752,96,96,2022-04-07T01:58:07Z,5710000,,,0,,J. Sims lost ball TURNOVER (1 TO),"[1630579, 201988]",1610612752.0,NYK,,,,,,,,,,Sims,J. Sims,,,,,,,,,,,,,1.0,Mills,201988.0,,,,
611,PT04M32.00S,2022-04-07T01:56:14.2Z,4,REGULAR,steal,,[],201988,,,1610612751,96,96,2022-04-07T01:57:54Z,5720000,,,0,,P. Mills STEAL (1 STL),[201988],1610612751.0,BKN,,,,,,,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,
607,PT04M15.00S,2022-04-07T01:56:23.9Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],201142,76.16622864651774,58.57843137254902,1610612751,96,98,2022-04-07T01:57:54Z,5730000,43.0,172.0,1,right,K. Durant 17' Jump Shot (31 PTS) (K. Irving 7 AST),"[201142, 202681]",1610612751.0,BKN,,,,,,,17.68,Made,31.0,Durant,K. Durant,K. Irving,202681.0,7.0,,,,,,,,,,,,,,,,
609,PT04M13.00S,2022-04-07T01:56:29.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612752,96,98,2022-04-07T01:56:29Z,5750000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,PT03M56.00S,2022-04-07T01:58:26.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630167,7.178055190538765,47.794117647058826,1610612752,96,98,2022-04-07T01:58:30Z,5760000,11.0,15.0,1,left,MISS O. Toppin driving finger roll Layup,[1630167],1610612752.0,NYK,driving finger roll,,,,,,1.86,Missed,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,
613,PT03M54.00S,2022-04-07T01:58:28.5Z,4,REGULAR,rebound,defensive,[],201142,,,1610612751,96,98,2022-04-07T01:58:30Z,5770000,,,0,,K. Durant REBOUND (Off:1 Def:6),[201142],1610612751.0,BKN,,,,,,,,,,Durant,K. Durant,,,,612.0,7.0,6.0,1.0,,,,,,,,,,,,
614,PT03M37.00S,2022-04-07T01:58:47.0Z,4,REGULAR,turnover,out-of-bounds,[],202681,,,1610612751,96,98,2022-04-07T01:58:53Z,5780000,,,0,,K. Irving bad pass out-of-bounds TURNOVER (3 TO),[202681],1610612751.0,BKN,bad pass,,,,,,,,,Irving,K. Irving,,,,,,,,2882.0,,,,,3.0,,,,,,
615,PT03M28.00S,2022-04-07T01:59:05.9Z,4,REGULAR,foul,offensive,[],202692,,,1610612752,96,98,2022-04-07T01:59:11Z,5790000,,,0,,A. Burks charge offensive FOUL (3 PF),"[202692, 202681]",1610612752.0,NYK,charge,,,,,,,,,Burks,A. Burks,,,,,,,,200832.0,3.0,0.0,Irving,202681.0,,,,,,,
617,PT03M28.00S,2022-04-07T01:59:05.9Z,4,REGULAR,turnover,offensive foul,[],202692,,,1610612752,96,98,2022-04-07T01:59:05Z,5810000,,,0,,A. Burks offensive foul TURNOVER (4 TO),[202692],1610612752.0,NYK,,,,,,,,,,Burks,A. Burks,,,,,,,,200832.0,,,,,4.0,,,,,,
618,PT03M18.00S,2022-04-07T01:59:33.2Z,4,REGULAR,foul,personal,[],1629628,,,1610612751,96,98,2022-04-07T01:59:40Z,5820000,,,0,,R. Barrett personal FOUL (3 PF),"[1629628, 203552]",1610612752.0,NYK,,,,,,,,,,Barrett,R. Barrett,,,,,,,,2882.0,3.0,0.0,Curry,203552.0,,,,,,,
620,PT03M08.00S,2022-04-07T02:00:00.2Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],202681,93.38042049934296,4.166666666666666,1610612751,96,98,2022-04-07T02:00:04Z,5840000,-229.0,10.0,1,right,MISS K. Irving 3PT,[202681],1610612751.0,BKN,,,,,,,22.94,Missed,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,
621,PT03M06.00S,2022-04-07T02:00:02.2Z,4,REGULAR,rebound,defensive,[],1630167,,,1610612752,96,98,2022-04-07T02:00:04Z,5850000,,,0,,O. Toppin REBOUND (Off:2 Def:3),[1630167],1610612752.0,NYK,,,,,,,,,,Toppin,O. Toppin,,,,620.0,5.0,3.0,2.0,,,,,,,,,,,,
622,PT03M01.00S,2022-04-07T02:00:08.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629628,8.886333771353483,45.09803921568628,1610612752,96,98,2022-04-07T02:00:14Z,5860000,25.0,31.0,1,left,MISS R. Barrett driving Layup - blocked,"[1629628, 201142]",1610612752.0,NYK,driving,,,,,,3.95,Missed,,Barrett,R. Barrett,,,,,,,,,,,,,,,,Durant,201142.0,,
623,PT03M01.00S,2022-04-07T02:00:08.0Z,4,REGULAR,block,,[],201142,,,1610612752,96,98,2022-04-07T02:00:10Z,5870000,,,0,,K. Durant BLOCK (2 BLK),[201142],1610612751.0,BKN,,,,,,,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,
624,PT02M59.00S,2022-04-07T02:00:10.0Z,4,REGULAR,rebound,defensive,[],201142,,,1610612751,96,98,2022-04-07T02:00:14Z,5880000,,,0,,K. Durant REBOUND (Off:1 Def:7),[201142],1610612751.0,BKN,,,,,,,,,,Durant,K. Durant,,,,622.0,8.0,7.0,1.0,,,,,,,,,,,,
625,PT02M53.00S,2022-04-07T02:00:15.6Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],201142,90.3580814717477,1.2254901960784315,1610612751,96,98,2022-04-07T02:00:21Z,5890000,-244.0,38.0,1,right,MISS K. Durant 24' 3PT,[201142],1610612751.0,BKN,,,,,,,24.69,Missed,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,
626,PT02M51.00S,2022-04-07T02:00:17.6Z,4,REGULAR,rebound,offensive,[],201142,,,1610612751,96,98,2022-04-07T02:00:21Z,5900000,,,0,,K. Durant REBOUND (Off:2 Def:7),[201142],1610612751.0,BKN,,,,,,,,,,Durant,K. Durant,,,,625.0,9.0,7.0,2.0,,,,,,,,,,,,
627,PT02M48.00S,2022-04-07T02:00:20.1Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],202681,71.96123521681997,23.03921568627451,1610612751,96,101,2022-04-07T02:02:33Z,5910000,-135.0,211.0,1,right,K. Irving 25' 3PT  (24 PTS) (K. Durant 9 AST),"[202681, 201142]",1610612751.0,BKN,,,,,,,25.05,Made,24.0,Irving,K. Irving,K. Durant,201142.0,9.0,,,,,,,,,,,,,,,,
629,PT02M26.00S,2022-04-07T02:00:42.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202692,7.835085413929041,52.69607843137255,1610612752,96,101,2022-04-07T02:00:47Z,5930000,-13.0,21.0,1,left,MISS A. Burks driving Layup,[202692],1610612752.0,NYK,driving,,,,,,2.5,Missed,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,
631,PT02M24.00S,2022-04-07T02:00:44.1Z,4,REGULAR,rebound,defensive,[],202681,,,1610612751,96,101,2022-04-07T02:00:47Z,5950000,,,0,,K. Irving REBOUND (Off:2 Def:5),[202681],1610612751.0,BKN,,,,,,,,,,Irving,K. Irving,,,,629.0,7.0,5.0,2.0,,,,,,,,,,,,
632,PT02M14.00S,2022-04-07T02:00:57.8Z,4,REGULAR,foul,offensive,['inpenalty'],201142,,,1610612751,96,101,2022-04-07T02:01:04Z,5960000,,,0,,K. Durant offensive FOUL (4 PF),"[201142, 202692]",1610612751.0,BKN,,,,,,,,,,Durant,K. Durant,,,,,,,,2882.0,4.0,0.0,Burks,202692.0,,,,,,,
634,PT02M14.00S,2022-04-07T02:00:57.8Z,4,REGULAR,turnover,offensive foul,[],201142,,,1610612751,96,101,2022-04-07T02:00:57Z,5980000,,,0,,K. Durant offensive foul TURNOVER (4 TO),[201142],1610612751.0,BKN,,,,,,,,,,Durant,K. Durant,,,,,,,,2882.0,,,,,4.0,,,,,,
635,PT01M55.00S,2022-04-07T02:01:29.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202692,11.908672798948752,48.28431372549019,1610612752,96,101,2022-04-07T02:01:34Z,5990000,9.0,59.0,1,left,MISS A. Burks 6' driving Layup,[202692],1610612752.0,NYK,driving,,,,,,6.0,Missed,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,
637,PT01M53.00S,2022-04-07T02:01:31.3Z,4,REGULAR,rebound,defensive,[],202681,,,1610612751,96,101,2022-04-07T02:01:34Z,6010000,,,0,,K. Irving REBOUND (Off:2 Def:6),[202681],1610612751.0,BKN,,,,,,,,,,Irving,K. Irving,,,,635.0,8.0,6.0,2.0,,,,,,,,,,,,
638,PT01M36.00S,2022-04-07T02:01:48.3Z,4,REGULAR,3pt,Jump Shot,[],203552,67.36202365308804,25.735294117647058,1610612751,96,104,2022-04-07T02:01:52Z,6020000,-121.0,254.0,1,right,S. Curry 28' 3PT  (15 PTS) (K. Durant 10 AST),"[203552, 201142]",1610612751.0,BKN,,,,,,,28.17,Made,15.0,Curry,S. Curry,K. Durant,201142.0,10.0,,,,,,,,,,,,,,,,
