actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
39,PT09M09.00S,2022-02-26T00:50:48.8Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612752,6,0,2022-02-26T00:51:13Z,390000,,,0,,R. Barrett REBOUND (Off:0 Def:2),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,38.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
40,PT08M54.00S,2022-02-26T00:51:26.8Z,1,REGULAR,2pt,Jump Shot,[],202692,95.22010512483574,23.03921568627451,1610612752,8,0,2022-02-26T00:51:31Z,400000,-135.0,-8.0,1,right,A. Burks 13' Jump Shot (2 PTS) (J. Randle 1 AST),"[202692, 203944]",1610612752.0,NYK,,,,Burks,A. Burks,,,,,13.5,Made,,,,,2.0,J. Randle,203944.0,1.0,,,,,,,,,,,
42,PT08M40.00S,2022-02-26T00:51:41.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,13.485545335085414,60.78431372549019,1610612748,8,0,2022-02-26T00:51:46Z,420000,-54.0,74.0,1,left,MISS J. Butler 9' turnaround Shot,[202710],1610612748.0,MIA,turnaround,,,Butler,J. Butler,,,,,9.18,Missed,,,,,,,,,,,,,,,,,,,
43,PT08M36.00S,2022-02-26T00:51:45.2Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,8,0,2022-02-26T00:51:46Z,430000,,,0,,M. Robinson REBOUND (Off:0 Def:2),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,42.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
44,PT08M30.00S,2022-02-26T00:51:51.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,94.30026281208936,51.470588235294116,1610612752,10,0,2022-02-26T00:52:00Z,440000,7.0,1.0,1,right,R. Barrett driving Layup (4 PTS),[1629628],1610612752.0,NYK,driving,,,Barrett,R. Barrett,,,,,0.75,Made,,,,,4.0,,,,,,,,,,,,,,
45,PT08M17.00S,2022-02-26T00:52:08.9Z,1,REGULAR,foul,personal,[],203095,,,1610612748,10,0,2022-02-26T00:52:36Z,450000,,,0,,E. Fournier personal FOUL (1 PF),"[203095, 202710]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,2715.0,1.0,0.0,Butler,202710.0,,,,,,
47,PT08M10.00S,2022-02-26T00:52:33.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,16.245072273324574,49.754901960784316,1610612748,10,2,2022-02-26T00:52:38Z,470000,1.0,100.0,1,left,J. Butler 10' pullup Jump Shot (2 PTS) (B. Adebayo 1 AST),"[202710, 1628389]",1610612748.0,MIA,pullup,,,Butler,J. Butler,,,,,10.02,Made,,,,,2.0,B. Adebayo,1628389.0,1.0,,,,,,,,,,,
49,PT08M03.00S,2022-02-26T00:52:41.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203944,91.5407358738502,49.50980392156863,1610612752,10,2,2022-02-26T00:54:43Z,490000,-2.0,27.0,1,right,MISS J. Randle running Layup - blocked,"[203944, 200782]",1610612752.0,NYK,running,,,Randle,J. Randle,,,,,2.71,Missed,,,,,,,,,,,,,,,Tucker,200782.0,,,
50,PT08M03.00S,2022-02-26T00:52:41.8Z,1,REGULAR,block,,[],200782,,,1610612752,10,2,2022-02-26T00:53:37Z,500000,,,0,,P. Tucker BLOCK (1 BLK),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT08M03.00S,2022-02-26T00:52:41.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612752,10,2,2022-02-26T00:52:52Z,510000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,49.0,,,,,,,,,,,,,,,,,,
52,PT08M03.00S,2022-02-26T00:52:54.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,10,2,2022-02-26T00:52:54Z,520000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M52.00S,2022-02-26T00:53:04.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203944,88.51839684625493,44.11764705882353,1610612752,10,2,2022-02-26T00:55:44Z,530000,-29.0,55.0,1,right,MISS J. Randle 6' floating Shot,[203944],1610612752.0,NYK,floating,,,Randle,J. Randle,,,,,6.27,Missed,,,,,,,,,,,,,,,,,,,
54,PT07M49.00S,2022-02-26T00:53:07.6Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,10,2,2022-02-26T00:53:10Z,540000,,,0,,B. Adebayo REBOUND (Off:0 Def:4),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,53.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
55,PT07M39.00S,2022-02-26T00:53:18.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,6.521024967148489,47.794117647058826,1610612748,10,4,2022-02-26T00:53:23Z,550000,11.0,9.0,1,left,B. Adebayo cutting Layup (2 PTS) (D. Robinson 1 AST),"[1628389, 1629130]",1610612748.0,MIA,cutting,,,Adebayo,B. Adebayo,,,,,1.41,Made,,,,,2.0,D. Robinson,1629130.0,1.0,,,,,,,,,,,
57,PT07M20.00S,2022-02-26T00:53:36.9Z,1,REGULAR,3pt,Jump Shot,[],203095,76.95466491458606,12.990196078431374,1610612752,13,4,2022-02-26T00:53:40Z,570000,-185.0,164.0,1,right,E. Fournier 24' 3PT  (5 PTS) (J. Randle 2 AST),"[203095, 203944]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,24.73,Made,,,,,5.0,J. Randle,203944.0,2.0,,,,,,,,,,,
59,PT07M01.00S,2022-02-26T00:53:59.7Z,1,REGULAR,foul,personal,['2freethrow'],203944,,,1610612748,13,4,2022-02-26T00:54:07Z,590000,,,0,,J. Randle shooting personal FOUL (1 PF) (Lowry 2 FT),"[203944, 200768]",1610612752.0,NYK,shooting,,,Randle,J. Randle,,,,,,,,,,,,,,,204058.0,1.0,0.0,Lowry,200768.0,,,,,,
61,PT07M01.00S,2022-02-26T00:54:21.8Z,1,REGULAR,freethrow,1 of 2,[],200768,,,1610612748,13,5,2022-02-26T00:54:21Z,610000,,,0,,K. Lowry Free Throw 1 of 2 (1 PTS),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
62,PT07M01.00S,2022-02-26T00:54:34.3Z,1,REGULAR,freethrow,2 of 2,[],200768,,,1610612748,13,6,2022-02-26T00:54:34Z,620000,,,0,,K. Lowry Free Throw 2 of 2 (2 PTS),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,Made,,,,,2.0,,,,,,,,,,,,,,
63,PT06M53.00S,2022-02-26T00:54:45.8Z,1,REGULAR,3pt,Jump Shot,[],1629628,68.54467805519053,67.64705882352942,1610612752,13,6,2022-02-26T00:57:58Z,630000,88.0,243.0,1,right,MISS R. Barrett 25' pullup 3PT,[1629628],1610612752.0,NYK,pullup,,,Barrett,R. Barrett,,,,,25.87,Missed,,,,,,,,,,,,,,,,,,,
64,PT06M50.00S,2022-02-26T00:54:48.8Z,1,REGULAR,rebound,defensive,[],1629130,,,1610612748,13,6,2022-02-26T00:54:52Z,640000,,,0,,D. Robinson REBOUND (Off:0 Def:1),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,63.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
65,PT06M42.00S,2022-02-26T00:54:55.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],200768,5.732588699080158,47.30392156862745,1610612748,13,8,2022-02-26T00:55:00Z,650000,13.0,1.0,1,left,K. Lowry driving Layup (4 PTS),[200768],1610612748.0,MIA,driving,,,Lowry,K. Lowry,,,,,1.36,Made,,,,,4.0,,,,,,,,,,,,,,
66,PT06M27.00S,2022-02-26T00:55:14.0Z,1,REGULAR,foul,personal,[],1629130,,,1610612752,13,8,2022-02-26T00:55:26Z,660000,,,0,,D. Robinson personal FOUL (2 PF),"[1629130, 203944]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,2715.0,2.0,0.0,Randle,203944.0,,,,,,
68,PT06M27.00S,2022-02-26T00:55:23.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,13,8,2022-02-26T00:55:23Z,680000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M12.00S,2022-02-26T00:58:57.2Z,1,REGULAR,2pt,Jump Shot,[],202692,89.70105124835742,87.74509803921569,1610612752,15,8,2022-02-26T00:59:00Z,690000,189.0,44.0,1,right,A. Burks 19' Jump Shot (4 PTS) (E. Fournier 1 AST),"[202692, 203095]",1610612752.0,NYK,,,,Burks,A. Burks,,,,,19.38,Made,,,,,4.0,E. Fournier,203095.0,1.0,,,,,,,,,,,
71,PT05M50.00S,2022-02-26T00:59:18.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202710,8.09789750328515,51.225490196078425,1610612748,15,8,2022-02-26T00:59:23Z,710000,-6.0,24.0,1,left,MISS J. Butler driving Layup - blocked,"[202710, 1629011]",1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,2.44,Missed,,,,,,,,,,,,,,,Robinson,1629011.0,,,
72,PT05M50.00S,2022-02-26T00:59:18.9Z,1,REGULAR,block,,[],1629011,,,1610612748,15,8,2022-02-26T00:59:21Z,720000,,,0,,M. Robinson BLOCK (1 BLK),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M48.00S,2022-02-26T00:59:20.9Z,1,REGULAR,rebound,defensive,[],202692,,,1610612752,15,8,2022-02-26T00:59:23Z,730000,,,0,,A. Burks REBOUND (Off:0 Def:3),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,71.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
74,PT05M47.00S,2022-02-26T00:59:26.4Z,1,REGULAR,foul,personal,['2freethrow'],1629130,,,1610612752,15,8,2022-02-26T00:59:35Z,740000,,,0,,D. Robinson shooting personal FOUL (3 PF) (Barrett 2 FT),"[1629130, 1629628]",1610612748.0,MIA,shooting,,,Robinson,D. Robinson,,,,,,,,,,,,,,,204058.0,3.0,0.0,Barrett,1629628.0,,,,,,
76,PT05M47.00S,2022-02-26T00:59:47.0Z,1,REGULAR,freethrow,1 of 2,[],1629628,,,1610612752,15,8,2022-02-26T01:00:07Z,760000,,,0,,MISS R. Barrett Free Throw 1 of 2,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,Missed,,,,,,,,,,,,,,,,,,,
77,PT05M47.00S,2022-02-26T00:59:47.0Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612752,15,8,2022-02-26T01:00:07Z,770000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,76.0,,,,,,,,,,,,,,,,,,
78,PT05M47.00S,2022-02-26T00:59:47.0Z,1,REGULAR,freethrow,2 of 2,[],1629628,,,1610612752,15,8,2022-02-26T01:00:07Z,780000,,,0,,MISS R. Barrett Free Throw 2 of 2,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,Missed,,,,,,,,,,,,,,,,,,,
79,PT05M47.00S,2022-02-26T00:59:47.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612752,15,8,2022-02-26T01:00:24Z,790000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,78.0,,,,,,,,,,,,,,,,,,
80,PT05M47.00S,2022-02-26T00:59:47.1Z,1,REGULAR,substitution,out,[],1629130,,,1610612752,15,8,2022-02-26T01:00:06Z,800000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M47.00S,2022-02-26T00:59:47.1Z,1,REGULAR,substitution,in,[],1629639,,,1610612752,15,8,2022-02-26T01:00:06Z,810000,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M39.00S,2022-02-26T01:00:19.6Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],203944,86.67871222076215,32.1078431372549,1610612752,15,8,2022-02-26T01:00:36Z,820000,-89.0,73.0,1,right,MISS J. Randle 11' pullup Shot,[203944],1610612752.0,NYK,pullup,,,Randle,J. Randle,,,,,11.53,Missed,,,,,,,,,,,,,,,,,,,
83,PT05M37.00S,2022-02-26T01:00:22.2Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,15,8,2022-02-26T01:00:22Z,830000,,,0,,B. Adebayo REBOUND (Off:0 Def:5),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,82.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
84,PT05M35.00S,2022-02-26T01:00:28.2Z,1,REGULAR,turnover,out-of-bounds,[],200768,,,1610612748,15,8,2022-02-26T01:00:42Z,840000,,,0,,K. Lowry bad pass out-of-bounds TURNOVER (2 TO),[200768],1610612748.0,MIA,bad pass,,,Lowry,K. Lowry,,,,,,,,,,,,,,,202026.0,,,,,2.0,,,,,
85,PT05M23.00S,2022-02-26T01:00:44.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203095,72.88107752956637,17.892156862745097,1610612752,15,8,2022-02-26T01:00:48Z,850000,-161.0,202.0,1,right,MISS E. Fournier 25' 3PT,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,25.83,Missed,,,,,,,,,,,,,,,,,,,
86,PT05M21.00S,2022-02-26T01:00:46.8Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,15,8,2022-02-26T01:00:48Z,860000,,,0,,B. Adebayo REBOUND (Off:0 Def:6),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,85.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
87,PT05M17.00S,2022-02-26T01:00:50.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],200768,30.042706964520367,68.62745098039215,1610612748,15,11,2022-02-26T01:01:58Z,870000,-93.0,230.0,1,left,K. Lowry 24' 3PT running pullup (7 PTS),[200768],1610612748.0,MIA,running pullup,,,Lowry,K. Lowry,,,,,24.8,Made,,,,,7.0,,,,,,,,,,,,,,
88,PT05M03.00S,2022-02-26T01:01:04.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203095,76.2976346911958,11.519607843137255,1610612752,15,11,2022-02-26T01:02:26Z,880000,-192.0,170.0,1,right,MISS E. Fournier 25' pullup 3PT,[203095],1610612752.0,NYK,pullup,,,Fournier,E. Fournier,,,,,25.69,Missed,,,,,,,,,,,,,,,,,,,
89,PT05M00.00S,2022-02-26T01:01:07.0Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,15,11,2022-02-26T01:01:11Z,890000,,,0,,B. Adebayo REBOUND (Off:0 Def:7),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,88.0,7.0,7.0,0.0,,,,,,,,,,,,,,,
90,PT04M44.00S,2022-02-26T01:01:23.4Z,1,REGULAR,2pt,Jump Shot,[],1628389,21.632720105124836,47.549019607843135,1610612748,15,11,2022-02-26T01:01:29Z,900000,12.0,151.0,1,left,MISS B. Adebayo 15' pullup Shot,[1628389],1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,15.13,Missed,,,,,,,,,,,,,,,,,,,
