actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
22,PT10M13.00S,2021-11-07T23:14:04.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,6.258212877792378,51.9607843137255,1610612739,5,5,2021-11-07T23:14:10Z,220000,-10.0,6.0,1,left,C. Sexton driving Layup (2 PTS),[1629012],1610612739.0,CLE,driving,,,Sexton,C. Sexton,,,,,,,,,,1.17,Made,,,,,2.0,,,,,,,,,
23,PT10M00.00S,2021-11-07T23:14:16.5Z,1,REGULAR,3pt,Jump Shot,[],203944,93.77463863337714,95.83333333333334,1610612752,5,5,2021-11-07T23:14:21Z,230000,229.0,6.0,1,right,MISS J. Randle step back 3PT,[203944],1610612752.0,NYK,step back,,,Randle,J. Randle,,,,,,,,,,22.93,Missed,,,,,,,,,,,,,,
24,PT09M58.00S,2021-11-07T23:14:18.5Z,1,REGULAR,rebound,defensive,[],1629012,,,1610612739,5,5,2021-11-07T23:14:21Z,240000,,,0,,C. Sexton REBOUND (Off:0 Def:1),[1629012],1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,,,
25,PT09M52.00S,2021-11-07T23:14:25.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628386,7.30946123521682,50.245098039215684,1610612739,5,5,2021-11-07T23:14:39Z,250000,-1.0,16.0,1,left,MISS J. Allen Layup - blocked,"[1628386, 1629011]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,1.62,Missed,,,,,,,,,Robinson,1629011.0,,,,
26,PT09M52.00S,2021-11-07T23:14:25.5Z,1,REGULAR,block,,[],1629011,,,1610612739,5,5,2021-11-07T23:14:28Z,260000,,,0,,M. Robinson BLOCK (1 BLK),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
27,PT09M49.00S,2021-11-07T23:14:28.5Z,1,REGULAR,rebound,offensive,[],1628386,,,1610612739,5,5,2021-11-07T23:14:39Z,270000,,,0,,J. Allen REBOUND (Off:1 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,25.0,2.0,1.0,1.0,,,,,,,,,,
28,PT09M49.00S,2021-11-07T23:14:29.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628386,5.863994743758213,49.26470588235294,1610612739,5,5,2021-11-07T23:14:43Z,280000,4.0,3.0,1,left,MISS J. Allen putback Layup,[1628386],1610612739.0,CLE,putback,,,Allen,J. Allen,,,,,,,,,,0.45,Missed,,,,,,,,,,,,,,
30,PT09M49.00S,2021-11-07T23:14:29.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612752,5,5,2021-11-07T23:14:49Z,300000,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,
31,PT09M49.00S,2021-11-07T23:14:38.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,5,5,2021-11-07T23:14:49Z,310000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,PT09M33.00S,2021-11-07T23:14:55.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201565,83.39356110381078,49.26470588235294,1610612752,7,5,2021-11-07T23:15:06Z,320000,-4.0,104.0,1,right,D. Rose 10' driving floating Jump Shot (2 PTS),[201565],1610612752.0,NYK,driving floating,,,Rose,D. Rose,,,,,,,,,,10.37,Made,,,,,2.0,,,,,,,,,
33,PT09M17.00S,2021-11-07T23:15:12.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,10.988830486202366,47.05882352941176,1610612739,7,7,2021-11-07T23:15:17Z,330000,15.0,51.0,1,left,C. Sexton driving finger roll Layup (4 PTS),[1629012],1610612739.0,CLE,driving finger roll,,,Sexton,C. Sexton,,,,,,,,,,5.29,Made,,,,,4.0,,,,,,,,,
35,PT08M52.00S,2021-11-07T23:15:36.6Z,1,REGULAR,turnover,lost ball,[],203095,,,1610612752,7,7,2021-11-07T23:15:56Z,350000,,,0,,E. Fournier lost ball TURNOVER (1 TO),"[203095, 1628386]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,1.0,Allen,1628386.0,
36,PT08M52.00S,2021-11-07T23:15:36.6Z,1,REGULAR,steal,,[],1628386,,,1610612739,7,7,2021-11-07T23:15:38Z,360000,,,0,,J. Allen STEAL (1 STL),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
37,PT08M49.00S,2021-11-07T23:15:40.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629636,5.601182654402102,49.754901960784316,1610612739,7,9,2021-11-07T23:19:52Z,370000,1.0,0.0,1,left,D. Garland running Layup (2 PTS) (C. Sexton 2 AST),"[1629636, 1629012]",1610612739.0,CLE,running,,,Garland,D. Garland,,,,,,,,,,0.12,Made,,,,,2.0,C. Sexton,1629012.0,2.0,,,,,,
39,PT08M31.00S,2021-11-07T23:15:58.6Z,1,REGULAR,turnover,bad pass,[],1629628,,,1610612752,7,9,2021-11-07T23:16:05Z,390000,,,0,,R. Barrett bad pass TURNOVER (1 TO),"[1629628, 1628386]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,1.0,Allen,1628386.0,
40,PT08M31.00S,2021-11-07T23:15:58.6Z,1,REGULAR,steal,,[],1628386,,,1610612739,7,9,2021-11-07T23:16:00Z,400000,,,0,,J. Allen STEAL (2 STL),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
41,PT08M28.00S,2021-11-07T23:16:02.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629012,5.338370565045992,49.26470588235294,1610612739,7,11,2021-11-07T23:23:45Z,410000,4.0,-2.0,1,left,C. Sexton running Layup (6 PTS) (J. Allen 1 AST),"[1629012, 1628386]",1610612739.0,CLE,running,,,Sexton,C. Sexton,,,,,,,,,,0.44,Made,,,,,6.0,J. Allen,1628386.0,1.0,,,,,,
43,PT08M17.00S,2021-11-07T23:16:16.7Z,1,REGULAR,timeout,full,['team'],0,,,1610612752,7,11,2021-11-07T23:16:16Z,430000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PT08M00.00S,2021-11-07T23:19:29.7Z,1,REGULAR,3pt,Jump Shot,[],201565,91.93495400788436,4.166666666666666,1610612752,7,11,2021-11-07T23:19:33Z,440000,-229.0,23.0,1,right,MISS D. Rose 3PT,[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,23.04,Missed,,,,,,,,,,,,,,
47,PT07M56.00S,2021-11-07T23:19:32.3Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,7,11,2021-11-07T23:19:32Z,450000,,,0,,E. Mobley REBOUND (Off:0 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,46.0,1.0,1.0,0.0,,,,,,,,,,
48,PT07M44.00S,2021-11-07T23:19:45.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628386,4.812746386333772,49.50980392156863,1610612739,7,13,2021-11-07T23:34:37Z,460000,2.0,-7.0,1,left,J. Allen Layup (2 PTS) (C. Sexton 3 AST),"[1628386, 1629012]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,0.77,Made,,,,,2.0,C. Sexton,1629012.0,3.0,,,,,,
50,PT07M29.00S,2021-11-07T23:19:59.9Z,1,REGULAR,3pt,Jump Shot,[],1629628,93.38042049934296,95.09803921568627,1610612752,7,13,2021-11-07T23:20:04Z,480000,225.0,10.0,1,right,MISS R. Barrett 3PT,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,22.57,Missed,,,,,,,,,,,,,,
51,PT07M25.00S,2021-11-07T23:20:03.9Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,7,13,2021-11-07T23:20:04Z,490000,,,0,,J. Allen REBOUND (Off:1 Def:2),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,50.0,3.0,2.0,1.0,,,,,,,,,,
153,PT07M19.00S,2021-11-07T23:20:08.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629012,13.715505913272011,50.0,1610612739,7,13,2021-11-07T23:32:02Z,510000,0.0,76.0,1,left,MISS C. Sexton 7' floating Shot - blocked,"[1629012, 1629011]",1610612739.0,CLE,floating,,,Sexton,C. Sexton,,,,,,,,,,7.64,Missed,,,,,,,,,Robinson,1629011.0,,,,
154,PT07M19.00S,2021-11-07T23:20:08.1Z,1,REGULAR,block,,[],1629011,,,1610612739,7,13,2021-11-07T23:32:02Z,520000,,,0,,M. Robinson BLOCK (2 BLK),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT07M19.00S,2021-11-07T23:20:08.1Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,7,13,2021-11-07T23:32:02Z,525000,,,0,,J. Randle REBOUND (Off:0 Def:2),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,153.0,2.0,2.0,0.0,,,,,,,,,,
55,PT07M12.00S,2021-11-07T23:20:16.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629628,93.38042049934296,49.754901960784316,1610612752,7,13,2021-11-07T23:31:38Z,530000,-1.0,10.0,1,right,MISS R. Barrett alley-oop Layup,[1629628],1610612752.0,NYK,alley-oop,,,Barrett,R. Barrett,,,,,,,,,,0.98,Missed,,,,,,,,,,,,,,
56,PT07M09.00S,2021-11-07T23:20:19.4Z,1,REGULAR,rebound,defensive,[],1629636,,,1610612739,7,13,2021-11-07T23:20:19Z,540000,,,0,,D. Garland REBOUND (Off:0 Def:1),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,55.0,1.0,1.0,0.0,,,,,,,,,,
57,PT07M08.00S,2021-11-07T23:20:21.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628386,6.1268068331143235,50.49019607843137,1610612739,7,15,2021-11-07T23:20:29Z,550000,-2.0,5.0,1,left,J. Allen alley-oop DUNK (4 PTS) (D. Garland 1 AST),"[1628386, 1629636]",1610612739.0,CLE,alley-oop,,,Allen,J. Allen,,,,,,,,,,0.57,Made,,,,,4.0,D. Garland,1629636.0,1.0,,,,,,
59,PT06M49.00S,2021-11-07T23:20:39.7Z,1,REGULAR,turnover,bad pass,[],1629628,,,1610612752,7,15,2021-11-07T23:20:43Z,570000,,,0,,R. Barrett bad pass TURNOVER (2 TO),"[1629628, 1629731]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,2.0,Wade,1629731.0,
60,PT06M49.00S,2021-11-07T23:20:39.7Z,1,REGULAR,steal,,[],1629731,,,1610612739,7,15,2021-11-07T23:20:41Z,580000,,,0,,D. Wade STEAL (1 STL),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M31.00S,2021-11-07T23:20:58.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629731,28.86005256241787,22.058823529411764,1610612739,7,15,2021-11-07T23:21:07Z,590000,140.0,219.0,1,left,MISS D. Wade 25' 3PT,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,25.96,Missed,,,,,,,,,,,,,,
62,PT06M29.00S,2021-11-07T23:21:00.6Z,1,REGULAR,rebound,offensive,[],1628386,,,1610612739,7,15,2021-11-07T23:21:07Z,600000,,,0,,J. Allen REBOUND (Off:2 Def:2),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,61.0,4.0,2.0,2.0,,,,,,,,,,
63,PT06M29.00S,2021-11-07T23:21:04.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628386,5.590000152587891,50.0,1610612739,7,15,2021-11-07T23:21:04Z,610000,0.0,0.0,1,left,MISS J. Allen putback DUNK,[1628386],1610612739.0,CLE,putback,,,Allen,J. Allen,,,,,,,,,,0.0,Missed,,,,,,,,,,,,,,
64,PT06M29.00S,2021-11-07T23:21:05.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612752,7,15,2021-11-07T23:21:05Z,620000,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,63.0,,,,,,,,,,,,,
65,PT06M29.00S,2021-11-07T23:21:07.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,7,15,2021-11-07T23:21:07Z,630000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M29.00S,2021-11-07T23:21:07.3Z,1,REGULAR,substitution,out,[],1630596,,,1610612752,7,15,2021-11-07T23:21:16Z,640000,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M29.00S,2021-11-07T23:21:07.3Z,1,REGULAR,substitution,out,[],1629636,,,1610612752,7,15,2021-11-07T23:21:16Z,650000,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M29.00S,2021-11-07T23:21:07.3Z,1,REGULAR,substitution,in,[],201937,,,1610612752,7,15,2021-11-07T23:21:16Z,660000,,,0,,SUB in: R. Rubio,[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M29.00S,2021-11-07T23:21:07.3Z,1,REGULAR,substitution,in,[],1626224,,,1610612752,7,15,2021-11-07T23:21:16Z,670000,,,0,,SUB in: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M18.00S,2021-11-07T23:21:26.4Z,1,REGULAR,3pt,Jump Shot,[],203095,74.85216819973719,15.196078431372548,1610612752,7,15,2021-11-07T23:21:31Z,680000,-174.0,184.0,1,right,MISS E. Fournier 25' 3PT,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,25.32,Missed,,,,,,,,,,,,,,
71,PT06M15.00S,2021-11-07T23:21:29.6Z,1,REGULAR,rebound,offensive,[],1629011,,,1610612752,7,15,2021-11-07T23:21:29Z,690000,,,0,,M. Robinson REBOUND (Off:1 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,70.0,2.0,1.0,1.0,,,,,,,,,,
72,PT06M10.00S,2021-11-07T23:21:34.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",201565,85.75886990801577,48.77450980392157,1610612752,9,15,2021-11-07T23:21:40Z,700000,-6.0,81.0,1,right,D. Rose 8' driving floating Jump Shot (4 PTS),[201565],1610612752.0,NYK,driving floating,,,Rose,D. Rose,,,,,,,,,,8.16,Made,,,,,4.0,,,,,,,,,
73,PT05M50.00S,2021-11-07T23:21:54.5Z,1,REGULAR,turnover,lost ball,[],1628386,,,1610612739,9,15,2021-11-07T23:22:01Z,710000,,,0,,J. Allen lost ball TURNOVER (1 TO),"[1628386, 203095]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,1.0,Fournier,203095.0,
74,PT05M50.00S,2021-11-07T23:21:54.5Z,1,REGULAR,steal,,[],203095,,,1610612752,9,15,2021-11-07T23:33:03Z,720000,,,0,,E. Fournier STEAL (1 STL),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M49.00S,2021-11-07T23:22:02.6Z,1,REGULAR,foul,personal,[],1629012,,,1610612752,9,15,2021-11-07T23:29:53Z,730000,,,0,,C. Sexton take personal FOUL (1 PF),"[1629012, 203095]",1610612739.0,CLE,take,,,Sexton,C. Sexton,,,,,2003.0,1.0,0.0,Fournier,203095.0,,,,,,,,,,,,,,,,
77,PT05M43.00S,2021-11-07T23:22:23.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629011,93.77463863337714,49.26470588235294,1610612752,11,15,2021-11-07T23:22:26Z,750000,-4.0,6.0,1,right,M. Robinson DUNK (2 PTS) (D. Rose 1 AST),"[1629011, 201565]",1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,0.7,Made,,,,,2.0,D. Rose,201565.0,1.0,,,,,,
79,PT05M22.00S,2021-11-07T23:22:43.1Z,1,REGULAR,3pt,Jump Shot,[],1629012,27.020367936925098,78.18627450980392,1610612739,11,15,2021-11-07T23:23:08Z,770000,-141.0,201.0,1,left,MISS C. Sexton 24' 3PT,[1629012],1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,,,,,24.59,Missed,,,,,,,,,,,,,,
82,PT05M18.00S,2021-11-07T23:22:47.5Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612752,11,15,2021-11-07T23:22:47Z,780000,,,0,,R. Barrett REBOUND (Off:0 Def:1),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,79.0,1.0,1.0,0.0,,,,,,,,,,
83,PT05M10.00S,2021-11-07T23:22:55.1Z,1,REGULAR,2pt,Jump Shot,[],203095,92.59198423127464,25.0,1610612752,13,15,2021-11-07T23:23:20Z,790000,-125.0,17.0,1,right,E. Fournier 12' turnaround fadeaway Jump Shot (2 PTS) (J. Randle 1 AST),"[203095, 203944]",1610612752.0,NYK,turnaround fadeaway,,,Fournier,E. Fournier,,,,,,,,,,12.62,Made,,,,,2.0,J. Randle,203944.0,1.0,,,,,,
85,PT04M57.00S,2021-11-07T23:23:08.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,5.206964520367937,49.26470588235294,1610612739,13,17,2021-11-07T23:23:23Z,810000,4.0,-4.0,1,left,C. Sexton driving reverse Layup (8 PTS) (R. Rubio 1 AST),"[1629012, 201937]",1610612739.0,CLE,driving reverse,,,Sexton,C. Sexton,,,,,,,,,,0.52,Made,,,,,8.0,R. Rubio,201937.0,1.0,,,,,,
87,PT04M41.00S,2021-11-07T23:23:24.3Z,1,REGULAR,2pt,Jump Shot,[],203944,73.27529566360053,48.77450980392157,1610612752,15,17,2021-11-07T23:23:31Z,830000,-6.0,199.0,1,right,J. Randle 19' step back Jump Shot (5 PTS) (D. Rose 2 AST),"[203944, 201565]",1610612752.0,NYK,step back,,,Randle,J. Randle,,,,,,,,,,19.88,Made,,,,,5.0,D. Rose,201565.0,2.0,,,,,,
89,PT04M31.00S,2021-11-07T23:23:34.7Z,1,REGULAR,3pt,Jump Shot,[],1626224,24.655059132720105,85.29411764705883,1610612739,15,17,2021-11-07T23:23:40Z,850000,-176.0,179.0,1,left,MISS C. Osman 25' 3PT,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,25.16,Missed,,,,,,,,,,,,,,
90,PT04M27.00S,2021-11-07T23:23:37.9Z,1,REGULAR,rebound,offensive,[],1626224,,,1610612739,15,17,2021-11-07T23:23:37Z,860000,,,0,,C. Osman REBOUND (Off:1 Def:0),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,89.0,1.0,0.0,1.0,,,,,,,,,,
91,PT04M19.00S,2021-11-07T23:23:46.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629731,28.465834428383708,72.30392156862744,1610612739,15,17,2021-11-07T23:23:51Z,870000,-112.0,215.0,1,left,MISS D. Wade 24' 3PT,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,24.23,Missed,,,,,,,,,,,,,,
92,PT04M15.00S,2021-11-07T23:23:50.5Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,15,17,2021-11-07T23:23:51Z,880000,,,0,,M. Robinson REBOUND (Off:1 Def:2),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,91.0,3.0,2.0,1.0,,,,,,,,,,
93,PT04M10.00S,2021-11-07T23:23:56.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,92.9862023653088,49.26470588235294,1610612752,17,17,2021-11-07T23:24:00Z,890000,-4.0,13.0,1,right,R. Barrett driving Layup (4 PTS),[1629628],1610612752.0,NYK,driving,,,Barrett,R. Barrett,,,,,,,,,,1.39,Made,,,,,4.0,,,,,,,,,
94,PT04M10.00S,2021-11-07T23:23:59.6Z,1,REGULAR,timeout,full,['team'],0,,,1610612739,17,17,2021-11-07T23:23:59Z,900000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M10.00S,2021-11-07T23:23:59.7Z,1,REGULAR,substitution,out,[],201565,,,1610612739,17,17,2021-11-07T23:26:41Z,910000,,,0,,SUB out: D. Rose,[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M10.00S,2021-11-07T23:23:59.7Z,1,REGULAR,substitution,out,[],1629011,,,1610612739,17,17,2021-11-07T23:26:41Z,920000,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M10.00S,2021-11-07T23:23:59.7Z,1,REGULAR,substitution,out,[],1628386,,,1610612739,17,17,2021-11-07T23:26:41Z,930000,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
