actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
96,PT04M05.00S,2022-01-17T18:26:45.5Z,1,REGULAR,turnover,lost ball,[],201959,,,1610612752,15,25,2022-01-17T18:28:05Z,960000,,,0,,T. Gibson lost ball TURNOVER (1 TO),"[201959, 1628970]",1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,1.0,Bridges,1628970.0,,,,,,,,
97,PT04M05.00S,2022-01-17T18:26:45.5Z,1,REGULAR,steal,,[],1628970,,,1610612766,15,25,2022-01-17T18:26:47Z,970000,,,0,,M. Bridges STEAL (1 STL),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M04.00S,2022-01-17T18:26:49.4Z,1,REGULAR,foul,personal,[],203944,,,1610612766,15,25,2022-01-17T18:28:48Z,980000,,,0,,J. Randle take personal FOUL (1 PF),"[203944, 1628970]",1610612752.0,NYK,take,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,1627962.0,1.0,0.0,Bridges,1628970.0
100,PT03M48.00S,2022-01-17T18:27:12.1Z,1,REGULAR,turnover,lost ball,[],202330,,,1610612766,15,25,2022-01-17T18:27:21Z,1000000,,,0,,G. Hayward lost ball TURNOVER (1 TO),"[202330, 1629628]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,1.0,Barrett,1629628.0,,,,,,,,
101,PT03M48.00S,2022-01-17T18:27:12.1Z,1,REGULAR,steal,,[],1629628,,,1610612752,15,25,2022-01-17T18:27:21Z,1010000,,,0,,R. Barrett STEAL (1 STL),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M41.00S,2022-01-17T18:27:19.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629628,79.58278580814718,9.803921568627452,1610612752,15,25,2022-01-17T18:29:51Z,1020000,-201.0,139.0,1,right,MISS R. Barrett 24' 3PT,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,24.46,Missed,,,,,,,,,,,,,,,,,,
103,PT03M39.00S,2022-01-17T18:27:21.3Z,1,REGULAR,rebound,offensive,[],201959,,,1610612752,15,25,2022-01-17T18:27:30Z,1030000,,,0,,T. Gibson REBOUND (Off:3 Def:0),[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,102.0,3.0,0.0,3.0,,,,,,,,,,,,,,
104,PT03M34.00S,2022-01-17T18:27:28.1Z,1,REGULAR,turnover,out-of-bounds,[],1629628,,,1610612752,15,25,2022-01-17T18:27:35Z,1040000,,,0,,R. Barrett bad pass out-of-bounds TURNOVER (2 TO),[1629628],1610612752.0,NYK,bad pass,,,Barrett,R. Barrett,,,,,,,,,,,,,,2.0,,,,,,1627962.0,,,,
105,PT03M34.00S,2022-01-17T18:27:38.6Z,1,REGULAR,timeout,full,['team'],0,,,1610612766,15,25,2022-01-17T18:27:38Z,1050000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M34.00S,2022-01-17T18:27:38.7Z,1,REGULAR,substitution,out,[],202330,,,1610612766,15,25,2022-01-17T18:30:27Z,1060000,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M34.00S,2022-01-17T18:27:38.7Z,1,REGULAR,substitution,out,[],203486,,,1610612766,15,25,2022-01-17T18:30:27Z,1070000,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M34.00S,2022-01-17T18:27:38.7Z,1,REGULAR,substitution,in,[],1629023,,,1610612766,15,25,2022-01-17T18:30:27Z,1080000,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M34.00S,2022-01-17T18:27:38.7Z,1,REGULAR,substitution,in,[],1629667,,,1610612766,15,25,2022-01-17T18:30:27Z,1090000,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M23.00S,2022-01-17T18:30:40.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629667,8.623521681997373,4.411764705882353,1610612766,15,25,2022-01-17T18:30:46Z,1100000,228.0,29.0,1,left,MISS J. McDaniels 3PT,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,22.97,Missed,,,,,,,,,,,,,,,,,,
111,PT03M21.00S,2022-01-17T18:30:42.6Z,1,REGULAR,rebound,defensive,[],1630193,,,1610612752,15,25,2022-01-17T18:30:46Z,1110000,,,0,,I. Quickley REBOUND (Off:0 Def:1),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,110.0,1.0,1.0,0.0,,,,,,,,,,,,,,
112,PT03M07.00S,2022-01-17T18:30:55.6Z,1,REGULAR,3pt,Jump Shot,[],203095,94.30026281208936,95.34313725490196,1610612752,18,25,2022-01-17T18:30:59Z,1120000,227.0,1.0,1,right,E. Fournier 3PT  (3 PTS) (R. Barrett 2 AST),"[203095, 1629628]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,22.67,Made,,,,,,,3.0,,,,R. Barrett,1629628.0,2.0,,,,,
114,PT02M42.00S,2022-01-17T18:31:21.2Z,1,REGULAR,turnover,lost ball,[],1628998,,,1610612766,18,25,2022-01-17T18:31:25Z,1140000,,,0,,C. Martin lost ball TURNOVER (1 TO),"[1628998, 1630193]",1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,1.0,Quickley,1630193.0,,,,,,,,
115,PT02M42.00S,2022-01-17T18:31:21.2Z,1,REGULAR,steal,,[],1630193,,,1610612752,18,25,2022-01-17T18:31:23Z,1150000,,,0,,I. Quickley STEAL (1 STL),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M35.00S,2022-01-17T18:31:28.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629628,94.82588699080158,46.568627450980394,1610612752,20,25,2022-01-17T18:31:32Z,1160000,-17.0,-4.0,1,right,R. Barrett driving Layup (5 PTS),[1629628],1610612752.0,NYK,driving,,,Barrett,R. Barrett,,,,,1.76,Made,,,,,,,5.0,,,,,,,,,,,
117,PT02M12.00S,2022-01-17T18:31:51.4Z,1,REGULAR,2pt,Jump Shot,[],1628970,21.107095926412615,41.66666666666667,1610612766,20,27,2022-01-17T18:32:59Z,1170000,42.0,146.0,1,left,M. Bridges 15' driving floating Jump Shot (15 PTS),[1628970],1610612766.0,CHA,driving floating,,,Bridges,M. Bridges,,,,,15.17,Made,,,,,,,15.0,,,,,,,,,,,
118,PT01M56.00S,2022-01-17T18:32:06.7Z,1,REGULAR,3pt,Jump Shot,[],1630193,73.80091984231275,17.647058823529413,1610612752,20,27,2022-01-17T18:33:41Z,1180000,-162.0,194.0,1,right,MISS I. Quickley 25' pullup 3PT,[1630193],1610612752.0,NYK,pullup,,,Quickley,I. Quickley,,,,,25.25,Missed,,,,,,,,,,,,,,,,,,
119,PT01M54.00S,2022-01-17T18:32:08.7Z,1,REGULAR,rebound,defensive,[],1629667,,,1610612766,20,27,2022-01-17T18:32:13Z,1190000,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,118.0,1.0,1.0,0.0,,,,,,,,,,,,,,
120,PT01M43.00S,2022-01-17T18:32:19.6Z,1,REGULAR,3pt,Jump Shot,[],1626179,11.251642575558476,96.56862745098039,1610612766,20,27,2022-01-17T18:32:24Z,1200000,-233.0,53.0,1,left,MISS T. Rozier 3PT,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,23.88,Missed,,,,,,,,,,,,,,,,,,
121,PT01M41.00S,2022-01-17T18:32:21.6Z,1,REGULAR,rebound,defensive,[],1630193,,,1610612752,20,27,2022-01-17T18:32:24Z,1210000,,,0,,I. Quickley REBOUND (Off:0 Def:2),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,120.0,2.0,2.0,0.0,,,,,,,,,,,,,,
122,PT01M32.00S,2022-01-17T18:32:30.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,84.31340341655716,55.392156862745104,1610612752,20,27,2022-01-17T18:34:52Z,1220000,27.0,95.0,1,right,MISS J. Randle 9' driving floating Shot,[203944],1610612752.0,NYK,driving floating,,,Randle,J. Randle,,,,,9.88,Missed,,,,,,,,,,,,,,,,,,
123,PT01M30.00S,2022-01-17T18:32:32.6Z,1,REGULAR,rebound,defensive,[],1629667,,,1610612766,20,27,2022-01-17T18:32:35Z,1230000,,,0,,J. McDaniels REBOUND (Off:0 Def:2),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,122.0,2.0,2.0,0.0,,,,,,,,,,,,,,
124,PT01M21.00S,2022-01-17T18:32:44.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203095,,,1610612766,20,27,2022-01-17T18:32:51Z,1240000,,,0,,E. Fournier shooting personal FOUL (1 PF) (Bridges 2 FT),"[203095, 1628970]",1610612752.0,NYK,shooting,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,1830.0,1.0,0.0,Bridges,1628970.0
127,PT01M21.00S,2022-01-17T18:32:57.0Z,1,REGULAR,substitution,out,[],203095,,,1610612766,20,27,2022-01-17T18:33:19Z,1255000,,,0,,SUB out: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,
128,PT01M21.00S,2022-01-17T18:32:57.0Z,1,REGULAR,substitution,out,[],1628998,,,1610612766,20,27,2022-01-17T18:33:19Z,1257500,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
129,PT01M21.00S,2022-01-17T18:32:57.0Z,1,REGULAR,substitution,in,[],1629656,,,1610612766,20,27,2022-01-17T18:33:19Z,1258750,,,0,,SUB in: Q. Grimes,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,
130,PT01M21.00S,2022-01-17T18:32:57.0Z,1,REGULAR,substitution,in,[],202397,,,1610612766,20,27,2022-01-17T18:33:19Z,1259375,,,0,,SUB in: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,
126,PT01M21.00S,2022-01-17T18:33:09.6Z,1,REGULAR,freethrow,1 of 2,[],1628970,,,1610612766,20,28,2022-01-17T18:33:09Z,1260000,,,0,,M. Bridges Free Throw 1 of 2 (16 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Made,,,,,,,16.0,,,,,,,,,,,
131,PT01M21.00S,2022-01-17T18:33:28.9Z,1,REGULAR,freethrow,2 of 2,[],1628970,,,1610612766,20,29,2022-01-17T18:33:28Z,1270000,,,0,,M. Bridges Free Throw 2 of 2 (17 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Made,,,,,,,17.0,,,,,,,,,,,
132,PT01M06.00S,2022-01-17T18:33:49.0Z,1,REGULAR,foul,personal,['2freethrow'],1629023,,,1610612752,20,29,2022-01-17T18:34:00Z,1280000,,,0,,P. Washington shooting personal FOUL (1 PF) (Randle 2 FT),"[1629023, 203944]",1610612766.0,CHA,shooting,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,1830.0,1.0,0.0,Randle,203944.0
134,PT01M06.00S,2022-01-17T18:34:15.3Z,1,REGULAR,freethrow,1 of 2,[],203944,,,1610612752,21,29,2022-01-17T18:34:15Z,1300000,,,0,,J. Randle Free Throw 1 of 2 (7 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,Made,,,,,,,7.0,,,,,,,,,,,
135,PT01M06.00S,2022-01-17T18:34:33.8Z,1,REGULAR,freethrow,2 of 2,[],203944,,,1610612752,22,29,2022-01-17T18:34:33Z,1310000,,,0,,J. Randle Free Throw 2 of 2 (8 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,Made,,,,,,,8.0,,,,,,,,,,,
136,PT00M52.90S,2022-01-17T18:34:48.5Z,1,REGULAR,3pt,Jump Shot,[],1628970,32.40801576872536,45.588235294117645,1610612766,22,32,2022-01-17T18:34:55Z,1320000,22.0,252.0,1,left,M. Bridges 25' 3PT step back (20 PTS),[1628970],1610612766.0,CHA,step back,,,Bridges,M. Bridges,,,,,25.31,Made,,,,,,,20.0,,,,,,,,,,,
137,PT00M42.50S,2022-01-17T18:35:03.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,92.19776609724047,45.83333333333333,1610612752,22,32,2022-01-17T18:35:20Z,1330000,-21.0,21.0,1,right,MISS R. Barrett driving Layup,[1629628],1610612752.0,NYK,driving,,,Barrett,R. Barrett,,,,,2.94,Missed,,,,,,,,,,,,,,,,,,
138,PT00M40.00S,2022-01-17T18:35:06.1Z,1,REGULAR,rebound,offensive,[],203944,,,1610612752,22,32,2022-01-17T18:35:20Z,1340000,,,0,,J. Randle REBOUND (Off:1 Def:2),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,137.0,3.0,2.0,1.0,,,,,,,,,,,,,,
139,PT00M40.00S,2022-01-17T18:35:06.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203944,93.51182654402102,52.69607843137255,1610612752,22,32,2022-01-17T18:36:35Z,1350000,13.0,8.0,1,right,MISS J. Randle putback Layup,[203944],1610612752.0,NYK,putback,,,Randle,J. Randle,,,,,1.6,Missed,,,,,,,,,,,,,,,,,,
140,PT00M39.00S,2022-01-17T18:35:07.3Z,1,REGULAR,rebound,offensive,[],203944,,,1610612752,22,32,2022-01-17T18:35:35Z,1360000,,,0,,J. Randle REBOUND (Off:2 Def:2),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,139.0,4.0,2.0,2.0,,,,,,,,,,,,,,
141,PT00M39.00S,2022-01-17T18:35:08.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629667,,,1610612752,22,32,2022-01-17T18:35:21Z,1370000,,,0,,J. McDaniels shooting personal FOUL (1 PF) (Randle 2 FT),"[1629667, 203944]",1610612766.0,CHA,shooting,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,1830.0,1.0,0.0,Randle,203944.0
143,PT00M39.00S,2022-01-17T18:35:33.4Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203944,,,1610612752,23,32,2022-01-17T18:35:33Z,1390000,,,0,,J. Randle Free Throw 1 of 2 (9 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,Made,,,,,,,9.0,,,,,,,,,,,
144,PT00M39.00S,2022-01-17T18:35:33.4Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203944,,,1610612752,23,32,2022-01-17T18:35:57Z,1400000,,,0,,MISS J. Randle Free Throw 2 of 2,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,Missed,,,,,,,,,,,,,,,,,,
145,PT00M37.40S,2022-01-17T18:35:35.0Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,23,32,2022-01-17T18:35:57Z,1410000,,,0,,M. Bridges REBOUND (Off:0 Def:4),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,144.0,4.0,4.0,0.0,,,,,,,,,,,,,,
146,PT00M27.80S,2022-01-17T18:36:07.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201959,,,1610612766,23,32,2022-01-17T18:36:15Z,1420000,,,0,,T. Gibson personal FOUL (1 PF) (Bridges 2 FT),"[201959, 1628970]",1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,202037.0,1.0,0.0,Bridges,1628970.0
149,PT00M27.80S,2022-01-17T18:36:23.8Z,1,REGULAR,substitution,out,[],1626179,,,1610612766,23,32,2022-01-17T18:36:47Z,1435000,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,
150,PT00M27.80S,2022-01-17T18:36:23.8Z,1,REGULAR,substitution,in,[],1628998,,,1610612766,23,32,2022-01-17T18:36:47Z,1437500,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
148,PT00M27.80S,2022-01-17T18:36:39.9Z,1,REGULAR,freethrow,1 of 2,[],1628970,,,1610612766,23,33,2022-01-17T18:36:39Z,1440000,,,0,,M. Bridges Free Throw 1 of 2 (21 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Made,,,,,,,21.0,,,,,,,,,,,
151,PT00M27.80S,2022-01-17T18:37:02.8Z,1,REGULAR,freethrow,2 of 2,[],1628970,,,1610612766,23,34,2022-01-17T18:37:02Z,1450000,,,0,,M. Bridges Free Throw 2 of 2 (22 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Made,,,,,,,22.0,,,,,,,,,,,
152,PT00M12.10S,2022-01-17T18:37:21.0Z,1,REGULAR,3pt,Jump Shot,[],1629656,93.64323258869908,4.411764705882353,1610612752,23,34,2022-01-17T18:37:29Z,1460000,-228.0,7.0,1,right,MISS Q. Grimes 3PT,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,22.8,Missed,,,,,,,,,,,,,,,,,,
153,PT00M10.60S,2022-01-17T18:37:22.5Z,1,REGULAR,rebound,offensive,[],201959,,,1610612752,23,34,2022-01-17T18:37:29Z,1470000,,,0,,T. Gibson REBOUND (Off:4 Def:0),[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,152.0,4.0,0.0,4.0,,,,,,,,,,,,,,
154,PT00M08.60S,2022-01-17T18:37:25.7Z,1,REGULAR,turnover,out-of-bounds,[],201959,,,1610612752,23,34,2022-01-17T18:37:34Z,1480000,,,0,,T. Gibson bad pass out-of-bounds TURNOVER (2 TO),[201959],1610612752.0,NYK,bad pass,,,Gibson,T. Gibson,,,,,,,,,,,,,,2.0,,,,,,1830.0,,,,
155,PT00M08.60S,2022-01-17T18:37:25.8Z,1,REGULAR,substitution,out,[],1628998,,,1610612766,23,34,2022-01-17T18:37:38Z,1490000,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
156,PT00M08.60S,2022-01-17T18:37:25.8Z,1,REGULAR,substitution,in,[],1626179,,,1610612766,23,34,2022-01-17T18:37:38Z,1500000,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,
157,PT00M02.50S,2022-01-17T18:37:51.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626179,34.510512483574246,46.07843137254902,1610612766,23,34,2022-01-17T18:38:04Z,1510000,20.0,272.0,1,left,MISS T. Rozier 27' step back 3PT,[1626179],1610612766.0,CHA,step back,,,Rozier,T. Rozier,,,,,27.26,Missed,,,,,,,,,,,,,,,,,,
158,PT00M01.50S,2022-01-17T18:37:52.5Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,23,34,2022-01-17T18:38:04Z,1520000,,,0,,J. Randle REBOUND (Off:2 Def:3),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,157.0,5.0,3.0,2.0,,,,,,,,,,,,,,
159,PT00M00.00S,2022-01-17T18:37:55.4Z,1,REGULAR,period,end,[],0,,,1610612752,23,34,2022-01-17T18:37:55Z,1530000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2022-01-17T18:39:36.9Z,2,REGULAR,substitution,out,['startperiod'],203944,,,1610612752,23,34,2022-01-17T18:40:37Z,1540000,,,0,,SUB out: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2022-01-17T18:39:36.9Z,2,REGULAR,substitution,out,['startperiod'],1628970,,,1610612752,23,34,2022-01-17T18:40:37Z,1550000,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2022-01-17T18:39:36.9Z,2,REGULAR,substitution,out,['startperiod'],1626179,,,1610612752,23,34,2022-01-17T18:40:37Z,1560000,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2022-01-17T18:39:36.9Z,2,REGULAR,substitution,in,['startperiod'],1630167,,,1610612752,23,34,2022-01-17T18:40:37Z,1570000,,,0,,SUB in: O. Toppin,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2022-01-17T18:39:36.9Z,2,REGULAR,substitution,in,['startperiod'],202330,,,1610612752,23,34,2022-01-17T18:40:37Z,1580000,,,0,,SUB in: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2022-01-17T18:39:36.9Z,2,REGULAR,substitution,in,['startperiod'],1628998,,,1610612752,23,34,2022-01-17T18:40:37Z,1590000,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2022-01-17T18:40:36.2Z,2,REGULAR,period,start,[],0,,,1610612766,23,34,2022-01-17T18:40:37Z,1600000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT11M41.00S,2022-01-17T18:40:53.3Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629667,11.251642575558476,52.94117647058824,1610612766,23,34,2022-01-17T18:40:58Z,1620000,-15.0,53.0,1,left,MISS J. McDaniels driving Hook,[1629667],1610612766.0,CHA,driving,,,McDaniels,J. McDaniels,,,,,5.53,Missed,,,,,,,,,,,,,,,,,,
169,PT11M40.00S,2022-01-17T18:40:54.8Z,2,REGULAR,rebound,defensive,[],1630167,,,1610612752,23,34,2022-01-17T18:40:54Z,1630000,,,0,,O. Toppin REBOUND (Off:0 Def:1),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,168.0,1.0,1.0,0.0,,,,,,,,,,,,,,
170,PT11M38.00S,2022-01-17T18:40:57.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629628,93.77463863337714,47.549019607843135,1610612752,25,34,2022-01-17T18:41:03Z,1640000,-12.0,6.0,1,right,R. Barrett driving Layup (7 PTS) (I. Quickley 1 AST),"[1629628, 1630193]",1610612752.0,NYK,driving,,,Barrett,R. Barrett,,,,,1.37,Made,,,,,,,7.0,,,,I. Quickley,1630193.0,1.0,,,,,
172,PT11M27.00S,2022-01-17T18:41:07.7Z,2,REGULAR,3pt,Jump Shot,[],1629667,30.436925098554536,24.019607843137255,1610612766,25,34,2022-01-17T18:41:13Z,1660000,130.0,234.0,1,left,MISS J. McDaniels 26' 3PT,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,26.73,Missed,,,,,,,,,,,,,,,,,,
173,PT11M25.00S,2022-01-17T18:41:09.7Z,2,REGULAR,rebound,defensive,[],1629628,,,1610612752,25,34,2022-01-17T18:41:13Z,1670000,,,0,,R. Barrett REBOUND (Off:0 Def:1),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,172.0,1.0,1.0,0.0,,,,,,,,,,,,,,
174,PT11M08.00S,2022-01-17T18:41:26.9Z,2,REGULAR,3pt,Jump Shot,[],1630167,94.82588699080158,3.6764705882352944,1610612752,28,34,2022-01-17T18:41:32Z,1680000,-232.0,-4.0,1,right,O. Toppin 3PT  (3 PTS) (Q. Grimes 1 AST),"[1630167, 1629656]",1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,23.16,Made,,,,,,,3.0,,,,Q. Grimes,1629656.0,1.0,,,,,
176,PT10M45.00S,2022-01-17T18:41:49.9Z,2,REGULAR,3pt,Jump Shot,[],1629023,11.777266754270697,95.58823529411765,1610612766,28,34,2022-01-17T18:41:54Z,1700000,-228.0,58.0,1,left,MISS P. Washington 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,23.52,Missed,,,,,,,,,,,,,,,,,,
177,PT10M43.00S,2022-01-17T18:41:51.9Z,2,REGULAR,rebound,defensive,[],1630167,,,1610612752,28,34,2022-01-17T18:41:54Z,1710000,,,0,,O. Toppin REBOUND (Off:0 Def:2),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,176.0,2.0,2.0,0.0,,,,,,,,,,,,,,
178,PT10M32.00S,2022-01-17T18:42:03.4Z,2,REGULAR,3pt,Jump Shot,[],1629628,74.58935611038108,85.04901960784314,1610612752,28,34,2022-01-17T18:42:09Z,1720000,175.0,186.0,1,right,MISS R. Barrett 25' 3PT,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,25.58,Missed,,,,,,,,,,,,,,,,,,
179,PT10M30.00S,2022-01-17T18:42:05.4Z,2,REGULAR,rebound,defensive,[],1629023,,,1610612766,28,34,2022-01-17T18:42:09Z,1730000,,,0,,P. Washington REBOUND (Off:0 Def:1),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,178.0,1.0,1.0,0.0,,,,,,,,,,,,,,
180,PT10M23.00S,2022-01-17T18:42:12.3Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",202397,8.09789750328515,54.90196078431373,1610612766,28,34,2022-01-17T18:43:34Z,1740000,-25.0,24.0,1,left,MISS I. Smith running Layup,[202397],1610612766.0,CHA,running,,,Smith,I. Smith,,,,,3.4,Missed,,,,,,,,,,,,,,,,,,
181,PT10M21.00S,2022-01-17T18:42:14.3Z,2,REGULAR,rebound,defensive,[],1629628,,,1610612752,28,34,2022-01-17T18:42:17Z,1750000,,,0,,R. Barrett REBOUND (Off:0 Def:2),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,180.0,2.0,2.0,0.0,,,,,,,,,,,,,,
182,PT10M01.00S,2022-01-17T18:42:34.0Z,2,REGULAR,3pt,Jump Shot,[],1630167,94.1688567674113,96.81372549019608,1610612752,28,34,2022-01-17T18:42:42Z,1760000,234.0,2.0,1,right,MISS O. Toppin 3PT,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,23.41,Missed,,,,,,,,,,,,,,,,,,
