actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
2,PT12M00.00S,2022-04-02T17:11:42.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-04-02T17:11:42Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-04-02T17:11:45.3Z,1,REGULAR,jumpball,recovered,[],1628374,,,1610612739,0,0,2022-04-02T17:11:45Z,40000,,,0,,Jump Ball M. Brown vs. M. Robinson: Tip to L. Markkanen,"[1628374, 1629650, 1629011]",1610612739.0,CLE,startperiod,L. Markkanen,1628374.0,Markkanen,L. Markkanen,Brown,1629650.0,Robinson,1629011.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2022-04-02T17:12:02.5Z,1,REGULAR,3pt,Jump Shot,[],1627747,31.488173455978973,30.14705882352941,1610612739,0,3,2022-04-02T17:12:11Z,70000,99.0,243.0,1,left,C. LeVert 26' 3PT  (3 PTS) (I. Okoro 1 AST),"[1627747, 1630171]",1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,26.3,Made,3.0,I. Okoro,1630171.0,1.0,,,,,,,,,,,,,,,
10,PT11M23.00S,2022-04-02T17:12:19.1Z,1,REGULAR,2pt,Jump Shot,[],1629628,77.61169513797634,44.11764705882353,1610612752,0,3,2022-04-02T17:12:26Z,100000,-29.0,158.0,1,right,MISS R. Barrett 16' pullup Shot,[1629628],1610612752.0,NYK,pullup,,,Barrett,R. Barrett,,,,,16.07,Missed,,,,,,,,,,,,,,,,,,,
11,PT11M21.00S,2022-04-02T17:12:21.1Z,1,REGULAR,rebound,defensive,[],1627747,,,1610612739,0,3,2022-04-02T17:12:26Z,110000,,,0,,C. LeVert REBOUND (Off:0 Def:1),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,10.0,1.0,1.0,0.0,,,,,,,,,,,
12,PT11M13.00S,2022-04-02T17:12:29.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,8.229303547963205,52.20588235294118,1610612739,0,3,2022-04-02T17:12:33Z,120000,-11.0,25.0,1,left,MISS C. LeVert driving Layup,[1627747],1610612739.0,CLE,driving,,,LeVert,C. LeVert,,,,,2.72,Missed,,,,,,,,,,,,,,,,,,,
13,PT11M11.00S,2022-04-02T17:12:31.1Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612752,0,3,2022-04-02T17:12:33Z,130000,,,0,,R. Barrett REBOUND (Off:0 Def:1),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,12.0,1.0,1.0,0.0,,,,,,,,,,,
14,PT11M09.00S,2022-04-02T17:12:39.4Z,1,REGULAR,foul,personal,[],1629636,,,1610612752,0,3,2022-04-02T17:12:44Z,140000,,,0,,D. Garland personal FOUL (1 PF),"[1629636, 1630167]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,1179.0,1.0,0.0,Toppin,1630167.0,,,,,,
16,PT11M01.00S,2022-04-02T17:12:59.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,93.9060446780552,53.18627450980392,1610612752,0,3,2022-04-02T17:13:03Z,160000,16.0,5.0,1,right,MISS R. Barrett driving Layup,[1629628],1610612752.0,NYK,driving,,,Barrett,R. Barrett,,,,,1.66,Missed,,,,,,,,,,,,,,,,,,,
17,PT10M59.00S,2022-04-02T17:13:01.2Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612739,0,3,2022-04-02T17:13:03Z,170000,,,0,,L. Markkanen REBOUND (Off:0 Def:1),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,16.0,1.0,1.0,0.0,,,,,,,,,,,
18,PT10M48.00S,2022-04-02T17:13:15.0Z,1,REGULAR,foul,personal,['2freethrow'],1629011,,,1610612739,0,3,2022-04-02T17:13:26Z,180000,,,0,,M. Robinson shooting personal FOUL (1 PF) (Markkanen 2 FT),"[1629011, 1628374]",1610612752.0,NYK,shooting,,,Robinson,M. Robinson,,,,,,,,,,,,,,,1179.0,1.0,0.0,Markkanen,1628374.0,,,,,,
20,PT10M48.00S,2022-04-02T17:13:38.5Z,1,REGULAR,freethrow,1 of 2,[],1628374,,,1610612739,0,4,2022-04-02T17:13:38Z,200000,,,0,,L. Markkanen Free Throw 1 of 2 (1 PTS),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
21,PT10M48.00S,2022-04-02T17:13:52.8Z,1,REGULAR,freethrow,2 of 2,[],1628374,,,1610612739,0,5,2022-04-02T17:13:52Z,210000,,,0,,L. Markkanen Free Throw 2 of 2 (2 PTS),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
22,PT10M38.00S,2022-04-02T17:14:06.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,0,5,2022-04-02T17:14:06Z,220000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,PT10M31.00S,2022-04-02T17:14:25.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629628,86.81011826544021,45.34313725490196,1610612752,2,5,2022-04-02T17:14:42Z,230000,-23.0,71.0,1,right,R. Barrett 7' turnaround Hook (2 PTS),[1629628],1610612752.0,NYK,turnaround,,,Barrett,R. Barrett,,,,,7.52,Made,2.0,,,,,,,,,,,,,,,,,,
24,PT10M25.00S,2022-04-02T17:14:34.5Z,1,REGULAR,foul,personal,[],202692,,,1610612739,2,5,2022-04-02T17:14:38Z,240000,,,0,,A. Burks personal FOUL (1 PF),"[202692, 1629636]",1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,203177.0,1.0,0.0,Garland,1629636.0,,,,,,
26,PT10M19.00S,2022-04-02T17:15:00.0Z,1,REGULAR,foul,personal,['2freethrow'],1630167,,,1610612739,2,5,2022-04-02T17:15:07Z,260000,,,0,,O. Toppin shooting personal FOUL (1 PF) (Garland 2 FT),"[1630167, 1629636]",1610612752.0,NYK,shooting,,,Toppin,O. Toppin,,,,,,,,,,,,,,,1179.0,1.0,0.0,Garland,1629636.0,,,,,,
28,PT10M19.00S,2022-04-02T17:15:27.0Z,1,REGULAR,freethrow,1 of 2,[],1629636,,,1610612739,2,6,2022-04-02T17:15:27Z,280000,,,0,,D. Garland Free Throw 1 of 2 (1 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
29,PT10M19.00S,2022-04-02T17:15:40.7Z,1,REGULAR,freethrow,2 of 2,[],1629636,,,1610612739,2,7,2022-04-02T17:15:40Z,290000,,,0,,D. Garland Free Throw 2 of 2 (2 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
30,PT09M59.00S,2022-04-02T17:16:02.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202692,85.49605781865965,47.30392156862745,1610612752,2,7,2022-04-02T17:16:13Z,300000,-13.0,84.0,1,right,MISS A. Burks 8' driving floating Shot,[202692],1610612752.0,NYK,driving floating,,,Burks,A. Burks,,,,,8.49,Missed,,,,,,,,,,,,,,,,,,,
31,PT09M56.00S,2022-04-02T17:16:05.7Z,1,REGULAR,rebound,offensive,[],1630167,,,1610612752,2,7,2022-04-02T17:16:13Z,310000,,,0,,O. Toppin REBOUND (Off:1 Def:0),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,30.0,1.0,0.0,1.0,,,,,,,,,,,
32,PT09M47.00S,2022-04-02T17:16:14.4Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],203095,83.919185282523,30.14705882352941,1610612752,2,7,2022-04-02T17:16:19Z,320000,-99.0,99.0,1,right,MISS E. Fournier 14' turnaround Shot,[203095],1610612752.0,NYK,turnaround,,,Fournier,E. Fournier,,,,,14.0,Missed,,,,,,,,,,,,,,,,,,,
33,PT09M45.00S,2022-04-02T17:16:16.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612752,2,7,2022-04-02T17:16:19Z,330000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,32.0,,,,,,,,,,,,,,
34,PT09M45.00S,2022-04-02T17:16:19.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,2,7,2022-04-02T17:16:19Z,340000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,PT09M41.00S,2022-04-02T17:16:37.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202692,92.72339027595268,3.1862745098039214,1610612752,2,7,2022-04-02T17:16:45Z,350000,-234.0,16.0,1,right,MISS A. Burks 3PT,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,23.46,Missed,,,,,,,,,,,,,,,,,,,
36,PT09M39.00S,2022-04-02T17:16:39.8Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612739,2,7,2022-04-02T17:16:45Z,360000,,,0,,L. Markkanen REBOUND (Off:0 Def:2),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,35.0,2.0,2.0,0.0,,,,,,,,,,,
37,PT09M31.00S,2022-04-02T17:16:47.3Z,1,REGULAR,2pt,Jump Shot,[],1629636,11.908672798948752,18.38235294117647,1610612739,2,9,2022-04-02T17:16:53Z,370000,158.0,59.0,1,left,D. Garland 16' pullup Jump Shot (4 PTS),[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,16.89,Made,4.0,,,,,,,,,,,,,,,,,,
38,PT09M17.00S,2022-04-02T17:17:02.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,2,9,2022-04-02T17:17:02Z,380000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,PT09M11.00S,2022-04-02T17:17:24.9Z,1,REGULAR,foul,personal,['2freethrow'],1629650,,,1610612752,2,9,2022-04-02T17:17:36Z,390000,,,0,,M. Brown shooting personal FOUL (1 PF) (Toppin 2 FT),"[1629650, 1630167]",1610612739.0,CLE,shooting,,,Brown,M. Brown,,,,,,,,,,,,,,,203177.0,1.0,0.0,Toppin,1630167.0,,,,,,
41,PT09M11.00S,2022-04-02T17:17:46.9Z,1,REGULAR,freethrow,1 of 2,[],1630167,,,1610612752,3,9,2022-04-02T17:17:46Z,410000,,,0,,O. Toppin Free Throw 1 of 2 (1 PTS),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
42,PT09M11.00S,2022-04-02T17:18:03.0Z,1,REGULAR,freethrow,2 of 2,[],1630167,,,1610612752,4,9,2022-04-02T17:18:03Z,420000,,,0,,O. Toppin Free Throw 2 of 2 (2 PTS),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
43,PT08M57.00S,2022-04-02T17:18:16.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,10.200394218134035,58.57843137254902,1610612739,4,9,2022-04-02T17:18:24Z,430000,-43.0,43.0,1,left,MISS D. Garland 6' driving floating bank Shot,[1629636],1610612739.0,CLE,driving floating bank,,,Garland,D. Garland,,,,,6.1,Missed,,,,,,,,,,,,,,,,,,,
44,PT08M55.00S,2022-04-02T17:18:18.5Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,4,9,2022-04-02T17:18:24Z,440000,,,0,,M. Robinson REBOUND (Off:0 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,43.0,1.0,1.0,0.0,,,,,,,,,,,
45,PT08M42.00S,2022-04-02T17:18:31.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,93.9060446780552,46.568627450980394,1610612752,6,9,2022-04-02T17:18:34Z,450000,-17.0,5.0,1,right,R. Barrett driving Layup (4 PTS) (O. Toppin 1 AST),"[1629628, 1630167]",1610612752.0,NYK,driving,,,Barrett,R. Barrett,,,,,1.79,Made,4.0,O. Toppin,1630167.0,1.0,,,,,,,,,,,,,,,
47,PT08M31.00S,2022-04-02T17:18:46.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,8.360709592641262,53.92156862745098,1610612739,6,9,2022-04-02T17:18:52Z,470000,-20.0,26.0,1,left,MISS C. LeVert driving finger roll Layup - blocked,"[1627747, 1629011]",1610612739.0,CLE,driving finger roll,,,LeVert,C. LeVert,,,,,3.26,Missed,,,,,,,,,,,,,,Robinson,1629011.0,,,,
