actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,value,blockPlayerName,blockPersonId
21,PT09M54.00S,2022-01-05T00:44:29.7Z,1,REGULAR,steal,,[],1630613,,,1610612754,4,8,2022-01-05T00:44:31Z,210000,,,0,,D. Washington Jr. STEAL (1 STL),[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
22,PT09M52.00S,2022-01-05T00:44:36.8Z,1,REGULAR,foul,personal,['2freethrow'],202692,,,1610612754,4,8,2022-01-05T00:44:50Z,220000,,,0,,A. Burks shooting personal FOUL (1 PF) (Washington Jr. 2 FT),"[202692, 1630613]",1610612752.0,NYK,shooting,,,Burks,A. Burks,,,,,1629178.0,1.0,0.0,Washington Jr.,1630613.0,,,,,,,,,,,,,,,,
24,PT09M52.00S,2022-01-05T00:45:04.5Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630613,,,1610612754,4,9,2022-01-05T00:45:04Z,240000,,,0,,D. Washington Jr. Free Throw 1 of 2 (1 PTS),[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
25,PT09M52.00S,2022-01-05T00:45:20.8Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630613,,,1610612754,4,10,2022-01-05T00:45:20Z,250000,,,0,,D. Washington Jr. Free Throw 2 of 2 (2 PTS),[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
26,PT09M39.00S,2022-01-05T00:45:36.7Z,1,REGULAR,3pt,Jump Shot,[],1629628,74.85216819973719,83.08823529411765,1610612752,7,10,2022-01-05T00:45:40Z,260000,165.0,184.0,1,right,R. Barrett 24' 3PT  (7 PTS) (J. Randle 1 AST),"[1629628, 203944]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,Made,7.0,24.73,J. Randle,203944.0,1.0,,,,,,,,,,
28,PT09M32.00S,2022-01-05T00:45:43.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630613,30.831143232588698,28.676470588235293,1610612754,7,10,2022-01-05T00:45:51Z,280000,107.0,237.0,1,left,MISS D. Washington Jr. 26' pullup 3PT,[1630613],1610612754.0,IND,pullup,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,Missed,,26.01,,,,,,,,,,,,,
29,PT09M30.00S,2022-01-05T00:45:45.9Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,7,10,2022-01-05T00:45:51Z,290000,,,0,,J. Randle REBOUND (Off:0 Def:1),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,28.0,1.0,1.0,0.0,,,
30,PT09M19.00S,2022-01-05T00:45:58.4Z,1,REGULAR,turnover,out-of-bounds,[],1629628,,,1610612752,7,10,2022-01-05T00:46:05Z,300000,,,0,,R. Barrett lost ball out-of-bounds TURNOVER (1 TO),[1629628],1610612752.0,NYK,lost ball,,,Barrett,R. Barrett,,,,,1629178.0,,,,,,,,,,,1.0,,,,,,,,,
31,PT09M05.00S,2022-01-05T00:46:20.9Z,1,REGULAR,turnover,out-of-bounds,[],1630613,,,1610612754,7,10,2022-01-05T00:46:27Z,310000,,,0,,D. Washington Jr. bad pass out-of-bounds TURNOVER (1 TO),[1630613],1610612754.0,IND,bad pass,,,Washington Jr.,D. Washington Jr.,,,,,1629178.0,,,,,,,,,,,1.0,,,,,,,,,
32,PT08M48.00S,2022-01-05T00:46:40.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203095,73.9323258869908,18.38235294117647,1610612752,7,10,2022-01-05T00:46:44Z,320000,-158.0,193.0,1,right,MISS E. Fournier 24' 3PT,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,Missed,,24.91,,,,,,,,,,,,,
33,PT08M46.00S,2022-01-05T00:46:42.1Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612754,7,10,2022-01-05T00:46:44Z,330000,,,0,,D. Sabonis REBOUND (Off:0 Def:1),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,32.0,1.0,1.0,0.0,,,
34,PT08M40.00S,2022-01-05T00:46:49.1Z,1,REGULAR,3pt,Jump Shot,[],1626167,29.25427069645204,24.264705882352942,1610612754,7,10,2022-01-05T00:46:57Z,340000,129.0,222.0,1,left,MISS M. Turner 25' 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,Missed,,25.7,,,,,,,,,,,,,
35,PT08M38.00S,2022-01-05T00:46:51.1Z,1,REGULAR,rebound,offensive,[],1626208,,,1610612754,7,10,2022-01-05T00:46:57Z,350000,,,0,,K. Sykes REBOUND (Off:1 Def:0),[1626208],1610612754.0,IND,,,,Sykes,K. Sykes,,,,,,,,,,,,,,,,,,,34.0,1.0,0.0,1.0,,,
36,PT08M34.00S,2022-01-05T00:46:55.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203200,31.61957950065703,61.029411764705884,1610612754,7,13,2022-01-05T00:47:00Z,360000,-55.0,245.0,1,left,J. Holiday 25' 3PT  (3 PTS) (D. Sabonis 1 AST),"[203200, 1627734]",1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,Made,3.0,25.08,D. Sabonis,1627734.0,1.0,,,,,,,,,,
38,PT08M12.00S,2022-01-05T00:47:16.3Z,1,REGULAR,2pt,Jump Shot,[],203095,70.51576872536137,59.31372549019608,1610612752,7,13,2022-01-05T00:47:24Z,380000,47.0,225.0,1,right,MISS E. Fournier 22' step back Shot,[203095],1610612752.0,NYK,step back,,,Fournier,E. Fournier,,,,,,,,,,Missed,,22.95,,,,,,,,,,,,,
39,PT08M10.00S,2022-01-05T00:47:18.3Z,1,REGULAR,rebound,offensive,[],202692,,,1610612752,7,13,2022-01-05T00:47:24Z,390000,,,0,,A. Burks REBOUND (Off:1 Def:0),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,38.0,1.0,0.0,1.0,,,
40,PT08M07.00S,2022-01-05T00:47:22.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201959,94.03745072273325,48.77450980392157,1610612752,9,13,2022-01-05T00:50:19Z,400000,-6.0,4.0,1,right,T. Gibson cutting Layup (2 PTS) (A. Burks 1 AST),"[201959, 202692]",1610612752.0,NYK,cutting,,,Gibson,T. Gibson,,,,,,,,,,Made,2.0,0.7,A. Burks,202692.0,1.0,,,,,,,,,,
42,PT07M52.00S,2022-01-05T00:47:37.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627734,10.200394218134035,48.77450980392157,1610612754,9,15,2022-01-05T00:47:41Z,420000,6.0,43.0,1,left,D. Sabonis Jump Shot (4 PTS) (M. Turner 1 AST),"[1627734, 1626167]",1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,Made,4.0,4.38,M. Turner,1626167.0,1.0,,,,,,,,,,
44,PT07M34.00S,2022-01-05T00:47:54.0Z,1,REGULAR,3pt,Jump Shot,[],203944,74.58935611038108,16.911764705882355,1610612752,9,15,2022-01-05T00:47:58Z,440000,-165.0,186.0,1,right,MISS J. Randle 24' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,Missed,,24.92,,,,,,,,,,,,,
45,PT07M32.00S,2022-01-05T00:47:56.0Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,9,15,2022-01-05T00:47:58Z,450000,,,0,,M. Turner REBOUND (Off:0 Def:1),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,44.0,1.0,1.0,0.0,,,
46,PT07M16.00S,2022-01-05T00:48:12.6Z,1,REGULAR,3pt,Jump Shot,[],1626167,31.488173455978973,63.23529411764706,1610612754,9,15,2022-01-05T00:48:18Z,460000,-66.0,243.0,1,left,MISS M. Turner 25' 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,Missed,,25.23,,,,,,,,,,,,,
47,PT07M14.00S,2022-01-05T00:48:14.6Z,1,REGULAR,rebound,defensive,[],202692,,,1610612752,9,15,2022-01-05T00:48:18Z,470000,,,0,,A. Burks REBOUND (Off:1 Def:1),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,46.0,2.0,1.0,1.0,,,
48,PT07M10.00S,2022-01-05T00:48:21.9Z,1,REGULAR,foul,personal,['2freethrow'],1626208,,,1610612752,9,15,2022-01-05T00:48:35Z,480000,,,0,,K. Sykes shooting personal FOUL (1 PF) (Burks 2 FT),"[1626208, 202692]",1610612754.0,IND,shooting,,,Sykes,K. Sykes,,,,,201639.0,1.0,0.0,Burks,202692.0,,,,,,,,,,,,,,,,
50,PT07M10.00S,2022-01-05T00:48:50.3Z,1,REGULAR,freethrow,1 of 2,[],202692,,,1610612752,9,15,2022-01-05T00:48:50Z,500000,,,0,,MISS A. Burks Free Throw 1 of 2,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,Missed,,,,,,,,,,,,,,,
51,PT07M10.00S,2022-01-05T00:48:50.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,9,15,2022-01-05T00:48:50Z,510000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,
52,PT07M10.00S,2022-01-05T00:49:07.3Z,1,REGULAR,freethrow,2 of 2,[],202692,,,1610612752,10,15,2022-01-05T00:49:07Z,520000,,,0,,A. Burks Free Throw 2 of 2 (1 PTS),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
53,PT06M51.00S,2022-01-05T00:49:30.0Z,1,REGULAR,3pt,Jump Shot,[],1626208,23.603810775295663,88.48039215686273,1610612754,10,18,2022-01-05T00:49:35Z,530000,-192.0,169.0,1,left,K. Sykes 25' 3PT  (9 PTS) (D. Washington Jr. 1 AST),"[1626208, 1630613]",1610612754.0,IND,,,,Sykes,K. Sykes,,,,,,,,,,Made,9.0,25.63,D. Washington Jr.,1630613.0,1.0,,,,,,,,,,
55,PT06M34.00S,2022-01-05T00:49:46.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202692,87.99277266754271,49.754901960784316,1610612752,12,18,2022-01-05T00:52:44Z,550000,-1.0,60.0,1,right,A. Burks 6' pullup Jump Shot (3 PTS),[202692],1610612752.0,NYK,pullup,,,Burks,A. Burks,,,,,,,,,,Made,3.0,6.04,,,,,,,,,,,,,
56,PT06M24.00S,2022-01-05T00:49:56.7Z,1,REGULAR,turnover,lost ball,[],1630613,,,1610612754,12,18,2022-01-05T00:50:02Z,560000,,,0,,D. Washington Jr. lost ball TURNOVER (2 TO),"[1630613, 203095]",1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,,2.0,Fournier,203095.0,,,,,,,
57,PT06M24.00S,2022-01-05T00:49:56.7Z,1,REGULAR,steal,,[],203095,,,1610612752,12,18,2022-01-05T00:49:59Z,570000,,,0,,E. Fournier STEAL (1 STL),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M18.00S,2022-01-05T00:50:01.6Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",202692,89.96386333771353,4.6568627450980395,1610612752,12,18,2022-01-05T00:50:08Z,580000,-227.0,42.0,1,right,MISS A. Burks 3PT,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,Missed,,23.05,,,,,,,,,,,,,
59,PT06M16.00S,2022-01-05T00:50:03.6Z,1,REGULAR,rebound,defensive,[],203200,,,1610612754,12,18,2022-01-05T00:50:08Z,590000,,,0,,J. Holiday REBOUND (Off:0 Def:1),[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,58.0,1.0,1.0,0.0,,,
60,PT06M09.00S,2022-01-05T00:50:11.9Z,1,REGULAR,turnover,bad pass,[],1627734,,,1610612754,12,18,2022-01-05T00:50:15Z,600000,,,0,,D. Sabonis bad pass TURNOVER (1 TO),"[1627734, 202692]",1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,1.0,Burks,202692.0,,,,,,,
61,PT06M09.00S,2022-01-05T00:50:11.9Z,1,REGULAR,steal,,[],202692,,,1610612752,12,18,2022-01-05T00:50:13Z,610000,,,0,,A. Burks STEAL (1 STL),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT05M56.00S,2022-01-05T00:50:23.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203944,92.85479632063075,50.245098039215684,1610612752,14,18,2022-01-05T00:53:58Z,620000,1.0,15.0,1,right,J. Randle driving Layup (2 PTS) (E. Fournier 2 AST),"[203944, 203095]",1610612752.0,NYK,driving,,,Randle,J. Randle,,,,,,,,,,Made,2.0,1.47,E. Fournier,203095.0,2.0,,,,,,,,,,
64,PT05M56.00S,2022-01-05T00:50:30.7Z,1,REGULAR,timeout,full,['team'],0,,,1610612754,14,18,2022-01-05T00:50:30Z,640000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT05M42.00S,2022-01-05T00:53:34.8Z,1,REGULAR,3pt,Jump Shot,[],203200,32.802233902759525,60.5392156862745,1610612754,14,18,2022-01-05T00:53:42Z,650000,-53.0,256.0,1,left,MISS J. Holiday 26' 3PT,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,Missed,,26.12,,,,,,,,,,,,,
66,PT05M40.00S,2022-01-05T00:53:36.8Z,1,REGULAR,rebound,defensive,[],202692,,,1610612752,14,18,2022-01-05T00:53:42Z,660000,,,0,,A. Burks REBOUND (Off:1 Def:2),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,65.0,3.0,2.0,1.0,,,
67,PT05M35.00S,2022-01-05T00:53:42.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,93.51182654402102,52.450980392156865,1610612752,16,18,2022-01-05T00:55:35Z,670000,12.0,8.0,1,right,R. Barrett running Layup (9 PTS) (A. Burks 2 AST),"[1629628, 202692]",1610612752.0,NYK,running,,,Barrett,R. Barrett,,,,,,,,,,Made,9.0,1.5,A. Burks,202692.0,2.0,,,,,,,,,,
69,PT05M21.00S,2022-01-05T00:53:55.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626208,14.799605781865965,65.44117647058823,1610612754,16,18,2022-01-05T00:54:02Z,690000,-77.0,87.0,1,left,MISS K. Sykes 11' driving floating Shot,[1626208],1610612754.0,IND,driving floating,,,Sykes,K. Sykes,,,,,,,,,,Missed,,11.6,,,,,,,,,,,,,
70,PT05M19.00S,2022-01-05T00:53:57.8Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,16,18,2022-01-05T00:54:02Z,700000,,,0,,J. Randle REBOUND (Off:0 Def:2),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,69.0,2.0,2.0,0.0,,,
71,PT05M05.00S,2022-01-05T00:54:12.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,94.43166885676742,50.98039215686274,1610612752,18,18,2022-01-05T00:54:15Z,710000,5.0,0.0,1,right,R. Barrett driving Layup (11 PTS),[1629628],1610612752.0,NYK,driving,,,Barrett,R. Barrett,,,,,,,,,,Made,11.0,0.49,,,,,,,,,,,,,
72,PT04M54.00S,2022-01-05T00:54:23.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630613,6.915243101182654,52.20588235294118,1610612754,18,18,2022-01-05T00:54:29Z,720000,-11.0,13.0,1,left,MISS D. Washington Jr. driving Layup,[1630613],1610612754.0,IND,driving,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,Missed,,1.67,,,,,,,,,,,,,
73,PT04M52.00S,2022-01-05T00:54:25.6Z,1,REGULAR,rebound,offensive,[],1627734,,,1610612754,18,18,2022-01-05T00:54:29Z,730000,,,0,,D. Sabonis REBOUND (Off:1 Def:1),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,72.0,2.0,1.0,1.0,,,
74,PT04M49.00S,2022-01-05T00:54:27.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630613,3.1044678055190538,97.79411764705883,1610612754,18,18,2022-01-05T00:54:34Z,740000,-239.0,-23.0,1,left,MISS D. Washington Jr. 24' 3PT,[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,Missed,,24.01,,,,,,,,,,,,,
75,PT04M47.00S,2022-01-05T00:54:29.6Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,18,18,2022-01-05T00:54:34Z,750000,,,0,,J. Randle REBOUND (Off:0 Def:3),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,74.0,3.0,3.0,0.0,,,
76,PT04M37.00S,2022-01-05T00:54:39.6Z,1,REGULAR,3pt,Jump Shot,[],1629628,69.59592641261499,70.34313725490196,1610612752,21,18,2022-01-05T00:54:43Z,760000,102.0,233.0,1,right,R. Barrett 25' 3PT  (14 PTS) (J. Randle 2 AST),"[1629628, 203944]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,Made,14.0,25.45,J. Randle,203944.0,2.0,,,,,,,,,,
78,PT04M18.00S,2022-01-05T00:54:58.8Z,1,REGULAR,3pt,Jump Shot,[],203200,3.7614980289093296,95.09803921568627,1610612754,21,18,2022-01-05T00:55:03Z,780000,-225.0,-17.0,1,left,MISS J. Holiday 3PT,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,Missed,,22.61,,,,,,,,,,,,,
79,PT04M16.00S,2022-01-05T00:55:00.8Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,21,18,2022-01-05T00:55:03Z,790000,,,0,,J. Randle REBOUND (Off:0 Def:4),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,78.0,4.0,4.0,0.0,,,
80,PT03M57.00S,2022-01-05T00:55:21.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,90.22667542706965,42.64705882352941,1610612752,23,18,2022-01-05T00:58:37Z,800000,-37.0,39.0,1,right,R. Barrett driving floating Jump Shot (16 PTS),[1629628],1610612752.0,NYK,driving floating,,,Barrett,R. Barrett,,,,,,,,,,Made,16.0,5.39,,,,,,,,,,,,,
81,PT03M57.00S,2022-01-05T00:55:26.3Z,1,REGULAR,foul,personal,['1freethrow'],1627734,,,1610612752,23,18,2022-01-05T00:55:38Z,810000,,,0,,D. Sabonis shooting personal FOUL (1 PF) (Barrett 1 FT),"[1627734, 1629628]",1610612754.0,IND,shooting,,,Sabonis,D. Sabonis,,,,,1626301.0,1.0,0.0,Barrett,1629628.0,,,,,,,,,,,,,,,,
83,PT03M57.00S,2022-01-05T00:55:26.3Z,1,REGULAR,substitution,out,[],203200,,,1610612752,23,18,2022-01-05T00:55:56Z,830000,,,0,,SUB out: J. Holiday,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT03M57.00S,2022-01-05T00:55:26.3Z,1,REGULAR,substitution,out,[],1630613,,,1610612752,23,18,2022-01-05T00:55:56Z,840000,,,0,,SUB out: D. Washington Jr.,[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT03M57.00S,2022-01-05T00:55:26.3Z,1,REGULAR,substitution,in,[],202362,,,1610612752,23,18,2022-01-05T00:55:56Z,850000,,,0,,SUB in: L. Stephenson,[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT03M57.00S,2022-01-05T00:55:26.3Z,1,REGULAR,substitution,in,[],1628470,,,1610612752,23,18,2022-01-05T00:55:56Z,860000,,,0,,SUB in: T. Craig,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT03M57.00S,2022-01-05T00:55:59.2Z,1,REGULAR,freethrow,1 of 1,[],1629628,,,1610612752,24,18,2022-01-05T00:55:59Z,870000,,,0,,R. Barrett Free Throw 1 of 1 (17 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,Made,17.0,,,,,,,,,,,,,,
88,PT03M35.00S,2022-01-05T00:56:21.8Z,1,REGULAR,3pt,Jump Shot,[],202362,26.49474375821288,80.14705882352942,1610612754,24,18,2022-01-05T00:56:27Z,880000,-151.0,197.0,1,left,MISS L. Stephenson 24' 3PT,[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,,,,Missed,,24.77,,,,,,,,,,,,,
89,PT03M33.00S,2022-01-05T00:56:23.8Z,1,REGULAR,rebound,defensive,[],201959,,,1610612752,24,18,2022-01-05T00:56:27Z,890000,,,0,,T. Gibson REBOUND (Off:0 Def:1),[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,88.0,1.0,1.0,0.0,,,
90,PT03M23.00S,2022-01-05T00:56:33.9Z,1,REGULAR,3pt,Jump Shot,[],202692,67.62483574244416,41.911764705882355,1610612752,24,18,2022-01-05T00:56:40Z,900000,-40.0,252.0,1,right,MISS A. Burks 25' 3PT,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,Missed,,25.5,,,,,,,,,,,,,
