actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
18,PT10M46.00S,2022-02-15T00:43:38.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,7.178055190538765,50.49019607843137,1610612760,4,5,2022-02-15T00:43:42Z,180000,-2.0,15.0,1,left,J. Giddey driving Layup (2 PTS),[1630581],1610612760.0,OKC,driving,,,Giddey,J. Giddey,,,,,1.52,Made,2.0,,,,,,,,,,,,,,,,,,
19,PT10M30.00S,2022-02-15T00:43:54.2Z,1,REGULAR,3pt,Jump Shot,[],203944,71.69842312746385,23.774509803921568,1610612752,4,5,2022-02-15T00:44:02Z,190000,-131.0,214.0,1,right,MISS J. Randle 25' step back 3PT,[203944],1610612752.0,NYK,step back,,,Randle,J. Randle,,,,,25.05,Missed,,,,,,,,,,,,,,,,,,,
20,PT10M26.00S,2022-02-15T00:43:58.2Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,4,5,2022-02-15T00:46:25Z,200000,,,0,,J. Giddey REBOUND (Off:0 Def:1),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,19.0,1.0,1.0,0.0,,,,,,,,,,,
21,PT10M16.00S,2022-02-15T00:44:07.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629676,7.30946123521682,47.30392156862745,1610612760,4,5,2022-02-15T00:44:13Z,210000,13.0,16.0,1,left,MISS I. Roby driving Layup - blocked,"[1629676, 1629011]",1610612760.0,OKC,driving,,,Roby,I. Roby,,,,,2.11,Missed,,,,,,,,,,,,,,Robinson,1629011.0,,,,
22,PT10M16.00S,2022-02-15T00:44:07.7Z,1,REGULAR,block,,[],1629011,,,1610612760,4,5,2022-02-15T00:44:10Z,220000,,,0,,M. Robinson BLOCK (1 BLK),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
23,PT10M14.00S,2022-02-15T00:44:09.7Z,1,REGULAR,rebound,offensive,[],1630581,,,1610612760,4,5,2022-02-15T00:44:13Z,230000,,,0,,J. Giddey REBOUND (Off:1 Def:1),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,21.0,2.0,1.0,1.0,,,,,,,,,,,
24,PT10M11.00S,2022-02-15T00:44:13.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630598,26.363337713534822,78.92156862745098,1610612760,4,5,2022-02-15T00:44:21Z,240000,-145.0,195.0,1,left,MISS A. Wiggins 24' 3PT,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,24.3,Missed,,,,,,,,,,,,,,,,,,,
25,PT10M09.00S,2022-02-15T00:44:15.6Z,1,REGULAR,rebound,offensive,[],1629676,,,1610612760,4,5,2022-02-15T00:44:21Z,250000,,,0,,I. Roby REBOUND (Off:1 Def:1),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,24.0,2.0,1.0,1.0,,,,,,,,,,,
26,PT10M05.00S,2022-02-15T00:44:19.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629647,7.178055190538765,49.754901960784316,1610612760,4,5,2022-02-15T00:44:29Z,260000,1.0,15.0,1,left,MISS D. Bazley DUNK - blocked,"[1629647, 1629656]",1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,1.5,Missed,,,,,,,,,,,,,,Grimes,1629656.0,,,,
27,PT10M05.00S,2022-02-15T00:44:19.8Z,1,REGULAR,block,,[],1629656,,,1610612760,4,5,2022-02-15T00:44:23Z,270000,,,0,,Q. Grimes BLOCK (1 BLK),[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,
28,PT10M03.00S,2022-02-15T00:44:21.8Z,1,REGULAR,rebound,defensive,[],1629656,,,1610612752,4,5,2022-02-15T00:44:29Z,280000,,,0,,Q. Grimes REBOUND (Off:0 Def:1),[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,26.0,1.0,1.0,0.0,,,,,,,,,,,
29,PT09M50.00S,2022-02-15T00:44:34.0Z,1,REGULAR,2pt,Jump Shot,[],202689,72.22404730617609,57.84313725490197,1610612752,4,5,2022-02-15T00:44:39Z,290000,39.0,209.0,1,right,MISS K. Walker 21' step back Shot,[202689],1610612752.0,NYK,step back,,,Walker,K. Walker,,,,,21.23,Missed,,,,,,,,,,,,,,,,,,,
30,PT09M48.00S,2022-02-15T00:44:36.0Z,1,REGULAR,rebound,defensive,[],1629647,,,1610612760,4,5,2022-02-15T00:44:39Z,300000,,,0,,D. Bazley REBOUND (Off:0 Def:1),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,29.0,1.0,1.0,0.0,,,,,,,,,,,
31,PT09M38.00S,2022-02-15T00:44:47.1Z,1,REGULAR,2pt,Jump Shot,[],1630544,23.340998685939553,61.51960784313726,1610612760,4,5,2022-02-15T00:48:46Z,310000,-58.0,167.0,1,left,MISS T. Mann 17' step back Shot,[1630544],1610612760.0,OKC,step back,,,Mann,T. Mann,,,,,17.66,Missed,,,,,,,,,,,,,,,,,,,
32,PT09M36.00S,2022-02-15T00:44:49.1Z,1,REGULAR,rebound,offensive,[],1629676,,,1610612760,4,5,2022-02-15T00:44:59Z,320000,,,0,,I. Roby REBOUND (Off:2 Def:1),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,31.0,3.0,1.0,2.0,,,,,,,,,,,
33,PT09M36.00S,2022-02-15T00:44:55.7Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629676,5.590000152587891,50.0,1610612760,4,7,2022-02-15T00:45:07Z,330000,0.0,0.0,1,left,I. Roby putback Layup (2 PTS),[1629676],1610612760.0,OKC,putback,,,Roby,I. Roby,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,,,,
34,PT09M22.00S,2022-02-15T00:45:02.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,84.83902759526939,35.78431372549019,1610612752,4,7,2022-02-15T00:49:17Z,340000,-71.0,90.0,1,right,MISS J. Randle 11' fadeaway Shot,[203944],1610612752.0,NYK,fadeaway,,,Randle,J. Randle,,,,,11.47,Missed,,,,,,,,,,,,,,,,,,,
35,PT09M20.00S,2022-02-15T00:45:04.0Z,1,REGULAR,rebound,defensive,[],1630544,,,1610612760,4,7,2022-02-15T00:45:11Z,350000,,,0,,T. Mann REBOUND (Off:0 Def:1),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,34.0,1.0,1.0,0.0,,,,,,,,,,,
36,PT09M12.00S,2022-02-15T00:45:12.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630581,6.258212877792378,50.245098039215684,1610612760,4,9,2022-02-15T00:45:19Z,360000,-1.0,6.0,1,left,J. Giddey driving DUNK (4 PTS),[1630581],1610612760.0,OKC,driving,,,Giddey,J. Giddey,,,,,0.64,Made,4.0,,,,,,,,,,,,,,,,,,
37,PT08M53.00S,2022-02-15T00:45:30.7Z,1,REGULAR,3pt,Jump Shot,[],1629656,70.90998685939553,69.6078431372549,1610612752,4,9,2022-02-15T00:50:25Z,370000,98.0,221.0,1,right,MISS Q. Grimes 24' step back 3PT,[1629656],1610612752.0,NYK,step back,,,Grimes,Q. Grimes,,,,,24.17,Missed,,,,,,,,,,,,,,,,,,,
38,PT08M51.00S,2022-02-15T00:45:32.7Z,1,REGULAR,rebound,defensive,[],1629676,,,1610612760,4,9,2022-02-15T00:45:36Z,380000,,,0,,I. Roby REBOUND (Off:2 Def:2),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,37.0,4.0,2.0,2.0,,,,,,,,,,,
39,PT08M44.00S,2022-02-15T00:45:40.9Z,1,REGULAR,3pt,Jump Shot,[],1630544,6.258212877792378,94.36274509803921,1610612760,4,12,2022-02-15T00:45:44Z,390000,-222.0,6.0,1,left,T. Mann 3PT  (6 PTS) (J. Giddey 2 AST),"[1630544, 1630581]",1610612760.0,OKC,,,,Mann,T. Mann,,,,,22.19,Made,6.0,J. Giddey,1630581.0,2.0,,,,,,,,,,,,,,,
41,PT08M37.00S,2022-02-15T00:45:51.9Z,1,REGULAR,timeout,full,['team'],0,,,1610612752,4,12,2022-02-15T00:45:52Z,410000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,PT08M36.00S,2022-02-15T00:48:49.1Z,1,REGULAR,foul,personal,[],1630581,,,1610612752,4,12,2022-02-15T00:48:57Z,420000,,,0,,J. Giddey personal FOUL (1 PF),"[1630581, 203095]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,1627963.0,1.0,0.0,Fournier,203095.0,,,,,,
44,PT08M27.00S,2022-02-15T00:49:08.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203944,87.72996057818659,50.0,1610612752,4,12,2022-02-15T00:51:47Z,440000,0.0,63.0,1,right,MISS J. Randle 6' driving Hook,[203944],1610612752.0,NYK,driving,,,Randle,J. Randle,,,,,6.28,Missed,,,,,,,,,,,,,,,,,,,
45,PT08M26.00S,2022-02-15T00:49:09.8Z,1,REGULAR,rebound,offensive,[],1629011,,,1610612752,4,12,2022-02-15T00:49:13Z,450000,,,0,,M. Robinson REBOUND (Off:2 Def:0),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,44.0,2.0,0.0,2.0,,,,,,,,,,,
46,PT08M24.00S,2022-02-15T00:49:11.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629011,94.03745072273325,49.01960784313725,1610612752,6,12,2022-02-15T00:52:21Z,460000,-5.0,4.0,1,right,M. Robinson putback Layup (3 PTS),[1629011],1610612752.0,NYK,putback,,,Robinson,M. Robinson,,,,,0.6,Made,3.0,,,,,,,,,,,,,,,,,,
47,PT08M10.00S,2022-02-15T00:49:25.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630544,7.5722733245729295,50.245098039215684,1610612760,6,12,2022-02-15T00:49:29Z,470000,-1.0,19.0,1,left,MISS T. Mann driving Layup,[1630544],1610612760.0,OKC,driving,,,Mann,T. Mann,,,,,1.87,Missed,,,,,,,,,,,,,,,,,,,
48,PT08M08.00S,2022-02-15T00:49:27.7Z,1,REGULAR,rebound,defensive,[],202689,,,1610612752,6,12,2022-02-15T00:49:29Z,480000,,,0,,K. Walker REBOUND (Off:0 Def:1),[202689],1610612752.0,NYK,,,,Walker,K. Walker,,,,,,,,,,,47.0,1.0,1.0,0.0,,,,,,,,,,,
49,PT08M03.00S,2022-02-15T00:49:32.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203095,92.19776609724047,4.166666666666666,1610612752,9,12,2022-02-15T00:53:12Z,490000,-229.0,21.0,1,right,E. Fournier 3PT running (3 PTS) (J. Randle 1 AST),"[203095, 203944]",1610612752.0,NYK,running,,,Fournier,E. Fournier,,,,,23.01,Made,3.0,J. Randle,203944.0,1.0,,,,,,,,,,,,,,,
51,PT07M45.00S,2022-02-15T00:49:51.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629676,5.075558475689881,49.754901960784316,1610612760,9,14,2022-02-15T00:49:56Z,510000,1.0,-5.0,1,left,I. Roby cutting DUNK (4 PTS) (J. Giddey 3 AST),"[1629676, 1630581]",1610612760.0,OKC,cutting,,,Roby,I. Roby,,,,,0.49,Made,4.0,J. Giddey,1630581.0,3.0,,,,,,,,,,,,,,,
53,PT07M26.00S,2022-02-15T00:50:10.2Z,1,REGULAR,2pt,Jump Shot,[],203095,90.88370565045992,88.97058823529412,1610612752,11,14,2022-02-15T00:50:14Z,530000,195.0,33.0,1,right,E. Fournier 19' Jump Shot (5 PTS) (J. Randle 2 AST),"[203095, 203944]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,19.77,Made,5.0,J. Randle,203944.0,2.0,,,,,,,,,,,,,,,
55,PT07M14.00S,2022-02-15T00:50:22.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629676,6.1268068331143235,48.03921568627451,1610612760,11,16,2022-02-15T00:50:27Z,550000,10.0,5.0,1,left,I. Roby driving finger roll Layup (6 PTS) (J. Giddey 4 AST),"[1629676, 1630581]",1610612760.0,OKC,driving finger roll,,,Roby,I. Roby,,,,,1.1,Made,6.0,J. Giddey,1630581.0,4.0,,,,,,,,,,,,,,,
57,PT07M04.00S,2022-02-15T00:50:31.6Z,1,REGULAR,3pt,Jump Shot,[],203095,72.09264126149803,77.94117647058823,1610612752,14,16,2022-02-15T00:50:37Z,570000,140.0,210.0,1,right,E. Fournier 25' 3PT step back (8 PTS) (J. Randle 3 AST),"[203095, 203944]",1610612752.0,NYK,step back,,,Fournier,E. Fournier,,,,,25.21,Made,8.0,J. Randle,203944.0,3.0,,,,,,,,,,,,,,,
58,PT06M49.00S,2022-02-15T00:50:46.5Z,1,REGULAR,3pt,Jump Shot,[],1629647,32.276609724047304,55.88235294117647,1610612760,14,16,2022-02-15T00:50:52Z,580000,-29.0,251.0,1,left,MISS D. Bazley 25' 3PT,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,25.26,Missed,,,,,,,,,,,,,,,,,,,
59,PT06M47.00S,2022-02-15T00:50:48.5Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,14,16,2022-02-15T00:50:52Z,590000,,,0,,J. Randle REBOUND (Off:0 Def:1),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,58.0,1.0,1.0,0.0,,,,,,,,,,,
60,PT06M40.00S,2022-02-15T00:50:56.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629011,93.9060446780552,49.26470588235294,1610612752,14,16,2022-02-15T00:55:56Z,600000,-4.0,5.0,1,right,MISS M. Robinson cutting DUNK,[1629011],1610612752.0,NYK,cutting,,,Robinson,M. Robinson,,,,,0.61,Missed,,,,,,,,,,,,,,,,,,,
61,PT06M39.00S,2022-02-15T00:50:57.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612760,14,16,2022-02-15T00:51:06Z,610000,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,
62,PT06M39.00S,2022-02-15T00:51:01.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,14,16,2022-02-15T00:51:01Z,620000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M21.00S,2022-02-15T00:51:19.2Z,1,REGULAR,turnover,bad pass,[],1630544,,,1610612760,14,16,2022-02-15T00:51:22Z,630000,,,0,,T. Mann bad pass TURNOVER (1 TO),"[1630544, 1629011]",1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,1.0,Robinson,1629011.0,
64,PT06M21.00S,2022-02-15T00:51:19.2Z,1,REGULAR,steal,,[],1629011,,,1610612752,14,16,2022-02-15T00:51:21Z,640000,,,0,,M. Robinson STEAL (1 STL),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M12.00S,2022-02-15T00:51:28.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202689,69.85873850197109,68.87254901960785,1610612752,14,16,2022-02-15T00:51:34Z,650000,94.0,231.0,1,right,MISS K. Walker 24' 3PT,[202689],1610612752.0,NYK,,,,Walker,K. Walker,,,,,24.94,Missed,,,,,,,,,,,,,,,,,,,
66,PT06M10.00S,2022-02-15T00:51:30.1Z,1,REGULAR,rebound,defensive,[],1629647,,,1610612760,14,16,2022-02-15T00:51:34Z,660000,,,0,,D. Bazley REBOUND (Off:0 Def:2),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,65.0,2.0,2.0,0.0,,,,,,,,,,,
67,PT06M04.00S,2022-02-15T00:51:36.6Z,1,REGULAR,turnover,bad pass,[],1630581,,,1610612760,14,16,2022-02-15T00:51:39Z,670000,,,0,,J. Giddey bad pass TURNOVER (1 TO),"[1630581, 203095]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,1.0,Fournier,203095.0,
68,PT06M04.00S,2022-02-15T00:51:36.6Z,1,REGULAR,steal,,[],203095,,,1610612752,14,16,2022-02-15T00:51:38Z,680000,,,0,,E. Fournier STEAL (1 STL),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M01.00S,2022-02-15T00:51:42.2Z,1,REGULAR,foul,personal,['2freethrow'],1629676,,,1610612752,14,16,2022-02-15T00:51:47Z,690000,,,0,,I. Roby shooting personal FOUL (2 PF) (Randle 2 FT),"[1629676, 203944]",1610612760.0,OKC,shooting,,,Roby,I. Roby,,,,,,,,,,,,,,,101284.0,2.0,0.0,Randle,203944.0,,,,,,
71,PT06M01.00S,2022-02-15T00:52:07.9Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],203944,,,1610612752,15,16,2022-02-15T00:52:07Z,710000,,,0,,J. Randle Free Throw 1 of 2 (1 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
72,PT06M01.00S,2022-02-15T00:52:29.3Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],203944,,,1610612752,16,16,2022-02-15T00:52:29Z,720000,,,0,,J. Randle Free Throw 2 of 2 (2 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
73,PT05M49.00S,2022-02-15T00:52:43.5Z,1,REGULAR,2pt,Jump Shot,[],1630581,21.76412614980289,50.98039215686274,1610612760,16,16,2022-02-15T00:58:51Z,730000,-5.0,152.0,1,left,MISS J. Giddey 15' pullup Shot - blocked,"[1630581, 1629656]",1610612760.0,OKC,pullup,,,Giddey,J. Giddey,,,,,15.22,Missed,,,,,,,,,,,,,,Grimes,1629656.0,,,,
74,PT05M49.00S,2022-02-15T00:52:43.5Z,1,REGULAR,block,,[],1629656,,,1610612760,16,16,2022-02-15T00:52:45Z,740000,,,0,,Q. Grimes BLOCK (2 BLK),[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M47.00S,2022-02-15T00:52:45.5Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,16,16,2022-02-15T00:52:48Z,750000,,,0,,J. Randle REBOUND (Off:0 Def:2),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,73.0,2.0,2.0,0.0,,,,,,,,,,,
76,PT05M35.00S,2022-02-15T00:52:57.8Z,1,REGULAR,turnover,lost ball,[],1629011,,,1610612752,16,16,2022-02-15T00:53:00Z,760000,,,0,,M. Robinson lost ball TURNOVER (1 TO),"[1629011, 1630544]",1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,1.0,Mann,1630544.0,
77,PT05M35.00S,2022-02-15T00:52:57.8Z,1,REGULAR,steal,,[],1630544,,,1610612760,16,16,2022-02-15T00:52:59Z,770000,,,0,,T. Mann STEAL (1 STL),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M29.00S,2022-02-15T00:53:04.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630598,8.09789750328515,48.529411764705884,1610612760,16,16,2022-02-15T00:53:57Z,780000,7.0,24.0,1,left,MISS A. Wiggins driving Layup - blocked,"[1630598, 1629011]",1610612760.0,OKC,driving,,,Wiggins,A. Wiggins,,,,,2.47,Missed,,,,,,,,,,,,,,Robinson,1629011.0,,,,
79,PT05M29.00S,2022-02-15T00:53:04.2Z,1,REGULAR,block,,[],1629011,,,1610612760,16,16,2022-02-15T00:53:07Z,790000,,,0,,M. Robinson BLOCK (2 BLK),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M27.00S,2022-02-15T00:53:06.2Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,16,16,2022-02-15T00:53:12Z,800000,,,0,,J. Randle REBOUND (Off:0 Def:3),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,78.0,3.0,3.0,0.0,,,,,,,,,,,
81,PT05M22.00S,2022-02-15T00:53:09.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629656,93.9060446780552,49.50980392156863,1610612752,18,16,2022-02-15T00:53:22Z,810000,-2.0,5.0,1,right,Q. Grimes running finger roll Layup (2 PTS) (J. Randle 4 AST),"[1629656, 203944]",1610612752.0,NYK,running finger roll,,,Grimes,Q. Grimes,,,,,0.54,Made,2.0,J. Randle,203944.0,4.0,,,,,,,,,,,,,,,
83,PT05M17.00S,2022-02-15T00:53:19.6Z,1,REGULAR,timeout,full,['team'],0,,,1610612760,18,16,2022-02-15T00:53:19Z,830000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M17.00S,2022-02-15T00:53:19.7Z,1,REGULAR,substitution,out,[],1630581,,,1610612760,18,16,2022-02-15T00:56:11Z,840000,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M17.00S,2022-02-15T00:53:19.7Z,1,REGULAR,substitution,in,[],1630177,,,1610612760,18,16,2022-02-15T00:56:11Z,850000,,,0,,SUB in: T. Maledon,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT05M07.00S,2022-02-15T00:54:54.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630544,8.754927726675426,51.225490196078425,1610612760,18,16,2022-02-15T01:04:09Z,855000,-6.0,30.0,1,left,MISS T. Mann driving Layup - blocked,"[1630544, 202689]",1610612760.0,OKC,driving,,,Mann,T. Mann,,,,,3.04,Missed,,,,,,,,,,,,,,Walker,202689.0,,,,
144,PT05M07.00S,2022-02-15T00:54:54.2Z,1,REGULAR,block,,[],202689,,,1610612760,18,16,2022-02-15T01:04:09Z,857500,,,0,,K. Walker BLOCK (1 BLK),[202689],1610612752.0,NYK,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
