actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,value
359,PT06M36.00S,2021-11-16T01:57:11.0Z,3,REGULAR,foul,personal,['2freethrow'],203095,,,1610612754,56,66,2021-11-16T01:57:26Z,3550000,,,0,,E. Fournier shooting personal FOUL (1 PF) (LeVert 2 FT),"[203095, 1627747]",1610612752.0,NYK,shooting,,,Fournier,E. Fournier,,,,,,,,,,,,203177.0,,,,1.0,0.0,LeVert,1627747.0,,,,,,
362,PT06M36.00S,2021-11-16T01:57:25.3Z,3,REGULAR,substitution,out,[],1629011,,,1610612754,56,66,2021-11-16T01:57:43Z,3565000,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT06M36.00S,2021-11-16T01:57:25.3Z,3,REGULAR,substitution,in,[],201959,,,1610612754,56,66,2021-11-16T01:57:43Z,3567500,,,0,,SUB in: T. Gibson,[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT06M36.00S,2021-11-16T01:57:39.7Z,3,REGULAR,freethrow,1 of 2,[],1627747,,,1610612754,56,67,2021-11-16T01:57:39Z,3570000,,,0,,C. LeVert Free Throw 1 of 2 (12 PTS),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,Made,12.0,,,,,,,,,,,,,,,,,,
364,PT06M36.00S,2021-11-16T01:57:56.0Z,3,REGULAR,freethrow,2 of 2,[],1627747,,,1610612754,56,68,2021-11-16T01:57:56Z,3580000,,,0,,C. LeVert Free Throw 2 of 2 (13 PTS),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,Made,13.0,,,,,,,,,,,,,,,,,,
365,PT06M27.00S,2021-11-16T01:58:07.2Z,3,REGULAR,2pt,Jump Shot,[],202689,23.209592641261498,57.107843137254896,1610612752,56,68,2021-11-16T01:58:41Z,3590000,-36.0,166.0,1,left,MISS K. Walker 16' pullup Shot,[202689],1610612752.0,NYK,pullup,,,Walker,K. Walker,,,,,16.95,Missed,,,,,,,,,,,,,,,,,,,
366,PT06M25.00S,2021-11-16T01:58:09.2Z,3,REGULAR,rebound,defensive,[],1626167,,,1610612754,56,68,2021-11-16T01:58:16Z,3600000,,,0,,M. Turner REBOUND (Off:0 Def:2),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,365.0,2.0,2.0,0.0,,,,,,,,,,,,,,
367,PT06M15.00S,2021-11-16T01:58:19.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,94.03745072273325,45.09803921568628,1610612754,56,68,2021-11-16T01:58:25Z,3610000,-25.0,4.0,1,right,MISS D. Sabonis Layup,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,2.47,Missed,,,,,,,,,,,,,,,,,,,
368,PT06M14.00S,2021-11-16T01:58:20.3Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612752,56,68,2021-11-16T01:58:25Z,3620000,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,367.0,,,,,,,,,,,,,,,,,
369,PT06M14.00S,2021-11-16T01:58:24.7Z,3,REGULAR,foul,personal,[],1627734,,,1610612752,56,68,2021-11-16T01:58:43Z,3630000,,,0,,D. Sabonis loose ball personal FOUL (1 PF),"[1627734, 201959]",1610612754.0,IND,loose ball,,,Sabonis,D. Sabonis,,,,,,,,,,,,1155.0,,,,1.0,0.0,Gibson,201959.0,,,,,,
371,PT06M14.00S,2021-11-16T01:58:24.8Z,3,REGULAR,substitution,out,[],1627747,,,1610612752,56,68,2021-11-16T01:58:40Z,3650000,,,0,,SUB out: C. LeVert,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT06M14.00S,2021-11-16T01:58:24.8Z,3,REGULAR,substitution,out,[],1627734,,,1610612752,56,68,2021-11-16T01:58:40Z,3660000,,,0,,SUB out: D. Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT06M14.00S,2021-11-16T01:58:24.8Z,3,REGULAR,substitution,in,[],204456,,,1610612752,56,68,2021-11-16T01:58:40Z,3670000,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT06M14.00S,2021-11-16T01:58:24.8Z,3,REGULAR,substitution,in,[],1628470,,,1610612752,56,68,2021-11-16T01:58:40Z,3680000,,,0,,SUB in: T. Craig,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT06M14.00S,2021-11-16T01:58:24.8Z,3,REGULAR,substitution,out,[],203200,,,1610612752,56,68,2021-11-16T01:58:49Z,3690000,,,0,,SUB out: J. Holiday,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
376,PT06M14.00S,2021-11-16T01:58:24.8Z,3,REGULAR,substitution,in,[],1629103,,,1610612752,56,68,2021-11-16T01:58:49Z,3700000,,,0,,SUB in: K. Martin,[1629103],1610612754.0,IND,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
377,PT05M56.00S,2021-11-16T01:59:13.0Z,3,REGULAR,3pt,Jump Shot,[],203095,32.14520367936925,49.754901960784316,1610612752,56,68,2021-11-16T01:59:19Z,3710000,1.0,250.0,1,left,MISS E. Fournier 24' 3PT,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,24.97,Missed,,,,,,,,,,,,,,,,,,,
378,PT05M54.00S,2021-11-16T01:59:15.0Z,3,REGULAR,rebound,defensive,[],1629103,,,1610612754,56,68,2021-11-16T01:59:19Z,3720000,,,0,,K. Martin REBOUND (Off:0 Def:2),[1629103],1610612754.0,IND,,,,Martin,K. Martin,,,,,,,,377.0,2.0,2.0,0.0,,,,,,,,,,,,,,
379,PT05M42.00S,2021-11-16T01:59:27.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629103,92.85479632063075,45.09803921568628,1610612754,56,68,2021-11-16T01:59:35Z,3730000,-25.0,15.0,1,right,MISS K. Martin driving Layup,[1629103],1610612754.0,IND,driving,,,Martin,K. Martin,,,,,2.86,Missed,,,,,,,,,,,,,,,,,,,
380,PT05M40.00S,2021-11-16T01:59:29.7Z,3,REGULAR,rebound,defensive,[],203944,,,1610612752,56,68,2021-11-16T01:59:35Z,3740000,,,0,,J. Randle REBOUND (Off:1 Def:5),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,379.0,6.0,5.0,1.0,,,,,,,,,,,,,,
381,PT05M33.00S,2021-11-16T01:59:36.1Z,3,REGULAR,3pt,Jump Shot,[],1629628,28.86005256241787,24.019607843137255,1610612752,59,68,2021-11-16T01:59:39Z,3750000,130.0,219.0,1,left,R. Barrett 25' 3PT  (3 PTS) (T. Gibson 1 AST),"[1629628, 201959]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,25.45,Made,3.0,,,,,,,,,,,,,T. Gibson,201959.0,1.0,,,
383,PT05M09.00S,2021-11-16T02:00:00.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,94.03745072273325,45.83333333333333,1610612754,59,70,2021-11-16T02:00:03Z,3770000,-21.0,4.0,1,right,M. Brogdon driving finger roll Layup (20 PTS),[1627763],1610612754.0,IND,driving finger roll,,,Brogdon,M. Brogdon,,,,,2.11,Made,20.0,,,,,,,,,,,,,,,,,,
384,PT04M48.00S,2021-11-16T02:00:21.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203095,6.258212877792378,55.14705882352941,1610612752,59,70,2021-11-16T02:00:26Z,3780000,-26.0,6.0,1,left,MISS E. Fournier driving floating Shot,[203095],1610612752.0,NYK,driving floating,,,Fournier,E. Fournier,,,,,2.65,Missed,,,,,,,,,,,,,,,,,,,
385,PT04M46.00S,2021-11-16T02:00:22.8Z,3,REGULAR,rebound,offensive,[],201959,,,1610612752,59,70,2021-11-16T02:00:22Z,3790000,,,0,,T. Gibson REBOUND (Off:2 Def:3),[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,384.0,5.0,3.0,2.0,,,,,,,,,,,,,,
386,PT04M45.00S,2021-11-16T02:00:24.1Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629628,6.915243101182654,4.411764705882353,1610612752,62,70,2021-11-16T02:00:28Z,3800000,228.0,13.0,1,left,R. Barrett 3PT  (6 PTS) (T. Gibson 2 AST),"[1629628, 201959]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,22.82,Made,6.0,,,,,,,,,,,,,T. Gibson,201959.0,2.0,,,
388,PT04M27.00S,2021-11-16T02:00:44.7Z,3,REGULAR,turnover,out-of-bounds,[],204456,,,1610612754,62,70,2021-11-16T02:00:49Z,3820000,,,0,,T. McConnell bad pass out-of-bounds TURNOVER (1 TO),[204456],1610612754.0,IND,bad pass,,,McConnell,T. McConnell,,,,,,,,,,,,1155.0,1.0,,,,,,,,,,,,
389,PT04M27.00S,2021-11-16T02:01:03.5Z,3,REGULAR,timeout,full,['team'],0,,,1610612752,62,70,2021-11-16T02:01:03Z,3830000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT04M27.00S,2021-11-16T02:01:03.6Z,3,REGULAR,substitution,out,[],202689,,,1610612752,62,70,2021-11-16T02:03:56Z,3840000,,,0,,SUB out: K. Walker,[202689],1610612752.0,NYK,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT04M27.00S,2021-11-16T02:01:03.6Z,3,REGULAR,substitution,in,[],201565,,,1610612752,62,70,2021-11-16T02:03:56Z,3850000,,,0,,SUB in: D. Rose,[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT04M09.00S,2021-11-16T02:04:23.1Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203944,15.456636005256241,45.34313725490196,1610612752,62,70,2021-11-16T02:04:31Z,3860000,23.0,93.0,1,left,MISS J. Randle 9' fadeaway Shot,[203944],1610612752.0,NYK,fadeaway,,,Randle,J. Randle,,,,,9.57,Missed,,,,,,,,,,,,,,,,,,,
393,PT04M07.00S,2021-11-16T02:04:25.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612752,62,70,2021-11-16T02:04:31Z,3870000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,392.0,,,,,,,,,,,,,,,,,
394,PT04M07.00S,2021-11-16T02:04:29.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627763,,,1610612752,62,70,2021-11-16T02:04:44Z,3880000,,,0,,M. Brogdon loose ball personal FOUL (1 PF) (Gibson 2 FT),"[1627763, 201959]",1610612754.0,IND,loose ball,,,Brogdon,M. Brogdon,,,,,,,,,,,,1155.0,,,,1.0,0.0,Gibson,201959.0,,,,,,
396,PT04M07.00S,2021-11-16T02:05:04.9Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",201959,,,1610612752,63,70,2021-11-16T02:05:04Z,3900000,,,0,,T. Gibson Free Throw 1 of 2 (1 PTS),[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
397,PT04M07.00S,2021-11-16T02:05:22.0Z,3,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",201959,,,1610612752,64,70,2021-11-16T02:05:22Z,3910000,,,0,,T. Gibson Free Throw 2 of 2 (2 PTS),[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
398,PT04M07.00S,2021-11-16T02:05:30.4Z,3,REGULAR,stoppage,blood rule,[],0,,,1610612754,64,70,2021-11-16T02:05:30Z,3920000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT03M49.00S,2021-11-16T02:06:51.6Z,3,REGULAR,foul,personal,[],203095,,,1610612754,64,70,2021-11-16T02:06:56Z,3930000,,,0,,E. Fournier personal FOUL (2 PF),"[203095, 1626167]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,1155.0,,,,2.0,0.0,Turner,1626167.0,,,,,,
401,PT03M43.00S,2021-11-16T02:07:21.6Z,3,REGULAR,3pt,Jump Shot,[],1629103,67.49342969776609,59.31372549019608,1610612754,64,70,2021-11-16T02:07:27Z,3950000,47.0,253.0,1,right,MISS K. Martin 25' 3PT,[1629103],1610612754.0,IND,,,,Martin,K. Martin,,,,,25.74,Missed,,,,,,,,,,,,,,,,,,,
402,PT03M41.00S,2021-11-16T02:07:23.6Z,3,REGULAR,rebound,defensive,[],1629628,,,1610612752,64,70,2021-11-16T02:07:27Z,3960000,,,0,,R. Barrett REBOUND (Off:0 Def:4),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,401.0,4.0,4.0,0.0,,,,,,,,,,,,,,
403,PT03M35.00S,2021-11-16T02:07:32.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,8.09789750328515,43.13725490196079,1610612752,64,70,2021-11-16T02:07:37Z,3970000,34.0,24.0,1,left,MISS R. Barrett driving Layup - blocked,"[1629628, 1626167]",1610612752.0,NYK,driving,,,Barrett,R. Barrett,,,,,4.16,Missed,,,,,,,,Turner,1626167.0,,,,,,,,,,
404,PT03M35.00S,2021-11-16T02:07:32.3Z,3,REGULAR,block,,[],1626167,,,1610612752,64,70,2021-11-16T02:07:35Z,3980000,,,0,,M. Turner BLOCK (2 BLK),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT03M33.00S,2021-11-16T02:07:34.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612752,64,70,2021-11-16T02:07:37Z,3990000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,403.0,,,,,,,,,,,,,,,,,
406,PT03M33.00S,2021-11-16T02:07:37.2Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,64,70,2021-11-16T02:07:37Z,4000000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT03M33.00S,2021-11-16T02:07:37.3Z,3,REGULAR,substitution,out,[],203095,,,1610612752,64,70,2021-11-16T02:07:58Z,4010000,,,0,,SUB out: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT03M33.00S,2021-11-16T02:07:37.3Z,3,REGULAR,substitution,out,[],1627763,,,1610612752,64,70,2021-11-16T02:07:58Z,4020000,,,0,,SUB out: M. Brogdon,[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT03M33.00S,2021-11-16T02:07:37.3Z,3,REGULAR,substitution,out,[],1626167,,,1610612752,64,70,2021-11-16T02:07:58Z,4030000,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT03M33.00S,2021-11-16T02:07:37.3Z,3,REGULAR,substitution,out,[],1628470,,,1610612752,64,70,2021-11-16T02:07:58Z,4040000,,,0,,SUB out: T. Craig,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT03M33.00S,2021-11-16T02:07:37.3Z,3,REGULAR,substitution,in,[],202692,,,1610612752,64,70,2021-11-16T02:07:58Z,4050000,,,0,,SUB in: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT03M33.00S,2021-11-16T02:07:37.3Z,3,REGULAR,substitution,in,[],1627747,,,1610612752,64,70,2021-11-16T02:07:58Z,4060000,,,0,,SUB in: C. LeVert,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT03M33.00S,2021-11-16T02:07:37.3Z,3,REGULAR,substitution,in,[],1629048,,,1610612752,64,70,2021-11-16T02:07:58Z,4070000,,,0,,SUB in: G. Bitadze,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT03M33.00S,2021-11-16T02:07:37.3Z,3,REGULAR,substitution,in,[],1627734,,,1610612752,64,70,2021-11-16T02:07:58Z,4080000,,,0,,SUB in: D. Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT03M20.00S,2021-11-16T02:08:26.5Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],203944,22.683968462549277,35.78431372549019,1610612752,64,70,2021-11-16T02:08:53Z,4090000,71.0,161.0,1,left,MISS J. Randle 17' fadeaway Shot,[203944],1610612752.0,NYK,fadeaway,,,Randle,J. Randle,,,,,17.57,Missed,,,,,,,,,,,,,,,,,,,
416,PT03M18.00S,2021-11-16T02:08:28.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612752,64,70,2021-11-16T02:08:53Z,4100000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,415.0,,,,,,,,,,,,,,,,,
417,PT03M18.00S,2021-11-16T02:08:29.8Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612752,64,70,2021-11-16T02:09:05Z,4110000,,,0,,NYK shot clock Team TURNOVER,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,1155.0,,,,,,,,,,,,,
418,PT03M04.00S,2021-11-16T02:08:51.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629048,69.46452036793693,66.66666666666666,1610612754,64,70,2021-11-16T02:08:58Z,4120000,83.0,235.0,1,right,MISS G. Bitadze 24' 3PT,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,24.89,Missed,,,,,,,,,,,,,,,,,,,
419,PT03M02.00S,2021-11-16T02:08:53.5Z,3,REGULAR,rebound,defensive,[],203944,,,1610612752,64,70,2021-11-16T02:08:58Z,4130000,,,0,,J. Randle REBOUND (Off:1 Def:6),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,418.0,7.0,6.0,1.0,,,,,,,,,,,,,,
420,PT02M56.00S,2021-11-16T02:08:59.5Z,3,REGULAR,turnover,lost ball,[],203944,,,1610612752,64,70,2021-11-16T02:09:02Z,4140000,,,0,,J. Randle lost ball TURNOVER (4 TO),"[203944, 1627747]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,4.0,,,,,,,,,,LeVert,1627747.0,
421,PT02M56.00S,2021-11-16T02:08:59.5Z,3,REGULAR,steal,,[],1627747,,,1610612754,64,70,2021-11-16T02:09:01Z,4150000,,,0,,C. LeVert STEAL (2 STL),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT02M41.00S,2021-11-16T02:09:14.1Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",204456,84.05059132720105,37.5,1610612754,64,70,2021-11-16T02:09:46Z,4160000,-62.0,97.0,1,right,MISS T. McConnell 11' pullup Shot,[204456],1610612754.0,IND,pullup,,,McConnell,T. McConnell,,,,,11.57,Missed,,,,,,,,,,,,,,,,,,,
423,PT02M39.00S,2021-11-16T02:09:16.1Z,3,REGULAR,rebound,offensive,[],1627734,,,1610612754,64,70,2021-11-16T02:09:22Z,4170000,,,0,,D. Sabonis REBOUND (Off:2 Def:9),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,422.0,11.0,9.0,2.0,,,,,,,,,,,,,,
424,PT02M39.00S,2021-11-16T02:09:19.7Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1627734,94.40999984741211,50.0,1610612754,64,72,2021-11-16T02:09:25Z,4180000,0.0,0.0,1,right,D. Sabonis tip Layup (20 PTS),[1627734],1610612754.0,IND,tip,,,Sabonis,D. Sabonis,,,,,0.0,Made,20.0,,,,,,,,,,,,,,,,,,
425,PT02M17.00S,2021-11-16T02:09:40.2Z,3,REGULAR,2pt,Jump Shot,[],201565,21.632720105124836,22.54901960784314,1610612752,66,72,2021-11-16T02:10:03Z,4190000,137.0,151.0,1,left,D. Rose 20' pullup Jump Shot (10 PTS),[201565],1610612752.0,NYK,pullup,,,Rose,D. Rose,,,,,20.39,Made,10.0,,,,,,,,,,,,,,,,,,
426,PT02M05.00S,2021-11-16T02:09:51.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629103,93.9060446780552,51.470588235294116,1610612754,66,74,2021-11-16T02:09:55Z,4200000,7.0,5.0,1,right,K. Martin driving Layup (6 PTS) (T. McConnell 1 AST),"[1629103, 204456]",1610612754.0,IND,driving,,,Martin,K. Martin,,,,,0.88,Made,6.0,,,,,,,,,,,,,T. McConnell,204456.0,1.0,,,
428,PT01M52.00S,2021-11-16T02:10:06.6Z,3,REGULAR,turnover,out-of-bounds,[],203944,,,1610612752,66,74,2021-11-16T02:10:11Z,4220000,,,0,,J. Randle bad pass out-of-bounds TURNOVER (5 TO),[203944],1610612752.0,NYK,bad pass,,,Randle,J. Randle,,,,,,,,,,,,203177.0,5.0,,,,,,,,,,,,
429,PT01M52.00S,2021-11-16T02:10:06.7Z,3,REGULAR,substitution,out,[],1629628,,,1610612754,66,74,2021-11-16T02:10:16Z,4230000,,,0,,SUB out: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT01M52.00S,2021-11-16T02:10:06.7Z,3,REGULAR,substitution,out,[],203944,,,1610612754,66,74,2021-11-16T02:10:16Z,4240000,,,0,,SUB out: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT01M52.00S,2021-11-16T02:10:06.7Z,3,REGULAR,substitution,in,[],1630167,,,1610612754,66,74,2021-11-16T02:10:16Z,4250000,,,0,,SUB in: O. Toppin,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT01M52.00S,2021-11-16T02:10:06.7Z,3,REGULAR,substitution,in,[],1630193,,,1610612754,66,74,2021-11-16T02:10:16Z,4260000,,,0,,SUB in: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT01M36.00S,2021-11-16T02:10:36.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1627747,68.15045992115637,58.57843137254902,1610612754,66,74,2021-11-16T02:11:25Z,4270000,43.0,247.0,1,right,MISS C. LeVert 25' pullup 3PT,[1627747],1610612754.0,IND,pullup,,,LeVert,C. LeVert,,,,,25.06,Missed,,,,,,,,,,,,,,,,,,,
434,PT01M34.00S,2021-11-16T02:10:38.6Z,3,REGULAR,rebound,defensive,[],201565,,,1610612752,66,74,2021-11-16T02:10:44Z,4280000,,,0,,D. Rose REBOUND (Off:1 Def:2),[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,433.0,3.0,2.0,1.0,,,,,,,,,,,,,,
435,PT01M25.00S,2021-11-16T02:10:46.7Z,3,REGULAR,2pt,Jump Shot,[],201565,20.581471747700395,35.53921568627451,1610612752,66,74,2021-11-16T02:10:52Z,4290000,72.0,141.0,1,left,MISS D. Rose 15' pullup Shot,[201565],1610612752.0,NYK,pullup,,,Rose,D. Rose,,,,,15.85,Missed,,,,,,,,,,,,,,,,,,,
436,PT01M23.00S,2021-11-16T02:10:48.7Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612754,66,74,2021-11-16T02:10:52Z,4300000,,,0,,D. Sabonis REBOUND (Off:2 Def:10),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,435.0,12.0,10.0,2.0,,,,,,,,,,,,,,
437,PT01M03.00S,2021-11-16T02:11:13.1Z,3,REGULAR,3pt,Jump Shot,[],1629103,70.64717477003943,21.568627450980394,1610612754,66,74,2021-11-16T02:11:28Z,4310000,-142.0,223.0,1,right,MISS K. Martin 26' step back 3PT,[1629103],1610612754.0,IND,step back,,,Martin,K. Martin,,,,,26.48,Missed,,,,,,,,,,,,,,,,,,,
438,PT01M01.00S,2021-11-16T02:11:15.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612754,66,74,2021-11-16T02:11:28Z,4320000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,437.0,,,,,,,,,,,,,,,,,
439,PT01M01.00S,2021-11-16T02:11:19.7Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612754,66,74,2021-11-16T02:11:32Z,4330000,,,0,,IND shot clock Team TURNOVER,[],1610612754.0,IND,,,,,,,,,,,,,,,,,1151.0,,,,,,,,,,,,,
440,PT00M46.00S,2021-11-16T02:11:44.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],202692,26.888961892247043,14.215686274509803,1610612752,69,74,2021-11-16T02:11:48Z,4340000,179.0,200.0,1,left,A. Burks 26' 3PT  (3 PTS) (T. Gibson 3 AST),"[202692, 201959]",1610612752.0,NYK,,,,Burks,A. Burks,,,,,26.86,Made,3.0,,,,,,,,,,,,,T. Gibson,201959.0,3.0,,,
442,PT00M31.20S,2021-11-16T02:12:02.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,82.21090670170827,47.05882352941176,1610612754,69,74,2021-11-16T02:12:30Z,4360000,-15.0,115.0,1,right,MISS C. LeVert 11' pullup Shot,[1627747],1610612754.0,IND,pullup,,,LeVert,C. LeVert,,,,,11.56,Missed,,,,,,,,,,,,,,,,,,,
443,PT00M28.40S,2021-11-16T02:12:05.0Z,3,REGULAR,rebound,offensive,[],1627734,,,1610612754,69,74,2021-11-16T02:12:11Z,4370000,,,0,,D. Sabonis REBOUND (Off:3 Def:10),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,442.0,13.0,10.0,3.0,,,,,,,,,,,,,,
444,PT00M26.90S,2021-11-16T02:12:08.9Z,3,REGULAR,turnover,out-of-bounds,[],1627734,,,1610612754,69,74,2021-11-16T02:12:15Z,4380000,,,0,,D. Sabonis step out-of-bounds TURNOVER (1 TO),[1627734],1610612754.0,IND,step,,,Sabonis,D. Sabonis,,,,,,,,,,,,1155.0,1.0,,,,,,,,,,,,
445,PT00M26.90S,2021-11-16T02:12:09.0Z,3,REGULAR,substitution,out,[],1627747,,,1610612752,69,74,2021-11-16T02:12:29Z,4390000,,,0,,SUB out: C. LeVert,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
