actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,value
95,PT04M09.00S,2022-01-07T00:49:16.1Z,1,REGULAR,block,,[],1629684,,,1610612752,11,19,2022-01-07T00:49:18Z,950000,,,0,,G. Williams BLOCK (1 BLK),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M07.00S,2022-01-07T00:49:18.1Z,1,REGULAR,rebound,defensive,[],1626196,,,1610612738,11,19,2022-01-07T00:49:22Z,960000,,,0,,J. Richardson REBOUND (Off:0 Def:1),[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,94.0,1.0,1.0,0.0,,,,,,,,,
97,PT03M59.00S,2022-01-07T00:49:27.0Z,1,REGULAR,3pt,Jump Shot,[],1627759,76.69185282522996,86.76470588235294,1610612738,11,19,2022-01-07T00:49:33Z,970000,184.0,167.0,1,right,MISS J. Brown 24' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,24.81,Missed,,,,,,,,,,,,,,,,,,,
98,PT03M57.00S,2022-01-07T00:49:29.0Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,11,19,2022-01-07T00:49:33Z,980000,,,0,,J. Randle REBOUND (Off:0 Def:2),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,97.0,2.0,2.0,0.0,,,,,,,,,
99,PT03M36.00S,2022-01-07T00:49:50.1Z,1,REGULAR,2pt,Jump Shot,[],203095,24.26084099868594,56.86274509803921,1610612752,11,19,2022-01-07T00:50:12Z,990000,-34.0,176.0,1,left,MISS E. Fournier 17' pullup Shot,[203095],1610612752.0,NYK,pullup,,,Fournier,E. Fournier,,,,,17.89,Missed,,,,,,,,,,,,,,,,,,,
100,PT03M34.00S,2022-01-07T00:49:52.1Z,1,REGULAR,rebound,offensive,[],201959,,,1610612752,11,19,2022-01-07T00:49:56Z,1000000,,,0,,T. Gibson REBOUND (Off:1 Def:0),[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,99.0,1.0,0.0,1.0,,,,,,,,,
101,PT03M31.00S,2022-01-07T00:49:55.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203095,28.991458607095925,76.22549019607843,1610612752,14,19,2022-01-07T00:49:59Z,1010000,-131.0,220.0,1,left,E. Fournier 25' 3PT  (12 PTS) (T. Gibson 1 AST),"[203095, 201959]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,25.61,Made,12.0,T. Gibson,201959.0,1.0,,,,,,,,,,,,,,,
103,PT03M13.00S,2022-01-07T00:50:12.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626196,83.919185282523,36.76470588235294,1610612738,14,19,2022-01-07T00:50:36Z,1030000,-66.0,99.0,1,right,MISS J. Richardson 11' pullup Shot,[1626196],1610612738.0,BOS,pullup,,,Richardson,J. Richardson,,,,,11.88,Missed,,,,,,,,,,,,,,,,,,,
104,PT03M11.00S,2022-01-07T00:50:14.1Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,14,19,2022-01-07T00:50:19Z,1040000,,,0,,J. Randle REBOUND (Off:0 Def:3),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,103.0,3.0,3.0,0.0,,,,,,,,,
105,PT02M55.00S,2022-01-07T00:50:31.1Z,1,REGULAR,2pt,Jump Shot,[],203944,26.888961892247043,52.450980392156865,1610612752,14,19,2022-01-07T00:51:05Z,1050000,-12.0,200.0,1,left,MISS J. Randle 20' pullup Shot,[203944],1610612752.0,NYK,pullup,,,Randle,J. Randle,,,,,20.07,Missed,,,,,,,,,,,,,,,,,,,
106,PT02M53.00S,2022-01-07T00:50:33.1Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,14,19,2022-01-07T00:50:37Z,1060000,,,0,,J. Brown REBOUND (Off:0 Def:5),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,105.0,5.0,5.0,0.0,,,,,,,,,
107,PT02M32.00S,2022-01-07T00:50:52.6Z,1,REGULAR,3pt,Jump Shot,[],1626196,73.14388961892247,16.42156862745098,1610612738,14,19,2022-01-07T00:50:59Z,1070000,-168.0,200.0,1,right,MISS J. Richardson 26' 3PT,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,26.11,Missed,,,,,,,,,,,,,,,,,,,
108,PT02M30.00S,2022-01-07T00:50:54.6Z,1,REGULAR,rebound,offensive,[],203471,,,1610612738,14,19,2022-01-07T00:50:59Z,1080000,,,0,,D. Schroder REBOUND (Off:1 Def:0),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,107.0,1.0,0.0,1.0,,,,,,,,,
109,PT02M22.00S,2022-01-07T00:51:03.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203471,84.44480946123521,59.55882352941176,1610612738,14,21,2022-01-07T00:51:08Z,1090000,48.0,94.0,1,right,D. Schroder 10' turnaround Jump Shot (2 PTS),[203471],1610612738.0,BOS,turnaround,,,Schroder,D. Schroder,,,,,10.52,Made,2.0,,,,,,,,,,,,,,,,,,
110,PT02M04.00S,2022-01-07T00:51:22.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],201959,5.863994743758213,50.49019607843137,1610612752,16,21,2022-01-07T00:51:26Z,1100000,-2.0,3.0,1,left,T. Gibson DUNK (2 PTS) (E. Fournier 1 AST),"[201959, 203095]",1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,0.36,Made,2.0,E. Fournier,203095.0,1.0,,,,,,,,,,,,,,,
112,PT02M04.00S,2022-01-07T00:51:27.1Z,1,REGULAR,timeout,full,['team'],0,,,1610612738,16,21,2022-01-07T00:51:27Z,1120000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M04.00S,2022-01-07T00:51:27.2Z,1,REGULAR,substitution,out,[],202692,,,1610612738,16,21,2022-01-07T00:54:56Z,1130000,,,0,,SUB out: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M04.00S,2022-01-07T00:51:27.2Z,1,REGULAR,substitution,out,[],1627759,,,1610612738,16,21,2022-01-07T00:54:56Z,1140000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M04.00S,2022-01-07T00:51:27.2Z,1,REGULAR,substitution,out,[],1629057,,,1610612738,16,21,2022-01-07T00:54:56Z,1150000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M04.00S,2022-01-07T00:51:27.2Z,1,REGULAR,substitution,in,[],1630193,,,1610612738,16,21,2022-01-07T00:54:56Z,1160000,,,0,,SUB in: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M04.00S,2022-01-07T00:51:27.2Z,1,REGULAR,substitution,in,[],1628369,,,1610612738,16,21,2022-01-07T00:54:56Z,1170000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M04.00S,2022-01-07T00:51:27.2Z,1,REGULAR,substitution,in,[],202683,,,1610612738,16,21,2022-01-07T00:54:56Z,1180000,,,0,,SUB in: E. Freedom,[202683],1610612738.0,BOS,,,,Freedom,E. Freedom,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT01M51.00S,2022-01-07T00:55:12.5Z,1,REGULAR,2pt,Jump Shot,[],203471,76.42904073587385,35.049019607843135,1610612738,16,23,2022-01-07T00:55:32Z,1190000,-75.0,169.0,1,right,D. Schroder 18' pullup Jump Shot (4 PTS),[203471],1610612738.0,BOS,pullup,,,Schroder,D. Schroder,,,,,18.49,Made,4.0,,,,,,,,,,,,,,,,,,
120,PT01M32.00S,2022-01-07T00:55:30.4Z,1,REGULAR,3pt,Jump Shot,[],1629628,6.1268068331143235,96.56862745098039,1610612752,16,23,2022-01-07T00:55:36Z,1200000,-233.0,5.0,1,left,MISS R. Barrett 3PT,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,23.29,Missed,,,,,,,,,,,,,,,,,,,
121,PT01M30.00S,2022-01-07T00:55:32.4Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,16,23,2022-01-07T00:55:36Z,1210000,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,120.0,1.0,1.0,0.0,,,,,,,,,
122,PT01M14.00S,2022-01-07T00:55:48.9Z,1,REGULAR,turnover,bad pass,[],1628369,,,1610612738,16,23,2022-01-07T00:55:54Z,1220000,,,0,,J. Tatum bad pass TURNOVER (1 TO),"[1628369, 203944]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,1.0,,,,,Randle,203944.0,
123,PT01M14.00S,2022-01-07T00:55:48.9Z,1,REGULAR,steal,,[],203944,,,1610612752,16,23,2022-01-07T00:55:50Z,1230000,,,0,,J. Randle STEAL (1 STL),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT01M10.00S,2022-01-07T00:55:53.3Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",201959,6.1268068331143235,50.49019607843137,1610612752,18,23,2022-01-07T00:56:06Z,1240000,-2.0,5.0,1,left,T. Gibson running DUNK (4 PTS) (R. Barrett 2 AST),"[201959, 1629628]",1610612752.0,NYK,running,,,Gibson,T. Gibson,,,,,0.57,Made,4.0,R. Barrett,1629628.0,2.0,,,,,,,,,,,,,,,
126,PT00M52.20S,2022-01-07T00:56:12.9Z,1,REGULAR,3pt,Jump Shot,[],1629684,68.01905387647832,59.31372549019608,1610612738,18,23,2022-01-07T00:56:19Z,1260000,47.0,248.0,1,right,MISS G. Williams 25' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,25.24,Missed,,,,,,,,,,,,,,,,,,,
127,PT00M50.00S,2022-01-07T00:56:15.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612752,18,23,2022-01-07T00:56:19Z,1270000,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,126.0,,,,,,,,,,,,
128,PT00M50.00S,2022-01-07T00:56:17.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,18,23,2022-01-07T00:56:17Z,1280000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT00M50.00S,2022-01-07T00:56:17.3Z,1,REGULAR,substitution,out,[],1629628,,,1610612752,18,23,2022-01-07T00:56:23Z,1290000,,,0,,SUB out: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT00M50.00S,2022-01-07T00:56:17.3Z,1,REGULAR,substitution,in,[],1629656,,,1610612752,18,23,2022-01-07T00:56:23Z,1300000,,,0,,SUB in: Q. Grimes,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT00M41.60S,2022-01-07T00:56:36.5Z,1,REGULAR,turnover,lost ball,[],1629656,,,1610612752,18,23,2022-01-07T00:56:42Z,1310000,,,0,,Q. Grimes lost ball TURNOVER (1 TO),"[1629656, 1628369]",1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,1.0,,,,,Tatum,1628369.0,
132,PT00M41.60S,2022-01-07T00:56:36.5Z,1,REGULAR,steal,,[],1628369,,,1610612738,18,23,2022-01-07T00:56:40Z,1320000,,,0,,J. Tatum STEAL (2 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT00M39.90S,2022-01-07T00:56:42.6Z,1,REGULAR,foul,personal,['2freethrow'],1629656,,,1610612738,18,23,2022-01-07T00:56:52Z,1330000,,,0,,Q. Grimes shooting personal FOUL (1 PF) (Tatum 2 FT),"[1629656, 1628369]",1610612752.0,NYK,shooting,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,2002.0,,1.0,0.0,Tatum,1628369.0,,,
135,PT00M39.90S,2022-01-07T00:57:08.4Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1628369,,,1610612738,18,24,2022-01-07T00:57:26Z,1350000,,,0,,J. Tatum Free Throw 1 of 2 (1 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
136,PT00M39.90S,2022-01-07T00:57:08.4Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1628369,,,1610612738,18,25,2022-01-07T00:57:26Z,1360000,,,0,,J. Tatum Free Throw 2 of 2 (2 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
137,PT00M15.90S,2022-01-07T00:57:50.7Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612752,18,25,2022-01-07T00:58:16Z,1370000,,,0,,NYK shot clock Team TURNOVER,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,2003.0,,,,,,,,
138,PT00M00.20S,2022-01-07T00:58:22.6Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1626196,82.07950065703022,73.77450980392157,1610612738,18,25,2022-01-07T00:58:45Z,1380000,119.0,116.0,1,right,MISS J. Richardson 16' pullup Shot,[1626196],1610612738.0,BOS,pullup,,,Richardson,J. Richardson,,,,,16.61,Missed,,,,,,,,,,,,,,,,,,,
139,PT00M00.20S,2022-01-07T00:58:22.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,18,25,2022-01-07T00:58:35Z,1390000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,138.0,,,,,,,,,,,,
145,PT00M00.20S,2022-01-07T00:58:25.9Z,1,REGULAR,instantreplay,request,[],0,,,1610612738,18,25,2022-01-07T01:02:41Z,1395000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,,,,2003.0,,,,,,,,End Period - No Basket
140,PT00M00.00S,2022-01-07T00:58:29.2Z,1,REGULAR,period,end,[],0,,,1610612738,18,25,2022-01-07T00:58:29Z,1400000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT12M00.00S,2022-01-07T01:01:31.6Z,2,REGULAR,substitution,out,['startperiod'],203095,,,1610612738,18,25,2022-01-07T01:01:55Z,1410000,,,0,,SUB out: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT12M00.00S,2022-01-07T01:01:31.6Z,2,REGULAR,substitution,out,['startperiod'],203944,,,1610612738,18,25,2022-01-07T01:01:55Z,1420000,,,0,,SUB out: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT12M00.00S,2022-01-07T01:01:31.6Z,2,REGULAR,substitution,in,['startperiod'],202692,,,1610612738,18,25,2022-01-07T01:01:55Z,1430000,,,0,,SUB in: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2022-01-07T01:01:31.6Z,2,REGULAR,substitution,in,['startperiod'],1630167,,,1610612738,18,25,2022-01-07T01:01:55Z,1440000,,,0,,SUB in: O. Toppin,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2022-01-07T01:02:03.1Z,2,REGULAR,period,start,[],0,,,1610612752,18,25,2022-01-07T01:02:03Z,1450000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT11M42.00S,2022-01-07T01:02:21.1Z,2,REGULAR,3pt,Jump Shot,[],202692,30.56833114323259,31.372549019607842,1610612752,21,25,2022-01-07T01:02:44Z,1460000,93.0,235.0,1,left,A. Burks 25' 3PT pullup (3 PTS),[202692],1610612752.0,NYK,pullup,,,Burks,A. Burks,,,,,25.26,Made,3.0,,,,,,,,,,,,,,,,,,
148,PT11M15.00S,2022-01-07T01:02:46.8Z,2,REGULAR,3pt,Jump Shot,[],1628369,79.31997371879106,9.313725490196079,1610612738,21,28,2022-01-07T01:02:51Z,1470000,-203.0,142.0,1,right,J. Tatum 24' 3PT  (5 PTS) (G. Williams 1 AST),"[1628369, 1629684]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,24.8,Made,5.0,G. Williams,1629684.0,1.0,,,,,,,,,,,,,,,
150,PT10M50.00S,2022-01-07T01:03:11.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630167,9.543363994743759,34.31372549019608,1610612752,21,28,2022-01-07T01:03:19Z,1490000,78.0,37.0,1,left,MISS O. Toppin 8' turnaround bank Hook,[1630167],1610612752.0,NYK,turnaround bank,,,Toppin,O. Toppin,,,,,8.68,Missed,,,,,,,,,,,,,,,,,,,
151,PT10M48.00S,2022-01-07T01:03:13.9Z,2,REGULAR,rebound,defensive,[],1626196,,,1610612738,21,28,2022-01-07T01:03:19Z,1500000,,,0,,J. Richardson REBOUND (Off:0 Def:2),[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,150.0,2.0,2.0,0.0,,,,,,,,,
152,PT10M27.00S,2022-01-07T01:03:34.6Z,2,REGULAR,3pt,Jump Shot,[],1626196,76.03482260183968,13.480392156862745,1610612738,21,31,2022-01-07T01:03:38Z,1510000,-183.0,173.0,1,right,J. Richardson 25' 3PT  (3 PTS) (D. Schroder 1 AST),"[1626196, 203471]",1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,25.14,Made,3.0,D. Schroder,203471.0,1.0,,,,,,,,,,,,,,,
154,PT10M04.00S,2022-01-07T01:03:58.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202692,8.09789750328515,56.127450980392155,1610612752,21,31,2022-01-07T01:04:03Z,1530000,-31.0,24.0,1,left,MISS A. Burks Layup - blocked,"[202692, 1629684]",1610612752.0,NYK,,,,Burks,A. Burks,,,,,3.86,Missed,,,,,Williams,1629684.0,,,,,,,,,,,,,
158,PT10M04.00S,2022-01-07T01:03:58.5Z,2,REGULAR,block,,[],1629684,,,1610612752,21,31,2022-01-07T01:06:22Z,1535000,,,0,,G. Williams BLOCK (2 BLK),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT10M02.00S,2022-01-07T01:04:00.5Z,2,REGULAR,rebound,defensive,[],202683,,,1610612738,21,31,2022-01-07T01:04:03Z,1540000,,,0,,E. Freedom REBOUND (Off:0 Def:1),[202683],1610612738.0,BOS,,,,Freedom,E. Freedom,,,,,,,,,,,,,154.0,1.0,1.0,0.0,,,,,,,,,
156,PT09M56.00S,2022-01-07T01:04:05.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628369,70.12155059132719,27.941176470588236,1610612738,21,34,2022-01-07T01:07:15Z,1550000,-110.0,228.0,1,right,J. Tatum 25' 3PT pullup (8 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,25.36,Made,8.0,,,,,,,,,,,,,,,,,,
157,PT09M55.00S,2022-01-07T01:04:10.1Z,2,REGULAR,timeout,full,['team'],0,,,1610612752,21,34,2022-01-07T01:04:10Z,1560000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT09M34.00S,2022-01-07T01:07:56.2Z,2,REGULAR,3pt,Jump Shot,[],1629656,27.808804204993432,24.264705882352942,1610612752,21,34,2022-01-07T01:08:01Z,1590000,129.0,209.0,1,left,MISS Q. Grimes 24' 3PT,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,24.54,Missed,,,,,,,,,,,,,,,,,,,
162,PT09M32.00S,2022-01-07T01:07:58.5Z,2,REGULAR,rebound,offensive,[],201959,,,1610612752,21,34,2022-01-07T01:07:58Z,1600000,,,0,,T. Gibson REBOUND (Off:2 Def:0),[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,161.0,2.0,0.0,2.0,,,,,,,,,
163,PT09M31.00S,2022-01-07T01:08:00.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],202692,29.38567674113009,75.73529411764706,1610612752,21,34,2022-01-07T01:08:04Z,1610000,-129.0,224.0,1,left,MISS A. Burks 25' 3PT,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,25.81,Missed,,,,,,,,,,,,,,,,,,,
164,PT09M29.00S,2022-01-07T01:08:02.0Z,2,REGULAR,rebound,offensive,[],1629656,,,1610612752,21,34,2022-01-07T01:08:02Z,1620000,,,0,,Q. Grimes REBOUND (Off:1 Def:0),[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,163.0,1.0,0.0,1.0,,,,,,,,,
165,PT09M23.00S,2022-01-07T01:08:07.7Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],202692,10.33180026281209,27.696078431372552,1610612752,21,34,2022-01-07T01:08:14Z,1630000,112.0,45.0,1,left,MISS A. Burks 12' turnaround Shot,[202692],1610612752.0,NYK,turnaround,,,Burks,A. Burks,,,,,12.01,Missed,,,,,,,,,,,,,,,,,,,
166,PT09M21.00S,2022-01-07T01:08:09.7Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,21,34,2022-01-07T01:08:14Z,1640000,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,165.0,2.0,2.0,0.0,,,,,,,,,
167,PT09M16.00S,2022-01-07T01:08:14.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626196,74.58935611038108,82.59803921568627,1610612738,21,37,2022-01-07T01:08:18Z,1650000,163.0,186.0,1,right,J. Richardson 24' 3PT  (6 PTS) (J. Tatum 4 AST),"[1626196, 1628369]",1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,24.76,Made,6.0,J. Tatum,1628369.0,4.0,,,,,,,,,,,,,,,
169,PT08M59.00S,2022-01-07T01:08:32.2Z,2,REGULAR,3pt,Jump Shot,[],1630193,31.488173455978973,61.274509803921575,1610612752,24,37,2022-01-07T01:10:05Z,1670000,-56.0,243.0,1,left,I. Quickley 24' 3PT pullup (3 PTS),[1630193],1610612752.0,NYK,pullup,,,Quickley,I. Quickley,,,,,24.99,Made,3.0,,,,,,,,,,,,,,,,,,
170,PT08M41.00S,2022-01-07T01:08:48.8Z,2,REGULAR,3pt,Jump Shot,[],1628369,88.25558475689881,4.901960784313726,1610612738,24,40,2022-01-07T01:08:53Z,1680000,-225.0,58.0,1,right,J. Tatum 3PT  (11 PTS) (G. Williams 2 AST),"[1628369, 1629684]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,23.28,Made,11.0,G. Williams,1629684.0,2.0,,,,,,,,,,,,,,,
172,PT08M20.00S,2022-01-07T01:09:10.3Z,2,REGULAR,2pt,Jump Shot,[],1630193,24.78646517739816,49.26470588235294,1610612752,26,40,2022-01-07T01:10:38Z,1700000,4.0,180.0,1,left,I. Quickley 18' pullup Jump Shot (5 PTS),[1630193],1610612752.0,NYK,pullup,,,Quickley,I. Quickley,,,,,18.05,Made,5.0,,,,,,,,,,,,,,,,,,
173,PT08M00.00S,2022-01-07T01:09:30.5Z,2,REGULAR,3pt,Jump Shot,[],1629684,75.24638633377135,12.745098039215685,1610612738,26,40,2022-01-07T01:09:41Z,1710000,-186.0,180.0,1,right,MISS G. Williams 25' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,25.92,Missed,,,,,,,,,,,,,,,,,,,
174,PT07M59.00S,2022-01-07T01:09:31.5Z,2,REGULAR,rebound,defensive,[],1630193,,,1610612752,26,40,2022-01-07T01:09:41Z,1720000,,,0,,I. Quickley REBOUND (Off:0 Def:1),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,173.0,1.0,1.0,0.0,,,,,,,,,
175,PT07M58.00S,2022-01-07T01:09:42.2Z,2,REGULAR,foul,offensive,[],1630193,,,1610612752,26,40,2022-01-07T01:09:49Z,1730000,,,0,,I. Quickley offensive FOUL (1 PF),"[1630193, 203471]",1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,2003.0,,1.0,0.0,Schroder,203471.0,,,
177,PT07M58.00S,2022-01-07T01:09:42.2Z,2,REGULAR,turnover,offensive foul,[],1630193,,,1610612752,26,40,2022-01-07T01:09:42Z,1750000,,,0,,I. Quickley offensive foul TURNOVER (1 TO),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,2003.0,1.0,,,,,,,
178,PT07M58.00S,2022-01-07T01:09:42.3Z,2,REGULAR,substitution,out,[],1629684,,,1610612738,26,40,2022-01-07T01:09:55Z,1760000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT07M58.00S,2022-01-07T01:09:42.3Z,2,REGULAR,substitution,in,[],201143,,,1610612738,26,40,2022-01-07T01:09:55Z,1770000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT07M50.00S,2022-01-07T01:10:14.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201143,92.85479632063075,96.07843137254902,1610612738,26,43,2022-01-07T01:10:18Z,1780000,230.0,15.0,1,right,A. Horford 3PT  (3 PTS) (D. Schroder 2 AST),"[201143, 203471]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,23.09,Made,3.0,D. Schroder,203471.0,2.0,,,,,,,,,,,,,,,
182,PT07M37.00S,2022-01-07T01:10:26.7Z,2,REGULAR,turnover,bad pass,[],1630193,,,1610612752,26,43,2022-01-07T01:10:29Z,1800000,,,0,,I. Quickley bad pass TURNOVER (2 TO),"[1630193, 201143]",1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,2.0,,,,,Horford,201143.0,
183,PT07M37.00S,2022-01-07T01:10:26.7Z,2,REGULAR,steal,,[],201143,,,1610612738,26,43,2022-01-07T01:10:28Z,1810000,,,0,,A. Horford STEAL (1 STL),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
