actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,value
498,PT00M06.80S,2021-10-21T01:28:48.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630174,,,1610612752,84,80,2021-10-21T01:29:02Z,4760000,,,0,,A. Nesmith shooting personal FOUL (2 PF) (Barrett 2 FT),"[1630174, 1629628]",1610612738.0,BOS,shooting,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,2530.0,2.0,0.0,Barrett,1629628.0,,,,,,
501,PT00M06.80S,2021-10-21T01:29:03.7Z,3,REGULAR,substitution,out,[],201565,,,1610612752,84,80,2021-10-21T01:29:45Z,4775000,,,0,,SUB out: D. Rose,[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT00M06.80S,2021-10-21T01:29:03.7Z,3,REGULAR,substitution,out,[],1630174,,,1610612752,84,80,2021-10-21T01:29:45Z,4777500,,,0,,SUB out: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT00M06.80S,2021-10-21T01:29:03.7Z,3,REGULAR,substitution,in,[],1629656,,,1610612752,84,80,2021-10-21T01:29:45Z,4778750,,,0,,SUB in: Q. Grimes,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT00M06.80S,2021-10-21T01:29:03.7Z,3,REGULAR,substitution,in,[],1628369,,,1610612752,84,80,2021-10-21T01:29:45Z,4779375,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT00M06.80S,2021-10-21T01:29:19.3Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1629628,,,1610612752,85,80,2021-10-21T01:29:19Z,4780000,,,0,,R. Barrett Free Throw 1 of 2 (13 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,Made,13.0,,,,,,,,,,,,,,,,,,
505,PT00M06.80S,2021-10-21T01:29:19.3Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1629628,,,1610612752,86,80,2021-10-21T01:31:00Z,4790000,,,0,,R. Barrett Free Throw 2 of 2 (14 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,Made,14.0,,,,,,,,,,,,,,,,,,
506,PT00M06.10S,2021-10-21T01:30:06.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203095,,,1610612738,86,80,2021-10-21T01:30:12Z,4800000,,,0,,E. Fournier personal FOUL (2 PF) (Brown 2 FT),"[203095, 1627759]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,1162.0,2.0,0.0,Brown,1627759.0,,,,,,
509,PT00M06.10S,2021-10-21T01:30:37.2Z,3,REGULAR,substitution,out,[],1629656,,,1610612738,86,80,2021-10-21T01:31:15Z,4815000,,,0,,SUB out: Q. Grimes,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT00M06.10S,2021-10-21T01:30:37.2Z,3,REGULAR,substitution,in,[],201565,,,1610612738,86,80,2021-10-21T01:31:15Z,4817500,,,0,,SUB in: D. Rose,[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT00M06.10S,2021-10-21T01:31:08.5Z,3,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,86,81,2021-10-21T01:31:08Z,4820000,,,0,,J. Brown Free Throw 1 of 2 (28 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,28.0,,,,,,,,,,,,,,,,,,
511,PT00M06.10S,2021-10-21T01:31:28.5Z,3,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,86,82,2021-10-21T01:31:28Z,4830000,,,0,,J. Brown Free Throw 2 of 2 (29 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,29.0,,,,,,,,,,,,,,,,,,
512,PT00M00.60S,2021-10-21T01:31:39.7Z,3,REGULAR,2pt,Jump Shot,[],203944,88.64980289093299,16.42156862745098,1610612752,86,82,2021-10-21T01:33:38Z,4840000,-168.0,54.0,1,right,MISS J. Randle 17' pullup Shot,[203944],1610612752.0,NYK,pullup,,,Randle,J. Randle,,,,,17.64,Missed,,,,,,,,,,,,,,,,,,,
513,PT00M00.10S,2021-10-21T01:31:40.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612752,86,82,2021-10-21T01:31:50Z,4850000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,512.0,,,,,,,,,,,,,,
514,PT00M00.00S,2021-10-21T01:31:44.3Z,3,REGULAR,period,end,[],0,,,1610612752,86,82,2021-10-21T01:31:44Z,4860000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT12M00.00S,2021-10-21T01:34:48.3Z,4,REGULAR,substitution,out,['startperiod'],203095,,,1610612752,86,82,2021-10-21T01:35:18Z,4870000,,,0,,SUB out: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT12M00.00S,2021-10-21T01:34:48.3Z,4,REGULAR,substitution,out,['startperiod'],203944,,,1610612752,86,82,2021-10-21T01:35:18Z,4880000,,,0,,SUB out: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT12M00.00S,2021-10-21T01:34:48.3Z,4,REGULAR,substitution,out,['startperiod'],1628369,,,1610612752,86,82,2021-10-21T01:35:18Z,4890000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT12M00.00S,2021-10-21T01:34:48.3Z,4,REGULAR,substitution,in,['startperiod'],202692,,,1610612752,86,82,2021-10-21T01:35:18Z,4900000,,,0,,SUB in: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT12M00.00S,2021-10-21T01:34:48.3Z,4,REGULAR,substitution,in,['startperiod'],1629011,,,1610612752,86,82,2021-10-21T01:35:18Z,4910000,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT12M00.00S,2021-10-21T01:34:48.3Z,4,REGULAR,substitution,in,['startperiod'],1630202,,,1610612752,86,82,2021-10-21T01:35:18Z,4920000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT12M00.00S,2021-10-21T01:35:18.3Z,4,REGULAR,period,start,[],0,,,1610612752,86,82,2021-10-21T01:35:19Z,4930000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT11M48.00S,2021-10-21T01:35:30.2Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629011,93.77463863337714,48.77450980392157,1610612752,88,82,2021-10-21T01:35:34Z,4940000,-6.0,6.0,1,right,M. Robinson DUNK (8 PTS),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,0.86,Made,8.0,,,,,,,,,,,,,,,,,,
524,PT11M34.00S,2021-10-21T01:35:46.9Z,4,REGULAR,foul,personal,[],1629628,,,1610612738,88,82,2021-10-21T01:35:55Z,4950000,,,0,,R. Barrett personal FOUL (3 PF),"[1629628, 1627759]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,2530.0,3.0,0.0,Brown,1627759.0,,,,,,
526,PT11M25.00S,2021-10-21T01:36:19.2Z,4,REGULAR,2pt,Jump Shot,[],203471,15.062417871222076,26.715686274509803,1610612738,88,82,2021-10-21T01:36:52Z,4970000,116.0,89.0,1,left,MISS D. Schroder 14' pullup Shot,[203471],1610612738.0,BOS,pullup,,,Schroder,D. Schroder,,,,,14.66,Missed,,,,,,,,,,,,,,,,,,,
527,PT11M23.00S,2021-10-21T01:36:21.2Z,4,REGULAR,rebound,defensive,[],201565,,,1610612752,88,82,2021-10-21T01:36:25Z,4980000,,,0,,D. Rose REBOUND (Off:0 Def:3),[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,,526.0,3.0,3.0,0.0,,,,,,,,,,,
528,PT11M22.00S,2021-10-21T01:36:25.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201565,93.11760840998686,47.30392156862745,1610612752,88,82,2021-10-21T01:36:32Z,4990000,-13.0,12.0,1,right,MISS D. Rose driving Layup - blocked,"[201565, 1630202]",1610612752.0,NYK,driving,,,Rose,D. Rose,,,,,1.82,Missed,,,,,,,,,,,,,,Pritchard,1630202.0,,,,
529,PT11M22.00S,2021-10-21T01:36:25.8Z,4,REGULAR,block,,[],1630202,,,1610612752,88,82,2021-10-21T01:36:28Z,5000000,,,0,,P. Pritchard BLOCK (1 BLK),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT11M20.00S,2021-10-21T01:36:27.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612752,88,82,2021-10-21T01:36:32Z,5010000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,528.0,,,,,,,,,,,,,,
531,PT11M20.00S,2021-10-21T01:36:30.3Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,88,82,2021-10-21T01:36:30Z,5020000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT11M20.00S,2021-10-21T01:36:30.4Z,4,REGULAR,substitution,out,[],1629684,,,1610612752,88,82,2021-10-21T01:36:36Z,5030000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
533,PT11M20.00S,2021-10-21T01:36:30.4Z,4,REGULAR,substitution,in,[],1629057,,,1610612752,88,82,2021-10-21T01:36:36Z,5040000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
534,PT11M16.00S,2021-10-21T01:36:48.5Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630167,94.1688567674113,49.50980392156863,1610612752,90,82,2021-10-21T01:36:53Z,5050000,-2.0,2.0,1,right,O. Toppin cutting DUNK (8 PTS) (D. Rose 2 AST),"[1630167, 201565]",1610612752.0,NYK,cutting,,,Toppin,O. Toppin,,,,,0.34,Made,8.0,,,,,,,,,,,,,,,D. Rose,201565.0,2.0,
536,PT10M58.00S,2021-10-21T01:37:07.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,8.09789750328515,48.529411764705884,1610612738,90,82,2021-10-21T01:37:14Z,5070000,7.0,24.0,1,left,MISS J. Brown driving Layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,2.47,Missed,,,,,,,,,,,,,,,,,,,
537,PT10M56.00S,2021-10-21T01:37:09.5Z,4,REGULAR,rebound,offensive,[],1629641,,,1610612738,90,82,2021-10-21T01:37:14Z,5080000,,,0,,R. Langford REBOUND (Off:2 Def:1),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,536.0,3.0,1.0,2.0,,,,,,,,,,,
538,PT10M54.00S,2021-10-21T01:37:11.3Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630202,17.427726675427067,5.637254901960785,1610612738,90,82,2021-10-21T01:37:19Z,5090000,222.0,111.0,1,left,MISS P. Pritchard 24' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,24.82,Missed,,,,,,,,,,,,,,,,,,,
539,PT10M52.00S,2021-10-21T01:37:13.3Z,4,REGULAR,rebound,offensive,[],1629057,,,1610612738,90,82,2021-10-21T01:37:19Z,5100000,,,0,,R. Williams III REBOUND (Off:3 Def:4),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,538.0,7.0,4.0,3.0,,,,,,,,,,,
540,PT10M48.00S,2021-10-21T01:37:17.4Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],203471,27.54599211563732,76.9607843137255,1610612738,90,82,2021-10-21T01:37:23Z,5110000,-135.0,206.0,1,left,MISS D. Schroder 24' 3PT,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,24.65,Missed,,,,,,,,,,,,,,,,,,,
541,PT10M46.00S,2021-10-21T01:37:19.4Z,4,REGULAR,rebound,defensive,[],201565,,,1610612752,90,82,2021-10-21T01:37:23Z,5120000,,,0,,D. Rose REBOUND (Off:0 Def:4),[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,,540.0,4.0,4.0,0.0,,,,,,,,,,,
542,PT10M39.00S,2021-10-21T01:37:26.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630167,92.32917214191852,53.18627450980392,1610612752,92,82,2021-10-21T01:37:36Z,5130000,16.0,20.0,1,right,O. Toppin driving Layup (10 PTS) (D. Rose 3 AST),"[1630167, 201565]",1610612752.0,NYK,driving,,,Toppin,O. Toppin,,,,,2.52,Made,10.0,,,,,,,,,,,,,,,D. Rose,201565.0,3.0,
544,PT10M30.00S,2021-10-21T01:37:34.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203471,6.652431011826544,49.50980392156863,1610612738,92,84,2021-10-21T01:37:38Z,5150000,2.0,10.0,1,left,D. Schroder driving Layup (9 PTS),[203471],1610612738.0,BOS,driving,,,Schroder,D. Schroder,,,,,1.03,Made,9.0,,,,,,,,,,,,,,,,,,
545,PT10M23.00S,2021-10-21T01:37:45.1Z,4,REGULAR,foul,personal,['2freethrow'],203471,,,1610612752,92,84,2021-10-21T01:37:56Z,5160000,,,0,,D. Schroder shooting personal FOUL (3 PF) (Robinson 2 FT),"[203471, 1629011]",1610612738.0,BOS,shooting,,,Schroder,D. Schroder,,,,,,,,,,,,,,,203177.0,3.0,0.0,Robinson,1629011.0,,,,,,
547,PT10M23.00S,2021-10-21T01:38:13.7Z,4,REGULAR,freethrow,1 of 2,[],1629011,,,1610612752,92,84,2021-10-21T01:38:13Z,5180000,,,0,,MISS M. Robinson Free Throw 1 of 2,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,Missed,,,,,,,,,,,,,,,,,,,
548,PT10M23.00S,2021-10-21T01:38:13.7Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,92,84,2021-10-21T01:38:13Z,5190000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,547.0,,,,,,,,,,,,,,
549,PT10M23.00S,2021-10-21T01:38:34.2Z,4,REGULAR,freethrow,2 of 2,[],1629011,,,1610612752,93,84,2021-10-21T01:38:34Z,5200000,,,0,,M. Robinson Free Throw 2 of 2 (9 PTS),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
550,PT10M12.00S,2021-10-21T01:38:50.8Z,4,REGULAR,3pt,Jump Shot,[],1627759,31.35676741130092,15.931372549019606,1610612738,93,87,2021-10-21T01:38:54Z,5210000,170.0,242.0,1,left,J. Brown 29' 3PT  (32 PTS) (D. Schroder 6 AST),"[1627759, 203471]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,29.62,Made,32.0,,,,,,,,,,,,,,,D. Schroder,203471.0,6.0,
552,PT10M00.00S,2021-10-21T01:39:02.9Z,4,REGULAR,3pt,Jump Shot,[],201565,69.99014454664915,73.0392156862745,1610612752,96,87,2021-10-21T01:39:06Z,5230000,115.0,230.0,1,right,D. Rose 25' 3PT  (7 PTS),[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,25.69,Made,7.0,,,,,,,,,,,,,,,,,,
553,PT09M43.00S,2021-10-21T01:39:19.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,7.5722733245729295,48.77450980392157,1610612738,96,89,2021-10-21T01:39:23Z,5240000,6.0,19.0,1,left,J. Brown driving finger roll Layup (34 PTS),[1627759],1610612738.0,BOS,driving finger roll,,,Brown,J. Brown,,,,,1.97,Made,34.0,,,,,,,,,,,,,,,,,,
554,PT09M27.00S,2021-10-21T01:39:35.0Z,4,REGULAR,3pt,Jump Shot,[],201565,74.85216819973719,12.254901960784313,1610612752,96,89,2021-10-21T01:39:41Z,5250000,-189.0,184.0,1,right,MISS D. Rose 26' 3PT,[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,26.35,Missed,,,,,,,,,,,,,,,,,,,
555,PT09M25.00S,2021-10-21T01:39:37.0Z,4,REGULAR,rebound,offensive,[],1629011,,,1610612752,96,89,2021-10-21T01:39:41Z,5260000,,,0,,M. Robinson REBOUND (Off:5 Def:5),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,554.0,10.0,5.0,5.0,,,,,,,,,,,
556,PT09M25.00S,2021-10-21T01:39:38.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629011,93.77463863337714,48.77450980392157,1610612752,98,89,2021-10-21T01:40:14Z,5270000,-6.0,6.0,1,right,M. Robinson putback Layup (11 PTS),[1629011],1610612752.0,NYK,putback,,,Robinson,M. Robinson,,,,,0.86,Made,11.0,,,,,,,,,,,,,,,,,,
557,PT09M12.00S,2021-10-21T01:39:50.0Z,4,REGULAR,3pt,Jump Shot,[],203471,6.915243101182654,2.941176470588235,1610612738,98,92,2021-10-21T01:39:53Z,5280000,235.0,13.0,1,left,D. Schroder 3PT  (12 PTS) (R. Williams III 2 AST),"[203471, 1629057]",1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,23.56,Made,12.0,,,,,,,,,,,,,,,R. Williams III,1629057.0,2.0,
559,PT08M58.00S,2021-10-21T01:40:04.2Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630167,94.03745072273325,50.98039215686274,1610612752,100,92,2021-10-21T01:40:08Z,5300000,5.0,4.0,1,right,O. Toppin alley-oop DUNK (12 PTS) (D. Rose 4 AST),"[1630167, 201565]",1610612752.0,NYK,alley-oop,,,Toppin,O. Toppin,,,,,0.6,Made,12.0,,,,,,,,,,,,,,,D. Rose,201565.0,4.0,
561,PT08M57.00S,2021-10-21T01:40:11.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,100,92,2021-10-21T01:40:11Z,5320000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT08M57.00S,2021-10-21T01:40:11.6Z,4,REGULAR,substitution,out,[],203471,,,1610612738,100,92,2021-10-21T01:43:18Z,5330000,,,0,,SUB out: D. Schroder,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,
563,PT08M57.00S,2021-10-21T01:40:11.6Z,4,REGULAR,substitution,in,[],203935,,,1610612738,100,92,2021-10-21T01:43:18Z,5340000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT08M38.00S,2021-10-21T01:43:56.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203935,6.783837056504599,47.794117647058826,1610612738,100,92,2021-10-21T01:44:03Z,5350000,11.0,11.0,1,left,MISS M. Smart driving Layup - blocked,"[203935, 1629011]",1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,1.58,Missed,,,,,,,,,,,,,,Robinson,1629011.0,,,,
565,PT08M38.00S,2021-10-21T01:43:56.4Z,4,REGULAR,block,,[],1629011,,,1610612738,100,92,2021-10-21T01:43:59Z,5360000,,,0,,M. Robinson BLOCK (2 BLK),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT08M37.00S,2021-10-21T01:43:57.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,100,92,2021-10-21T01:44:03Z,5370000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,564.0,,,,,,,,,,,,,,
567,PT08M37.00S,2021-10-21T01:44:01.5Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,100,92,2021-10-21T01:44:01Z,5380000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,PT08M33.00S,2021-10-21T01:44:16.0Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1627759,6.783837056504599,11.519607843137255,1610612738,100,92,2021-10-21T01:44:23Z,5390000,192.0,11.0,1,left,MISS J. Brown 19' step back Shot,[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,19.27,Missed,,,,,,,,,,,,,,,,,,,
569,PT08M31.00S,2021-10-21T01:44:18.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,100,92,2021-10-21T01:44:23Z,5400000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,568.0,,,,,,,,,,,,,,
570,PT08M31.00S,2021-10-21T01:44:21.6Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,100,92,2021-10-21T01:44:21Z,5410000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,PT08M25.00S,2021-10-21T01:44:43.5Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1627759,16.63929040735874,16.42156862745098,1610612738,100,92,2021-10-21T01:44:54Z,5420000,168.0,104.0,1,left,MISS J. Brown 19' step back Shot,[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,19.74,Missed,,,,,,,,,,,,,,,,,,,
572,PT08M23.00S,2021-10-21T01:44:45.5Z,4,REGULAR,rebound,defensive,[],1630167,,,1610612752,100,92,2021-10-21T01:44:54Z,5430000,,,0,,O. Toppin REBOUND (Off:2 Def:2),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,571.0,4.0,2.0,2.0,,,,,,,,,,,
573,PT08M04.00S,2021-10-21T01:45:03.0Z,4,REGULAR,3pt,Jump Shot,[],202692,75.90341655716163,87.25490196078431,1610612752,100,92,2021-10-21T01:45:10Z,5440000,186.0,174.0,1,right,MISS A. Burks 25' 3PT - blocked,"[202692, 1629057]",1610612752.0,NYK,,,,Burks,A. Burks,,,,,25.49,Missed,,,,,,,,,,,,,,Williams III,1629057.0,,,,
574,PT08M04.00S,2021-10-21T01:45:03.0Z,4,REGULAR,block,,[],1629057,,,1610612752,100,92,2021-10-21T01:45:07Z,5450000,,,0,,R. Williams III BLOCK (4 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT08M02.00S,2021-10-21T01:45:05.0Z,4,REGULAR,rebound,defensive,[],203935,,,1610612738,100,92,2021-10-21T01:45:10Z,5460000,,,0,,M. Smart REBOUND (Off:0 Def:4),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,573.0,4.0,4.0,0.0,,,,,,,,,,,
576,PT07M52.00S,2021-10-21T01:45:15.9Z,4,REGULAR,3pt,Jump Shot,[],203935,29.6484888304862,31.61764705882353,1610612738,100,92,2021-10-21T01:45:48Z,5470000,92.0,226.0,1,left,MISS M. Smart 24' step back 3PT,[203935],1610612738.0,BOS,step back,,,Smart,M. Smart,,,,,24.42,Missed,,,,,,,,,,,,,,,,,,,
577,PT07M50.00S,2021-10-21T01:45:18.1Z,4,REGULAR,rebound,offensive,[],1630202,,,1610612738,100,92,2021-10-21T01:45:18Z,5480000,,,0,,P. Pritchard REBOUND (Off:2 Def:2),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,576.0,4.0,2.0,2.0,,,,,,,,,,,
578,PT07M48.00S,2021-10-21T01:45:20.2Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],203935,33.327858081471746,51.470588235294116,1610612738,100,95,2021-10-21T01:45:23Z,5490000,-7.0,261.0,1,left,M. Smart 26' 3PT  (9 PTS) (P. Pritchard 2 AST),"[203935, 1630202]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,26.09,Made,9.0,,,,,,,,,,,,,,,P. Pritchard,1630202.0,2.0,
580,PT07M31.00S,2021-10-21T01:45:35.9Z,4,REGULAR,3pt,Jump Shot,[],1630167,72.7496714848883,80.88235294117648,1610612752,100,95,2021-10-21T01:45:41Z,5510000,154.0,204.0,1,right,MISS O. Toppin 25' 3PT,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,25.56,Missed,,,,,,,,,,,,,,,,,,,
581,PT07M29.00S,2021-10-21T01:45:37.9Z,4,REGULAR,rebound,defensive,[],203935,,,1610612738,100,95,2021-10-21T01:45:41Z,5520000,,,0,,M. Smart REBOUND (Off:0 Def:5),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,580.0,5.0,5.0,0.0,,,,,,,,,,,
582,PT07M19.00S,2021-10-21T01:45:48.1Z,4,REGULAR,3pt,Jump Shot,[],203935,30.699737187910642,9.313725490196079,1610612738,100,95,2021-10-21T01:45:54Z,5530000,203.0,236.0,1,left,MISS M. Smart 31' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,31.16,Missed,,,,,,,,,,,,,,,,,,,
583,PT07M17.00S,2021-10-21T01:45:50.1Z,4,REGULAR,rebound,offensive,[],1630202,,,1610612738,100,95,2021-10-21T01:45:54Z,5540000,,,0,,P. Pritchard REBOUND (Off:3 Def:2),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,582.0,5.0,2.0,3.0,,,,,,,,,,,
584,PT07M05.00S,2021-10-21T01:46:02.7Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1630202,20.05584756898817,69.36274509803921,1610612738,100,95,2021-10-21T01:46:08Z,5550000,-97.0,136.0,1,left,MISS P. Pritchard 16' step back Shot,[1630202],1610612738.0,BOS,step back,,,Pritchard,P. Pritchard,,,,,16.69,Missed,,,,,,,,,,,,,,,,,,,
585,PT07M03.00S,2021-10-21T01:46:04.7Z,4,REGULAR,rebound,defensive,[],1629011,,,1610612752,100,95,2021-10-21T01:46:08Z,5560000,,,0,,M. Robinson REBOUND (Off:5 Def:6),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,584.0,11.0,6.0,5.0,,,,,,,,,,,
586,PT06M57.00S,2021-10-21T01:46:10.0Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",201565,82.34231274638634,53.92156862745098,1610612752,100,95,2021-10-21T01:46:16Z,5570000,20.0,113.0,1,right,MISS D. Rose 11' floating Shot,[201565],1610612752.0,NYK,floating,,,Rose,D. Rose,,,,,11.52,Missed,,,,,,,,,,,,,,,,,,,
