actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
36,PT09M02.00S,2022-01-23T18:15:02.7Z,1,REGULAR,foul,personal,['1freethrow'],1629011,,,1610612746,11,4,2022-01-23T18:15:08Z,360000,,,0,,M. Robinson shooting personal FOUL (1 PF) (Zubac 1 FT),"[1629011, 1627826]",1610612752.0,NYK,shooting,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,1628487.0,1.0,0.0,Zubac,1627826.0
38,PT09M02.00S,2022-01-23T18:15:23.5Z,1,REGULAR,freethrow,1 of 1,[],1627826,,,1610612746,11,5,2022-01-23T18:15:23Z,380000,,,0,,I. Zubac Free Throw 1 of 1 (5 PTS),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,Made,,,,,,,5.0,,,,,,,,
39,PT08M49.00S,2022-01-23T18:15:38.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629011,7.046649145860711,49.754901960784316,1610612752,13,5,2022-01-23T18:15:42Z,390000,1.0,14.0,1,left,M. Robinson DUNK (2 PTS) (R. Barrett 1 AST),"[1629011, 1629628]",1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,1.38,Made,,,,,,,2.0,R. Barrett,1629628.0,1.0,,,,,
41,PT08M35.00S,2022-01-23T18:15:54.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,13,5,2022-01-23T18:15:54Z,410000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,PT08M31.00S,2022-01-23T18:16:08.6Z,1,REGULAR,3pt,Jump Shot,[],201587,94.95729303547962,95.58823529411765,1610612746,13,8,2022-01-23T18:16:13Z,420000,228.0,-5.0,1,right,N. Batum 3PT  (3 PTS) (R. Jackson 1 AST),"[201587, 202704]",1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,22.8,Made,,,,,,,3.0,R. Jackson,202704.0,1.0,,,,,
44,PT08M12.00S,2022-01-23T18:16:27.5Z,1,REGULAR,foul,personal,['2freethrow'],202694,,,1610612752,13,8,2022-01-23T18:16:40Z,440000,,,0,,M. Morris Sr. shooting personal FOUL (1 PF) (Barrett 2 FT),"[202694, 1629628]",1610612746.0,LAC,shooting,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,201639.0,1.0,0.0,Barrett,1629628.0
46,PT08M12.00S,2022-01-23T18:16:45.7Z,1,REGULAR,freethrow,1 of 2,[],1629628,,,1610612752,14,8,2022-01-23T18:16:45Z,460000,,,0,,R. Barrett Free Throw 1 of 2 (4 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,Made,,,,,,,4.0,,,,,,,,
47,PT08M12.00S,2022-01-23T18:16:59.1Z,1,REGULAR,freethrow,2 of 2,[],1629628,,,1610612752,15,8,2022-01-23T18:16:59Z,470000,,,0,,R. Barrett Free Throw 2 of 2 (5 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,Made,,,,,,,5.0,,,,,,,,
48,PT07M52.00S,2022-01-23T18:17:22.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,80.1084099868594,35.294117647058826,1610612746,15,10,2022-01-23T18:17:28Z,480000,-74.0,134.0,1,right,R. Jackson 15' step back Jump Shot (2 PTS),[202704],1610612746.0,LAC,step back,,,Jackson,R. Jackson,,,,,,,,15.33,Made,,,,,,,2.0,,,,,,,,
49,PT07M29.00S,2022-01-23T18:17:45.8Z,1,REGULAR,3pt,Jump Shot,[],202692,27.283180026281208,80.3921568627451,1610612752,18,10,2022-01-23T18:17:49Z,490000,-152.0,204.0,1,left,A. Burks 25' 3PT  (3 PTS) (E. Fournier 1 AST),"[202692, 203095]",1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,25.44,Made,,,,,,,3.0,E. Fournier,203095.0,1.0,,,,,
51,PT07M13.00S,2022-01-23T18:18:00.4Z,1,REGULAR,3pt,Jump Shot,[],201587,71.69842312746385,76.7156862745098,1610612746,18,13,2022-01-23T18:18:06Z,510000,134.0,214.0,1,right,N. Batum 25' 3PT  (6 PTS) (R. Jackson 2 AST),"[201587, 202704]",1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,25.19,Made,,,,,,,6.0,R. Jackson,202704.0,2.0,,,,,
53,PT07M00.00S,2022-01-23T18:18:17.0Z,1,REGULAR,2pt,Jump Shot,[],203944,7.046649145860711,73.52941176470588,1610612752,18,13,2022-01-23T18:18:54Z,530000,-118.0,14.0,1,left,MISS J. Randle 11' pullup Shot,[203944],1610612752.0,NYK,pullup,,,Randle,J. Randle,,,,,,,,11.84,Missed,,,,,,,,,,,,,,,
54,PT06M58.00S,2022-01-23T18:18:19.0Z,1,REGULAR,rebound,offensive,[],1629011,,,1610612752,18,13,2022-01-23T18:18:26Z,540000,,,0,,M. Robinson REBOUND (Off:2 Def:0),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,53.0,2.0,0.0,2.0,,,,,,,,,,,
55,PT06M56.00S,2022-01-23T18:18:20.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629011,7.703679369250986,50.0,1610612752,20,13,2022-01-23T18:19:14Z,550000,0.0,20.0,1,left,M. Robinson putback Layup (4 PTS),[1629011],1610612752.0,NYK,putback,,,Robinson,M. Robinson,,,,,,,,1.99,Made,,,,,,,4.0,,,,,,,,
56,PT06M56.00S,2022-01-23T18:18:23.6Z,1,REGULAR,foul,personal,['1freethrow'],202694,,,1610612752,20,13,2022-01-23T18:18:33Z,560000,,,0,,M. Morris Sr. shooting personal FOUL (2 PF) (Robinson 1 FT),"[202694, 1629011]",1610612746.0,LAC,shooting,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,2005.0,2.0,0.0,Robinson,1629011.0
58,PT06M56.00S,2022-01-23T18:18:39.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,20,13,2022-01-23T18:19:14Z,580000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M56.00S,2022-01-23T18:18:39.3Z,1,REGULAR,substitution,out,[],202694,,,1610612752,20,13,2022-01-23T18:21:30Z,590000,,,0,,SUB out: M. Morris Sr.,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M56.00S,2022-01-23T18:18:39.3Z,1,REGULAR,substitution,in,[],1628379,,,1610612752,20,13,2022-01-23T18:21:30Z,600000,,,0,,SUB in: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M56.00S,2022-01-23T18:21:47.0Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1629011,,,1610612752,20,13,2022-01-23T18:21:47Z,610000,,,0,,MISS M. Robinson Free Throw 1 of 1,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,Missed,,,,,,,,,,,,,,,
62,PT06M54.00S,2022-01-23T18:21:49.0Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,20,13,2022-01-23T18:21:49Z,620000,,,0,,I. Zubac REBOUND (Off:0 Def:2),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,61.0,2.0,2.0,0.0,,,,,,,,,,,
63,PT06M38.00S,2022-01-23T18:22:05.1Z,1,REGULAR,turnover,bad pass,[],1627826,,,1610612746,20,13,2022-01-23T18:22:11Z,630000,,,0,,I. Zubac bad pass TURNOVER (2 TO),"[1627826, 202692]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,2.0,Burks,202692.0,,,,,,,,,,,,,,,,,
64,PT06M38.00S,2022-01-23T18:22:05.1Z,1,REGULAR,steal,,[],202692,,,1610612752,20,13,2022-01-23T18:22:06Z,640000,,,0,,A. Burks STEAL (1 STL),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M35.00S,2022-01-23T18:22:08.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202692,6.915243101182654,53.67647058823529,1610612752,22,13,2022-01-23T18:22:17Z,650000,-18.0,13.0,1,left,A. Burks running Layup (5 PTS),[202692],1610612752.0,NYK,running,,,Burks,A. Burks,,,,,,,,2.22,Made,,,,,,,5.0,,,,,,,,
66,PT06M19.00S,2022-01-23T18:22:23.6Z,1,REGULAR,3pt,Jump Shot,[],201587,87.20433639947439,94.11764705882352,1610612746,22,13,2022-01-23T18:22:30Z,660000,221.0,68.0,1,right,MISS N. Batum 3PT,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,23.08,Missed,,,,,,,,,,,,,,,
67,PT06M17.00S,2022-01-23T18:22:25.6Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612752,22,13,2022-01-23T18:22:30Z,670000,,,0,,R. Barrett REBOUND (Off:0 Def:2),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,66.0,2.0,2.0,0.0,,,,,,,,,,,
68,PT06M07.00S,2022-01-23T18:22:39.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,22,13,2022-01-23T18:22:39Z,680000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M03.00S,2022-01-23T18:22:58.6Z,1,REGULAR,3pt,Jump Shot,[],203095,5.601182654402102,96.81372549019608,1610612752,22,13,2022-01-23T18:23:05Z,690000,-234.0,0.0,1,left,MISS E. Fournier step back 3PT,[203095],1610612752.0,NYK,step back,,,Fournier,E. Fournier,,,,,,,,23.41,Missed,,,,,,,,,,,,,,,
70,PT06M01.00S,2022-01-23T18:23:00.6Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,22,13,2022-01-23T18:23:05Z,700000,,,0,,I. Zubac REBOUND (Off:0 Def:3),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,69.0,3.0,3.0,0.0,,,,,,,,,,,
71,PT05M54.00S,2022-01-23T18:23:07.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,86.67871222076215,40.68627450980392,1610612746,22,15,2022-01-23T18:23:11Z,710000,-47.0,73.0,1,right,I. Zubac 8' Hook (7 PTS) (L. Kennard 1 AST),"[1627826, 1628379]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,8.64,Made,,,,,,,7.0,L. Kennard,1628379.0,1.0,,,,,
73,PT05M37.00S,2022-01-23T18:23:24.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,11.514454664914586,50.49019607843137,1610612752,22,15,2022-01-23T18:24:12Z,730000,-2.0,56.0,1,left,MISS R. Barrett turnaround fadeaway Shot,[1629628],1610612752.0,NYK,turnaround fadeaway,,,Barrett,R. Barrett,,,,,,,,5.58,Missed,,,,,,,,,,,,,,,
74,PT05M36.00S,2022-01-23T18:23:25.7Z,1,REGULAR,rebound,offensive,[],1629011,,,1610612752,22,15,2022-01-23T18:23:35Z,740000,,,0,,M. Robinson REBOUND (Off:3 Def:0),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,73.0,3.0,0.0,3.0,,,,,,,,,,,
75,PT05M35.00S,2022-01-23T18:23:28.2Z,1,REGULAR,foul,personal,['2freethrow'],1627826,,,1610612752,22,15,2022-01-23T18:23:42Z,750000,,,0,,I. Zubac shooting personal FOUL (1 PF) (Robinson 2 FT),"[1627826, 1629011]",1610612746.0,LAC,shooting,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,201639.0,1.0,0.0,Robinson,1629011.0
79,PT05M35.00S,2022-01-23T18:23:44.7Z,1,REGULAR,substitution,out,[],202692,,,1610612752,22,15,2022-01-23T18:24:09Z,765000,,,0,,SUB out: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M35.00S,2022-01-23T18:23:44.7Z,1,REGULAR,substitution,in,[],1630193,,,1610612752,22,15,2022-01-23T18:24:09Z,767500,,,0,,SUB in: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M35.00S,2022-01-23T18:24:01.3Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629011,,,1610612752,22,15,2022-01-23T18:24:01Z,770000,,,0,,MISS M. Robinson Free Throw 1 of 2,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,Missed,,,,,,,,,,,,,,,
78,PT05M35.00S,2022-01-23T18:24:01.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,22,15,2022-01-23T18:24:01Z,780000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,77.0,,,,,,,,,,,,,,
81,PT05M35.00S,2022-01-23T18:24:21.6Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629011,,,1610612752,23,15,2022-01-23T18:24:21Z,790000,,,0,,M. Robinson Free Throw 2 of 2 (5 PTS),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,Made,,,,,,,5.0,,,,,,,,
82,PT05M24.00S,2022-01-23T18:24:33.5Z,1,REGULAR,3pt,Jump Shot,[],1628379,89.04402102496715,3.6764705882352944,1610612746,23,18,2022-01-23T18:24:37Z,800000,-232.0,50.0,1,right,L. Kennard 3PT  (3 PTS) (N. Batum 2 AST),"[1628379, 201587]",1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,23.7,Made,,,,,,,3.0,N. Batum,201587.0,2.0,,,,,
84,PT05M03.00S,2022-01-23T18:24:54.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,17.95335085413929,54.166666666666664,1610612752,23,18,2022-01-23T18:24:59Z,820000,-21.0,116.0,1,left,MISS J. Randle 11' fadeaway Shot,[203944],1610612752.0,NYK,fadeaway,,,Randle,J. Randle,,,,,,,,11.81,Missed,,,,,,,,,,,,,,,
85,PT05M01.00S,2022-01-23T18:24:56.1Z,1,REGULAR,rebound,defensive,[],1628379,,,1610612746,23,18,2022-01-23T18:24:59Z,830000,,,0,,L. Kennard REBOUND (Off:0 Def:1),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,84.0,1.0,1.0,0.0,,,,,,,,,,,
86,PT04M55.00S,2022-01-23T18:25:02.7Z,1,REGULAR,3pt,Jump Shot,[],1628379,67.7562417871222,40.44117647058824,1610612746,23,18,2022-01-23T18:25:09Z,840000,-48.0,251.0,1,right,MISS L. Kennard 25' step back 3PT,[1628379],1610612746.0,LAC,step back,,,Kennard,L. Kennard,,,,,,,,25.51,Missed,,,,,,,,,,,,,,,
87,PT04M53.00S,2022-01-23T18:25:04.7Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,23,18,2022-01-23T18:25:09Z,850000,,,0,,J. Randle REBOUND (Off:0 Def:2),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,86.0,2.0,2.0,0.0,,,,,,,,,,,
88,PT04M39.00S,2022-01-23T18:25:19.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629011,6.258212877792378,51.225490196078425,1610612752,23,18,2022-01-23T18:25:23Z,860000,-6.0,6.0,1,left,MISS M. Robinson DUNK,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,0.88,Missed,,,,,,,,,,,,,,,
89,PT04M37.00S,2022-01-23T18:25:20.8Z,1,REGULAR,rebound,offensive,[],1630193,,,1610612752,23,18,2022-01-23T18:25:20Z,870000,,,0,,I. Quickley REBOUND (Off:1 Def:0),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,88.0,1.0,0.0,1.0,,,,,,,,,,,
90,PT04M35.00S,2022-01-23T18:25:22.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203944,31.882391590013142,36.76470588235294,1610612752,26,18,2022-01-23T18:25:27Z,880000,66.0,247.0,1,left,J. Randle 25' 3PT  (8 PTS) (I. Quickley 1 AST),"[203944, 1630193]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,25.59,Made,,,,,,,8.0,I. Quickley,1630193.0,1.0,,,,,
92,PT04M30.00S,2022-01-23T18:25:30.7Z,1,REGULAR,foul,personal,[],1630193,,,1610612746,26,18,2022-01-23T18:25:36Z,900000,,,0,,I. Quickley personal FOUL (1 PF),"[1630193, 202704]",1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,2005.0,1.0,0.0,Jackson,202704.0
