actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
193,PT09M50.00S,2022-03-17T00:12:32.3Z,2,REGULAR,3pt,Jump Shot,[],1630314,7.440867279894875,96.56862745098039,1610612757,42,37,2022-03-17T00:12:37Z,1900000,-233.0,17.0,1,left,B. Williams 3PT  (6 PTS) (K. Dunn 4 AST),"[1630314, 1627739]",1610612757.0,POR,,,,Williams,B. Williams,,,,,23.34,Made,6.0,,,,,,,,,,,,,K. Dunn,1627739.0,4.0,,
195,PT09M40.00S,2022-03-17T00:12:42.1Z,2,REGULAR,3pt,Jump Shot,[],1629628,73.27529566360053,81.86274509803921,1610612752,42,37,2022-03-17T00:12:48Z,1920000,159.0,199.0,1,right,MISS R. Barrett 25' 3PT,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,25.47,Missed,,,,,,,,,,,,,,,,,,
196,PT09M38.00S,2022-03-17T00:12:44.1Z,2,REGULAR,rebound,defensive,[],1626159,,,1610612757,42,37,2022-03-17T00:12:48Z,1930000,,,0,,J. Winslow REBOUND (Off:0 Def:3),[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,,,,195.0,3.0,3.0,0.0,,,,,,,,,,,,,
197,PT09M31.00S,2022-03-17T00:12:51.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626159,10.5946123521682,49.01960784313725,1610612757,42,37,2022-03-17T00:13:03Z,1940000,5.0,47.0,1,left,MISS J. Winslow Layup - blocked,"[1626159, 1630579]",1610612757.0,POR,,,,Winslow,J. Winslow,,,,,4.74,Missed,,,,,,,,,,,,,,,,,Sims,1630579.0
198,PT09M31.00S,2022-03-17T00:12:51.6Z,2,REGULAR,block,,[],1630579,,,1610612757,42,37,2022-03-17T00:12:55Z,1950000,,,0,,J. Sims BLOCK (1 BLK),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,
199,PT09M29.00S,2022-03-17T00:12:53.6Z,2,REGULAR,rebound,offensive,[],1626159,,,1610612757,42,37,2022-03-17T00:13:03Z,1960000,,,0,,J. Winslow REBOUND (Off:1 Def:3),[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,,,,197.0,4.0,3.0,1.0,,,,,,,,,,,,,
200,PT09M27.00S,2022-03-17T00:13:00.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626159,7.178055190538765,50.73529411764706,1610612757,42,39,2022-03-17T00:13:11Z,1970000,-4.0,15.0,1,left,J. Winslow Layup (5 PTS),[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,1.54,Made,5.0,,,,,,,,,,,,,,,,,
201,PT09M16.00S,2022-03-17T00:13:06.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630167,94.30026281208936,51.225490196078425,1610612752,44,39,2022-03-17T00:13:19Z,1980000,6.0,1.0,1,right,O. Toppin driving reverse Layup (2 PTS) (I. Quickley 1 AST),"[1630167, 1630193]",1610612752.0,NYK,driving reverse,,,Toppin,O. Toppin,,,,,0.62,Made,2.0,,,,,,,,,,,,,I. Quickley,1630193.0,1.0,,
203,PT09M01.00S,2022-03-17T00:13:21.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627739,15.588042049934298,46.32352941176471,1610612757,44,39,2022-03-17T00:13:26Z,2000000,18.0,94.0,1,left,MISS K. Dunn 9' running Shot,[1627739],1610612757.0,POR,running,,,Dunn,K. Dunn,,,,,9.58,Missed,,,,,,,,,,,,,,,,,,
204,PT08M59.00S,2022-03-17T00:13:23.4Z,2,REGULAR,rebound,defensive,[],1630540,,,1610612752,44,39,2022-03-17T00:13:26Z,2010000,,,0,,M. McBride REBOUND (Off:0 Def:1),[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,203.0,1.0,1.0,0.0,,,,,,,,,,,,,
205,PT08M45.00S,2022-03-17T00:13:41.3Z,2,REGULAR,turnover,out-of-bounds,[],1630193,,,1610612752,44,39,2022-03-17T00:13:49Z,2020000,,,0,,I. Quickley bad pass out-of-bounds TURNOVER (1 TO),[1630193],1610612752.0,NYK,bad pass,,,Quickley,I. Quickley,,,,,,,,,,,,202049.0,,,,,1.0,,,,,,,
206,PT08M45.00S,2022-03-17T00:13:41.4Z,2,REGULAR,substitution,out,[],1630579,,,1610612757,44,39,2022-03-17T00:13:53Z,2030000,,,0,,SUB out: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,
207,PT08M45.00S,2022-03-17T00:13:41.4Z,2,REGULAR,substitution,in,[],1629011,,,1610612757,44,39,2022-03-17T00:13:53Z,2040000,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
208,PT08M30.00S,2022-03-17T00:14:13.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630314,6.783837056504599,47.549019607843135,1610612757,44,39,2022-03-17T00:14:18Z,2050000,12.0,11.0,1,left,MISS B. Williams driving Layup,[1630314],1610612757.0,POR,driving,,,Williams,B. Williams,,,,,1.67,Missed,,,,,,,,,,,,,,,,,,
209,PT08M28.00S,2022-03-17T00:14:15.9Z,2,REGULAR,rebound,defensive,[],1630193,,,1610612752,44,39,2022-03-17T00:14:18Z,2060000,,,0,,I. Quickley REBOUND (Off:0 Def:1),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,208.0,1.0,1.0,0.0,,,,,,,,,,,,,
210,PT08M13.00S,2022-03-17T00:14:30.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,94.43166885676742,47.794117647058826,1610612752,46,39,2022-03-17T00:14:34Z,2070000,-11.0,0.0,1,right,R. Barrett driving Layup (16 PTS) (M. McBride 1 AST),"[1629628, 1630540]",1610612752.0,NYK,driving,,,Barrett,R. Barrett,,,,,1.1,Made,16.0,,,,,,,,,,,,,M. McBride,1630540.0,1.0,,
212,PT07M52.00S,2022-03-17T00:14:50.6Z,2,REGULAR,3pt,Jump Shot,[],1626159,32.013797634691194,54.90196078431373,1610612757,46,39,2022-03-17T00:14:59Z,2090000,-25.0,248.0,1,left,MISS J. Winslow 24' 3PT,[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,24.96,Missed,,,,,,,,,,,,,,,,,,
213,PT07M50.00S,2022-03-17T00:14:52.6Z,2,REGULAR,rebound,offensive,[],1630553,,,1610612757,46,39,2022-03-17T00:14:59Z,2100000,,,0,,K. Johnson REBOUND (Off:1 Def:0),[1630553],1610612757.0,POR,,,,Johnson,K. Johnson,,,,,,,,212.0,1.0,0.0,1.0,,,,,,,,,,,,,
214,PT07M49.00S,2022-03-17T00:14:59.2Z,2,REGULAR,turnover,bad pass,[],1630553,,,1610612757,46,39,2022-03-17T00:15:22Z,2110000,,,0,,K. Johnson bad pass TURNOVER (1 TO),"[1630553, 1629628]",1610612757.0,POR,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,1.0,Barrett,1629628.0,,,,,
215,PT07M49.00S,2022-03-17T00:14:59.2Z,2,REGULAR,steal,,[],1629628,,,1610612752,46,39,2022-03-17T00:15:00Z,2120000,,,0,,R. Barrett STEAL (1 STL),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,
216,PT07M44.00S,2022-03-17T00:15:01.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630167,94.95729303547962,47.794117647058826,1610612752,48,39,2022-03-17T00:15:10Z,2130000,-11.0,-5.0,1,right,O. Toppin alley-oop DUNK (4 PTS) (R. Barrett 2 AST),"[1630167, 1629628]",1610612752.0,NYK,alley-oop,,,Toppin,O. Toppin,,,,,1.21,Made,4.0,,,,,,,,,,,,,R. Barrett,1629628.0,2.0,,
218,PT07M44.00S,2022-03-17T00:15:07.3Z,2,REGULAR,timeout,full,['team'],0,,,1610612757,48,39,2022-03-17T00:15:07Z,2150000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M44.00S,2022-03-17T00:15:07.4Z,2,REGULAR,substitution,out,[],1630553,,,1610612757,48,39,2022-03-17T00:18:01Z,2160000,,,0,,SUB out: K. Johnson,[1630553],1610612757.0,POR,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M44.00S,2022-03-17T00:15:07.4Z,2,REGULAR,substitution,out,[],1629234,,,1610612757,48,39,2022-03-17T00:18:01Z,2170000,,,0,,SUB out: D. Eubanks,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M44.00S,2022-03-17T00:15:07.4Z,2,REGULAR,substitution,out,[],1626159,,,1610612757,48,39,2022-03-17T00:18:01Z,2180000,,,0,,SUB out: J. Winslow,[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M44.00S,2022-03-17T00:15:07.4Z,2,REGULAR,substitution,in,[],1628404,,,1610612757,48,39,2022-03-17T00:18:01Z,2190000,,,0,,SUB in: J. Hart,[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M44.00S,2022-03-17T00:15:07.4Z,2,REGULAR,substitution,in,[],1630570,,,1610612757,48,39,2022-03-17T00:18:01Z,2200000,,,0,,SUB in: T. Watford,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M44.00S,2022-03-17T00:15:07.4Z,2,REGULAR,substitution,in,[],1629604,,,1610612757,48,39,2022-03-17T00:18:01Z,2210000,,,0,,SUB in: C. Elleby,[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M30.00S,2022-03-17T00:18:20.9Z,2,REGULAR,foul,personal,['2freethrow'],1630540,,,1610612757,48,39,2022-03-17T00:18:52Z,2220000,,,0,,M. McBride shooting personal FOUL (1 PF) (Elleby 2 FT),"[1630540, 1629604]",1610612752.0,NYK,shooting,,,McBride,M. McBride,,,,,,,,,,,,1179.0,1.0,0.0,Elleby,1629604.0,,,,,,,,
227,PT07M30.00S,2022-03-17T00:18:55.4Z,2,REGULAR,freethrow,1 of 2,[],1629604,,,1610612757,48,39,2022-03-17T00:18:55Z,2240000,,,0,,MISS C. Elleby Free Throw 1 of 2,[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,Missed,,,,,,,,,,,,,,,,,,
228,PT07M30.00S,2022-03-17T00:18:55.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,48,39,2022-03-17T00:18:55Z,2250000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,227.0,,,,,,,,,,,,,,,,
229,PT07M30.00S,2022-03-17T00:19:13.2Z,2,REGULAR,freethrow,2 of 2,[],1629604,,,1610612757,48,40,2022-03-17T00:19:13Z,2260000,,,0,,C. Elleby Free Throw 2 of 2 (6 PTS),[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
230,PT07M08.00S,2022-03-17T00:19:38.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630314,,,1610612752,48,40,2022-03-17T00:19:52Z,2270000,,,0,,B. Williams shooting personal FOUL (1 PF) (Quickley 2 FT),"[1630314, 1630193]",1610612757.0,POR,shooting,,,Williams,B. Williams,,,,,,,,,,,,202035.0,1.0,0.0,Quickley,1630193.0,,,,,,,,
233,PT07M08.00S,2022-03-17T00:19:51.5Z,2,REGULAR,substitution,out,[],1630540,,,1610612752,48,40,2022-03-17T00:20:10Z,2285000,,,0,,SUB out: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M08.00S,2022-03-17T00:19:51.5Z,2,REGULAR,substitution,out,[],1630167,,,1610612752,48,40,2022-03-17T00:20:10Z,2287500,,,0,,SUB out: O. Toppin,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M08.00S,2022-03-17T00:19:51.5Z,2,REGULAR,substitution,in,[],203944,,,1610612752,48,40,2022-03-17T00:20:10Z,2288750,,,0,,SUB in: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M08.00S,2022-03-17T00:19:51.5Z,2,REGULAR,substitution,in,[],203095,,,1610612752,48,40,2022-03-17T00:20:10Z,2289375,,,0,,SUB in: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,
232,PT07M08.00S,2022-03-17T00:20:04.1Z,2,REGULAR,freethrow,1 of 2,[],1630193,,,1610612752,49,40,2022-03-17T00:20:04Z,2290000,,,0,,I. Quickley Free Throw 1 of 2 (7 PTS),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
237,PT07M08.00S,2022-03-17T00:20:30.6Z,2,REGULAR,freethrow,2 of 2,[],1630193,,,1610612752,50,40,2022-03-17T00:20:30Z,2300000,,,0,,I. Quickley Free Throw 2 of 2 (8 PTS),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
238,PT06M53.00S,2022-03-17T00:20:47.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627739,7.5722733245729295,47.549019607843135,1610612757,50,42,2022-03-17T00:20:50Z,2310000,12.0,19.0,1,left,K. Dunn Layup (5 PTS),[1627739],1610612757.0,POR,,,,Dunn,K. Dunn,,,,,2.24,Made,5.0,,,,,,,,,,,,,,,,,
239,PT06M29.00S,2022-03-17T00:21:11.7Z,2,REGULAR,3pt,Jump Shot,[],203944,69.85873850197109,26.47058823529412,1610612752,50,42,2022-03-17T00:21:19Z,2320000,-118.0,231.0,1,right,MISS J. Randle 25' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,25.9,Missed,,,,,,,,,,,,,,,,,,
240,PT06M27.00S,2022-03-17T00:21:13.7Z,2,REGULAR,rebound,defensive,[],1629604,,,1610612757,50,42,2022-03-17T00:21:19Z,2330000,,,0,,C. Elleby REBOUND (Off:0 Def:1),[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,239.0,1.0,1.0,0.0,,,,,,,,,,,,,
241,PT06M09.00S,2022-03-17T00:21:31.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630314,5.995400788436268,51.9607843137255,1610612757,50,42,2022-03-17T00:22:34Z,2340000,-10.0,4.0,1,left,MISS B. Williams cutting Layup,[1630314],1610612757.0,POR,cutting,,,Williams,B. Williams,,,,,1.05,Missed,,,,,,,,,,,,,,,,,,
242,PT06M07.00S,2022-03-17T00:21:33.3Z,2,REGULAR,rebound,defensive,[],1629011,,,1610612752,50,42,2022-03-17T00:21:38Z,2350000,,,0,,M. Robinson REBOUND (Off:0 Def:2),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,241.0,2.0,2.0,0.0,,,,,,,,,,,,,
243,PT05M59.00S,2022-03-17T00:21:41.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,94.43166885676742,51.9607843137255,1610612752,52,42,2022-03-17T00:21:49Z,2360000,10.0,0.0,1,right,R. Barrett driving Layup (18 PTS) (E. Fournier 4 AST),"[1629628, 203095]",1610612752.0,NYK,driving,,,Barrett,R. Barrett,,,,,0.98,Made,18.0,,,,,,,,,,,,,E. Fournier,203095.0,4.0,,
245,PT05M47.00S,2022-03-17T00:21:53.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627739,6.258212877792378,47.794117647058826,1610612757,52,44,2022-03-17T00:22:01Z,2380000,11.0,6.0,1,left,K. Dunn driving finger roll Layup (7 PTS),[1627739],1610612757.0,POR,driving finger roll,,,Dunn,K. Dunn,,,,,1.27,Made,7.0,,,,,,,,,,,,,,,,,
246,PT05M42.00S,2022-03-17T00:22:01.2Z,2,REGULAR,timeout,full,['team'],0,,,1610612752,52,44,2022-03-17T00:22:01Z,2390000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT05M22.00S,2022-03-17T00:25:11.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629011,94.1688567674113,49.26470588235294,1610612752,54,44,2022-03-17T00:25:16Z,2400000,-4.0,2.0,1,right,M. Robinson DUNK (4 PTS) (E. Fournier 5 AST),"[1629011, 203095]",1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,0.44,Made,4.0,,,,,,,,,,,,,E. Fournier,203095.0,5.0,,
249,PT05M03.00S,2022-03-17T00:25:30.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627739,16.507884362680684,51.9607843137255,1610612757,54,46,2022-03-17T00:26:12Z,2420000,-10.0,103.0,1,left,K. Dunn 10' pullup Jump Shot (9 PTS),[1627739],1610612757.0,POR,pullup,,,Dunn,K. Dunn,,,,,10.32,Made,9.0,,,,,,,,,,,,,,,,,
250,PT04M33.00S,2022-03-17T00:26:01.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203944,85.23324572930355,49.26470588235294,1610612752,54,46,2022-03-17T00:26:09Z,2430000,-4.0,86.0,1,right,MISS J. Randle 8' Layup - blocked,"[203944, 1630314]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,8.64,Missed,,,,,,,,,,,,,,,,,Williams,1630314.0
251,PT04M33.00S,2022-03-17T00:26:01.5Z,2,REGULAR,block,,[],1630314,,,1610612752,54,46,2022-03-17T00:26:05Z,2440000,,,0,,B. Williams BLOCK (1 BLK),[1630314],1610612757.0,POR,,,,Williams,B. Williams,,,,,,,,,,,,,,,,,,,,,,,,
252,PT04M31.00S,2022-03-17T00:26:03.5Z,2,REGULAR,rebound,defensive,[],1630570,,,1610612757,54,46,2022-03-17T00:26:09Z,2450000,,,0,,T. Watford REBOUND (Off:0 Def:3),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,250.0,3.0,3.0,0.0,,,,,,,,,,,,,
253,PT04M20.00S,2022-03-17T00:26:13.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,5.601182654402102,51.9607843137255,1610612757,54,48,2022-03-17T00:26:17Z,2460000,-10.0,0.0,1,left,J. Hart driving Layup (12 PTS) (K. Dunn 5 AST),"[1628404, 1627739]",1610612757.0,POR,driving,,,Hart,J. Hart,,,,,0.98,Made,12.0,,,,,,,,,,,,,K. Dunn,1627739.0,5.0,,
254,PT04M15.00S,2022-03-17T00:26:20.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,93.51182654402102,48.77450980392157,1610612752,56,48,2022-03-17T00:26:27Z,2470000,-6.0,8.0,1,right,R. Barrett driving Layup (20 PTS) (I. Quickley 2 AST),"[1629628, 1630193]",1610612752.0,NYK,driving,,,Barrett,R. Barrett,,,,,1.05,Made,20.0,,,,,,,,,,,,,I. Quickley,1630193.0,2.0,,
255,PT04M15.00S,2022-03-17T00:26:27.5Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1627739,,,1610612752,56,48,2022-03-17T00:26:39Z,2480000,,,0,,K. Dunn shooting personal FOUL (2 PF) (Barrett 1 FT),"[1627739, 1629628]",1610612757.0,POR,shooting,,,Dunn,K. Dunn,,,,,,,,,,,,202035.0,2.0,0.0,Barrett,1629628.0,,,,,,,,
257,PT04M15.00S,2022-03-17T00:26:27.5Z,2,REGULAR,substitution,out,[],1630193,,,1610612752,56,48,2022-03-17T00:26:44Z,2500000,,,0,,SUB out: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,
258,PT04M15.00S,2022-03-17T00:26:27.5Z,2,REGULAR,substitution,out,[],1627739,,,1610612752,56,48,2022-03-17T00:26:44Z,2510000,,,0,,SUB out: K. Dunn,[1627739],1610612757.0,POR,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,,
259,PT04M15.00S,2022-03-17T00:26:27.5Z,2,REGULAR,substitution,in,[],202692,,,1610612752,56,48,2022-03-17T00:26:44Z,2520000,,,0,,SUB in: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,
260,PT04M15.00S,2022-03-17T00:26:27.5Z,2,REGULAR,substitution,in,[],1629234,,,1610612752,56,48,2022-03-17T00:26:44Z,2530000,,,0,,SUB in: D. Eubanks,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,
262,PT04M15.00S,2022-03-17T00:26:52.6Z,2,REGULAR,freethrow,1 of 1,[],1629628,,,1610612752,57,48,2022-03-17T00:26:52Z,2540000,,,0,,R. Barrett Free Throw 1 of 1 (21 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,Made,21.0,,,,,,,,,,,,,,,,,
264,PT04M00.00S,2022-03-17T00:27:12.1Z,2,REGULAR,foul,personal,['2freethrow'],202692,,,1610612757,57,48,2022-03-17T00:27:32Z,2550000,,,0,,A. Burks shooting personal FOUL (2 PF) (Williams 2 FT),"[202692, 1630314]",1610612752.0,NYK,shooting,,,Burks,A. Burks,,,,,,,,,,,,202049.0,2.0,0.0,Williams,1630314.0,,,,,,,,
266,PT04M00.00S,2022-03-17T00:27:39.7Z,2,REGULAR,freethrow,1 of 2,[],1630314,,,1610612757,57,48,2022-03-17T00:27:39Z,2570000,,,0,,MISS B. Williams Free Throw 1 of 2,[1630314],1610612757.0,POR,,,,Williams,B. Williams,,,,,,Missed,,,,,,,,,,,,,,,,,,
267,PT04M00.00S,2022-03-17T00:27:39.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,57,48,2022-03-17T00:27:39Z,2580000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,266.0,,,,,,,,,,,,,,,,
268,PT04M00.00S,2022-03-17T00:27:39.7Z,2,REGULAR,freethrow,2 of 2,[],1630314,,,1610612757,57,48,2022-03-17T00:28:03Z,2590000,,,0,,MISS B. Williams Free Throw 2 of 2,[1630314],1610612757.0,POR,,,,Williams,B. Williams,,,,,,Missed,,,,,,,,,,,,,,,,,,
269,PT03M58.00S,2022-03-17T00:27:41.7Z,2,REGULAR,rebound,offensive,[],1629604,,,1610612757,57,48,2022-03-17T01:03:04Z,2600000,,,0,,C. Elleby REBOUND (Off:1 Def:1),[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,268.0,2.0,1.0,1.0,,,,,,,,,,,,,
270,PT03M56.00S,2022-03-17T00:28:03.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628404,31.750985545335087,35.53921568627451,1610612757,57,48,2022-03-17T00:28:11Z,2610000,72.0,246.0,1,left,MISS J. Hart 25' 3PT,[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,25.64,Missed,,,,,,,,,,,,,,,,,,
271,PT03M55.00S,2022-03-17T00:28:04.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612752,57,48,2022-03-17T00:28:11Z,2620000,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,270.0,,,,,,,,,,,,,,,,
272,PT03M55.00S,2022-03-17T00:28:06.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,57,48,2022-03-17T00:28:06Z,2630000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT03M47.00S,2022-03-17T00:28:18.9Z,2,REGULAR,turnover,out-of-bounds,[],1629628,,,1610612752,57,48,2022-03-17T00:28:24Z,2640000,,,0,,R. Barrett bad pass out-of-bounds TURNOVER (1 TO),[1629628],1610612752.0,NYK,bad pass,,,Barrett,R. Barrett,,,,,,,,,,,,202049.0,,,,,1.0,,,,,,,
274,PT03M30.00S,2022-03-17T00:28:44.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629234,7.046649145860711,54.90196078431373,1610612757,57,48,2022-03-17T00:28:49Z,2650000,-25.0,14.0,1,left,MISS D. Eubanks Layup,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,2.81,Missed,,,,,,,,,,,,,,,,,,
275,PT03M28.00S,2022-03-17T00:28:46.9Z,2,REGULAR,rebound,defensive,[],203944,,,1610612752,57,48,2022-03-17T00:28:49Z,2660000,,,0,,J. Randle REBOUND (Off:1 Def:3),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,274.0,4.0,3.0,1.0,,,,,,,,,,,,,
276,PT03M25.00S,2022-03-17T00:28:52.1Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203944,92.59198423127464,50.245098039215684,1610612752,57,48,2022-03-17T00:29:07Z,2670000,1.0,17.0,1,right,MISS J. Randle driving Layup,[203944],1610612752.0,NYK,driving,,,Randle,J. Randle,,,,,1.71,Missed,,,,,,,,,,,,,,,,,,
277,PT03M23.00S,2022-03-17T00:28:54.1Z,2,REGULAR,rebound,offensive,[],1629011,,,1610612752,57,48,2022-03-17T00:29:07Z,2680000,,,0,,M. Robinson REBOUND (Off:1 Def:2),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,276.0,3.0,2.0,1.0,,,,,,,,,,,,,
278,PT03M22.00S,2022-03-17T00:28:55.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629234,,,1610612752,57,48,2022-03-17T00:29:09Z,2690000,,,0,,D. Eubanks shooting personal FOUL (2 PF) (Robinson 2 FT),"[1629234, 1629011]",1610612757.0,POR,shooting,,,Eubanks,D. Eubanks,,,,,,,,,,,,202049.0,2.0,0.0,Robinson,1629011.0,,,,,,,,
280,PT03M22.00S,2022-03-17T00:29:26.2Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1629011,,,1610612752,58,48,2022-03-17T00:29:46Z,2710000,,,0,,M. Robinson Free Throw 1 of 2 (5 PTS),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
281,PT03M22.00S,2022-03-17T00:29:26.2Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1629011,,,1610612752,58,48,2022-03-17T00:29:46Z,2720000,,,0,,MISS M. Robinson Free Throw 2 of 2,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,Missed,,,,,,,,,,,,,,,,,,
