actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,value
92,PT04M38.00S,2021-12-03T00:54:52.0Z,1,REGULAR,turnover,offensive foul,[],201959,,,1610612752,13,20,2021-12-03T00:54:52Z,920000,,,0,,T. Gibson offensive foul TURNOVER (1 TO),[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,202049.0,1.0,,,,,,,,,
93,PT04M25.00S,2021-12-03T00:55:15.1Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],203897,73.40670170827858,52.20588235294118,1610612741,13,22,2021-12-03T00:55:20Z,930000,11.0,197.0,1,right,Z. LaVine 19' pullup Jump Shot (7 PTS),[203897],1610612741.0,CHI,pullup,,,LaVine,Z. LaVine,,,,,19.78,Made,,,,,7.0,,,,,,,,,,,,,,
94,PT04M14.00S,2021-12-03T00:55:28.6Z,1,REGULAR,foul,offensive,[],201959,,,1610612752,13,22,2021-12-03T00:55:51Z,940000,,,0,,T. Gibson offensive FOUL (2 PF),"[201959, 1627936]",1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,202049.0,,,,2.0,0.0,Caruso,1627936.0,,,
96,PT04M14.00S,2021-12-03T00:55:28.6Z,1,REGULAR,turnover,offensive foul,[],201959,,,1610612752,13,22,2021-12-03T00:55:51Z,960000,,,0,,T. Gibson offensive foul TURNOVER (2 TO),[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,204059.0,2.0,,,,,,,,,
97,PT04M14.00S,2021-12-03T00:55:54.2Z,1,REGULAR,foul,technical,['1freethrow'],201959,,,1610612741,13,22,2021-12-03T00:56:07Z,970000,,,0,,T. Gibson technical FOUL (1 Tech),[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,202049.0,,,,2.0,1.0,,,,,
98,PT04M14.00S,2021-12-03T00:56:08.5Z,1,REGULAR,freethrow,1 of 1,[],203897,,,1610612741,13,23,2021-12-03T00:56:08Z,980000,,,0,,Z. LaVine technical Free Throw 1 of 1 (8 PTS),[203897],1610612741.0,CHI,technical,,,LaVine,Z. LaVine,,,,,,Made,,,,,8.0,,,,,,,,,,,,,,
99,PT04M14.00S,2021-12-03T00:56:10.6Z,1,REGULAR,foul,technical,['1freethrow'],201959,,,1610612741,13,23,2021-12-03T00:56:18Z,990000,,,0,,T. Gibson technical FOUL (2 Tech),[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,202049.0,,,,2.0,2.0,,,,,
100,PT04M14.00S,2021-12-03T00:56:20.0Z,1,REGULAR,freethrow,1 of 1,[],203897,,,1610612741,13,24,2021-12-03T00:56:20Z,1000000,,,0,,Z. LaVine technical Free Throw 1 of 1 (9 PTS),[203897],1610612741.0,CHI,technical,,,LaVine,Z. LaVine,,,,,,Made,,,,,9.0,,,,,,,,,,,,,,
101,PT04M14.00S,2021-12-03T00:56:21.2Z,1,REGULAR,ejection,other,[],201959,,,1610612741,13,24,2021-12-03T00:56:32Z,1010000,,,0,,Ejection T. Gibson,[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,202049.0,,,,,,,,,,
102,PT04M14.00S,2021-12-03T00:56:21.3Z,1,REGULAR,substitution,out,[],201959,,,1610612741,13,24,2021-12-03T00:56:38Z,1020000,,,0,,SUB out: T. Gibson,[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M14.00S,2021-12-03T00:56:21.3Z,1,REGULAR,substitution,in,[],1629011,,,1610612741,13,24,2021-12-03T00:56:38Z,1030000,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M56.00S,2021-12-03T00:56:55.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629750,93.9060446780552,53.431372549019606,1610612741,13,24,2021-12-03T00:56:59Z,1040000,17.0,5.0,1,right,MISS J. Green Layup - blocked,"[1629750, 1629011]",1610612741.0,CHI,,,,Green,J. Green,,,,,1.79,Missed,,,,,,,,,,,Robinson,1629011.0,,,,,,,
105,PT03M56.00S,2021-12-03T00:56:55.5Z,1,REGULAR,block,,[],1629011,,,1610612741,13,24,2021-12-03T00:56:58Z,1050000,,,0,,M. Robinson BLOCK (2 BLK),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M53.00S,2021-12-03T00:56:58.5Z,1,REGULAR,rebound,offensive,[],1629750,,,1610612741,13,24,2021-12-03T00:56:59Z,1060000,,,0,,J. Green REBOUND (Off:1 Def:1),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,104.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
107,PT03M49.00S,2021-12-03T00:57:03.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203897,93.11760840998686,50.49019607843137,1610612741,13,26,2021-12-03T00:57:09Z,1070000,2.0,12.0,1,right,Z. LaVine driving Layup (11 PTS) (N. Vucevic 2 AST),"[203897, 202696]",1610612741.0,CHI,driving,,,LaVine,Z. LaVine,,,,,1.25,Made,,,,,11.0,N. Vucevic,202696.0,2.0,,,,,,,,,,,
110,PT03M37.00S,2021-12-03T00:58:12.8Z,1,REGULAR,foul,offensive,[],203944,,,1610612752,13,26,2021-12-03T00:59:04Z,1100000,,,0,,J. Randle offensive FOUL (1 PF),"[203944, 1627936]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,202049.0,,,,1.0,0.0,Caruso,1627936.0,,,
112,PT03M37.00S,2021-12-03T00:58:12.8Z,1,REGULAR,turnover,offensive foul,[],203944,,,1610612752,13,26,2021-12-03T00:59:04Z,1120000,,,0,,J. Randle offensive foul TURNOVER (2 TO),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,202049.0,2.0,,,,,,,,,
120,PT03M37.00S,2021-12-03T00:58:39.5Z,1,REGULAR,substitution,out,[],202696,,,1610612741,13,26,2021-12-03T01:00:21Z,1125000,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M37.00S,2021-12-03T00:58:39.5Z,1,REGULAR,substitution,out,[],1629750,,,1610612741,13,26,2021-12-03T01:00:21Z,1127500,,,0,,SUB out: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M37.00S,2021-12-03T00:58:39.5Z,1,REGULAR,substitution,in,[],1627884,,,1610612741,13,26,2021-12-03T01:00:21Z,1128750,,,0,,SUB in: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M37.00S,2021-12-03T00:58:39.5Z,1,REGULAR,substitution,in,[],1628366,,,1610612741,13,26,2021-12-03T01:00:21Z,1129375,,,0,,SUB in: L. Ball,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M37.00S,2021-12-03T00:59:06.3Z,1,REGULAR,instantreplay,request,[],0,,,1610612741,13,26,2021-12-03T00:59:36Z,1130000,,,0,,,[],,,overturned,,,,,,,,,,,,,,,,,,,202049.0,,,,,,,,,,Off-Ball - Foul Occurred Before FGM
114,PT03M28.00S,2021-12-03T00:59:30.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203897,92.19776609724047,51.470588235294116,1610612741,13,26,2021-12-03T00:59:58Z,1140000,7.0,21.0,1,right,MISS Z. LaVine Layup - blocked,"[203897, 203944]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,2.21,Missed,,,,,,,,,,,Randle,203944.0,,,,,,,
115,PT03M28.00S,2021-12-03T00:59:30.3Z,1,REGULAR,block,,[],203944,,,1610612741,13,26,2021-12-03T00:59:39Z,1150000,,,0,,J. Randle BLOCK (1 BLK),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M28.00S,2021-12-03T00:59:30.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612752,13,26,2021-12-03T01:00:28Z,1160000,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,114.0,,,,,,,,,,,,,,,,,,
117,PT03M24.00S,2021-12-03T01:00:15.0Z,1,REGULAR,jumpball,recovered,[],1629011,,,1610612752,13,26,2021-12-03T01:00:28Z,1170000,,,0,,Jump Ball J. Randle vs. Z. LaVine: Tip to M. Robinson,"[1629011, 203944, 203897]",1610612752.0,NYK,heldball,M. Robinson,1629011.0,Robinson,M. Robinson,Randle,203944.0,LaVine,203897.0,,,,,,,,,,,,,,,,,,,,,
124,PT03M02.00S,2021-12-03T01:00:36.5Z,1,REGULAR,3pt,Jump Shot,[],1630193,29.6484888304862,21.07843137254902,1610612752,13,26,2021-12-03T01:00:54Z,1200000,145.0,226.0,1,left,MISS I. Quickley 26' 3PT,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,26.85,Missed,,,,,,,,,,,,,,,,,,,
125,PT02M59.00S,2021-12-03T01:00:39.5Z,1,REGULAR,rebound,offensive,[],1629011,,,1610612752,13,26,2021-12-03T01:00:54Z,1210000,,,0,,M. Robinson REBOUND (Off:1 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,124.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
126,PT02M51.00S,2021-12-03T01:00:48.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630193,10.988830486202366,4.901960784313726,1610612752,13,26,2021-12-03T01:01:03Z,1220000,225.0,51.0,1,left,MISS I. Quickley 3PT,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,23.12,Missed,,,,,,,,,,,,,,,,,,,
127,PT02M49.00S,2021-12-03T01:00:50.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612741,13,26,2021-12-03T01:01:03Z,1230000,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,126.0,,,,,,,,,,,,,,,,,,
128,PT02M48.00S,2021-12-03T01:01:00.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,13,26,2021-12-03T01:01:00Z,1240000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M48.00S,2021-12-03T01:01:02.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,13,26,2021-12-03T01:01:02Z,1250000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M48.00S,2021-12-03T01:01:02.7Z,1,REGULAR,substitution,out,[],203095,,,1610612741,13,26,2021-12-03T01:03:22Z,1260000,,,0,,SUB out: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M48.00S,2021-12-03T01:01:02.7Z,1,REGULAR,substitution,out,[],203944,,,1610612741,13,26,2021-12-03T01:03:22Z,1270000,,,0,,SUB out: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M48.00S,2021-12-03T01:01:02.7Z,1,REGULAR,substitution,out,[],203897,,,1610612741,13,26,2021-12-03T01:03:22Z,1280000,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M48.00S,2021-12-03T01:01:02.7Z,1,REGULAR,substitution,in,[],1630167,,,1610612741,13,26,2021-12-03T01:03:22Z,1290000,,,0,,SUB in: O. Toppin,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M48.00S,2021-12-03T01:01:02.7Z,1,REGULAR,substitution,in,[],202692,,,1610612741,13,26,2021-12-03T01:03:22Z,1300000,,,0,,SUB in: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M48.00S,2021-12-03T01:01:02.7Z,1,REGULAR,substitution,in,[],201942,,,1610612741,13,26,2021-12-03T01:03:22Z,1310000,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M36.00S,2021-12-03T01:03:56.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,83.65637319316689,54.65686274509803,1610612741,13,26,2021-12-03T01:04:03Z,1320000,23.0,101.0,1,right,MISS D. DeRozan 10' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,10.38,Missed,,,,,,,,,,,,,,,,,,,
137,PT02M33.00S,2021-12-03T01:03:59.9Z,1,REGULAR,rebound,defensive,[],202692,,,1610612752,13,26,2021-12-03T01:04:03Z,1330000,,,0,,A. Burks REBOUND (Off:0 Def:2),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,136.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
138,PT02M27.00S,2021-12-03T01:04:06.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202692,14.799605781865965,46.32352941176471,1610612752,13,26,2021-12-03T01:04:10Z,1340000,18.0,87.0,1,left,MISS A. Burks 8' floating Shot,[202692],1610612752.0,NYK,floating,,,Burks,A. Burks,,,,,8.85,Missed,,,,,,,,,,,,,,,,,,,
139,PT02M25.00S,2021-12-03T01:04:08.0Z,1,REGULAR,rebound,defensive,[],1627936,,,1610612741,13,26,2021-12-03T01:04:10Z,1350000,,,0,,A. Caruso REBOUND (Off:1 Def:1),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,138.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
140,PT02M16.00S,2021-12-03T01:04:16.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627884,94.69448094612353,50.73529411764706,1610612741,13,28,2021-12-03T01:04:20Z,1360000,4.0,-3.0,1,right,D. Jones Jr. cutting DUNK (2 PTS) (A. Caruso 2 AST),"[1627884, 1627936]",1610612741.0,CHI,cutting,,,Jones Jr.,D. Jones Jr.,,,,,0.45,Made,,,,,2.0,A. Caruso,1627936.0,2.0,,,,,,,,,,,
142,PT01M57.00S,2021-12-03T01:04:39.5Z,1,REGULAR,foul,personal,['2freethrow'],1628366,,,1610612752,13,28,2021-12-03T01:04:44Z,1380000,,,0,,L. Ball shooting personal FOUL (1 PF) (Rose 2 FT),"[1628366, 201565]",1610612741.0,CHI,shooting,,,Ball,L. Ball,,,,,,,,,,,,,,,204059.0,,,,1.0,0.0,Rose,201565.0,,,
144,PT01M57.00S,2021-12-03T01:05:05.0Z,1,REGULAR,freethrow,1 of 2,[],201565,,,1610612752,14,28,2021-12-03T01:05:05Z,1400000,,,0,,D. Rose Free Throw 1 of 2 (1 PTS),[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
145,PT01M57.00S,2021-12-03T01:05:22.1Z,1,REGULAR,freethrow,2 of 2,[],201565,,,1610612752,15,28,2021-12-03T01:05:22Z,1410000,,,0,,D. Rose Free Throw 2 of 2 (2 PTS),[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,Made,,,,,2.0,,,,,,,,,,,,,,
146,PT01M37.00S,2021-12-03T01:05:44.0Z,1,REGULAR,3pt,Jump Shot,[],1628366,83.39356110381078,95.34313725490196,1610612741,15,31,2021-12-03T01:05:47Z,1420000,227.0,104.0,1,right,L. Ball 24' 3PT  (3 PTS) (A. Caruso 3 AST),"[1628366, 1627936]",1610612741.0,CHI,,,,Ball,L. Ball,,,,,24.93,Made,,,,,3.0,A. Caruso,1627936.0,3.0,,,,,,,,,,,
148,PT01M21.00S,2021-12-03T01:05:59.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630167,6.389618922470433,46.81372549019608,1610612752,17,31,2021-12-03T01:06:12Z,1440000,16.0,8.0,1,left,O. Toppin reverse Layup (2 PTS) (D. Rose 2 AST),"[1630167, 201565]",1610612752.0,NYK,reverse,,,Toppin,O. Toppin,,,,,1.76,Made,,,,,2.0,D. Rose,201565.0,2.0,,,,,,,,,,,
150,PT01M06.00S,2021-12-03T01:06:15.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630245,94.30026281208936,50.98039215686274,1610612741,17,33,2021-12-03T01:06:56Z,1460000,5.0,1.0,1,right,A. Dosunmu driving DUNK (2 PTS) (L. Ball 1 AST),"[1630245, 1628366]",1610612741.0,CHI,driving,,,Dosunmu,A. Dosunmu,,,,,0.5,Made,,,,,2.0,L. Ball,1628366.0,1.0,,,,,,,,,,,
152,PT00M52.60S,2021-12-03T01:06:29.3Z,1,REGULAR,turnover,lost ball,[],201565,,,1610612752,17,33,2021-12-03T01:06:39Z,1480000,,,0,,D. Rose lost ball TURNOVER (1 TO),"[201565, 1627884]",1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,,,,,,,1.0,,,,,,,Jones Jr.,1627884.0,
153,PT00M52.60S,2021-12-03T01:06:29.3Z,1,REGULAR,steal,,[],1627884,,,1610612741,17,33,2021-12-03T01:06:48Z,1490000,,,0,,D. Jones Jr. STEAL (1 STL),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT00M50.00S,2021-12-03T01:06:35.0Z,1,REGULAR,foul,personal,['2freethrow'],202692,,,1610612741,17,33,2021-12-03T01:06:40Z,1500000,,,0,,A. Burks shooting personal FOUL (1 PF) (Caruso 2 FT),"[202692, 1627936]",1610612752.0,NYK,shooting,,,Burks,A. Burks,,,,,,,,,,,,,,,204059.0,,,,1.0,0.0,Caruso,1627936.0,,,
156,PT00M50.00S,2021-12-03T01:06:58.7Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1627936,,,1610612741,17,34,2021-12-03T01:06:58Z,1520000,,,0,,A. Caruso Free Throw 1 of 2 (1 PTS),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
157,PT00M50.00S,2021-12-03T01:06:58.8Z,1,REGULAR,substitution,out,[],1629011,,,1610612741,17,34,2021-12-03T01:07:10Z,1530000,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT00M50.00S,2021-12-03T01:06:58.8Z,1,REGULAR,substitution,in,[],1629656,,,1610612741,17,34,2021-12-03T01:07:10Z,1540000,,,0,,SUB in: Q. Grimes,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT00M50.00S,2021-12-03T01:07:18.8Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1627936,,,1610612741,17,35,2021-12-03T01:07:18Z,1550000,,,0,,A. Caruso Free Throw 2 of 2 (2 PTS),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,Made,,,,,2.0,,,,,,,,,,,,,,
160,PT00M38.80S,2021-12-03T01:07:31.0Z,1,REGULAR,turnover,bad pass,[],201565,,,1610612752,17,35,2021-12-03T01:07:34Z,1560000,,,0,,D. Rose bad pass TURNOVER (2 TO),"[201565, 1627884]",1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,,,,,,,2.0,,,,,,,Jones Jr.,1627884.0,
161,PT00M38.80S,2021-12-03T01:07:31.0Z,1,REGULAR,steal,,[],1627884,,,1610612741,17,35,2021-12-03T01:07:33Z,1570000,,,0,,D. Jones Jr. STEAL (2 STL),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT00M35.60S,2021-12-03T01:07:34.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1627936,94.56307490144546,50.245098039215684,1610612741,17,37,2021-12-03T01:07:45Z,1580000,1.0,-1.0,1,right,A. Caruso alley-oop DUNK (4 PTS) (A. Dosunmu 1 AST),"[1627936, 1630245]",1610612741.0,CHI,alley-oop,,,Caruso,A. Caruso,,,,,0.18,Made,,,,,4.0,A. Dosunmu,1630245.0,1.0,,,,,,,,,,,
164,PT00M29.60S,2021-12-03T01:07:42.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201565,6.652431011826544,51.71568627450981,1610612752,19,37,2021-12-03T01:07:54Z,1600000,-9.0,10.0,1,left,D. Rose driving Layup (4 PTS),[201565],1610612752.0,NYK,driving,,,Rose,D. Rose,,,,,1.32,Made,,,,,4.0,,,,,,,,,,,,,,
165,PT00M07.10S,2021-12-03T01:08:07.3Z,1,REGULAR,3pt,Jump Shot,[],1628366,95.22010512483574,96.81372549019608,1610612741,19,37,2021-12-03T01:08:19Z,1610000,234.0,-8.0,1,right,MISS L. Ball 3PT,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,23.42,Missed,,,,,,,,,,,,,,,,,,,
166,PT00M04.10S,2021-12-03T01:08:10.3Z,1,REGULAR,rebound,defensive,[],1629656,,,1610612752,19,37,2021-12-03T01:08:19Z,1620000,,,0,,Q. Grimes REBOUND (Off:0 Def:1),[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,165.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
167,PT00M00.00S,2021-12-03T01:08:14.8Z,1,REGULAR,3pt,Jump Shot,[],202692,33.590670170827856,23.774509803921568,1610612752,19,37,2021-12-03T01:08:23Z,1630000,131.0,263.0,1,left,MISS A. Burks 29' running 3PT,[202692],1610612752.0,NYK,running,,,Burks,A. Burks,,,,,29.41,Missed,,,,,,,,,,,,,,,,,,,
168,PT00M00.00S,2021-12-03T01:08:17.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612752,19,37,2021-12-03T01:08:17Z,1640000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,167.0,,,,,,,,,,,,,,,,,,
169,PT00M00.00S,2021-12-03T01:08:17.9Z,1,REGULAR,period,end,[],0,,,1610612752,19,37,2021-12-03T01:08:17Z,1650000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2021-12-03T01:10:19.8Z,2,REGULAR,substitution,out,['startperiod'],1630193,,,1610612752,19,37,2021-12-03T01:10:41Z,1660000,,,0,,SUB out: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2021-12-03T01:10:19.8Z,2,REGULAR,substitution,in,['startperiod'],203944,,,1610612752,19,37,2021-12-03T01:10:41Z,1670000,,,0,,SUB in: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2021-12-03T01:11:12.3Z,2,REGULAR,period,start,[],0,,,1610612752,19,37,2021-12-03T01:11:12Z,1680000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT11M48.00S,2021-12-03T01:11:22.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203944,8.229303547963205,48.529411764705884,1610612752,19,37,2021-12-03T01:11:27Z,1690000,7.0,25.0,1,left,MISS J. Randle Layup - blocked,"[203944, 1627884]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,2.6,Missed,,,,,,,,,,,Jones Jr.,1627884.0,,,,,,,
174,PT11M48.00S,2021-12-03T01:11:22.9Z,2,REGULAR,block,,[],1627884,,,1610612752,19,37,2021-12-03T01:11:25Z,1700000,,,0,,D. Jones Jr. BLOCK (1 BLK),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT11M45.00S,2021-12-03T01:11:25.9Z,2,REGULAR,rebound,offensive,[],203944,,,1610612752,19,37,2021-12-03T01:11:27Z,1710000,,,0,,J. Randle REBOUND (Off:2 Def:1),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,173.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
176,PT11M44.00S,2021-12-03T01:11:26.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203944,8.09789750328515,49.50980392156863,1610612752,21,37,2021-12-03T01:11:36Z,1720000,2.0,24.0,1,left,J. Randle putback Layup (8 PTS),[203944],1610612752.0,NYK,putback,,,Randle,J. Randle,,,,,2.37,Made,,,,,8.0,,,,,,,,,,,,,,
177,PT11M30.00S,2021-12-03T01:11:41.3Z,2,REGULAR,turnover,out-of-bounds,[],1628366,,,1610612741,21,37,2021-12-03T01:11:48Z,1730000,,,0,,L. Ball bad pass out-of-bounds TURNOVER (1 TO),[1628366],1610612741.0,CHI,bad pass,,,Ball,L. Ball,,,,,,,,,,,,,,,204059.0,1.0,,,,,,,,,
178,PT11M14.00S,2021-12-03T01:12:17.4Z,2,REGULAR,turnover,bad pass,[],203944,,,1610612752,21,37,2021-12-03T01:12:20Z,1740000,,,0,,J. Randle bad pass TURNOVER (3 TO),"[203944, 1627936]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,3.0,,,,,,,Caruso,1627936.0,
179,PT11M14.00S,2021-12-03T01:12:17.4Z,2,REGULAR,steal,,[],1627936,,,1610612741,21,37,2021-12-03T01:12:19Z,1750000,,,0,,A. Caruso STEAL (1 STL),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT11M09.00S,2021-12-03T01:12:21.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627884,94.1688567674113,50.49019607843137,1610612741,21,39,2021-12-03T01:13:14Z,1760000,2.0,2.0,1,right,D. Jones Jr. running DUNK (4 PTS) (A. Caruso 4 AST),"[1627884, 1627936]",1610612741.0,CHI,running,,,Jones Jr.,D. Jones Jr.,,,,,0.34,Made,,,,,4.0,A. Caruso,1627936.0,4.0,,,,,,,,,,,
182,PT10M56.00S,2021-12-03T01:12:39.5Z,2,REGULAR,foul,personal,[],1628366,,,1610612752,21,39,2021-12-03T01:12:50Z,1780000,,,0,,L. Ball personal FOUL (2 PF),"[1628366, 203944]",1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,202049.0,,,,2.0,0.0,Randle,203944.0,,,
