actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
49,PT08M12.00S,2021-10-24T23:17:34.1Z,1,REGULAR,3pt,Jump Shot,[],1629628,74.4250985545335,15.931372549019613,1610612752,9,12,2021-10-24T23:17:38Z,490000,-170.0,188.0,1,right,R. Barrett 25' 3PT  (3 PTS) (J. Randle 1 AST),"[1629628, 203944]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,25.36,Made,,,,,3.0,J. Randle,203944.0,1.0,,,,,,,,,
51,PT07M56.00S,2021-10-24T23:17:49.7Z,1,REGULAR,3pt,Jump Shot,[],1628964,33.03219448094612,52.450980392156865,1610612753,9,12,2021-10-24T23:17:54Z,510000,-12.0,258.0,1,left,MISS M. Bamba 25' 3PT,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,25.83,Missed,,,,,,,,,,,,,,,,,
52,PT07M54.00S,2021-10-24T23:17:51.7Z,1,REGULAR,rebound,defensive,[],203095,,,1610612752,9,12,2021-10-24T23:17:54Z,520000,,,0,,E. Fournier REBOUND (Off:0 Def:1),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,51.0,1.0,1.0,0.0,,,,,,,,,,,,,
53,PT07M40.00S,2021-10-24T23:18:07.1Z,1,REGULAR,3pt,Jump Shot,[],203095,66.67214191852825,41.666666666666664,1610612752,12,12,2021-10-24T23:19:29Z,530000,-42.0,261.0,1,right,E. Fournier 26' 3PT pullup (3 PTS) (R. Barrett 2 AST),"[203095, 1629628]",1610612752.0,NYK,pullup,,,Fournier,E. Fournier,,,,,,,26.41,Made,,,,,3.0,R. Barrett,1629628.0,2.0,,,,,,,,,
55,PT07M17.00S,2021-10-24T23:18:31.8Z,1,REGULAR,foul,personal,['2freethrow'],1629011,,,1610612753,12,12,2021-10-24T23:18:45Z,550000,,,0,,M. Robinson shooting personal FOUL (1 PF) (Anthony 2 FT),"[1629011, 1630175]",1610612752.0,NYK,shooting,,,Robinson,M. Robinson,,,,,202027.0,,,,,,,,,,,,,,1.0,0.0,Anthony,1630175.0,,,
57,PT07M17.00S,2021-10-24T23:19:00.4Z,1,REGULAR,freethrow,1 of 2,[],1630175,,,1610612753,12,13,2021-10-24T23:19:21Z,570000,,,0,,C. Anthony Free Throw 1 of 2 (6 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,
58,PT07M17.00S,2021-10-24T23:19:00.4Z,1,REGULAR,freethrow,2 of 2,[],1630175,,,1610612753,12,13,2021-10-24T23:19:21Z,580000,,,0,,MISS C. Anthony Free Throw 2 of 2,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,Missed,,,,,,,,,,,,,,,,,
59,PT07M14.00S,2021-10-24T23:19:03.4Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,12,13,2021-10-24T23:19:21Z,590000,,,0,,J. Randle REBOUND (Off:0 Def:2),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,58.0,2.0,2.0,0.0,,,,,,,,,,,,,
60,PT07M02.00S,2021-10-24T23:19:34.6Z,1,REGULAR,foul,personal,[],1628976,,,1610612752,12,13,2021-10-24T23:19:40Z,600000,,,0,,W. Carter Jr. personal FOUL (1 PF),"[1628976, 203944]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,1662.0,,,,,,,,,,,,,,1.0,0.0,Randle,203944.0,,,
62,PT07M02.00S,2021-10-24T23:19:34.7Z,1,REGULAR,substitution,out,[],1630175,,,1610612752,12,13,2021-10-24T23:19:54Z,620000,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT07M02.00S,2021-10-24T23:19:34.7Z,1,REGULAR,substitution,in,[],203082,,,1610612752,12,13,2021-10-24T23:19:54Z,630000,,,0,,SUB in: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M54.00S,2021-10-24T23:20:05.4Z,1,REGULAR,foul,personal,['2freethrow'],1630591,,,1610612752,12,13,2021-10-24T23:20:14Z,640000,,,0,,J. Suggs shooting personal FOUL (1 PF) (Robinson 2 FT),"[1630591, 1629011]",1610612753.0,ORL,shooting,,,Suggs,J. Suggs,,,,,1628951.0,,,,,,,,,,,,,,1.0,0.0,Robinson,1629011.0,,,
66,PT06M54.00S,2021-10-24T23:20:18.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,12,13,2021-10-24T23:20:18Z,660000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M54.00S,2021-10-24T23:23:37.3Z,1,REGULAR,freethrow,1 of 2,[],1629011,,,1610612752,12,13,2021-10-24T23:23:37Z,670000,,,0,,MISS M. Robinson Free Throw 1 of 2,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,Missed,,,,,,,,,,,,,,,,,
68,PT06M54.00S,2021-10-24T23:23:37.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,12,13,2021-10-24T23:23:37Z,680000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,67.0,,,,,,,,,,,,,,,,
69,PT06M54.00S,2021-10-24T23:23:51.1Z,1,REGULAR,freethrow,2 of 2,[],1629011,,,1610612752,13,13,2021-10-24T23:23:51Z,690000,,,0,,M. Robinson Free Throw 2 of 2 (1 PTS),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,
70,PT06M41.00S,2021-10-24T23:24:04.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628976,6.8823915900131425,50.0,1610612753,13,15,2021-10-24T23:24:08Z,700000,0.0,12.0,1,left,W. Carter Jr. cutting DUNK (2 PTS) (J. Suggs 1 AST),"[1628976, 1630591]",1610612753.0,ORL,cutting,,,Carter Jr.,W. Carter Jr.,,,,,,,1.22,Made,,,,,2.0,J. Suggs,1630591.0,1.0,,,,,,,,,
72,PT06M24.00S,2021-10-24T23:24:20.6Z,1,REGULAR,2pt,Jump Shot,[],203944,94.13600525624179,17.64705882352942,1610612752,13,15,2021-10-24T23:25:11Z,720000,-162.0,3.0,1,right,MISS J. Randle 16' pullup Shot,[203944],1610612752.0,NYK,pullup,,,Randle,J. Randle,,,,,,,16.18,Missed,,,,,,,,,,,,,,,,,
73,PT06M22.00S,2021-10-24T23:24:22.6Z,1,REGULAR,rebound,defensive,[],1630591,,,1610612753,13,15,2021-10-24T23:24:26Z,730000,,,0,,J. Suggs REBOUND (Off:0 Def:1),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,72.0,1.0,1.0,0.0,,,,,,,,,,,,,
74,PT06M16.00S,2021-10-24T23:24:29.8Z,1,REGULAR,3pt,Jump Shot,[],1630532,16.212220762155056,95.34313725490196,1610612753,13,15,2021-10-24T23:24:35Z,740000,-227.0,100.0,1,left,MISS F. Wagner 24' 3PT,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,24.77,Missed,,,,,,,,,,,,,,,,,
75,PT06M11.00S,2021-10-24T23:24:34.6Z,1,REGULAR,rebound,offensive,[],1628964,,,1610612753,13,15,2021-10-24T23:24:34Z,750000,,,0,,M. Bamba REBOUND (Off:1 Def:0),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,74.0,1.0,0.0,1.0,,,,,,,,,,,,,
76,PT06M09.00S,2021-10-24T23:24:38.2Z,1,REGULAR,foul,personal,['2freethrow'],1629011,,,1610612753,13,15,2021-10-24T23:24:45Z,760000,,,0,,M. Robinson shooting personal FOUL (2 PF) (Bamba 2 FT),"[1629011, 1628964]",1610612752.0,NYK,shooting,,,Robinson,M. Robinson,,,,,1628951.0,,,,,,,,,,,,,,2.0,0.0,Bamba,1628964.0,,,
78,PT06M09.00S,2021-10-24T23:25:11.0Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1628964,,,1610612753,13,15,2021-10-24T23:25:11Z,780000,,,0,,MISS M. Bamba Free Throw 1 of 2,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,Missed,,,,,,,,,,,,,,,,,
79,PT06M09.00S,2021-10-24T23:25:11.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,13,15,2021-10-24T23:25:11Z,790000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,78.0,,,,,,,,,,,,,,,,
80,PT06M09.00S,2021-10-24T23:25:29.3Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1628964,,,1610612753,13,16,2021-10-24T23:25:29Z,800000,,,0,,M. Bamba Free Throw 2 of 2 (1 PTS),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,
81,PT05M57.00S,2021-10-24T23:25:44.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,86.90867279894876,48.28431372549019,1610612752,13,16,2021-10-24T23:26:04Z,810000,-9.0,71.0,1,right,MISS R. Barrett 7' driving floating Shot,[1629628],1610612752.0,NYK,driving floating,,,Barrett,R. Barrett,,,,,,,7.11,Missed,,,,,,,,,,,,,,,,,
82,PT05M55.00S,2021-10-24T23:25:46.1Z,1,REGULAR,rebound,defensive,[],1630532,,,1610612753,13,16,2021-10-24T23:25:52Z,820000,,,0,,F. Wagner REBOUND (Off:0 Def:1),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,81.0,1.0,1.0,0.0,,,,,,,,,,,,,
83,PT05M39.00S,2021-10-24T23:26:02.4Z,1,REGULAR,3pt,Jump Shot,[],1630532,28.827201051248352,20.588235294117652,1610612753,13,16,2021-10-24T23:26:07Z,830000,147.0,218.0,1,left,MISS F. Wagner 26' 3PT,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,26.34,Missed,,,,,,,,,,,,,,,,,
84,PT05M35.00S,2021-10-24T23:26:06.4Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,13,16,2021-10-24T23:26:07Z,840000,,,0,,J. Randle REBOUND (Off:0 Def:3),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,83.0,3.0,3.0,0.0,,,,,,,,,,,,,
85,PT05M28.00S,2021-10-24T23:26:13.4Z,1,REGULAR,3pt,Jump Shot,[],203095,68.51182654402103,45.09803921568627,1610612752,16,16,2021-10-24T23:27:18Z,850000,-25.0,243.0,1,right,E. Fournier 24' 3PT  (6 PTS) (J. Randle 2 AST),"[203095, 203944]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,24.47,Made,,,,,6.0,J. Randle,203944.0,2.0,,,,,,,,,
87,PT05M13.00S,2021-10-24T23:26:28.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630532,6.356767411300922,49.754901960784316,1610612753,16,18,2021-10-24T23:26:31Z,870000,1.0,7.0,1,left,F. Wagner cutting DUNK (3 PTS) (J. Suggs 2 AST),"[1630532, 1630591]",1610612753.0,ORL,cutting,,,Wagner,F. Wagner,,,,,,,0.74,Made,,,,,3.0,J. Suggs,1630591.0,2.0,,,,,,,,,
89,PT04M55.00S,2021-10-24T23:26:48.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,16,18,2021-10-24T23:26:48Z,890000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M55.00S,2021-10-24T23:26:48.8Z,1,REGULAR,substitution,out,[],202689,,,1610612752,16,18,2021-10-24T23:27:11Z,900000,,,0,,SUB out: K. Walker,[202689],1610612752.0,NYK,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M55.00S,2021-10-24T23:26:48.8Z,1,REGULAR,substitution,out,[],1629011,,,1610612752,16,18,2021-10-24T23:27:11Z,910000,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M55.00S,2021-10-24T23:26:48.8Z,1,REGULAR,substitution,out,[],1630591,,,1610612752,16,18,2021-10-24T23:27:11Z,920000,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,
