actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
26,PT10M09.00S,2021-12-25T17:11:06.2Z,1,REGULAR,freethrow,1 of 2,[],203991,,,1610612737,8,2,2021-12-25T17:11:06Z,260000,,,0,,MISS C. Capela Free Throw 1 of 2,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,Missed,,,,,,,,,,,,,,,,,,,
27,PT10M09.00S,2021-12-25T17:11:06.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,8,2,2021-12-25T17:11:06Z,270000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,
28,PT10M09.00S,2021-12-25T17:11:20.9Z,1,REGULAR,freethrow,2 of 2,[],203991,,,1610612737,8,3,2021-12-25T17:11:20Z,280000,,,0,,C. Capela Free Throw 2 of 2 (1 PTS),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
29,PT09M52.00S,2021-12-25T17:11:42.8Z,1,REGULAR,foul,offensive,[],203944,,,1610612752,8,3,2021-12-25T17:11:49Z,290000,,,0,,J. Randle offensive FOUL (2 PF),"[203944, 203992]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,2530.0,2.0,0.0,Bogdanovic,203992.0,,,,,,
31,PT09M52.00S,2021-12-25T17:11:42.8Z,1,REGULAR,turnover,offensive foul,[],203944,,,1610612752,8,3,2021-12-25T17:11:42Z,310000,,,0,,J. Randle offensive foul TURNOVER (1 TO),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,2530.0,,,,,1.0,,,,,
32,PT09M39.00S,2021-12-25T17:12:11.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626153,83.62352168199737,48.774509803921575,1610612737,8,3,2021-12-25T17:12:18Z,320000,-6.0,101.0,1,right,MISS D. Wright 10' driving floating Shot,[1626153],1610612737.0,ATL,driving floating,,,Wright,D. Wright,,,,,10.16,Missed,,,,,,,,,,,,,,,,,,,
33,PT09M36.00S,2021-12-25T17:12:13.7Z,1,REGULAR,rebound,offensive,[],1626153,,,1610612737,8,3,2021-12-25T17:12:13Z,330000,,,0,,D. Wright REBOUND (Off:1 Def:0),[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,32.0,1.0,0.0,1.0,,,,,,,,,,,
34,PT09M35.00S,2021-12-25T17:12:14.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626153,90.45663600525624,50.98039215686275,1610612737,8,3,2021-12-25T17:14:19Z,340000,5.0,37.0,1,right,MISS D. Wright floating Shot,[1626153],1610612737.0,ATL,floating,,,Wright,D. Wright,,,,,3.75,Missed,,,,,,,,,,,,,,,,,,,
35,PT09M32.00S,2021-12-25T17:12:18.1Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,8,3,2021-12-25T17:12:18Z,350000,,,0,,C. Capela REBOUND (Off:1 Def:0),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,34.0,1.0,0.0,1.0,,,,,,,,,,,
36,PT09M32.00S,2021-12-25T17:12:18.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203991,94.40999984741211,50.0,1610612737,8,3,2021-12-25T17:12:18Z,360000,0.0,0.0,1,right,MISS C. Capela tip Layup,[203991],1610612737.0,ATL,tip,,,Capela,C. Capela,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
37,PT09M31.00S,2021-12-25T17:12:18.8Z,1,REGULAR,rebound,defensive,[],202689,,,1610612752,8,3,2021-12-25T17:12:18Z,370000,,,0,,K. Walker REBOUND (Off:0 Def:1),[202689],1610612752.0,NYK,,,,Walker,K. Walker,,,,,,,,,,,36.0,1.0,1.0,0.0,,,,,,,,,,,
38,PT09M26.00S,2021-12-25T17:12:23.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202689,5.174113009198422,52.450980392156865,1610612752,10,3,2021-12-25T17:12:33Z,380000,-12.0,-4.0,1,left,K. Walker driving Layup (5 PTS),[202689],1610612752.0,NYK,driving,,,Walker,K. Walker,,,,,1.29,Made,5.0,,,,,,,,,,,,,,,,,,
39,PT09M08.00S,2021-12-25T17:12:42.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628381,93.87319316688567,55.3921568627451,1610612737,10,3,2021-12-25T17:12:47Z,390000,27.0,5.0,1,right,MISS J. Collins driving Layup,[1628381],1610612737.0,ATL,driving,,,Collins,J. Collins,,,,,2.75,Missed,,,,,,,,,,,,,,,,,,,
40,PT09M06.00S,2021-12-25T17:12:44.4Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,10,3,2021-12-25T17:12:47Z,400000,,,0,,J. Randle REBOUND (Off:0 Def:1),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,39.0,1.0,1.0,0.0,,,,,,,,,,,
41,PT08M59.00S,2021-12-25T17:12:54.3Z,1,REGULAR,foul,personal,[],203992,,,1610612752,10,3,2021-12-25T17:13:00Z,410000,,,0,,B. Bogdanovic personal FOUL (1 PF),"[203992, 203944]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,1627961.0,1.0,0.0,Randle,203944.0,,,,,,
43,PT08M52.00S,2021-12-25T17:13:19.0Z,1,REGULAR,3pt,Jump Shot,[],203944,29.48423127463863,24.264705882352942,1610612752,13,3,2021-12-25T17:13:23Z,430000,129.0,225.0,1,left,J. Randle 25' 3PT  (3 PTS) (K. Walker 2 AST),"[203944, 202689]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,25.89,Made,3.0,K. Walker,202689.0,2.0,,,,,,,,,,,,,,,
45,PT08M33.00S,2021-12-25T17:13:37.5Z,1,REGULAR,3pt,Jump Shot,[],1629629,68.64323258869908,50.98039215686275,1610612737,13,3,2021-12-25T17:13:44Z,450000,5.0,242.0,1,right,MISS C. Reddish 24' 3PT - blocked,"[1629629, 1629011]",1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,24.23,Missed,,,,,,,,,,,,,,,Robinson,1629011.0,,,
46,PT08M33.00S,2021-12-25T17:13:37.5Z,1,REGULAR,block,,[],1629011,,,1610612737,13,3,2021-12-25T17:13:41Z,460000,,,0,,M. Robinson BLOCK (1 BLK),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT08M30.00S,2021-12-25T17:13:40.5Z,1,REGULAR,rebound,defensive,[],203095,,,1610612752,13,3,2021-12-25T17:14:14Z,470000,,,0,,E. Fournier REBOUND (Off:0 Def:2),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,45.0,2.0,2.0,0.0,,,,,,,,,,,
48,PT08M23.00S,2021-12-25T17:13:47.7Z,1,REGULAR,turnover,lost ball,[],1629011,,,1610612752,13,3,2021-12-25T17:16:00Z,480000,,,0,,M. Robinson lost ball TURNOVER (1 TO),"[1629011, 1626153]",1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,1.0,,,Wright,1626153.0,
49,PT08M23.00S,2021-12-25T17:13:47.7Z,1,REGULAR,steal,,[],1626153,,,1610612737,13,3,2021-12-25T17:23:04Z,490000,,,0,,D. Wright STEAL (1 STL),[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT08M18.00S,2021-12-25T17:13:52.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626153,93.74178712220763,52.205882352941174,1610612737,13,3,2021-12-25T17:19:46Z,500000,11.0,6.0,1,right,MISS D. Wright running Layup,[1626153],1610612737.0,ATL,running,,,Wright,D. Wright,,,,,1.27,Missed,,,,,,,,,,,,,,,,,,,
51,PT08M17.00S,2021-12-25T17:13:54.3Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,13,3,2021-12-25T17:13:54Z,510000,,,0,,J. Randle REBOUND (Off:0 Def:2),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,50.0,2.0,2.0,0.0,,,,,,,,,,,
52,PT08M11.00S,2021-12-25T17:14:00.1Z,1,REGULAR,3pt,Jump Shot,[],1629628,29.48423127463863,20.34313725490196,1610612752,16,3,2021-12-25T17:14:11Z,520000,148.0,225.0,1,left,R. Barrett 26' 3PT  (3 PTS) (E. Fournier 1 AST),"[1629628, 203095]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,26.92,Made,3.0,E. Fournier,203095.0,1.0,,,,,,,,,,,,,,,
54,PT08M08.00S,2021-12-25T17:14:10.1Z,1,REGULAR,timeout,full,['team'],0,,,1610612737,16,3,2021-12-25T17:14:10Z,540000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M55.00S,2021-12-25T17:17:46.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628381,94.79303547963207,57.84313725490196,1610612737,16,3,2021-12-25T17:17:52Z,550000,39.0,-4.0,1,right,MISS J. Collins Hook,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,3.94,Missed,,,,,,,,,,,,,,,,,,,
56,PT07M53.00S,2021-12-25T17:17:48.4Z,1,REGULAR,rebound,defensive,[],203095,,,1610612752,16,3,2021-12-25T17:18:00Z,560000,,,0,,E. Fournier REBOUND (Off:0 Def:3),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,55.0,3.0,3.0,0.0,,,,,,,,,,,
57,PT07M48.00S,2021-12-25T17:17:54.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203944,26.987516425755587,81.86274509803921,1610612752,19,3,2021-12-25T17:18:03Z,570000,-159.0,201.0,1,left,J. Randle 25' 3PT step back (6 PTS),[203944],1610612752.0,NYK,step back,,,Randle,J. Randle,,,,,25.66,Made,6.0,,,,,,,,,,,,,,,,,,
58,PT07M35.00S,2021-12-25T17:18:07.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629629,94.66162943495401,52.450980392156865,1610612737,19,3,2021-12-25T17:18:13Z,580000,12.0,-2.0,1,right,MISS C. Reddish driving Layup,[1629629],1610612737.0,ATL,driving,,,Reddish,C. Reddish,,,,,1.25,Missed,,,,,,,,,,,,,,,,,,,
59,PT07M31.00S,2021-12-25T17:18:11.1Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,19,3,2021-12-25T17:24:57Z,590000,,,0,,C. Capela REBOUND (Off:2 Def:0),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,58.0,2.0,0.0,2.0,,,,,,,,,,,
60,PT07M31.00S,2021-12-25T17:18:10.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203991,95.31865965834429,57.35294117647059,1610612737,19,3,2021-12-25T17:25:04Z,600000,37.0,-8.0,1,right,MISS C. Capela putback Layup - blocked,"[203991, 1629628]",1610612737.0,ATL,putback,,,Capela,C. Capela,,,,,3.78,Missed,,,,,,,,,,,,,,,Barrett,1629628.0,,,
61,PT07M31.00S,2021-12-25T17:18:10.6Z,1,REGULAR,block,,[],1629628,,,1610612737,19,3,2021-12-25T17:18:13Z,610000,,,0,,R. Barrett BLOCK (1 BLK),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT07M28.00S,2021-12-25T17:18:13.6Z,1,REGULAR,rebound,defensive,[],202689,,,1610612752,19,3,2021-12-25T17:18:17Z,620000,,,0,,K. Walker REBOUND (Off:0 Def:2),[202689],1610612752.0,NYK,,,,Walker,K. Walker,,,,,,,,,,,60.0,2.0,2.0,0.0,,,,,,,,,,,
63,PT07M25.00S,2021-12-25T17:18:16.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629628,27.250328515111704,85.04901960784314,1610612752,19,3,2021-12-25T17:18:22Z,630000,-175.0,204.0,1,left,MISS R. Barrett 26' step back 3PT,[1629628],1610612752.0,NYK,step back,,,Barrett,R. Barrett,,,,,26.87,Missed,,,,,,,,,,,,,,,,,,,
64,PT07M22.00S,2021-12-25T17:18:19.4Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,19,3,2021-12-25T17:18:22Z,640000,,,0,,C. Capela REBOUND (Off:2 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,63.0,3.0,1.0,2.0,,,,,,,,,,,
65,PT07M12.00S,2021-12-25T17:18:29.3Z,1,REGULAR,3pt,Jump Shot,[],1626153,72.05978975032852,21.07843137254902,1610612737,19,6,2021-12-25T17:18:38Z,650000,-145.0,210.0,1,right,D. Wright 25' 3PT  (3 PTS) (C. Reddish 1 AST),"[1626153, 1629629]",1610612737.0,ATL,,,,Wright,D. Wright,,,,,25.51,Made,3.0,C. Reddish,1629629.0,1.0,,,,,,,,,,,,,,,
68,PT06M49.00S,2021-12-25T17:18:52.8Z,1,REGULAR,2pt,Jump Shot,[],203944,6.093955321944804,12.009803921568633,1610612752,21,6,2021-12-25T17:19:02Z,680000,190.0,5.0,1,left,J. Randle 19' step back Jump Shot (8 PTS),[203944],1610612752.0,NYK,step back,,,Randle,J. Randle,,,,,19.01,Made,8.0,,,,,,,,,,,,,,,,,,
70,PT06M35.00S,2021-12-25T17:19:07.0Z,1,REGULAR,3pt,Jump Shot,[],1629629,75.08212877792378,15.931372549019613,1610612737,21,6,2021-12-25T17:19:15Z,690000,-170.0,182.0,1,right,MISS C. Reddish 24' 3PT,[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,24.9,Missed,,,,,,,,,,,,,,,,,,,
71,PT06M32.00S,2021-12-25T17:19:10.0Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,21,6,2021-12-25T17:19:15Z,700000,,,0,,M. Robinson REBOUND (Off:0 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,70.0,1.0,1.0,0.0,,,,,,,,,,,
72,PT06M24.00S,2021-12-25T17:19:18.1Z,1,REGULAR,turnover,bad pass,[],203944,,,1610612752,21,6,2021-12-25T17:19:24Z,710000,,,0,,J. Randle bad pass TURNOVER (2 TO),"[203944, 1629629]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,2.0,,,Reddish,1629629.0,
73,PT06M24.00S,2021-12-25T17:19:18.1Z,1,REGULAR,steal,,[],1629629,,,1610612737,21,6,2021-12-25T17:19:20Z,720000,,,0,,C. Reddish STEAL (1 STL),[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M10.00S,2021-12-25T17:19:32.0Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1628381,91.90210249671485,44.607843137254896,1610612737,21,8,2021-12-25T17:27:30Z,730000,-27.0,24.0,1,right,J. Collins Hook (2 PTS) (B. Bogdanovic 2 AST),"[1628381, 203992]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,3.59,Made,2.0,B. Bogdanovic,203992.0,2.0,,,,,,,,,,,,,,,
76,PT05M54.00S,2021-12-25T17:19:47.8Z,1,REGULAR,3pt,Jump Shot,[],203944,33.163600525624176,47.30392156862745,1610612752,21,8,2021-12-25T17:19:53Z,750000,13.0,259.0,1,left,MISS J. Randle 25' step back 3PT,[203944],1610612752.0,NYK,step back,,,Randle,J. Randle,,,,,25.96,Missed,,,,,,,,,,,,,,,,,,,
77,PT05M52.00S,2021-12-25T17:19:49.8Z,1,REGULAR,rebound,defensive,[],203992,,,1610612737,21,8,2021-12-25T17:19:53Z,760000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:1),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,76.0,1.0,1.0,0.0,,,,,,,,,,,
78,PT05M43.00S,2021-12-25T17:19:58.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628381,90.32522996057818,49.50980392156863,1610612737,21,8,2021-12-25T17:20:05Z,770000,-2.0,38.0,1,right,MISS J. Collins Hook,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,3.85,Missed,,,,,,,,,,,,,,,,,,,
79,PT05M41.00S,2021-12-25T17:20:00.3Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,21,8,2021-12-25T17:32:17Z,780000,,,0,,J. Randle REBOUND (Off:0 Def:3),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,78.0,3.0,3.0,0.0,,,,,,,,,,,
80,PT05M38.00S,2021-12-25T17:20:03.9Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1629628,6.8823915900131425,49.50980392156863,1610612752,23,8,2021-12-25T17:29:09Z,790000,2.0,12.0,1,left,R. Barrett running DUNK (5 PTS),[1629628],1610612752.0,NYK,running,,,Barrett,R. Barrett,,,,,1.25,Made,5.0,,,,,,,,,,,,,,,,,,
81,PT05M15.00S,2021-12-25T17:20:26.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203991,94.00459921156373,53.67647058823529,1610612737,23,8,2021-12-25T17:20:34Z,800000,18.0,4.0,1,right,MISS C. Capela driving Hook - blocked,"[203991, 1629011]",1610612737.0,ATL,driving,,,Capela,C. Capela,,,,,1.88,Missed,,,,,,,,,,,,,,,Robinson,1629011.0,,,
82,PT05M15.00S,2021-12-25T17:20:26.6Z,1,REGULAR,block,,[],1629011,,,1610612737,23,8,2021-12-25T17:20:29Z,810000,,,0,,M. Robinson BLOCK (2 BLK),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M15.00S,2021-12-25T17:20:26.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,23,8,2021-12-25T17:20:32Z,820000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,81.0,,,,,,,,,,,,,,
84,PT05M15.00S,2021-12-25T17:20:47.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,23,8,2021-12-25T17:20:47Z,830000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M15.00S,2021-12-25T17:20:55.2Z,1,REGULAR,substitution,out,[],1629628,,,1610612737,23,8,2021-12-25T17:21:09Z,835000,,,0,,SUB out: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M15.00S,2021-12-25T17:20:55.2Z,1,REGULAR,substitution,out,[],203992,,,1610612737,23,8,2021-12-25T17:21:09Z,837500,,,0,,SUB out: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M15.00S,2021-12-25T17:20:55.2Z,1,REGULAR,substitution,out,[],203991,,,1610612737,23,8,2021-12-25T17:21:09Z,838750,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M15.00S,2021-12-25T17:20:55.2Z,1,REGULAR,substitution,out,[],1628381,,,1610612737,23,8,2021-12-25T17:21:09Z,839375,,,0,,SUB out: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M15.00S,2021-12-25T17:20:55.2Z,1,REGULAR,substitution,in,[],1629656,,,1610612737,23,8,2021-12-25T17:21:09Z,839687,,,0,,SUB in: Q. Grimes,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT05M15.00S,2021-12-25T17:20:55.2Z,1,REGULAR,substitution,in,[],1630552,,,1610612737,23,8,2021-12-25T17:21:09Z,839843,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
