actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
2,PT12M00.00S,2021-11-18T00:41:31.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2021-11-18T00:41:31Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2021-11-18T00:41:33.7Z,1,REGULAR,jumpball,recovered,[],202689,,,1610612752,0,0,2021-11-18T00:41:33Z,40000,,,0,,Jump Ball M. Robinson vs. M. Bamba: Tip to K. Walker,"[202689, 1629011, 1628964]",1610612752.0,NYK,startperiod,K. Walker,202689.0,Walker,K. Walker,Robinson,1629011.0,Bamba,1628964.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2021-11-18T00:41:45.6Z,1,REGULAR,2pt,Jump Shot,[],203095,26.363337713534822,61.76470588235294,1610612752,0,0,2021-11-18T00:43:35Z,70000,-59.0,195.0,1,left,MISS E. Fournier 20' Jump Shot,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,20.4,Missed,,,,,,,,,,,,,,,,,,,
8,PT11M41.00S,2021-11-18T00:41:49.8Z,1,REGULAR,rebound,offensive,[],1629011,,,1610612752,0,0,2021-11-18T00:41:49Z,80000,,,0,,M. Robinson REBOUND (Off:1 Def:0),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
9,PT11M35.00S,2021-11-18T00:41:56.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203944,31.35676741130092,29.65686274509804,1610612752,3,0,2021-11-18T00:43:29Z,90000,102.0,242.0,1,left,J. Randle 26' 3PT  (3 PTS) (R. Barrett 1 AST),"[203944, 1629628]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,26.28,Made,,,,,3.0,R. Barrett,1629628.0,1.0,,,,,,,,,,,
11,PT11M26.00S,2021-11-18T00:42:09.0Z,1,REGULAR,foul,offensive,[],1628976,,,1610612753,3,0,2021-11-18T00:42:23Z,110000,,,0,,W. Carter Jr. offensive FOUL (1 PF),"[1628976, 202689]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,1627524.0,1.0,0.0,Walker,202689.0,,,,,,
13,PT11M26.00S,2021-11-18T00:42:09.0Z,1,REGULAR,turnover,offensive foul,[],1628976,,,1610612753,3,0,2021-11-18T00:42:09Z,130000,,,0,,W. Carter Jr. offensive foul TURNOVER (1 TO),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,1627524.0,,,,,1.0,,,,,
14,PT11M14.00S,2021-11-18T00:42:37.6Z,1,REGULAR,foul,personal,['2freethrow'],1630175,,,1610612752,3,0,2021-11-18T00:42:50Z,140000,,,0,,C. Anthony shooting personal FOUL (1 PF) (Barrett 2 FT),"[1630175, 1629628]",1610612753.0,ORL,shooting,,,Anthony,C. Anthony,,,,,,,,,,,,,,,1627524.0,1.0,0.0,Barrett,1629628.0,,,,,,
16,PT11M14.00S,2021-11-18T00:42:58.9Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1629628,,,1610612752,4,0,2021-11-18T00:42:59Z,160000,,,0,,R. Barrett Free Throw 1 of 2 (1 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
17,PT11M14.00S,2021-11-18T00:43:06.0Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1629628,,,1610612752,5,0,2021-11-18T00:43:06Z,170000,,,0,,R. Barrett Free Throw 2 of 2 (2 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,Made,,,,,2.0,,,,,,,,,,,,,,
18,PT11M03.00S,2021-11-18T00:43:17.8Z,1,REGULAR,2pt,Jump Shot,[],1628976,78.0059132720105,47.794117647058826,1610612753,5,2,2021-11-18T00:43:24Z,180000,-11.0,154.0,1,right,W. Carter Jr. 15' Jump Shot (2 PTS) (C. Anthony 1 AST),"[1628976, 1630175]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,15.46,Made,,,,,2.0,C. Anthony,1630175.0,1.0,,,,,,,,,,,
20,PT10M45.00S,2021-11-18T00:43:36.5Z,1,REGULAR,3pt,Jump Shot,[],203095,28.33442838370565,73.2843137254902,1610612752,5,2,2021-11-18T00:43:43Z,200000,-116.0,214.0,1,left,MISS E. Fournier 24' 3PT,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,24.34,Missed,,,,,,,,,,,,,,,,,,,
21,PT10M42.00S,2021-11-18T00:43:39.0Z,1,REGULAR,rebound,defensive,[],1630532,,,1610612753,5,2,2021-11-18T00:43:39Z,210000,,,0,,F. Wagner REBOUND (Off:0 Def:1),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
22,PT10M31.00S,2021-11-18T00:43:50.6Z,1,REGULAR,3pt,Jump Shot,[],1628976,70.90998685939553,23.774509803921568,1610612753,5,5,2021-11-18T00:43:56Z,220000,-131.0,221.0,1,right,W. Carter Jr. 25' 3PT  (5 PTS) (C. Anthony 2 AST),"[1628976, 1630175]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,25.69,Made,,,,,5.0,C. Anthony,1630175.0,2.0,,,,,,,,,,,
24,PT10M10.00S,2021-11-18T00:44:10.4Z,1,REGULAR,3pt,Jump Shot,[],1629628,28.597240473061763,72.30392156862744,1610612752,5,5,2021-11-18T00:49:53Z,240000,-112.0,216.0,1,left,MISS R. Barrett 24' 3PT,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,24.33,Missed,,,,,,,,,,,,,,,,,,,
25,PT10M07.00S,2021-11-18T00:44:13.6Z,1,REGULAR,rebound,defensive,[],1630532,,,1610612753,5,5,2021-11-18T00:44:13Z,250000,,,0,,F. Wagner REBOUND (Off:0 Def:2),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,24.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
26,PT10M01.00S,2021-11-18T00:44:19.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630532,92.9862023653088,50.245098039215684,1610612753,5,7,2021-11-18T00:51:45Z,260000,1.0,13.0,1,right,F. Wagner driving floating bank Jump Shot (2 PTS),[1630532],1610612753.0,ORL,driving floating bank,,,Wagner,F. Wagner,,,,,1.35,Made,,,,,2.0,,,,,,,,,,,,,,
27,PT09M50.00S,2021-11-18T00:44:32.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202689,8.229303547963205,43.38235294117647,1610612752,5,7,2021-11-18T00:52:34Z,270000,33.0,25.0,1,left,MISS K. Walker driving floating Shot,[202689],1610612752.0,NYK,driving floating,,,Walker,K. Walker,,,,,4.14,Missed,,,,,,,,,,,,,,,,,,,
28,PT09M49.00S,2021-11-18T00:44:33.7Z,1,REGULAR,rebound,offensive,[],1629011,,,1610612752,5,7,2021-11-18T00:49:34Z,280000,,,0,,M. Robinson REBOUND (Off:2 Def:0),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,27.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
29,PT09M49.00S,2021-11-18T00:44:38.6Z,1,REGULAR,foul,personal,['2freethrow'],1628964,,,1610612752,5,7,2021-11-18T00:44:48Z,290000,,,0,,M. Bamba shooting personal FOUL (1 PF) (Robinson 2 FT),"[1628964, 1629011]",1610612753.0,ORL,shooting,,,Bamba,M. Bamba,,,,,,,,,,,,,,,1204.0,1.0,0.0,Robinson,1629011.0,,,,,,
31,PT09M49.00S,2021-11-18T00:45:03.1Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629011,,,1610612752,5,7,2021-11-18T00:45:03Z,310000,,,0,,MISS M. Robinson Free Throw 1 of 2,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,Missed,,,,,,,,,,,,,,,,,,,
32,PT09M49.00S,2021-11-18T00:45:03.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,5,7,2021-11-18T00:45:03Z,320000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,,,
33,PT09M49.00S,2021-11-18T00:45:30.1Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629011,,,1610612752,6,7,2021-11-18T00:45:30Z,330000,,,0,,M. Robinson Free Throw 2 of 2 (1 PTS),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
34,PT09M41.00S,2021-11-18T00:45:39.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630591,84.1819973718791,49.26470588235294,1610612753,6,7,2021-11-18T00:45:53Z,340000,-4.0,96.0,1,right,MISS J. Suggs 9' driving floating Shot,[1630591],1610612753.0,ORL,driving floating,,,Suggs,J. Suggs,,,,,9.63,Missed,,,,,,,,,,,,,,,,,,,
35,PT09M35.00S,2021-11-18T00:45:45.8Z,1,REGULAR,rebound,offensive,[],1628976,,,1610612753,6,7,2021-11-18T00:45:45Z,350000,,,0,,W. Carter Jr. REBOUND (Off:1 Def:0),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,34.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
36,PT09M35.00S,2021-11-18T00:45:45.8Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628976,94.40999984741211,50.0,1610612753,6,9,2021-11-18T00:54:04Z,360000,0.0,0.0,1,right,W. Carter Jr. tip Layup (7 PTS),[1628976],1610612753.0,ORL,tip,,,Carter Jr.,W. Carter Jr.,,,,,0.0,Made,,,,,7.0,,,,,,,,,,,,,,
37,PT09M23.00S,2021-11-18T00:45:58.2Z,1,REGULAR,3pt,Jump Shot,[],203944,29.25427069645204,69.85294117647058,1610612752,6,9,2021-11-18T00:49:57Z,370000,-99.0,222.0,1,left,MISS J. Randle 24' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,24.37,Missed,,,,,,,,,,,,,,,,,,,
38,PT09M20.00S,2021-11-18T00:46:01.0Z,1,REGULAR,rebound,defensive,[],1630591,,,1610612753,6,9,2021-11-18T00:46:01Z,380000,,,0,,J. Suggs REBOUND (Off:0 Def:1),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,37.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
39,PT09M14.00S,2021-11-18T00:46:06.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,93.24901445466492,45.34313725490196,1610612753,6,9,2021-11-18T00:50:05Z,390000,-23.0,11.0,1,right,MISS F. Wagner Layup - blocked,"[1630532, 1629011]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,2.58,Missed,,,,,,,,,,,,,,,Robinson,1629011.0,,,
40,PT09M14.00S,2021-11-18T00:46:06.5Z,1,REGULAR,block,,[],1629011,,,1610612753,6,9,2021-11-18T00:46:09Z,400000,,,0,,M. Robinson BLOCK (1 BLK),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
41,PT09M14.00S,2021-11-18T00:46:06.5Z,1,REGULAR,rebound,offensive,[],1630532,,,1610612753,6,9,2021-11-18T00:50:05Z,410000,,,0,,F. Wagner REBOUND (Off:1 Def:2),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,39.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
42,PT09M14.00S,2021-11-18T00:46:11.8Z,1,REGULAR,turnover,lost ball,[],1630532,,,1610612753,6,9,2021-11-18T00:46:23Z,420000,,,0,,F. Wagner lost ball TURNOVER (1 TO),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,1.0,,,,,
43,PT09M04.00S,2021-11-18T00:46:27.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202689,30.042706964520367,31.372549019607842,1610612752,9,9,2021-11-18T00:49:58Z,430000,93.0,230.0,1,left,K. Walker 24' 3PT  (3 PTS) (E. Fournier 1 AST),"[202689, 203095]",1610612752.0,NYK,,,,Walker,K. Walker,,,,,24.8,Made,,,,,3.0,E. Fournier,203095.0,1.0,,,,,,,,,,,
