actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
93,PT04M53.00S,2022-03-22T23:46:03.7Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612752,16,18,2022-03-22T23:46:06Z,890000,,,0,,R. Barrett REBOUND (Off:1 Def:2),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,92.0,3.0,2.0,1.0,,,,,
94,PT04M44.00S,2022-03-22T23:46:12.1Z,1,REGULAR,3pt,Jump Shot,[],202692,71.04139290407359,24.754901960784316,1610612752,19,18,2022-03-22T23:46:17Z,900000,-126.0,220.0,1,right,A. Burks 25' 3PT  (9 PTS) (O. Toppin 1 AST),"[202692, 1630167]",1610612752.0,NYK,,,,Burks,A. Burks,,,,,25.34,Made,9.0,O. Toppin,1630167.0,1.0,,,,,,,,,,,,,,,
96,PT04M24.00S,2022-03-22T23:46:32.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203992,7.046649145860711,45.83333333333333,1610612737,19,20,2022-03-22T23:46:36Z,920000,21.0,14.0,1,left,B. Bogdanovic driving Layup (2 PTS) (T. Young 3 AST),"[203992, 1629027]",1610612737.0,ATL,driving,,,Bogdanovic,B. Bogdanovic,,,,,2.49,Made,2.0,T. Young,1629027.0,3.0,,,,,,,,,,,,,,,
98,PT04M15.00S,2022-03-22T23:46:49.6Z,1,REGULAR,foul,personal,[],1628989,,,1610612752,19,20,2022-03-22T23:46:54Z,940000,,,0,,K. Huerter personal FOUL (2 PF),"[1628989, 203095]",1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,1155.0,2.0,0.0,Fournier,203095.0,,,,,,,,,,
100,PT04M15.00S,2022-03-22T23:46:49.7Z,1,REGULAR,substitution,out,[],1630167,,,1610612752,19,20,2022-03-22T23:47:06Z,960000,,,0,,SUB out: O. Toppin,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M15.00S,2022-03-22T23:46:49.7Z,1,REGULAR,substitution,out,[],1628989,,,1610612752,19,20,2022-03-22T23:47:06Z,970000,,,0,,SUB out: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M15.00S,2022-03-22T23:46:49.7Z,1,REGULAR,substitution,in,[],1630193,,,1610612752,19,20,2022-03-22T23:47:06Z,980000,,,0,,SUB in: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M15.00S,2022-03-22T23:46:49.7Z,1,REGULAR,substitution,in,[],1626153,,,1610612752,19,20,2022-03-22T23:47:06Z,990000,,,0,,SUB in: D. Wright,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M12.00S,2022-03-22T23:47:16.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,94.03745072273325,50.245098039215684,1610612752,21,20,2022-03-22T23:47:23Z,1000000,1.0,4.0,1,right,R. Barrett Layup (9 PTS) (I. Quickley 1 AST),"[1629628, 1630193]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,0.37,Made,9.0,I. Quickley,1630193.0,1.0,,,,,,,,,,,,,,,
106,PT04M03.00S,2022-03-22T23:47:35.4Z,1,REGULAR,foul,personal,['2freethrow'],202692,,,1610612737,21,20,2022-03-22T23:47:41Z,1020000,,,0,,A. Burks shooting personal FOUL (2 PF) (Young 2 FT),"[202692, 1629027]",1610612752.0,NYK,shooting,,,Burks,A. Burks,,,,,,,,,,,1155.0,2.0,0.0,Young,1629027.0,,,,,,,,,,
108,PT04M03.00S,2022-03-22T23:48:04.2Z,1,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,21,21,2022-03-22T23:48:04Z,1040000,,,0,,T. Young Free Throw 1 of 2 (6 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
109,PT04M03.00S,2022-03-22T23:48:04.2Z,1,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,21,21,2022-03-22T23:48:21Z,1050000,,,0,,MISS T. Young Free Throw 2 of 2,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Missed,,,,,,,,,,,,,,,,,,,
110,PT04M01.00S,2022-03-22T23:48:06.2Z,1,REGULAR,rebound,defensive,[],1630193,,,1610612752,21,21,2022-03-22T23:48:21Z,1060000,,,0,,I. Quickley REBOUND (Off:0 Def:1),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,109.0,1.0,1.0,0.0,,,,,
111,PT03M49.00S,2022-03-22T23:48:31.1Z,1,REGULAR,2pt,Jump Shot,[],202692,87.86136662286465,67.40196078431373,1610612752,23,21,2022-03-22T23:48:35Z,1070000,87.0,62.0,1,right,A. Burks 10' turnaround Jump Shot (11 PTS),[202692],1610612752.0,NYK,turnaround,,,Burks,A. Burks,,,,,10.66,Made,11.0,,,,,,,,,,,,,,,,,,
112,PT03M37.00S,2022-03-22T23:48:55.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,5.863994743758213,50.0,1610612737,23,21,2022-03-22T23:49:00Z,1080000,0.0,3.0,1,left,MISS T. Young driving Layup,[1629027],1610612737.0,ATL,driving,,,Young,T. Young,,,,,0.26,Missed,,,,,,,,,,,,,,,,,,,
113,PT03M35.00S,2022-03-22T23:48:57.5Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,23,21,2022-03-22T23:49:00Z,1090000,,,0,,M. Robinson REBOUND (Off:2 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,112.0,3.0,1.0,2.0,,,,,
114,PT03M30.00S,2022-03-22T23:49:02.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203095,96.00854139290408,94.11764705882352,1610612752,26,21,2022-03-22T23:49:07Z,1100000,221.0,-15.0,1,right,E. Fournier 3PT  (3 PTS) (A. Burks 2 AST),"[203095, 202692]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,22.11,Made,3.0,A. Burks,202692.0,2.0,,,,,,,,,,,,,,,
116,PT03M26.00S,2022-03-22T23:49:07.2Z,1,REGULAR,timeout,full,['team'],0,,,1610612737,26,21,2022-03-22T23:49:07Z,1120000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M26.00S,2022-03-22T23:49:07.3Z,1,REGULAR,substitution,out,[],202692,,,1610612737,26,21,2022-03-22T23:52:11Z,1130000,,,0,,SUB out: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M26.00S,2022-03-22T23:49:07.3Z,1,REGULAR,substitution,out,[],203991,,,1610612737,26,21,2022-03-22T23:52:11Z,1140000,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M26.00S,2022-03-22T23:49:07.3Z,1,REGULAR,substitution,in,[],1629656,,,1610612737,26,21,2022-03-22T23:52:11Z,1150000,,,0,,SUB in: Q. Grimes,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M26.00S,2022-03-22T23:49:07.3Z,1,REGULAR,substitution,in,[],1630168,,,1610612737,26,21,2022-03-22T23:52:11Z,1160000,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M15.00S,2022-03-22T23:52:46.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629631,15.456636005256241,44.36274509803921,1610612737,26,21,2022-03-22T23:52:50Z,1170000,28.0,93.0,1,left,MISS D. Hunter 9' turnaround Shot,[1629631],1610612737.0,ATL,turnaround,,,Hunter,D. Hunter,,,,,9.7,Missed,,,,,,,,,,,,,,,,,,,
124,PT03M13.00S,2022-03-22T23:52:48.4Z,1,REGULAR,rebound,defensive,[],1630193,,,1610612752,26,21,2022-03-22T23:52:50Z,1180000,,,0,,I. Quickley REBOUND (Off:0 Def:2),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,123.0,2.0,2.0,0.0,,,,,
125,PT02M50.00S,2022-03-22T23:53:11.6Z,1,REGULAR,2pt,Jump Shot,[],1630193,77.08607095926413,78.43137254901961,1610612752,26,21,2022-03-22T23:53:17Z,1190000,142.0,163.0,1,right,MISS I. Quickley 21' Jump Shot,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,21.62,Missed,,,,,,,,,,,,,,,,,,,
126,PT02M48.00S,2022-03-22T23:53:13.6Z,1,REGULAR,rebound,defensive,[],203992,,,1610612737,26,21,2022-03-22T23:53:17Z,1200000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:1),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,125.0,1.0,1.0,0.0,,,,,
127,PT02M39.00S,2022-03-22T23:53:22.8Z,1,REGULAR,turnover,bad pass,[],1629027,,,1610612737,26,21,2022-03-22T23:53:25Z,1210000,,,0,,T. Young bad pass TURNOVER (2 TO),"[1629027, 1629656]",1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,2.0,,,,,Grimes,1629656.0,,,
128,PT02M39.00S,2022-03-22T23:53:22.8Z,1,REGULAR,steal,,[],1629656,,,1610612752,26,21,2022-03-22T23:53:24Z,1220000,,,0,,Q. Grimes STEAL (1 STL),[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M33.00S,2022-03-22T23:53:32.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,26,21,2022-03-22T23:53:32Z,1230000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M33.00S,2022-03-22T23:53:32.9Z,1,REGULAR,substitution,out,[],1629631,,,1610612752,26,21,2022-03-22T23:53:53Z,1240000,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M33.00S,2022-03-22T23:53:32.9Z,1,REGULAR,substitution,in,[],1627789,,,1610612752,26,21,2022-03-22T23:53:53Z,1250000,,,0,,SUB in: T. Luwawu-Cabarrot,[1627789],1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M27.00S,2022-03-22T23:54:07.9Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",203095,87.33574244415243,50.98039215686274,1610612752,28,21,2022-03-22T23:54:12Z,1260000,5.0,67.0,1,right,E. Fournier 6' driving Hook (5 PTS),[203095],1610612752.0,NYK,driving,,,Fournier,E. Fournier,,,,,6.67,Made,5.0,,,,,,,,,,,,,,,,,,
133,PT02M11.00S,2022-03-22T23:54:26.3Z,1,REGULAR,foul,personal,['2freethrow'],1629656,,,1610612737,28,21,2022-03-22T23:54:30Z,1270000,,,0,,Q. Grimes shooting personal FOUL (1 PF) (Bogdanovic 2 FT),"[1629656, 203992]",1610612752.0,NYK,shooting,,,Grimes,Q. Grimes,,,,,,,,,,,1201.0,1.0,0.0,Bogdanovic,203992.0,,,,,,,,,,
135,PT02M11.00S,2022-03-22T23:54:54.3Z,1,REGULAR,freethrow,1 of 2,[],203992,,,1610612737,28,22,2022-03-22T23:54:54Z,1290000,,,0,,B. Bogdanovic Free Throw 1 of 2 (3 PTS),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
136,PT02M11.00S,2022-03-22T23:55:11.8Z,1,REGULAR,freethrow,2 of 2,[],203992,,,1610612737,28,23,2022-03-22T23:55:11Z,1300000,,,0,,B. Bogdanovic Free Throw 2 of 2 (4 PTS),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
137,PT01M55.00S,2022-03-22T23:55:29.9Z,1,REGULAR,3pt,Jump Shot,[],203095,69.72733245729303,66.17647058823529,1610612752,28,23,2022-03-22T23:55:35Z,1310000,81.0,232.0,1,right,MISS E. Fournier 24' 3PT,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,24.58,Missed,,,,,,,,,,,,,,,,,,,
138,PT01M53.00S,2022-03-22T23:55:31.9Z,1,REGULAR,rebound,offensive,[],1629628,,,1610612752,28,23,2022-03-22T23:55:35Z,1320000,,,0,,R. Barrett REBOUND (Off:2 Def:2),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,137.0,4.0,2.0,2.0,,,,,
139,PT01M52.00S,2022-03-22T23:55:34.0Z,1,REGULAR,foul,personal,['2freethrow'],1627789,,,1610612752,28,23,2022-03-22T23:55:38Z,1330000,,,0,,T. Luwawu-Cabarrot shooting personal FOUL (1 PF) (Barrett 2 FT),"[1627789, 1629628]",1610612737.0,ATL,shooting,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,,1201.0,1.0,0.0,Barrett,1629628.0,,,,,,,,,,
143,PT01M52.00S,2022-03-22T23:55:44.5Z,1,REGULAR,substitution,out,[],203095,,,1610612752,28,23,2022-03-22T23:56:06Z,1345000,,,0,,SUB out: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT01M52.00S,2022-03-22T23:55:44.5Z,1,REGULAR,substitution,out,[],1629011,,,1610612752,28,23,2022-03-22T23:56:06Z,1347500,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT01M52.00S,2022-03-22T23:55:44.5Z,1,REGULAR,substitution,in,[],1630540,,,1610612752,28,23,2022-03-22T23:56:06Z,1348750,,,0,,SUB in: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT01M52.00S,2022-03-22T23:55:44.5Z,1,REGULAR,substitution,in,[],1630579,,,1610612752,28,23,2022-03-22T23:56:06Z,1349375,,,0,,SUB in: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M52.00S,2022-03-22T23:55:55.0Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629628,,,1610612752,28,23,2022-03-22T23:55:55Z,1350000,,,0,,MISS R. Barrett Free Throw 1 of 2,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,Missed,,,,,,,,,,,,,,,,,,,
142,PT01M52.00S,2022-03-22T23:55:55.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,28,23,2022-03-22T23:55:55Z,1360000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,141.0,,,,,,,,
147,PT01M52.00S,2022-03-22T23:56:13.6Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629628,,,1610612752,29,23,2022-03-22T23:56:13Z,1370000,,,0,,R. Barrett Free Throw 2 of 2 (10 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
148,PT01M37.00S,2022-03-22T23:56:32.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630168,12.171484888304862,44.11764705882353,1610612737,29,25,2022-03-22T23:56:36Z,1380000,29.0,62.0,1,left,O. Okongwu 6' Hook (2 PTS) (T. Young 4 AST),"[1630168, 1629027]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,6.85,Made,2.0,T. Young,1629027.0,4.0,,,,,,,,,,,,,,,
150,PT01M20.00S,2022-03-22T23:56:49.0Z,1,REGULAR,3pt,Jump Shot,[],1629656,91.93495400788436,4.166666666666666,1610612752,32,25,2022-03-22T23:56:52Z,1400000,-229.0,23.0,1,right,Q. Grimes 3PT  (3 PTS) (R. Barrett 1 AST),"[1629656, 1629628]",1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,23.04,Made,3.0,R. Barrett,1629628.0,1.0,,,,,,,,,,,,,,,
152,PT01M12.00S,2022-03-22T23:57:05.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630540,,,1610612737,32,25,2022-03-22T23:57:10Z,1420000,,,0,,M. McBride personal FOUL (1 PF) (Young 2 FT),"[1630540, 1629027]",1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,1201.0,1.0,0.0,Young,1629027.0,,,,,,,,,,
154,PT01M12.00S,2022-03-22T23:57:25.2Z,1,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,32,25,2022-03-22T23:57:25Z,1440000,,,0,,MISS T. Young Free Throw 1 of 2,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Missed,,,,,,,,,,,,,,,,,,,
155,PT01M12.00S,2022-03-22T23:57:25.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,32,25,2022-03-22T23:57:25Z,1450000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,154.0,,,,,,,,
156,PT01M12.00S,2022-03-22T23:57:39.2Z,1,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,32,26,2022-03-22T23:57:39Z,1460000,,,0,,T. Young Free Throw 2 of 2 (7 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
157,PT00M56.50S,2022-03-22T23:57:58.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630168,,,1610612752,32,26,2022-03-22T23:58:11Z,1470000,,,0,,O. Okongwu personal FOUL (1 PF) (Barrett 2 FT),"[1630168, 1629628]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,201640.0,1.0,0.0,Barrett,1629628.0,,,,,,,,,,
159,PT00M56.50S,2022-03-22T23:58:19.7Z,1,REGULAR,freethrow,1 of 2,[],1629628,,,1610612752,32,26,2022-03-22T23:58:42Z,1490000,,,0,,MISS R. Barrett Free Throw 1 of 2,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,Missed,,,,,,,,,,,,,,,,,,,
160,PT00M56.50S,2022-03-22T23:58:19.7Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612752,32,26,2022-03-22T23:58:42Z,1500000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,159.0,,,,,,,,
161,PT00M56.50S,2022-03-22T23:58:19.7Z,1,REGULAR,freethrow,2 of 2,[],1629628,,,1610612752,32,26,2022-03-22T23:58:42Z,1510000,,,0,,MISS R. Barrett Free Throw 2 of 2,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,Missed,,,,,,,,,,,,,,,,,,,
162,PT00M53.90S,2022-03-22T23:58:22.3Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,32,26,2022-03-22T23:58:42Z,1520000,,,0,,O. Okongwu REBOUND (Off:0 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,161.0,1.0,1.0,0.0,,,,,
163,PT00M49.00S,2022-03-22T23:58:46.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630540,,,1610612737,32,26,2022-03-22T23:58:50Z,1530000,,,0,,M. McBride personal FOUL (2 PF) (Young 2 FT),"[1630540, 1629027]",1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,1201.0,2.0,0.0,Young,1629027.0,,,,,,,,,,
165,PT00M49.00S,2022-03-22T23:59:06.6Z,1,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,32,27,2022-03-22T23:59:06Z,1550000,,,0,,T. Young Free Throw 1 of 2 (8 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
166,PT00M49.00S,2022-03-22T23:59:23.2Z,1,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,32,28,2022-03-22T23:59:23Z,1560000,,,0,,T. Young Free Throw 2 of 2 (9 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
167,PT00M29.20S,2022-03-22T23:59:45.5Z,1,REGULAR,3pt,Jump Shot,[],1629628,68.28186596583443,58.08823529411765,1610612752,32,28,2022-03-22T23:59:54Z,1570000,40.0,246.0,1,right,MISS R. Barrett 24' step back 3PT,[1629628],1610612752.0,NYK,step back,,,Barrett,R. Barrett,,,,,24.9,Missed,,,,,,,,,,,,,,,,,,,
168,PT00M27.30S,2022-03-22T23:59:47.4Z,1,REGULAR,rebound,defensive,[],1629027,,,1610612737,32,28,2022-03-22T23:59:54Z,1580000,,,0,,T. Young REBOUND (Off:0 Def:1),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,167.0,1.0,1.0,0.0,,,,,
169,PT00M05.50S,2022-03-23T00:00:09.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,8.492115637319317,50.0,1610612737,32,28,2022-03-23T00:00:15Z,1590000,0.0,27.0,1,left,MISS T. Young driving Layup,[1629027],1610612737.0,ATL,driving,,,Young,T. Young,,,,,2.73,Missed,,,,,,,,,,,,,,,,,,,
170,PT00M03.00S,2022-03-23T00:00:11.6Z,1,REGULAR,rebound,defensive,[],1629656,,,1610612752,32,28,2022-03-23T00:00:15Z,1600000,,,0,,Q. Grimes REBOUND (Off:0 Def:1),[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,169.0,1.0,1.0,0.0,,,,,
171,PT00M00.60S,2022-03-23T00:00:14.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629628,94.69448094612353,49.50980392156863,1610612752,34,28,2022-03-23T00:00:21Z,1610000,-2.0,-3.0,1,right,R. Barrett running Layup (12 PTS) (Q. Grimes 1 AST),"[1629628, 1629656]",1610612752.0,NYK,running,,,Barrett,R. Barrett,,,,,0.36,Made,12.0,Q. Grimes,1629656.0,1.0,,,,,,,,,,,,,,,
173,PT00M00.00S,2022-03-23T00:00:22.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,7.178055190538765,45.34313725490196,1610612737,34,30,2022-03-23T00:01:20Z,1630000,23.0,15.0,1,left,T. Young alley-oop Layup (11 PTS) (B. Bogdanovic 1 AST),"[1629027, 203992]",1610612737.0,ATL,alley-oop,,,Young,T. Young,,,,,2.77,Made,11.0,B. Bogdanovic,203992.0,1.0,,,,,,,,,,,,,,,
175,PT00M00.00S,2022-03-23T00:00:35.3Z,1,REGULAR,instantreplay,request,[],0,,,1610612752,34,30,2022-03-23T00:09:29Z,1650000,,,0,,,[],,,support,,,,,,,,,,,,,,,1155.0,,,,,,,,,,,,,,End Period - Good Basket
176,PT00M00.00S,2022-03-23T00:01:03.6Z,1,REGULAR,period,end,[],0,,,1610612752,34,30,2022-03-23T00:01:03Z,1660000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2022-03-23T00:03:30.0Z,2,REGULAR,substitution,out,['startperiod'],1629628,,,1610612752,34,30,2022-03-23T00:03:46Z,1670000,,,0,,SUB out: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2022-03-23T00:03:30.0Z,2,REGULAR,substitution,out,['startperiod'],1629027,,,1610612752,34,30,2022-03-23T00:03:46Z,1680000,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2022-03-23T00:03:30.0Z,2,REGULAR,substitution,in,['startperiod'],201959,,,1610612752,34,30,2022-03-23T00:03:46Z,1690000,,,0,,SUB in: T. Gibson,[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2022-03-23T00:03:30.0Z,2,REGULAR,substitution,in,['startperiod'],201568,,,1610612752,34,30,2022-03-23T00:03:46Z,1700000,,,0,,SUB in: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2022-03-23T00:04:22.3Z,2,REGULAR,period,start,[],0,,,1610612752,34,30,2022-03-23T00:04:22Z,1710000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT11M43.00S,2022-03-23T00:04:39.1Z,2,REGULAR,3pt,Jump Shot,[],201959,93.9060446780552,2.696078431372549,1610612752,37,30,2022-03-23T00:04:43Z,1720000,-237.0,5.0,1,right,T. Gibson 3PT  (3 PTS) (M. McBride 1 AST),"[201959, 1630540]",1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,23.65,Made,3.0,M. McBride,1630540.0,1.0,,,,,,,,,,,,,,,
184,PT11M25.00S,2022-03-23T00:04:56.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203992,12.828515111695138,46.81372549019608,1610612737,37,30,2022-03-23T00:05:02Z,1740000,16.0,68.0,1,left,MISS B. Bogdanovic 6' driving Layup,[203992],1610612737.0,ATL,driving,,,Bogdanovic,B. Bogdanovic,,,,,6.99,Missed,,,,,,,,,,,,,,,,,,,
185,PT11M23.00S,2022-03-23T00:04:58.5Z,2,REGULAR,rebound,offensive,[],203992,,,1610612737,37,30,2022-03-23T00:04:58Z,1750000,,,0,,B. Bogdanovic REBOUND (Off:1 Def:1),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,184.0,2.0,1.0,1.0,,,,,
186,PT11M21.00S,2022-03-23T00:05:00.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203992,8.492115637319317,49.754901960784316,1610612737,37,30,2022-03-23T00:05:05Z,1760000,1.0,27.0,1,left,MISS B. Bogdanovic Jump Shot,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,2.73,Missed,,,,,,,,,,,,,,,,,,,
187,PT11M20.00S,2022-03-23T00:05:01.0Z,2,REGULAR,rebound,defensive,[],201959,,,1610612752,37,30,2022-03-23T00:05:05Z,1770000,,,0,,T. Gibson REBOUND (Off:0 Def:1),[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,186.0,1.0,1.0,0.0,,,,,
