actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
181,PT09M34.00S,2021-12-22T01:14:21.0Z,2,REGULAR,timeout,full,['team'],0,,,1610612752,27,21,2021-12-22T01:14:21Z,1690000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT09M34.00S,2021-12-22T01:14:21.1Z,2,REGULAR,substitution,out,[],1628422,,,1610612752,27,21,2021-12-22T01:16:55Z,1700000,,,0,,SUB out: D. Dotson,[1628422],1610612752.0,NYK,,,,Dotson,D. Dotson,,,,,,,,,,,,,,,,,,,,,,,,
183,PT09M34.00S,2021-12-22T01:14:21.1Z,2,REGULAR,substitution,in,[],203095,,,1610612752,27,21,2021-12-22T01:16:55Z,1710000,,,0,,SUB in: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,
184,PT09M25.00S,2021-12-22T01:17:24.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203095,86.28449408672799,49.01960784313725,1610612752,27,21,2021-12-22T01:17:32Z,1720000,-5.0,76.0,1,right,MISS E. Fournier 7' driving Layup,[203095],1610612752.0,NYK,driving,,,Fournier,E. Fournier,,,,,7.66,Missed,,,,,,,,,,,,,,,,,,
185,PT09M23.00S,2021-12-22T01:17:26.9Z,2,REGULAR,rebound,offensive,[],1629011,,,1610612752,27,21,2021-12-22T01:17:52Z,1730000,,,0,,M. Robinson REBOUND (Off:2 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,184.0,3.0,1.0,2.0,,,,,,,,,,,,,,
186,PT09M22.00S,2021-12-22T01:17:31.5Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1629011,94.40999984741211,50.0,1610612752,29,21,2021-12-22T01:17:45Z,1740000,0.0,0.0,1,right,M. Robinson putback DUNK (7 PTS),[1629011],1610612752.0,NYK,putback,,,Robinson,M. Robinson,,,,,0.0,Made,,,,,,,,,,7.0,,,,,,,,
187,PT09M09.00S,2021-12-22T01:17:41.1Z,2,REGULAR,3pt,Jump Shot,[],1630180,9.017739816031538,4.411764705882353,1610612765,29,21,2021-12-22T01:17:47Z,1750000,228.0,32.0,1,left,MISS S. Bey 3PT,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,23.02,Missed,,,,,,,,,,,,,,,,,,
188,PT09M09.00S,2021-12-22T01:17:41.1Z,2,REGULAR,rebound,defensive,[],202692,,,1610612752,29,21,2021-12-22T01:17:47Z,1760000,,,0,,A. Burks REBOUND (Off:0 Def:5),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,187.0,5.0,5.0,0.0,,,,,,,,,,,,,,
189,PT09M00.00S,2021-12-22T01:17:53.8Z,2,REGULAR,foul,personal,[],1626168,,,1610612752,29,21,2021-12-22T01:18:00Z,1770000,,,0,,T. Lyles personal FOUL (1 PF),"[1626168, 1629011]",1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,,1148.0,1.0,0.0,Robinson,1629011.0,,,,,,,,,
191,PT08M46.00S,2021-12-22T01:18:24.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202692,93.38042049934296,47.30392156862745,1610612752,29,21,2021-12-22T01:18:28Z,1790000,-13.0,10.0,1,right,MISS A. Burks driving finger roll Layup,[202692],1610612752.0,NYK,driving finger roll,,,Burks,A. Burks,,,,,1.66,Missed,,,,,,,,,,,,,,,,,,
192,PT08M43.00S,2021-12-22T01:18:27.3Z,2,REGULAR,rebound,defensive,[],1626168,,,1610612765,29,21,2021-12-22T01:18:28Z,1800000,,,0,,T. Lyles REBOUND (Off:0 Def:2),[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,191.0,2.0,2.0,0.0,,,,,,,,,,,,,,
193,PT08M36.00S,2021-12-22T01:18:34.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628402,14.799605781865965,38.970588235294116,1610612765,29,21,2021-12-22T01:18:43Z,1810000,55.0,87.0,1,left,MISS F. Jackson 10' finger roll Layup,[1628402],1610612765.0,DET,finger roll,,,Jackson,F. Jackson,,,,,10.26,Missed,,,,,,,,,,,,,,,,,,
194,PT08M32.00S,2021-12-22T01:18:38.8Z,2,REGULAR,rebound,defensive,[],201959,,,1610612752,29,21,2021-12-22T01:18:43Z,1820000,,,0,,T. Gibson REBOUND (Off:0 Def:2),[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,193.0,2.0,2.0,0.0,,,,,,,,,,,,,,
195,PT08M23.00S,2021-12-22T01:18:46.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629011,93.77463863337714,52.450980392156865,1610612752,31,21,2021-12-22T01:18:50Z,1830000,12.0,6.0,1,right,M. Robinson alley-oop DUNK (9 PTS) (K. Walker 2 AST),"[1629011, 202689]",1610612752.0,NYK,alley-oop,,,Robinson,M. Robinson,,,,,1.37,Made,,,,,,,,,,9.0,,K. Walker,202689.0,2.0,,,,
197,PT08M11.00S,2021-12-22T01:18:58.9Z,2,REGULAR,3pt,Jump Shot,[],1626168,25.18068331143233,13.970588235294118,1610612765,31,21,2021-12-22T01:19:04Z,1850000,180.0,184.0,1,left,MISS T. Lyles 25' 3PT,[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,25.76,Missed,,,,,,,,,,,,,,,,,,
198,PT08M08.00S,2021-12-22T01:19:01.9Z,2,REGULAR,rebound,defensive,[],1629011,,,1610612752,31,21,2021-12-22T01:19:04Z,1860000,,,0,,M. Robinson REBOUND (Off:2 Def:2),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,197.0,4.0,2.0,2.0,,,,,,,,,,,,,,
199,PT07M58.00S,2021-12-22T01:19:11.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202689,92.85479632063075,46.07843137254902,1610612752,31,21,2021-12-22T01:19:18Z,1870000,-20.0,15.0,1,right,MISS K. Walker driving Layup,[202689],1610612752.0,NYK,driving,,,Walker,K. Walker,,,,,2.45,Missed,,,,,,,,,,,,,,,,,,
200,PT07M57.00S,2021-12-22T01:19:12.9Z,2,REGULAR,rebound,defensive,[],1630240,,,1610612765,31,21,2021-12-22T01:26:54Z,1880000,,,0,,S. Lee REBOUND (Off:0 Def:2),[1630240],1610612765.0,DET,,,,Lee,S. Lee,,,,,,,199.0,2.0,2.0,0.0,,,,,,,,,,,,,,
203,PT07M55.00S,2021-12-22T01:19:22.6Z,2,REGULAR,foul,personal,[],201959,,,1610612765,31,21,2021-12-22T01:27:49Z,1910000,,,0,,T. Gibson take personal FOUL (2 PF),"[201959, 1630240]",1610612752.0,NYK,take,,,Gibson,T. Gibson,,,,,,,,,,,2005.0,2.0,0.0,Lee,1630240.0,,,,,,,,,
205,PT07M55.00S,2021-12-22T01:19:22.7Z,2,REGULAR,substitution,out,[],201959,,,1610612765,31,21,2021-12-22T01:19:22Z,1930000,,,0,,SUB out: T. Gibson,[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,
206,PT07M55.00S,2021-12-22T01:19:22.7Z,2,REGULAR,substitution,out,[],1630240,,,1610612765,31,21,2021-12-22T01:19:22Z,1940000,,,0,,SUB out: S. Lee,[1630240],1610612765.0,DET,,,,Lee,S. Lee,,,,,,,,,,,,,,,,,,,,,,,,
207,PT07M55.00S,2021-12-22T01:19:22.7Z,2,REGULAR,substitution,out,[],1626168,,,1610612765,31,21,2021-12-22T01:19:22Z,1950000,,,0,,SUB out: T. Lyles,[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,
208,PT07M55.00S,2021-12-22T01:19:22.7Z,2,REGULAR,substitution,in,[],203944,,,1610612765,31,21,2021-12-22T01:19:22Z,1960000,,,0,,SUB in: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,
209,PT07M55.00S,2021-12-22T01:19:22.7Z,2,REGULAR,substitution,in,[],202709,,,1610612765,31,21,2021-12-22T01:19:22Z,1970000,,,0,,SUB in: C. Joseph,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,
210,PT07M55.00S,2021-12-22T01:19:22.7Z,2,REGULAR,substitution,in,[],1630191,,,1610612765,31,21,2021-12-22T01:19:22Z,1980000,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,
211,PT07M47.00S,2021-12-22T01:19:47.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202709,20.18725361366623,43.872549019607845,1610612765,31,23,2021-12-22T01:27:31Z,1990000,31.0,137.0,1,left,C. Joseph 14' driving floating Jump Shot (7 PTS),[202709],1610612765.0,DET,driving floating,,,Joseph,C. Joseph,,,,,14.07,Made,,,,,,,,,,7.0,,,,,,,,
212,PT07M30.00S,2021-12-22T01:20:04.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202692,84.97043363994744,43.627450980392155,1610612752,31,23,2021-12-22T01:22:45Z,2000000,-32.0,89.0,1,right,MISS A. Burks 9' turnaround Shot,[202692],1610612752.0,NYK,turnaround,,,Burks,A. Burks,,,,,9.44,Missed,,,,,,,,,,,,,,,,,,
213,PT07M30.00S,2021-12-22T01:20:04.2Z,2,REGULAR,rebound,defensive,[],1630180,,,1610612765,31,23,2021-12-22T01:20:10Z,2010000,,,0,,S. Bey REBOUND (Off:0 Def:4),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,212.0,4.0,4.0,0.0,,,,,,,,,,,,,,
214,PT07M11.00S,2021-12-22T01:20:22.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630180,8.360709592641262,39.46078431372549,1610612765,31,25,2021-12-22T01:20:25Z,2020000,53.0,26.0,1,left,S. Bey Hook (2 PTS) (F. Jackson 1 AST),"[1630180, 1628402]",1610612765.0,DET,,,,Bey,S. Bey,,,,,5.88,Made,,,,,,,,,,2.0,,F. Jackson,1628402.0,1.0,,,,
216,PT06M47.00S,2021-12-22T01:20:46.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629011,94.43166885676742,50.49019607843137,1610612752,31,25,2021-12-22T01:20:51Z,2040000,2.0,0.0,1,right,MISS M. Robinson cutting DUNK,[1629011],1610612752.0,NYK,cutting,,,Robinson,M. Robinson,,,,,0.25,Missed,,,,,,,,,,,,,,,,,,
217,PT06M45.00S,2021-12-22T01:20:48.8Z,2,REGULAR,rebound,defensive,[],1630180,,,1610612765,31,25,2021-12-22T01:20:51Z,2050000,,,0,,S. Bey REBOUND (Off:0 Def:5),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,216.0,5.0,5.0,0.0,,,,,,,,,,,,,,
218,PT06M39.00S,2021-12-22T01:20:55.0Z,2,REGULAR,turnover,out-of-bounds,[],1630180,,,1610612765,31,25,2021-12-22T01:21:00Z,2060000,,,0,,S. Bey bad pass out-of-bounds TURNOVER (2 TO),[1630180],1610612765.0,DET,bad pass,,,Bey,S. Bey,,,,,,,,,,,1148.0,,,,,,2.0,,,,,,,
219,PT06M39.00S,2021-12-22T01:20:55.1Z,2,REGULAR,substitution,out,[],1629011,,,1610612752,31,25,2021-12-22T01:21:12Z,2070000,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
220,PT06M39.00S,2021-12-22T01:20:55.1Z,2,REGULAR,substitution,out,[],1628402,,,1610612752,31,25,2021-12-22T01:21:12Z,2080000,,,0,,SUB out: F. Jackson,[1628402],1610612765.0,DET,,,,Jackson,F. Jackson,,,,,,,,,,,,,,,,,,,,,,,,
221,PT06M39.00S,2021-12-22T01:20:55.1Z,2,REGULAR,substitution,out,[],203585,,,1610612752,31,25,2021-12-22T01:21:12Z,2090000,,,0,,SUB out: R. McGruder,[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,,,,,,,,,,,,,,,,,
222,PT06M39.00S,2021-12-22T01:20:55.1Z,2,REGULAR,substitution,in,[],203457,,,1610612752,31,25,2021-12-22T01:21:12Z,2100000,,,0,,SUB in: N. Noel,[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,,,,,,,,,,,,,,,,
223,PT06M39.00S,2021-12-22T01:20:55.1Z,2,REGULAR,substitution,in,[],1630595,,,1610612752,31,25,2021-12-22T01:21:12Z,2110000,,,0,,SUB in: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,
224,PT06M39.00S,2021-12-22T01:20:55.1Z,2,REGULAR,substitution,in,[],1628977,,,1610612752,31,25,2021-12-22T01:21:12Z,2120000,,,0,,SUB in: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,
225,PT06M21.00S,2021-12-22T01:21:46.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203944,90.22667542706965,97.79411764705883,1610612752,31,25,2021-12-22T01:21:51Z,2130000,239.0,39.0,1,right,MISS J. Randle 24' step back 3PT,[203944],1610612752.0,NYK,step back,,,Randle,J. Randle,,,,,24.22,Missed,,,,,,,,,,,,,,,,,,
226,PT06M17.00S,2021-12-22T01:21:50.5Z,2,REGULAR,rebound,offensive,[],203457,,,1610612752,31,25,2021-12-22T01:21:51Z,2140000,,,0,,N. Noel REBOUND (Off:1 Def:0),[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,225.0,1.0,0.0,1.0,,,,,,,,,,,,,,
227,PT06M17.00S,2021-12-22T01:21:52.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203944,95.22010512483574,49.754901960784316,1610612752,33,25,2021-12-22T01:21:58Z,2150000,-1.0,-8.0,1,right,J. Randle Layup (8 PTS) (N. Noel 2 AST),"[203944, 203457]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,0.77,Made,,,,,,,,,,8.0,,N. Noel,203457.0,2.0,,,,
229,PT06M17.00S,2021-12-22T01:21:57.6Z,2,REGULAR,foul,personal,['1freethrow'],1628977,,,1610612752,33,25,2021-12-22T01:22:12Z,2170000,,,0,,H. Diallo shooting personal FOUL (1 PF) (Randle 1 FT),"[1628977, 203944]",1610612765.0,DET,shooting,,,Diallo,H. Diallo,,,,,,,,,,,2005.0,1.0,0.0,Randle,203944.0,,,,,,,,,
231,PT06M17.00S,2021-12-22T01:22:25.7Z,2,REGULAR,freethrow,1 of 1,"['fromturnover', '2ndchance']",203944,,,1610612752,33,25,2021-12-22T01:22:25Z,2190000,,,0,,MISS J. Randle Free Throw 1 of 1,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,Missed,,,,,,,,,,,,,,,,,,
232,PT06M15.00S,2021-12-22T01:22:27.7Z,2,REGULAR,rebound,defensive,[],1628977,,,1610612765,33,25,2021-12-22T01:22:27Z,2200000,,,0,,H. Diallo REBOUND (Off:0 Def:2),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,231.0,2.0,2.0,0.0,,,,,,,,,,,,,,
233,PT05M59.00S,2021-12-22T01:22:43.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630191,7.30946123521682,50.98039215686274,1610612765,33,25,2021-12-22T01:22:49Z,2210000,-5.0,16.0,1,left,MISS I. Stewart Layup,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,1.69,Missed,,,,,,,,,,,,,,,,,,
234,PT05M54.00S,2021-12-22T01:22:48.8Z,2,REGULAR,rebound,defensive,[],202689,,,1610612752,33,25,2021-12-22T01:22:49Z,2220000,,,0,,K. Walker REBOUND (Off:0 Def:2),[202689],1610612752.0,NYK,,,,Walker,K. Walker,,,,,,,233.0,2.0,2.0,0.0,,,,,,,,,,,,,,
235,PT05M44.00S,2021-12-22T01:22:58.3Z,2,REGULAR,2pt,Jump Shot,[],203095,94.30026281208936,9.068627450980392,1610612752,33,25,2021-12-22T01:23:02Z,2230000,-205.0,1.0,1,right,MISS E. Fournier 20' step back Shot,[203095],1610612752.0,NYK,step back,,,Fournier,E. Fournier,,,,,20.47,Missed,,,,,,,,,,,,,,,,,,
236,PT05M41.00S,2021-12-22T01:23:01.3Z,2,REGULAR,rebound,defensive,[],1630191,,,1610612765,33,25,2021-12-22T01:23:02Z,2240000,,,0,,I. Stewart REBOUND (Off:2 Def:3),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,235.0,5.0,3.0,2.0,,,,,,,,,,,,,,
237,PT05M39.00S,2021-12-22T01:23:02.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630180,23.603810775295663,88.48039215686273,1610612765,33,25,2021-12-22T01:23:07Z,2250000,-192.0,169.0,1,left,MISS S. Bey 25' pullup 3PT,[1630180],1610612765.0,DET,pullup,,,Bey,S. Bey,,,,,25.63,Missed,,,,,,,,,,,,,,,,,,
238,PT05M35.00S,2021-12-22T01:23:06.7Z,2,REGULAR,rebound,defensive,[],202689,,,1610612752,33,25,2021-12-22T01:23:07Z,2260000,,,0,,K. Walker REBOUND (Off:0 Def:3),[202689],1610612752.0,NYK,,,,Walker,K. Walker,,,,,,,237.0,3.0,3.0,0.0,,,,,,,,,,,,,,
239,PT05M32.00S,2021-12-22T01:23:09.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203095,75.50919842312747,9.558823529411764,1610612752,36,25,2021-12-22T01:23:14Z,2270000,-202.0,178.0,1,right,E. Fournier 26' 3PT pullup (5 PTS) (K. Walker 3 AST),"[203095, 202689]",1610612752.0,NYK,pullup,,,Fournier,E. Fournier,,,,,26.92,Made,,,,,,,,,,5.0,,K. Walker,202689.0,3.0,,,,
241,PT05M30.00S,2021-12-22T01:23:18.0Z,2,REGULAR,timeout,full,['team'],0,,,1610612765,36,25,2021-12-22T01:23:18Z,2290000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT05M20.00S,2021-12-22T01:26:25.3Z,2,REGULAR,foul,offensive,[],1630595,,,1610612765,36,25,2021-12-22T01:26:42Z,2300000,,,0,,C. Cunningham off-the-ball offensive FOUL (2 PF),"[1630595, 202689]",1610612765.0,DET,off-the-ball,,,Cunningham,C. Cunningham,,,,,,,,,,,2005.0,2.0,0.0,Walker,202689.0,,,,,,,,,
245,PT05M20.00S,2021-12-22T01:26:25.3Z,2,REGULAR,turnover,offensive foul,[],1630595,,,1610612765,36,25,2021-12-22T01:26:25Z,2320000,,,0,,C. Cunningham offensive foul TURNOVER (3 TO),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,2005.0,,,,,,3.0,,,,,,,
246,PT05M04.00S,2021-12-22T01:26:56.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202689,70.12155059132719,78.92156862745098,1610612752,36,25,2021-12-22T01:27:02Z,2330000,145.0,228.0,1,right,MISS K. Walker 27' 3PT,[202689],1610612752.0,NYK,,,,Walker,K. Walker,,,,,27.03,Missed,,,,,,,,,,,,,,,,,,
247,PT05M01.00S,2021-12-22T01:26:59.9Z,2,REGULAR,rebound,defensive,[],1630595,,,1610612765,36,25,2021-12-22T01:27:02Z,2340000,,,0,,C. Cunningham REBOUND (Off:0 Def:5),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,246.0,5.0,5.0,0.0,,,,,,,,,,,,,,
248,PT04M51.00S,2021-12-22T01:27:10.3Z,2,REGULAR,3pt,Jump Shot,[],1630595,26.49474375821288,17.647058823529413,1610612765,36,25,2021-12-22T01:27:15Z,2350000,162.0,197.0,1,left,MISS C. Cunningham 25' 3PT,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,25.46,Missed,,,,,,,,,,,,,,,,,,
249,PT04M50.00S,2021-12-22T01:27:11.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612752,36,25,2021-12-22T01:27:15Z,2360000,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,248.0,,,,,,,,,,,,,,,,,
250,PT04M50.00S,2021-12-22T01:27:17.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,36,25,2021-12-22T01:27:17Z,2370000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT04M36.00S,2021-12-22T01:27:31.5Z,2,REGULAR,3pt,Jump Shot,[],203095,72.48685939553219,14.950980392156863,1610612752,39,25,2021-12-22T01:27:35Z,2380000,-175.0,206.0,1,right,E. Fournier 27' 3PT step back (8 PTS) (J. Randle 1 AST),"[203095, 203944]",1610612752.0,NYK,step back,,,Fournier,E. Fournier,,,,,27.05,Made,,,,,,,,,,8.0,,J. Randle,203944.0,1.0,,,,
253,PT04M22.00S,2021-12-22T01:27:45.0Z,2,REGULAR,2pt,Jump Shot,[],1630595,23.078186596583443,44.85294117647059,1610612765,39,27,2021-12-22T01:27:48Z,2400000,26.0,164.0,1,left,C. Cunningham 16' pullup Jump Shot (4 PTS),[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,16.64,Made,,,,,,,,,,4.0,,,,,,,,
254,PT04M10.00S,2021-12-22T01:27:57.1Z,2,REGULAR,turnover,lost ball,[],203944,,,1610612752,39,27,2021-12-22T01:28:02Z,2410000,,,0,,J. Randle lost ball TURNOVER (2 TO),"[203944, 1628977]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,2.0,,,,Diallo,1628977.0,,
255,PT04M10.00S,2021-12-22T01:27:57.1Z,2,REGULAR,steal,,[],1628977,,,1610612765,39,27,2021-12-22T01:27:59Z,2420000,,,0,,H. Diallo STEAL (1 STL),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,
256,PT04M06.00S,2021-12-22T01:28:01.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628977,6.389618922470433,51.71568627450981,1610612765,39,29,2021-12-22T01:28:06Z,2430000,-9.0,8.0,1,left,H. Diallo running DUNK (6 PTS),[1628977],1610612765.0,DET,running,,,Diallo,H. Diallo,,,,,1.15,Made,,,,,,,,,,6.0,,,,,,,,
257,PT03M48.00S,2021-12-22T01:28:20.5Z,2,REGULAR,foul,personal,['2freethrow'],1630191,,,1610612752,39,29,2021-12-22T01:28:35Z,2440000,,,0,,I. Stewart shooting personal FOUL (1 PF) (Randle 2 FT),"[1630191, 203944]",1610612765.0,DET,shooting,,,Stewart,I. Stewart,,,,,,,,,,,1148.0,1.0,0.0,Randle,203944.0,,,,,,,,,
259,PT03M48.00S,2021-12-22T01:28:48.4Z,2,REGULAR,freethrow,1 of 2,[],203944,,,1610612752,40,29,2021-12-22T01:28:48Z,2460000,,,0,,J. Randle Free Throw 1 of 2 (9 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,Made,,,,,,,,,,9.0,,,,,,,,
260,PT03M48.00S,2021-12-22T01:29:07.5Z,2,REGULAR,freethrow,2 of 2,[],203944,,,1610612752,41,29,2021-12-22T01:29:07Z,2470000,,,0,,J. Randle Free Throw 2 of 2 (10 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,Made,,,,,,,,,,10.0,,,,,,,,
261,PT03M36.00S,2021-12-22T01:29:20.8Z,2,REGULAR,3pt,Jump Shot,[],1630180,26.49474375821288,18.137254901960784,1610612765,41,32,2021-12-22T01:29:25Z,2480000,159.0,197.0,1,left,S. Bey 25' 3PT  (5 PTS) (I. Stewart 2 AST),"[1630180, 1630191]",1610612765.0,DET,,,,Bey,S. Bey,,,,,25.3,Made,,,,,,,,,,5.0,,I. Stewart,1630191.0,2.0,,,,
263,PT03M27.00S,2021-12-22T01:29:30.4Z,2,REGULAR,turnover,bad pass,[],203944,,,1610612752,41,32,2021-12-22T01:29:37Z,2500000,,,0,,J. Randle bad pass TURNOVER (3 TO),"[203944, 1628977]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,3.0,,,,Diallo,1628977.0,,
264,PT03M27.00S,2021-12-22T01:29:30.4Z,2,REGULAR,steal,,[],1628977,,,1610612765,41,32,2021-12-22T01:29:33Z,2510000,,,0,,H. Diallo STEAL (2 STL),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,
265,PT03M23.00S,2021-12-22T01:29:34.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628977,6.258212877792378,52.69607843137255,1610612765,41,34,2021-12-22T01:29:40Z,2520000,-13.0,6.0,1,left,H. Diallo running DUNK (8 PTS),[1628977],1610612765.0,DET,running,,,Diallo,H. Diallo,,,,,1.49,Made,,,,,,,,,,8.0,,,,,,,,
266,PT03M05.00S,2021-12-22T01:29:57.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,41,34,2021-12-22T01:29:57Z,2530000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT03M05.00S,2021-12-22T01:30:00.6Z,2,REGULAR,timeout,full,['team'],0,,,1610612752,41,34,2021-12-22T01:30:00Z,2540000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT02M58.00S,2021-12-22T01:31:41.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202689,93.64323258869908,54.166666666666664,1610612752,43,34,2021-12-22T01:31:47Z,2550000,21.0,7.0,1,right,K. Walker driving Layup (5 PTS),[202689],1610612752.0,NYK,driving,,,Walker,K. Walker,,,,,2.2,Made,,,,,,,,,,5.0,,,,,,,,
269,PT02M41.00S,2021-12-22T01:31:58.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630180,18.347568988173457,54.90196078431373,1610612765,43,34,2021-12-22T01:32:04Z,2560000,-25.0,120.0,1,left,MISS S. Bey 12' turnaround fadeaway Shot,[1630180],1610612765.0,DET,turnaround fadeaway,,,Bey,S. Bey,,,,,12.25,Missed,,,,,,,,,,,,,,,,,,
270,PT02M36.00S,2021-12-22T01:32:03.5Z,2,REGULAR,rebound,defensive,[],202692,,,1610612752,43,34,2021-12-22T01:32:04Z,2570000,,,0,,A. Burks REBOUND (Off:0 Def:6),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,269.0,6.0,6.0,0.0,,,,,,,,,,,,,,
