actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
90,PT03M36.00S,2021-12-12T17:25:51.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203114,94.82588699080158,64.70588235294117,1610612749,10,20,2021-12-12T17:25:56Z,870000,74.0,-4.0,1,right,K. Middleton 7' turnaround Jump Shot (9 PTS),[203114],1610612749.0,MIL,turnaround,,,Middleton,K. Middleton,,,,,7.36,Made,,,,,9.0,,,,,,,,,,,,,
91,PT03M22.00S,2021-12-12T17:26:07.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,10,20,2021-12-12T17:26:08Z,880000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT03M22.00S,2021-12-12T17:26:25.7Z,1,REGULAR,timeout,full,['team'],0,,,1610612752,10,20,2021-12-12T17:26:25Z,930000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M22.00S,2021-12-12T17:26:25.8Z,1,REGULAR,substitution,out,[],203095,,,1610612752,10,20,2021-12-12T17:28:54Z,940000,,,0,,SUB out: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M22.00S,2021-12-12T17:26:25.8Z,1,REGULAR,substitution,out,[],203114,,,1610612752,10,20,2021-12-12T17:28:54Z,950000,,,0,,SUB out: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M22.00S,2021-12-12T17:26:25.8Z,1,REGULAR,substitution,in,[],1630193,,,1610612752,10,20,2021-12-12T17:28:54Z,960000,,,0,,SUB in: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M22.00S,2021-12-12T17:26:25.8Z,1,REGULAR,substitution,in,[],1629670,,,1610612752,10,20,2021-12-12T17:28:54Z,970000,,,0,,SUB in: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M11.00S,2021-12-12T17:29:37.3Z,1,REGULAR,3pt,Jump Shot,[],1628995,12.959921156373195,5.637254901960785,1610612752,10,20,2021-12-12T17:29:42Z,980000,222.0,69.0,1,left,MISS K. Knox II 3PT,[1628995],1610612752.0,NYK,,,,Knox II,K. Knox II,,,,,23.24,Missed,,,,,,,,,,,,,,,,,,
103,PT03M09.00S,2021-12-12T17:29:39.3Z,1,REGULAR,rebound,defensive,[],1629670,,,1610612749,10,20,2021-12-12T17:29:42Z,990000,,,0,,J. Nwora REBOUND (Off:0 Def:1),[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,102.0,1.0,1.0,0.0,,,,,,,,,,,,,,
104,PT03M01.00S,2021-12-12T17:29:47.4Z,1,REGULAR,3pt,Jump Shot,[],1629670,89.56964520367937,95.58823529411765,1610612749,10,20,2021-12-12T17:29:53Z,1000000,228.0,46.0,1,right,MISS J. Nwora 3PT,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,23.24,Missed,,,,,,,,,,,,,,,,,,
105,PT02M59.00S,2021-12-12T17:29:49.4Z,1,REGULAR,rebound,defensive,[],1630193,,,1610612752,10,20,2021-12-12T17:29:53Z,1010000,,,0,,I. Quickley REBOUND (Off:0 Def:1),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,104.0,1.0,1.0,0.0,,,,,,,,,,,,,,
106,PT02M47.00S,2021-12-12T17:30:01.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629011,5.863994743758213,50.245098039215684,1610612752,12,20,2021-12-12T17:30:05Z,1020000,-1.0,3.0,1,left,M. Robinson DUNK (2 PTS) (Q. Grimes 2 AST),"[1629011, 1629656]",1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,0.29,Made,,,,,2.0,Q. Grimes,1629656.0,2.0,,,,,,,,,,
108,PT02M27.00S,2021-12-12T17:30:21.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201950,94.03745072273325,52.450980392156865,1610612749,12,22,2021-12-12T17:30:25Z,1040000,12.0,4.0,1,right,J. Holiday cutting Layup (2 PTS) (R. Hood 1 AST),"[201950, 203918]",1610612749.0,MIL,cutting,,,Holiday,J. Holiday,,,,,1.28,Made,,,,,2.0,R. Hood,203918.0,1.0,,,,,,,,,,
110,PT02M10.00S,2021-12-12T17:30:38.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201565,5.995400788436268,49.50980392156863,1610612752,14,22,2021-12-12T17:30:42Z,1060000,2.0,4.0,1,left,D. Rose driving finger roll Layup (6 PTS) (Q. Grimes 3 AST),"[201565, 1629656]",1610612752.0,NYK,driving finger roll,,,Rose,D. Rose,,,,,0.46,Made,,,,,6.0,Q. Grimes,1629656.0,3.0,,,,,,,,,,
111,PT02M02.00S,2021-12-12T17:30:46.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626192,93.38042049934296,46.81372549019608,1610612749,14,24,2021-12-12T17:39:17Z,1070000,-16.0,10.0,1,right,P. Connaughton Hook (5 PTS) (J. Holiday 3 AST),"[1626192, 201950]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,1.86,Made,,,,,5.0,J. Holiday,201950.0,3.0,,,,,,,,,,
114,PT01M51.00S,2021-12-12T17:30:58.7Z,1,REGULAR,turnover,lost ball,[],1630193,,,1610612752,14,24,2021-12-12T17:31:33Z,1090000,,,0,,I. Quickley lost ball TURNOVER (1 TO),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,1.0,,,,,,,,
116,PT01M49.00S,2021-12-12T17:31:07.5Z,1,REGULAR,foul,personal,[],1630193,,,1610612749,14,24,2021-12-12T17:31:13Z,1110000,,,0,,I. Quickley loose ball personal FOUL (1 PF),"[1630193, 202326]",1610612752.0,NYK,loose ball,,,Quickley,I. Quickley,,,,,,,,,,,,,,,201639.0,,,,1.0,0.0,Cousins,202326.0,,
118,PT01M49.00S,2021-12-12T17:31:07.6Z,1,REGULAR,substitution,out,[],201565,,,1610612749,14,24,2021-12-12T17:31:21Z,1130000,,,0,,SUB out: D. Rose,[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,
119,PT01M49.00S,2021-12-12T17:31:07.6Z,1,REGULAR,substitution,in,[],203944,,,1610612749,14,24,2021-12-12T17:31:21Z,1140000,,,0,,SUB in: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,
120,PT01M30.00S,2021-12-12T17:31:47.1Z,1,REGULAR,turnover,traveling,[],202326,,,1610612749,14,24,2021-12-12T17:31:51Z,1150000,,,0,,D. Cousins traveling TURNOVER (1 TO),[202326],1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,101283.0,1.0,,,,,,,,
121,PT01M15.00S,2021-12-12T17:32:53.2Z,1,REGULAR,jumpball,recovered,[],1628995,,,1610612752,14,24,2021-12-12T17:37:32Z,1160000,,,0,,Jump Ball M. Robinson vs. D. Cousins: Tip to K. Knox II,"[1628995, 1629011, 202326]",1610612752.0,NYK,heldball,K. Knox II,1628995.0,Knox II,K. Knox II,Robinson,1629011.0,Cousins,202326.0,,,,,,,,,,,,,,,,,,,,
125,PT01M15.00S,2021-12-12T17:32:55.3Z,1,REGULAR,substitution,out,[],201950,,,1610612752,14,24,2021-12-12T17:33:00Z,1185000,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,
126,PT01M15.00S,2021-12-12T17:32:55.3Z,1,REGULAR,substitution,out,[],1626192,,,1610612752,14,24,2021-12-12T17:33:00Z,1187500,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,
127,PT01M15.00S,2021-12-12T17:32:55.3Z,1,REGULAR,substitution,in,[],203507,,,1610612752,14,24,2021-12-12T17:33:00Z,1188750,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,
128,PT01M15.00S,2021-12-12T17:32:55.3Z,1,REGULAR,substitution,in,[],201588,,,1610612752,14,24,2021-12-12T17:33:00Z,1189375,,,0,,SUB in: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,
124,PT01M07.00S,2021-12-12T17:32:57.4Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628995,16.63929040735874,31.127450980392158,1610612752,14,24,2021-12-12T17:33:04Z,1190000,94.0,104.0,1,left,MISS K. Knox II 14' bank Shot,[1628995],1610612752.0,NYK,bank,,,Knox II,K. Knox II,,,,,14.04,Missed,,,,,,,,,,,,,,,,,,
129,PT01M04.00S,2021-12-12T17:33:00.4Z,1,REGULAR,rebound,defensive,[],202326,,,1610612749,14,24,2021-12-12T17:33:04Z,1200000,,,0,,D. Cousins REBOUND (Off:0 Def:2),[202326],1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,,,124.0,2.0,2.0,0.0,,,,,,,,,,,,,,
130,PT00M51.30S,2021-12-12T17:33:14.1Z,1,REGULAR,turnover,lost ball,[],1629670,,,1610612749,14,24,2021-12-12T17:33:17Z,1210000,,,0,,J. Nwora lost ball TURNOVER (1 TO),"[1629670, 1629656]",1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,1.0,,,,,,,Grimes,1629656.0
131,PT00M51.30S,2021-12-12T17:33:14.1Z,1,REGULAR,steal,,[],1629656,,,1610612752,14,24,2021-12-12T17:33:15Z,1220000,,,0,,Q. Grimes STEAL (1 STL),[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,
132,PT00M48.20S,2021-12-12T17:33:17.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629656,6.258212877792378,48.03921568627451,1610612752,16,24,2021-12-12T17:41:15Z,1230000,10.0,6.0,1,left,Q. Grimes running Layup (5 PTS),[1629656],1610612752.0,NYK,running,,,Grimes,Q. Grimes,,,,,1.17,Made,,,,,5.0,,,,,,,,,,,,,
133,PT00M28.90S,2021-12-12T17:33:40.1Z,1,REGULAR,turnover,lost ball,[],203507,,,1610612749,16,24,2021-12-12T17:33:44Z,1240000,,,0,,G. Antetokounmpo lost ball TURNOVER (1 TO),"[203507, 1630193]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,1.0,,,,,,,Quickley,1630193.0
134,PT00M28.90S,2021-12-12T17:33:40.1Z,1,REGULAR,steal,,[],1630193,,,1610612752,16,24,2021-12-12T18:46:19Z,1250000,,,0,,I. Quickley STEAL (1 STL),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,
135,PT00M22.40S,2021-12-12T17:33:46.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630193,28.86005256241787,75.98039215686273,1610612752,16,24,2021-12-12T17:33:55Z,1260000,-130.0,219.0,1,left,MISS I. Quickley 25' step back 3PT,[1630193],1610612752.0,NYK,step back,,,Quickley,I. Quickley,,,,,25.45,Missed,,,,,,,,,,,,,,,,,,
136,PT00M19.70S,2021-12-12T17:33:49.3Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,16,24,2021-12-12T19:18:07Z,1270000,,,0,,G. Antetokounmpo REBOUND (Off:2 Def:3),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,135.0,5.0,3.0,2.0,,,,,,,,,,,,,,
137,PT00M02.10S,2021-12-12T17:34:08.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629011,,,1610612749,16,24,2021-12-12T17:34:15Z,1280000,,,0,,M. Robinson shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[1629011, 203507]",1610612752.0,NYK,shooting,,,Robinson,M. Robinson,,,,,,,,,,,,,,,201639.0,,,,1.0,0.0,Antetokounmpo,203507.0,,
139,PT00M02.10S,2021-12-12T17:34:48.9Z,1,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,16,25,2021-12-12T17:34:48Z,1300000,,,0,,G. Antetokounmpo Free Throw 1 of 2 (7 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
140,PT00M02.10S,2021-12-12T17:35:13.6Z,1,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,16,26,2021-12-12T17:35:13Z,1310000,,,0,,G. Antetokounmpo Free Throw 2 of 2 (8 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
141,PT00M01.00S,2021-12-12T17:35:19.6Z,1,REGULAR,3pt,Jump Shot,[],1628995,50.936268068331145,28.186274509803923,1610612752,16,26,2021-12-12T17:35:26Z,1320000,109.0,426.0,1,left,MISS K. Knox II 44' running 3PT,[1628995],1610612752.0,NYK,running,,,Knox II,K. Knox II,,,,,44.0,Missed,,,,,,,,,,,,,,,,,,
142,PT00M01.00S,2021-12-12T17:35:19.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612752,16,26,2021-12-12T17:35:26Z,1330000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,141.0,,,,,,,,,,,,,,,,,
143,PT00M00.00S,2021-12-12T17:35:24.2Z,1,REGULAR,period,end,[],0,,,1610612752,16,26,2021-12-12T17:35:24Z,1340000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2021-12-12T17:37:48.4Z,2,REGULAR,substitution,out,['startperiod'],202326,,,1610612752,16,26,2021-12-12T17:38:00Z,1350000,,,0,,SUB out: D. Cousins,[202326],1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2021-12-12T17:37:48.4Z,2,REGULAR,substitution,out,['startperiod'],203918,,,1610612752,16,26,2021-12-12T17:38:00Z,1360000,,,0,,SUB out: R. Hood,[203918],1610612749.0,MIL,,,,Hood,R. Hood,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2021-12-12T17:37:48.4Z,2,REGULAR,substitution,in,['startperiod'],1628960,,,1610612752,16,26,2021-12-12T17:38:00Z,1370000,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2021-12-12T17:37:48.4Z,2,REGULAR,substitution,in,['startperiod'],1626171,,,1610612752,16,26,2021-12-12T17:38:00Z,1380000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2021-12-12T17:38:04.0Z,2,REGULAR,period,start,[],0,,,1610612752,16,26,2021-12-12T17:38:04Z,1390000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT11M40.00S,2021-12-12T17:38:23.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630193,12.434296977660972,36.029411764705884,1610612752,18,26,2021-12-12T17:38:28Z,1400000,70.0,64.0,1,left,I. Quickley 9' driving floating bank Jump Shot (2 PTS) (J. Randle 2 AST),"[1630193, 203944]",1610612752.0,NYK,driving floating bank,,,Quickley,I. Quickley,,,,,9.5,Made,,,,,2.0,J. Randle,203944.0,2.0,,,,,,,,,,
151,PT11M26.00S,2021-12-12T17:38:36.1Z,2,REGULAR,2pt,Jump Shot,[],203507,92.19776609724047,27.696078431372552,1610612749,18,26,2021-12-12T17:38:43Z,1420000,-112.0,21.0,1,right,MISS G. Antetokounmpo 11' turnaround Shot,[203507],1610612749.0,MIL,turnaround,,,Antetokounmpo,G. Antetokounmpo,,,,,11.34,Missed,,,,,,,,,,,,,,,,,,
152,PT11M24.00S,2021-12-12T17:38:38.1Z,2,REGULAR,rebound,defensive,[],1629011,,,1610612752,18,26,2021-12-12T17:38:43Z,1430000,,,0,,M. Robinson REBOUND (Off:0 Def:2),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,151.0,2.0,2.0,0.0,,,,,,,,,,,,,,
153,PT11M19.00S,2021-12-12T17:38:43.1Z,2,REGULAR,turnover,bad pass,[],203944,,,1610612752,18,26,2021-12-12T17:38:46Z,1440000,,,0,,J. Randle bad pass TURNOVER (1 TO),"[203944, 1626171]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,1.0,,,,,,,Portis,1626171.0
154,PT11M19.00S,2021-12-12T17:38:43.1Z,2,REGULAR,steal,,[],1626171,,,1610612749,18,26,2021-12-12T17:38:45Z,1450000,,,0,,B. Portis STEAL (1 STL),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,
155,PT11M07.00S,2021-12-12T17:38:57.9Z,2,REGULAR,foul,personal,[],1629011,,,1610612749,18,26,2021-12-12T17:39:02Z,1460000,,,0,,M. Robinson personal FOUL (2 PF),"[1629011, 203507]",1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,202035.0,,,,2.0,0.0,Antetokounmpo,203507.0,,
157,PT10M54.00S,2021-12-12T17:39:26.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626171,86.41590013140605,3.9215686274509802,1610612749,18,29,2021-12-12T17:39:32Z,1480000,-230.0,75.0,1,right,B. Portis 24' 3PT step back (5 PTS) (G. Antetokounmpo 3 AST),"[1626171, 203507]",1610612749.0,MIL,step back,,,Portis,B. Portis,,,,,24.24,Made,,,,,5.0,G. Antetokounmpo,203507.0,3.0,,,,,,,,,,
159,PT10M38.00S,2021-12-12T17:39:42.8Z,2,REGULAR,3pt,Jump Shot,[],1628995,11.251642575558476,2.941176470588235,1610612752,21,29,2021-12-12T17:39:46Z,1500000,235.0,53.0,1,left,K. Knox II 24' 3PT  (3 PTS) (I. Quickley 1 AST),"[1628995, 1630193]",1610612752.0,NYK,,,,Knox II,K. Knox II,,,,,24.13,Made,,,,,3.0,I. Quickley,1630193.0,1.0,,,,,,,,,,
161,PT10M16.00S,2021-12-12T17:40:05.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628960,93.9060446780552,52.69607843137255,1610612749,21,31,2021-12-12T17:40:13Z,1520000,13.0,5.0,1,right,G. Allen driving Layup (2 PTS) (G. Antetokounmpo 4 AST),"[1628960, 203507]",1610612749.0,MIL,driving,,,Allen,G. Allen,,,,,1.43,Made,,,,,2.0,G. Antetokounmpo,203507.0,4.0,,,,,,,,,,
162,PT10M04.00S,2021-12-12T17:40:16.7Z,2,REGULAR,3pt,Jump Shot,[],1628995,22.421156373193167,89.2156862745098,1610612752,24,31,2021-12-12T17:40:21Z,1530000,-196.0,158.0,1,left,K. Knox II 25' 3PT  (6 PTS) (J. Randle 3 AST),"[1628995, 203944]",1610612752.0,NYK,,,,Knox II,K. Knox II,,,,,25.2,Made,,,,,6.0,J. Randle,203944.0,3.0,,,,,,,,,,
164,PT09M51.00S,2021-12-12T17:40:30.4Z,2,REGULAR,3pt,Jump Shot,[],1626171,69.46452036793693,67.8921568627451,1610612749,24,31,2021-12-12T17:40:36Z,1550000,89.0,235.0,1,right,MISS B. Portis 25' 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,25.1,Missed,,,,,,,,,,,,,,,,,,
165,PT09M49.00S,2021-12-12T17:40:32.4Z,2,REGULAR,rebound,defensive,[],1628995,,,1610612752,24,31,2021-12-12T17:40:36Z,1560000,,,0,,K. Knox II REBOUND (Off:0 Def:1),[1628995],1610612752.0,NYK,,,,Knox II,K. Knox II,,,,,,,164.0,1.0,1.0,0.0,,,,,,,,,,,,,,
166,PT09M41.00S,2021-12-12T17:40:40.2Z,2,REGULAR,3pt,Jump Shot,[],1628995,24.392247043363994,86.76470588235294,1610612752,24,31,2021-12-12T17:40:48Z,1570000,-184.0,177.0,1,left,MISS K. Knox II 25' 3PT,[1628995],1610612752.0,NYK,,,,Knox II,K. Knox II,,,,,25.5,Missed,,,,,,,,,,,,,,,,,,
167,PT09M39.00S,2021-12-12T17:40:42.2Z,2,REGULAR,rebound,defensive,[],1628960,,,1610612749,24,31,2021-12-12T17:40:48Z,1580000,,,0,,G. Allen REBOUND (Off:0 Def:2),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,166.0,2.0,2.0,0.0,,,,,,,,,,,,,,
168,PT09M29.00S,2021-12-12T17:40:52.1Z,2,REGULAR,3pt,Jump Shot,[],1629670,91.67214191852825,96.81372549019608,1610612749,24,31,2021-12-12T17:40:58Z,1590000,234.0,26.0,1,right,MISS J. Nwora 3PT,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,23.55,Missed,,,,,,,,,,,,,,,,,,
169,PT09M27.00S,2021-12-12T17:40:54.1Z,2,REGULAR,rebound,defensive,[],203944,,,1610612752,24,31,2021-12-12T17:40:58Z,1600000,,,0,,J. Randle REBOUND (Off:0 Def:4),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,168.0,4.0,4.0,0.0,,,,,,,,,,,,,,
171,PT09M16.00S,2021-12-12T17:41:05.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630193,9.149145860709593,56.61764705882353,1610612752,26,31,2021-12-12T17:41:14Z,1610000,-33.0,34.0,1,left,I. Quickley driving floating Jump Shot (4 PTS),[1630193],1610612752.0,NYK,driving floating,,,Quickley,I. Quickley,,,,,4.71,Made,,,,,4.0,,,,,,,,,,,,,
172,PT09M08.00S,2021-12-12T17:41:19.0Z,2,REGULAR,timeout,full,['team'],0,,,1610612749,26,31,2021-12-12T17:41:19Z,1620000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT09M08.00S,2021-12-12T17:41:19.1Z,2,REGULAR,substitution,out,[],1629670,,,1610612749,26,31,2021-12-12T17:43:56Z,1630000,,,0,,SUB out: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,
174,PT09M08.00S,2021-12-12T17:41:19.1Z,2,REGULAR,substitution,in,[],203114,,,1610612749,26,31,2021-12-12T17:43:56Z,1640000,,,0,,SUB in: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,
175,PT08M57.00S,2021-12-12T17:44:30.4Z,2,REGULAR,2pt,Jump Shot,[],203114,93.51182654402102,25.735294117647058,1610612749,26,33,2021-12-12T17:44:38Z,1650000,-121.0,8.0,1,right,K. Middleton 12' step back Jump Shot (11 PTS) (G. Hill 1 AST),"[203114, 201588]",1610612749.0,MIL,step back,,,Middleton,K. Middleton,,,,,12.16,Made,,,,,11.0,G. Hill,201588.0,1.0,,,,,,,,,,
176,PT08M33.00S,2021-12-12T17:44:54.2Z,2,REGULAR,2pt,Jump Shot,[],1628995,6.521024967148489,69.85294117647058,1610612752,26,33,2021-12-12T17:50:52Z,1660000,-99.0,9.0,1,left,MISS K. Knox II 9' driving floating Shot,[1628995],1610612752.0,NYK,driving floating,,,Knox II,K. Knox II,,,,,9.97,Missed,,,,,,,,,,,,,,,,,,
177,PT08M31.00S,2021-12-12T17:44:56.2Z,2,REGULAR,rebound,defensive,[],203114,,,1610612749,26,33,2021-12-12T17:45:02Z,1670000,,,0,,K. Middleton REBOUND (Off:0 Def:3),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,176.0,3.0,3.0,0.0,,,,,,,,,,,,,,
178,PT08M26.00S,2021-12-12T17:45:01.6Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203114,94.30026281208936,53.92156862745098,1610612749,26,35,2021-12-12T17:51:50Z,1680000,20.0,1.0,1,right,K. Middleton running Layup (13 PTS),[203114],1610612749.0,MIL,running,,,Middleton,K. Middleton,,,,,1.96,Made,,,,,13.0,,,,,,,,,,,,,
179,PT08M17.00S,2021-12-12T17:45:09.9Z,2,REGULAR,turnover,lost ball,[],1629656,,,1610612752,26,35,2021-12-12T17:47:22Z,1690000,,,0,,Q. Grimes lost ball TURNOVER (3 TO),"[1629656, 1628960]",1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,3.0,,,,,,,Allen,1628960.0
180,PT08M17.00S,2021-12-12T17:45:09.9Z,2,REGULAR,steal,,[],1628960,,,1610612749,26,35,2021-12-12T17:45:12Z,1700000,,,0,,G. Allen STEAL (1 STL),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,
181,PT08M14.00S,2021-12-12T17:45:13.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628960,94.95729303547962,49.26470588235294,1610612749,26,37,2021-12-12T17:45:22Z,1710000,-4.0,-5.0,1,right,G. Allen running Layup (4 PTS),[1628960],1610612749.0,MIL,running,,,Allen,G. Allen,,,,,0.63,Made,,,,,4.0,,,,,,,,,,,,,
182,PT08M14.00S,2021-12-12T17:45:17.9Z,2,REGULAR,timeout,full,['team'],0,,,1610612752,26,37,2021-12-12T17:45:17Z,1720000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT08M14.00S,2021-12-12T17:45:18.0Z,2,REGULAR,substitution,out,[],1629656,,,1610612752,26,37,2021-12-12T17:47:55Z,1730000,,,0,,SUB out: Q. Grimes,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,
184,PT08M14.00S,2021-12-12T17:45:18.0Z,2,REGULAR,substitution,in,[],201565,,,1610612752,26,37,2021-12-12T17:47:55Z,1740000,,,0,,SUB in: D. Rose,[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,
185,PT07M59.00S,2021-12-12T17:48:29.1Z,2,REGULAR,3pt,Jump Shot,[],1628995,6.521024967148489,4.166666666666666,1610612752,26,37,2021-12-12T17:48:33Z,1750000,229.0,9.0,1,left,MISS K. Knox II 3PT,[1628995],1610612752.0,NYK,,,,Knox II,K. Knox II,,,,,22.94,Missed,,,,,,,,,,,,,,,,,,
186,PT07M57.00S,2021-12-12T17:48:31.1Z,2,REGULAR,rebound,offensive,[],203944,,,1610612752,26,37,2021-12-12T17:48:57Z,1760000,,,0,,J. Randle REBOUND (Off:1 Def:4),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,185.0,5.0,4.0,1.0,,,,,,,,,,,,,,
